"","Count","Phat"
"2897",94,0.47
"2898",103,0.515
"2899",111,0.555
"2900",86,0.43
"2901",108,0.54
"2902",110,0.55
"2903",103,0.515
"2904",101,0.505
"2905",92,0.46
"2906",96,0.48
"2907",102,0.51
"2908",108,0.54
"2909",86,0.43
"2910",96,0.48
"2911",101,0.505
"2912",93,0.465
"2913",102,0.51
"2914",107,0.535
"2915",97,0.485
"2916",102,0.51
"2917",112,0.56
"2918",101,0.505
"2919",105,0.525
"2920",90,0.45
"2921",98,0.49
"2922",85,0.425
"2923",95,0.475
"2924",103,0.515
"2925",94,0.47
"2926",89,0.445
"2927",105,0.525
"2928",102,0.51
"2929",92,0.46
"2930",106,0.53
"2931",95,0.475
"2932",102,0.51
"2933",97,0.485
"2934",102,0.51
"2935",104,0.52
"2936",104,0.52
"2937",92,0.46
"2938",100,0.5
"2939",113,0.565
"2940",94,0.47
"2941",104,0.52
"2942",91,0.455
"2943",109,0.545
"2944",92,0.46
"2945",104,0.52
"2946",101,0.505
"2947",104,0.52
"2948",104,0.52
"2949",108,0.54
"2950",104,0.52
"2951",93,0.465
"2952",101,0.505
"2953",89,0.445
"2954",91,0.455
"2955",101,0.505
"2956",115,0.575
"2957",97,0.485
"2958",100,0.5
"2959",92,0.46
"2960",82,0.41
"2961",113,0.565
"2962",102,0.51
"2963",86,0.43
"2964",96,0.48
"2965",107,0.535
"2966",107,0.535
"2967",105,0.525
"2968",100,0.5
"2969",101,0.505
"2970",99,0.495
"2971",105,0.525
"2972",109,0.545
"2973",108,0.54
"2974",101,0.505
"2975",83,0.415
"2976",98,0.49
"2977",102,0.51
"2978",104,0.52
"2979",108,0.54
"2980",94,0.47
"2981",96,0.48
"2982",99,0.495
"2983",101,0.505
"2984",100,0.5
"2985",98,0.49
"2986",116,0.58
"2987",102,0.51
"2988",96,0.48
"2989",96,0.48
"2990",99,0.495
"2991",102,0.51
"2992",101,0.505
"2993",102,0.51
"2994",111,0.555
"2995",100,0.5
"2996",102,0.51
"2997",100,0.5
"2998",100,0.5
"2999",101,0.505
"3000",105,0.525
"3001",109,0.545
"3002",94,0.47
"3003",97,0.485
"3004",95,0.475
"3005",97,0.485
"3006",94,0.47
"3007",86,0.43
"3008",90,0.45
"3009",102,0.51
"3010",105,0.525
"3011",104,0.52
"3012",94,0.47
"3013",104,0.52
"3014",102,0.51
"3015",97,0.485
"3016",113,0.565
"3017",91,0.455
"3018",98,0.49
"3019",102,0.51
"3020",104,0.52
"3021",101,0.505
"3022",105,0.525
"3023",84,0.42
"3024",96,0.48
"3025",94,0.47
"3026",108,0.54
"3027",95,0.475
"3028",96,0.48
"3029",94,0.47
"3030",96,0.48
"3031",101,0.505
"3032",86,0.43
"3033",98,0.49
"3034",103,0.515
"3035",103,0.515
"3036",83,0.415
"3037",89,0.445
"3038",98,0.49
"3039",99,0.495
"3040",101,0.505
"3041",108,0.54
"3042",98,0.49
"3043",103,0.515
"3044",93,0.465
"3045",112,0.56
"3046",101,0.505
"3047",104,0.52
"3048",88,0.44
"3049",95,0.475
"3050",96,0.48
"3051",100,0.5
"3052",101,0.505
"3053",109,0.545
"3054",114,0.57
"3055",104,0.52
"3056",97,0.485
"3057",98,0.49
"3058",93,0.465
"3059",111,0.555
"3060",105,0.525
"3061",108,0.54
"3062",116,0.58
"3063",100,0.5
"3064",93,0.465
"3065",99,0.495
"3066",104,0.52
"3067",95,0.475
"3068",104,0.52
"3069",100,0.5
"3070",107,0.535
"3071",99,0.495
"3072",99,0.495
"3073",95,0.475
"3074",110,0.55
"3075",106,0.53
"3076",101,0.505
"3077",110,0.55
"3078",115,0.575
"3079",105,0.525
"3080",103,0.515
"3081",98,0.49
"3082",107,0.535
"3083",107,0.535
"3084",96,0.48
"3085",87,0.435
"3086",94,0.47
"3087",105,0.525
"3088",100,0.5
"3089",101,0.505
"3090",96,0.48
"3091",110,0.55
"3092",106,0.53
"3093",86,0.43
"3094",103,0.515
"3095",98,0.49
"3096",103,0.515
"3097",94,0.47
"3098",99,0.495
"3099",97,0.485
"3100",96,0.48
"3101",112,0.56
"3102",100,0.5
"3103",100,0.5
"3104",105,0.525
"3105",95,0.475
"3106",107,0.535
"3107",99,0.495
"3108",106,0.53
"3109",94,0.47
"3110",112,0.56
"3111",95,0.475
"3112",105,0.525
"3113",89,0.445
"3114",114,0.57
"3115",95,0.475
"3116",98,0.49
"3117",108,0.54
"3118",105,0.525
"3119",104,0.52
"3120",98,0.49
"3121",91,0.455
"3122",91,0.455
"3123",103,0.515
"3124",97,0.485
"3125",103,0.515
"3126",98,0.49
"3127",97,0.485
"3128",97,0.485
"3129",102,0.51
"3130",102,0.51
"3131",95,0.475
"3132",98,0.49
"3133",86,0.43
"3134",106,0.53
"3135",112,0.56
"3136",104,0.52
"3137",93,0.465
"3138",98,0.49
"3139",99,0.495
"3140",105,0.525
"3141",89,0.445
"3142",89,0.445
"3143",114,0.57
"3144",99,0.495
"3145",103,0.515
"3146",96,0.48
"3147",94,0.47
"3148",102,0.51
"3149",116,0.58
"3150",108,0.54
"3151",109,0.545
"3152",97,0.485
"3153",83,0.415
"3154",97,0.485
"3155",90,0.45
"3156",102,0.51
"3157",89,0.445
"3158",96,0.48
"3159",110,0.55
"3160",107,0.535
"3161",97,0.485
"3162",112,0.56
"3163",102,0.51
"3164",103,0.515
"3165",92,0.46
"3166",103,0.515
"3167",98,0.49
"3168",97,0.485
"3169",108,0.54
"3170",92,0.46
"3171",90,0.45
"3172",98,0.49
"3173",113,0.565
"3174",106,0.53
"3175",108,0.54
"3176",99,0.495
"3177",89,0.445
"3178",103,0.515
"3179",93,0.465
"3180",99,0.495
"3181",106,0.53
"3182",117,0.585
"3183",110,0.55
"3184",92,0.46
"3185",107,0.535
"3186",88,0.44
"3187",101,0.505
"3188",103,0.515
"3189",114,0.57
"3190",96,0.48
"3191",96,0.48
"3192",88,0.44
"3193",103,0.515
"3194",88,0.44
"3195",103,0.515
"3196",99,0.495
"3197",95,0.475
"3198",94,0.47
"3199",86,0.43
"3200",110,0.55
"3201",103,0.515
"3202",111,0.555
"3203",104,0.52
"3204",102,0.51
"3205",97,0.485
"3206",99,0.495
"3207",109,0.545
"3208",93,0.465
"3209",98,0.49
"3210",104,0.52
"3211",92,0.46
"3212",102,0.51
"3213",89,0.445
"3214",98,0.49
"3215",97,0.485
"3216",106,0.53
"3217",106,0.53
"3218",89,0.445
"3219",105,0.525
"3220",99,0.495
"3221",103,0.515
"3222",99,0.495
"3223",98,0.49
"3224",96,0.48
"3225",104,0.52
"3226",99,0.495
"3227",110,0.55
"3228",100,0.5
"3229",115,0.575
"3230",111,0.555
"3231",100,0.5
"3232",105,0.525
"3233",95,0.475
"3234",101,0.505
"3235",105,0.525
"3236",95,0.475
"3237",104,0.52
"3238",97,0.485
"3239",105,0.525
"3240",95,0.475
"3241",92,0.46
"3242",101,0.505
"3243",95,0.475
"3244",107,0.535
"3245",97,0.485
"3246",102,0.51
"3247",110,0.55
"3248",98,0.49
"3249",109,0.545
"3250",96,0.48
"3251",96,0.48
"3252",105,0.525
"3253",103,0.515
"3254",101,0.505
"3255",92,0.46
"3256",101,0.505
"3257",99,0.495
"3258",98,0.49
"3259",93,0.465
"3260",102,0.51
"3261",105,0.525
"3262",101,0.505
"3263",102,0.51
"3264",96,0.48
"3265",105,0.525
"3266",118,0.59
"3267",108,0.54
"3268",103,0.515
"3269",114,0.57
"3270",115,0.575
"3271",102,0.51
"3272",94,0.47
"3273",91,0.455
"3274",109,0.545
"3275",104,0.52
"3276",104,0.52
"3277",93,0.465
"3278",109,0.545
"3279",96,0.48
"3280",105,0.525
"3281",104,0.52
"3282",79,0.395
"3283",97,0.485
"3284",89,0.445
"3285",85,0.425
"3286",100,0.5
"3287",87,0.435
"3288",93,0.465
"3289",111,0.555
"3290",92,0.46
"3291",91,0.455
"3292",108,0.54
"3293",103,0.515
"3294",92,0.46
"3295",102,0.51
"3296",104,0.52
"3297",98,0.49
"3298",105,0.525
"3299",101,0.505
"3300",110,0.55
"3301",102,0.51
"3302",107,0.535
"3303",90,0.45
"3304",113,0.565
"3305",108,0.54
"3306",108,0.54
"3307",88,0.44
"3308",98,0.49
"3309",102,0.51
"3310",109,0.545
"3311",102,0.51
"3312",104,0.52
"3313",99,0.495
"3314",97,0.485
"3315",97,0.485
"3316",111,0.555
"3317",108,0.54
"3318",99,0.495
"3319",97,0.485
"3320",111,0.555
"3321",95,0.475
"3322",108,0.54
"3323",101,0.505
"3324",101,0.505
"3325",102,0.51
"3326",94,0.47
"3327",96,0.48
"3328",98,0.49
"3329",90,0.45
"3330",88,0.44
"3331",92,0.46
"3332",109,0.545
"3333",115,0.575
"3334",98,0.49
"3335",92,0.46
"3336",98,0.49
"3337",108,0.54
"3338",88,0.44
"3339",91,0.455
"3340",101,0.505
"3341",107,0.535
"3342",92,0.46
"3343",99,0.495
"3344",100,0.5
"3345",104,0.52
"3346",92,0.46
"3347",107,0.535
"3348",99,0.495
"3349",100,0.5
"3350",93,0.465
"3351",98,0.49
"3352",104,0.52
"3353",111,0.555
"3354",91,0.455
"3355",101,0.505
"3356",91,0.455
"3357",105,0.525
"3358",100,0.5
"3359",101,0.505
"3360",102,0.51
"3361",98,0.49
"3362",103,0.515
"3363",100,0.5
"3364",96,0.48
"3365",89,0.445
"3366",100,0.5
"3367",97,0.485
"3368",94,0.47
"3369",103,0.515
"3370",100,0.5
"3371",96,0.48
"3372",102,0.51
"3373",98,0.49
"3374",103,0.515
"3375",96,0.48
"3376",94,0.47
"3377",98,0.49
"3378",92,0.46
"3379",109,0.545
"3380",97,0.485
"3381",117,0.585
"3382",86,0.43
"3383",115,0.575
"3384",93,0.465
"3385",98,0.49
"3386",95,0.475
"3387",109,0.545
"3388",110,0.55
"3389",105,0.525
"3390",89,0.445
"3391",101,0.505
"3392",99,0.495
"3393",101,0.505
"3394",93,0.465
"3395",102,0.51
"3396",108,0.54
"3397",103,0.515
"3398",101,0.505
"3399",94,0.47
"3400",106,0.53
"3401",101,0.505
"3402",104,0.52
"3403",91,0.455
"3404",96,0.48
"3405",91,0.455
"3406",116,0.58
"3407",91,0.455
"3408",100,0.5
"3409",103,0.515
"3410",105,0.525
"3411",95,0.475
"3412",101,0.505
"3413",106,0.53
"3414",90,0.45
"3415",90,0.45
"3416",109,0.545
"3417",93,0.465
"3418",111,0.555
"3419",99,0.495
"3420",105,0.525
"3421",90,0.45
"3422",89,0.445
"3423",104,0.52
"3424",92,0.46
"3425",102,0.51
"3426",96,0.48
"3427",101,0.505
"3428",87,0.435
"3429",96,0.48
"3430",87,0.435
"3431",98,0.49
"3432",104,0.52
"3433",113,0.565
"3434",97,0.485
"3435",100,0.5
"3436",101,0.505
"3437",101,0.505
"3438",112,0.56
"3439",96,0.48
"3440",103,0.515
"3441",97,0.485
"3442",108,0.54
"3443",85,0.425
"3444",93,0.465
"3445",105,0.525
"3446",113,0.565
"3447",102,0.51
"3448",93,0.465
"3449",115,0.575
"3450",93,0.465
"3451",105,0.525
"3452",105,0.525
"3453",92,0.46
"3454",95,0.475
"3455",96,0.48
"3456",103,0.515
"3457",111,0.555
"3458",102,0.51
"3459",93,0.465
"3460",108,0.54
"3461",98,0.49
"3462",101,0.505
"3463",108,0.54
"3464",84,0.42
"3465",104,0.52
"3466",100,0.5
"3467",94,0.47
"3468",103,0.515
"3469",95,0.475
"3470",102,0.51
"3471",118,0.59
"3472",106,0.53
"3473",107,0.535
"3474",110,0.55
"3475",102,0.51
"3476",93,0.465
"3477",101,0.505
"3478",104,0.52
"3479",97,0.485
"3480",112,0.56
"3481",86,0.43
"3482",106,0.53
"3483",102,0.51
"3484",111,0.555
"3485",102,0.51
"3486",103,0.515
"3487",100,0.5
"3488",99,0.495
"3489",108,0.54
"3490",92,0.46
"3491",89,0.445
"3492",108,0.54
"3493",92,0.46
"3494",101,0.505
"3495",92,0.46
"3496",103,0.515
"3497",103,0.515
"3498",92,0.46
"3499",96,0.48
"3500",105,0.525
"3501",105,0.525
"3502",101,0.505
"3503",104,0.52
"3504",108,0.54
"3505",97,0.485
"3506",91,0.455
"3507",108,0.54
"3508",100,0.5
"3509",104,0.52
"3510",104,0.52
"3511",104,0.52
"3512",101,0.505
"3513",94,0.47
"3514",110,0.55
"3515",98,0.49
"3516",96,0.48
"3517",99,0.495
"3518",91,0.455
"3519",100,0.5
"3520",91,0.455
"3521",108,0.54
"3522",89,0.445
"3523",91,0.455
"3524",101,0.505
"3525",104,0.52
"3526",101,0.505
"3527",107,0.535
"3528",98,0.49
"3529",90,0.45
"3530",102,0.51
"3531",101,0.505
"3532",102,0.51
"3533",101,0.505
"3534",111,0.555
"3535",95,0.475
"3536",95,0.475
"3537",102,0.51
"3538",100,0.5
"3539",107,0.535
"3540",108,0.54
"3541",111,0.555
"3542",88,0.44
"3543",91,0.455
"3544",96,0.48
"3545",98,0.49
"3546",96,0.48
"3547",98,0.49
"3548",96,0.48
"3549",103,0.515
"3550",105,0.525
"3551",93,0.465
"3552",106,0.53
"3553",105,0.525
"3554",109,0.545
"3555",92,0.46
"3556",93,0.465
"3557",104,0.52
"3558",94,0.47
"3559",110,0.55
"3560",106,0.53
"3561",96,0.48
"3562",102,0.51
"3563",103,0.515
"3564",99,0.495
"3565",97,0.485
"3566",99,0.495
"3567",91,0.455
"3568",75,0.375
"3569",102,0.51
"3570",95,0.475
"3571",106,0.53
"3572",98,0.49
"3573",106,0.53
"3574",98,0.49
"3575",82,0.41
"3576",103,0.515
"3577",93,0.465
"3578",97,0.485
"3579",105,0.525
"3580",101,0.505
"3581",94,0.47
"3582",106,0.53
"3583",95,0.475
"3584",93,0.465
"3585",94,0.47
"3586",99,0.495
"3587",105,0.525
"3588",104,0.52
"3589",103,0.515
"3590",97,0.485
"3591",101,0.505
"3592",102,0.51
"3593",101,0.505
"3594",113,0.565
"3595",95,0.475
"3596",99,0.495
"3597",106,0.53
"3598",106,0.53
"3599",104,0.52
"3600",106,0.53
"3601",105,0.525
"3602",88,0.44
"3603",94,0.47
"3604",93,0.465
"3605",101,0.505
"3606",99,0.495
"3607",107,0.535
"3608",103,0.515
"3609",103,0.515
"3610",101,0.505
"3611",99,0.495
"3612",104,0.52
"3613",106,0.53
"3614",101,0.505
"3615",101,0.505
"3616",89,0.445
"3617",101,0.505
"3618",105,0.525
"3619",108,0.54
"3620",92,0.46
"3621",103,0.515
"3622",109,0.545
"3623",113,0.565
"3624",106,0.53
"3625",109,0.545
"3626",92,0.46
"3627",107,0.535
"3628",100,0.5
"3629",100,0.5
"3630",114,0.57
"3631",100,0.5
"3632",99,0.495
"3633",105,0.525
"3634",110,0.55
"3635",97,0.485
"3636",95,0.475
"3637",99,0.495
"3638",91,0.455
"3639",101,0.505
"3640",106,0.53
"3641",85,0.425
"3642",93,0.465
"3643",96,0.48
"3644",114,0.57
"3645",102,0.51
"3646",115,0.575
"3647",107,0.535
"3648",100,0.5
"3649",90,0.45
"3650",108,0.54
"3651",95,0.475
"3652",95,0.475
"3653",99,0.495
"3654",101,0.505
"3655",100,0.5
"3656",116,0.58
"3657",108,0.54
"3658",104,0.52
"3659",108,0.54
"3660",107,0.535
"3661",109,0.545
"3662",110,0.55
"3663",112,0.56
"3664",103,0.515
"3665",93,0.465
"3666",89,0.445
"3667",105,0.525
"3668",102,0.51
"3669",110,0.55
"3670",96,0.48
"3671",94,0.47
"3672",104,0.52
"3673",102,0.51
"3674",88,0.44
"3675",102,0.51
"3676",95,0.475
"3677",96,0.48
"3678",100,0.5
"3679",91,0.455
"3680",100,0.5
"3681",102,0.51
"3682",93,0.465
"3683",108,0.54
"3684",107,0.535
"3685",109,0.545
"3686",102,0.51
"3687",99,0.495
"3688",122,0.61
"3689",88,0.44
"3690",99,0.495
"3691",97,0.485
"3692",101,0.505
"3693",98,0.49
"3694",107,0.535
"3695",83,0.415
"3696",94,0.47
"3697",98,0.49
"3698",116,0.58
"3699",101,0.505
"3700",101,0.505
"3701",88,0.44
"3702",108,0.54
"3703",86,0.43
"3704",114,0.57
"3705",92,0.46
"3706",108,0.54
"3707",96,0.48
"3708",92,0.46
"3709",107,0.535
"3710",90,0.45
"3711",97,0.485
"3712",102,0.51
"3713",113,0.565
"3714",109,0.545
"3715",101,0.505
"3716",107,0.535
"3717",103,0.515
"3718",107,0.535
"3719",98,0.49
"3720",97,0.485
"3721",96,0.48
"3722",103,0.515
"3723",92,0.46
"3724",93,0.465
"3725",95,0.475
"3726",107,0.535
"3727",95,0.475
"3728",99,0.495
"3729",92,0.46
"3730",102,0.51
"3731",97,0.485
"3732",104,0.52
"3733",100,0.5
"3734",88,0.44
"3735",101,0.505
"3736",108,0.54
"3737",103,0.515
"3738",94,0.47
"3739",95,0.475
"3740",103,0.515
"3741",94,0.47
"3742",97,0.485
"3743",100,0.5
"3744",107,0.535
"3745",96,0.48
"3746",100,0.5
"3747",99,0.495
"3748",84,0.42
"3749",92,0.46
"3750",111,0.555
"3751",89,0.445
"3752",89,0.445
"3753",99,0.495
"3754",101,0.505
"3755",103,0.515
"3756",95,0.475
"3757",94,0.47
"3758",102,0.51
"3759",97,0.485
"3760",94,0.47
"3761",81,0.405
"3762",100,0.5
"3763",88,0.44
"3764",97,0.485
"3765",101,0.505
"3766",104,0.52
"3767",86,0.43
"3768",103,0.515
"3769",102,0.51
"3770",107,0.535
"3771",111,0.555
"3772",96,0.48
"3773",97,0.485
"3774",107,0.535
"3775",103,0.515
"3776",103,0.515
"3777",110,0.55
"3778",99,0.495
"3779",98,0.49
"3780",95,0.475
"3781",81,0.405
"3782",105,0.525
"3783",106,0.53
"3784",99,0.495
"3785",91,0.455
"3786",94,0.47
"3787",106,0.53
"3788",108,0.54
"3789",94,0.47
"3790",90,0.45
"3791",100,0.5
"3792",107,0.535
"3793",104,0.52
"3794",105,0.525
"3795",107,0.535
"3796",97,0.485
"3797",102,0.51
"3798",102,0.51
"3799",106,0.53
"3800",96,0.48
"3801",112,0.56
"3802",107,0.535
"3803",99,0.495
"3804",90,0.45
"3805",103,0.515
"3806",98,0.49
"3807",108,0.54
"3808",105,0.525
"3809",106,0.53
"3810",104,0.52
"3811",100,0.5
"3812",94,0.47
"3813",98,0.49
"3814",110,0.55
"3815",100,0.5
"3816",102,0.51
"3817",99,0.495
"3818",97,0.485
"3819",101,0.505
"3820",85,0.425
"3821",87,0.435
"3822",96,0.48
"3823",96,0.48
"3824",96,0.48
"3825",96,0.48
"3826",102,0.51
"3827",112,0.56
"3828",97,0.485
"3829",100,0.5
"3830",104,0.52
"3831",102,0.51
"3832",104,0.52
"3833",100,0.5
"3834",91,0.455
"3835",114,0.57
"3836",106,0.53
"3837",91,0.455
"3838",107,0.535
"3839",103,0.515
"3840",109,0.545
"3841",94,0.47
"3842",104,0.52
"3843",89,0.445
"3844",104,0.52
"3845",106,0.53
"3846",91,0.455
"3847",104,0.52
"3848",93,0.465
"3849",99,0.495
"3850",100,0.5
"3851",113,0.565
"3852",101,0.505
"3853",108,0.54
"3854",102,0.51
"3855",100,0.5
"3856",108,0.54
"3857",99,0.495
"3858",100,0.5
"3859",93,0.465
"3860",95,0.475
"3861",100,0.5
"3862",105,0.525
"3863",99,0.495
"3864",102,0.51
"3865",108,0.54
"3866",96,0.48
"3867",104,0.52
"3868",96,0.48
"3869",93,0.465
"3870",105,0.525
"3871",96,0.48
"3872",86,0.43
"3873",95,0.475
"3874",116,0.58
"3875",109,0.545
"3876",103,0.515
"3877",92,0.46
"3878",101,0.505
"3879",104,0.52
"3880",106,0.53
"3881",95,0.475
"3882",105,0.525
"3883",110,0.55
"3884",92,0.46
"3885",86,0.43
"3886",107,0.535
"3887",91,0.455
"3888",97,0.485
"3889",107,0.535
"3890",96,0.48
"3891",108,0.54
"3892",92,0.46
"3893",96,0.48
"3894",103,0.515
"3895",104,0.52
"3896",89,0.445
"3897",110,0.55
"3898",106,0.53
"3899",98,0.49
"3900",101,0.505
"3901",96,0.48
"3902",103,0.515
"3903",104,0.52
"3904",101,0.505
"3905",104,0.52
"3906",102,0.51
"3907",107,0.535
"3908",102,0.51
"3909",106,0.53
"3910",98,0.49
"3911",98,0.49
"3912",101,0.505
"3913",78,0.39
"3914",105,0.525
"3915",112,0.56
"3916",104,0.52
"3917",104,0.52
"3918",110,0.55
"3919",92,0.46
"3920",105,0.525
"3921",100,0.5
"3922",109,0.545
"3923",95,0.475
"3924",100,0.5
"3925",104,0.52
"3926",97,0.485
"3927",108,0.54
"3928",91,0.455
"3929",99,0.495
"3930",97,0.485
"3931",96,0.48
"3932",95,0.475
"3933",101,0.505
"3934",103,0.515
"3935",108,0.54
"3936",93,0.465
"3937",97,0.485
"3938",101,0.505
"3939",99,0.495
"3940",101,0.505
"3941",110,0.55
"3942",109,0.545
"3943",99,0.495
"3944",111,0.555
"3945",112,0.56
"3946",96,0.48
"3947",94,0.47
"3948",106,0.53
"3949",93,0.465
"3950",99,0.495
"3951",99,0.495
"3952",97,0.485
"3953",98,0.49
"3954",93,0.465
"3955",109,0.545
"3956",92,0.46
"3957",104,0.52
"3958",114,0.57
"3959",107,0.535
"3960",98,0.49
"3961",96,0.48
"3962",98,0.49
"3963",93,0.465
"3964",102,0.51
"3965",87,0.435
"3966",100,0.5
"3967",96,0.48
"3968",108,0.54
"3969",91,0.455
"3970",98,0.49
"3971",106,0.53
"3972",109,0.545
"3973",97,0.485
"3974",96,0.48
"3975",90,0.45
"3976",89,0.445
"3977",91,0.455
"3978",108,0.54
"3979",99,0.495
"3980",103,0.515
"3981",101,0.505
"3982",98,0.49
"3983",95,0.475
"3984",96,0.48
"3985",102,0.51
"3986",81,0.405
"3987",107,0.535
"3988",102,0.51
"3989",108,0.54
"3990",102,0.51
"3991",101,0.505
"3992",105,0.525
"3993",86,0.43
"3994",100,0.5
"3995",106,0.53
"3996",91,0.455
"3997",102,0.51
"3998",95,0.475
"3999",98,0.49
"4000",104,0.52
"4001",107,0.535
"4002",105,0.525
"4003",95,0.475
"4004",105,0.525
"4005",102,0.51
"4006",92,0.46
"4007",102,0.51
"4008",97,0.485
"4009",109,0.545
"4010",109,0.545
"4011",90,0.45
"4012",100,0.5
"4013",108,0.54
"4014",103,0.515
"4015",104,0.52
"4016",91,0.455
"4017",87,0.435
"4018",94,0.47
"4019",94,0.47
"4020",101,0.505
"4021",97,0.485
"4022",106,0.53
"4023",98,0.49
"4024",96,0.48
"4025",102,0.51
"4026",105,0.525
"4027",100,0.5
"4028",100,0.5
"4029",90,0.45
"4030",99,0.495
"4031",112,0.56
"4032",95,0.475
"4033",99,0.495
"4034",105,0.525
"4035",113,0.565
"4036",96,0.48
"4037",112,0.56
"4038",102,0.51
"4039",99,0.495
"4040",89,0.445
"4041",96,0.48
"4042",100,0.5
"4043",99,0.495
"4044",108,0.54
"4045",84,0.42
"4046",112,0.56
"4047",106,0.53
"4048",105,0.525
"4049",110,0.55
"4050",106,0.53
"4051",103,0.515
"4052",110,0.55
"4053",100,0.5
"4054",112,0.56
"4055",105,0.525
"4056",91,0.455
"4057",98,0.49
"4058",88,0.44
"4059",92,0.46
"4060",101,0.505
"4061",105,0.525
"4062",96,0.48
"4063",96,0.48
"4064",84,0.42
"4065",114,0.57
"4066",109,0.545
"4067",101,0.505
"4068",102,0.51
"4069",99,0.495
"4070",95,0.475
"4071",96,0.48
"4072",88,0.44
"4073",100,0.5
"4074",97,0.485
"4075",98,0.49
"4076",93,0.465
"4077",92,0.46
"4078",95,0.475
"4079",111,0.555
"4080",100,0.5
"4081",103,0.515
"4082",100,0.5
"4083",83,0.415
"4084",114,0.57
"4085",110,0.55
"4086",103,0.515
"4087",105,0.525
"4088",99,0.495
"4089",107,0.535
"4090",111,0.555
"4091",107,0.535
"4092",94,0.47
"4093",98,0.49
"4094",104,0.52
"4095",99,0.495
"4096",93,0.465
"4097",95,0.475
"4098",99,0.495
"4099",96,0.48
"4100",101,0.505
"4101",101,0.505
"4102",108,0.54
"4103",88,0.44
"4104",102,0.51
"4105",98,0.49
"4106",104,0.52
"4107",99,0.495
"4108",95,0.475
"4109",101,0.505
"4110",96,0.48
"4111",100,0.5
"4112",103,0.515
"4113",88,0.44
"4114",89,0.445
"4115",108,0.54
"4116",100,0.5
"4117",99,0.495
"4118",113,0.565
"4119",97,0.485
"4120",95,0.475
"4121",96,0.48
"4122",105,0.525
"4123",87,0.435
"4124",101,0.505
"4125",102,0.51
"4126",113,0.565
"4127",82,0.41
"4128",97,0.485
"4129",109,0.545
"4130",95,0.475
"4131",112,0.56
"4132",106,0.53
"4133",106,0.53
"4134",96,0.48
"4135",101,0.505
"4136",97,0.485
"4137",89,0.445
"4138",93,0.465
"4139",85,0.425
"4140",107,0.535
"4141",102,0.51
"4142",96,0.48
"4143",102,0.51
"4144",98,0.49
"4145",94,0.47
"4146",104,0.52
"4147",106,0.53
"4148",85,0.425
"4149",89,0.445
"4150",87,0.435
"4151",113,0.565
"4152",102,0.51
"4153",101,0.505
"4154",99,0.495
"4155",109,0.545
"4156",104,0.52
"4157",94,0.47
"4158",106,0.53
"4159",93,0.465
"4160",101,0.505
"4161",98,0.49
"4162",91,0.455
"4163",117,0.585
"4164",83,0.415
"4165",98,0.49
"4166",107,0.535
"4167",105,0.525
"4168",115,0.575
"4169",98,0.49
"4170",96,0.48
"4171",94,0.47
"4172",89,0.445
"4173",103,0.515
"4174",103,0.515
"4175",93,0.465
"4176",104,0.52
"4177",100,0.5
"4178",100,0.5
"4179",101,0.505
"4180",96,0.48
"4181",101,0.505
"4182",102,0.51
"4183",112,0.56
"4184",105,0.525
"4185",101,0.505
"4186",103,0.515
"4187",95,0.475
"4188",104,0.52
"4189",107,0.535
"4190",99,0.495
"4191",92,0.46
"4192",96,0.48
"4193",90,0.45
"4194",96,0.48
"4195",91,0.455
"4196",84,0.42
"4197",98,0.49
"4198",96,0.48
"4199",101,0.505
"4200",107,0.535
"4201",106,0.53
"4202",102,0.51
"4203",99,0.495
"4204",100,0.5
"4205",97,0.485
"4206",95,0.475
"4207",109,0.545
"4208",97,0.485
"4209",111,0.555
"4210",94,0.47
"4211",93,0.465
"4212",93,0.465
"4213",99,0.495
"4214",103,0.515
"4215",92,0.46
"4216",109,0.545
"4217",99,0.495
"4218",92,0.46
"4219",114,0.57
"4220",97,0.485
"4221",103,0.515
"4222",82,0.41
"4223",106,0.53
"4224",97,0.485
"4225",94,0.47
"4226",99,0.495
"4227",104,0.52
"4228",90,0.45
"4229",100,0.5
"4230",104,0.52
"4231",104,0.52
"4232",106,0.53
"4233",100,0.5
"4234",109,0.545
"4235",114,0.57
"4236",99,0.495
"4237",110,0.55
"4238",94,0.47
"4239",86,0.43
"4240",107,0.535
"4241",99,0.495
"4242",99,0.495
"4243",89,0.445
"4244",106,0.53
"4245",100,0.5
"4246",97,0.485
"4247",103,0.515
"4248",92,0.46
"4249",89,0.445
"4250",102,0.51
"4251",108,0.54
"4252",102,0.51
"4253",109,0.545
"4254",93,0.465
"4255",92,0.46
"4256",94,0.47
"4257",97,0.485
"4258",105,0.525
"4259",88,0.44
"4260",95,0.475
"4261",110,0.55
"4262",98,0.49
"4263",89,0.445
"4264",106,0.53
"4265",90,0.45
"4266",106,0.53
"4267",96,0.48
"4268",103,0.515
"4269",92,0.46
"4270",90,0.45
"4271",108,0.54
"4272",88,0.44
"4273",102,0.51
"4274",104,0.52
"4275",96,0.48
"4276",103,0.515
"4277",103,0.515
"4278",99,0.495
"4279",109,0.545
"4280",106,0.53
"4281",102,0.51
"4282",100,0.5
"4283",103,0.515
"4284",92,0.46
"4285",90,0.45
"4286",108,0.54
"4287",109,0.545
"4288",105,0.525
"4289",83,0.415
"4290",99,0.495
"4291",96,0.48
"4292",104,0.52
"4293",99,0.495
"4294",96,0.48
"4295",108,0.54
