"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"110",0.83727,1.01463,0.91976,0.65002,0.717,0.62872,0.84573,0.94672,1.20481,0,0.72031,0.88351,0.92715,0.97262,0.81794,0.7354,1.15762,0.66672,0.84164,0.73035,0.91469,0.99648,1.17621,0.84708,0.85167,0.81055,0.8146,0.7277,0.93454,1.13411,0.8804,1.07544,0.69363,0.89105,0.84323,0.72115,0.79614,0.68514,1.12401,0.88988,0.96185,0.6584,0.64451,0.85977,0.86362,1.16309,0.84793,0.80306,0.82313,0.46533
"111",0.88342,1.08302,0.87343,0.71249,0.88916,0.73206,0.90729,0.95035,1.32686,0.72031,0,0.93426,1.05099,1.06768,0.86815,0.80403,1.18429,0.48065,0.92558,0.82379,1.00378,0.91578,1.20459,0.93823,0.93494,0.83414,0.89292,0.85055,0.99598,1.19647,0.92851,1.18582,0.77642,0.99377,0.93071,0.7826,0.88261,0.65068,1.25404,0.94401,1.03792,0.7287,0.37354,0.94639,0.96044,1.22641,0.93892,0.86572,0.90767,0.7896
"112",1.02783,1.11505,1.1043,0.85413,0.98833,0.65735,0.97572,1.1385,1.46787,0.88351,0.93426,0,0.35442,1.11971,0.93325,0.9773,1.27487,0.8635,0.98984,0.96141,1.01435,1.19019,1.25055,0.98966,0.99013,1.01674,0.92216,0.96416,0.94243,1.2017,1.11228,1.24749,0.43472,1.03852,1.07556,0.91008,0.60719,0.90953,1.22724,1.09587,1.10009,0.79052,0.85352,0.99851,1.12604,1.26605,0.10292,0.92165,0.81946,0.93674
"113",1.14771,1.19476,1.2138,0.95259,1.10735,0.77649,1.07975,1.20584,1.47402,0.92715,1.05099,0.35442,0,1.19663,1.01762,1.09421,1.29971,0.98678,1.02556,1.06285,1.09665,1.31686,1.23458,1.04872,1.04735,1.10419,1.01155,1.05577,1.0488,1.33174,1.18474,1.30866,0.49853,1.09254,1.15989,1.00628,0.69013,0.97342,1.35426,1.15145,1.18648,0.84873,0.93209,1.04178,1.20822,1.39425,0.36633,0.99812,0.92362,1.00808
"114",1.17998,1.17596,1.21164,0.96614,1.08049,0.9119,1.02703,1.31198,1.56326,0.97262,1.06768,1.11971,1.19663,0,1.03079,1.057,1.31484,1.01107,1.03559,1.07906,1.10024,1.36737,1.4038,1.07103,1.04003,1.12563,0.98771,1.07929,1.1917,1.39023,1.23674,1.26835,0.98181,1.0858,1.21482,1.07884,1.04862,0.99064,1.36444,1.29726,0.42947,0.85287,1.0124,1.0963,1.2284,1.30815,1.10426,1.00256,1.05097,1.0399
"115",0.99351,0.77189,1.0952,0.78207,0.94679,0.74539,0.64137,1.10445,1.35987,0.81794,0.86815,0.93325,1.01762,1.03079,0,0.90431,1.17962,0.83609,0.51146,0.90849,0.69197,1.13866,0.89537,0.92177,0.51766,0.93705,0.60169,0.94702,1.02471,1.25638,1.05886,0.90486,0.80845,0.98118,1.03718,0.88738,0.86925,0.84562,1.21716,1.08608,1.02945,0.70282,0.84044,0.93733,1.07641,1.17419,0.95437,0.88384,0.92347,0.90186
"116",0.20178,1.08507,0.98303,0.65699,0.87266,0.74979,0.93396,0.95634,1.31385,0.7354,0.80403,0.9773,1.09421,1.057,0.90431,0,1.25936,0.76053,0.94641,0.8314,1.0007,1.04931,1.22989,0.95245,0.95904,0.80227,0.89404,0.88463,0.99124,1.17915,0.48912,1.23677,0.82338,0.98487,0.89624,0.73097,0.89668,0.74848,1.25086,0.89948,1.04198,0.75521,0.73701,0.96319,0.95392,1.22457,0.9887,0.87528,0.92508,0.83896
"117",1.41123,1.3781,1.37587,1.10066,1.32888,1.09231,1.22991,1.43173,1.77226,1.15762,1.18429,1.27487,1.29971,1.31484,1.17962,1.25936,0,1.18952,1.21338,1.23806,1.29818,1.40418,1.49708,0.93228,1.25062,1.25656,1.20509,1.25465,1.38796,1.58917,1.3779,1.48713,1.11905,0.95292,1.35478,1.20275,1.19079,1.14972,1.50755,1.39516,1.31587,1.03381,1.12082,0.89848,1.34328,1.12038,1.27051,1.20933,1.27161,1.15843
"118",0.82679,0.96883,0.74775,0.62919,0.79553,0.69215,0.82657,0.88453,1.24639,0.66672,0.48065,0.8635,0.98678,1.01107,0.83609,0.76053,1.18952,0,0.85464,0.73885,0.88357,0.85738,1.16177,0.90045,0.85728,0.79112,0.81809,0.78616,0.91108,1.13531,0.87759,1.11655,0.73635,0.93486,0.88193,0.72761,0.80969,0.57794,1.13893,0.88064,1.02362,0.68281,0.41361,0.90328,0.9067,1.11528,0.86265,0.78479,0.83626,0.74202
"119",1.03457,0.80016,1.06483,0.83022,0.93847,0.80829,0.66425,1.14098,1.39,0.84164,0.92558,0.98984,1.02556,1.03559,0.51146,0.94641,1.21338,0.85464,0,0.90308,0.71603,1.21038,0.95734,0.94614,0.07979,0.97975,0.61987,0.93459,1.03913,1.2497,1.08488,0.901,0.84913,0.96604,1.03786,0.90125,0.92504,0.86166,1.24445,1.07727,1.01281,0.73416,0.85639,0.95291,1.10688,1.20812,1.01455,0.88417,0.95002,0.93299
"120",0.92803,1.07928,0.98104,0.7206,0.87837,0.74644,0.94625,1.01714,1.29574,0.73035,0.82379,0.96141,1.06285,1.07906,0.90849,0.8314,1.23806,0.73885,0.90308,0,0.97245,1.11776,1.26011,0.963,0.92711,0.82227,0.84814,0.88997,1.05765,1.1325,0.98114,1.18973,0.82281,0.9958,0.89674,0.78966,0.87311,0.72219,1.26837,0.9602,1.03857,0.73108,0.71102,0.97341,0.50429,1.23343,0.9822,0.8668,0.95711,0.8399
"121",1.05797,0.32632,1.15818,0.87294,1.02267,0.83061,0.6033,1.17637,1.4203,0.91469,1.00378,1.01435,1.09665,1.10024,0.69197,1.0007,1.29818,0.88357,0.71603,0.97245,0,1.20509,0.95218,1.01932,0.71506,1.02632,0.56897,1.02723,1.08137,1.29426,1.09991,0.86083,0.86182,1.06196,1.12829,0.95298,0.92807,0.93901,1.22351,1.15285,1.05842,0.77875,0.90035,1.02964,1.15849,1.32839,1.00367,0.95377,0.98982,0.96745
"122",1.14596,1.31435,1.10363,0.94753,1.11816,1.03145,1.15691,1.22465,1.62044,0.99648,0.91578,1.19019,1.31686,1.36737,1.13866,1.04931,1.40418,0.85738,1.21038,1.11776,1.20509,0,1.45785,1.23621,1.19568,1.11881,1.16814,1.12306,1.23521,1.51067,1.22162,1.49338,1.06982,1.25727,1.19945,1.03628,1.12968,0.85667,1.46194,1.20146,1.28222,1.02316,0.86491,1.20803,1.25111,1.39916,1.17949,1.09665,1.17398,1.08505
"123",1.32893,1.1123,1.42719,1.10632,1.27216,1.07384,0.93858,1.4093,1.61976,1.17621,1.20459,1.25055,1.23458,1.4038,0.89537,1.22989,1.49708,1.16177,0.95734,1.26011,0.95218,1.45785,0,1.23741,1.00015,1.25756,0.89835,1.21687,1.32148,1.5342,1.37155,1.17329,1.08101,1.28525,1.38821,1.17419,1.14464,1.11301,1.60294,1.41479,1.38004,1.03163,1.09958,1.246,1.39233,1.45746,1.26252,1.17772,1.23333,1.22334
"124",1.01244,1.12928,1.15346,0.86786,0.97179,0.8019,0.98605,1.14743,1.52677,0.84708,0.93823,0.98966,1.04872,1.07103,0.92177,0.95245,0.93228,0.90045,0.94614,0.963,1.01932,1.23621,1.23741,0,0.97327,1.02236,0.90828,0.96716,1.06391,1.28657,1.08736,1.26011,0.84834,0.13133,1.12163,0.95349,0.92747,0.89801,1.30963,1.10462,1.04676,0.7627,0.85131,0.08994,1.14976,0.91918,0.97835,0.96834,0.95755,0.9301
"125",1.04248,0.79263,1.10196,0.8399,0.94489,0.82286,0.67065,1.15487,1.42229,0.85167,0.93494,0.99013,1.04735,1.04003,0.51766,0.95904,1.25062,0.85728,0.07979,0.92711,0.71506,1.19568,1.00015,0.97327,0,0.99299,0.63055,0.94359,1.05131,1.25169,1.0952,0.90544,0.85206,0.98591,1.06704,0.91689,0.94272,0.87579,1.27291,1.08935,1.0404,0.75605,0.87568,0.97735,1.12309,1.20012,1.02551,0.91443,0.95235,0.93444
"126",0.86836,1.14776,0.97623,0.44109,0.94054,0.79899,0.97868,0.57291,1.36463,0.81055,0.83414,1.01674,1.10419,1.12563,0.93705,0.80227,1.25656,0.79112,0.97975,0.82227,1.02632,1.11881,1.25756,1.02236,0.99299,0,0.91603,0.92918,1.06172,1.19948,0.97419,1.26114,0.85998,1.06405,0.67968,0.1642,0.93489,0.80002,1.32227,0.66495,1.09405,0.79574,0.77289,1.02982,1.00164,1.25604,1.02224,0.9032,0.97926,0.86287
"127",1.00853,0.68019,1.02593,0.80844,0.95418,0.74054,0.4638,1.08188,1.30746,0.8146,0.89292,0.92216,1.01155,0.98771,0.60169,0.89404,1.20509,0.81809,0.61987,0.84814,0.56897,1.16814,0.89835,0.90828,0.63055,0.91603,0,0.94162,1.01099,1.22351,1.03779,0.76815,0.7786,0.93538,1.01049,0.87321,0.82414,0.81809,1.20055,1.06673,0.95661,0.69393,0.82065,0.91316,0.99632,1.18814,0.94548,0.87187,0.8991,0.86072
"128",0.97826,1.10475,1.0125,0.78237,0.1989,0.76521,0.95659,1.07772,1.28719,0.7277,0.85055,0.96416,1.05577,1.07929,0.94702,0.88463,1.25465,0.78616,0.93459,0.88997,1.02723,1.12306,1.21687,0.96716,0.94359,0.92918,0.94162,0,1.07096,1.20647,1.00973,1.2908,0.79433,1.01613,1.01271,0.86417,0.88373,0.78386,1.28825,1.06121,1.065,0.75157,0.75219,0.98912,1.01624,1.24682,1.0044,0.87306,0.96069,0.79088
"129",1.07459,1.19235,1.16461,0.91081,1.0955,0.64147,1.06524,1.22529,1.53185,0.93454,0.99598,0.94243,1.0488,1.1917,1.02471,0.99124,1.38796,0.91108,1.03913,1.05765,1.08137,1.23521,1.32148,1.06391,1.05131,1.06172,1.01099,1.07096,0,1.25823,1.17842,1.34809,0.78674,1.06941,1.12695,1.00342,0.84518,0.96468,1.38683,1.16097,1.19101,0.84367,0.90235,1.07008,1.16693,1.33227,0.96201,0.98297,0.24304,1.01444
"130",1.26725,1.44501,1.315,1.10587,1.26457,1.03048,1.22952,1.41016,1.64858,1.13411,1.19647,1.2017,1.33174,1.39023,1.25638,1.17915,1.58917,1.13531,1.2497,1.1325,1.29426,1.51067,1.5342,1.28657,1.25169,1.19948,1.22351,1.20647,1.25823,0,1.36032,1.5264,1.1036,1.2934,1.33343,1.17043,1.18499,1.1157,1.58262,1.33593,1.29405,1.06557,1.1206,1.29348,1.33453,1.52285,1.22342,0.86677,1.22215,1.1907
"131",0.56518,1.24149,1.11531,0.80385,1.02052,0.91865,1.10692,1.0857,1.45487,0.8804,0.92851,1.11228,1.18474,1.23674,1.05886,0.48912,1.3779,0.87759,1.08488,0.98114,1.09991,1.22162,1.37155,1.08736,1.0952,0.97419,1.03779,1.00973,1.17842,1.36032,0,1.3408,0.95178,1.15219,1.03714,0.87382,1.07047,0.87982,1.41963,1.03829,1.21773,0.90262,0.87599,1.09561,1.07884,1.34792,1.12141,1.01066,1.06885,0.9771
"132",1.29594,0.96872,1.36034,1.19941,1.30823,1.04719,0.78817,1.4244,1.53748,1.07544,1.18582,1.24749,1.30866,1.26835,0.90486,1.23677,1.48713,1.11655,0.901,1.18973,0.86083,1.49338,1.17329,1.26011,0.90544,1.26114,0.76815,1.2908,1.34809,1.5264,1.3408,0,1.09588,1.27955,1.34372,1.22065,1.20585,1.13995,1.50474,1.35045,1.28965,1.01401,1.12349,1.23774,1.34934,1.5232,1.25909,1.13449,1.24211,1.19351
"133",0.91177,0.96379,0.96088,0.70142,0.83235,0.5484,0.82121,1.01464,1.28178,0.69363,0.77642,0.43472,0.49853,0.98181,0.80845,0.82338,1.11905,0.73635,0.84913,0.82281,0.86182,1.06982,1.08101,0.84834,0.85206,0.85998,0.7786,0.79433,0.78674,1.1036,0.95178,1.09588,0,0.91002,0.95142,0.76705,0.48042,0.73272,1.17056,0.92179,0.9634,0.65306,0.70771,0.88377,0.96495,1.15952,0.42584,0.76881,0.67852,0.76733
"134",1.03625,1.1867,1.18559,0.92956,1.03786,0.81486,1.01282,1.17973,1.54319,0.89105,0.99377,1.03852,1.09254,1.0858,0.98118,0.98487,0.95292,0.93486,0.96604,0.9958,1.06196,1.25727,1.28525,0.13133,0.98591,1.06405,0.93538,1.01613,1.06941,1.2934,1.15219,1.27955,0.91002,0,1.16407,0.98654,0.97511,0.92288,1.3256,1.17186,1.10596,0.79476,0.89551,0.13166,1.16084,0.90281,1.03158,0.97789,0.99747,0.97884
"135",0.98548,1.20189,1.06201,0.51657,1.07389,0.86289,1.02711,0.8116,1.50965,0.84323,0.93071,1.07556,1.15989,1.21482,1.03718,0.89624,1.35478,0.88193,1.03786,0.89674,1.12829,1.19945,1.38821,1.12163,1.06704,0.67968,1.01049,1.01271,1.12695,1.33343,1.03714,1.34372,0.95142,1.16407,0,0.6082,1.00954,0.84525,1.37234,0.52715,1.17156,0.87437,0.88304,1.12078,1.05796,1.37626,1.04462,0.96186,1.05088,0.93967
"136",0.79401,1.06978,0.92835,0.37951,0.86968,0.72148,0.91065,0.52939,1.28812,0.72115,0.7826,0.91008,1.00628,1.07884,0.88738,0.73097,1.20275,0.72761,0.90125,0.78966,0.95298,1.03628,1.17419,0.95349,0.91689,0.1642,0.87321,0.86417,1.00342,1.17043,0.87382,1.22065,0.76705,0.98654,0.6082,0,0.85786,0.70592,1.26389,0.59894,1.06932,0.71692,0.70624,0.95253,0.91444,1.21167,0.92504,0.85448,0.90761,0.79529
"137",0.99153,1.03376,0.99716,0.77144,0.90571,0.62332,0.89209,1.09503,1.36572,0.79614,0.88261,0.60719,0.69013,1.04862,0.86925,0.89668,1.19079,0.80969,0.92504,0.87311,0.92807,1.12968,1.14464,0.92747,0.94272,0.93489,0.82414,0.88373,0.84518,1.18499,1.07047,1.20585,0.48042,0.97511,1.00954,0.85786,0,0.77919,1.25727,1.03296,1.06806,0.71502,0.77878,0.93173,1.05471,1.22462,0.61161,0.82176,0.74202,0.8332
"138",0.81437,1.00915,0.47109,0.64328,0.80136,0.67452,0.88528,0.92719,1.2784,0.68514,0.65068,0.90953,0.97342,0.99064,0.84562,0.74848,1.14972,0.57794,0.86166,0.72219,0.93901,0.85667,1.11301,0.89801,0.87579,0.80002,0.81809,0.78386,0.96468,1.1157,0.87982,1.13995,0.73272,0.92288,0.84525,0.70592,0.77919,0,1.18049,0.91089,0.96363,0.66128,0.56197,0.893,0.90161,1.15514,0.90614,0.77208,0.85649,0.7456
"139",1.39394,1.3959,1.42611,1.13666,1.29078,1.07787,1.25281,1.35587,1.70185,1.12401,1.25404,1.22724,1.35426,1.36444,1.21716,1.25086,1.50755,1.13893,1.24445,1.26837,1.22351,1.46194,1.60294,1.30963,1.27291,1.32227,1.20055,1.28825,1.38683,1.58262,1.41963,1.50474,1.17056,1.3256,1.37234,1.26389,1.25727,1.18049,0,1.37448,1.34409,1.05149,1.14102,1.27395,1.38644,1.52542,1.24558,1.22709,1.26595,1.18696
"140",0.98497,1.26602,1.14134,0.50918,1.11543,0.86659,1.09773,0.80937,1.50469,0.88988,0.94401,1.09587,1.15145,1.29726,1.08608,0.89948,1.39516,0.88064,1.07727,0.9602,1.15285,1.20146,1.41479,1.10462,1.08935,0.66495,1.06673,1.06121,1.16097,1.33593,1.03829,1.35045,0.92179,1.17186,0.52715,0.59894,1.03296,0.91089,1.37448,0,1.2732,0.90491,0.8734,1.12575,1.08669,1.36602,1.11232,0.96367,1.04959,0.96023
"141",1.14031,1.15908,1.21403,0.96917,1.06938,0.89534,0.99331,1.25766,1.52093,0.96185,1.03792,1.10009,1.18648,0.42947,1.02945,1.04198,1.31587,1.02362,1.01281,1.03857,1.05842,1.28222,1.38004,1.04676,1.0404,1.09405,0.95661,1.065,1.19101,1.29405,1.21773,1.28965,0.9634,1.10596,1.17156,1.06932,1.06806,0.96363,1.34409,1.2732,0,0.86756,0.99318,1.05201,1.22211,1.37934,1.09172,1.02883,1.05963,1.03587
"142",0.84152,0.88435,0.90813,0.64808,0.76047,0.58417,0.72284,0.94434,1.21669,0.6584,0.7287,0.79052,0.84873,0.85287,0.70282,0.75521,1.03381,0.68281,0.73416,0.73108,0.77875,1.02316,1.03163,0.7627,0.75605,0.79574,0.69393,0.75157,0.84367,1.06557,0.90262,1.01401,0.65306,0.79476,0.87437,0.71692,0.71502,0.66128,1.05149,0.90491,0.86756,0,0.65775,0.74571,0.88846,1.02499,0.78625,0.71038,0.73391,0.71085
"143",0.82601,1.01079,0.77201,0.62422,0.77983,0.63124,0.83717,0.89106,1.19251,0.64451,0.37354,0.85352,0.93209,1.0124,0.84044,0.73701,1.12082,0.41361,0.85639,0.71102,0.90035,0.86491,1.09958,0.85131,0.87568,0.77289,0.82065,0.75219,0.90235,1.1206,0.87599,1.12349,0.70771,0.89551,0.88304,0.70624,0.77878,0.56197,1.14102,0.8734,0.99318,0.65775,0,0.84803,0.86298,1.1164,0.8586,0.75822,0.82867,0.73659
"144",1.01239,1.12629,1.16341,0.87972,1.02206,0.79247,0.97283,1.14972,1.51835,0.85977,0.94639,0.99851,1.04178,1.0963,0.93733,0.96319,0.89848,0.90328,0.95291,0.97341,1.02964,1.20803,1.246,0.08994,0.97735,1.02982,0.91316,0.98912,1.07008,1.29348,1.09561,1.23774,0.88377,0.13166,1.12078,0.95253,0.93173,0.893,1.27395,1.12575,1.05201,0.74571,0.84803,0,1.13854,0.8946,0.9874,0.94872,0.96153,0.93486
"145",1.08831,1.25011,1.13978,0.85463,0.99412,0.87461,1.09725,1.18915,1.48296,0.86362,0.96044,1.12604,1.20822,1.2284,1.07641,0.95392,1.34328,0.9067,1.10688,0.50429,1.15849,1.25111,1.39233,1.14976,1.12309,1.00164,0.99632,1.01624,1.16693,1.33453,1.07884,1.34934,0.96495,1.16084,1.05796,0.91444,1.05471,0.90161,1.38644,1.08669,1.22211,0.88846,0.86298,1.13854,0,1.36912,1.12322,1.00887,1.059,0.96633
"146",1.3219,1.37551,1.39599,1.18656,1.26956,1.09118,1.17553,1.41905,1.71267,1.16309,1.22641,1.26605,1.39425,1.30815,1.17419,1.22457,1.12038,1.11528,1.20812,1.23343,1.32839,1.39916,1.45746,0.91918,1.20012,1.25604,1.18814,1.24682,1.33227,1.52285,1.34792,1.5232,1.15952,0.90281,1.37626,1.21167,1.22462,1.15514,1.52542,1.36602,1.37934,1.02499,1.1164,0.8946,1.36912,0,1.29548,1.19927,1.24933,1.18046
"147",1.04495,1.1089,1.11047,0.85059,1.0182,0.67826,0.99736,1.15412,1.48614,0.84793,0.93892,0.10292,0.36633,1.10426,0.95437,0.9887,1.27051,0.86265,1.01455,0.9822,1.00367,1.17949,1.26252,0.97835,1.02551,1.02224,0.94548,1.0044,0.96201,1.22342,1.12141,1.25909,0.42584,1.03158,1.04462,0.92504,0.61161,0.90614,1.24558,1.11232,1.09172,0.78625,0.8586,0.9874,1.12322,1.29548,0,0.91783,0.83703,0.92504
"148",0.93537,1.08235,0.99852,0.76464,0.92165,0.7002,0.90649,1.04604,1.30055,0.80306,0.86572,0.92165,0.99812,1.00256,0.88384,0.87528,1.20933,0.78479,0.88417,0.8668,0.95377,1.09665,1.17772,0.96834,0.91443,0.9032,0.87187,0.87306,0.98297,0.86677,1.01066,1.13449,0.76881,0.97789,0.96186,0.85448,0.82176,0.77208,1.22709,0.96367,1.02883,0.71038,0.75822,0.94872,1.00887,1.19927,0.91783,0,0.88334,0.84724
"149",1.02665,1.11256,1.07288,0.83072,0.98842,0.53731,0.93682,1.11451,1.38141,0.82313,0.90767,0.81946,0.92362,1.05097,0.92347,0.92508,1.27161,0.83626,0.95002,0.95711,0.98982,1.17398,1.23333,0.95755,0.95235,0.97926,0.8991,0.96069,0.24304,1.22215,1.06885,1.24211,0.67852,0.99747,1.05088,0.90761,0.74202,0.85649,1.26595,1.04959,1.05963,0.73391,0.82867,0.96153,1.059,1.24933,0.83703,0.88334,0,0.90118
"150",0.91546,1.07434,1.00542,0.71115,0.79442,0.73073,0.93653,0.99103,1.29121,0.46533,0.7896,0.93674,1.00808,1.0399,0.90186,0.83896,1.15843,0.74202,0.93299,0.8399,0.96745,1.08505,1.22334,0.9301,0.93444,0.86287,0.86072,0.79088,1.01444,1.1907,0.9771,1.19351,0.76733,0.97884,0.93967,0.79529,0.8332,0.7456,1.18696,0.96023,1.03587,0.71085,0.73659,0.93486,0.96633,1.18046,0.92504,0.84724,0.90118,0
"151",0,1.08386,0.8652,0.54336,1.172,1.156,0.88089,0.83018,0.8268,0.84256,0.5835,0.64205,1.02419,0.84774,0.89345,0.86974,0.83612,1.06025,0.4005,0.56157,0.92294,0.87575,0.83328,0.85836,1.02303,0.71033,0.45238,1.06523,0.84651,0.97218,1.08628,0.97001,0.83946,0.94443,0.58455,0.88405,0.94234,0.83249,0.83672,0.8904,1.02177,0.88549,1.06226,0.03804,0.76567,0.63629,0.82986,0.94738,0.72963,0.83449
"152",1.08386,0,1.10051,1.16278,1.33172,1.36648,1.09375,1.0828,1.07165,1.07592,1.09055,0.86626,1.31965,1.06552,1.10828,1.08858,1.05858,1.3031,1.02734,1.05703,1.17326,1.09138,1.06786,1.0808,1.31687,1.24455,1.05612,1.34032,1.07933,1.21932,1.32759,1.16728,1.07512,1.22145,1.06735,1.11295,1.14736,1.05575,1.09343,1.12205,1.22788,1.10237,1.28939,1.07197,1.04806,1.12135,1.08028,1.17334,0.9735,1.12273
"153",0.8652,1.10051,0,0.91121,0.97367,1.14799,0.77858,0.70641,0.8819,0.53111,0.85159,0.66253,1.01739,0.77493,0.30102,0.80004,0.80306,0.69385,0.80169,0.84124,0.59993,0.81826,0.60351,0.5617,1.01339,0.94867,0.82561,1.20388,0.59595,0.36974,0.96314,0.90241,0.61292,0.95826,0.85626,0.30555,0.79118,0.83571,0.27819,0.87662,0.9807,0.78208,0.70423,0.8497,0.79229,0.90427,0.88162,0.36234,0.70231,0.14053
"154",0.54336,1.16278,0.91121,0,1.23026,1.24838,0.90918,0.88245,0.91923,0.93,0.62697,0.69924,1.08946,0.91126,0.93121,0.94706,0.93071,1.18158,0.34056,0.61181,1.03694,0.96507,0.91565,0.93658,1.08846,0.79026,0.26935,1.10204,0.92131,1.03143,1.15948,1.01999,0.93705,1.01647,0.60214,0.94922,0.95229,0.92864,0.88974,0.97082,1.07978,0.91855,1.11745,0.53161,0.88014,0.68546,0.90982,1.02887,0.80926,0.89231
"155",1.172,1.33172,0.97367,1.23026,0,1.41881,1.07431,0.91616,1.14002,0.97007,1.09238,0.91829,1.32255,1.03758,0.99003,1.04934,1.05372,1.1977,1.07859,1.09522,1.06852,1.08315,1.01109,1.01591,1.32202,1.28155,1.12272,1.43884,1.01902,1.08725,1.17667,1.24076,1.02429,1.24117,1.08289,1.01471,1.00382,1.09067,0.98125,1.08903,1.32745,1.08232,1.11676,1.15822,1.0353,1.16681,1.14673,1.05725,0.98766,0.99552
"156",1.156,1.36648,1.14799,1.24838,1.41881,0,1.14975,1.13243,1.02119,1.11295,1.1152,0.94715,1.32858,1.1366,1.14643,1.14464,1.10419,1.3745,1.09553,1.0855,1.21699,1.1348,1.11034,1.1762,1.32506,1.31161,1.12984,1.50132,1.11467,1.21864,1.33407,1.24798,1.12018,1.29319,1.09029,1.17014,1.1934,1.16346,1.14604,1.1803,1.15932,1.1632,1.32769,1.15676,0.88005,1.15223,1.02949,1.18544,0.95283,1.14313
"157",0.88089,1.09375,0.77858,0.90918,1.07431,1.14975,0,0.8098,0.85167,0.82218,0.84354,0.66722,1.05491,0.55446,0.80509,0.5754,0.54215,1.02155,0.78479,0.83375,0.90086,0.59925,0.80213,0.85426,1.0507,0.99802,0.82067,1.14874,0.79785,0.8825,1.0634,0.94111,0.81229,0.9329,0.85373,0.80238,0.8869,0.8444,0.78195,0.60095,0.99017,0.02738,1.01561,0.86368,0.77904,0.91591,0.85976,0.88122,0.71292,0.78124
"158",0.83018,1.0828,0.70641,0.88245,0.91616,1.13243,0.8098,0,0.84558,0.69892,0.80454,0.66033,1.03573,0.78625,0.73114,0.8119,0.78858,0.88498,0.76291,0.79208,0.80451,0.80862,0.66984,0.72377,1.0341,0.98842,0.77724,1.16496,0.67133,0.79505,0.77038,0.93741,0.68478,0.9331,0.80977,0.75041,0.25867,0.80089,0.69694,0.83709,0.99831,0.79649,0.90959,0.80899,0.74609,0.87038,0.84538,0.81761,0.70247,0.68014
"159",0.8268,1.07165,0.8819,0.91923,1.14002,1.02119,0.85167,0.84558,0,0.85469,0.83885,0.66511,1.02434,0.82783,0.90865,0.85317,0.84925,1.09324,0.76928,0.84082,0.94034,0.89263,0.83377,0.88325,1.02264,0.96797,0.8222,1.12569,0.86185,0.98629,1.09886,0.94464,0.83943,0.97382,0.83381,0.91653,0.91651,0.8172,0.91209,0.87013,0.88796,0.84927,1.07966,0.81794,0.68271,0.89712,0.02717,0.9845,0.58199,0.88471
"160",0.84256,1.07592,0.53111,0.93,0.97007,1.11295,0.82218,0.69892,0.85469,0,0.85938,0.65785,1.02209,0.80082,0.56497,0.81091,0.79931,0.70636,0.80729,0.84889,0.27861,0.84875,0.618,0.07329,1.01934,0.98815,0.82979,1.18275,0.63961,0.63604,0.98724,0.94024,0.62641,0.97481,0.85739,0.56748,0.77236,0.84951,0.51865,0.87372,0.97988,0.80764,0.72571,0.8287,0.82067,0.94365,0.86711,0.63678,0.72297,0.50209
"161",0.5835,1.09055,0.85159,0.62697,1.09238,1.1152,0.84354,0.80454,0.83885,0.85938,0,0.63379,1.05133,0.86376,0.86238,0.87989,0.83786,1.0595,0.51424,0.18049,0.93962,0.88345,0.82571,0.89591,1.04784,0.56025,0.54931,1.01201,0.85005,0.92291,1.1052,0.94698,0.82943,0.9881,0.17483,0.86486,0.90099,0.80524,0.82932,0.90669,1.00532,0.84678,1.03686,0.57975,0.7795,0.23943,0.84052,0.95261,0.71806,0.847
"162",0.64205,0.86626,0.66253,0.69924,0.91829,0.94715,0.66722,0.66033,0.66511,0.65785,0.63379,0,0.87321,0.65395,0.68767,0.68829,0.65514,0.87944,0.57889,0.62742,0.74764,0.70018,0.68428,0.67932,0.87269,0.78199,0.59648,0.95109,0.69176,0.78084,0.92104,0.78152,0.68485,0.78033,0.62163,0.69891,0.75408,0.67049,0.65796,0.72275,0.83644,0.66722,0.87256,0.63238,0.62394,0.6957,0.67899,0.7459,0.5317,0.65425
"163",1.02419,1.31965,1.01739,1.08946,1.32255,1.32858,1.05491,1.03573,1.02434,1.02209,1.05133,0.87321,0,1.05114,1.02277,1.06193,1.03239,1.26024,0.96043,1.05128,1.13056,1.10278,1.05075,1.02938,0.00141,1.10073,1.02564,1.40284,1.00299,1.1215,1.32357,0.40607,1.04444,0.65707,1.02411,1.0257,1.13322,0.63211,1.07045,1.09829,1.19512,1.03926,1.19933,1.01566,0.96822,1.09966,1.02418,1.12752,0.92829,1.00345
"164",0.84774,1.06552,0.77493,0.91126,1.03758,1.1366,0.55446,0.78625,0.82783,0.80082,0.86376,0.65395,1.05114,0,0.80332,0.09497,0.19914,1.03499,0.76035,0.84708,0.91891,0.12183,0.78476,0.84222,1.0465,1.01641,0.82009,1.1761,0.8034,0.83387,1.05208,0.92104,0.78685,0.96286,0.87427,0.80343,0.84835,0.82524,0.80437,0.12309,0.99724,0.55236,0.97595,0.84035,0.74799,0.95421,0.83681,0.90752,0.72706,0.77605
