"","hypo.p","kidney.p","liver.p"
"1428505_at",0.35840381,0.263805373,0.661110499
"1428507_at",0.370169267,0.450553886,0.640865719
"1428511_at",0.230300572,0.489976511,0.08215911
"1428515_at",0.024523566,0.001922727,0.356459679
"1428526_at",0.162951781,0.227917029,0.215414197
"1428530_x_at",0.932141091,0.636691277,0.33276549
"1428537_at",0.013567658,0.008892237,0.193644159
"1428552_at",0.798049854,0.510669008,0.697546431
"1428554_a_at",0.151287071,0.094189718,0.381575118
"1428570_at",0.086778862,0.074968467,0.149408727
"1428572_at",0.12388289,0.000470673,0.060250774
"1428574_a_at",0.127549004,0.124465428,0.060403551
"1428580_at",0.077591845,0.006334888,0.091450082
"1428585_at",0.125398953,0.014821412,0.669823284
"1428586_at",0.56093701,0.981613638,0.241513038
"1428587_at",0.157187711,0.361590599,0.164146761
"1428588_a_at",0.983538918,0.472652448,0.389778671
"1428589_at",0.736528616,0.539553226,0.526502346
"1428608_at",0.432609732,0.080938426,0.223740751
"1428612_at",0.527323935,0.115582456,0.352276882
"1428619_at",0.475217313,0.143255425,0.852832732
"1428620_at",0.220679113,0.034133598,0.595702316
"1428621_a_at",0.195130055,0.069594325,0.203327776
"1428631_a_at",0.358736231,0.015077843,0.199987798
"1428645_at",0.370799101,0.29240276,0.476818842
"1428648_at",0.487531165,0.726428044,0.168656025
"1428649_at",0.011902011,0.012495296,0.972903781
"1428662_a_at",0.084374135,0.531609699,0.948201269
"1428666_at",0.192822336,0.194831182,0.45320599
"1428667_at",0.927358107,0.129151744,0.905921014
"1428674_at",0.730545201,0.320187737,0.91250723
"1428675_at",0.607492162,0.217691464,0.488300785
"1428697_at",0.265165823,0.092102956,0.561358664
"1428699_at",0.363943821,0.182397491,0.986154939
"1428706_at",0.068218925,0.168140588,0.059512506
"1428707_at",0.746179522,0.696430873,0.07831782
"1428708_x_at",0.685952779,0.679734362,0.060509103
"1428709_a_at",0.110702768,0.062465358,0.340356584
"1428714_at",0.217585486,0.012238079,0.787419308
"1428736_at",0.928887706,0.592551521,0.556455511
"1428745_a_at",0.835590124,0.815945523,0.446255301
"1428760_at",0.54704173,0.001554834,0.091836784
"1428766_at",0.941009204,0.320600198,0.605230482
"1428772_at",0.040064585,0.174339241,0.204893324
"1428776_at",0.141565005,0.96397634,0.200822006
"1428782_a_at",0.036861879,0.005355687,0.665910253
"1428786_at",0.851193265,0.374797751,0.517677525
"1428788_at",0.952134183,0.231462159,0.148005064
"1428789_at",0.031847771,0.022517225,0.12131071
"1428798_s_at",0.885419988,0.541188424,0.41899377
"1428843_at",0.27460572,0.254076383,0.719632199
"1428845_at",0.00933721,0.002547243,0.984519188
"1428847_a_at",0.024291448,0.008982393,0.893796263
"1428850_x_at",0.752534543,0.608591136,0.507175764
"1428868_a_at",0.978090303,0.906837685,0.311781749
"1428869_at",0.720258389,0.411283595,0.476196253
"1428871_at",0.102242558,0.041422301,0.125350163
"1428874_at",0.455309084,0.36159223,0.353101112
"1428880_at",0.747362522,0.606237682,0.58463543
"1428882_at",0.103825814,0.0504,0.56558907
"1428904_at",0.240695838,0.153833184,0.173439876
"1428905_at",0.091244721,0.021929073,0.843026459
"1428907_at",0.136260855,0.013760443,0.456207879
"1428908_at",0.600738003,0.174174141,0.116225112
"1428917_at",0.026889932,0.039340096,0.432806404
"1428942_at",0.562159351,0.549275948,0.182693409
"1428943_at",1,1,0.95910327
"1428966_at",0.865378785,0.631880888,0.238946803
"1428982_at",0.042730526,0.153320404,0.423692768
"1428997_at",0.74306585,0.459426693,0.469452327
"1429002_at",0.218870301,0.828257954,0.444988891
"1429003_at",0.35889706,0.87673344,0.336650871
"1429033_at",0.950235896,0.743138616,0.9417386
"1429038_at",0.927201301,0.412037562,0.127109127
"1429043_at",0.908971396,0.637282558,0.766820241
"1429052_at",0.021336781,0.019617211,0.061125672
"1429054_at",0.331168391,0.038269609,0.148749228
"1429063_s_at",0.271002197,0.183179527,0.554268095
"1429077_x_at",0.703425452,0.208163142,0.413341933
"1429078_a_at",0.204743385,0.397448268,0.109584404
"1429080_at",0.990415915,0.985123378,0.378777552
"1429103_at",0.038762889,0.075108912,0.156669537
"1429122_a_at",0.42661634,0.421022103,0.478618411
"1429144_at",0.010519877,0.026165163,0.872154493
"1429159_at",0.802794695,0.006421462,0.926605179
"1429177_x_at",0.445488471,0.276333662,0.244341804
"1429186_a_at",0.5430053,0.568538823,0.555941415
"1429193_at",0.355684423,0.50452609,0.340599174
"1429199_s_at",0.27124819,0.380320829,0.217538435
"1429227_x_at",0.963185957,0.081843601,0.437263634
"1429239_a_at",0.364139099,0.063719866,0.196175818
"1429240_at",0.269358736,0.887942174,0.181119941
"1429252_at",0.114090067,0.035510783,0.553810552
"1429253_at",0.102042173,0.000235829,0.822864836
"1429265_a_at",0.900945607,0.440779862,0.296143444
"1429270_a_at",0.041284973,0.688753987,0.005661593
"1429291_at",0.758473994,0.772009246,0.802194117
"1429296_at",0.350136508,0.162654815,0.217975381
"1429302_at",0.970237731,0.250923487,0.372080497
"1429303_at",0.798836221,0.462935965,0.149002477
"1429318_a_at",0.616817047,0.379301637,0.189791177
"1429328_at",0.865956009,0.728703142,0.389721669
"1429367_at",0.53267807,0.519596364,0.147269516
"1429370_a_at",0.900594561,0.304386468,0.727697822
"1429381_x_at",0.021910754,0.067160246,0.127013017
"1429411_a_at",0.550830284,0.075015912,0.89995661
"1429412_at",0.231023233,0.177038357,0.037460966
"1429456_a_at",0.003419292,0.016345295,0.734423056
"1429485_a_at",0.10957939,0.169323579,0.555591387
"1429497_s_at",0.109894168,0.67207999,0.682643722
"1429514_at",0.009701251,0.025413462,0.325270805
"1429528_at",0.370181805,0.877873097,0.1602029
"1429533_at",0.068375127,0.079648226,0.960409702
"1429534_a_at",0.058327307,0.071817365,0.98312972
"1429554_at",0.075631381,0.440466565,0.080950297
"1429555_at",0.410385837,0.261934,0.663510337
"1429560_at",0.072673871,0.411361924,0.478964926
"1429568_x_at",0.350068866,0.071474499,0.165351433
"1429584_at",0.294925477,0.2461332,0.742890028
"1429615_at",0.370237852,0.376990211,0.40840839
"1429681_a_at",0.114380777,0.013513146,0.270401131
"1429692_s_at",0.075563707,0.988356798,0.741950254
"1429707_at",0.870840668,0.900423848,0.394617475
"1429708_at",0.379158599,0.437250562,0.49692405
"1429709_at",0.014835409,0.003407113,0.939332924
"1429710_at",0.306499935,0.728050877,0.177192081
"1429711_at",0.58793733,0.947421855,0.195756745
"1429723_at",0.354251004,0.588735728,0.520528252
"1429763_at",0.137292414,0.261421369,0.569631033
"1429775_a_at",0.075645159,0.073584956,0.071989945
"1429776_a_at",0.536898363,0.860246429,0.031616807
"1429786_a_at",0.049925916,0.00969702,0.878319546
"1429787_x_at",0.568013802,0.839801548,0.829480578
"1429800_at",0.62828934,0.716905287,0.4088445
"1429830_a_at",0.811392999,0.047943513,0.732458624
"1429839_a_at",0.068908055,0.037669229,0.454207913
"1429859_a_at",0.175452003,0.930110262,0.286011857
"1429979_a_at",0.933807175,0.372874067,0.924547288
"1429980_x_at",0.936117059,0.857135309,0.981588662
"1430019_a_at",0.277231177,0.023886649,0.922015583
"1430020_x_at",0.226461379,0.031235257,0.91941392
"1430053_a_at",0.176944434,0.067024298,0.76471906
"1430123_a_at",0.270339778,0.222109839,0.225132586
"1430124_x_at",0.206159253,0.078067818,0.088932319
"1430274_a_at",0.806370162,0.025746334,0.755829709
"1430292_a_at",0.013183974,0.00826757,0.440219211
"1430293_a_at",0.688539781,0.598350984,0.902721014
"1430307_a_at",0.003274288,0.561548106,0.553683077
"1430326_s_at",0.326805988,0.002759926,0.822729309
"1430332_a_at",0.897362927,0.879560598,0.21969149
"1430447_a_at",0.175261159,0.514453113,0.26994823
"1430474_a_at",0.214976732,0.020288307,0.536272477
"1430500_s_at",0.371594281,0.10301625,0.754286243
"1430519_a_at",0.728883057,0.565468016,0.353566565
"1430526_a_at",0.156645527,0.094447301,0.525028143
"1430527_a_at",0.415106632,0.573676206,0.853127221
"1430533_a_at",0.299927332,0.026615518,0.614090134
"1430536_a_at",0.553574633,0.822110397,0.062045474
"1430542_a_at",0.409991562,0.105135081,0.011953922
"1430575_a_at",0.98393413,0.395598884,0.206714703
"1430604_a_at",0.135041727,0.033332817,0.136183399
"1430656_a_at",0.051099852,0.036142127,0.165876031
"1430668_a_at",0.753365237,0.283839133,0.228468503
"1430692_a_at",0.36792497,0.42936976,0.220500762
"1430713_s_at",0.602718114,0.245769332,0.336453793
"1430769_s_at",0.440894967,0.750576307,0.492828023
"1430777_a_at",0.263259805,0.401511656,0.573297578
"1430778_a_at",0.039898635,0.002147701,0.687026134
"1430798_x_at",0.177790061,0.218752587,0.158587479
"1430805_s_at",0.60220395,0.641874937,0.180395619
"1430829_s_at",0.569871278,0.579072347,0.085721222
"1430875_a_at",0.605802893,0.879598177,0.57227711
"1430889_a_at",0.246937769,0.000237601,0.012920499
"1430976_a_at",0.41207076,0.069777874,0.996559411
"1430980_a_at",0.280373176,0.062890872,0.639602441
"1430982_at",0.583414882,0.407060078,0.380682275
"1430999_a_at",0.707580412,0.338003769,0.660981347
"1431003_a_at",0.703609532,0.602835005,0.055153738
"1431012_a_at",0.457986631,0.047701434,0.107187487
"1431020_a_at",0.625177762,0.772983894,0.109293872
"1431028_a_at",0.111903738,0.023000925,0.171827066
"1431030_a_at",0.199907508,0.128099801,0.489406712
"1431036_a_at",0.812254334,0.838550706,0.448900355
"1431037_a_at",0.388227329,0.973924188,0.820241853
"1431085_a_at",0.330121877,0.570931674,0.079387163
"1431086_s_at",0.47463507,0.534617754,0.05259879
"1431105_a_at",0.195522714,0.041191055,0.161497509
"1431177_a_at",0.91788485,0.806165015,0.451022134
"1431188_a_at",0.241929804,0.085871823,0.814088574
"1431241_at",0.796210152,0.027300399,0.702801918
"1431293_a_at",0.146423903,0.036473973,0.58180525
"1431299_a_at",0.204033049,0.744812521,0.205202649
"1431314_a_at",0.590388711,0.573943967,0.275598262
"1431328_at",0.46600218,0.35766734,0.930094399
"1431337_a_at",0.62691965,0.601581085,0.285989998
"1431339_a_at",0.267375317,0.069361765,0.660476261
"1431345_a_at",0.484945068,0.854925341,0.119871628
"1431354_a_at",0.01389905,0.002399347,0.620885272
"1431385_a_at",0.552540927,0.220182113,0.931158765
"1431390_a_at",0.449418131,0.079828958,0.41984252
"1431394_a_at",0.028578612,0.018685468,0.158236219
"1431411_a_at",0.25509804,0.822759703,0.094061024
"1431420_s_at",0.917950165,0.425709256,0.020858114
"1431423_a_at",0.145927021,0.027771093,0.977613619
"1431429_a_at",0.07705092,0.080865686,0.064165364
"1431431_a_at",0.068465436,0.015042702,0.465660947
"1431469_a_at",0.111457491,0.010599211,0.706651362
"1431506_s_at",0.170243805,0.639587444,0.079567783
"1431507_a_at",0.729446808,0.63155539,0.21700713
"1431619_a_at",0.185599946,0.047911951,0.898569741
"1431630_a_at",0.822012744,0.306520824,0.91904788
"1431645_a_at",0.576924626,0.817529981,0.920684104
"1431665_a_at",0.485038289,0.409370933,0.224901847
"1431691_a_at",0.557527135,0.002232158,0.165078085
"1431704_a_at",0.160081217,0.273179437,0.047117034
"1431724_a_at",0.001388123,0.013126319,0.988739356
"1431745_a_at",0.203654991,0.67560217,0.044260217
"1431746_a_at",0.302879779,0.214036335,0.851249431
"1431765_a_at",0.847631722,0.47292686,0.490244064
"1431768_a_at",0.072278313,0.976300029,0.236304839
"1431784_a_at",0.041430779,0.026058013,0.872021466
"1431805_a_at",0.917560422,0.763386349,0.796921418
"1431822_a_at",0.419828101,0.910824623,0.715491044
"1431827_a_at",0.806817398,0.470244583,0.116359846
"1431921_a_at",0.740107673,0.269337726,0.458342382
"1431951_a_at",0.289036626,0.381062236,0.253134785
"1431960_at",0.160119211,0.469167338,0.445859601
"1431962_a_at",0.385663162,0.695708125,0.154911808
"1432000_a_at",0.2627333,0.24579102,0.130368331
"1432004_a_at",0.059867111,0.170001422,0.540455298
"1432016_a_at",0.99760791,0.430748782,0.468689226
"1432029_a_at",0.47747469,0.342226872,0.042246008
"1432042_a_at",0.101875814,0.189101393,0.578929551
"1432094_a_at",0.755473243,0.169264241,0.321536862
"1432104_a_at",0.081457665,0.121375873,0.01617943
"1432136_s_at",0.009581904,0.060182076,0.142842261
"1432143_a_at",0.101352049,0.134657124,0.958051046
"1432144_a_at",0.806588021,0.913789935,0.352882328
"1432164_a_at",0.815221075,0.282955738,0.076804942
"1432177_a_at",0.540152204,0.738419556,0.368735747
"1432195_s_at",0.063388777,0.153734441,0.624291571
"1432207_a_at",0.067887873,0.291144208,0.182340682
"1432211_a_at",0.804993781,0.64080735,0.278141882
"1432263_a_at",0.629117365,0.864584684,0.935149801
"1432264_x_at",0.603042174,0.935572851,0.947826952
"1432270_a_at",0.335068205,0.321740923,0.248296295
"1432271_a_at",0.439567965,0.591100766,0.230611188
"1432282_a_at",0.433394471,0.399581794,0.613403725
"1432332_a_at",0.038000084,0.014929609,0.010618777
"1432344_a_at",0.102505131,0.005985121,0.830058562
"1432360_a_at",0.754880304,0.715450246,0.108179375
"1432367_a_at",0.434590834,0.585047449,0.073198327
"1432411_a_at",0.560944249,0.588994329,0.873977568
"1432416_a_at",0.544705922,0.289796557,0.424018897
"1432419_a_at",0.39264596,0.755180176,0.968620799
"1432426_a_at",0.273895751,0.129499006,0.1711485
"1432444_a_at",0.300923064,0.172454052,0.432652638
"1432466_a_at",0.002135532,0.287100333,0.179195537
"1432478_a_at",0.108159215,0.500085982,0.033329713
"1432488_a_at",0.475660683,0.745134348,0.157954952
"1432526_a_at",0.166905786,0.654701025,0.8654489
"1432623_at",0.458527692,0.848510954,0.751095974
"1432827_x_at",0.27530448,0.949882458,0.809797945
"1432829_at",0.056599726,0.544960124,0.942356375
"1432845_at",0.640603549,0.751333403,0.081525524
"1433428_x_at",0.069309256,0.039777261,0.310096001
"1433429_at",0.479048148,0.882890656,0.841124448
"1433430_s_at",0.587948264,0.049696387,0.73393751
"1433432_x_at",0.677016857,0.566042073,0.722305169
"1433433_at",0.604888363,0.311232653,0.067331999
"1433436_s_at",0.823246479,0.381925355,0.050635106
"1433439_at",0.742417922,0.351549255,0.874975364
"1433440_x_at",0.732976975,0.753434606,0.219025639
"1433442_at",0.021576369,0.013625146,0.526815239
"1433443_a_at",0.38328497,0.295668722,0.414365056
"1433444_at",0.507615873,0.566492949,0.568947012
"1433445_x_at",0.330411871,0.372028287,0.442536892
"1433446_at",0.49468262,0.477388607,0.266082774
"1433447_x_at",0.247342325,0.562566069,0.236819575
"1433457_s_at",0.500200204,0.303722744,0.715709451
"1433461_at",0.88102544,0.272526935,0.554102972
"1433470_a_at",0.07298198,0.040735893,0.865736813
"1433472_x_at",0.698541435,0.175608571,0.51480057
"1433473_x_at",0.166065973,0.01470325,0.821380408
"1433475_a_at",0.064174052,0.18419704,0.324227673
"1433476_at",0.096137694,0.261099781,0.1171143
"1433478_at",0.473349482,0.321637352,0.620769808
"1433479_at",0.165690144,0.274675452,0.040087386
"1433480_at",0.305401184,0.515501579,0.247063299
"1433488_x_at",0.25184173,0.253824887,0.026302652
"1433489_s_at",0.046809716,0.017940651,0.988112676
"1433490_s_at",0.401999984,0.001853595,0.052088535
"1433495_at",0.927295607,0.647877215,0.890957305
"1433507_a_at",0.847599991,0.16278134,0.524525534
"1433510_x_at",0.422554555,0.160892323,0.683942743
"1433513_x_at",0.368170706,0.543603493,0.670597888
"1433514_at",0.1934317,0.114227529,0.595583169
"1433516_a_at",0.95893319,0.737849841,0.428997431
"1433531_at",0.123885465,0.038380913,0.974798457
"1433533_x_at",0.864523153,0.544441387,0.852737979
"1433534_a_at",0.432201334,0.985019815,0.199595832
"1433535_x_at",0.437996536,0.754496773,0.280362323
"1433538_at",0.127557417,0.692213969,0.851209108
"1433540_x_at",0.076776245,0.06550274,0.902519835
"1433541_a_at",0.420028905,0.827745404,0.229245997
"1433545_s_at",0.133952492,0.000118563,0.047972052
"1433546_at",0.319337424,0.191296864,0.024080503
"1433548_at",0.349939937,0.37259472,0.398869357
"1433549_x_at",0.794285247,0.393676372,0.897159355
"1433550_at",0.584021609,0.470821109,0.142319325
"1433552_a_at",0.894150367,0.578843863,0.766229194
"1433554_at",0.163547747,0.191760922,0.476714271
"1433558_at",0.067239036,0.005825697,0.952980693
"1433562_s_at",0.864221483,0.322252614,0.525328219
"1433569_x_at",0.772516882,0.646439661,0.127792492
"1433574_at",0.026717673,0.015989599,0.951380828
"1433575_at",0.974744355,0.009283056,0.437571587
"1433576_at",0.556310579,0.533517456,0.61082483
"1433582_at",0.001190931,0.004245599,0.666426186
"1433591_at",0.02826424,0.003134046,0.470480595
"1433593_at",0.231916933,0.101901596,0.823281383
"1433594_at",0.463723605,0.177692848,0.860634312
"1433597_at",0.109401432,0.026719658,0.679897022
"1433603_at",0.281079703,0.018544628,0.529600004
"1433604_x_at",0.879054099,0.058456928,0.806406003
"1433605_at",0.736435661,0.296559748,0.19034161
"1433609_s_at",0.665787724,0.974223471,0.908379411
"1433611_s_at",0.300890508,0.283176758,0.446091948
"1433612_at",0.84123405,0.582281883,0.327243623
"1433613_at",0.495088867,0.190566052,0.647012153
"1433616_a_at",0.178569859,0.321942022,0.427860233
"1433618_at",0.438143923,0.425251837,0.763302015
"1433627_at",0.154235107,0.393813289,0.086279598
"1433629_s_at",0.873606282,0.552586859,0.542360006
"1433631_at",0.742752735,0.763389391,0.432831247
"1433636_at",0.325053817,0.908069141,0.233346818
"1433639_at",0.211641997,0.537815183,0.266907066
"1433655_at",0.040302557,0.327605885,0.465815486
"1433656_a_at",0.877627796,0.594876988,0.440006897
"1433658_x_at",0.380295378,0.582409826,0.744989928
"1433661_at",0.761366961,0.176431965,0.205672197
"1433666_s_at",0.447877779,0.204806371,0.681119658
"1433668_at",0.582223456,0.616533402,0.329083729
"1433669_at",0.01289164,0.005746573,0.760209368
"1433674_a_at",0.375110778,0.378034222,0.982555423
"1433676_at",0.560153638,0.189972474,0.461876361
"1433680_x_at",0.716987972,0.331921193,0.317497081
"1433688_x_at",0.299955134,0.030668248,0.731427748
"1433689_s_at",0.813472,0.795929808,0.849553093
"1433690_at",0.296813104,0.122898615,0.306131349
"1433702_at",0.362320241,0.132638996,0.976508735
"1433704_s_at",0.670834259,0.956604108,0.081482696
"1433706_a_at",0.022756423,0.003768015,0.77182062
"1433708_at",0.678448486,0.982614646,0.654461172
"1433709_at",0.917814516,0.920082076,0.55990167
"1433711_s_at",0.35868187,0.02397271,0.33426223
"1433718_a_at",0.369489461,0.608548117,0.686105703
"1433720_s_at",0.791585041,0.386717369,0.008424664
"1433721_x_at",0.93275826,0.212867538,0.730934721
"1433723_s_at",0.129706527,0.465726286,0.798137546
"1433724_at",0.79319412,0.649137148,0.227746247
"1433736_at",0.093904598,0.007988693,0.495833533
"1433753_x_at",0.683657913,0.904395979,0.886715761
"1433756_at",0.040254676,0.007562114,0.433042638
"1433774_x_at",0.712881615,0.578792343,0.213877444
"1433784_at",0.077663494,0.216937944,0.035457333
"1433786_x_at",0.242826966,0.056164357,0.575805655
"1433797_at",0.799960615,0.984992024,0.915841974
"1433803_at",0.350171244,0.116763378,0.367066276
"1433805_at",0.568910468,0.056375553,0.237706296
"1433806_x_at",0.670658587,0.676992577,0.900457911
"1433808_at",0.238005703,0.195462161,0.691248801
"1433810_x_at",0.553265822,0.622635338,0.494030275
"1433822_x_at",0.809088229,0.418611939,0.420788288
"1433824_x_at",0.47642157,0.287551477,0.960758615
"1433829_a_at",0.085324061,0.331292137,0.893516049
"1433830_at",0.047915649,0.04176371,0.978292425
"1433832_at",0.128764144,0.486285599,0.657970227
"1433834_at",0.131826574,0.172778975,0.138962826
"1433835_at",0.180819301,0.125924403,0.848003468
"1433850_at",0.242878176,0.189470964,0.695717932
"1433860_at",0.00789657,0.00204948,0.686455112
"1433866_x_at",0.830184691,0.222293362,0.643970684
"1433871_at",0.211753364,0.006325816,0.111976554
"1433878_at",0.418432779,0.64699142,0.535652338
"1433883_at",0.556207508,0.302878651,0.649143106
"1433886_at",0.218229976,0.368095814,0.772706383
"1433887_at",0.517473225,0.423235715,0.438830421
"1433899_x_at",0.53439979,0.165026398,0.433226447
"1433901_at",0.117941917,0.001698616,0.933257628
"1433903_at",0.322068832,0.732482674,0.569183335
"1433908_a_at",0.920834921,0.395028747,0.896998236
"1433910_at",0.154205767,0.494275641,0.428941438
"1433912_at",0.833607499,0.382516505,0.623111233
"1433916_at",0.084160291,0.577328796,0.413398055
"1433918_at",0.077990674,0.031235536,0.585993633
"1433928_a_at",0.876554792,0.545526419,0.839987157
"1433935_at",0.835851103,0.034811817,0.280911034
"1433936_at",0.024664033,0.002259109,0.348638543
"1433940_at",0.954094909,0.809897364,0.962607249
"1433942_at",0.574902404,0.912930848,0.06183887
"1433951_at",0.020299396,0.110529088,0.048526234
"1433953_at",0.375965332,0.239370112,0.736083585
"1433958_at",0.629630571,0.778189764,0.620406466
"1433984_a_at",0.235733179,0.381242944,0.279044557
"1433991_x_at",0.799903306,0.291340883,0.210789009
"1433995_s_at",0.01813663,0.040986963,0.187317935
"1434000_at",0.000904553,0.000842787,0.585666084
"1434003_a_at",0.219690619,0.757878122,0.59522523
"1434009_at",0.196535274,0.170005247,0.930588529
"1434011_a_at",0.807127553,0.519181016,0.739696168
"1434016_at",0.027410288,0.009067301,0.691939704
"1434019_at",0.916470639,0.304183416,0.220198835
"1434020_at",0.887861396,0.828142801,0.22842204
"1434027_at",0.070561693,0.009985073,0.946250363
"1434033_at",0.420454534,0.590401007,0.831423197
"1434035_at",0.424493285,0.229605142,0.019998316
"1434037_s_at",0.583539521,0.706764601,0.240101438
"1434043_a_at",0.414172386,0.599235637,0.673463228
"1434045_at",0.100722048,0.054087221,0.553110957
"1434047_x_at",0.240412947,0.616470296,0.811280114
"1434053_x_at",0.577392432,0.056138286,0.363140114
"1434056_a_at",0.709985426,0.064510446,0.661534474
"1434057_at",0.753980122,0.154385127,0.588078383
"1434060_at",0.043759599,0.018265141,0.538114265
"1434078_at",0.026548963,0.001603706,0.965805112
"1434080_at",0.44048383,0.187636225,0.638877561
"1434087_at",0.556428117,0.639413308,0.62940049
"1434108_at",0.054001605,0.013859971,0.470815749
"1434109_at",0.265770138,0.304506089,0.512878144
"1434113_a_at",0.625271832,0.857019867,0.859517675
"1434117_at",0.955513183,0.91488707,0.920017199
"1434120_a_at",0.418982245,0.902112505,0.211198143
"1434127_a_at",0.650458695,0.311638031,0.514436684
"1434128_a_at",0.349755875,0.989945231,0.066034547
"1434131_at",0.974493363,0.722473758,0.273724604
"1434134_at",0.128871386,0.272424243,0.99953471
"1434138_at",0.19354097,0.997537355,0.341929659
"1434148_at",0.007706117,0.000351423,0.906892851
"1434149_at",0.041566784,0.00044539,0.813117428
"1434150_a_at",0.459809252,0.025610908,0.061833605
"1434151_at",0.403573056,0.035002135,0.030829443
"1434155_a_at",0.210920779,0.21467799,0.975097847
"1434162_at",0.282609091,0.177498726,0.177041437
"1434180_at",0.104059179,0.540091835,0.068177229
"1434181_at",0.303745368,0.687742057,0.145764423
"1434190_at",0.050024839,0.021468082,0.625354787
"1434205_at",0.791041683,0.145886561,0.041048201
"1434213_x_at",0.954528466,0.269938337,0.367901624
"1434214_at",0.548623966,0.191560609,0.083927471
"1434216_a_at",0.128771812,0.031788837,0.0126194
"1434229_a_at",0.499465163,0.961161471,0.034522027
"1434230_at",0.677373465,0.799470004,0.04413791
"1434231_x_at",0.593830952,0.970440088,0.618354849
"1434251_at",0.484836776,0.949020759,0.201431578
"1434254_at",0.752919792,0.247740308,0.334506486
"1434256_s_at",0.061053671,0.350985001,0.069607302
"1434272_at",0.092221072,0.406742922,0.87216951
"1434276_x_at",0.428475539,0.188936878,0.515191582
"1434281_at",0.972681785,0.485115693,0.755544826
"1434291_a_at",0.140157964,0.445015418,0.035231429
"1434299_x_at",0.200719192,0.497449305,0.423201892
"1434300_at",0.8570092,0.826311033,0.796092533
"1434305_at",0.38310664,0.821259168,0.214020509
"1434306_at",0.000774911,4.45e-05,0.676395567
"1434312_at",0.096582635,0.387630561,0.828000495
"1434317_s_at",0.11978759,0.838875802,0.041383603
"1434329_s_at",0.195232741,0.94719811,0.022676705
"1434332_at",0.942383547,0.698681828,0.784029848
"1434336_s_at",0.432560027,0.886265412,0.913466462
"1434348_at",0.615966435,0.933120868,0.311304215
"1434356_a_at",0.828385756,0.807614958,0.823772872
"1434357_a_at",0.324933483,0.739829201,0.249582189
"1434358_x_at",0.653053528,0.181030567,0.637241469
"1434366_x_at",0.778474863,0.568173845,0.91690685
"1434367_s_at",0.981921392,0.521899517,0.769493954
"1434370_s_at",0.048527486,0.211762103,0.298521888
"1434372_at",0.471936536,0.017828557,0.18085678
"1434377_x_at",0.823667659,0.129260229,0.707097775
"1434380_at",0.255171077,0.403230719,0.095951446
"1434391_at",0.002057597,0.213262993,0.649642006
"1434392_at",0.118931639,0.023391495,0.429139744
"1434396_a_at",0.651356513,0.928260708,0.791034795
"1434402_at",0.426785684,0.809575113,0.962125868
"1434403_at",0.524809567,0.085211838,0.148808757
"1434419_s_at",0.538015777,0.720106645,0.263727385
"1434420_x_at",0.383856891,0.493805044,0.087979481
"1434434_s_at",0.117564217,0.022741631,0.154630108
"1434435_s_at",0.9970786,0.814331053,0.934596349
"1434453_at",0.551840827,0.951184487,0.860456182
"1434468_at",0.249902362,0.141568403,0.856400856
"1434469_at",0.2774468,0.147853127,0.617129
"1434481_at",0.73470042,0.17577491,0.29344107
"1434485_a_at",0.697795163,0.058326237,0.16365023
"1434486_x_at",0.571800601,0.09083112,0.157422991
"1434487_at",0.115086621,0.000983358,0.440667255
"1434491_a_at",0.986737423,0.745290181,0.913061856
"1434500_at",0.829831962,0.28783819,0.316886792
"1434503_s_at",0.915901085,0.160887847,0.083838355
"1434507_at",0.031760909,0.026458909,0.293392655
"1434511_at",0.963801242,0.954274544,0.174301988
"1434512_x_at",0.558335036,0.72055041,0.409607067
"1434517_at",0.485073197,0.267095593,0.698027917
"1434518_at",0.173816669,0.404585424,0.455549681
"1434523_x_at",0.38425111,0.669382898,0.226465872
"1434529_x_at",0.416176917,0.581920998,0.240052733
"1434538_x_at",0.254848446,0.472450812,0.971223991
"1434540_a_at",0.91233333,0.427163833,0.235417571
"1434541_x_at",0.465459129,0.134105868,0.439813119
"1434546_at",0.857758968,0.811822086,0.339196596
"1434549_at",0.319311521,0.075030748,0.954301786
"1434551_at",0.083755911,0.012166428,0.870412226
"1434554_at",0.375372014,0.026000736,0.059812997
"1434557_at",0.14249761,0.009309499,0.887256043
"1434561_at",0.050675723,0.00120636,0.628975238
"1434569_at",0.727231034,0.987181927,0.594747063
"1434578_x_at",0.850599324,0.935931239,0.114627582
"1434579_x_at",0.41746094,0.041647043,0.057100624
"1434586_a_at",0.035753883,0.290557003,0.355495038
"1434589_x_at",0.075650197,0.205239084,0.975454331
"1434597_at",0.226154543,0.13229091,0.172349969
"1434598_at",0.157543935,0.22135715,0.183374532
"1434604_at",0.795196925,0.684599428,0.22838726
"1434607_at",0.084633941,0.098897886,0.983814786
"1434608_at",0.315806679,0.236000838,0.768207448
"1434609_at",0.233578417,0.293508168,0.346286227
"1434610_at",0.931008101,0.015450573,0.174806773
"1434612_s_at",0.259943411,0.042587273,0.102990278
"1434618_at",0.05929042,0.035914402,0.536755045
"1434620_s_at",0.01081574,0.010794785,0.575639244
"1434624_x_at",0.814629062,0.442877673,0.559510781
"1434625_at",0.471866897,0.774461015,0.503139166
"1434628_a_at",0.873444715,0.864534003,0.75356669
"1434637_x_at",0.011067005,0.155289262,0.157457427
"1434642_at",0.995102152,0.288510084,0.025168517
"1434646_s_at",0.178028845,0.290673643,0.315334238
