"","Pval1","Pval2"
"93546_s_at",0.713681082,0.960341961
"93548_at",0.179588608,0.783971464
"93551_at",0.752204866,0.320283453
"93557_at",0.71826351,0.864412689
"93559_at",0.983058645,0.677455446
"93562_at",0.132330963,0.933304605
"93564_at",0.619573082,0.421635793
"93571_at",0.031015676,0.043147948
"93572_at",0.862001131,0.520073406
"93573_at",0.001195797,0.060834329
"93574_at",0.572056009,0.788126047
"93579_at",0.575264802,0.840164825
"93580_at",0.884685013,0.322818673
"93581_at",0.949119823,0.24478357
"93582_at",0.640325154,0.000277716
"93583_s_at",0.679269512,0.744656476
"93588_at",0.985601429,0.045750746
"93589_at",0.278823768,0.001167721
"93595_at",0.874448441,0.02999583
"93596_i_at",0.839589561,0.977912032
"93599_at",0.412255001,0.46390821
"93600_at",0.080104896,0.1670613
"93603_at",0.829552007,0.971349378
"93604_f_at",0.001178632,0.176334139
"93620_at",0.78125726,0.302693996
"93626_at",0.224186054,0.20509352
"93632_g_at",0.386604399,0.745613361
"93634_at",0.718702504,0.587334801
"93690_at",0.550043514,0.156380257
"93727_at",0.2278989,0.840503697
"93728_at",0.099099636,0.850010488
"93730_at",0.204107448,0.112098808
"93731_at",0.015783061,0.768462815
"93732_f_at",0.815598408,0.7110152
"93734_i_at",0.998006,0.918705433
"93735_f_at",0.356913731,0.876476533
"93740_at",0.02699695,0.239558928
"93741_at",0.096745286,0.707410684
"93748_at",0.514452796,0.809150048
"93752_at",0.923516568,0.190904207
"93754_at",0.525677456,0.02127427
"93757_at",0.371087853,0.024892473
"93760_at",0.55249805,0.947362332
"93764_at",0.788255939,0.428750537
"93767_i_at",0.659530567,0.22121363
"93768_f_at",0.810076524,0.117100631
"93772_i_at",0.699981802,0.457555783
"93773_f_at",0.485290892,0.160650786
"93778_at",0.397879531,0.779155197
"93780_at",0.293707635,0.305268837
"93782_at",0.340596971,0.527754666
"93786_i_at",0.000121497,0.230502612
"93787_f_at",0.211742928,0.424830797
"93789_s_at",0.648029076,0.892661838
"93794_at",0.606174835,0.715999522
"93798_at",0.26176468,0.719840608
"93799_at",0.393318931,0.45761175
"93802_at",0.92176622,0.271936327
"93806_at",0.187405041,0.004230933
"93809_at",0.681574562,0.450753268
"93810_at",0.377009156,0.419014054
"93815_at",0.703878622,0.859727629
"93818_g_at",0.079249356,0.564541612
"93819_at",0.062612224,0.658341614
"93820_at",0.033517673,0.628501327
"93821_at",0.166761486,0.715809199
"93822_at",0.630812498,0.892414207
"93824_at",0.950076137,0.188026763
"93826_at",0.007113396,0.874169337
"93829_at",0.773604701,0.050349432
"93830_at",0.084283631,0.055695734
"93833_s_at",6.11e-15,4.37e-13
"93836_at",0.005046899,0.000431708
"93839_at",0.790600393,0.058824518
"93841_at",0.602189763,0.773178188
"93843_at",0.883370908,0.413393857
"93844_at",0.842155765,0.327020251
"93856_at",0.423503567,0.548900633
"93859_at",0.728596874,0.639489335
"93865_s_at",0.302801765,0.007267085
"93868_at",0.020006503,0.697775643
"93877_at",0.839117601,0.911295494
"93889_f_at",0.108319828,0.131738621
"93907_f_at",0.017884975,4.94e-05
"93909_f_at",0.098751281,9.23e-06
"93914_at",0.72881429,0.491909747
"93918_at",0.672936267,0.197331344
"93921_at",0.833634429,0.699904858
"93922_g_at",0.807888706,0.763792226
"93924_f_at",0.415017271,0.58412854
"93938_at",0.036622758,0.779446193
"93958_at",0.468315883,0.406033243
"93962_at",0.968466433,0.829601391
"93964_s_at",0.517627014,0.006147523
"93965_r_at",0.958588348,0.040022179
"93967_at",0.379865672,0.665843063
"93968_at",0.851147164,0.888497193
"93970_at",0.698473576,0.278600298
"93972_at",0.928351647,0.565896129
"93975_at",0.932738298,0.370863349
"93976_at",0.95314458,0.323223065
"93982_at",0.066169066,0.938954045
"93984_at",0.050969839,0.986840366
"93986_at",0.447406021,0.482023201
"93987_f_at",0.116503785,0.023303943
"93988_at",0.51600172,0.899777997
"93991_at",0.196729749,0.425867928
"93993_at",0.049881204,0.774019748
"93994_at",0.270832236,0.006172714
"93996_at",1,0.36015537
"93997_at",0.075229784,0.699848188
"93999_at",0.48416683,0.075806775
"94000_at",0.31016683,0.690706994
"94001_at",0.237870232,0.610969278
"94003_at",0.021782387,0.50279542
"94005_at",0.746557614,0.26775418
"94007_at",0.207773319,0.214414595
"94011_at",0.262830559,0.488533694
"94012_at",0.412535819,0.901646683
"94014_at",0.03072741,0.779898454
"94015_at",0.938237194,0.542279005
"94017_s_at",0.728872638,0.429359149
"94018_at",0.322589244,0.90918826
"94019_at",0.80471212,0.531305371
"94021_at",0.629750031,0.799831181
"94022_at",0.898401865,0.232669163
"94024_at",0.309559343,0.514596255
"94025_at",0.595130989,0.450382408
"94031_at",0.002119033,0.679294137
"94032_at",0.128878646,0.488180989
"94034_at",0.111197471,0.627554975
"94038_at",0.25934094,0.265115504
"94040_at",0.98687574,0.261247813
"94041_at",0.069712555,0.013309093
"94042_f_at",0.509555579,0.184070404
"94043_at",0.746593152,0.951354197
"94044_at",0.819801175,0.321333564
"94047_at",0.778720494,0.413708936
"94048_at",0.992124692,0.772815569
"94052_at",0.375490608,0.857023455
"94056_at",0.004161105,5.1e-09
"94057_g_at",9.88e-05,2.3e-11
"94062_at",0.546981216,0.55371329
"94064_at",0.425108054,0.001415752
"94066_at",0.639527969,0.867123955
"94068_at",0.390838852,0.676917239
"94076_i_at",0.064684609,0.381086398
"94077_f_at",0.525705654,0.071088287
"94078_at",0.066299983,0.433300764
"94080_at",0.484005772,0.10016594
"94095_at",0.939677668,0.542067172
"94104_at",0.499981909,0.554560627
"94105_at",0.024965603,0.849203868
"94106_at",0.846232812,0.735325308
"94127_at",0.0959729,0.602119865
"94135_at",0.791971681,0.433698952
"94161_at",0.787053984,0.035956953
"94163_at",0.630812952,0.911109332
"94189_at",0.936777116,0.481173667
"94192_at",0.554580296,0.004184458
"94203_at",0.369106419,0.836153775
"94210_at",0.271719628,0.741783795
"94216_at",0.646750209,0.84491656
"94217_f_at",0.728083371,0.253658096
"94219_at",0.903611714,0.106840727
"94223_at",0.79309171,5.79e-05
"94225_at",0.53884735,0.386985824
"94232_at",0.031980602,0.121179415
"94236_at",0.405435575,0.225846964
"94238_at",0.175830096,2.36e-06
"94242_at",0.516384552,0.218232062
"94244_at",0.313220338,0.779909937
"94245_at",0.01402746,0.113082778
"94246_at",0.411825433,0.224759596
"94247_at",0.201783032,0.000384473
"94249_at",0.533299569,0.74922245
"94250_at",0.564446053,0.000448709
"94252_at",0.420156807,0.414938893
"94254_at",0.982563902,0.06809005
"94255_g_at",0.852852915,0.002788996
"94256_at",0.687977216,0.002829179
"94259_at",0.816587206,0.357300369
"94261_at",0.560189096,0.125379625
"94263_f_at",0.30207392,0.561151679
"94266_at",0.97948917,0.021559286
"94267_i_at",0.182673972,0.765013744
"94268_f_at",0.78646571,0.741907338
"94269_at",0.653048362,0.70854721
"94270_at",0.000985295,0.607506706
"94273_at",0.174605526,0.027299426
"94274_at",0.424828574,0.569569074
"94275_at",0.890611403,0.279370499
"94286_at",0.655348108,0.451199356
"94292_at",0.034100848,0.001604563
"94294_at",0.220794789,0.653104289
"94300_f_at",0.940067894,0.052877535
"94302_at",0.015801991,0.358339938
"94304_at",0.562597684,0.596760519
"94312_at",0.613474214,0.351316156
"94319_at",0.00922122,0.040943787
"94323_at",0.42749084,0.926706299
"94324_f_at",0.166520874,0.696226379
"94325_at",0.001385242,0.008161669
"94338_g_at",0.121185615,0.642775043
"94340_at",0.795624442,0.572693515
"94341_at",0.212415348,0.955649529
"94343_at",0.00231816,0.38814504
"94345_at",0.524139393,0.538163836
"94346_at",0.00563624,0.573422634
"94348_f_at",0.143539336,0.288736526
"94350_f_at",0.600238068,0.027100867
"94351_r_at",0.000480296,0.046683109
"94359_at",0.827666294,0.189347315
"94360_at",0.239096675,0.02104383
"94361_at",0.838603308,0.543047811
"94362_at",0.735314113,0.272415826
"94363_at",0.779379065,0.049552207
"94364_at",0.311877224,0.345703507
"94365_at",0.507954559,0.333424482
"94371_at",0.222768017,0.373361158
"94374_at",0.656924502,0.409521636
"94378_at",4.78e-06,0.912772546
"94392_f_at",0.005911302,0.358112475
"94408_at",0.054035852,0.030567221
"94410_f_at",0.736337963,0.325270652
"94422_at",0.127944945,0.628078973
"94426_at",0.44980768,0.319392945
"94432_at",0.086953202,0.63201764
"94433_at",0.868387852,2.27e-06
"94435_at",0.432867164,0.460558649
"94438_at",0.408942227,0.010987875
"94439_at",0.106972511,0.227758524
"94445_at",0.787751859,0.172443078
"94448_at",0.735144947,0.893123925
"94450_at",0.289325789,0.286386053
"94452_g_at",0.009239725,0.185447555
"94453_at",0.005100035,0.503855102
"94454_at",0.337032761,0.117820309
"94455_at",0.516339929,0.914383666
"94456_at",0.006733514,0.007273349
"94457_at",0.430591431,0.453656164
"94462_at",0.336826213,0.524241062
"94463_at",0.874471378,0.840956899
"94464_at",0.000693033,0.938046423
"94465_g_at",0.207074359,0.295584257
"94469_at",0.3179932,0.772529194
"94471_r_at",0.87309366,0.299897987
"94473_at",0.485990554,0.249891304
"94478_at",0.311261561,0.220364621
"94481_at",0.047142919,0.270606675
"94482_at",0.943992115,0.976429111
"94483_at",0.003184487,0.033183202
"94484_at",0.194793517,0.61675628
"94485_at",0.153404801,0.004743549
"94486_at",0.49395411,0.565029551
"94488_at",0.52357004,0.45124981
"94489_at",0.624388888,0.001267982
"94492_at",0.462427066,0.169358648
"94494_at",0.779779068,0.002267187
"94499_at",0.028284854,0.876373078
"94501_at",0.089358746,0.611388429
"94505_at",0.293288684,0.280897443
"94506_at",0.331593407,0.225553508
"94507_at",0.396543544,0.003210692
"94508_at",0.740639095,0.23307146
"94510_at",0.98763587,0.984566105
"94515_at",0.011762137,0.998094971
"94516_f_at",0.599792052,0.508702816
"94522_at",0.164557195,0.561283129
"94524_at",0.496434188,0.978679531
"94526_at",0.064556811,0.854618799
"94531_at",0.281443373,0.541001389
"94532_at",0.061214008,0.338685298
"94536_s_at",0.211846541,0.02734984
"94537_at",0.364210002,0.155058315
"94548_at",0.389959495,0.186156045
"94552_at",0.81917209,0.438263279
"94558_g_at",0.991380162,0.734163917
"94642_at",0.747442454,0.691391465
"94689_at",0.963979259,0.057483808
"94733_at",0.83342109,0.935339877
"94766_at",0.269652784,0.000720744
"94767_at",0.438645786,0.149772545
"94768_at",0.777166883,0.009103927
"94777_at",1,0.624275874
"94780_at",0.098383207,0.85534062
"94781_at",1,0.664847557
"94788_f_at",0.570889711,0.26127049
"94794_at",0.999473712,0.456434245
"94796_at",0.116951332,0.618988116
"94805_f_at",0.324029449,0.045049049
"94806_at",0.611181223,0.795571553
"94807_at",0.547448523,0.954833888
"94813_at",0.047670711,0.282424272
"94819_f_at",0.140708201,0.061780674
"94820_r_at",0.277850295,0.585382423
"94821_at",0.830544398,0.290381304
"94823_at",0.211226555,0.298022309
"94825_at",0.731416825,0.507683539
"94826_at",0.464706943,0.743414614
"94829_at",0.871933834,0.731837567
"94830_at",0.92063277,0.80177695
"94831_at",0.53289063,0.683469796
"94832_at",0.342241546,0.009501891
"94835_f_at",0.002219529,0.932605077
"94837_at",0.416914839,0.792538448
"94839_at",0.429450299,0.462831453
"94840_at",0.000706204,0.687892046
"94841_at",0.302055201,0.942099396
"94844_at",0.049468329,0.553545529
"94850_at",0.803875798,0.075931981
"94852_at",0.000987617,0.033422912
"94853_at",0.421102188,0.133411333
"94854_g_at",0.89707154,0.025626889
"94860_at",0.165987408,0.889575829
"94861_at",0.880983702,0.743219888
"94870_f_at",0.629617222,0.007147853
"94871_r_at",0.348297215,0.009633715
"94872_at",0.088425282,0.333788525
"94875_at",0.722824903,0.979298645
"94876_f_at",0.80347631,0.79047487
"94877_at",0.513049505,0.21206764
"94881_at",0.004570096,0.032313533
"94882_at",0.331865474,0.567097754
"94886_at",0.784837168,0.333421578
"94889_at",0.782129275,0.217539388
"94892_r_at",0.542921813,0.616710483
"94895_at",0.560308017,0.766912742
"94896_at",0.515756198,0.999442594
"94897_at",9.61e-05,0.454819741
"94898_at",0.861174239,0.038766702
"94899_at",0.253660932,0.392962223
"94903_at",0.059492576,0.734687461
"94907_f_at",0.323319283,0.351565207
"94909_at",0.460850493,0.829399074
"94910_at",0.874766253,0.373558377
"94912_at",0.742344568,0.280513296
"94913_at",0.655256083,0.680810571
"94915_at",0.001180926,0.437854547
"94917_at",0.848029528,0.341603256
"94918_at",0.754501561,0.377498248
"94920_at",0.07686687,0.820934143
"94925_at",0.004569706,0.373989933
"94928_at",0.620201897,0.955232195
"94929_at",0.450266189,0.342766828
"94935_at",0.794291467,0.353669491
"94937_at",0.89642944,0.747175227
"94952_at",0.978550838,0.563872239
"94963_at",0.077328519,0.649332365
"94967_at",0.128344726,0.366096618
"94968_at",0.253642939,0.891546398
"94970_at",0.855728901,0.384854411
"94975_at",0.580654142,0.915772377
"94976_at",0.808089141,0.116831835
"94982_f_at",0.297610651,0.072935807
"94989_at",0.692831041,0.068300206
"94991_at",0.20006908,0.170683999
"94992_at",0.324373336,0.172983835
"94993_f_at",0.043172962,0.224531028
"95002_at",0.068621981,0.960809388
"95003_at",0.190461761,0.579819634
"95007_at",0.953629287,0.643931796
"95010_at",0.342908816,0.034031258
"95014_at",0.194944881,0.837103335
"95016_at",0.741760667,0.022176815
"95018_r_at",0.482208145,0.291938466
"95020_at",0.422910287,0.00599151
"95023_at",0.662793387,0.664751515
"95026_at",0.001104343,0.012162117
"95028_r_at",0.020330834,0.024343176
"95031_at",0.652757893,0.591317988
"95033_at",0.060010156,0.278282224
"95040_at",0.681641635,0.590313935
"95042_at",0.104051616,0.760374981
"95044_at",0.527309074,0.801458361
"95049_at",0.345122689,0.566654075
"95050_at",0.927666833,0.966928387
"95053_s_at",0.401082806,0.086632758
"95054_at",0.307479734,0.001806671
"95056_r_at",0.6533189,0.840890109
"95057_at",0.996789886,0.879757891
"95058_f_at",0.194320416,0.069848811
"95059_at",0.028447059,0.970375698
"95063_at",0.210773459,0.871950581
"95064_at",0.885275211,0.644231401
"95065_at",0.617064087,0.490140081
"95067_at",0.540554999,0.581908923
"95068_at",0.851638849,0.186909289
"95070_at",0.543681542,0.091463399
"95072_at",0.866386788,0.253891603
"95074_at",0.08166114,0.442481425
"95076_at",0.972614864,0.490536439
"95081_at",0.410435781,0.824311895
"95084_f_at",0.598741847,0.466805486
"95086_at",0.02220443,0.412725124
"95091_at",0.066315161,0.228397647
"95092_at",0.628352873,0.337328577
"95096_at",0.104249445,0.001529931
"95097_at",0.062577671,0.391091353
"95100_at",0.780192049,0.442654243
"95101_at",0.001781004,0.101537831
"95102_at",0.6947898,0.234495328
"95104_at",0.014809554,0.000114426
"95105_at",0.820407162,0.263625579
"95119_at",0.373053993,0.528885016
"95122_g_at",0.046921632,0.186977441
"95124_i_at",0.445539749,0.991775253
"95125_f_at",0.998642312,0.424361408
"95129_at",0.641791357,0.349685568
"95131_f_at",0.777309887,0.085211546
"95132_r_at",0.56262021,0.547698159
"95135_at",3.43e-05,0.150681603
"95140_at",0.423701914,0.748793265
"95142_s_at",0.811269698,0.729312015
"95146_at",0.091464212,0.888403546
"95147_at",0.49076784,0.656422848
"95158_at",0.513979328,0.933033801
"95215_f_at",0.896308429,0.141603976
"95232_at",0.082039843,0.909156229
"95244_at",0.870394967,0.32454007
"95282_at",0.137718721,2.71e-05
"95286_at",0.958991774,0.568807612
"95287_at",0.581548729,0.592689524
"95305_at",0.218848917,0.774661225
"95318_at",0.575871568,0.674619301
"95326_at",0.479275425,0.599130153
"95358_at",0.853107066,0.563814104
"95359_at",0.979000575,0.15319558
"95383_at",0.803904212,0.87636743
"95387_f_at",0.279602945,0.354807065
"95393_at",0.789549596,0.695757269
"95395_at",0.41600615,0.308188477
"95400_i_at",0.21604291,0.746398333
"95405_at",0.271684049,0.012085159
"95406_at",0.908523195,2.53e-06
"95408_at",0.031894369,1.39e-07
"95409_at",0.792945034,0.161492478
"95411_at",0.842655113,0.876502968
"95412_at",0.502697695,0.155724778
"95413_at",0.590085381,0.54768962
"95415_f_at",0.090561535,0.348152544
"95416_at",0.679978211,0.746795387
"95417_at",0.725126385,0.041943272
"95418_at",0.238475238,0.611870902
"95424_at",0.480756046,0.775263143
"95425_at",0.326786386,0.000158617
"95430_f_at",1.13e-13,0.00862213
"95431_at",0.309430172,0.391227411
"95432_f_at",0.434588057,0.035347966
"95434_at",0.573218099,0.691789053
"95437_at",0.657763063,0.289523722
"95438_at",0.327106786,0.61083691
"95441_at",0.230782273,0.483380971
"95442_at",0.029219868,0.494658916
"95444_at",0.531082886,0.988736325
"95445_at",0.528780556,0.734404676
"95446_at",4.45e-05,0.288965375
"95447_at",0.666757802,0.768735914
"95448_at",0.132796702,0.141783938
"95451_at",0.481620334,0.038221822
"95453_f_at",0.108722657,0.549538816
"95456_r_at",0.251453567,0.667980572
"95457_at",0.31246676,0.611722688
"95458_s_at",0.566676469,0.363174687
"95460_at",0.210559006,0.133844297
"95465_s_at",0.032700199,2.17e-06
"95470_at",0.099799506,0.104262607
"95471_at",0.055473987,0.033417636
"95472_f_at",0.140911994,0.54498582
"95473_s_at",0.003907626,0.01096689
"95474_at",0.528368919,0.19854122
"95477_at",0.127299265,0.983154869
"95478_at",0.016838867,0.250347552
"95479_at",0.501216675,0.81840121
"95482_at",0.64953607,0.418576675
"95485_at",0.927252233,0.162155238
"95488_at",0.477599492,0.535703439
"95489_at",0.758567825,0.582300036
"95490_at",0.659669212,0.359626225
"95491_at",0.351039829,0.004469123
"95493_at",0.388115746,0.086613853
"95498_at",0.324783043,0.50061252
"95502_at",0.872909558,0.760137077
"95507_at",0.178330852,0.908259289
"95508_at",0.693158071,0.035897354
"95516_at",0.807366489,0.161663668
"95517_i_at",0.156029698,0.118559137
"95518_at",0.973892303,0.067443009
"95520_at",0.482371789,0.479383449
"95522_i_at",0.022270729,0.143556699
"95525_at",0.114890412,0.296704049
"95526_at",0.963257249,0.598239675
"95530_at",0.600354654,0.125341076
"95531_at",0.634763118,0.086277069
"95536_at",0.464869389,0.006062074
"95537_at",0.467099961,0.953888686
"95539_at",0.325725088,0.006860434
"95540_r_at",0.017456468,0.112452862
"95542_at",0.463670535,0.461201543
"95545_at",0.000796812,0.510159509
"95564_at",0.535173132,0.881827633
"95565_at",0.627970873,0.163177773
"95575_r_at",0.137518645,0.375081731
"95577_at",0.104337868,0.014889826
"95587_at",0.945055679,0.120661002
"95590_at",0.709773765,0.619755673
"95593_at",0.44527977,0.988513117
"95594_at",0.777351678,0.00462542
"95601_at",0.015859853,0.36896519
"95602_at",0.809829817,0.413279874
"95607_at",0.974517957,0.427746299
"95613_at",0.006093362,0.663415252
"95617_at",0.056197839,0.258290424
"95622_at",0.056780771,0.343326496
"95627_at",0.000889555,0.109804959
"95629_at",0.497460561,0.447811141
"95631_at",0.105101571,0.755799229
"95634_at",0.300521538,0.866325337
"95646_at",0.794424181,0.186742503
"95652_at",0.591196575,0.810729763
"95653_at",0.135307158,0.398849184
"95654_at",0.18760755,0.10384115
"95655_at",0.006179453,0.381853098
"95657_f_at",0.002961374,0.466674727
"95659_at",0.95770536,0.709630952
"95660_at",0.184859143,0.229293375
"95661_at",0.873094889,0.036773795
"95666_at",0.776647652,0.754521611
"95674_r_at",0.598226189,0.761241695
"95675_at",0.307606126,0.28816087
"95677_at",0.687250949,0.987921208
"95679_at",0.912990762,0.159405604
"95682_at",0.789498847,0.69191906
"95683_g_at",0.904028997,0.883812808
"95686_at",0.668147771,0.546573359
"95688_at",0.746245611,0.009418843
"95689_at",0.791841826,0.250807143
"95690_at",0.004185201,0.492452122
"95692_at",0.831869351,0.881177892
"95693_at",0.056314226,0.763531628
"95695_at",0.217312957,0.11678219
"95696_at",0.800358669,0.658218045
"95698_at",0.385867339,0.68861545
"95699_f_at",0.821842735,0.671019893
"95700_r_at",0.940319172,0.406444242
"95701_at",0.004063114,0.179100693
"95702_at",0.254098033,0.134244073
"95703_at",9.44e-06,0.077550672
"95705_s_at",0.180324634,0.018824447
"95706_at",0.029424292,2.64e-08
"95707_at",0.628369134,0.051735349
"95709_at",0.146835648,0.559680018
"95713_at",0.631569198,0.96068415
"95714_at",0.502901895,0.991295612
"95716_at",0.98111951,0.20938125
"95718_f_at",0.659962119,0.320977119
"95721_at",0.061416593,0.243545845
"95722_at",0.000730143,0.05126272
"95723_r_at",0.811762188,0.728061579
"95730_at",0.555247894,0.790496006
"95731_at",0.114513546,0.00044507
"95732_at",0.019985239,0.506414377
"95733_at",0.112463067,0.934830304
"95734_at",0.296351547,0.463018119
"95736_at",0.418395462,0.393079002
"95737_at",0.742513175,0.561357251
"95742_at",0.460182572,0.3374812
"95743_at",0.046031767,0.557531277
"95744_at",0.25854103,0.355674145
"95754_at",0.883449622,0.624171343
"95770_s_at",0.069008216,0.045866723
"95785_s_at",0.059967663,0.094679667
"95787_s_at",0.218444945,0.036316321
"95795_at",0.720131647,0.453786759
"95796_g_at",0.209846348,0.066516181
"95848_at",0.68813486,0.956382117
"95885_at",0.099529427,0.907418269
"95891_at",0.226669125,0.716873932
"95893_at",0.716846343,0.911100734
"95904_at",0.033016963,0.598770309
"95910_f_at",0.229661059,0.046825359
"95914_at",0.547985729,0.244040478
"95944_at",0.882250004,0.099724809
"95964_at",0.992400226,0.431088622
"95986_at",0.766945112,0.718863197
"95989_at",0.656108446,0.439470049
"96002_at",0.907858444,0.521002362
"96007_at",0.038582142,0.045204575
"96008_at",0.066343565,0.998322869
"96011_at",0.996925281,0.455292497
"96012_f_at",0.607426451,2.45e-05
"96013_r_at",0.410040111,0.172541884
"96018_r_at",0.830875987,0.333475602
"96019_at",0.797771759,0.074924624
"96024_at",0.390547447,0.98954405
"96025_g_at",0.825707353,0.666241145
"96026_at",0.036013726,0.838164079
"96035_at",0.036330677,0.447963882
"96037_at",0.431524376,0.766445265
"96038_at",0.001229764,0.144148054
"96041_at",0.192920103,0.209219704
"96042_at",0.043255082,0.021278032
"96045_at",0.97144213,0.600008061
"96047_at",0.599045146,0.31508772
"96049_at",0.001224652,0.463170706
"96050_at",0.917232047,0.71137283
"96059_at",0.948102655,0.081903028
"96060_at",0.127282315,0.611974795
"96061_at",0.390860975,0.513871
"96068_at",0.043854976,0.597303549
"96072_at",0.099020383,0.001983217
"96075_at",0.634584185,0.810477212
"96076_at",0.206958227,0.952408231
"96082_at",0.909145952,0.846110071
"96083_s_at",0.586846639,0.006701703
"96086_at",0.085386184,0.888735485
"96088_at",0.807942394,0.854459809
"96092_at",0.80448282,0.001626437
"96095_i_at",0.625297978,0.937638077
"96096_f_at",0.009460535,0.992219536
"96098_at",0.017367782,0.740152869
"96099_at",0.768820024,0.621191214
"96102_i_at",0.924353695,0.425640285
"96106_at",0.923390888,0.92092142
"96112_at",0.006519119,0.010144944
"96115_at",0.084834643,0.19683103
"96119_s_at",0.051539518,3.36e-06
"96122_at",0.327258845,7.22e-10
"96126_at",0.313523774,0.62818605
"96127_at",0.542382028,0.125518052
"96128_at",0.548752725,0.551329845
"96130_at",0.190897264,0.111431825
"96138_at",0.530704073,0.365863002
"96146_at",0.087543608,0.045197057
"96147_at",0.800469977,0.996654955
"96151_at",0.07913323,0.986938697
"96152_at",0.731816401,0.423581126
"96156_at",6.28e-07,1.64e-10
"96157_at",0.66986342,0.650376447
"96158_at",0.975981316,0.852459891
"96166_at",0.068727051,0.056180775
"96178_at",0.997068683,0.95290707
"96184_at",0.170712983,0.337138705
"96185_at",0.246076386,0.515450979
"96187_at",0.136828665,0.001174171
"96191_at",0.294579383,0.949062593
"96192_at",0.759554298,0.008978185
"96197_f_at",0.215524366,0.213397795
"96199_at",0.48587705,0.001617584
"96208_at",0.517486207,0.595322225
"96219_at",0.782321775,0.757903921
"96220_at",0.840509909,0.028472171
"96231_at",0.067776053,0.83197803
"96232_at",0.562386466,0.59720083
"96238_at",0.189008131,0.948578524
"96242_at",0.595388205,0.421726399
"96243_f_at",0.52187491,0.004075377
"96249_at",0.307008984,0.288924164
"96252_at",0.340637117,0.022503379
"96255_at",0.036724059,0.135864265
"96256_at",0.0023867,0.584227699
"96258_at",1.86e-06,0.73594224
"96261_at",0.088618387,0.109794254
"96267_at",0.894018798,0.279297378
"96268_at",0.056001629,0.082668914
"96270_at",0.982228934,0.327481626
"96271_at",0.769728863,0.819862342
"96280_at",0.264645185,0.205892602
"96281_at",0.865640901,0.94403262
"96284_at",0.294648386,0.281876066
"96289_at",0.428857945,0.652680819
"96290_f_at",0.355389103,0.088795226
"96291_f_at",0.814639989,0.408861026
"96292_r_at",0.480531178,0.880936285
"96294_s_at",0.514903178,0.601624378
"96296_at",0.807260758,0.534776645
"96298_f_at",0.000136746,1.46e-07
"96299_at",0.780406348,0.092382336
"96300_f_at",0.79897002,0.105716357
"96302_at",0.252694601,0.047145093
"96305_at",0.498412827,0.08739664
"96307_s_at",0.946741046,0.288200047
"96320_at",0.014012779,0.071365048
"96321_at",0.788579758,0.394357247
"96322_at",0.359841058,0.384387605
"96325_at",0.004762252,0.959770987
"96327_at",0.347587065,0.797333687
"96331_at",0.525730797,0.065407775
"96336_at",0.117349912,0.813821352
"96338_at",0.72848951,0.885159927
"96341_at",0.160777981,0.386422129
"96342_at",0.073226969,0.023012019
"96343_at",0.071272288,0.848978635
"96345_at",0.943736978,0.704140582
"96346_at",0.067953191,0.000721668
"96348_at",0.775002477,0.005917147
"96352_at",0.630336047,0.07091507
"96353_at",0.657983498,0.085758792
"96354_at",0.887213221,0.23661821
"96358_at",0.338533656,0.076788656
"96359_at",0.690355604,0.864654686
"96360_at",0.582760866,0.781800948
"96375_at",0.185761872,0.804515179
"96392_at",0.704176267,0.932340799
"96418_r_at",0.891662945,0.750949031
"96426_at",0.872644551,0.047211228
"96464_at",0.636509342,0.493105945
"96493_at",0.668073686,0.741127104
"96502_at",0.92986981,0.348216405
"96513_at",0.538520442,0.441532905
"96522_at",0.696504643,0.885629347
"96532_at",0.022723867,0.700912645
"96533_at",0.527382189,0.298517288
"96560_at",0.723710925,0.793755472
"96564_at",0.514215371,0.928018457
"96569_at",0.982788906,0.665648842
"96573_at",0.000263251,0.199856627
"96575_at",0.125304448,0.343781851
"96592_at",0.87788023,0.004989505
"96593_at",0.503926379,0.716014104
"96594_at",0.292060343,0.716984115
"96607_at",0.000206629,0.116559994
"96608_at",0.188113687,0.011655475
"96610_at",0.037649795,0.000809971
"96611_at",0.662133997,0.058040891
"96613_at",0.00096682,0.076067854
"96614_at",0.550100979,0.13514444
"96615_at",0.959037947,0.2013005
"96616_at",0.155382526,0.210908015
"96617_at",0.368583805,0.001782805
"96626_at",0.963718284,0.247154726
"96628_at",0.055878334,0.028572392
"96629_at",3.39e-07,0.004563034
"96632_at",0.338158253,0.52485151
"96633_s_at",0.076019499,0.177020389
"96634_at",0.407928306,1.31e-07
"96636_at",0.898644765,0.92581654
"96641_at",0.786974738,0.596786297
"96649_at",0.043795549,0.51434401
"96650_at",0.422416907,0.309020457
"96651_at",0.003244855,0.023883151
"96653_at",0.181192975,0.043943245
"96658_at",0.302253734,0.974084975
"96661_at",0.012058434,0.009017525
"96662_at",0.868278574,0.024351761
"96664_at",0.614987217,0.75817922
"96667_at",0.609035238,0.018775
"96668_at",0.919652548,0.688554297
"96669_at",0.249161044,0.735483565
"96670_at",0.766564493,0.159302735
"96672_at",0.028039586,0.988671409
"96674_at",0.847803351,0.126127162
"96675_at",0.773980416,0.618025628
"96677_at",0.051027856,0.539604736
"96679_at",0.153716851,0.116962786
"96680_at",0.904803708,0.00391978
"96684_at",0.839890492,0.423103669
"96686_i_at",0.765977408,0.739028925
"96687_f_at",0.823175392,0.503070531
"96688_at",0.842079156,0.371417914
"96696_at",0.255406729,0.622608543
"96699_at",0.277249481,0.966147795
