"","CASEID","WEIGHT","PROVINCP","URBRUR","URBSIZEP","HHINCTOT","M101"
"9212",5458,212,46,1,1,65000,2497
"9213",3903,159,46,1,1,22000,919
"9214",8849,380,46,1,1,70000,1340
"9215",4545,180,46,1,1,63000,7942
"9216",2526,116,46,1,1,76000,2374
"9217",5311,207,46,1,1,23000,109
"9218",9301,423,46,1,1,160000,5575
"9219",7395,283,46,1,1,80000,14003
"9220",8024,314,46,1,1,80000,8486
"9221",8191,327,46,1,1,39000,2067
"9222",7169,273,46,1,1,130000,2430
"9223",9244,418,46,1,1,74000,698
"9224",6177,236,46,1,1,83000,13218
"9225",7455,286,46,1,1,23000,1800
"9226",7020,267,46,1,1,95000,7430
"9227",3432,146,46,1,1,33000,1757
"9228",7454,286,46,1,2,55000,2556
"9229",5787,225,46,1,1,44000,2629
"9230",5457,212,46,1,1,82000,2700
"9231",7323,280,46,1,1,83000,2724
"9232",10487,579,46,1,1,150000,11776
"9233",5324,208,46,1,1,79000,2114
"9234",7916,308,46,1,1,43000,13870
"9235",6332,241,46,1,1,37000,2587
"9236",8839,379,46,1,1,70000,3855
"9237",6176,236,46,1,1,1e+05,3465
"9238",8812,376,46,1,1,30000,50
"9239",5863,227,46,1,1,36000,1152
"9240",4304,173,46,1,1,2000,500
"9241",4791,187,46,1,1,15000,710
"9242",5601,217,46,1,1,45000,2567
"9243",8695,366,46,1,1,19000,1895
"9244",4218,170,46,1,1,73000,7314
"9245",5786,225,46,1,1,30000,1302
"9246",8284,334,46,1,1,130000,6394
"9247",4465,178,46,1,1,120000,2475
"9248",4898,190,46,1,1,41000,1244
"9249",6078,233,46,1,1,10000,0
"9250",4897,190,46,1,1,8400,440
"9251",5227,203,46,1,1,40000,1849
"9252",8694,366,46,1,1,36000,1554
"9253",8136,323,46,1,1,47000,630
"9254",6562,251,46,1,1,86000,4595
"9255",8023,314,46,1,1,120000,2382
"9256",8518,350,46,1,1,110000,4808
"9257",6077,233,46,1,1,16000,1314
"9258",1978,98,46,1,1,14000,1545
"9259",6803,260,46,1,1,50000,3579
"9260",7275,278,46,1,1,11000,120
"9261",8432,343,46,1,1,32000,742
"9262",8022,314,46,1,1,69000,2545
"9263",5088,196,46,1,1,51000,2858
"9264",6385,243,46,1,1,20000,1230
"9265",8021,314,46,1,1,75000,8130
"9266",5120,198,46,1,1,26000,1740
"9267",5862,227,46,1,1,96000,2504
"9268",6076,233,46,1,1,14000,600
"9269",6075,233,46,1,2,19000,1150
"9270",8382,340,46,1,1,67000,21780
"9271",7938,309,46,1,1,37000,1050
"9272",7961,310,46,1,1,71000,4165
"9273",8081,318,46,1,1,22000,3834
"9274",8787,374,46,1,1,47000,2529
"9275",6561,251,46,1,1,14000,905
"9276",10486,579,46,1,1,72000,3295
"9277",4896,190,46,1,1,15000,360
"9278",8651,362,46,1,1,63000,5122
"9279",6859,262,46,1,1,28000,4570
"9280",5861,227,46,1,1,32000,444
"9281",8530,351,46,1,1,53000,2010
"9282",7915,308,46,1,1,63000,3045
"9283",6384,243,46,1,1,8700,110
"9284",5860,227,46,1,1,23000,492
"9285",7213,275,46,1,1,71000,1245
"9286",8392,341,46,1,1,51000,3535
"9287",9356,427,46,1,1,140000,5866
"9288",8391,341,46,1,1,13000,1014
"9289",10921,633,46,1,1,36000,540
"9290",7545,289,46,1,1,52000,1845
"9291",7274,278,46,1,1,30000,2212
"9292",4960,192,46,1,1,38000,3763
"9293",6405,244,46,1,1,20000,430
"9294",6074,233,46,1,1,13000,256
"9295",8830,378,46,1,1,120000,9660
"9296",1246,67,46,1,1,52000,1838
"9297",9531,452,46,1,1,49000,1774
"9298",7075,269,46,1,1,45000,2767
"9299",8913,385,46,1,1,30000,2890
"9300",6073,233,46,1,2,9300,0
"9301",5431,211,46,1,1,9100,528
"9302",6072,233,46,1,1,13000,828
"9303",7914,308,46,1,1,56000,3838
"9304",7913,308,46,1,1,17000,640
"9305",8912,385,46,1,1,30000,2440
"9306",8725,369,46,1,1,20000,1320
"9307",6404,244,46,1,1,48000,1465
"9308",4895,190,46,1,1,22000,342
"9309",8283,334,46,1,1,39000,590
"9310",8431,343,46,1,1,62000,4355
"9311",5622,218,46,1,1,39000,995
"9312",3723,155,46,1,1,16000,848
"9313",4090,165,46,1,1,30000,960
"9314",3902,159,46,1,1,37000,1108
"9315",6428,245,46,1,1,50000,1086
"9316",5859,227,46,1,1,97000,4140
"9317",7989,312,46,1,1,60000,1556
"9318",8020,314,46,1,1,73000,3430
"9319",5858,227,46,1,1,160000,8770
"9320",7937,309,46,1,1,58000,2695
"9321",7882,306,46,1,1,91000,4336
"9322",4894,190,46,1,1,24000,629
"9323",6527,250,46,1,1,35000,959
"9324",6526,250,46,1,2,36000,1945
"9325",5456,212,46,1,1,27000,388
"9326",8407,342,46,1,1,99000,8493
"9327",7781,301,46,1,1,16000,4930
"9328",7861,305,46,1,1,84000,4714
"9329",8959,390,46,1,1,77000,7163
"9330",5857,227,46,1,1,55000,399
"9331",6071,233,46,1,1,63000,3670
"9332",7732,298,46,1,1,150000,22250
"9333",7074,269,46,1,1,76000,6275
"9334",6802,260,46,1,1,10000,313
"9335",6383,243,46,1,1,94000,1643
"9336",6651,254,46,1,1,13000,621
"9337",5785,225,46,1,1,49000,1895
"9338",4893,190,46,1,1,120000,2957
"9339",7831,303,46,1,1,53000,6669
"9340",7119,271,46,1,1,92000,6765
"9341",9926,506,46,1,1,120000,10315
"9342",6002,231,46,1,1,150000,3050
"9343",10304,555,46,1,1,40000,1350
"9344",4001,162,46,1,1,120000,3508
"9345",8704,367,46,1,1,46000,495
"9346",9012,396,46,1,1,85000,2715
"9347",6994,266,46,1,1,15000,890
"9348",6070,233,46,1,1,55000,1873
"9349",6001,231,46,1,1,36000,524
"9350",2743,123,46,1,1,61000,5817
"9351",8646,361,46,1,1,39000,5049
"9352",6774,259,46,1,1,97000,5315
"9353",9032,398,46,1,1,31000,670
"9354",7186,274,46,1,1,87000,9180
"9355",9762,485,46,1,1,13000,3991
"9356",4217,170,46,1,1,74000,3180
"9357",6560,251,46,1,1,33000,3228
"9358",5856,227,46,1,1,110000,1801
"9359",6506,249,46,1,1,110000,1314
"9360",6157,235,46,1,1,43000,2680
"9361",8603,358,46,1,1,97000,5333
"9362",5893,228,46,1,1,110000,5235
"9363",9206,415,46,1,1,84000,4905
"9364",5580,216,46,1,1,53000,2280
"9365",4790,187,46,1,1,75000,6845
"9366",6156,235,46,1,1,51000,1743
"9367",1942,97,46,1,1,140000,7899
"9368",7626,292,46,1,1,71000,8030
"9369",7143,272,46,1,1,55000,2260
"9370",7379,282,46,1,1,41000,1910
"9371",7073,269,46,1,1,83000,7825
"9372",6722,257,46,1,1,21000,3655
"9373",9650,469,46,1,1,77000,4256
"9374",6838,261,46,1,1,50000,584
"9375",9031,398,46,1,1,45000,573
"9376",6069,233,46,1,1,25000,0
"9377",6068,233,46,1,1,23000,219
"9378",5621,218,46,1,1,11000,620
"9379",9424,436,46,1,1,49000,2234
"9380",6525,250,46,1,1,36000,2194
"9381",6067,233,46,1,1,16000,100
"9382",8441,344,46,1,1,38000,1330
"9383",7544,289,46,1,1,48000,1075
"9384",9923,505,46,1,1,30000,217
"9385",2780,124,46,1,1,21000,1180
"9386",7543,289,46,1,2,49000,2192
"9387",7212,275,46,1,1,0,1332
"9388",6155,235,46,1,1,58000,2998
"9389",6288,239,46,1,1,15000,1840
"9390",10028,519,46,1,1,79000,1049
"9391",6066,233,46,1,2,14000,1857
"9392",6993,266,46,1,1,11000,216
"9393",8724,369,46,1,1,14000,770
"9394",793,46,46,1,1,8900,1305
"9395",7780,301,46,1,1,14000,2737
"9396",5807,226,46,1,1,29000,4710
"9397",8911,385,46,1,1,26000,654
"9398",7881,306,46,1,1,8500,45
"9399",8019,314,46,1,1,70000,1552
"9400",7118,271,46,1,1,32000,4654
"9401",6590,252,46,1,1,84000,880
"9402",3408,145,46,1,1,24000,1085
"9403",7273,278,46,1,1,47000,1240
"9404",9623,466,46,1,1,32000,794
"9405",4892,190,46,1,1,18000,180
"9406",4891,190,46,1,1,28000,1224
"9407",9761,485,46,1,1,32000,1560
"9408",4789,187,46,1,1,15000,456
"9409",7988,312,46,1,1,39000,1870
"9410",4890,190,46,1,1,8800,1173
"9411",7542,289,46,1,1,45000,5460
"9412",7272,278,46,1,1,10000,0
"9413",9595,462,46,1,1,43000,940
"9414",8324,336,46,1,1,11000,636
"9415",6065,233,46,1,1,13000,519
"9416",7211,275,46,1,1,93000,5112
"9417",3407,145,46,1,1,31000,25190
"9418",4889,190,46,1,1,2400,0
"9419",4644,183,46,1,1,22000,1563
"9420",11091,658,46,1,1,54000,1267
"9421",7541,289,46,1,1,42000,7966
"9422",6064,233,46,1,1,11000,0
"9423",10312,557,46,1,1,50000,3860
"9424",8104,320,46,1,1,38000,2905
"9425",6063,233,46,1,1,14000,432
"9426",3766,156,46,1,1,45000,4415
"9427",3901,159,46,1,2,14000,803
"9428",6000,231,46,1,1,18000,1093
"9429",5999,231,46,1,1,12000,418
"9430",5389,210,46,1,1,58000,8452
"9431",8723,369,46,1,1,15000,1820
"9432",9819,493,46,1,1,19000,4675
"9433",9404,433,46,1,1,67000,284
"9434",8580,356,46,1,1,41000,1375
"9435",4584,181,46,1,1,60000,1266
"9436",4788,187,46,1,1,46000,3685
"9437",7880,306,46,1,1,7600,50
"9438",1643,87,46,1,1,35000,1367
"9439",7117,271,46,1,1,25000,203
"9440",3154,137,46,1,1,28000,1866
"9441",6382,243,46,1,1,9000,385
"9442",7879,306,46,1,1,6000,0
"9443",3942,160,46,1,1,73000,16515
"9444",1245,67,46,1,1,500,545
"9445",9342,426,46,1,1,38000,392
"9446",1244,67,46,1,1,17000,1028
"9447",3765,156,46,1,1,17000,1542
"9448",6403,244,46,1,1,18000,1570
"9449",7878,306,46,1,1,8300,30
"9450",8453,345,46,1,2,31000,1282
"9451",6062,233,46,1,1,13000,896
"9452",7904,307,46,1,1,27000,1093
"9453",5016,194,46,1,1,37000,80
"9454",7779,301,46,1,1,19000,118
"9455",5323,208,46,1,1,13000,912
"9456",4787,187,46,1,1,19000,1115
"9457",7778,301,46,1,1,15000,378
"9458",7308,279,46,1,1,28000,1060
"9459",8722,369,46,1,1,1e+05,28984
"9460",9341,426,46,1,1,1100,1036
"9461",5855,227,46,1,1,180000,1747
"9462",5248,204,46,1,1,75000,1735
"9463",8018,314,46,1,1,65000,2160
"9464",7540,289,46,1,1,65000,6180
"9465",6801,260,46,1,1,66000,5798
"9466",6061,233,46,1,1,27000,1392
"9467",6154,235,46,1,1,33000,4610
"9468",10711,608,46,1,1,36000,5780
"9469",5057,195,46,1,1,18000,365
"9470",3900,159,46,1,1,22000,80
"9471",10080,526,46,1,1,1600,110
"9472",7394,283,46,1,1,29000,1829
"9473",7987,312,46,1,1,130000,7363
"9474",8595,357,46,1,1,70000,5830
"9475",6362,242,46,1,1,88000,6657
"9476",7777,301,46,1,1,13000,840
"9477",1977,98,46,1,1,38000,3324
"9478",8721,369,46,1,1,20000,713
"9479",9621,465,46,1,1,73000,9306
"9480",6381,243,46,1,1,280000,15010
"9481",7539,289,46,1,2,48000,7214
"9482",7776,301,46,1,1,18000,1994
"9483",5430,211,46,1,1,130000,9157
"9484",8063,317,46,1,1,56000,4297
"9485",6060,233,46,1,1,53000,653
"9486",9281,421,46,1,1,62000,3251
"9487",6059,233,46,1,2,95000,4720
"9488",8440,344,46,1,1,85000,6229
"9489",5854,227,46,1,1,56000,4513
"9490",7538,289,46,1,1,60000,3140
"9491",10446,571,46,1,1,75000,3725
"9492",9744,483,46,1,1,180000,7590
"9493",4303,173,46,1,1,6900,210
"9494",792,46,46,1,1,6000,550
"9495",4058,164,46,1,1,22000,2339
"9496",5998,231,46,1,1,32000,204
"9497",8539,352,46,1,1,71000,1574
"9498",1375,74,46,1,1,32000,5296
"9499",4888,190,46,1,1,19000,7760
"9500",8829,378,46,1,1,45000,2410
"9501",9024,397,46,1,1,60000,2952
"9502",11518,728,46,1,1,31000,3755
"9503",6992,266,46,1,1,45000,3546
"9504",8017,314,46,1,1,53000,1845
"9505",6837,261,46,1,1,49000,8245
"9506",7307,279,46,1,2,67000,5100
"9507",5388,210,46,1,1,54000,2233
"9508",6058,233,46,1,1,23000,0
"9509",7537,289,46,1,2,40000,2375
"9510",9197,414,46,1,1,41000,1830
"9511",7536,289,46,1,1,49000,1204
"9512",743,44,46,1,1,82000,4535
"9513",3941,160,46,1,1,95000,2330
"9514",7306,279,46,1,1,78000,1740
"9515",7305,279,46,1,1,30000,256
"9516",8594,357,46,1,1,87000,9015
"9517",742,44,46,1,1,73000,8021
"9518",9818,493,46,1,1,64000,3444
"9519",4328,174,46,1,1,66000,3609
"9520",6966,265,46,1,1,84000,2797
"9521",3599,151,46,1,1,93000,5131
"9522",7603,291,46,1,1,58000,2092
"9523",7210,275,46,1,1,72000,6260
"9524",9526,451,46,1,1,110000,10615
"9525",8978,392,46,1,1,73000,8265
"9526",8656,363,46,1,1,99000,6648
"9527",7072,269,46,1,2,48000,2082
"9528",10461,575,46,1,1,140000,62465
"9529",9139,408,46,1,1,52000,3645
"9530",7731,298,46,1,1,71000,3236
"9531",6965,265,46,1,1,76000,3894
"9532",9817,493,46,1,1,84000,1856
"9533",10413,566,46,1,1,60000,970
"9534",1437,77,46,1,1,5000,530
"9535",1731,90,46,1,1,46000,4365
"9536",10146,533,46,1,1,90000,9833
"9537",6589,252,46,1,1,36000,5525
"9538",3843,158,46,1,1,180000,5862
"9539",4887,190,46,1,1,160000,2105
"9540",9069,401,46,1,1,800,85
"9541",5620,218,46,1,1,18000,2240
"9542",6057,233,46,1,1,23000,2040
"9543",5853,227,46,1,1,130000,10520
"9544",4643,183,46,1,1,1e+05,4915
"9545",4000,162,46,1,1,130000,14101
"9546",7304,279,46,1,1,32000,1060
"9547",5743,223,46,1,1,87000,1754
"9548",3899,159,46,1,1,11000,454
"9549",3898,159,46,1,1,7000,20
"9550",9360,428,46,1,1,55000,4880
"9551",3897,159,46,1,1,16000,96
"9552",9985,512,46,1,1,61000,7892
"9553",10021,518,46,1,1,58000,2088
"9554",9407,434,46,1,1,21000,1481
"9555",5600,217,46,1,1,41000,1937
"9556",7660,294,46,1,1,63000,3940
"9557",6443,246,46,1,1,49000,1910
"9558",7393,283,46,1,1,20000,1600
"9559",3193,138,46,1,1,21000,2462
"9560",2544,117,46,1,1,37000,2195
"9561",7168,273,46,1,1,26000,2384
"9562",8282,334,46,1,1,21000,857
"9563",8811,376,46,1,1,24000,3230
"9564",1436,77,46,1,1,5000,552
"9565",6991,266,46,1,1,91000,2774
"9566",4029,163,46,1,1,47000,1969
"9567",5852,227,46,1,1,28000,1032
"9568",8430,343,46,1,1,140000,9442
"9569",7602,291,46,1,1,90000,3259
"9570",8062,317,46,1,1,80000,2555
"9571",7142,272,46,1,1,52000,6135
"9572",7489,287,46,1,1,62000,1682
"9573",5579,216,46,1,1,86000,764
"9574",6402,244,46,1,1,52000,585
"9575",8890,383,46,1,1,84000,5255
"9576",7977,311,46,1,1,69000,3236
"9577",7642,293,46,1,1,120000,2930
"9578",4978,193,46,1,1,38000,1351
"9579",8054,316,46,1,1,26000,2019
"9580",8053,316,46,1,1,87000,3281
"9581",4327,174,46,1,1,46000,1915
"9582",5637,219,46,1,1,5600,1262
"9583",7322,280,46,1,1,27000,1720
"9584",6559,251,46,1,1,23000,2232
"9585",9392,432,46,1,1,56000,2030
"9586",6401,244,46,1,1,60000,2194
"9587",8165,325,46,1,1,68000,734
"9588",5056,195,46,1,1,23000,966
"9589",8103,320,46,1,1,57000,8250
"9590",6858,262,46,1,1,51000,1633
"9591",5055,195,46,1,1,22000,2318
"9592",6524,250,46,1,1,38000,2973
"9593",7347,281,46,1,1,59000,1032
"9594",3373,144,46,1,1,83000,11205
"9595",11814,779,46,1,1,15000,733
"9596",8612,359,46,1,1,42000,2270
"9597",2634,120,46,1,1,70000,1695
"9598",9690,475,46,1,1,37000,1334
"9599",9030,398,46,1,1,39000,1351
"9600",8900,384,46,1,1,36000,1073
"9601",7775,301,46,1,1,22000,2660
"9602",7185,274,46,1,1,47000,2330
"9603",9771,486,46,1,1,130000,3425
"9604",5806,226,46,1,1,36000,6285
"9605",4583,181,46,1,1,45000,5442
"9606",7535,289,46,1,1,54000,5715
"9607",5599,217,46,1,1,68000,4688
"9608",7960,310,46,1,1,33000,631
"9609",1069,56,46,1,1,8200,640
"9610",6773,259,46,1,1,39000,480
"9611",4786,187,46,1,1,15000,640
"9612",5805,226,46,1,1,86000,5814
"9613",5708,222,46,1,1,76000,797
"9614",4614,182,46,1,1,120000,7815
"9615",3219,139,46,1,1,22000,324
"9616",2525,116,46,1,1,37000,1283
"9617",7271,278,46,1,1,110000,6187
"9618",2977,131,46,1,1,51000,3222
"9619",2266,107,46,1,1,110000,3177
"9620",4886,190,46,1,1,85000,2496
"9621",5087,196,46,1,1,74000,1100
"9622",4302,173,46,1,1,66000,2837
"9623",4216,170,46,1,1,55000,694
"9624",4271,172,46,1,1,65000,4051
"9625",8005,313,46,1,1,140000,21575
"9626",5190,201,46,1,1,95000,15285
"9627",5742,223,46,1,1,89000,14650
"9628",6887,263,46,1,1,170000,4145
"9629",2870,127,46,1,1,58000,660
"9630",5741,223,46,1,1,160000,10408
"9631",6748,258,46,1,1,1e+05,4874
"9632",6857,262,46,1,1,1e+05,3388
"9633",5707,222,46,1,1,220000,11851
"9634",4432,177,46,1,1,1e+05,6025
"9635",5740,223,46,1,1,260000,16925
"9636",4671,184,46,1,1,130000,9818
"9637",5804,226,46,1,1,130000,2621
"9638",3218,139,46,1,1,55000,9586
"9639",3311,142,46,1,1,120000,3075
"9640",5387,210,46,1,2,130000,4918
"9641",3248,140,46,1,1,73000,5230
"9642",3125,136,46,1,1,110000,870
"9643",8354,338,46,1,1,160000,11549
"9644",7730,298,46,1,1,42000,2215
"9645",6588,252,46,1,1,1e+05,1650
"9646",4215,170,46,1,1,19000,950
"9647",6886,263,46,1,1,87000,3978
"9648",2804,125,46,1,1,72000,1908
"9649",6442,246,46,1,1,140000,7070
"9650",4214,170,46,1,1,1e+05,2853
"9651",6261,238,46,1,1,82000,3010
"9652",7534,289,46,1,1,120000,4219
"9653",6856,262,46,1,1,1e+05,5140
"9654",5054,195,46,1,1,83000,3606
"9655",4827,188,46,1,1,80000,1683
"9656",4885,190,46,1,1,140000,2547
"9657",6153,235,46,1,1,110000,12550
"9658",5955,230,46,1,1,45000,3684
"9659",3549,150,46,1,1,2e+05,14230
"9660",5293,206,46,1,1,110000,5180
"9661",7514,288,46,1,1,120000,5004
"9662",4116,166,46,1,1,1e+05,3320
"9663",5598,217,46,1,1,80000,17991
"9664",4270,172,46,1,1,2e+05,1730
"9665",5105,197,46,1,1,35000,5705
"9666",4089,165,46,1,1,80000,4555
"9667",2359,110,46,1,1,76000,2645
"9668",3124,136,46,1,1,53000,1625
"9669",6030,232,46,1,1,85000,2992
"9670",4826,188,46,1,1,84000,8452
"9671",7378,282,46,1,1,230000,8150
"9672",3217,139,46,1,1,70000,2960
"9673",5226,203,46,1,1,56000,1600
"9674",5015,194,46,1,1,170000,42042
"9675",2083,102,46,1,1,54000,3035
"9676",4959,192,46,1,1,37000,1829
"9677",7830,303,46,1,1,45000,499
"9678",7346,281,46,1,1,51000,9000
"9679",7209,275,46,1,1,65000,2660
"9680",3896,159,46,1,2,24000,431
"9681",6990,266,46,1,1,27000,3289
"9682",8004,313,46,1,1,75000,5143
"9683",8938,387,46,1,1,76000,2512
"9684",4326,174,46,1,1,71000,2485
"9685",989,52,46,1,1,45000,3650
"9686",5997,231,46,1,1,13000,135
"9687",6800,260,46,1,1,120000,6650
"9688",8090,319,46,1,1,120000,4899
"9689",5851,227,46,1,1,80000,1143
"9690",7345,281,46,1,1,58000,1860
"9691",3804,157,46,1,1,23000,1828
"9692",5850,227,46,1,1,46000,260
"9693",6400,244,46,1,1,40000,0
"9694",6361,242,46,1,1,42000,11612
"9695",7392,283,46,1,1,80000,3692
"9696",4325,174,46,1,2,50000,860
"9697",6287,239,46,1,1,13000,1345
"9698",9482,444,46,1,1,57000,5180
"9699",7208,275,46,1,1,130000,2020
"9700",7488,287,46,1,1,36000,1046
"9701",6380,243,46,1,1,45000,3850
"9702",5765,224,46,1,1,47000,4928
"9703",10526,583,46,1,1,27000,10
"9704",9023,397,46,1,1,140000,1606
"9705",8484,347,46,1,1,10000,2300
"9706",5849,227,46,1,1,53000,4618
"9707",8667,364,46,1,1,30000,1150
"9708",5848,227,46,1,1,97000,2207
"9709",1537,82,46,1,1,110000,7102
"9710",6260,238,46,1,1,36000,1500
"9711",6799,260,46,1,1,130000,5580
"9712",5847,227,46,1,1,120000,640
"9713",8016,314,46,1,1,63000,3037
"9714",9608,463,46,1,1,160000,18542
"9715",8611,359,46,1,1,60000,7720
"9716",5247,204,46,1,1,110000,2239
"9717",7641,293,46,1,1,110000,9350
"9718",6855,262,46,1,1,1e+05,6010
"9719",3459,147,46,1,1,90000,2664
"9720",9423,436,46,1,1,70000,975
"9721",9374,430,46,1,1,150000,8376
"9722",6056,233,46,1,1,28000,1011
"9723",4582,181,46,1,1,41000,4244
"9724",8899,384,46,1,1,77000,7496
"9725",8720,369,46,1,1,23000,1755
"9726",9280,421,46,1,1,29000,2027
"9727",7640,293,46,1,1,130000,9233
"9728",7774,301,46,1,1,13000,737
"9729",7912,308,46,1,1,59000,1817
"9730",8562,354,46,1,1,72000,8199
"9731",7303,279,46,1,1,1e+05,13170
"9732",6286,239,46,1,1,51000,700
"9733",6379,243,46,1,1,54000,540
"9734",11394,706,46,1,1,61000,1145
"9735",6721,257,46,1,2,47000,4394
"9736",7019,267,46,1,1,95000,18355
"9737",6055,233,46,1,1,17000,30
"9738",8334,337,46,1,1,47000,1394
"9739",7377,282,46,1,1,51000,5890
"9740",8602,358,46,1,1,25000,3470
"9741",7680,295,46,1,1,48000,13450
"9742",5846,227,46,1,1,17000,40
"9743",9214,416,46,2,3,67000,4385
"9744",9111,405,46,2,3,25000,315
"9745",9473,443,46,2,3,50000,1720
"9746",9181,411,46,2,3,26000,0
"9747",9180,411,46,2,3,25000,0
"9748",10439,569,46,2,3,14000,4380
"9749",10438,569,46,2,3,15000,1525
"9750",9667,471,46,2,3,43000,2041
"9751",9858,498,46,2,3,37000,1189
"9752",9542,454,46,2,3,42000,1336
"9753",9243,418,46,2,3,17000,23
"9754",9953,511,46,2,3,31000,631
"9755",8645,361,46,2,3,52000,13457
"9756",6208,237,46,2,3,31000,3028
"9757",9300,423,46,2,3,50000,2555
"9758",8763,372,46,2,3,70000,2907
"9759",8848,380,46,2,3,30000,1193
"9760",9153,409,46,2,3,26000,1680
"9761",9242,418,46,2,3,12000,0
"9762",8762,372,46,2,3,20000,147
"9763",8810,376,46,2,3,16000,185
"9764",9158,410,46,2,3,42000,528
"9765",9811,492,46,2,3,48000,1450
"9766",9798,490,46,2,3,62000,2552
"9767",8561,354,46,2,3,40000,4881
"9768",2803,125,46,2,3,27000,608
"9769",8517,350,46,2,3,67000,3829
"9770",8505,349,46,2,3,70000,2477
"9771",8675,365,46,2,3,26000,170
"9772",10274,548,46,2,3,1e+05,4511
"9773",9517,449,46,2,3,55000,953
"9774",8493,348,46,2,3,49000,3932
"9775",8080,318,46,2,3,57000,3772
"9776",8323,336,46,2,3,34000,2980
"9777",8693,366,46,2,3,50000,486
"9778",8406,342,46,2,3,30000,580
"9779",9179,411,46,2,3,71000,2824
"9780",8364,339,46,2,3,42000,1030
"9781",9530,452,46,2,3,17000,4604
"9782",8593,357,46,2,3,39000,100
"9783",8777,373,46,2,3,35000,522
"9784",8984,393,46,2,3,12000,511
"9785",7270,278,46,2,3,50000,4295
"9786",8176,326,46,2,3,49000,898
"9787",8381,340,46,2,3,20000,0
"9788",8175,326,46,2,3,28000,810
"9789",8174,326,46,2,3,15000,60
"9790",7976,311,46,2,3,35000,2254
"9791",8164,325,46,2,3,17000,91
"9792",8262,332,46,2,3,12000,536
"9793",8261,332,46,2,3,15000,589
"9794",3065,134,46,2,3,53000,2906
"9795",8015,314,46,2,3,110000,13183
"9796",8958,390,46,2,3,43000,2439
"9797",8260,332,46,2,3,11000,432
"9798",9481,444,46,2,3,89000,53516
"9799",8173,326,46,2,3,43000,3569
"9800",8227,330,46,2,3,41000,7723
"9801",9275,420,46,2,3,30000,2430
"9802",8052,316,46,2,3,24000,3139
"9803",8452,345,46,2,3,24000,1850
"9804",9116,406,46,2,3,61000,7501
"9805",8218,329,46,2,3,26000,219
"9806",8937,387,46,2,3,70000,1588
"9807",9005,395,46,2,3,53000,1261
"9808",9178,411,46,2,3,23000,797
"9809",9177,411,46,2,3,140000,2035
"9810",7344,281,46,2,3,40000,5015
"9811",9241,418,46,2,3,20000,462
"9812",8306,335,46,2,3,15000,230
"9813",8003,313,46,2,3,31000,1395
"9814",9299,423,46,2,3,36000,2710
"9815",9176,411,46,2,3,18000,430
"9816",9455,442,46,2,3,27000,2095
"9817",9620,465,46,2,3,9300,0
"9818",9152,409,46,2,3,20000,937
"9819",9175,411,46,2,3,18000,10
"9820",9826,494,46,2,3,21000,2645
"9821",9355,427,46,2,3,33000,1750
"9822",9607,463,46,2,3,66000,20240
"9823",10027,519,46,2,3,56000,485
"9824",9022,397,46,2,3,44000,838
"9825",10534,584,46,2,3,65000,4866
"9826",10303,555,46,2,3,42000,3021
"9827",9262,419,46,2,3,65000,9800
"9828",8847,380,46,2,3,55000,6570
"9829",9240,418,46,2,3,15000,54
"9830",9239,418,46,2,3,15000,460
"9831",1333,72,46,2,3,16000,370
"9832",11051,652,46,2,3,73000,6906
"9833",9238,418,46,2,3,16000,25
"9834",9237,418,46,2,3,12000,503
"9835",9873,500,46,2,3,22000,3685
"9836",10698,606,46,2,3,33000,1960
"9837",6128,234,46,2,3,11000,687
"9838",8305,335,46,2,3,13000,441
"9839",9174,411,46,2,3,69000,1770
"9840",8304,335,46,2,3,26000,520
"9841",9354,427,46,2,3,59000,1700
"9842",9835,495,46,2,3,49000,1283
"9843",9173,411,46,2,3,26000,1986
"9844",10578,588,46,2,3,30000,2833
"9845",10455,573,46,2,3,78000,4709
"9846",9236,418,46,2,3,11000,820
"9847",7911,308,46,2,3,65000,14039
"9848",3764,156,46,2,3,36000,1955
"9849",7625,292,46,2,3,15000,115
"9850",7624,292,46,2,3,12000,495
"9851",5268,205,46,2,3,46000,1674
"9852",6747,258,46,2,3,16000,485
"9853",7623,292,46,2,3,15000,236
"9854",7255,277,46,2,3,57000,3205
"9855",8925,386,46,2,3,42000,2972
"9856",10062,524,46,2,3,23000,2125
"9857",6558,251,46,2,3,39000,620
"9858",7622,292,46,2,3,14000,438
"9859",8002,313,46,2,3,7400,395
"9860",7659,294,46,2,3,64000,4340
"9861",7621,292,46,2,3,12000,384
"9862",8504,349,46,2,3,35000,936
"9863",7620,292,46,2,3,29000,444
"9864",9443,440,46,2,3,79000,3644
"9865",7619,292,46,2,3,35000,1110
"9866",6175,236,46,2,3,140000,30240
"9867",7601,291,46,2,3,110000,32850
"9868",7618,292,46,2,3,12000,434
"9869",7773,301,46,2,3,47000,2399
"9870",6798,260,46,2,3,39000,2494
"9871",7574,290,46,2,3,13000,2205
"9872",6399,244,46,2,3,33000,2582
"9873",6746,258,46,2,3,25000,704
"9874",8363,339,46,2,3,31000,1608
"9875",8102,320,46,2,3,28000,6595
"9876",7809,302,46,2,3,74000,3654
"9877",8172,326,46,2,3,31000,800
"9878",7617,292,46,2,3,12000,2
"9879",7766,300,46,2,3,46000,11381
"9880",8429,343,46,2,3,78000,2618
"9881",11495,724,46,2,3,25000,819
"9882",10569,587,46,2,3,46000,1251
"9883",8303,335,46,2,3,21000,989
