"","IG","year","sales","stock"
"1704","S02000614",2009,98,3070
"1705","S02000615",2009,30,2160
"1706","S02000616",2009,61,2865
"1707","S02000617",2009,14,1903
"1708","S02000618",2009,65,2231
"1709","S02000619",2009,6,2101
"1710","S02000620",2009,48,2772
"1711","S02000621",2009,46,2361
"1712","S02000622",2009,137,1942
"1713","S02000623",2009,24,1578
"1714","S02000624",2009,54,1878
"1715","S02000625",2009,31,1757
"1716","S02000626",2009,18,1763
"1717","S02000627",2009,49,2439
"1718","S02000628",2009,52,3805
"1719","S02000629",2009,23,1724
"1720","S02000630",2009,24,2006
"1721","S02000631",2009,47,2009
"1722","S02000632",2009,37,2707
"1723","S02000633",2009,32,3053
"1724","S02000634",2009,108,2670
"1725","S02000635",2009,103,4195
"1726","S02000636",2009,28,1717
"1727","S02000637",2009,28,1949
"1728","S02000638",2009,23,2275
"1729","S02000639",2009,28,1698
"1730","S02000640",2009,34,2557
"1731","S02000641",2009,32,2361
"1732","S02000642",2009,37,2010
"1733","S02000643",2009,34,1889
"1734","S02000644",2009,34,2063
"1735","S02000645",2009,21,1639
"1736","S02000646",2009,23,2222
"1737","S02000647",2009,33,2508
"1738","S02000648",2009,30,2955
"1739","S02000649",2009,11,1366
"1740","S02000650",2009,86,2316
"1741","S02000651",2009,62,2324
"1742","S02000652",2009,4,1679
"1743","S02000653",2009,19,1338
"1744","S02000654",2009,20,2935
"1745","S02000655",2009,125,3420
"1746","S02000656",2009,17,3213
"1747","S02000657",2009,25,1841
"1748","S02000658",2009,138,5422
"1749","S02000659",2009,116,3656
"1750","S02000660",2009,42,3255
"1751","S02000661",2009,115,3882
"1752","S02000662",2009,2,1643
"1753","S02000663",2009,36,2544
"1754","S02000664",2009,121,3678
"1755","S02000665",2009,95,3026
"1756","S02000666",2009,12,3184
"1757","S02000667",2009,27,2417
"1758","S02000668",2009,150,2904
"1759","S02000669",2009,25,1895
"1760","S02000670",2009,7,1568
"1761","S02000671",2009,65,2400
"1762","S02000672",2009,100,2734
"1763","S02000673",2009,46,2030
"1764","S02000674",2009,28,1987
"1765","S02000675",2009,84,3345
"1766","S02000676",2009,17,1899
"1767","S02000677",2009,87,2135
"1768","S02000678",2009,22,1727
"1769","S02000679",2009,70,2257
"1770","S02000680",2009,25,2535
"1771","S02000681",2009,96,2306
"1772","S02000682",2009,38,1130
"1773","S02000683",2009,72,1944
"1774","S02000684",2009,32,2054
"1775","S02000685",2009,20,2916
"1776","S02000686",2009,53,1912
"1777","S02000687",2009,10,1932
"1778","S02000688",2009,85,3393
"1779","S02000689",2009,109,3038
"1780","S02000690",2009,101,2645
"1781","S02000691",2009,41,2411
"1782","S02000692",2009,44,2895
"1783","S02000693",2009,11,2396
"1784","S02000694",2009,18,2241
"1785","S02000695",2009,115,2286
"1786","S02000696",2009,36,2334
"1787","S02000697",2009,13,1490
"1788","S02000698",2009,36,1817
"1789","S02000699",2009,46,2039
"1790","S02000700",2009,26,1393
"1791","S02000701",2009,22,2023
"1792","S02000702",2009,74,2202
"1793","S02000703",2009,11,1264
"1794","S02000704",2009,44,1870
"1795","S02000705",2009,111,3289
"1796","S02000706",2009,30,1938
"1797","S02000707",2009,11,1279
"1798","S02000708",2009,14,1685
"1799","S02000709",2009,53,2866
"1800","S02000710",2009,21,1836
"1801","S02000711",2009,23,1204
"1802","S02000712",2009,10,1524
"1803","S02000713",2009,41,1869
"1804","S02000714",2009,14,1528
"1805","S02000715",2009,4,1478
"1806","S02000716",2009,4,1279
"1807","S02000771",2009,43,1197
"1808","S02000772",2009,31,1516
"1809","S02000773",2009,170,2216
"1810","S02000774",2009,32,2249
"1811","S02000775",2009,45,2660
"1812","S02000776",2009,71,2650
"1813","S02000777",2009,41,1969
"1814","S02000778",2009,104,2872
"1815","S02000779",2009,28,2052
"1816","S02000780",2009,34,2580
"1817","S02000781",2009,39,3501
"1818","S02000782",2009,15,2076
"1819","S02000783",2009,23,2340
"1820","S02000784",2009,67,3097
"1821","S02000785",2009,39,2195
"1822","S02000786",2009,54,2084
"1823","S02000787",2009,49,2126
"1824","S02000923",2009,60,2436
"1825","S02000925",2009,26,1768
"1826","S02000926",2009,20,1505
"1827","S02000927",2009,24,1536
"1828","S02000983",2009,27,1300
"1829","S02000984",2009,41,1419
"1830","S02000985",2009,24,1692
"1831","S02000986",2009,16,1554
"1832","S02000987",2009,32,2481
"1833","S02000988",2009,33,2350
"1834","S02000989",2009,16,1398
"1835","S02000990",2009,43,2090
"1836","S02000991",2009,80,3351
"1837","S02000992",2009,36,2253
"1838","S02000993",2009,46,1607
"1839","S02000994",2009,27,1883
"1840","S02000995",2009,43,2589
"1841","S02000996",2009,29,1577
"1842","S02000997",2009,20,1759
"1843","S02000998",2009,35,1877
"1844","S02000999",2009,53,2443
"1845","S02001000",2009,95,4498
"1846","S02001001",2009,62,2403
"1847","S02001002",2009,40,2041
"1848","S02001003",2009,15,2059
"1849","S02001004",2009,73,3351
"1850","S02001005",2009,22,2115
"1851","S02001006",2009,25,1977
"1852","S02001007",2009,43,2910
"1853","S02001008",2009,45,2040
"1854","S02001009",2009,47,1304
"1855","S02001010",2009,58,2607
"1856","S02001011",2009,42,2476
"1857","S02001012",2009,24,1196
"1858","S02001013",2009,46,2467
"1859","S02001014",2009,80,3188
"1860","S02001015",2009,40,1548
"1861","S02001016",2009,170,2342
"1862","S02001017",2009,57,2177
"1863","S02001018",2009,33,2158
"1864","S02001019",2009,42,2463
"1865","S02001020",2009,39,1916
"1866","S02001146",2009,44,2091
"1867","S02001148",2009,32,2157
"1868","S02001149",2009,29,2019
"1869","S02001150",2009,39,2248
"1870","S02001152",2009,14,1394
"1871","S02001153",2009,18,1727
"1872","S02001154",2009,43,1530
"1873","S02001156",2009,54,2306
"1874","S02001157",2009,68,2074
"1875","S02001158",2009,32,1518
"1876","S02001159",2009,46,2679
"1877","S02001160",2009,24,1831
"1878","S02001161",2009,35,2044
"1879","S02001162",2009,74,1875
"1880","S02001184",2009,18,2372
"1881","S02001185",2009,26,2453
"1882","S02001186",2009,26,2783
"1883","S02001187",2009,29,2325
"1884","S02001188",2009,22,3119
"1885","S02001189",2009,35,1769
"1886","S02001190",2009,33,2369
"1887","S02001191",2009,30,2459
"1888","S02001192",2009,66,3160
"1889","S02001193",2009,41,1951
"1890","S02001194",2009,25,1946
"1891","S02001195",2009,57,2762
"1892","S02001196",2009,34,2685
"1893","S02001197",2009,41,2397
"1894","S02001198",2009,31,2419
"1895","S02001199",2009,45,2135
"1896","S02001200",2009,49,2735
"1897","S02001201",2009,43,2537
"1898","S02000260",2010,43,2228
"1899","S02000261",2010,23,920
"1900","S02000262",2010,26,1729
"1901","S02000263",2010,48,1449
"1902","S02000264",2010,51,2321
"1903","S02000265",2010,30,1130
"1904","S02000266",2010,23,1130
"1905","S02000267",2010,38,1356
"1906","S02000268",2010,51,2268
"1907","S02000269",2010,41,1341
"1908","S02000270",2010,68,2169
"1909","S02000271",2010,48,1670
"1910","S02000272",2010,74,1493
"1911","S02000273",2010,50,1215
"1912","S02000274",2010,28,1298
"1913","S02000275",2010,26,1439
"1914","S02000276",2010,34,1574
"1915","S02000277",2010,29,2068
"1916","S02000278",2010,32,1123
"1917","S02000279",2010,56,1913
"1918","S02000280",2010,36,1585
"1919","S02000281",2010,65,1992
"1920","S02000282",2010,56,1482
"1921","S02000283",2010,14,1258
"1922","S02000284",2010,34,1444
"1923","S02000285",2010,38,1058
"1924","S02000286",2010,40,1618
"1925","S02000287",2010,60,1989
"1926","S02000310",2010,66,1987
"1927","S02000311",2010,84,2462
"1928","S02000312",2010,47,1327
"1929","S02000313",2010,74,2250
"1930","S02000314",2010,52,2356
"1931","S02000316",2010,43,1392
"1932","S02000317",2010,107,2262
"1933","S02000318",2010,68,2227
"1934","S02000319",2010,38,1083
"1935","S02000320",2010,41,1440
"1936","S02000321",2010,46,2247
"1937","S02000322",2010,45,1695
"1938","S02000323",2010,36,1248
"1939","S02000324",2010,44,1671
"1940","S02000325",2010,70,1875
"1941","S02000326",2010,65,1992
"1942","S02000327",2010,52,1732
"1943","S02000328",2010,54,2903
"1944","S02000329",2010,20,1308
"1945","S02000584",2010,34,1753
"1946","S02000585",2010,7,2520
"1947","S02000586",2010,50,1793
"1948","S02000587",2010,33,2034
"1949","S02000588",2010,12,1882
"1950","S02000589",2010,39,2344
"1951","S02000590",2010,18,1218
"1952","S02000591",2010,29,1176
"1953","S02000592",2010,21,2249
"1954","S02000593",2010,82,2276
"1955","S02000594",2010,35,1472
"1956","S02000595",2010,58,1778
"1957","S02000596",2010,70,2235
"1958","S02000597",2010,15,2561
"1959","S02000598",2010,43,1469
"1960","S02000599",2010,88,2897
"1961","S02000600",2010,45,1784
"1962","S02000601",2010,9,1476
"1963","S02000602",2010,38,2942
"1964","S02000603",2010,58,2291
"1965","S02000604",2010,121,2291
"1966","S02000605",2010,80,1983
"1967","S02000606",2010,18,1356
"1968","S02000607",2010,109,2831
"1969","S02000608",2010,79,2795
"1970","S02000609",2010,106,2234
"1971","S02000610",2010,51,3061
"1972","S02000611",2010,25,1770
"1973","S02000612",2010,89,2366
"1974","S02000613",2010,13,1203
"1975","S02000614",2010,86,3077
"1976","S02000615",2010,21,2160
"1977","S02000616",2010,69,2865
"1978","S02000617",2010,27,1866
"1979","S02000618",2010,83,2282
"1980","S02000619",2010,12,2067
"1981","S02000620",2010,44,2768
"1982","S02000621",2010,56,2361
"1983","S02000622",2010,48,1959
"1984","S02000623",2010,41,1581
"1985","S02000624",2010,71,1876
"1986","S02000625",2010,30,1757
"1987","S02000626",2010,36,1763
"1988","S02000627",2010,41,2439
"1989","S02000628",2010,66,3804
"1990","S02000629",2010,22,1731
"1991","S02000630",2010,31,1999
"1992","S02000631",2010,42,2009
"1993","S02000632",2010,47,2735
"1994","S02000633",2010,40,3024
"1995","S02000634",2010,52,2441
"1996","S02000635",2010,100,4263
"1997","S02000636",2010,21,1717
"1998","S02000637",2010,21,1949
"1999","S02000638",2010,37,2000
"2000","S02000639",2010,40,1698
"2001","S02000640",2010,33,2570
"2002","S02000641",2010,40,2361
"2003","S02000642",2010,43,2010
"2004","S02000643",2010,49,1941
"2005","S02000644",2010,31,2061
"2006","S02000645",2010,37,1649
"2007","S02000646",2010,19,2216
"2008","S02000647",2010,38,2643
"2009","S02000648",2010,34,2951
"2010","S02000649",2010,11,1368
"2011","S02000650",2010,69,2324
"2012","S02000651",2010,43,2382
"2013","S02000652",2010,4,1680
"2014","S02000653",2010,20,1337
"2015","S02000654",2010,22,2935
"2016","S02000655",2010,176,3584
"2017","S02000656",2010,28,3354
"2018","S02000657",2010,30,1833
"2019","S02000658",2010,131,5523
"2020","S02000659",2010,89,3662
"2021","S02000660",2010,35,3259
"2022","S02000661",2010,98,3960
"2023","S02000662",2010,3,1650
"2024","S02000663",2010,19,2543
"2025","S02000664",2010,117,3683
"2026","S02000665",2010,73,3059
"2027","S02000666",2010,14,3197
"2028","S02000667",2010,45,2428
"2029","S02000668",2010,68,3002
"2030","S02000669",2010,25,1894
"2031","S02000670",2010,6,1497
"2032","S02000671",2010,58,2405
"2033","S02000672",2010,99,2732
"2034","S02000673",2010,31,2045
"2035","S02000674",2010,35,1848
"2036","S02000675",2010,81,3346
"2037","S02000676",2010,18,1901
"2038","S02000677",2010,104,2134
"2039","S02000678",2010,27,1760
"2040","S02000679",2010,96,2257
"2041","S02000680",2010,18,2400
"2042","S02000681",2010,104,2309
"2043","S02000682",2010,43,1135
"2044","S02000683",2010,79,1949
"2045","S02000684",2010,27,1939
"2046","S02000685",2010,7,2859
"2047","S02000686",2010,55,1930
"2048","S02000687",2010,13,1912
"2049","S02000688",2010,66,3451
"2050","S02000689",2010,99,3048
"2051","S02000690",2010,124,2687
"2052","S02000691",2010,37,2411
"2053","S02000692",2010,34,2889
"2054","S02000693",2010,16,2399
"2055","S02000694",2010,15,2265
"2056","S02000695",2010,130,2322
"2057","S02000696",2010,37,2242
"2058","S02000697",2010,13,1546
"2059","S02000698",2010,35,1817
"2060","S02000699",2010,34,2039
"2061","S02000700",2010,12,1384
"2062","S02000701",2010,38,2031
"2063","S02000702",2010,123,2226
"2064","S02000703",2010,19,1264
"2065","S02000704",2010,50,1913
"2066","S02000705",2010,112,3305
"2067","S02000706",2010,15,1938
"2068","S02000707",2010,16,1285
"2069","S02000708",2010,19,1684
"2070","S02000709",2010,50,2880
"2071","S02000710",2010,26,1837
"2072","S02000711",2010,28,1204
"2073","S02000712",2010,16,1524
"2074","S02000713",2010,51,1896
"2075","S02000714",2010,17,1548
"2076","S02000715",2010,5,1472
"2077","S02000716",2010,10,1304
"2078","S02000771",2010,51,1196
"2079","S02000772",2010,39,1526
"2080","S02000773",2010,139,2251
"2081","S02000774",2010,21,2253
"2082","S02000775",2010,76,2633
"2083","S02000776",2010,71,2684
"2084","S02000777",2010,47,1969
"2085","S02000778",2010,34,2864
"2086","S02000779",2010,33,2012
"2087","S02000780",2010,25,2579
"2088","S02000781",2010,39,3509
"2089","S02000782",2010,20,2076
"2090","S02000783",2010,35,2342
"2091","S02000784",2010,76,3098
"2092","S02000785",2010,37,2195
"2093","S02000786",2010,59,2085
"2094","S02000787",2010,57,2127
"2095","S02000923",2010,63,2444
"2096","S02000925",2010,46,1774
"2097","S02000926",2010,17,1506
"2098","S02000927",2010,25,1536
"2099","S02000983",2010,29,1299
"2100","S02000984",2010,55,1439
"2101","S02000985",2010,27,1692
"2102","S02000986",2010,30,1554
"2103","S02000987",2010,21,2481
"2104","S02000988",2010,41,2286
"2105","S02000989",2010,50,1420
"2106","S02000990",2010,57,2098
"2107","S02000991",2010,85,3366
"2108","S02000992",2010,36,2252
"2109","S02000993",2010,45,1607
"2110","S02000994",2010,41,1855
"2111","S02000995",2010,47,2565
"2112","S02000996",2010,36,1575
"2113","S02000997",2010,25,1777
"2114","S02000998",2010,34,1876
"2115","S02000999",2010,36,2447
"2116","S02001000",2010,77,4458
"2117","S02001001",2010,37,2345
"2118","S02001002",2010,45,2039
"2119","S02001003",2010,20,2067
"2120","S02001004",2010,83,3351
"2121","S02001005",2010,25,2069
"2122","S02001006",2010,32,1934
"2123","S02001007",2010,35,2910
"2124","S02001008",2010,60,2038
"2125","S02001009",2010,40,1304
"2126","S02001010",2010,55,2613
"2127","S02001011",2010,51,2475
"2128","S02001012",2010,36,1183
"2129","S02001013",2010,29,2468
"2130","S02001014",2010,80,3181
"2131","S02001015",2010,73,1576
"2132","S02001016",2010,121,2445
"2133","S02001017",2010,55,2180
"2134","S02001018",2010,30,2158
"2135","S02001019",2010,39,2465
"2136","S02001020",2010,43,1915
"2137","S02001146",2010,35,1962
"2138","S02001148",2010,41,2160
"2139","S02001149",2010,23,1983
"2140","S02001150",2010,29,2248
"2141","S02001152",2010,19,1385
"2142","S02001153",2010,49,1741
"2143","S02001154",2010,37,1545
"2144","S02001156",2010,110,2394
"2145","S02001157",2010,65,2131
"2146","S02001158",2010,34,1515
"2147","S02001159",2010,66,2680
"2148","S02001160",2010,33,1831
"2149","S02001161",2010,39,2043
"2150","S02001162",2010,60,1914
"2151","S02001184",2010,24,2372
"2152","S02001185",2010,40,2517
"2153","S02001186",2010,24,2781
"2154","S02001187",2010,27,2325
"2155","S02001188",2010,29,3023
"2156","S02001189",2010,54,1789
"2157","S02001190",2010,44,2369
"2158","S02001191",2010,23,2468
"2159","S02001192",2010,89,3175
"2160","S02001193",2010,63,1971
"2161","S02001194",2010,47,1954
"2162","S02001195",2010,40,2774
"2163","S02001196",2010,43,2685
"2164","S02001197",2010,41,2396
"2165","S02001198",2010,42,2420
"2166","S02001199",2010,46,2149
"2167","S02001200",2010,40,2735
"2168","S02001201",2010,32,2512
"2169","S02000260",2011,42,2248
"2170","S02000261",2011,30,919
"2171","S02000262",2011,32,1729
"2172","S02000263",2011,43,1449
"2173","S02000264",2011,48,2320
"2174","S02000265",2011,22,1161
"2175","S02000266",2011,35,1131
"2176","S02000267",2011,42,1356
"2177","S02000268",2011,41,2268
"2178","S02000269",2011,43,1342
"2179","S02000270",2011,40,2170
"2180","S02000271",2011,40,1674
"2181","S02000272",2011,51,1504
"2182","S02000273",2011,32,1214
"2183","S02000274",2011,78,1366
"2184","S02000275",2011,51,1454
"2185","S02000276",2011,33,1575
"2186","S02000277",2011,25,1908
"2187","S02000278",2011,30,1128
"2188","S02000279",2011,68,1913
"2189","S02000280",2011,18,1597
"2190","S02000281",2011,48,1995
"2191","S02000282",2011,57,1504
"2192","S02000283",2011,14,1258
"2193","S02000284",2011,21,1445
"2194","S02000285",2011,24,1058
"2195","S02000286",2011,11,1619
"2196","S02000287",2011,31,2007
"2197","S02000310",2011,48,1985
"2198","S02000311",2011,91,2510
"2199","S02000312",2011,36,1326
"2200","S02000313",2011,61,2250
"2201","S02000314",2011,41,2358
"2202","S02000316",2011,43,1392
"2203","S02000317",2011,70,2263
"2204","S02000318",2011,122,2338
"2205","S02000319",2011,40,1094
"2206","S02000320",2011,51,1440
"2207","S02000321",2011,33,2255
"2208","S02000322",2011,43,1702
"2209","S02000323",2011,42,1248
"2210","S02000324",2011,50,1671
"2211","S02000325",2011,73,1876
"2212","S02000326",2011,59,1992
"2213","S02000327",2011,43,1731
"2214","S02000328",2011,45,2928
"2215","S02000329",2011,26,1308
"2216","S02000584",2011,30,1753
"2217","S02000585",2011,12,2523
"2218","S02000586",2011,23,1809
"2219","S02000587",2011,17,2034
"2220","S02000588",2011,6,1903
"2221","S02000589",2011,42,2344
"2222","S02000590",2011,15,1232
"2223","S02000591",2011,34,1176
"2224","S02000592",2011,17,2249
"2225","S02000593",2011,51,2276
"2226","S02000594",2011,28,1472
"2227","S02000595",2011,31,1779
"2228","S02000596",2011,67,2234
"2229","S02000597",2011,18,2591
"2230","S02000598",2011,46,1501
"2231","S02000599",2011,79,2904
"2232","S02000600",2011,46,1784
"2233","S02000601",2011,4,1475
"2234","S02000602",2011,26,2998
"2235","S02000603",2011,59,2292
"2236","S02000604",2011,81,2291
"2237","S02000605",2011,73,2001
"2238","S02000606",2011,14,1375
"2239","S02000607",2011,74,2839
"2240","S02000608",2011,79,2820
"2241","S02000609",2011,61,2234
"2242","S02000610",2011,48,3109
"2243","S02000611",2011,30,1820
"2244","S02000612",2011,75,2393
"2245","S02000613",2011,14,1203
"2246","S02000614",2011,96,3082
"2247","S02000615",2011,37,2161
"2248","S02000616",2011,38,2865
"2249","S02000617",2011,23,1917
"2250","S02000618",2011,74,2330
"2251","S02000619",2011,9,1978
"2252","S02000620",2011,58,2740
"2253","S02000621",2011,55,2361
"2254","S02000622",2011,31,1958
"2255","S02000623",2011,26,1590
"2256","S02000624",2011,38,1916
"2257","S02000625",2011,25,1756
"2258","S02000626",2011,21,1763
"2259","S02000627",2011,36,2438
"2260","S02000628",2011,49,3803
"2261","S02000629",2011,9,1718
"2262","S02000630",2011,31,1987
"2263","S02000631",2011,25,2010
"2264","S02000632",2011,48,2751
"2265","S02000633",2011,23,3005
"2266","S02000634",2011,36,2448
"2267","S02000635",2011,69,4277
"2268","S02000636",2011,26,1717
"2269","S02000637",2011,15,1949
"2270","S02000638",2011,30,2000
"2271","S02000639",2011,32,1698
"2272","S02000640",2011,26,2599
"2273","S02000641",2011,24,2361
"2274","S02000642",2011,30,2009
"2275","S02000643",2011,26,2021
"2276","S02000644",2011,19,2062
"2277","S02000645",2011,72,1705
"2278","S02000646",2011,24,2184
"2279","S02000647",2011,39,2775
"2280","S02000648",2011,30,2952
"2281","S02000649",2011,13,1386
"2282","S02000650",2011,48,2326
"2283","S02000651",2011,47,2354
"2284","S02000652",2011,2,1666
"2285","S02000653",2011,12,1337
"2286","S02000654",2011,34,2947
"2287","S02000655",2011,128,3806
"2288","S02000656",2011,45,3579
"2289","S02000657",2011,23,1833
"2290","S02000658",2011,83,5521
"2291","S02000659",2011,80,3673
"2292","S02000660",2011,33,3337
"2293","S02000661",2011,86,4012
"2294","S02000662",2011,8,1572
"2295","S02000663",2011,19,2522
"2296","S02000664",2011,101,4095
"2297","S02000665",2011,109,3078
"2298","S02000666",2011,12,3248
"2299","S02000667",2011,27,2429
"2300","S02000668",2011,83,3094
"2301","S02000669",2011,18,1894
"2302","S02000670",2011,1,1497
"2303","S02000671",2011,49,2406
"2304","S02000672",2011,89,2738
"2305","S02000673",2011,25,2049
"2306","S02000674",2011,30,1900
"2307","S02000675",2011,70,3413
"2308","S02000676",2011,16,1900
"2309","S02000677",2011,100,2137
"2310","S02000678",2011,22,1772
"2311","S02000679",2011,72,2256
"2312","S02000680",2011,19,2192
"2313","S02000681",2011,110,2340
"2314","S02000682",2011,29,1151
"2315","S02000683",2011,87,1952
"2316","S02000684",2011,19,1940
"2317","S02000685",2011,13,2643
"2318","S02000686",2011,32,1930
"2319","S02000687",2011,8,1600
"2320","S02000688",2011,81,3527
"2321","S02000689",2011,123,3074
"2322","S02000690",2011,108,2738
"2323","S02000691",2011,27,2410
"2324","S02000692",2011,27,2889
"2325","S02000693",2011,17,2400
"2326","S02000694",2011,21,2266
"2327","S02000695",2011,67,2346
"2328","S02000696",2011,33,2250
"2329","S02000697",2011,12,1546
"2330","S02000698",2011,30,1817
"2331","S02000699",2011,23,2039
"2332","S02000700",2011,10,1306
"2333","S02000701",2011,24,2035
"2334","S02000702",2011,83,2262
"2335","S02000703",2011,20,1264
"2336","S02000704",2011,30,1931
"2337","S02000705",2011,82,3321
"2338","S02000706",2011,21,1938
"2339","S02000707",2011,24,1301
"2340","S02000708",2011,15,1684
"2341","S02000709",2011,41,2880
"2342","S02000710",2011,21,1837
"2343","S02000711",2011,18,1204
"2344","S02000712",2011,12,1524
"2345","S02000713",2011,43,1922
"2346","S02000714",2011,10,1513
"2347","S02000715",2011,5,1473
"2348","S02000716",2011,1,1304
"2349","S02000771",2011,50,1195
"2350","S02000772",2011,39,1533
"2351","S02000773",2011,132,2300
"2352","S02000774",2011,13,2308
"2353","S02000775",2011,46,2725
"2354","S02000776",2011,53,2724
"2355","S02000777",2011,42,1969
"2356","S02000778",2011,45,2778
"2357","S02000779",2011,30,2012
"2358","S02000780",2011,19,2579
"2359","S02000781",2011,42,3466
"2360","S02000782",2011,14,1974
"2361","S02000783",2011,27,2342
"2362","S02000784",2011,66,3139
"2363","S02000785",2011,42,2189
"2364","S02000786",2011,54,2084
"2365","S02000787",2011,47,2127
"2366","S02000923",2011,94,2474
"2367","S02000925",2011,33,1775
"2368","S02000926",2011,25,1506
"2369","S02000927",2011,34,1536
"2370","S02000983",2011,28,1299
"2371","S02000984",2011,46,1452
"2372","S02000985",2011,19,1692
"2373","S02000986",2011,16,1554
"2374","S02000987",2011,35,2481
"2375","S02000988",2011,22,2270
"2376","S02000989",2011,40,1437
"2377","S02000990",2011,42,2106
"2378","S02000991",2011,58,3367
"2379","S02000992",2011,27,2252
"2380","S02000993",2011,22,1607
"2381","S02000994",2011,38,1870
"2382","S02000995",2011,43,2565
"2383","S02000996",2011,27,1575
"2384","S02000997",2011,21,1785
"2385","S02000998",2011,30,1876
"2386","S02000999",2011,41,2447
"2387","S02001000",2011,82,4482
"2388","S02001001",2011,39,2345
"2389","S02001002",2011,56,2039
"2390","S02001003",2011,20,2067
"2391","S02001004",2011,101,3370
"2392","S02001005",2011,27,2102
"2393","S02001006",2011,26,1958
"2394","S02001007",2011,36,2910
"2395","S02001008",2011,46,2038
"2396","S02001009",2011,27,1304
"2397","S02001010",2011,35,2630
"2398","S02001011",2011,54,2476
"2399","S02001012",2011,26,1183
"2400","S02001013",2011,45,2468
"2401","S02001014",2011,60,3205
"2402","S02001015",2011,43,1591
"2403","S02001016",2011,104,2455
"2404","S02001017",2011,37,2181
"2405","S02001018",2011,32,2158
"2406","S02001019",2011,37,2465
"2407","S02001020",2011,29,1915
"2408","S02001146",2011,37,1988
"2409","S02001148",2011,44,2186
"2410","S02001149",2011,20,1973
"2411","S02001150",2011,32,2248
"2412","S02001152",2011,28,1389
"2413","S02001153",2011,25,1743
"2414","S02001154",2011,65,1576
"2415","S02001156",2011,112,2406
"2416","S02001157",2011,80,2231
"2417","S02001158",2011,36,1517
"2418","S02001159",2011,48,2680
"2419","S02001160",2011,24,1831
"2420","S02001161",2011,35,2043
"2421","S02001162",2011,41,1933
"2422","S02001184",2011,18,2372
"2423","S02001185",2011,26,2526
"2424","S02001186",2011,17,2782
"2425","S02001187",2011,23,2325
"2426","S02001188",2011,33,3020
"2427","S02001189",2011,31,1790
"2428","S02001190",2011,40,2368
"2429","S02001191",2011,22,2468
"2430","S02001192",2011,120,3225
"2431","S02001193",2011,31,1988
"2432","S02001194",2011,40,1955
"2433","S02001195",2011,50,2805
"2434","S02001196",2011,34,2685
"2435","S02001197",2011,41,2396
"2436","S02001198",2011,46,2547
"2437","S02001199",2011,43,2160
"2438","S02001200",2011,43,2730
"2439","S02001201",2011,29,2532
"2440","S02000260",2012,52,2276
"2441","S02000261",2012,33,938
"2442","S02000262",2012,28,1728
"2443","S02000263",2012,55,1449
"2444","S02000264",2012,58,2338
"2445","S02000265",2012,41,1168
"2446","S02000266",2012,32,1131
"2447","S02000267",2012,36,1357
"2448","S02000268",2012,64,2268
"2449","S02000269",2012,35,1342
"2450","S02000270",2012,54,2187
"2451","S02000271",2012,45,1675
"2452","S02000272",2012,81,1526
"2453","S02000273",2012,41,1215
"2454","S02000274",2012,128,1493
"2455","S02000275",2012,58,1476
"2456","S02000276",2012,37,1576
"2457","S02000277",2012,21,1921
"2458","S02000278",2012,23,1129
"2459","S02000279",2012,73,1914
"2460","S02000280",2012,25,1598
"2461","S02000281",2012,62,2017
"2462","S02000282",2012,46,1505
"2463","S02000283",2012,21,1300
"2464","S02000284",2012,22,1443
"2465","S02000285",2012,38,1058
"2466","S02000286",2012,43,1618
"2467","S02000287",2012,38,2012
"2468","S02000310",2012,73,1988
"2469","S02000311",2012,97,2527
"2470","S02000312",2012,49,1325
"2471","S02000313",2012,56,2250
"2472","S02000314",2012,38,2375
"2473","S02000316",2012,50,1392
"2474","S02000317",2012,84,2262
"2475","S02000318",2012,151,2459
"2476","S02000319",2012,55,1100
"2477","S02000320",2012,57,1440
"2478","S02000321",2012,55,2254
"2479","S02000322",2012,24,1702
"2480","S02000323",2012,43,1249
"2481","S02000324",2012,31,1671
"2482","S02000325",2012,51,1877
"2483","S02000326",2012,75,1991
"2484","S02000327",2012,47,1732
"2485","S02000328",2012,40,2918
"2486","S02000329",2012,35,1308
"2487","S02000584",2012,23,1753
"2488","S02000585",2012,10,2528
"2489","S02000586",2012,35,1832
"2490","S02000587",2012,26,2062
"2491","S02000588",2012,25,1911
"2492","S02000589",2012,44,2345
"2493","S02000590",2012,27,1234
"2494","S02000591",2012,27,1176
"2495","S02000592",2012,21,2250
"2496","S02000593",2012,78,2275
"2497","S02000594",2012,30,1472
"2498","S02000595",2012,40,1779
"2499","S02000596",2012,42,2233
"2500","S02000597",2012,23,2593
"2501","S02000598",2012,49,1501
"2502","S02000599",2012,86,2904
"2503","S02000600",2012,43,1784
"2504","S02000601",2012,13,1474
"2505","S02000602",2012,39,2770
"2506","S02000603",2012,67,2349
"2507","S02000604",2012,73,2337
"2508","S02000605",2012,66,1999
"2509","S02000606",2012,25,1375
"2510","S02000607",2012,101,2837
"2511","S02000608",2012,89,2838
"2512","S02000609",2012,68,2234
"2513","S02000610",2012,44,3192
"2514","S02000611",2012,31,1821
"2515","S02000612",2012,74,2401
"2516","S02000613",2012,11,1202
"2517","S02000614",2012,108,3090
"2518","S02000615",2012,29,2200
"2519","S02000616",2012,54,2868
"2520","S02000617",2012,25,1907
"2521","S02000618",2012,63,2358
"2522","S02000619",2012,10,1937
"2523","S02000620",2012,43,2779
"2524","S02000621",2012,58,2361
"2525","S02000622",2012,61,1958
