"","Chromosome","Genome.Order","gm05296","gm03563","gm01535","gm07081","gm01750","gm03134","gm13330","gm13031","gm01524"
"1251",10,281,NA,NA,NA,NA,0.068021,NA,NA,NA,0.101509
"1252",10,282,0.613365,-0.105328,-0.105328,0.088777,-0.075529,0.080413,-0.153167,-0.010686,0.071162
"1253",10,283,0.462171,-0.009732,-0.009732,0.015568,0.00902,-0.052454,-0.003276,0.026684,0.064431
"1254",10,284,0.536517,-0.028848,-0.028848,-0.003875,-0.064059,0.011882,-0.006897,0.055028,0.126202
"1255",10,285,0.427178,0.011942,0.011942,-0.056958,NA,-0.026351,NA,-0.019504,0.085463
"1256",10,286,NA,NA,NA,NA,0.040355,NA,NA,NA,NA
"1257",10,287,0.48717,0.022588,0.022588,-0.026465,-0.039344,-0.026998,0.046628,0.062559,0.072426
"1258",10,288,0.481739,0.022092,0.022092,-0.045674,0.032648,-0.025326,0.049972,0.052344,0.078227
"1259",10,290,0.418615,0.002851,0.002851,-0.009452,0.037952,0.001449,0.034524,0.0539,-0.02813
"1260",10,291,0.522966,0.120172,0.120172,0.043854,0.036047,0.026786,0.097035,0.089597,0.038289
"1261",10,292,0.519888,0.104064,0.104064,-0.009628,0.018397,0.01529,0.14486,0.054462,0.020415
"1262",10,293,0.537838,-0.062393,-0.062393,-0.022979,-0.046937,-0.034972,-0.044454,0.057863,0.033063
"1263",10,294,0.419849,0.041557,0.041557,0.015254,0.056095,0.034044,0.060841,-0.014892,-0.022089
"1264",10,295,0.5851,-0.025588,-0.025588,-0.025206,-0.025783,0.044385,-0.105449,0.068728,-0.009659
"1265",10,296,0.408302,-0.000627,-0.000627,-0.090624,0.045625,-0.047357,0.01789,-0.027541,-0.107415
"1266",10,297,0.516274,0.082755,0.082755,0.01432,0.10886,0.011931,0.152554,0.077779,-0.038871
"1267",10,298,0.55795,0.006468,0.006468,0.053112,0.012299,0.037821,0.000922,0.101836,0.09697
"1268",10,299,NA,-0.039943,-0.039943,-0.004278,0.044271,0.026003,-0.044985,-0.001323,-0.00977
"1269",10,301,0.56282,0.015227,0.015227,0.028821,0.016341,0.065,-0.009439,0.038784,0.082995
"1270",10,302,0.649376,0.006333,0.006333,0.031929,-0.11093,0.088912,0.019116,0.120296,0.05354
"1271",10,303,0.382297,-0.102804,-0.102804,-0.100753,0.036163,-0.102592,NA,-0.10935,0.018638
"1272",10,304,0.026173,0.051385,0.051385,0.020327,-0.006589,0.029925,0.045573,0.048218,0.042692
"1273",10,305,0.088045,-0.098004,-0.098004,NA,0.020485,-0.049442,-0.10253,NA,0.051812
"1274",10,306,-0.005797,-0.053373,-0.053373,0.003181,-0.035048,-0.020549,-0.069562,-0.005438,-0.002927
"1275",10,307,-0.053356,-0.084353,-0.084353,-0.020527,0.100999,-0.060416,-0.078288,-0.061265,0.090842
"1276",10,308,0.088079,-0.068279,-0.068279,-0.007258,0.009689,0.01371,-0.104037,0.075501,0.107705
"1277",10,309,0.025762,-0.032689,-0.032689,0.026574,0.013047,-0.016038,0.009893,0.060523,0.044665
"1278",10,310,-0.044142,-0.11175,-0.11175,-0.01028,-0.111301,-0.061434,NA,0.09066,-0.000313
"1279",10,312,0.037502,-0.022693,-0.022693,NA,0.105987,0.02341,-0.058874,-0.039812,-0.062869
"1280",10,313,0.071216,0.071867,0.071867,0.059594,0.073402,0.075947,0.069281,0.093204,0.062059
"1281",10,314,0.115454,0.027909,0.027909,0.040434,-0.067799,0.103378,0.039349,0.163913,0.098643
"1282",10,315,-0.040542,0.161875,0.161875,0.045289,NA,0.058168,0.07587,NA,0.054103
"1283",10,316,0.064686,NA,NA,0.224377,-0.078632,NA,0.190158,0.11862,0.002243
"1284",10,317,-0.060052,0.068492,0.068492,-0.062255,-0.080273,-0.029773,0.093258,-0.057116,-0.031833
"1285",10,318,-0.060562,-0.014008,-0.014008,0.138358,-0.050862,NA,0.036272,0.024578,0.026856
"1286",10,319,-0.024772,0.09094,0.09094,NA,0.139787,0.036137,0.142542,-0.006725,-0.007724
"1287",10,320,0.059458,0.041875,0.041875,-0.037619,0.057365,0.018598,0.094072,0.001643,0.055603
"1288",10,321,0.037852,0.048747,0.048747,NA,NA,0.015077,0.038688,NA,-0.0193
"1289",10,323,NA,0.15502,0.15502,NA,-0.052592,0.145597,0.244221,NA,0.043891
"1290",10,324,-0.115366,0.097563,0.097563,-0.025659,0.028137,-0.036383,NA,-0.008849,-0.047849
"1291",10,325,-0.028055,0.231841,0.231841,NA,-0.019133,0.231123,0.234435,0.139964,-0.14697
"1292",10,326,-0.070181,0.153785,0.153785,NA,NA,0.161509,0.102529,0.05744,-0.051348
"1293",10,327,-0.050651,0.126716,0.126716,-0.094324,-0.011553,0.009009,0.145142,-0.027576,-0.056131
"1294",10,328,-0.029299,0.205332,0.205332,NA,-0.065535,NA,0.212237,0.012137,-0.037517
"1295",10,329,-0.059022,-0.011489,-0.011489,-0.052617,0.173501,-0.036731,0.018615,-0.016303,0.078571
"1296",10,330,0.082584,0.029442,0.029442,0.201894,NA,0.061342,0.048797,0.172875,-0.029341
"1297",10,331,0.011711,NA,NA,NA,NA,0.130365,NA,0.014412,-0.035695
"1298",10,332,-0.060028,0.029101,0.029101,NA,0.093905,-0.007348,0.046073,NA,-0.044706
"1299",10,335,NA,NA,NA,NA,-0.080913,NA,0.360699,NA,-0.021059
"1300",10,336,0.018853,0.191774,0.191774,NA,-0.103685,0.047673,0.106452,-0.011088,NA
"1301",10,337,-0.120087,0.134115,0.134115,-0.042786,-0.088967,-0.005117,0.079866,-0.069811,-0.118869
"1302",10,338,-0.10627,0.122712,0.122712,-0.119481,-0.049483,-0.058296,0.110418,-0.006451,-0.08781
"1303",10,339,-0.034819,0.107439,0.107439,-0.009643,-0.017896,0.094823,0.099208,-0.020694,-0.186085
"1304",10,340,0.020969,0.086196,0.086196,-0.0184,-0.031885,0.056836,0.076686,-0.029448,-0.150457
"1305",10,341,-0.027251,-0.031504,-0.031504,-0.095255,-0.090594,-0.020614,-0.026157,-0.038387,-0.043613
"1306",11,342,0.063259,0.038676,0.038676,-0.141873,-0.138847,-0.056886,0.073241,-0.042302,-0.204202
"1307",11,343,-0.063773,-0.015819,-0.015819,-0.253633,-0.074505,-0.103105,0.030022,-0.122663,-0.324354
"1308",11,344,-0.099018,0.154732,0.154732,-0.074371,-0.019413,0.009038,NA,-0.108924,-0.111877
"1309",11,346,0.000801,0.097773,0.097773,-0.116316,-0.024711,0.015583,0.186487,-0.015837,-0.288802
"1310",11,347,NA,-0.017703,-0.017703,NA,0.136846,NA,-0.072379,0.033387,-0.015697
"1311",11,348,0.043347,-0.059604,-0.059604,0.023905,0.000789,0.034916,-0.126845,0.016686,0.076541
"1312",11,349,-0.071524,-0.143435,-0.143435,-0.0583,-0.064071,-0.078462,-0.07261,-0.152603,-0.042984
"1313",11,350,-0.05468,-0.056649,-0.056649,-0.030446,0.158507,-0.038728,NA,-0.052041,-0.065589
"1314",11,351,0.013853,-0.025084,-0.025084,0.021483,0.122021,0.072942,0.02496,0.019207,0.157216
"1315",11,352,0.052681,0.017482,0.017482,0.101619,-0.02199,0.076516,0.023324,0.114332,0.035463
"1316",11,353,NA,-0.068094,-0.068094,-0.033477,0.09126,NA,-0.085101,0.038862,0.098309
"1317",11,354,-0.064691,-0.096192,-0.096192,0.000675,0.087301,0.053933,-0.055263,-0.084216,-0.116429
"1318",11,355,0.026382,0.030743,0.030743,0.001502,-0.064536,0.023005,0.100077,0.085598,0.093836
"1319",11,357,-0.031901,-0.050363,-0.050363,-0.051558,0.030156,-0.003383,0.000474,-0.049374,-0.039874
"1320",11,358,0.008985,-0.041203,-0.041203,-0.041969,0.166825,-0.039697,-0.000674,0.064128,-0.0268
"1321",11,359,0.038406,0.067627,0.067627,0.069648,-0.104486,0.036222,0.082751,0.121617,0.101786
"1322",11,360,0.053541,-0.028217,-0.028217,-0.071899,0.084893,-0.009457,-0.091995,-0.089485,-0.017491
"1323",11,361,0.04573,0.030579,0.030579,0.058155,0.021094,0.143346,0.080988,0.107867,0.117941
"1324",11,362,-0.044371,-0.003784,-0.003784,0.024068,0.102516,-0.015121,0.034273,0.039195,0.031909
"1325",11,363,0.047223,-0.042736,-0.042736,0.078805,0.059381,-0.002664,0.010644,0.05828,0.03149
"1326",11,364,0.029507,0.053782,0.053782,-0.012201,0.135907,0.03626,0.082605,0.005067,0.13912
"1327",11,365,0.154647,-0.024602,-0.024602,0.060529,-0.07828,0.128579,0.005982,0.135182,0.13611
"1328",11,366,-0.028656,-0.057882,-0.057882,0.417701,0.113516,-0.042487,-0.021371,-0.087463,-0.107778
"1329",11,368,-0.040683,-0.078475,-0.078475,0.00188,0.117081,-0.059228,NA,-0.047155,NA
"1330",11,369,0.082984,0.010077,0.010077,0.058546,0.028515,0.055052,0.044799,0.077702,0.064284
"1331",11,370,-0.047755,-0.021041,-0.021041,0.039946,-0.004534,0.072443,-0.001967,0.068192,0.273617
"1332",11,371,0.010288,-0.04569,-0.04569,-0.022547,0.039448,-0.007641,-0.018349,0.028771,0.004418
"1333",11,372,0.036348,-0.057348,-0.057348,0.047992,-0.00706,0.021461,-0.053686,0.087423,0.14706
"1334",11,373,-0.059326,-0.065127,-0.065127,-0.065198,0.027375,-0.057524,-0.048234,-0.024332,-0.054212
"1335",11,374,0.093288,0.062397,0.062397,0.066901,0.02347,0.102594,0.085196,0.089223,0.088522
"1336",11,375,0.021819,-0.070133,-0.070133,-0.019575,0.115015,-0.017356,-0.049503,0.052581,0.072351
"1337",11,376,0.042106,0.038823,0.038823,0.061929,0.0365,0.013049,0.090828,0.098388,0.087021
"1338",11,377,0.004137,0.034149,0.034149,0.007257,0.058887,0.007898,0.077789,0.070895,0.206968
"1339",11,379,0.057866,0.064125,0.064125,0.046775,0.031081,0.023263,0.111134,0.06359,0.084091
"1340",11,380,0.061857,0.007741,0.007741,0.022841,-0.007286,-0.005347,0.095168,0.045544,-0.03232
"1341",11,381,-0.033481,0.067391,0.067391,0.048118,0.052368,0.000902,NA,0.082279,0.037516
"1342",11,382,0.100931,-0.059162,-0.059162,-0.00577,-0.011148,0.072087,-0.073289,0.079563,0.136652
"1343",11,383,-0.029153,-0.01548,-0.01548,0.005502,-0.131413,-0.00023,-0.043762,0.022824,0.007432
"1344",11,384,-0.11858,-0.154356,-0.154356,-0.071195,-0.109242,-0.159608,-0.188023,-0.109745,-0.10315
"1345",11,385,-0.143383,-0.138916,-0.138916,0.006003,-0.079478,-0.14113,-0.177122,-0.158377,-0.144548
"1346",11,386,0.013447,0.031744,0.031744,-0.036295,0.012163,-0.088727,-0.031674,-0.026558,-0.092399
"1347",11,387,0.029901,-0.078042,-0.078042,0.058369,0.071625,0.032303,-0.08597,-0.078295,-0.062335
"1348",11,388,0.068473,-0.032196,-0.032196,-0.014198,-0.113361,0.13472,-0.067124,-0.040056,-0.062112
"1349",11,390,-0.014248,NA,NA,NA,-0.029223,NA,NA,NA,NA
"1350",11,391,-0.007085,-0.145455,-0.145455,-0.019569,-0.092734,NA,-0.19746,-0.088201,0.022872
"1351",11,392,-0.066676,0.024644,0.024644,NA,-0.238889,0.08615,-0.095857,0.079507,-0.074657
"1352",11,393,0.209802,-0.270203,-0.270203,-0.201934,-0.061548,-0.187991,-0.263083,-0.222372,-0.153131
"1353",11,394,0.052766,-0.072852,-0.072852,0.001934,0.119107,-0.004051,-0.091372,-0.064814,0.023447
"1354",11,395,0.129806,-0.123811,-0.123811,-0.003946,-0.033474,0.056507,-0.163193,0.064831,0.044106
"1355",11,396,-0.107114,-0.144632,-0.144632,-0.052609,-0.04919,-0.102364,-0.161269,-0.073649,-0.075118
"1356",11,397,-0.089195,-0.126485,-0.126485,-0.093857,0.13695,-0.113731,-0.164159,-0.107575,-0.110506
"1357",11,398,0.149555,-0.037486,-0.037486,-0.16583,-0.088965,-0.043174,0.086337,-0.155195,-0.122022
"1358",11,399,0.08766,0.024201,0.024201,-0.031132,0.029503,-0.012008,-0.026135,-0.082354,-0.045136
"1359",11,401,-0.701875,-0.001524,-0.001524,-0.040688,0.041015,0.000354,0.041911,0.006234,0.065179
"1360",11,402,-0.763819,0.01523,0.01523,0.003617,0.099545,0.036071,0.032317,0.039759,0.080293
"1361",11,403,-0.823886,0.041735,0.041735,0.048822,0.071469,0.169412,0.124952,0.131173,0.033443
"1362",11,404,-0.722063,0.008241,0.008241,0.019892,0.004497,0.086569,-0.015996,0.134161,0.097786
"1363",11,405,-0.606057,-0.049476,-0.049476,0.049991,-0.013971,-0.024778,-0.019657,0.004827,0.013164
"1364",11,406,-0.670702,-0.040042,-0.040042,0.00846,-0.175678,-0.009289,-0.02314,0.025106,0.002853
"1365",11,407,-0.261965,-0.124136,-0.124136,-0.10593,0.066244,-0.081243,NA,-0.157641,-0.099134
"1366",11,408,-0.650163,-0.065541,-0.065541,-0.062592,-0.147288,0.036016,-0.011456,0.01148,-0.053597
"1367",11,409,-0.599047,-0.079826,-0.079826,-0.095769,0.036384,-0.093431,-0.10494,-0.070167,-0.118661
"1368",11,410,-0.786701,0.004016,0.004016,-0.001722,0.073234,-0.006945,0.031127,0.041746,0.062095
"1369",11,412,-0.704614,-0.03893,-0.03893,-0.021103,0.050614,0.127727,-0.007446,0.041352,-0.067054
"1370",11,413,-0.841003,0.009467,0.009467,0.030128,0.018978,0.013513,0.014457,0.062926,0.006769
"1371",11,414,-0.501586,0.012242,0.012242,-0.096541,-0.073823,0.012304,0.000318,-0.070393,0.11
"1372",11,415,-0.298158,NA,NA,-0.108522,-0.027208,-0.158309,-0.134936,-0.158978,-0.056138
"1373",11,416,-0.834573,-0.048739,-0.048739,-0.045155,-0.09765,-0.043296,-0.053315,-0.087081,-0.002409
"1374",11,417,-0.087916,-0.095499,-0.095499,-0.120741,-0.086128,-0.083885,-0.079101,-0.141154,-0.051034
"1375",11,418,-0.026132,-0.260017,-0.260017,-0.051542,-0.090911,NA,-0.218414,-0.28958,-0.105124
"1376",11,419,-0.063318,-0.168765,-0.168765,-0.054876,-0.072334,-0.090304,-0.17724,-0.221917,-0.086007
"1377",11,420,-0.081215,-0.187721,-0.187721,0.002727,-0.138708,-0.093811,-0.180425,-0.180277,-0.166859
"1378",11,421,NA,-0.125969,-0.125969,-0.041815,0.019761,0.203444,-0.128739,-0.192973,-0.066907
"1379",11,423,-0.02291,-0.087435,-0.087435,-0.039527,0.010192,-0.019478,-0.056248,-0.011122,0.073608
"1380",11,424,0.115277,-0.035152,-0.035152,-0.058498,0.146561,0.023004,0.033429,-0.051534,-0.018299
"1381",11,425,0.192761,0.019806,0.019806,-0.065166,0.126704,0.057772,0.101181,-0.01199,-0.102141
"1382",11,426,0.062675,0.057618,0.057618,-0.003851,-0.006886,0.058963,0.035993,0.005049,-0.100148
"1383",11,427,0.084961,-0.097874,-0.097874,-0.021197,0.107925,-0.151258,-0.137197,-0.197711,-0.052512
"1384",11,428,0.084258,0.026027,0.026027,0.011041,-0.036688,0.007904,0.046514,-0.035181,-0.104559
"1385",11,429,-0.02848,0.016524,0.016524,0.386555,-0.047677,-0.027559,0.039322,-0.065069,-0.005865
"1386",11,430,-0.027674,-0.01856,-0.01856,-0.036514,-0.07782,-0.036424,-0.041276,-0.019713,-0.085856
"1387",11,431,-0.010078,-0.019036,-0.019036,-0.1165,0.042745,-0.070668,0.021656,-0.119679,-0.115576
"1388",11,432,0.106734,0.029584,0.029584,-0.044248,-0.041786,0.003469,0.060781,0.045556,-0.110491
"1389",11,434,0.093907,-0.02901,-0.02901,-0.070119,-0.116698,0.012505,-0.065022,0.008386,-0.019806
"1390",11,435,0.098171,-0.139238,-0.139238,0.030199,0.040187,-0.095123,-0.180284,-0.108766,-0.175342
"1391",11,436,0.017304,-0.170823,-0.170823,-0.020041,0.101889,-0.05829,-0.110241,0.01496,0.109733
"1392",11,437,0.014482,-0.092738,-0.092738,0.011056,-0.008394,-0.016849,-0.126455,-0.01134,-0.075718
"1393",11,438,0.098801,-0.037868,-0.037868,-0.05077,0.069656,0.038845,0.016305,-0.072039,0.021443
"1394",11,439,0.164865,-0.146589,-0.146589,0.059222,-0.03854,0.053294,-0.12249,0.140172,-0.12021
"1395",11,440,-0.107618,0.136576,0.136576,-0.012993,-0.031126,-0.035073,0.089001,-0.019339,NA
"1396",11,441,0.054634,0.060621,0.060621,-0.0545,0.084414,-0.008585,-0.073415,0.011511,-0.068235
"1397",11,442,0.095414,0.051847,0.051847,0.034346,-0.0046,0.084829,0.063274,0.135758,0.049848
"1398",11,443,0.092451,0.04444,0.04444,-0.052716,-0.106338,0.083094,0.005787,-0.027806,0.049637
"1399",11,446,-0.041624,0.080142,0.080142,0.036683,-0.021044,-0.017153,-0.030268,0.004141,0.011088
"1400",11,447,-0.01412,0.148364,0.148364,-0.071874,-0.063397,0.008966,0.043808,-0.026996,-0.091949
"1401",11,448,-0.037874,-0.029306,-0.029306,-0.026905,0.053104,NA,-0.063853,-0.112809,-0.009936
"1402",11,449,-0.00389,0.001825,0.001825,0.05809,-0.058401,0.033183,0.01689,0.044309,-0.151611
"1403",11,450,-0.017595,0.086015,0.086015,-0.142057,-0.083481,0.016022,0.12919,0.010741,-0.090182
"1404",11,451,-0.068182,0.089762,0.089762,-0.097469,-0.056762,0.010759,0.104632,-0.066813,-0.08673
"1405",11,452,-0.015085,0.025043,0.025043,-0.082143,0.174789,-0.019233,0.065627,0.04558,-0.078903
"1406",11,453,0.18811,-0.044178,-0.044178,-0.083581,-0.09678,-0.025606,0.113315,0.033979,-0.28956
"1407",11,454,0.027135,0.102049,0.102049,-0.147617,-0.020779,-0.047083,0.009618,-0.092334,-0.056165
"1408",11,455,0.02366,0.199327,0.199327,-0.060999,0.078525,0.015919,0.166224,-0.001672,-0.061948
"1409",11,457,-0.040364,0.037216,0.037216,-0.035621,-0.009077,0.002964,0.066781,0.014542,-0.071167
"1410",11,458,-0.021823,0.030417,0.030417,-0.096412,-0.08454,-0.024823,0.056121,-0.044167,-0.04628
"1411",11,459,-0.127535,-0.015653,-0.015653,-0.134347,-0.122986,-0.151417,0.003783,-0.032055,-0.085205
"1412",11,460,-0.072929,-0.006786,-0.006786,-0.119022,-0.028799,-0.055505,0.001513,-0.090204,-0.150963
"1413",11,461,0.097579,0.129899,0.129899,-0.035019,-0.045727,0.004489,0.078896,0.042553,-0.097989
"1414",11,462,0.037907,-0.067744,-0.067744,-0.120242,0.024849,-0.024238,-0.013966,-0.062825,-0.091643
"1415",11,463,0.00816,0.124726,0.124726,-0.056837,0.026304,0.035428,0.171068,-0.010898,-0.049982
"1416",11,464,0.068543,0.143766,0.143766,-0.008431,-0.017094,0.117754,0.115253,0.040216,-0.015151
"1417",11,465,-0.032315,0.058665,0.058665,-0.02041,-0.062776,-0.000888,0.09523,-0.001949,-0.10206
"1418",11,466,0.177528,-0.06309,-0.06309,-0.197744,-0.008003,-0.094875,-0.050413,-0.136725,-0.213204
"1419",11,468,-0.05687,0.028218,0.028218,-0.126914,-0.034432,0.004708,0.086931,-0.036842,-0.21866
"1420",11,469,-0.016183,0.049465,0.049465,-0.112763,0.009788,-0.043064,0.066077,-0.069702,-0.130713
"1421",11,470,-0.031146,0.033626,0.033626,0.002007,-0.06039,-0.040932,-0.030426,-0.015676,-0.206775
"1422",11,471,NA,0.088354,0.088354,-0.078047,-0.051997,-0.034838,0.104797,-0.036446,0.024675
"1423",11,472,-0.062389,0.096789,0.096789,-0.036925,0.085594,-0.025227,NA,0.009544,NA
"1424",11,473,0.052957,0.054567,0.054567,0.049237,0.046273,0.069802,0.092714,0.124756,0.084417
"1425",11,474,0.023279,0.059027,0.059027,0.070854,0.063089,0.032273,0.056126,0.028806,-0.043001
"1426",11,475,0.022237,-0.015851,-0.015851,0.058899,-0.009946,0.019238,-0.023274,0.062591,-0.038342
"1427",11,476,-0.14381,0.251873,0.251873,0.564912,0.03447,NA,NA,NA,-0.130809
"1428",11,477,0.04463,0.013892,0.013892,-0.053716,3.9e-05,-0.025838,0.043981,-0.052956,-0.058689
"1429",11,479,0.095999,0.042234,0.042234,NA,-0.036306,0.069298,0.056695,NA,-0.093082
"1430",11,480,-0.044168,0.009796,0.009796,-0.021712,0.080634,-0.009267,0.045586,-0.039924,0.041874
"1431",11,481,0.083232,-0.001345,-0.001345,-0.012903,0.146311,-0.00858,0.02325,-0.019308,-0.058479
"1432",11,482,0.1252,0.093523,0.093523,0.02465,0.094761,0.070699,0.053712,0.13022,-0.046499
"1433",11,483,-0.016367,0.12779,0.12779,-0.050029,-0.060821,0.018635,0.171496,0.076472,0.018564
"1434",11,484,-0.042856,0.075031,0.075031,0.000587,-0.046941,NA,0.12927,0.055531,-0.016812
"1435",11,485,-0.073803,0.056346,0.056346,0.043039,-0.02021,0.029129,0.092427,-0.014542,-0.020333
"1436",11,486,-0.088975,-0.0448,-0.0448,-0.046861,0.170195,-0.038961,-0.052316,0.028654,0.052615
"1437",11,487,0.104419,0.000111,0.000111,0.009705,-0.062333,0.045606,-0.011897,-0.053782,-0.050806
"1438",11,488,-0.012488,NA,NA,-0.008108,0.168657,-0.003638,NA,-0.006439,0.064357
"1439",11,490,0.134628,-0.141684,-0.141684,0.076719,-0.047867,0.078613,-0.145026,0.116678,-0.069362
"1440",11,491,0.03594,-0.106219,-0.106219,-0.08183,-0.012879,-0.027932,-0.178696,-0.024906,0.008469
"1441",11,492,0.114554,-0.044532,-0.044532,0.036866,-0.023583,-0.051747,-0.071125,-0.020924,0.061946
"1442",11,493,-0.039162,-0.109044,-0.109044,-0.037062,-0.182384,-0.025667,-0.175466,0.004634,NA
"1443",11,494,0.088803,0.01515,0.01515,0.046345,0.021778,0.023473,-0.009358,-0.271827,0.124626
"1444",11,495,-0.002833,-0.125041,-0.125041,-0.039796,-0.15231,-0.079507,-0.045598,-0.0574,-0.056601
"1445",11,496,-0.14795,-0.270831,-0.270831,-0.079974,0.056336,-0.151866,-0.264188,-0.175206,-0.283517
"1446",11,497,0.024307,-0.066879,-0.066879,0.056473,-0.08106,0.033152,-0.107762,0.076194,0.125027
"1447",11,498,0.022187,0.013357,0.013357,-0.001941,-0.060374,0.059383,0.004528,-0.064213,0.115726
"1448",11,499,-0.050086,-0.022035,-0.022035,-0.035287,-0.037982,-0.072442,0.027487,-0.052085,-0.039391
"1449",11,501,-0.04579,-0.065654,-0.065654,0.027413,-0.033467,-0.013752,-0.051905,-0.005197,0.023036
"1450",11,502,-0.029843,-0.208692,-0.208692,0.015388,0.036918,-0.08631,-0.184002,-0.182953,-0.126683
"1451",11,503,-0.081707,-0.129315,-0.129315,-0.054535,-0.020861,-0.057168,-0.154347,-0.119708,-0.058056
"1452",11,504,0.007488,-0.050885,-0.050885,-0.088017,-0.057046,-0.03234,-0.086498,-0.023864,NA
"1453",11,505,0.067919,NA,NA,0.03886,-0.022366,0.015067,-0.012173,-0.019306,0.041045
"1454",11,506,-0.02721,0.019002,0.019002,-0.014474,-0.056834,0.006227,0.059059,0.096899,0.125668
"1455",11,507,0.00201,-0.215104,-0.215104,-0.102623,-0.009624,-0.029101,-0.193832,-0.119653,-0.098349
"1456",11,508,-0.025514,0.187712,0.187712,0.076307,-0.045599,0.009638,0.034982,0.060461,-0.022407
"1457",11,509,0.144501,-0.113584,-0.113584,-0.028397,0.010962,-0.035174,-0.093168,-0.100625,0.009283
"1458",11,510,0.009069,-0.190099,-0.190099,0.04566,-0.080981,-0.059794,-0.229696,-0.139821,-0.036935
"1459",11,512,-0.06901,-0.23187,-0.23187,-0.075463,0.038783,-0.114249,-0.271457,-0.125744,-0.130714
"1460",11,513,-0.04776,-0.160589,-0.160589,-0.026519,0.035293,-0.090098,-0.199045,-0.12816,-0.126573
"1461",11,514,-0.032515,-0.13887,-0.13887,-0.003995,-0.043357,0.02473,-0.154529,-0.109082,-0.020973
"1462",11,515,-0.096973,-0.116556,-0.116556,0.063394,-0.0587,-0.048027,-0.096256,-0.157093,0.036941
"1463",11,516,-0.014107,-0.144349,-0.144349,-0.107767,-0.133651,-0.123041,-0.144717,-0.120801,-0.163929
"1464",11,517,-0.115365,-0.116422,-0.116422,-0.023047,-0.127999,-0.055434,-0.152418,-0.061913,-0.041602
"1465",11,518,-0.129389,-0.123466,-0.123466,-0.123011,-0.04148,-0.116076,-0.093704,-0.112801,-0.019509
"1466",11,519,0.061232,-0.010011,-0.010011,-0.048681,0.00878,-0.075047,-0.113474,-0.072836,-0.066192
"1467",11,520,0.037475,0.041241,0.041241,0.048892,0.066943,0.026398,0.06249,0.094627,0.121691
"1468",11,521,0.019875,-0.01724,-0.01724,-0.018374,0.147092,0.021469,0.019943,-0.040001,-0.01559
"1469",11,523,0.073359,0.043328,0.043328,0.00894,-0.016639,0.077761,0.08869,0.036891,0.072664
"1470",11,524,-0.026227,0.080874,0.080874,0.012651,0.042427,0.020646,0.091553,0.044952,0.003162
"1471",11,525,0.007971,0.035124,0.035124,0.054405,0.162776,0.086137,0.042091,0.025596,0.128397
"1472",11,526,0.10547,0.110309,0.110309,0.178203,-0.124497,0.158397,0.041592,0.081611,0.10559
"1473",11,527,-0.006914,0.050365,0.050365,-0.086558,-0.101793,0.00161,-0.01589,-0.064151,0.076719
"1474",11,528,0.013524,0.053831,0.053831,-0.076866,0.19633,-0.053072,0.029236,0.022647,-0.071388
"1475",11,529,0.110814,0.090552,0.090552,0.04739,-0.026025,0.080411,0.095647,0.050328,0.044233
"1476",11,530,-0.065866,-0.008611,-0.008611,-0.042244,-0.013951,-0.03508,0.029763,-0.017712,-0.003836
"1477",11,531,0.018837,0.045128,0.045128,-0.004525,0.050119,-0.018533,0.081075,0.06267,0.017015
"1478",11,532,0.092188,0.112028,0.112028,0.029524,0.209904,0.124467,0.099057,0.091442,-0.015384
"1479",11,534,0.16221,0.179695,0.179695,0.068377,0.088763,0.166386,0.107816,0.096625,0.065568
"1480",11,535,0.083796,0.118958,0.118958,0.047795,0.102714,0.103019,0.150405,0.118003,-0.03795
"1481",11,536,0.06737,0.092457,0.092457,-0.008962,0.180242,0.074343,0.099842,0.016603,0.09317
"1482",11,537,0.111017,0.066455,0.066455,0.038338,0.118839,0.10881,0.062198,0.112766,0.050663
"1483",11,538,0.016741,0.022758,0.022758,0.081411,0.094006,0.075733,0.019926,0.117295,0.067144
"1484",11,539,0.11057,0.098331,0.098331,-0.010709,0.089012,0.040416,0.138976,0.012507,-0.025379
"1485",11,540,0.014006,0.023467,0.023467,0.062424,0.120608,0.013878,0.052806,0.04333,0.055203
"1486",11,541,0.067415,-0.037352,-0.037352,0.036164,0.153464,0.035861,-0.048899,-0.010798,0.024107
"1487",11,542,0.083962,0.115131,0.115131,0.140427,0.040853,0.087002,0.120296,0.125722,-0.033718
"1488",11,543,0.061502,0.010369,0.010369,0.006172,-0.01643,0.021745,-0.027291,-0.02406,-0.013734
"1489",11,545,-0.00111,0.042709,0.042709,0.013566,0.030438,0.03497,0.023953,0.07485,-0.061389
"1490",11,546,0.020506,0.029771,0.029771,-0.008157,0.023636,0.056347,0.027567,0.017091,0.125056
"1491",11,547,0.046176,0.026661,0.026661,0.061546,0.054325,0.082511,0.100136,0.008679,NA
"1492",11,548,0.015965,0.002856,0.002856,0.061937,0.045099,-0.00151,0.009546,0.084588,0.201266
"1493",11,549,0.012605,0.097836,0.097836,0.023828,0.013624,0.046323,0.078126,0.069989,-0.04489
"1494",11,550,0.005139,0.042389,0.042389,-0.064714,0.035062,-0.049661,0.054733,-0.066479,0.015163
"1495",12,551,0.057221,0.142508,0.142508,0.284419,-0.007618,NA,0.2261,0.273586,-0.002829
"1496",12,552,-0.03495,0.07663,0.07663,-0.004014,0.113301,0.025281,0.01854,0.04386,-0.046792
"1497",12,553,0.041958,0.082352,0.082352,-0.010041,0.024804,0.093571,0.197969,0.099877,-0.116307
