"","pupil","school","popular","sex","texp","const","teachpop"
"1569",17,79,NA,0,15,1,4
"1570",18,79,4,0,15,1,4
"1571",19,79,4,0,15,1,5
"1572",20,79,5,0,15,1,4
"1573",1,80,6,0,23,1,5
"1574",2,80,7,1,23,1,6
"1575",3,80,NA,0,23,1,5
"1576",4,80,7,1,23,1,6
"1577",5,80,5,0,23,1,5
"1578",6,80,NA,0,23,1,6
"1579",7,80,8,0,23,1,5
"1580",8,80,5,1,23,1,5
"1581",9,80,NA,1,23,1,5
"1582",10,80,NA,0,23,1,5
"1583",11,80,NA,0,23,1,5
"1584",12,80,6,0,23,1,5
"1585",13,80,6,1,23,1,6
"1586",14,80,NA,1,23,1,5
"1587",15,80,NA,0,23,1,5
"1588",16,80,7,0,23,1,5
"1589",17,80,NA,0,23,1,4
"1590",18,80,4,1,23,1,5
"1591",19,80,NA,1,23,1,5
"1592",20,80,5,1,23,1,5
"1593",1,81,NA,0,8,1,3
"1594",2,81,NA,0,8,1,3
"1595",3,81,3,0,8,1,4
"1596",4,81,4,1,8,1,2
"1597",5,81,NA,1,8,1,4
"1598",6,81,4,1,8,1,3
"1599",7,81,3,0,8,1,4
"1600",8,81,4,1,8,1,2
"1601",9,81,5,1,8,1,3
"1602",10,81,NA,0,8,1,4
"1603",11,81,NA,0,8,1,3
"1604",12,81,4,1,8,1,3
"1605",13,81,NA,0,8,1,4
"1606",14,81,4,1,8,1,3
"1607",15,81,NA,0,8,1,3
"1608",16,81,3,0,8,1,4
"1609",17,81,NA,0,8,1,4
"1610",18,81,NA,1,8,1,3
"1611",19,81,4,1,8,1,3
"1612",20,81,3,0,8,1,3
"1613",21,81,NA,0,8,1,2
"1614",1,82,NA,1,8,1,4
"1615",2,82,4,1,8,1,4
"1616",3,82,NA,0,8,1,4
"1617",4,82,4,0,8,1,4
"1618",5,82,NA,1,8,1,4
"1619",6,82,NA,0,8,1,4
"1620",7,82,5,1,8,1,5
"1621",8,82,4,1,8,1,5
"1622",9,82,NA,0,8,1,4
"1623",10,82,4,1,8,1,4
"1624",11,82,4,0,8,1,4
"1625",12,82,4,0,8,1,4
"1626",13,82,5,0,8,1,4
"1627",14,82,NA,0,8,1,4
"1628",15,82,4,1,8,1,4
"1629",16,82,5,1,8,1,4
"1630",17,82,6,1,8,1,5
"1631",18,82,5,1,8,1,4
"1632",19,82,NA,0,8,1,5
"1633",20,82,5,1,8,1,5
"1634",21,82,NA,1,8,1,4
"1635",1,83,NA,0,24,1,6
"1636",2,83,NA,0,24,1,6
"1637",3,83,7,1,24,1,6
"1638",4,83,NA,1,24,1,5
"1639",5,83,7,1,24,1,6
"1640",6,83,6,0,24,1,6
"1641",7,83,NA,1,24,1,6
"1642",8,83,7,1,24,1,6
"1643",9,83,7,1,24,1,6
"1644",10,83,NA,0,24,1,6
"1645",11,83,7,1,24,1,6
"1646",12,83,NA,1,24,1,6
"1647",13,83,8,1,24,1,6
"1648",14,83,8,1,24,1,6
"1649",15,83,NA,0,24,1,5
"1650",16,83,9,1,24,1,7
"1651",17,83,NA,0,24,1,6
"1652",18,83,7,0,24,1,5
"1653",1,84,5,1,22,1,4
"1654",2,84,5,0,22,1,3
"1655",3,84,NA,1,22,1,4
"1656",4,84,6,1,22,1,5
"1657",5,84,NA,0,22,1,4
"1658",6,84,NA,0,22,1,4
"1659",7,84,6,1,22,1,3
"1660",8,84,5,0,22,1,4
"1661",9,84,4,0,22,1,4
"1662",10,84,5,1,22,1,4
"1663",11,84,6,1,22,1,5
"1664",12,84,NA,0,22,1,4
"1665",13,84,NA,0,22,1,3
"1666",14,84,NA,0,22,1,3
"1667",15,84,6,1,22,1,4
"1668",16,84,5,1,22,1,3
"1669",17,84,NA,0,22,1,4
"1670",18,84,NA,1,22,1,4
"1671",19,84,NA,1,22,1,4
"1672",20,84,NA,1,22,1,5
"1673",21,84,NA,0,22,1,3
"1674",1,85,NA,0,16,1,6
"1675",2,85,6,1,16,1,5
"1676",3,85,6,0,16,1,5
"1677",4,85,8,1,16,1,6
"1678",5,85,NA,1,16,1,5
"1679",6,85,NA,0,16,1,5
"1680",7,85,NA,1,16,1,5
"1681",8,85,NA,0,16,1,4
"1682",9,85,7,1,16,1,5
"1683",10,85,NA,1,16,1,5
"1684",11,85,7,0,16,1,5
"1685",12,85,NA,0,16,1,5
"1686",13,85,7,1,16,1,5
"1687",14,85,5,0,16,1,5
"1688",15,85,NA,0,16,1,4
"1689",16,85,7,1,16,1,6
"1690",17,85,5,0,16,1,5
"1691",18,85,5,0,16,1,5
"1692",19,85,7,1,16,1,5
"1693",20,85,6,1,16,1,5
"1694",21,85,NA,0,16,1,5
"1695",22,85,6,1,16,1,6
"1696",1,86,NA,0,4,1,2
"1697",2,86,5,1,4,1,4
"1698",3,86,NA,0,4,1,3
"1699",4,86,3,0,4,1,3
"1700",5,86,NA,1,4,1,2
"1701",6,86,5,1,4,1,4
"1702",7,86,NA,1,4,1,4
"1703",8,86,3,0,4,1,3
"1704",9,86,4,0,4,1,2
"1705",10,86,NA,0,4,1,3
"1706",11,86,NA,0,4,1,3
"1707",12,86,NA,0,4,1,4
"1708",13,86,4,1,4,1,4
"1709",14,86,NA,0,4,1,3
"1710",15,86,4,1,4,1,2
"1711",16,86,NA,1,4,1,3
"1712",17,86,NA,1,4,1,4
"1713",18,86,5,1,4,1,4
"1714",19,86,3,0,4,1,3
"1715",20,86,4,0,4,1,2
"1716",21,86,3,0,4,1,3
"1717",22,86,NA,1,4,1,4
"1718",1,87,NA,0,2,1,4
"1719",2,87,NA,1,2,1,4
"1720",3,87,4,1,2,1,3
"1721",4,87,5,1,2,1,3
"1722",5,87,5,1,2,1,4
"1723",6,87,NA,0,2,1,3
"1724",7,87,NA,1,2,1,4
"1725",8,87,5,1,2,1,4
"1726",9,87,4,0,2,1,3
"1727",10,87,5,1,2,1,4
"1728",11,87,3,0,2,1,4
"1729",12,87,3,0,2,1,3
"1730",13,87,4,1,2,1,3
"1731",14,87,4,1,2,1,3
"1732",15,87,NA,1,2,1,4
"1733",16,87,3,0,2,1,3
"1734",17,87,4,0,2,1,3
"1735",18,87,NA,1,2,1,3
"1736",19,87,3,0,2,1,3
"1737",20,87,4,0,2,1,3
"1738",21,87,NA,1,2,1,3
"1739",1,88,NA,1,13,1,4
"1740",2,88,NA,0,13,1,4
"1741",3,88,5,1,13,1,5
"1742",4,88,6,1,13,1,3
"1743",5,88,6,1,13,1,4
"1744",6,88,6,1,13,1,5
"1745",7,88,NA,1,13,1,4
"1746",8,88,3,0,13,1,3
"1747",9,88,NA,0,13,1,4
"1748",10,88,5,0,13,1,3
"1749",11,88,7,1,13,1,4
"1750",12,88,6,1,13,1,4
"1751",13,88,5,0,13,1,4
"1752",14,88,NA,0,13,1,3
"1753",15,88,NA,0,13,1,3
"1754",16,88,6,1,13,1,3
"1755",17,88,5,1,13,1,5
"1756",18,88,4,0,13,1,5
"1757",19,88,NA,0,13,1,4
"1758",20,88,5,1,13,1,5
"1759",21,88,5,0,13,1,5
"1760",22,88,NA,0,13,1,3
"1761",23,88,NA,0,13,1,5
"1762",1,89,6,1,13,1,6
"1763",2,89,NA,1,13,1,6
"1764",3,89,6,1,13,1,6
"1765",4,89,NA,0,13,1,5
"1766",5,89,6,1,13,1,5
"1767",6,89,6,1,13,1,6
"1768",7,89,NA,1,13,1,5
"1769",8,89,6,1,13,1,6
"1770",9,89,NA,0,13,1,6
"1771",10,89,5,0,13,1,4
"1772",11,89,NA,1,13,1,5
"1773",12,89,7,1,13,1,5
"1774",13,89,6,0,13,1,5
"1775",14,89,NA,0,13,1,5
"1776",15,89,5,0,13,1,4
"1777",16,89,6,0,13,1,6
"1778",17,89,NA,1,13,1,5
"1779",18,89,4,0,13,1,5
"1780",1,90,6,1,3,1,5
"1781",2,90,5,0,3,1,5
"1782",3,90,NA,0,3,1,5
"1783",4,90,NA,0,3,1,6
"1784",5,90,NA,1,3,1,5
"1785",6,90,NA,0,3,1,5
"1786",7,90,NA,1,3,1,6
"1787",8,90,5,0,3,1,5
"1788",9,90,6,1,3,1,5
"1789",10,90,6,1,3,1,6
"1790",11,90,NA,0,3,1,5
"1791",12,90,6,1,3,1,6
"1792",13,90,NA,1,3,1,5
"1793",14,90,6,1,3,1,5
"1794",15,90,6,1,3,1,5
"1795",16,90,6,1,3,1,5
"1796",17,90,NA,1,3,1,4
"1797",18,90,6,1,3,1,5
"1798",19,90,5,0,3,1,5
"1799",20,90,6,1,3,1,5
"1800",21,90,6,1,3,1,5
"1801",22,90,NA,0,3,1,5
"1802",23,90,4,0,3,1,4
"1803",1,91,7,0,16,1,7
"1804",2,91,NA,1,16,1,7
"1805",3,91,8,1,16,1,7
"1806",4,91,5,0,16,1,7
"1807",5,91,9,1,16,1,6
"1808",6,91,6,0,16,1,5
"1809",7,91,8,1,16,1,7
"1810",8,91,7,0,16,1,7
"1811",9,91,NA,0,16,1,7
"1812",10,91,6,0,16,1,7
"1813",11,91,8,1,16,1,7
"1814",12,91,8,1,16,1,7
"1815",13,91,NA,0,16,1,7
"1816",14,91,NA,1,16,1,7
"1817",15,91,NA,1,16,1,7
"1818",16,91,NA,0,16,1,7
"1819",17,91,NA,0,16,1,6
"1820",18,91,8,1,16,1,7
"1821",1,92,NA,0,16,1,3
"1822",2,92,4,0,16,1,5
"1823",3,92,NA,0,16,1,4
"1824",4,92,NA,0,16,1,4
"1825",5,92,6,1,16,1,3
"1826",6,92,NA,1,16,1,4
"1827",7,92,4,0,16,1,3
"1828",8,92,NA,0,16,1,3
"1829",9,92,6,0,16,1,5
"1830",10,92,3,0,16,1,3
"1831",11,92,5,1,16,1,4
"1832",12,92,4,0,16,1,4
"1833",13,92,NA,0,16,1,4
"1834",14,92,5,1,16,1,5
"1835",15,92,NA,0,16,1,4
"1836",16,92,4,0,16,1,5
"1837",17,92,4,0,16,1,4
"1838",1,93,NA,1,10,1,4
"1839",2,93,7,1,10,1,5
"1840",3,93,6,1,10,1,4
"1841",4,93,NA,0,10,1,4
"1842",5,93,NA,0,10,1,4
"1843",6,93,6,1,10,1,5
"1844",7,93,NA,0,10,1,5
"1845",8,93,4,0,10,1,4
"1846",9,93,5,0,10,1,5
"1847",10,93,6,1,10,1,4
"1848",11,93,NA,0,10,1,4
"1849",12,93,5,0,10,1,4
"1850",13,93,5,0,10,1,5
"1851",14,93,5,1,10,1,5
"1852",15,93,NA,1,10,1,5
"1853",16,93,4,0,10,1,4
"1854",17,93,7,1,10,1,6
"1855",18,93,5,0,10,1,4
"1856",19,93,5,0,10,1,4
"1857",20,93,6,0,10,1,6
"1858",1,94,5,0,21,1,4
"1859",2,94,NA,0,21,1,4
"1860",3,94,6,1,21,1,5
"1861",4,94,6,1,21,1,5
"1862",5,94,5,0,21,1,5
"1863",6,94,5,1,21,1,5
"1864",7,94,6,1,21,1,4
"1865",8,94,6,1,21,1,4
"1866",9,94,6,1,21,1,4
"1867",10,94,NA,0,21,1,4
"1868",11,94,NA,0,21,1,5
"1869",12,94,4,0,21,1,4
"1870",13,94,6,1,21,1,5
"1871",14,94,NA,0,21,1,5
"1872",15,94,NA,0,21,1,4
"1873",16,94,6,1,21,1,5
"1874",1,95,NA,0,15,1,5
"1875",2,95,7,1,15,1,5
"1876",3,95,5,0,15,1,5
"1877",4,95,5,0,15,1,4
"1878",5,95,6,0,15,1,5
"1879",6,95,7,1,15,1,5
"1880",7,95,NA,0,15,1,5
"1881",8,95,NA,0,15,1,5
"1882",9,95,6,1,15,1,5
"1883",10,95,NA,0,15,1,5
"1884",11,95,NA,0,15,1,5
"1885",12,95,6,1,15,1,6
"1886",13,95,NA,1,15,1,6
"1887",14,95,6,1,15,1,6
"1888",15,95,NA,1,15,1,5
"1889",16,95,NA,1,15,1,6
"1890",17,95,NA,1,15,1,6
"1891",18,95,5,0,15,1,4
"1892",19,95,NA,0,15,1,5
"1893",20,95,7,1,15,1,5
"1894",21,95,5,0,15,1,5
"1895",1,96,5,1,13,1,3
"1896",2,96,5,1,13,1,3
"1897",3,96,5,0,13,1,3
"1898",4,96,NA,0,13,1,5
"1899",5,96,5,0,13,1,4
"1900",6,96,5,1,13,1,5
"1901",7,96,5,0,13,1,4
"1902",8,96,NA,0,13,1,4
"1903",9,96,4,0,13,1,4
"1904",10,96,NA,1,13,1,4
"1905",11,96,5,1,13,1,4
"1906",12,96,NA,1,13,1,5
"1907",13,96,6,0,13,1,3
"1908",14,96,NA,0,13,1,4
"1909",15,96,6,1,13,1,4
"1910",16,96,5,1,13,1,4
"1911",17,96,5,1,13,1,4
"1912",18,96,5,0,13,1,4
"1913",19,96,5,0,13,1,3
"1914",20,96,5,0,13,1,4
"1915",21,96,NA,1,13,1,4
"1916",1,97,4,1,9,1,3
"1917",2,97,3,0,9,1,4
"1918",3,97,5,0,9,1,3
"1919",4,97,NA,0,9,1,3
"1920",5,97,NA,0,9,1,4
"1921",6,97,5,1,9,1,4
"1922",7,97,5,1,9,1,3
"1923",8,97,4,0,9,1,3
"1924",9,97,NA,1,9,1,4
"1925",10,97,4,0,9,1,4
"1926",11,97,3,0,9,1,3
"1927",12,97,5,1,9,1,3
"1928",13,97,3,0,9,1,3
"1929",14,97,4,1,9,1,3
"1930",15,97,3,0,9,1,4
"1931",16,97,5,1,9,1,3
"1932",17,97,4,0,9,1,4
"1933",18,97,6,1,9,1,4
"1934",19,97,5,1,9,1,4
"1935",20,97,5,1,9,1,4
"1936",21,97,NA,0,9,1,3
"1937",1,98,7,0,25,1,7
"1938",2,98,NA,1,25,1,6
"1939",3,98,NA,0,25,1,7
"1940",4,98,NA,1,25,1,7
"1941",5,98,NA,1,25,1,7
"1942",6,98,8,1,25,1,7
"1943",7,98,NA,0,25,1,7
"1944",8,98,NA,1,25,1,7
"1945",9,98,NA,0,25,1,6
"1946",10,98,NA,0,25,1,7
"1947",11,98,8,1,25,1,7
"1948",12,98,9,1,25,1,7
"1949",13,98,7,0,25,1,7
"1950",14,98,8,1,25,1,7
"1951",15,98,8,1,25,1,6
"1952",16,98,9,0,25,1,7
"1953",17,98,8,1,25,1,7
"1954",18,98,7,1,25,1,6
"1955",19,98,7,1,25,1,7
"1956",20,98,7,1,25,1,6
"1957",21,98,7,1,25,1,7
"1958",1,99,NA,0,21,1,5
"1959",2,99,6,0,21,1,6
"1960",3,99,6,0,21,1,5
"1961",4,99,6,0,21,1,5
"1962",5,99,NA,1,21,1,5
"1963",6,99,NA,1,21,1,5
"1964",7,99,5,0,21,1,5
"1965",8,99,NA,1,21,1,5
"1966",9,99,NA,1,21,1,5
"1967",10,99,NA,1,21,1,5
"1968",11,99,5,0,21,1,5
"1969",12,99,NA,1,21,1,5
"1970",13,99,NA,0,21,1,5
"1971",14,99,6,0,21,1,6
"1972",15,99,NA,1,21,1,5
"1973",16,99,NA,0,21,1,5
"1974",17,99,NA,0,21,1,5
"1975",18,99,NA,0,21,1,5
"1976",19,99,7,1,21,1,6
"1977",20,99,NA,1,21,1,5
"1978",21,99,5,0,21,1,5
"1979",22,99,NA,0,21,1,6
"1980",23,99,5,0,21,1,5
"1981",1,100,5,0,7,1,5
"1982",2,100,4,0,7,1,4
"1983",3,100,6,1,7,1,4
"1984",4,100,NA,0,7,1,4
"1985",5,100,5,1,7,1,5
"1986",6,100,7,1,7,1,5
"1987",7,100,3,0,7,1,4
"1988",8,100,NA,0,7,1,4
"1989",9,100,NA,0,7,1,4
"1990",10,100,NA,0,7,1,4
"1991",11,100,NA,0,7,1,5
"1992",12,100,6,1,7,1,5
"1993",13,100,NA,1,7,1,4
"1994",14,100,6,1,7,1,4
"1995",15,100,4,1,7,1,4
"1996",16,100,NA,1,7,1,4
"1997",17,100,4,0,7,1,4
"1998",18,100,6,1,7,1,4
"1999",19,100,5,0,7,1,4
"2000",20,100,5,0,7,1,4
