"","sex","A","P","C","Y","upper"
"7081",1,40,2006,1966,22867.8333333333,0
"7082",1,40,2006,1965,22093.5,1
"7083",1,41,2006,1965,22078,0
"7084",1,41,2006,1964,21728.8333333333,1
"7085",1,42,2006,1964,21718.1666666667,0
"7086",1,42,2006,1963,21153.6666666667,1
"7087",1,43,2006,1963,21141.3333333333,0
"7088",1,43,2006,1962,20033.5,1
"7089",1,44,2006,1962,20023.5,0
"7090",1,44,2006,1961,19429.6666666667,1
"7091",1,45,2006,1961,19418.8333333333,0
"7092",1,45,2006,1960,19471.1666666667,1
"7093",1,46,2006,1960,19455.8333333333,0
"7094",1,46,2006,1959,18618.3333333333,1
"7095",1,47,2006,1959,18600.1666666667,0
"7096",1,47,2006,1958,18691.8333333333,1
"7097",1,48,2006,1958,18669.1666666667,0
"7098",1,48,2006,1957,18595,1
"7099",1,49,2006,1957,18570.5,0
"7100",1,49,2006,1956,18711,1
"7101",1,50,2006,1956,18687.5,0
"7102",1,50,2006,1955,18472.6666666667,1
"7103",1,51,2006,1955,18447.3333333333,0
"7104",1,51,2006,1954,17938,1
"7105",1,52,2006,1954,17902,0
"7106",1,52,2006,1953,18299.8333333333,1
"7107",1,53,2006,1953,18258.1666666667,0
"7108",1,53,2006,1952,17827.1666666667,1
"7109",1,54,2006,1952,17788.8333333333,0
"7110",1,54,2006,1951,17610.8333333333,1
"7111",1,55,2006,1951,17571.6666666667,0
"7112",1,55,2006,1950,17923.3333333333,1
"7113",1,56,2006,1950,17873.1666666667,0
"7114",1,56,2006,1949,17779.3333333333,1
"7115",1,57,2006,1949,17732.1666666667,0
"7116",1,57,2006,1948,18717.8333333333,1
"7117",1,58,2006,1948,18673.1666666667,0
"7118",1,58,2006,1947,19829.8333333333,1
"7119",1,59,2006,1947,19766.1666666667,0
"7120",1,59,2006,1946,20556.1666666667,1
"7121",1,60,2006,1946,20480.8333333333,0
"7122",1,60,2006,1945,19679.3333333333,1
"7123",1,61,2006,1945,19599.1666666667,0
"7124",1,61,2006,1944,18470.1666666667,1
"7125",1,62,2006,1944,18389.8333333333,0
"7126",1,62,2006,1943,16710.6666666667,1
"7127",1,63,2006,1943,16630.8333333333,0
"7128",1,63,2006,1942,15680.8333333333,1
"7129",1,64,2006,1942,15600.1666666667,0
"7130",1,64,2006,1941,13721.5,1
"7131",1,65,2006,1941,13648,0
"7132",1,65,2006,1940,13153.3333333333,1
"7133",1,66,2006,1940,13068.1666666667,0
"7134",1,66,2006,1939,12392.1666666667,1
"7135",1,67,2006,1939,12313.8333333333,0
"7136",1,67,2006,1938,12058,1
"7137",1,68,2006,1938,11975,0
"7138",1,68,2006,1937,11260.3333333333,1
"7139",1,69,2006,1937,11170.6666666667,0
"7140",1,69,2006,1936,10748.6666666667,1
"7141",1,70,2006,1936,10651.3333333333,0
"7142",1,70,2006,1935,9988.83333333333,1
"7143",1,71,2006,1935,9891.16666666667,0
"7144",1,71,2006,1934,9432.33333333333,1
"7145",1,72,2006,1934,9329.16666666667,0
"7146",1,72,2006,1933,8777,1
"7147",1,73,2006,1933,8664.5,0
"7148",1,73,2006,1932,8270.83333333333,1
"7149",1,74,2006,1932,8156.66666666667,0
"7150",1,74,2006,1931,7876.66666666667,1
"7151",1,75,2006,1931,7754.83333333333,0
"7152",1,75,2006,1930,7526.83333333333,1
"7153",1,76,2006,1930,7396.16666666667,0
"7154",1,76,2006,1929,7072.66666666667,1
"7155",1,77,2006,1929,6943.83333333333,0
"7156",1,77,2006,1928,6872.16666666667,1
"7157",1,78,2006,1928,6729.83333333333,0
"7158",1,78,2006,1927,6144.5,1
"7159",1,79,2006,1927,6004.5,0
"7160",1,79,2006,1926,5868.5,1
"7161",1,80,2006,1926,5727.5,0
"7162",1,80,2006,1925,5346.5,1
"7163",1,81,2006,1925,5194.5,0
"7164",1,81,2006,1924,4945.16666666667,1
"7165",1,82,2006,1924,4801.83333333333,0
"7166",1,82,2006,1923,4319.33333333333,1
"7167",1,83,2006,1923,4175.16666666667,0
"7168",1,83,2006,1922,3813.83333333333,1
"7169",1,84,2006,1922,3675.16666666667,0
"7170",1,84,2006,1921,3503.16666666667,1
"7171",1,85,2006,1921,3356.83333333333,0
"7172",1,85,2006,1920,3076.5,1
"7173",1,86,2006,1920,2936.5,0
"7174",1,86,2006,1919,2330.83333333333,1
"7175",1,87,2006,1919,2217.66666666667,0
"7176",1,87,2006,1918,2028.33333333333,1
"7177",1,88,2006,1918,1924.16666666667,0
"7178",1,88,2006,1917,1601,1
"7179",1,89,2006,1917,1500,0
"7180",1,89,2006,1916,1334,1
"7181",1,90,2006,1916,1245,0
"7182",1,90,2006,1915,1020.83333333333,1
"7183",1,91,2006,1915,945.166666666667,0
"7184",1,91,2006,1914,856.5,1
"7185",1,92,2006,1914,788.5,0
"7186",1,92,2006,1913,628.833333333333,1
"7187",1,93,2006,1913,568.166666666667,0
"7188",1,93,2006,1912,478.5,1
"7189",1,94,2006,1912,438.5,0
"7190",1,94,2006,1911,325.5,1
"7191",1,95,2006,1911,290.5,0
"7192",1,95,2006,1910,227.666666666667,1
"7193",1,96,2006,1910,198.833333333333,0
"7194",1,96,2006,1909,151.833333333333,1
"7195",1,97,2006,1909,134.166666666667,0
"7196",1,97,2006,1908,90.3333333333333,1
"7197",1,98,2006,1908,77.6666666666667,0
"7198",1,98,2006,1907,72.1666666666667,1
"7199",1,99,2006,1907,79.8333333333333,0
"7200",1,99,2006,1906,90.6666666666667,1
"7201",1,0,2007,2007,16488,0
"7202",1,0,2007,2006,16811.8333333333,1
"7203",1,1,2007,2006,16855.1666666667,0
"7204",1,1,2007,2005,16527.8333333333,1
"7205",1,2,2007,2005,16546.1666666667,0
"7206",1,2,2007,2004,16630.3333333333,1
"7207",1,3,2007,2004,16635.1666666667,0
"7208",1,3,2007,2003,16686,1
"7209",1,4,2007,2003,16692.5,0
"7210",1,4,2007,2002,16616.5,1
"7211",1,5,2007,2002,16625.5,0
"7212",1,5,2007,2001,16789.8333333333,1
"7213",1,6,2007,2001,16798.6666666667,0
"7214",1,6,2007,2000,17292.8333333333,1
"7215",1,7,2007,2000,17294.6666666667,0
"7216",1,7,2007,1999,17089.3333333333,1
"7217",1,8,2007,1999,17088.1666666667,0
"7218",1,8,2007,1998,17246.3333333333,1
"7219",1,9,2007,1998,17256.6666666667,0
"7220",1,9,2007,1997,17645.6666666667,1
"7221",1,10,2007,1997,17655.8333333333,0
"7222",1,10,2007,1996,17762.1666666667,1
"7223",1,11,2007,1996,17769.8333333333,0
"7224",1,11,2007,1995,18435.6666666667,1
"7225",1,12,2007,1995,18448.8333333333,0
"7226",1,12,2007,1994,18434.8333333333,1
"7227",1,13,2007,1994,18436.1666666667,0
"7228",1,13,2007,1993,17897,1
"7229",1,14,2007,1993,17904,0
"7230",1,14,2007,1992,18108.1666666667,1
"7231",1,15,2007,1992,18121.8333333333,0
"7232",1,15,2007,1991,17287.3333333333,1
"7233",1,16,2007,1991,17302.1666666667,0
"7234",1,16,2007,1990,17266,1
"7235",1,17,2007,1990,17296,0
"7236",1,17,2007,1989,16729.3333333333,1
"7237",1,18,2007,1989,16737.1666666667,0
"7238",1,18,2007,1988,16195.6666666667,1
"7239",1,19,2007,1988,16235.3333333333,0
"7240",1,19,2007,1987,15614.3333333333,1
"7241",1,20,2007,1987,15722.6666666667,0
"7242",1,20,2007,1986,15596,1
"7243",1,21,2007,1986,15728,0
"7244",1,21,2007,1985,15315,1
"7245",1,22,2007,1985,15442.5,0
"7246",1,22,2007,1984,14927.1666666667,1
"7247",1,23,2007,1984,15041.8333333333,0
"7248",1,23,2007,1983,14715.8333333333,1
"7249",1,24,2007,1983,14786.1666666667,0
"7250",1,24,2007,1982,15213,1
"7251",1,25,2007,1982,15268,0
"7252",1,25,2007,1981,15059.5,1
"7253",1,26,2007,1981,15128,0
"7254",1,26,2007,1980,15989,1
"7255",1,27,2007,1980,16040,0
"7256",1,27,2007,1979,16378.3333333333,1
"7257",1,28,2007,1979,16433.6666666667,0
"7258",1,28,2007,1978,17006.8333333333,1
"7259",1,29,2007,1978,17048.1666666667,0
"7260",1,29,2007,1977,16968,1
"7261",1,30,2007,1977,17026.5,0
"7262",1,30,2007,1976,17765,1
"7263",1,31,2007,1976,17806,0
"7264",1,31,2007,1975,19136.5,1
"7265",1,32,2007,1975,19168.5,0
"7266",1,32,2007,1974,18945.3333333333,1
"7267",1,33,2007,1974,18974.6666666667,0
"7268",1,33,2007,1973,19068.1666666667,1
"7269",1,34,2007,1973,19095.8333333333,0
"7270",1,34,2007,1972,19864.8333333333,1
"7271",1,35,2007,1972,19885.1666666667,0
"7272",1,35,2007,1971,19906,1
"7273",1,36,2007,1971,19920.5,0
"7274",1,36,2007,1970,18993.3333333333,1
"7275",1,37,2007,1970,19015.1666666667,0
"7276",1,37,2007,1969,19070.5,1
"7277",1,38,2007,1969,19087,0
"7278",1,38,2007,1968,19872.1666666667,1
"7279",1,39,2007,1968,19894.3333333333,0
"7280",1,39,2007,1967,21212.6666666667,1
"7281",1,40,2007,1967,21217.8333333333,0
"7282",1,40,2007,1966,22859.6666666667,1
"7283",1,41,2007,1966,22860.3333333333,0
"7284",1,41,2007,1965,22065.6666666667,1
"7285",1,42,2007,1965,22068.8333333333,0
"7286",1,42,2007,1964,21707,1
"7287",1,43,2007,1964,21706.5,0
"7288",1,43,2007,1963,21124.1666666667,1
"7289",1,44,2007,1963,21119.3333333333,0
"7290",1,44,2007,1962,20006.5,1
"7291",1,45,2007,1962,19999.5,0
"7292",1,45,2007,1961,19403.1666666667,1
"7293",1,46,2007,1961,19398.3333333333,0
"7294",1,46,2007,1960,19430.8333333333,1
"7295",1,47,2007,1960,19421.1666666667,0
"7296",1,47,2007,1959,18578,1
"7297",1,48,2007,1959,18574,0
"7298",1,48,2007,1958,18632.6666666667,1
"7299",1,49,2007,1958,18618.8333333333,0
"7300",1,49,2007,1957,18519,1
"7301",1,50,2007,1957,18492,0
"7302",1,50,2007,1956,18630.8333333333,1
"7303",1,51,2007,1956,18597.6666666667,0
"7304",1,51,2007,1955,18394.1666666667,1
"7305",1,52,2007,1955,18366.3333333333,0
"7306",1,52,2007,1954,17834.3333333333,1
"7307",1,53,2007,1954,17802.6666666667,0
"7308",1,53,2007,1953,18177.3333333333,1
"7309",1,54,2007,1953,18138.1666666667,0
"7310",1,54,2007,1952,17716.5,1
"7311",1,55,2007,1952,17682.5,0
"7312",1,55,2007,1951,17492.5,1
"7313",1,56,2007,1951,17452.5,0
"7314",1,56,2007,1950,17772,1
"7315",1,57,2007,1950,17721,0
"7316",1,57,2007,1949,17632.6666666667,1
"7317",1,58,2007,1949,17580.3333333333,0
"7318",1,58,2007,1948,18567.3333333333,1
"7319",1,59,2007,1948,18506.1666666667,0
"7320",1,59,2007,1947,19632,1
"7321",1,60,2007,1947,19561.5,0
"7322",1,60,2007,1946,20322.5,1
"7323",1,61,2007,1946,20239.5,0
"7324",1,61,2007,1945,19439.3333333333,1
"7325",1,62,2007,1945,19359.6666666667,0
"7326",1,62,2007,1944,18225.8333333333,1
"7327",1,63,2007,1944,18142.1666666667,0
"7328",1,63,2007,1943,16467.3333333333,1
"7329",1,64,2007,1943,16383.6666666667,0
"7330",1,64,2007,1942,15436.8333333333,1
"7331",1,65,2007,1942,15354.1666666667,0
"7332",1,65,2007,1941,13489.6666666667,1
"7333",1,66,2007,1941,13404.8333333333,0
"7334",1,66,2007,1940,12900.8333333333,1
"7335",1,67,2007,1940,12818.6666666667,0
"7336",1,67,2007,1939,12155.8333333333,1
"7337",1,68,2007,1939,12076.1666666667,0
"7338",1,68,2007,1938,11796.5,1
"7339",1,69,2007,1938,11701,0
"7340",1,69,2007,1937,10985,1
"7341",1,70,2007,1937,10889,0
"7342",1,70,2007,1936,10455.3333333333,1
"7343",1,71,2007,1936,10356.6666666667,0
"7344",1,71,2007,1935,9686.33333333333,1
"7345",1,72,2007,1935,9579.16666666667,0
"7346",1,72,2007,1934,9123,1
"7347",1,73,2007,1934,9020,0
"7348",1,73,2007,1933,8443,1
"7349",1,74,2007,1933,8334,0
"7350",1,74,2007,1932,7927.16666666667,1
"7351",1,75,2007,1932,7811.83333333333,0
"7352",1,75,2007,1931,7511.5,1
"7353",1,76,2007,1931,7390,0
"7354",1,76,2007,1930,7139.16666666667,1
"7355",1,77,2007,1930,7012.83333333333,0
"7356",1,77,2007,1929,6693.5,1
"7357",1,78,2007,1929,6572,0
"7358",1,78,2007,1928,6441.33333333333,1
"7359",1,79,2007,1928,6295.16666666667,0
"7360",1,79,2007,1927,5723.66666666667,1
"7361",1,80,2007,1927,5582.83333333333,0
"7362",1,80,2007,1926,5447.33333333333,1
"7363",1,81,2007,1926,5308.16666666667,0
"7364",1,81,2007,1925,4900.83333333333,1
"7365",1,82,2007,1925,4759.16666666667,0
"7366",1,82,2007,1924,4510.16666666667,1
"7367",1,83,2007,1924,4361.83333333333,0
"7368",1,83,2007,1923,3880.5,1
"7369",1,84,2007,1923,3730,0
"7370",1,84,2007,1922,3396.83333333333,1
"7371",1,85,2007,1922,3257.16666666667,0
"7372",1,85,2007,1921,3079.5,1
"7373",1,86,2007,1921,2948.5,0
"7374",1,86,2007,1920,2663.33333333333,1
"7375",1,87,2007,1920,2530.16666666667,0
"7376",1,87,2007,1919,1991.5,1
"7377",1,88,2007,1919,1878.5,0
"7378",1,88,2007,1918,1719.5,1
"7379",1,89,2007,1918,1619,0
"7380",1,89,2007,1917,1307.33333333333,1
"7381",1,90,2007,1917,1215.66666666667,0
"7382",1,90,2007,1916,1083.5,1
"7383",1,91,2007,1916,1011,0
"7384",1,91,2007,1915,806.666666666667,1
"7385",1,92,2007,1915,743.833333333333,0
"7386",1,92,2007,1914,661.166666666667,1
"7387",1,93,2007,1914,601.833333333333,0
"7388",1,93,2007,1913,464.5,1
"7389",1,94,2007,1913,421.5,0
"7390",1,94,2007,1912,360.5,1
"7391",1,95,2007,1912,322.5,0
"7392",1,95,2007,1911,232,1
"7393",1,96,2007,1911,208.5,0
"7394",1,96,2007,1910,153.833333333333,1
"7395",1,97,2007,1910,137.666666666667,0
"7396",1,97,2007,1909,101.166666666667,1
"7397",1,98,2007,1909,85.8333333333333,0
"7398",1,98,2007,1908,73.6666666666667,1
"7399",1,99,2007,1908,82.3333333333333,0
"7400",1,99,2007,1907,96.1666666666667,1
"7401",1,0,2008,2008,16828,0
"7402",1,0,2008,2007,16527.3333333333,1
"7403",1,1,2008,2007,16566.6666666667,0
"7404",1,1,2008,2006,16922.8333333333,1
"7405",1,2,2008,2006,16947.1666666667,0
"7406",1,2,2008,2005,16585.1666666667,1
"7407",1,3,2008,2005,16605.8333333333,0
"7408",1,3,2008,2004,16663.5,1
"7409",1,4,2008,2004,16687,0
"7410",1,4,2008,2003,16718.1666666667,1
"7411",1,5,2008,2003,16737.3333333333,0
"7412",1,5,2008,2002,16644.3333333333,1
"7413",1,6,2008,2002,16654.1666666667,0
"7414",1,6,2008,2001,16815.1666666667,1
"7415",1,7,2008,2001,16822.8333333333,0
"7416",1,7,2008,2000,17303.3333333333,1
"7417",1,8,2008,2000,17310.1666666667,0
"7418",1,8,2008,1999,17096.6666666667,1
"7419",1,9,2008,1999,17106.3333333333,0
"7420",1,9,2008,1998,17278.1666666667,1
"7421",1,10,2008,1998,17289.3333333333,0
"7422",1,10,2008,1997,17673.6666666667,1
"7423",1,11,2008,1997,17681.3333333333,0
"7424",1,11,2008,1996,17790.1666666667,1
"7425",1,12,2008,1996,17802.8333333333,0
"7426",1,12,2008,1995,18473.8333333333,1
"7427",1,13,2008,1995,18485.6666666667,0
"7428",1,13,2008,1994,18451,1
"7429",1,14,2008,1994,18464.5,0
"7430",1,14,2008,1993,17931.1666666667,1
"7431",1,15,2008,1993,17951.3333333333,0
"7432",1,15,2008,1992,18171.5,1
"7433",1,16,2008,1992,18207.5,0
"7434",1,16,2008,1991,17353.5,1
"7435",1,17,2008,1991,17390,0
"7436",1,17,2008,1990,17333.1666666667,1
"7437",1,18,2008,1990,17340.3333333333,0
"7438",1,18,2008,1989,16811.8333333333,1
"7439",1,19,2008,1989,16878.6666666667,0
"7440",1,19,2008,1988,16381.5,1
"7441",1,20,2008,1988,16488,0
"7442",1,20,2008,1987,15967.3333333333,1
"7443",1,21,2008,1987,16103.6666666667,0
"7444",1,21,2008,1986,16001,1
"7445",1,22,2008,1986,16142,0
"7446",1,22,2008,1985,15688.1666666667,1
"7447",1,23,2008,1985,15806.3333333333,0
"7448",1,23,2008,1984,15255,1
"7449",1,24,2008,1984,15353.5,0
"7450",1,24,2008,1983,14945.5,1
"7451",1,25,2008,1983,15034.5,0
"7452",1,25,2008,1982,15416.1666666667,1
"7453",1,26,2008,1982,15509.3333333333,0
"7454",1,26,2008,1981,15265.6666666667,1
"7455",1,27,2008,1981,15334.8333333333,0
"7456",1,27,2008,1980,16163.5,1
"7457",1,28,2008,1980,16236,0
"7458",1,28,2008,1979,16548.8333333333,1
"7459",1,29,2008,1979,16608.6666666667,0
"7460",1,29,2008,1978,17138.8333333333,1
"7461",1,30,2008,1978,17188.1666666667,0
"7462",1,30,2008,1977,17125.6666666667,1
"7463",1,31,2008,1977,17166.3333333333,0
"7464",1,31,2008,1976,17896.8333333333,1
"7465",1,32,2008,1976,17946.6666666667,0
"7466",1,32,2008,1975,19241.5,1
"7467",1,33,2008,1975,19282.5,0
"7468",1,33,2008,1974,19029,1
"7469",1,34,2008,1974,19054,0
"7470",1,34,2008,1973,19147.1666666667,1
"7471",1,35,2008,1973,19170.8333333333,0
"7472",1,35,2008,1972,19933.3333333333,1
"7473",1,36,2008,1972,19961.1666666667,0
"7474",1,36,2008,1971,19958.3333333333,1
"7475",1,37,2008,1971,19981.6666666667,0
"7476",1,37,2008,1970,19066.3333333333,1
"7477",1,38,2008,1970,19095.6666666667,0
"7478",1,38,2008,1969,19128.1666666667,1
"7479",1,39,2008,1969,19152.8333333333,0
"7480",1,39,2008,1968,19929,1
"7481",1,40,2008,1968,19941.5,0
"7482",1,40,2008,1967,21235.1666666667,1
"7483",1,41,2008,1967,21247.3333333333,0
"7484",1,41,2008,1966,22870,1
"7485",1,42,2008,1966,22879,0
"7486",1,42,2008,1965,22075.6666666667,1
"7487",1,43,2008,1965,22079.3333333333,0
"7488",1,43,2008,1964,21712.1666666667,1
"7489",1,44,2008,1964,21718.3333333333,0
"7490",1,44,2008,1963,21112.5,1
"7491",1,45,2008,1963,21110.5,0
"7492",1,45,2008,1962,19993,1
"7493",1,46,2008,1962,19993.5,0
"7494",1,46,2008,1961,19382.8333333333,1
"7495",1,47,2008,1961,19372.1666666667,0
"7496",1,47,2008,1960,19399.1666666667,1
"7497",1,48,2008,1960,19386.8333333333,0
"7498",1,48,2008,1959,18552.1666666667,1
"7499",1,49,2008,1959,18534.3333333333,0
"7500",1,49,2008,1958,18580.3333333333,1
"7501",1,50,2008,1958,18555.6666666667,0
"7502",1,50,2008,1957,18441.5,1
"7503",1,51,2008,1957,18418,0
"7504",1,51,2008,1956,18542,1
"7505",1,52,2008,1956,18519.5,0
"7506",1,52,2008,1955,18311.5,1
"7507",1,53,2008,1955,18284.5,0
"7508",1,53,2008,1954,17741,1
"7509",1,54,2008,1954,17711,0
"7510",1,54,2008,1953,18060.3333333333,1
"7511",1,55,2008,1953,18021.6666666667,0
"7512",1,55,2008,1952,17614,1
"7513",1,56,2008,1952,17579.5,0
"7514",1,56,2008,1951,17373,1
"7515",1,57,2008,1951,17333.5,0
"7516",1,57,2008,1950,17626.5,1
"7517",1,58,2008,1950,17583,0
"7518",1,58,2008,1949,17478.6666666667,1
"7519",1,59,2008,1949,17429.3333333333,0
"7520",1,59,2008,1948,18386.3333333333,1
"7521",1,60,2008,1948,18327.6666666667,0
"7522",1,60,2008,1947,19422.3333333333,1
"7523",1,61,2008,1947,19353.6666666667,0
"7524",1,61,2008,1946,20068.8333333333,1
"7525",1,62,2008,1946,19981.1666666667,0
"7526",1,62,2008,1945,19197.6666666667,1
"7527",1,63,2008,1945,19115.3333333333,0
"7528",1,63,2008,1944,17969.8333333333,1
"7529",1,64,2008,1944,17881.1666666667,0
"7530",1,64,2008,1943,16207.1666666667,1
"7531",1,65,2008,1943,16114.3333333333,0
"7532",1,65,2008,1942,15183.1666666667,1
"7533",1,66,2008,1942,15094.8333333333,0
"7534",1,66,2008,1941,13231.5,1
"7535",1,67,2008,1941,13143,0
"7536",1,67,2008,1940,12647.6666666667,1
"7537",1,68,2008,1940,12558.8333333333,0
"7538",1,68,2008,1939,11910.3333333333,1
"7539",1,69,2008,1939,11824.1666666667,0
"7540",1,69,2008,1938,11512.3333333333,1
"7541",1,70,2008,1938,11419.1666666667,0
"7542",1,70,2008,1937,10693.1666666667,1
"7543",1,71,2008,1937,10593.3333333333,0
"7544",1,71,2008,1936,10151.6666666667,1
"7545",1,72,2008,1936,10045.3333333333,0
"7546",1,72,2008,1935,9367.16666666667,1
"7547",1,73,2008,1935,9262.33333333333,0
"7548",1,73,2008,1934,8810,1
"7549",1,74,2008,1934,8703,0
"7550",1,74,2008,1933,8117.83333333333,1
"7551",1,75,2008,1933,8010.66666666667,0
"7552",1,75,2008,1932,7581,1
"7553",1,76,2008,1932,7465.5,0
"7554",1,76,2008,1931,7142.66666666667,1
"7555",1,77,2008,1931,7016.83333333333,0
"7556",1,77,2008,1930,6751.33333333333,1
"7557",1,78,2008,1930,6616.16666666667,0
"7558",1,78,2008,1929,6318,1
"7559",1,79,2008,1929,6185.5,0
"7560",1,79,2008,1928,6011.5,1
"7561",1,80,2008,1928,5874,0
"7562",1,80,2008,1927,5307.16666666667,1
"7563",1,81,2008,1927,5172.33333333333,0
"7564",1,81,2008,1926,5019.66666666667,1
"7565",1,82,2008,1926,4870.33333333333,0
"7566",1,82,2008,1925,4478.66666666667,1
"7567",1,83,2008,1925,4339.83333333333,0
"7568",1,83,2008,1924,4066.83333333333,1
"7569",1,84,2008,1924,3920.16666666667,0
"7570",1,84,2008,1923,3443.83333333333,1
"7571",1,85,2008,1923,3308.16666666667,0
"7572",1,85,2008,1922,2986,1
"7573",1,86,2008,1922,2854.5,0
"7574",1,86,2008,1921,2690.5,1
"7575",1,87,2008,1921,2563.5,0
"7576",1,87,2008,1920,2277.66666666667,1
"7577",1,88,2008,1920,2158.33333333333,0
"7578",1,88,2008,1919,1666.5,1
"7579",1,89,2008,1919,1567.5,0
"7580",1,89,2008,1918,1418.66666666667,1
"7581",1,90,2008,1918,1318.83333333333,0
"7582",1,90,2008,1917,1045.33333333333,1
"7583",1,91,2008,1917,966.666666666667,0
"7584",1,91,2008,1916,864.666666666667,1
"7585",1,92,2008,1916,790.833333333333,0
"7586",1,92,2008,1915,625.5,1
"7587",1,93,2008,1915,570,0
"7588",1,93,2008,1914,494.5,1
"7589",1,94,2008,1914,446.5,0
"7590",1,94,2008,1913,338.833333333333,1
"7591",1,95,2008,1913,299.166666666667,0
"7592",1,95,2008,1912,254,1
"7593",1,96,2008,1912,223.5,0
"7594",1,96,2008,1911,164.666666666667,1
"7595",1,97,2008,1911,144.333333333333,0
"7596",1,97,2008,1910,109.166666666667,1
"7597",1,98,2008,1910,96.8333333333333,0
"7598",1,98,2008,1909,82.1666666666667,1
"7599",1,99,2008,1909,93.8333333333333,0
"7600",1,99,2008,1908,102.666666666667,1
"7601",1,0,2009,2009,16217.5,0
"7602",1,0,2009,2008,16882.6666666667,1
"7603",1,1,2009,2008,16937.3333333333,0
"7604",1,1,2009,2007,16634,1
"7605",1,2,2009,2007,16662,0
"7606",1,2,2009,2006,16986.6666666667,1
"7607",1,3,2009,2006,17001.8333333333,0
"7608",1,3,2009,2005,16640.8333333333,1
"7609",1,4,2009,2005,16655.1666666667,0
"7610",1,4,2009,2004,16717.8333333333,1
"7611",1,5,2009,2004,16725.1666666667,0
"7612",1,5,2009,2003,16763.1666666667,1
"7613",1,6,2009,2003,16769.8333333333,0
"7614",1,6,2009,2002,16671.5,1
"7615",1,7,2009,2002,16679,0
"7616",1,7,2009,2001,16832.1666666667,1
"7617",1,8,2009,2001,16833.8333333333,0
"7618",1,8,2009,2000,17326.1666666667,1
"7619",1,9,2009,2000,17335.3333333333,0
"7620",1,9,2009,1999,17126.3333333333,1
"7621",1,10,2009,1999,17136.6666666667,0
"7622",1,10,2009,1998,17307.6666666667,1
"7623",1,11,2009,1998,17314.8333333333,0
"7624",1,11,2009,1997,17699.1666666667,1
"7625",1,12,2009,1997,17709.3333333333,0
"7626",1,12,2009,1996,17823.8333333333,1
"7627",1,13,2009,1996,17832.1666666667,0
"7628",1,13,2009,1995,18508.6666666667,1
"7629",1,14,2009,1995,18519.8333333333,0
"7630",1,14,2009,1994,18496,1
"7631",1,15,2009,1994,18514,0
"7632",1,15,2009,1993,18009.1666666667,1
"7633",1,16,2009,1993,18046.8333333333,0
"7634",1,16,2009,1992,18258.3333333333,1
"7635",1,17,2009,1992,18273.1666666667,0
"7636",1,17,2009,1991,17436.8333333333,1
"7637",1,18,2009,1991,17447.1666666667,0
"7638",1,18,2009,1990,17437.1666666667,1
"7639",1,19,2009,1990,17526.8333333333,0
"7640",1,19,2009,1989,17042.6666666667,1
"7641",1,20,2009,1989,17139.8333333333,0
"7642",1,20,2009,1988,16711.6666666667,1
"7643",1,21,2009,1988,16828.8333333333,0
"7644",1,21,2009,1987,16324.6666666667,1
"7645",1,22,2009,1987,16409.3333333333,0
"7646",1,22,2009,1986,16355.3333333333,1
"7647",1,23,2009,1986,16427.6666666667,0
"7648",1,23,2009,1985,15960.3333333333,1
"7649",1,24,2009,1985,15996.1666666667,0
"7650",1,24,2009,1984,15453.1666666667,1
"7651",1,25,2009,1984,15454.3333333333,0
"7652",1,25,2009,1983,15124.1666666667,1
"7653",1,26,2009,1983,15124.8333333333,0
"7654",1,26,2009,1982,15610.1666666667,1
"7655",1,27,2009,1982,15617.8333333333,0
"7656",1,27,2009,1981,15410.3333333333,1
"7657",1,28,2009,1981,15416.6666666667,0
"7658",1,28,2009,1980,16322,1
"7659",1,29,2009,1980,16335.5,0
"7660",1,29,2009,1979,16672.8333333333,1
"7661",1,30,2009,1979,16677.1666666667,0
"7662",1,30,2009,1978,17258.8333333333,1
"7663",1,31,2009,1978,17280.1666666667,0
"7664",1,31,2009,1977,17210.8333333333,1
"7665",1,32,2009,1977,17214.6666666667,0
"7666",1,32,2009,1976,18005.3333333333,1
"7667",1,33,2009,1976,18014.1666666667,0
"7668",1,33,2009,1975,19320.5,1
"7669",1,34,2009,1975,19317.5,0
"7670",1,34,2009,1974,19081,1
"7671",1,35,2009,1974,19083,0
"7672",1,35,2009,1973,19197.5,1
"7673",1,36,2009,1973,19200.5,0
"7674",1,36,2009,1972,19986.6666666667,1
"7675",1,37,2009,1972,19984.3333333333,0
"7676",1,37,2009,1971,20007.3333333333,1
"7677",1,38,2009,1971,20009.6666666667,0
"7678",1,38,2009,1970,19119,1
"7679",1,39,2009,1970,19113,0
"7680",1,39,2009,1969,19172.6666666667,1
"7681",1,40,2009,1969,19167.8333333333,0
"7682",1,40,2009,1968,19934.3333333333,1
"7683",1,41,2009,1968,19914.6666666667,0
"7684",1,41,2009,1967,21249.1666666667,1
"7685",1,42,2009,1967,21238.8333333333,0
"7686",1,42,2009,1966,22874.3333333333,1
"7687",1,43,2009,1966,22860.6666666667,0
"7688",1,43,2009,1965,22066.8333333333,1
"7689",1,44,2009,1965,22050.6666666667,0
"7690",1,44,2009,1964,21706,1
"7691",1,45,2009,1964,21687.5,0
"7692",1,45,2009,1963,21093.3333333333,1
"7693",1,46,2009,1963,21078.1666666667,0
"7694",1,46,2009,1962,19972.1666666667,1
"7695",1,47,2009,1962,19950.3333333333,0
"7696",1,47,2009,1961,19345.3333333333,1
