"","age","per","sex","risk","dt","rt","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15"
"998",49,83,2,140304,542,3.863,0.007,1.875,0.036,0.107,0.036,0.128,0.207,0.378,0.164,0.135,0.043,0.05,0.114,0.029,0.556
"999",49,88,1,108576,623,5.738,0.147,1.501,0.064,0.249,0,0.332,0.258,1.446,0.064,0.461,0.037,0.009,0.322,0.018,0.829
"1000",49,88,2,106177,448,4.219,0.009,2.157,0.009,0.047,0,0.179,0.188,0.386,0.17,0.16,0.075,0.047,0.132,0.028,0.631
"1001",50,43,1,115174,838,7.276,0.695,1.502,0.087,0.139,0.035,0.252,0.208,1.598,0.425,0.156,0.46,0.321,0.217,0.052,1.129
"1002",50,43,2,122605,774,6.313,0.44,2.17,0.179,0.212,0.033,0.269,0.196,0.873,0.237,0.522,0.237,0.343,0.073,0.106,0.424
"1003",50,48,1,125788,782,6.217,0.469,1.359,0.199,0.072,0.008,0.119,0.238,1.55,0.199,0.119,0.469,0.143,0.159,0.056,1.057
"1004",50,48,2,133862,710,5.304,0.194,2.01,0.194,0.127,0.037,0.164,0.321,0.777,0.134,0.217,0.194,0.276,0.022,0.06,0.575
"1005",50,53,1,137279,847,6.17,0.211,1.573,0.073,0.051,0,0.117,0.284,1.909,0.204,0.138,0.197,0.08,0.007,0.036,1.289
"1006",50,53,2,142802,644,4.51,0.077,2.185,0.084,0.056,0.014,0.168,0.287,0.686,0.063,0.217,0.091,0.182,0.014,0.056,0.329
"1007",50,58,1,149987,882,5.881,0.073,1.593,0.04,0.06,0.033,0.147,0.22,2.067,0.173,0.107,0.127,0.18,0.047,0.067,0.947
"1008",50,58,2,153403,642,4.185,0.046,1.936,0.052,0.072,0.007,0.143,0.254,0.645,0.111,0.124,0.072,0.261,0.026,0.026,0.411
"1009",50,63,1,145351,889,6.116,0.103,1.52,0.034,0.034,0.014,0.103,0.316,2.325,0.138,0.117,0.117,0.117,0.076,0.069,1.032
"1010",50,63,2,149484,631,4.221,0.027,2.167,0.013,0.06,0.013,0.074,0.167,0.662,0.107,0.067,0.074,0.227,0.047,0.08,0.435
"1011",50,68,1,148962,912,6.122,0.081,1.611,0.054,0.06,0.007,0.114,0.289,1.98,0.282,0.175,0.101,0.067,0.148,0.047,1.108
"1012",50,68,2,152947,687,4.492,0.072,2.21,0.026,0.052,0,0.105,0.288,0.588,0.124,0.072,0.072,0.196,0.072,0.078,0.536
"1013",50,73,1,142925,940,6.577,0.077,1.651,0.014,0.084,0.007,0.105,0.196,2.253,0.322,0.378,0.091,0.042,0.245,0.021,1.091
"1014",50,73,2,147325,641,4.351,0.081,2.213,0.02,0.061,0.014,0.095,0.299,0.529,0.149,0.109,0.061,0.081,0.095,0.048,0.496
"1015",50,78,1,134105,833,6.212,0.015,1.558,0.037,0.127,0.007,0.216,0.216,2.103,0.194,0.298,0.045,0.067,0.283,0.037,1.007
"1016",50,78,2,136779,574,4.197,0,2.186,0.022,0.088,0.007,0.058,0.175,0.475,0.168,0.124,0.037,0.088,0.227,0.022,0.519
"1017",50,83,1,136281,847,6.215,0.037,1.673,0.029,0.22,0,0.183,0.198,1.754,0.198,0.374,0.037,0.044,0.345,0.015,1.108
"1018",50,83,2,137427,558,4.06,0.036,2.074,0.007,0.073,0,0.087,0.204,0.458,0.211,0.131,0.029,0.029,0.109,0.029,0.582
"1019",50,88,1,104939,766,7.299,0.095,2.077,0.029,0.257,0,0.305,0.305,1.982,0.143,0.515,0.105,0.019,0.429,0.086,0.953
"1020",50,88,2,103387,477,4.614,0.019,2.225,0.019,0.097,0,0.155,0.184,0.493,0.174,0.242,0.058,0.029,0.116,0.068,0.735
"1021",51,43,1,111125,848,7.631,0.639,1.638,0.234,0.09,0.054,0.225,0.189,1.845,0.477,0.108,0.495,0.351,0.279,0.045,0.963
"1022",51,43,2,118714,803,6.764,0.531,2.156,0.202,0.202,0.034,0.227,0.32,0.994,0.345,0.455,0.278,0.396,0.101,0.067,0.455
"1023",51,48,1,122847,901,7.334,0.399,1.872,0.138,0.073,0.057,0.204,0.301,1.88,0.236,0.147,0.448,0.277,0.098,0.033,1.172
"1024",51,48,2,131258,737,5.615,0.229,2.278,0.213,0.114,0.03,0.122,0.465,0.853,0.168,0.251,0.16,0.19,0.061,0.053,0.427
"1025",51,53,1,134197,910,6.781,0.156,1.923,0.082,0.089,0.022,0.134,0.261,2.146,0.238,0.134,0.261,0.179,0.022,0.037,1.095
"1026",51,53,2,140339,699,4.981,0.093,2.266,0.1,0.05,0.014,0.114,0.363,0.727,0.086,0.228,0.15,0.264,0.021,0.043,0.463
"1027",51,58,1,146924,1021,6.949,0.129,1.879,0.041,0.109,0.014,0.123,0.299,2.471,0.143,0.123,0.204,0.163,0.116,0.082,1.055
"1028",51,58,2,151117,711,4.705,0.073,2.21,0.066,0.04,0.007,0.106,0.278,0.741,0.066,0.139,0.073,0.337,0.066,0.053,0.45
"1029",51,63,1,146578,989,6.747,0.048,1.794,0.027,0.075,0.027,0.109,0.218,2.668,0.246,0.102,0.177,0.143,0.061,0.068,0.982
"1030",51,63,2,150549,700,4.65,0.02,2.391,0.04,0.053,0.013,0.053,0.259,0.717,0.086,0.08,0.086,0.279,0.02,0.073,0.478
"1031",51,68,1,146320,1059,7.238,0.021,1.818,0.021,0.171,0.014,0.15,0.294,2.454,0.314,0.246,0.144,0.157,0.171,0.041,1.223
"1032",51,68,2,150438,754,5.012,0.047,2.666,0.02,0.08,0,0.086,0.206,0.678,0.113,0.106,0.086,0.153,0.12,0.053,0.598
"1033",51,73,1,144240,1056,7.321,0.049,1.907,0.055,0.097,0.007,0.132,0.27,2.648,0.291,0.361,0.118,0.055,0.25,0.035,1.047
"1034",51,73,2,149175,701,4.699,0.027,2.226,0.027,0.087,0,0.094,0.241,0.704,0.208,0.154,0.06,0.168,0.06,0.067,0.577
"1035",51,78,1,134354,982,7.309,0.06,1.928,0.007,0.112,0.007,0.171,0.342,2.538,0.246,0.32,0.074,0.03,0.409,0.037,1.027
"1036",51,78,2,137523,634,4.61,0.029,2.349,0.015,0.095,0.007,0.102,0.167,0.698,0.124,0.102,0.051,0.065,0.131,0.051,0.625
"1037",51,83,1,133414,937,7.023,0.075,1.964,0.03,0.217,0.015,0.27,0.225,2.279,0.187,0.262,0.052,0.022,0.367,0.045,1.012
"1038",51,83,2,135231,642,4.747,0.037,2.278,0.007,0.111,0.015,0.126,0.237,0.621,0.207,0.177,0.044,0.059,0.141,0.059,0.629
"1039",51,88,1,101804,746,7.328,0.138,2.21,0.029,0.118,0,0.255,0.265,1.866,0.157,0.481,0.049,0.02,0.452,0,1.287
"1040",51,88,2,101261,510,5.036,0.03,2.607,0.02,0.109,0,0.148,0.286,0.543,0.217,0.148,0.059,0.03,0.178,0.049,0.612
"1041",52,43,1,107391,879,8.185,0.698,1.89,0.186,0.084,0.074,0.363,0.223,2.17,0.354,0.121,0.531,0.27,0.196,0.037,0.987
"1042",52,43,2,114735,826,7.199,0.427,2.397,0.192,0.139,0.026,0.261,0.305,1.272,0.357,0.636,0.305,0.296,0.078,0.07,0.436
"1043",52,48,1,120349,923,7.669,0.457,1.654,0.208,0.133,0.008,0.191,0.382,2.185,0.283,0.158,0.49,0.241,0.125,0.058,1.097
"1044",52,48,2,129008,771,5.976,0.217,2.403,0.186,0.101,0.031,0.132,0.481,0.977,0.178,0.233,0.256,0.357,0.031,0.023,0.372
"1045",52,53,1,130914,1015,7.753,0.199,2.07,0.115,0.084,0.046,0.122,0.428,2.544,0.214,0.13,0.428,0.145,0.046,0.092,1.092
"1046",52,53,2,137798,761,5.523,0.094,2.569,0.109,0.058,0.007,0.116,0.508,0.842,0.102,0.298,0.094,0.269,0,0.058,0.399
"1047",52,58,1,143721,1055,7.341,0.153,1.983,0.049,0.077,0.014,0.146,0.257,2.839,0.237,0.097,0.202,0.16,0.09,0.063,0.974
"1048",52,58,2,148713,703,4.727,0.054,2.293,0.101,0.054,0.013,0.087,0.269,0.767,0.094,0.094,0.054,0.329,0.061,0.034,0.424
"1049",52,63,1,147255,1093,7.422,0.068,2.126,0.027,0.109,0.02,0.109,0.292,2.574,0.326,0.143,0.149,0.143,0.095,0.095,1.148
"1050",52,63,2,151419,737,4.867,0.026,2.589,0.046,0.092,0.02,0.125,0.258,0.66,0.086,0.053,0.073,0.211,0.079,0.059,0.489
"1051",52,68,1,142275,1095,7.696,0.105,2.116,0.035,0.127,0,0.148,0.267,2.762,0.26,0.232,0.134,0.134,0.169,0.077,1.132
"1052",52,68,2,146122,759,5.194,0.089,2.443,0.027,0.082,0.007,0.137,0.308,0.725,0.185,0.109,0.096,0.185,0.096,0.116,0.589
"1053",52,73,1,146465,1187,8.104,0.068,2.164,0.027,0.123,0,0.171,0.396,2.977,0.314,0.341,0.082,0.096,0.321,0.041,0.983
"1054",52,73,2,152006,699,4.599,0.026,2.303,0.039,0.072,0.013,0.072,0.25,0.638,0.145,0.151,0.046,0.072,0.132,0.013,0.625
"1055",52,78,1,134704,1077,7.995,0.015,2.249,0.022,0.171,0,0.178,0.349,2.732,0.23,0.416,0.015,0.089,0.356,0.082,1.091
"1056",52,78,2,138710,728,5.248,0.014,2.725,0.029,0.058,0,0.151,0.267,0.75,0.202,0.108,0.036,0.079,0.144,0.022,0.663
"1057",52,83,1,131392,1017,7.74,0.046,2.253,0.03,0.228,0,0.183,0.35,2.588,0.228,0.457,0.038,0.023,0.335,0.046,0.936
"1058",52,83,2,133914,753,5.623,0.015,2.875,0.037,0.187,0.007,0.09,0.276,0.747,0.329,0.142,0.045,0.045,0.164,0.105,0.56
"1059",52,88,1,98698,825,8.359,0.03,2.188,0.02,0.375,0,0.314,0.324,2.411,0.213,0.557,0.061,0.02,0.628,0.051,1.165
"1060",52,88,2,99222,573,5.775,0.01,3.013,0.05,0.111,0,0.161,0.282,0.544,0.292,0.242,0.05,0.06,0.262,0.071,0.625
"1061",53,43,1,104080,917,8.811,0.913,2.008,0.259,0.144,0.077,0.288,0.355,1.729,0.519,0.115,0.634,0.404,0.269,0.058,1.038
"1062",53,43,2,111306,922,8.283,0.395,2.767,0.243,0.261,0.081,0.279,0.359,1.446,0.368,0.575,0.368,0.449,0.054,0.171,0.467
"1063",53,48,1,117443,998,8.498,0.519,2.001,0.196,0.128,0.051,0.213,0.366,2.359,0.324,0.162,0.511,0.332,0.145,0.043,1.149
"1064",53,48,2,125771,803,6.385,0.223,2.497,0.191,0.151,0.048,0.119,0.461,1.264,0.254,0.246,0.215,0.175,0.04,0.032,0.469
"1065",53,53,1,127410,1064,8.351,0.283,2.292,0.11,0.055,0.063,0.141,0.502,2.826,0.196,0.251,0.322,0.118,0.047,0.055,1.091
"1066",53,53,2,135030,835,6.184,0.148,2.829,0.074,0.111,0.022,0.133,0.467,1.015,0.111,0.289,0.141,0.215,0.022,0.059,0.548
"1067",53,58,1,139747,1169,8.365,0.236,2.268,0.072,0.1,0.036,0.15,0.343,3.041,0.243,0.157,0.25,0.179,0.107,0.079,1.102
"1068",53,58,2,145454,799,5.493,0.041,2.613,0.034,0.089,0.028,0.138,0.371,0.997,0.103,0.11,0.131,0.282,0.034,0.083,0.44
"1069",53,63,1,147623,1242,8.413,0.156,2.12,0.034,0.115,0.027,0.163,0.366,3.265,0.373,0.129,0.196,0.23,0.088,0.095,1.057
"1070",53,63,2,151914,749,4.93,0.033,2.508,0.072,0.039,0.02,0.138,0.224,0.882,0.105,0.125,0.072,0.23,0.059,0.066,0.355
"1071",53,68,1,140155,1189,8.483,0.093,2.49,0.043,0.186,0.007,0.2,0.385,2.74,0.457,0.271,0.1,0.121,0.171,0.093,1.127
"1072",53,68,2,144444,786,5.442,0.048,2.783,0.042,0.09,0.014,0.18,0.222,0.727,0.166,0.132,0.104,0.159,0.132,0.042,0.602
"1073",53,73,1,146580,1320,9.005,0.075,2.599,0.007,0.109,0.014,0.15,0.368,3.411,0.43,0.334,0.143,0.082,0.341,0.041,0.901
"1074",53,73,2,152359,874,5.736,0.053,2.744,0.033,0.079,0.013,0.125,0.243,0.919,0.256,0.112,0.072,0.171,0.118,0.046,0.755
"1075",53,78,1,135636,1167,8.604,0.015,2.617,0.015,0.103,0,0.14,0.317,2.897,0.332,0.413,0.103,0.052,0.464,0.037,1.099
"1076",53,78,2,140338,800,5.701,0.014,2.936,0.036,0.121,0.007,0.071,0.221,0.727,0.292,0.185,0.036,0.107,0.271,0.086,0.591
"1077",53,83,1,129707,1135,8.75,0.031,2.506,0.031,0.193,0.015,0.231,0.447,2.914,0.339,0.493,0.093,0.054,0.385,0.046,0.971
"1078",53,83,2,133027,821,6.172,0.03,3.165,0.045,0.135,0.008,0.173,0.323,0.692,0.398,0.218,0.105,0.083,0.173,0.06,0.564
"1079",53,88,1,95613,858,8.974,0.136,2.29,0.031,0.345,0,0.429,0.397,2.552,0.272,0.512,0.084,0.084,0.659,0.052,1.13
"1080",53,88,2,96884,568,5.863,0.062,2.9,0.01,0.155,0,0.268,0.258,0.702,0.299,0.268,0.062,0.041,0.196,0.062,0.578
"1081",54,43,1,101196,981,9.694,0.593,2.342,0.247,0.178,0.03,0.326,0.247,2.579,0.524,0.168,0.563,0.435,0.257,0.089,1.117
"1082",54,43,2,108681,898,8.263,0.543,2.668,0.129,0.267,0.037,0.313,0.423,1.509,0.405,0.524,0.304,0.405,0.092,0.11,0.534
"1083",54,48,1,114081,1019,8.932,0.473,2.191,0.228,0.131,0.035,0.245,0.482,2.533,0.289,0.158,0.526,0.342,0.14,0.053,1.104
"1084",54,48,2,122336,857,7.005,0.204,2.959,0.221,0.131,0.016,0.188,0.58,1.267,0.163,0.237,0.147,0.302,0.041,0.09,0.458
"1085",54,53,1,124068,1165,9.39,0.21,2.732,0.153,0.113,0.04,0.185,0.588,2.958,0.282,0.258,0.387,0.242,0.073,0.081,1.088
"1086",54,53,2,132598,789,5.95,0.106,2.436,0.06,0.083,0.015,0.151,0.656,1.026,0.113,0.256,0.226,0.294,0.023,0.083,0.422
"1087",54,58,1,135444,1258,9.288,0.133,2.717,0.089,0.074,0,0.081,0.45,3.721,0.251,0.155,0.229,0.244,0.096,0.111,0.938
"1088",54,58,2,141789,871,6.143,0.092,2.87,0.049,0.127,0.035,0.12,0.416,0.966,0.197,0.233,0.106,0.324,0.035,0.071,0.501
"1089",54,63,1,146786,1423,9.694,0.123,2.929,0.048,0.116,0.027,0.123,0.436,3.931,0.375,0.184,0.164,0.143,0.095,0.102,0.899
"1090",54,63,2,151405,853,5.634,0.053,2.701,0.073,0.073,0.02,0.106,0.31,1.149,0.099,0.112,0.106,0.231,0.046,0.119,0.436
"1091",54,68,1,139965,1283,9.167,0.057,2.729,0.014,0.107,0.043,0.136,0.336,3.508,0.464,0.2,0.093,0.157,0.186,0.064,1.072
"1092",54,68,2,145239,872,6.004,0.021,2.892,0.041,0.103,0,0.09,0.351,0.985,0.255,0.131,0.055,0.213,0.048,0.124,0.695
"1093",54,73,1,144672,1442,9.967,0.041,2.972,0.062,0.131,0.014,0.138,0.38,3.698,0.505,0.353,0.173,0.048,0.38,0.062,1.009
"1094",54,73,2,150371,870,5.786,0.013,2.813,0.02,0.08,0.027,0.086,0.326,1.024,0.233,0.133,0.1,0.14,0.126,0.093,0.572
"1095",54,78,1,136572,1270,9.299,0.059,2.797,0.007,0.103,0,0.264,0.359,3.368,0.351,0.366,0.11,0.059,0.483,0.022,0.952
"1096",54,78,2,142232,860,6.046,0.042,2.805,0.028,0.127,0.028,0.105,0.281,0.977,0.295,0.169,0.084,0.112,0.169,0.063,0.759
"1097",54,83,1,128708,1274,9.898,0.039,3.007,0.054,0.342,0,0.272,0.412,3.1,0.435,0.497,0.101,0.031,0.559,0.093,0.956
"1098",54,83,2,132748,846,6.373,0.03,3.058,0.038,0.173,0.015,0.196,0.309,0.904,0.377,0.173,0.09,0.06,0.234,0.06,0.655
"1099",54,88,1,92795,987,10.636,0.097,3.395,0.032,0.41,0.022,0.259,0.41,2.91,0.453,0.625,0.086,0.022,0.744,0.075,1.099
"1100",54,88,2,94354,682,7.228,0.032,3.72,0.021,0.212,0,0.148,0.35,0.89,0.413,0.201,0.095,0.064,0.329,0.032,0.721
"1101",55,43,1,98754,1044,10.572,0.739,2.501,0.223,0.182,0.041,0.354,0.385,2.886,0.577,0.172,0.557,0.456,0.344,0.041,1.114
"1102",55,43,2,106211,974,9.17,0.546,3.069,0.254,0.273,0.047,0.282,0.386,1.732,0.471,0.593,0.461,0.33,0.122,0.169,0.433
"1103",55,48,1,110155,1156,10.494,0.581,2.66,0.182,0.1,0.045,0.218,0.617,3.068,0.409,0.272,0.672,0.336,0.136,0.045,1.153
"1104",55,48,2,118686,915,7.709,0.278,2.755,0.169,0.295,0.076,0.11,0.674,1.559,0.219,0.345,0.278,0.253,0.042,0.101,0.556
"1105",55,53,1,120703,1275,10.563,0.249,2.949,0.108,0.124,0.05,0.149,0.563,3.654,0.406,0.257,0.406,0.224,0.041,0.133,1.251
"1106",55,53,2,129950,978,7.526,0.177,3.186,0.131,0.139,0.046,0.223,0.562,1.401,0.154,0.339,0.223,0.254,0.038,0.069,0.585
"1107",55,58,1,131904,1358,10.295,0.205,3.063,0.068,0.068,0.038,0.129,0.516,3.844,0.379,0.197,0.265,0.243,0.099,0.083,1.099
"1108",55,58,2,138756,885,6.378,0.072,2.811,0.079,0.101,0.014,0.151,0.389,1.211,0.202,0.238,0.166,0.375,0.058,0.065,0.447
"1109",55,63,1,144078,1576,10.939,0.049,2.95,0.076,0.09,0.056,0.18,0.527,4.727,0.444,0.167,0.236,0.146,0.139,0.153,0.999
"1110",55,63,2,149469,989,6.617,0.06,3.057,0.027,0.147,0.02,0.14,0.401,1.305,0.181,0.194,0.107,0.214,0.047,0.1,0.616
"1111",55,68,1,140049,1419,10.132,0.057,2.856,0.021,0.2,0.007,0.179,0.443,3.913,0.5,0.257,0.171,0.157,0.2,0.043,1.128
"1112",55,68,2,145828,883,6.055,0.062,3.065,0.014,0.158,0.014,0.089,0.213,1.015,0.178,0.178,0.069,0.192,0.096,0.096,0.617
"1113",55,73,1,142926,1506,10.537,0.084,2.939,0.042,0.133,0.028,0.126,0.399,4.38,0.462,0.357,0.147,0.07,0.308,0.035,1.029
"1114",55,73,2,148824,969,6.511,0.034,3.353,0.04,0.108,0,0.087,0.329,1.183,0.222,0.175,0.074,0.148,0.148,0.101,0.511
"1115",55,78,1,136762,1499,10.961,0.051,3.042,0.066,0.19,0,0.197,0.49,4.329,0.351,0.512,0.102,0.073,0.548,0.058,0.951
"1116",55,78,2,143412,915,6.38,0.049,3.34,0.021,0.063,0.007,0.119,0.251,0.9,0.293,0.202,0.084,0.119,0.237,0.035,0.662
"1117",55,83,1,128430,1393,10.846,0.062,3.177,0.016,0.35,0,0.226,0.459,3.644,0.335,0.584,0.093,0.07,0.638,0.07,1.121
"1118",55,83,2,132979,881,6.625,0.038,3.497,0.015,0.18,0.008,0.158,0.331,0.775,0.376,0.211,0.06,0.053,0.308,0.038,0.579
"1119",55,88,1,90177,1072,11.888,0.055,3.648,0.033,0.51,0,0.488,0.488,3.515,0.421,0.699,0.189,0.1,0.654,0.044,1.042
"1120",55,88,2,92355,724,7.839,0.076,3.995,0.022,0.162,0,0.217,0.509,0.866,0.455,0.249,0.119,0.076,0.238,0.087,0.769
"1121",56,43,1,96452,1134,11.757,0.767,2.934,0.238,0.29,0.021,0.373,0.425,3.09,0.653,0.249,0.612,0.477,0.363,0.093,1.172
"1122",56,43,2,103732,1066,10.276,0.424,3.683,0.212,0.386,0.048,0.318,0.53,1.928,0.443,0.742,0.376,0.549,0.087,0.087,0.463
"1123",56,48,1,106117,1206,11.365,0.575,3.034,0.236,0.123,0.028,0.188,0.594,3.883,0.339,0.198,0.368,0.33,0.104,0.075,1.291
"1124",56,48,2,114697,1008,8.788,0.244,3.487,0.148,0.253,0.035,0.157,0.741,1.927,0.201,0.331,0.227,0.384,0.07,0.078,0.506
"1125",56,53,1,117467,1249,10.633,0.255,2.843,0.102,0.094,0.009,0.247,0.732,3.89,0.383,0.255,0.332,0.306,0.009,0.06,1.115
"1126",56,53,2,127108,954,7.505,0.126,3.233,0.11,0.142,0.039,0.11,0.582,1.621,0.165,0.338,0.126,0.307,0.016,0.047,0.543
"1127",56,58,1,128415,1416,11.027,0.171,2.983,0.125,0.093,0.008,0.179,0.755,4.26,0.389,0.156,0.234,0.296,0.093,0.109,1.176
"1128",56,58,2,136063,909,6.681,0.103,3.006,0.044,0.103,0,0.132,0.492,1.389,0.206,0.235,0.132,0.279,0.037,0.088,0.434
"1129",56,63,1,140531,1675,11.919,0.05,3.401,0.093,0.114,0.021,0.128,0.655,4.938,0.555,0.206,0.306,0.213,0.171,0.149,0.918
"1130",56,63,2,146862,1018,6.932,0.054,3.153,0.048,0.089,0.014,0.143,0.422,1.478,0.15,0.211,0.136,0.429,0.048,0.123,0.436
"1131",56,68,1,140525,1566,11.144,0.071,3.402,0.043,0.192,0.036,0.149,0.555,3.985,0.569,0.27,0.114,0.135,0.192,0.071,1.359
"1132",56,68,2,146525,1001,6.832,0.055,3.133,0.055,0.157,0.014,0.109,0.423,1.392,0.266,0.136,0.096,0.246,0.096,0.082,0.573
"1133",56,73,1,140026,1643,11.734,0.093,3.199,0.021,0.107,0,0.164,0.557,4.656,0.743,0.45,0.186,0.136,0.357,0.064,1
"1134",56,73,2,146187,1030,7.046,0.055,3.386,0.034,0.123,0.007,0.13,0.322,1.259,0.308,0.164,0.082,0.178,0.233,0.068,0.698
"1135",56,78,1,137391,1571,11.435,0.066,3.385,0.073,0.138,0.007,0.262,0.59,4.222,0.4,0.393,0.087,0.109,0.546,0.051,1.106
"1136",56,78,2,144888,985,6.798,0.028,3.403,0.028,0.104,0,0.2,0.324,1.097,0.324,0.221,0.055,0.124,0.242,0.076,0.573
"1137",56,83,1,128127,1475,11.512,0.086,3.715,0.062,0.281,0.039,0.258,0.421,3.949,0.429,0.554,0.133,0.094,0.562,0.07,0.859
"1138",56,83,2,133382,1035,7.76,0.037,4.041,0.03,0.187,0.007,0.195,0.307,1.125,0.465,0.142,0.112,0.112,0.382,0.03,0.585
"1139",56,88,1,88194,1164,13.198,0.125,4.184,0.091,0.431,0.023,0.351,0.578,4.207,0.544,0.59,0.102,0.045,0.918,0.068,0.941
"1140",56,88,2,91125,783,8.593,0.033,4.499,0.022,0.176,0.011,0.23,0.351,1.273,0.571,0.252,0.11,0.033,0.351,0.088,0.593
"1141",57,43,1,94108,1203,12.783,0.797,3.252,0.298,0.255,0.043,0.404,0.457,3.794,0.68,0.244,0.616,0.51,0.255,0.085,1.094
"1142",57,43,2,101281,1122,11.078,0.444,3.535,0.276,0.494,0.099,0.375,0.484,2.409,0.533,0.81,0.306,0.385,0.168,0.178,0.583
"1143",57,48,1,102136,1184,11.592,0.382,3.016,0.215,0.196,0.069,0.215,0.793,3.701,0.519,0.255,0.636,0.333,0.108,0.059,1.097
"1144",57,48,2,110376,945,8.562,0.317,3.062,0.19,0.272,0.063,0.236,0.852,1.821,0.245,0.353,0.236,0.362,0.091,0.054,0.408
"1145",57,53,1,114456,1407,12.293,0.28,3.6,0.096,0.087,0.035,0.236,0.83,4.307,0.332,0.288,0.341,0.349,0.087,0.044,1.38
"1146",57,53,2,124536,1031,8.279,0.185,3.348,0.161,0.137,0.008,0.185,0.819,1.903,0.161,0.345,0.153,0.305,0.048,0.088,0.434
"1147",57,58,1,124545,1588,12.75,0.217,3.629,0.096,0.096,0.024,0.177,0.658,5.034,0.418,0.313,0.353,0.377,0.128,0.128,1.1
"1148",57,58,2,133300,1055,7.914,0.075,3.481,0.098,0.135,0.03,0.158,0.563,1.748,0.173,0.3,0.143,0.383,0.06,0.12,0.45
"1149",57,63,1,136859,1848,13.503,0.11,4.041,0.102,0.139,0.037,0.19,0.701,5.37,0.555,0.292,0.256,0.248,0.19,0.124,1.147
"1150",57,63,2,144129,1061,7.361,0.062,3.407,0.014,0.153,0.014,0.146,0.5,1.575,0.229,0.139,0.104,0.326,0.104,0.132,0.458
"1151",57,68,1,140467,1769,12.594,0.057,3.78,0.071,0.15,0.021,0.221,0.527,4.941,0.719,0.292,0.199,0.135,0.214,0.093,1.175
"1152",57,68,2,146958,1034,7.036,0.034,3.293,0.027,0.211,0.034,0.122,0.327,1.551,0.231,0.15,0.109,0.279,0.075,0.075,0.517
"1153",57,73,1,135537,1778,13.118,0.044,3.549,0.022,0.133,0,0.192,0.598,5.379,0.679,0.398,0.177,0.125,0.457,0.089,1.276
"1154",57,73,2,141728,1138,8.029,0.064,3.74,0.042,0.183,0.014,0.092,0.494,1.538,0.31,0.205,0.141,0.169,0.155,0.085,0.797
"1155",57,78,1,138909,1862,13.404,0.05,4.154,0.029,0.194,0.007,0.245,0.518,5.442,0.612,0.454,0.137,0.108,0.49,0.058,0.907
"1156",57,78,2,147242,1089,7.396,0.054,3.729,0.054,0.102,0,0.102,0.34,1.209,0.509,0.197,0.115,0.115,0.231,0.061,0.577
"1157",57,83,1,127869,1675,13.099,0.039,4.098,0.086,0.344,0,0.352,0.547,4.677,0.571,0.477,0.07,0.055,0.602,0.07,1.111
"1158",57,83,2,134244,1054,7.851,0.03,3.635,0.082,0.127,0,0.149,0.328,1.281,0.648,0.283,0.089,0.119,0.313,0.052,0.715
"1159",57,88,1,86768,1225,14.118,0.138,4.506,0.092,0.323,0.012,0.461,0.749,4.472,0.634,0.657,0.138,0.081,0.761,0.046,1.049
"1160",57,88,2,90347,796,8.81,0.066,4.516,0.022,0.166,0,0.288,0.343,1.328,0.443,0.288,0.089,0.055,0.443,0.166,0.598
"1161",58,43,1,92035,1301,14.136,0.967,3.151,0.283,0.272,0.065,0.467,0.63,4.053,0.793,0.293,0.837,0.804,0.359,0.109,1.054
"1162",58,43,2,99315,1235,12.435,0.463,4.068,0.211,0.554,0.06,0.443,0.624,2.678,0.463,0.967,0.524,0.574,0.151,0.181,0.473
"1163",58,48,1,98513,1226,12.445,0.325,3.37,0.173,0.254,0.091,0.203,0.68,4.05,0.599,0.254,0.436,0.436,0.173,0.051,1.35
"1164",58,48,2,106649,977,9.161,0.3,3.169,0.216,0.356,0.047,0.197,0.647,2.203,0.366,0.403,0.328,0.3,0.084,0.038,0.506
"1165",58,53,1,111200,1519,13.66,0.279,3.768,0.108,0.099,0.036,0.261,0.917,5.234,0.315,0.333,0.531,0.324,0.045,0.09,1.322
"1166",58,53,2,121269,1116,9.203,0.132,3.942,0.082,0.214,0.016,0.115,0.676,2.416,0.223,0.388,0.132,0.305,0.025,0.066,0.47
"1167",58,58,1,120597,1679,13.922,0.224,4.096,0.083,0.124,0.058,0.191,0.771,5.663,0.415,0.282,0.315,0.348,0.124,0.1,1.128
"1168",58,58,2,130350,1114,8.546,0.092,3.92,0.061,0.107,0.008,0.146,0.698,1.795,0.153,0.315,0.184,0.376,0.031,0.169,0.491
"1169",58,63,1,132295,1935,14.626,0.121,4.067,0.083,0.212,0.06,0.121,0.9,5.987,0.718,0.212,0.31,0.257,0.189,0.159,1.232
"1170",58,63,2,140670,1173,8.339,0.057,3.775,0.057,0.206,0.014,0.142,0.519,2.09,0.199,0.213,0.114,0.306,0.043,0.135,0.469
"1171",58,68,1,139911,1988,14.209,0.114,4.181,0.029,0.222,0.029,0.15,0.758,5.532,0.851,0.3,0.257,0.222,0.186,0.143,1.237
"1172",58,68,2,146946,1179,8.023,0.075,3.607,0.048,0.143,0.014,0.116,0.497,1.64,0.259,0.245,0.082,0.32,0.136,0.122,0.721
"1173",58,73,1,132817,1839,13.846,0.113,4.043,0.015,0.218,0.015,0.12,0.64,5.466,0.693,0.392,0.241,0.12,0.55,0.053,1.167
