"","A","P","D","Y"
"1683",62,1961,2,21393.166666666
"1684",63,1961,1,20690.166666666
"1685",64,1961,0,19994.833333333
"1686",65,1961,0,19186.6666666666
"1687",66,1961,0,18297.5
"1688",67,1961,1,17186
"1689",68,1961,0,16105.1666666667
"1690",69,1961,3,15177.3333333333
"1691",70,1961,0,14383.5
"1692",71,1961,0,13623.6666666667
"1693",72,1961,0,12794.1666666667
"1694",73,1961,1,11997
"1695",74,1961,0,11244.3333333334
"1696",75,1961,0,10573
"1697",76,1961,0,9782.6666666667
"1698",77,1961,1,8822
"1699",78,1961,1,7839.5
"1700",79,1961,0,6942
"1701",80,1961,1,6153.5
"1702",81,1961,0,5421.6666666666
"1703",82,1961,0,4726.3333333333
"1704",83,1961,0,4030.5
"1705",84,1961,0,3373
"1706",85,1961,0,2732.3333333334
"1707",86,1961,0,2143.3333333333
"1708",87,1961,0,1681.66666666666
"1709",88,1961,0,1305.66666666667
"1710",89,1961,0,909.58440737933
"1711",0,1962,0,38535.166666667
"1712",1,1962,2,37905.833333333
"1713",2,1962,0,37455.833333333
"1714",3,1962,0,37372.833333333
"1715",4,1962,0,37572.166666667
"1716",5,1962,0,37841.5
"1717",6,1962,0,37933.666666667
"1718",7,1962,0,38036.833333334
"1719",8,1962,0,38107.166666667
"1720",9,1962,0,38035
"1721",10,1962,0,38072.333333333
"1722",11,1962,0,38264.333333334
"1723",12,1962,0,39067.166666667
"1724",13,1962,0,40591.833333333
"1725",14,1962,0,42661
"1726",15,1962,0,44641
"1727",16,1962,0,45309.333333333
"1728",17,1962,1,44178.833333333
"1729",18,1962,0,41789.333333334
"1730",19,1962,0,38798.5
"1731",20,1962,1,35897
"1732",21,1962,4,33548.5
"1733",22,1962,2,32025.333333333
"1734",23,1962,0,31192.333333333
"1735",24,1962,5,30414.166666667
"1736",25,1962,2,29722.5
"1737",26,1962,2,29072.666666667
"1738",27,1962,1,28442.333333333
"1739",28,1962,3,27889
"1740",29,1962,4,27555.833333333
"1741",30,1962,1,27544.5
"1742",31,1962,4,27655.833333333
"1743",32,1962,3,27856.666666667
"1744",33,1962,2,28126.166666667
"1745",34,1962,4,28414.166666667
"1746",35,1962,4,28741.666666667
"1747",36,1962,6,29163
"1748",37,1962,2,29731.166666667
"1749",38,1962,0,30071.833333333
"1750",39,1962,7,30408.166666666
"1751",40,1962,4,31148
"1752",41,1962,8,31511.333333333
"1753",42,1962,3,31101
"1754",43,1962,0,30067.333333333
"1755",44,1962,4,29325.833333333
"1756",45,1962,0,29094.5
"1757",46,1962,3,29057.833333333
"1758",47,1962,4,29382.333333333
"1759",48,1962,1,29857.833333333
"1760",49,1962,1,30221.5
"1761",50,1962,0,30216
"1762",51,1962,2,30120
"1763",52,1962,0,29805.666666667
"1764",53,1962,2,29231.166666667
"1765",54,1962,0,28278.833333334
"1766",55,1962,2,27313
"1767",56,1962,2,26562.666666667
"1768",57,1962,1,25793.333333333
"1769",58,1962,1,25039.333333333
"1770",59,1962,0,24247.333333334
"1771",60,1962,0,23481.166666667
"1772",61,1962,0,22600.666666667
"1773",62,1962,1,21744
"1774",63,1962,0,20966
"1775",64,1962,0,20218.6666666667
"1776",65,1962,0,19486.5
"1777",66,1962,1,18666.5
"1778",67,1962,1,17741.6666666666
"1779",68,1962,0,16613.5
"1780",69,1962,0,15537.3333333333
"1781",70,1962,0,14610.6666666667
"1782",71,1962,0,13767.6666666666
"1783",72,1962,1,12969.3333333333
"1784",73,1962,2,12135.5
"1785",74,1962,0,11330.3333333334
"1786",75,1962,0,10560.1666666666
"1787",76,1962,0,9851.8333333333
"1788",77,1962,1,9044
"1789",78,1962,0,8082.1666666667
"1790",79,1962,1,7107.1666666666
"1791",80,1962,1,6228.8333333334
"1792",81,1962,0,5487.8333333334
"1793",82,1962,0,4762
"1794",83,1962,0,4081.8333333333
"1795",84,1962,0,3425.3333333333
"1796",85,1962,1,2825.3333333334
"1797",86,1962,0,2254.8333333334
"1798",87,1962,0,1746.16666666667
"1799",88,1962,0,1335
"1800",89,1962,0,950.41355140187
"1801",0,1963,0,40110.666666667
"1802",1,1963,2,38885
"1803",2,1963,0,37896.5
"1804",3,1963,0,37461.5
"1805",4,1963,0,37379.666666667
"1806",5,1963,0,37575.166666666
"1807",6,1963,0,37843.833333333
"1808",7,1963,0,37951.666666667
"1809",8,1963,0,38037
"1810",9,1963,0,38105.666666667
"1811",10,1963,0,38046.666666666
"1812",11,1963,0,38079.666666667
"1813",12,1963,0,38261
"1814",13,1963,0,39068.333333333
"1815",14,1963,1,40598.666666666
"1816",15,1963,0,42660.5
"1817",16,1963,0,44629.833333333
"1818",17,1963,0,45282.5
"1819",18,1963,0,44131.666666667
"1820",19,1963,4,41773.833333333
"1821",20,1963,0,38744.666666666
"1822",21,1963,1,35759.5
"1823",22,1963,4,33398.833333334
"1824",23,1963,3,31939.666666666
"1825",24,1963,0,31165.5
"1826",25,1963,4,30433.666666667
"1827",26,1963,3,29724.5
"1828",27,1963,2,29081.833333334
"1829",28,1963,3,28464.5
"1830",29,1963,3,27924.5
"1831",30,1963,4,27601.5
"1832",31,1963,1,27565.5
"1833",32,1963,7,27675.833333333
"1834",33,1963,6,27888.166666666
"1835",34,1963,2,28151.666666666
"1836",35,1963,5,28414.833333333
"1837",36,1963,1,28727.5
"1838",37,1963,3,29164.666666667
"1839",38,1963,3,29717.833333334
"1840",39,1963,4,30040.5
"1841",40,1963,3,30372.5
"1842",41,1963,1,31108.166666666
"1843",42,1963,2,31459.666666667
"1844",43,1963,2,31032.166666667
"1845",44,1963,2,29987
"1846",45,1963,1,29240.166666667
"1847",46,1963,1,29005.666666667
"1848",47,1963,4,28965.5
"1849",48,1963,4,29266
"1850",49,1963,2,29721.166666667
"1851",50,1963,2,30050.833333333
"1852",51,1963,0,30045.666666666
"1853",52,1963,0,29920.5
"1854",53,1963,3,29588.333333333
"1855",54,1963,1,28965.333333334
"1856",55,1963,1,27996.166666667
"1857",56,1963,0,27027.833333333
"1858",57,1963,1,26254.833333334
"1859",58,1963,0,25444
"1860",59,1963,0,24649.833333333
"1861",60,1963,0,23843
"1862",61,1963,1,23070.666666667
"1863",62,1963,1,22181.5
"1864",63,1963,0,21280.5
"1865",64,1963,1,20475.666666667
"1866",65,1963,1,19704.166666667
"1867",66,1963,2,18948.8333333334
"1868",67,1963,0,18078
"1869",68,1963,0,17140.5
"1870",69,1963,2,16023.8333333333
"1871",70,1963,0,14929.8333333334
"1872",71,1963,1,13948.6666666667
"1873",72,1963,0,13092.1666666666
"1874",73,1963,0,12299.1666666666
"1875",74,1963,0,11455.8333333334
"1876",75,1963,0,10625.3333333333
"1877",76,1963,0,9829.6666666667
"1878",77,1963,1,9084.8333333333
"1879",78,1963,0,8274.5
"1880",79,1963,1,7328
"1881",80,1963,0,6367
"1882",81,1963,0,5537.6666666667
"1883",82,1963,0,4802.1666666667
"1884",83,1963,0,4101.8333333333
"1885",84,1963,1,3485.3333333333
"1886",85,1963,0,2897.3333333333
"1887",86,1963,1,2340.1666666666
"1888",87,1963,0,1820.50000000003
"1889",88,1963,0,1376.66666666667
"1890",89,1963,0,925.49367088608
"1891",0,1964,0,41408.166666667
"1892",1,1964,0,40180
"1893",2,1964,0,38860.5
"1894",3,1964,0,37881.166666667
"1895",4,1964,0,37459.833333334
"1896",5,1964,0,37384.833333333
"1897",6,1964,0,37588.333333333
"1898",7,1964,0,37850
"1899",8,1964,0,37945.5
"1900",9,1964,0,38034.5
"1901",10,1964,0,38103.833333333
"1902",11,1964,0,38045.666666667
"1903",12,1964,0,38082.166666667
"1904",13,1964,0,38278.333333334
"1905",14,1964,0,39076.833333334
"1906",15,1964,1,40587.833333334
"1907",16,1964,0,42645.666666666
"1908",17,1964,0,44593.666666666
"1909",18,1964,0,45223.5
"1910",19,1964,0,44096
"1911",20,1964,1,41689.333333334
"1912",21,1964,1,38572.666666666
"1913",22,1964,3,35608.166666667
"1914",23,1964,5,33295.333333333
"1915",24,1964,2,31893.333333333
"1916",25,1964,4,31128.5
"1917",26,1964,6,30406.5
"1918",27,1964,4,29719.166666667
"1919",28,1964,0,29059
"1920",29,1964,3,28441.833333333
"1921",30,1964,1,27915.666666667
"1922",31,1964,3,27609.333333334
"1923",32,1964,3,27582.5
"1924",33,1964,3,27675.833333334
"1925",34,1964,7,27878.166666667
"1926",35,1964,4,28137.333333333
"1927",36,1964,9,28391.666666666
"1928",37,1964,4,28708.833333333
"1929",38,1964,6,29123.5
"1930",39,1964,4,29682.166666667
"1931",40,1964,3,30001
"1932",41,1964,4,30325.166666667
"1933",42,1964,2,31052.833333333
"1934",43,1964,3,31378.666666667
"1935",44,1964,1,30941.666666666
"1936",45,1964,1,29910.166666667
"1937",46,1964,3,29153.333333334
"1938",47,1964,3,28906
"1939",48,1964,3,28835.833333333
"1940",49,1964,5,29120.666666667
"1941",50,1964,1,29564.5
"1942",51,1964,2,29875.166666666
"1943",52,1964,3,29841.666666667
"1944",53,1964,2,29694
"1945",54,1964,3,29320.333333333
"1946",55,1964,2,28676.333333334
"1947",56,1964,1,27698.333333333
"1948",57,1964,2,26699.5
"1949",58,1964,1,25878.166666667
"1950",59,1964,3,25062.666666667
"1951",60,1964,3,24253.833333333
"1952",61,1964,0,23410.333333334
"1953",62,1964,0,22617
"1954",63,1964,0,21710.5
"1955",64,1964,0,20777.333333333
"1956",65,1964,0,19934.3333333333
"1957",66,1964,0,19150.5
"1958",67,1964,0,18348.3333333334
"1959",68,1964,0,17448.6666666667
"1960",69,1964,0,16494.3333333333
"1961",70,1964,3,15381.1666666666
"1962",71,1964,0,14263.3333333334
"1963",72,1964,0,13257.1666666667
"1964",73,1964,0,12402.5
"1965",74,1964,0,11616
"1966",75,1964,1,10744.3333333333
"1967",76,1964,0,9889.1666666667
"1968",77,1964,0,9087.8333333334
"1969",78,1964,1,8325.8333333333
"1970",79,1964,0,7485.3333333333
"1971",80,1964,0,6546.3333333333
"1972",81,1964,0,5648.8333333333
"1973",82,1964,0,4851
"1974",83,1964,0,4172.3333333333
"1975",84,1964,0,3525.8333333333
"1976",85,1964,0,2935.6666666667
"1977",86,1964,0,2375.1666666666
"1978",87,1964,0,1886.33333333333
"1979",88,1964,0,1450.66666666666
"1980",89,1964,0,966.47409679618
"1981",0,1965,1,42524
"1982",1,1965,1,41421
"1983",2,1965,0,40050.166666666
"1984",3,1965,0,38782.833333333
"1985",4,1965,0,37800
"1986",5,1965,0,37670.333333333
"1987",6,1965,0,37534.833333334
"1988",7,1965,0,37590.666666666
"1989",8,1965,0,37851.5
"1990",9,1965,0,37925.166666667
"1991",10,1965,0,38003.833333333
"1992",11,1965,0,38103.166666667
"1993",12,1965,0,38042
"1994",13,1965,0,38078.166666666
"1995",14,1965,0,38331.166666666
"1996",15,1965,0,39033.333333334
"1997",16,1965,2,40588.5
"1998",17,1965,1,42604.833333334
"1999",18,1965,1,44593.166666667
"2000",19,1965,0,45223.833333333
"2001",20,1965,1,43939.5
"2002",21,1965,0,41472
"2003",22,1965,2,38350.166666667
"2004",23,1965,3,35335.5
"2005",24,1965,1,33177.5
"2006",25,1965,1,31843.833333333
"2007",26,1965,3,31077.666666667
"2008",27,1965,4,30384.166666667
"2009",28,1965,7,29722.833333334
"2010",29,1965,1,29069
"2011",30,1965,7,28447.833333333
"2012",31,1965,3,27929
"2013",32,1965,3,27613
"2014",33,1965,1,27558
"2015",34,1965,4,27653.166666667
"2016",35,1965,0,27815.666666667
"2017",36,1965,3,28045.666666667
"2018",37,1965,4,28335.833333333
"2019",38,1965,3,28669.666666667
"2020",39,1965,2,29103.833333334
"2021",40,1965,4,29642.333333333
"2022",41,1965,3,29945.166666667
"2023",42,1965,5,30264.333333333
"2024",43,1965,1,30974
"2025",44,1965,5,31300.166666666
"2026",45,1965,1,30770
"2027",46,1965,1,29714.166666667
"2028",47,1965,3,28985.666666667
"2029",48,1965,1,28747.333333333
"2030",49,1965,1,28670.333333334
"2031",50,1965,0,28968
"2032",51,1965,1,29386.5
"2033",52,1965,4,29687.333333333
"2034",53,1965,5,29601.166666667
"2035",54,1965,1,29422.166666666
"2036",55,1965,1,28999.333333333
"2037",56,1965,2,28339.666666666
"2038",57,1965,2,27354.666666667
"2039",58,1965,1,26308.5
"2040",59,1965,0,25470.166666667
"2041",60,1965,0,24619.166666666
"2042",61,1965,0,23813
"2043",62,1965,2,22967.666666666
"2044",63,1965,1,22127.833333333
"2045",64,1965,1,21191.5
"2046",65,1965,1,20225.9999999997
"2047",66,1965,0,19363.1666666666
"2048",67,1965,0,18519.6666666666
"2049",68,1965,0,17739
"2050",69,1965,0,16791.6666666667
"2051",70,1965,1,15816.8333333333
"2052",71,1965,0,14669.5
"2053",72,1965,1,13540.8333333333
"2054",73,1965,0,12558.6666666667
"2055",74,1965,1,11710.5
"2056",75,1965,0,10875.3333333333
"2057",76,1965,0,9982.1666666666
"2058",77,1965,0,9095
"2059",78,1965,0,8289.6666666667
"2060",79,1965,0,7526.3333333333
"2061",80,1965,0,6678.5
"2062",81,1965,0,5805.8333333334
"2063",82,1965,0,4974.1666666667
"2064",83,1965,1,4204.5
"2065",84,1965,0,3579.5
"2066",85,1965,0,2958
"2067",86,1965,0,2404.5
"2068",87,1965,0,1923.83333333337
"2069",88,1965,2,1509.33333333334
"2070",89,1965,0,1025.27280477409
"2071",0,1966,0,43647.333333333
"2072",1,1966,0,42593.833333334
"2073",2,1966,0,41304.833333333
"2074",3,1966,0,39952.5
"2075",4,1966,0,38830.5
"2076",5,1966,0,38045.333333333
"2077",6,1966,0,37687.5
"2078",7,1966,0,37525.166666667
"2079",8,1966,0,37582.5
"2080",9,1966,0,37820.833333334
"2081",10,1966,0,37917.333333333
"2082",11,1966,0,38008.666666666
"2083",12,1966,0,38096.333333334
"2084",13,1966,0,38078.166666667
"2085",14,1966,0,38119.666666666
"2086",15,1966,0,38300.5
"2087",16,1966,1,39060.833333333
"2088",17,1966,2,40564.166666667
"2089",18,1966,1,42648.666666667
"2090",19,1966,0,44545
"2091",20,1966,2,45087
"2092",21,1966,2,43745.5
"2093",22,1966,3,41200.333333333
"2094",23,1966,3,38138.333333334
"2095",24,1966,1,35302.833333333
"2096",25,1966,2,33151.333333333
"2097",26,1966,4,31850
"2098",27,1966,4,31130
"2099",28,1966,3,30412.333333333
"2100",29,1966,2,29723.333333333
"2101",30,1966,4,29063.833333334
"2102",31,1966,7,28458.666666666
"2103",32,1966,3,27911.833333333
"2104",33,1966,7,27588
"2105",34,1966,5,27528.5
"2106",35,1966,1,27575.166666666
"2107",36,1966,2,27753.166666667
"2108",37,1966,8,28019.166666666
"2109",38,1966,4,28323.166666666
"2110",39,1966,6,28659.333333333
"2111",40,1966,2,29057.166666667
"2112",41,1966,6,29595.666666667
"2113",42,1966,2,29889.5
"2114",43,1966,2,30199
"2115",44,1966,3,30860.166666666
"2116",45,1966,1,31095.166666666
"2117",46,1966,1,30606.166666666
"2118",47,1966,0,29561.5
"2119",48,1966,1,28828.5
"2120",49,1966,0,28591.833333334
"2121",50,1966,3,28531
"2122",51,1966,2,28789.5
"2123",52,1966,1,29174.333333333
"2124",53,1966,1,29443.166666667
"2125",54,1966,2,29335.333333334
"2126",55,1966,1,29091
"2127",56,1966,0,28689.5
"2128",57,1966,0,27997
"2129",58,1966,2,26951.833333333
"2130",59,1966,0,25886.666666667
"2131",60,1966,3,25031.5
"2132",61,1966,0,24176.833333334
"2133",62,1966,0,23342.166666667
"2134",63,1966,1,22468.666666667
"2135",64,1966,1,21606.833333334
"2136",65,1966,0,20615.833333334
"2137",66,1966,0,19622.6666666667
"2138",67,1966,1,18753.1666666667
"2139",68,1966,1,17914
"2140",69,1966,0,17051.8333333333
"2141",70,1966,0,16088.5
"2142",71,1966,0,15058
"2143",72,1966,0,13927.1666666667
"2144",73,1966,0,12810.5
"2145",74,1966,0,11801
"2146",75,1966,1,10927.1666666667
"2147",76,1966,0,10091.1666666667
"2148",77,1966,0,9170
"2149",78,1966,0,8297.5
"2150",79,1966,0,7480.6666666667
"2151",80,1966,0,6720
"2152",81,1966,0,5922.8333333333
"2153",82,1966,0,5084.3333333334
"2154",83,1966,1,4278.1666666667
"2155",84,1966,0,3584.1666666667
"2156",85,1966,0,2989.1666666667
"2157",86,1966,0,2423.3333333333
"2158",87,1966,0,1937.66666666663
"2159",88,1966,0,1526
"2160",89,1966,0,1112.09400575094
"2161",0,1967,3,42569.333333333
"2162",1,1967,1,42999.666666667
"2163",2,1967,0,42546.166666667
"2164",3,1967,0,41287.333333334
"2165",4,1967,0,39950
"2166",5,1967,0,38823.5
"2167",6,1967,0,38046.5
"2168",7,1967,0,37681.5
"2169",8,1967,0,37518.833333333
"2170",9,1967,0,37578.833333333
"2171",10,1967,0,37829.166666667
"2172",11,1967,0,37924.166666666
"2173",12,1967,0,38020.833333333
"2174",13,1967,0,38112.333333334
"2175",14,1967,0,38092.833333334
"2176",15,1967,0,38143.666666667
"2177",16,1967,0,38300.833333333
"2178",17,1967,0,39041.833333333
"2179",18,1967,1,40573.5
"2180",19,1967,1,42686.833333333
"2181",20,1967,2,44549.833333333
"2182",21,1967,5,44985
"2183",22,1967,2,43650.166666666
"2184",23,1967,2,41138.333333334
"2185",24,1967,6,38143.333333333
"2186",25,1967,5,35360.5
"2187",26,1967,5,33236.5
"2188",27,1967,10,31895.5
"2189",28,1967,2,31142
"2190",29,1967,2,30426.666666666
"2191",30,1967,4,29743.5
"2192",31,1967,6,29071.166666667
"2193",32,1967,5,28450.833333333
"2194",33,1967,3,27926.666666667
"2195",34,1967,4,27609.833333334
"2196",35,1967,4,27531.333333333
"2197",36,1967,5,27576.166666667
"2198",37,1967,4,27758
"2199",38,1967,3,28013
"2200",39,1967,7,28294.666666666
"2201",40,1967,3,28623.5
"2202",41,1967,2,29026.166666667
"2203",42,1967,2,29536.833333334
"2204",43,1967,2,29834.666666667
"2205",44,1967,2,30138.333333334
"2206",45,1967,2,30772
"2207",46,1967,3,30998.5
"2208",47,1967,2,30483.666666666
"2209",48,1967,1,29422.333333333
"2210",49,1967,0,28680.5
"2211",50,1967,2,28430.833333333
"2212",51,1967,2,28333.833333333
"2213",52,1967,0,28581.833333333
"2214",53,1967,3,28945.666666666
"2215",54,1967,2,29184.166666667
"2216",55,1967,0,29044.833333333
"2217",56,1967,1,28790.833333333
"2218",57,1967,2,28327.666666667
"2219",58,1967,2,27608.5
"2220",59,1967,1,26539.5
"2221",60,1967,1,25438
"2222",61,1967,1,24558.166666667
"2223",62,1967,0,23682.666666666
"2224",63,1967,2,22814.166666666
"2225",64,1967,1,21909.833333333
"2226",65,1967,0,21014
"2227",66,1967,0,20006.1666666663
"2228",67,1967,0,18976.3333333333
"2229",68,1967,0,18084.6666666667
"2230",69,1967,0,17228
"2231",70,1967,0,16318.3333333333
"2232",71,1967,0,15317.3333333333
"2233",72,1967,0,14292.8333333333
"2234",73,1967,0,13155.3333333333
"2235",74,1967,1,12028.8333333333
"2236",75,1967,0,11039
"2237",76,1967,0,10158.5
"2238",77,1967,0,9302.1666666667
"2239",78,1967,1,8381.3333333333
"2240",79,1967,0,7523.5
"2241",80,1967,0,6719.5
"2242",81,1967,1,5962.3333333333
"2243",82,1967,0,5192.3333333333
"2244",83,1967,0,4381.6666666667
"2245",84,1967,0,3664.3333333333
"2246",85,1967,0,3032.3333333333
"2247",86,1967,1,2468.1666666667
"2248",87,1967,0,1960.16666666663
"2249",88,1967,0,1535
"2250",89,1967,0,1126.10721510452
"2251",0,1968,0,40027.5
"2252",1,1968,0,41960
"2253",2,1968,0,42932.333333333
"2254",3,1968,0,42497
"2255",4,1968,0,41233
"2256",5,1968,0,39917.666666667
"2257",6,1968,0,38799.333333333
"2258",7,1968,0,38021.833333333
"2259",8,1968,0,37656
"2260",9,1968,0,37498
"2261",10,1968,0,37573.833333334
"2262",11,1968,0,37812
"2263",12,1968,0,37912.5
"2264",13,1968,0,38025.166666666
"2265",14,1968,0,38110.333333333
"2266",15,1968,0,38112.5
"2267",16,1968,0,38115.833333333
"2268",17,1968,1,38278.333333334
"2269",18,1968,1,39052.333333334
"2270",19,1968,4,40590.833333333
"2271",20,1968,1,42635.166666667
"2272",21,1968,4,44400.166666667
"2273",22,1968,1,44777
"2274",23,1968,5,43451.5
"2275",24,1968,2,41027.5
"2276",25,1968,2,38073.5
"2277",26,1968,3,35338.666666667
"2278",27,1968,5,33200.166666667
"2279",28,1968,4,31863.666666667
"2280",29,1968,3,31103
"2281",30,1968,5,30396.833333333
"2282",31,1968,2,29710.333333334
"2283",32,1968,4,29036.166666666
"2284",33,1968,1,28441.333333333
"2285",34,1968,2,27911.666666667
"2286",35,1968,8,27596.166666667
"2287",36,1968,4,27508
"2288",37,1968,3,27544.166666667
"2289",38,1968,10,27704
"2290",39,1968,3,27974.5
"2291",40,1968,1,28258.5
"2292",41,1968,3,28566
"2293",42,1968,0,28952.166666667
"2294",43,1968,3,29469
"2295",44,1968,5,29754.666666667
"2296",45,1968,1,30042.666666667
"2297",46,1968,1,30664.666666667
"2298",47,1968,2,30875.166666667
"2299",48,1968,2,30351.333333333
"2300",49,1968,1,29279.666666667
"2301",50,1968,2,28513.5
"2302",51,1968,2,28248.833333334
"2303",52,1968,1,28144.5
"2304",53,1968,2,28351.833333333
"2305",54,1968,0,28694.166666667
"2306",55,1968,3,28896.333333333
"2307",56,1968,2,28728.666666667
"2308",57,1968,1,28441.5
"2309",58,1968,0,27952.166666667
"2310",59,1968,1,27198.666666666
"2311",60,1968,0,26097.833333333
"2312",61,1968,0,24978.166666667
"2313",62,1968,2,24052
"2314",63,1968,0,23147.5
"2315",64,1968,0,22248.833333333
"2316",65,1968,0,21328.833333334
"2317",66,1968,0,20392.8333333337
"2318",67,1968,0,19347
"2319",68,1968,0,18313.3333333333
"2320",69,1968,0,17387.6666666667
"2321",70,1968,1,16502.1666666667
"2322",71,1968,1,15557.6666666667
"2323",72,1968,1,14556
"2324",73,1968,2,13538.6666666667
"2325",74,1968,0,12391.1666666666
"2326",75,1968,1,11266.1666666666
"2327",76,1968,0,10298.5
"2328",77,1968,0,9412.8333333334
"2329",78,1968,1,8534.8333333333
"2330",79,1968,0,7636.6666666667
"2331",80,1968,0,6793.5
"2332",81,1968,0,6008
"2333",82,1968,0,5262.1666666666
"2334",83,1968,0,4512
"2335",84,1968,0,3786.6666666667
"2336",85,1968,0,3130.3333333333
"2337",86,1968,0,2539
"2338",87,1968,0,2024.33333333333
"2339",88,1968,0,1564.5
"2340",89,1968,0,1084.47983870968
"2341",0,1969,0,37578.5
"2342",1,1969,0,39749.666666667
"2343",2,1969,0,41947
"2344",3,1969,0,42893
"2345",4,1969,0,42459.5
"2346",5,1969,0,41204
"2347",6,1969,0,39896
"2348",7,1969,1,38790.666666667
"2349",8,1969,0,38011
"2350",9,1969,0,37645.166666666
"2351",10,1969,0,37494.333333334
"2352",11,1969,0,37555
"2353",12,1969,0,37813.833333334
"2354",13,1969,0,37939.333333333
"2355",14,1969,1,38045.666666667
"2356",15,1969,0,38152.833333334
"2357",16,1969,0,38105
"2358",17,1969,3,38137.666666666
"2359",18,1969,2,38317.5
"2360",19,1969,2,39088.833333333
"2361",20,1969,3,40590.166666667
"2362",21,1969,7,42536.333333333
"2363",22,1969,1,44264.666666667
"2364",23,1969,4,44720.5
"2365",24,1969,4,43447.5
"2366",25,1969,3,41040.666666666
"2367",26,1969,3,38106.666666667
"2368",27,1969,2,35367
"2369",28,1969,3,33213.666666667
"2370",29,1969,5,31862.333333334
"2371",30,1969,10,31121
"2372",31,1969,5,30407.666666667
"2373",32,1969,7,29728
"2374",33,1969,5,29057
"2375",34,1969,5,28447.166666666
"2376",35,1969,2,27930.666666667
"2377",36,1969,4,27595.833333333
"2378",37,1969,6,27519.166666667
"2379",38,1969,1,27560.5
"2380",39,1969,1,27724.333333333
"2381",40,1969,6,27958.166666666
"2382",41,1969,3,28234
"2383",42,1969,1,28528.833333333
"2384",43,1969,7,28906.5
"2385",44,1969,2,29407.333333333
"2386",45,1969,0,29666
"2387",46,1969,2,29949.333333333
"2388",47,1969,4,30569.166666667
"2389",48,1969,4,30761
"2390",49,1969,2,30217.166666667
"2391",50,1969,1,29135.166666666
"2392",51,1969,1,28367.666666667
"2393",52,1969,2,28078
"2394",53,1969,2,27941.333333333
"2395",54,1969,2,28124.833333334
"2396",55,1969,3,28445.666666666
"2397",56,1969,2,28615.666666667
"2398",57,1969,3,28406.333333333
"2399",58,1969,1,28072.833333334
"2400",59,1969,2,27562.5
"2401",60,1969,1,26776.5
"2402",61,1969,0,25653.166666667
"2403",62,1969,2,24476
"2404",63,1969,0,23536.666666667
"2405",64,1969,0,22602.5
"2406",65,1969,0,21653
"2407",66,1969,0,20697.5
"2408",67,1969,0,19756.6666666667
"2409",68,1969,1,18692.5
"2410",69,1969,2,17610.1666666666
"2411",70,1969,0,16646.8333333333
"2412",71,1969,1,15731.6666666667
"2413",72,1969,0,14795.3333333333
"2414",73,1969,0,13780.3333333334
"2415",74,1969,0,12758.8333333334
"2416",75,1969,0,11625.5
"2417",76,1969,2,10519.8333333333
"2418",77,1969,1,9530.5
"2419",78,1969,0,8653.6666666667
"2420",79,1969,0,7797.6666666667
"2421",80,1969,0,6913.3333333333
"2422",81,1969,0,6080.8333333334
"2423",82,1969,1,5302.6666666667
"2424",83,1969,0,4587
"2425",84,1969,0,3917.6666666667
"2426",85,1969,0,3236.3333333334
"2427",86,1969,0,2621.8333333333
"2428",87,1969,0,2092
"2429",88,1969,0,1631.83333333333
"2430",89,1969,0,1167.18651038453
"2431",0,1970,0,36340.333333333
"2432",1,1970,0,37561.666666667
"2433",2,1970,0,39737
"2434",3,1970,0,41900.5
"2435",4,1970,0,42895.5
"2436",5,1970,0,42509
"2437",6,1970,0,41314
"2438",7,1970,0,40018.166666667
"2439",8,1970,0,38848
"2440",9,1970,0,38071.5
"2441",10,1970,0,37654.833333333
"2442",11,1970,0,37496.333333333
"2443",12,1970,0,37579.5
"2444",13,1970,0,37902.333333333
"2445",14,1970,0,38079.166666666
"2446",15,1970,1,38180.166666666
"2447",16,1970,0,38195.666666667
"2448",17,1970,1,38280.833333334
"2449",18,1970,2,38316.333333334
"2450",19,1970,3,38606
"2451",20,1970,3,39360.666666667
"2452",21,1970,4,40845.5
"2453",22,1970,6,42863.833333333
"2454",23,1970,2,44792.166666666
"2455",24,1970,5,45325
"2456",25,1970,6,43886.833333333
"2457",26,1970,4,41479.166666667
"2458",27,1970,5,38572.166666667
"2459",28,1970,4,35676.833333333
"2460",29,1970,7,33538.166666666
"2461",30,1970,5,32121.833333333
"2462",31,1970,9,31406.5
"2463",32,1970,1,30661.833333333
"2464",33,1970,4,29955.833333334
"2465",34,1970,4,29261.166666667
"2466",35,1970,9,28605.166666667
"2467",36,1970,4,28087.5
"2468",37,1970,4,27825
"2469",38,1970,2,27718.333333334
"2470",39,1970,9,27700.833333334
"2471",40,1970,2,27855.833333333
"2472",41,1970,6,28064.833333333
"2473",42,1970,4,28316.333333333
"2474",43,1970,3,28592.5
"2475",44,1970,2,28972
"2476",45,1970,3,29416.833333333
"2477",46,1970,2,29653.833333333
"2478",47,1970,3,29894.166666667
"2479",48,1970,1,30539.166666667
"2480",49,1970,3,30706.333333334
"2481",50,1970,2,30129.833333333
"2482",51,1970,3,28996.166666667
"2483",52,1970,0,28186
"2484",53,1970,4,27945.833333333
"2485",54,1970,0,27778.5
"2486",55,1970,1,27892.166666666
"2487",56,1970,0,28175.333333333
"2488",57,1970,1,28336.833333333
"2489",58,1970,1,28071.833333333
"2490",59,1970,0,27685.833333333
"2491",60,1970,1,27153.5
"2492",61,1970,1,26331
"2493",62,1970,0,25166.5
"2494",63,1970,0,24040.166666666
