"","sex","A","P","N"
"4231",1,15,1992,34099
"4232",2,15,1992,32221
"4233",1,16,1992,37069
"4234",2,16,1992,35926
"4235",1,17,1992,36760
"4236",2,17,1992,35412
"4237",1,18,1992,37110
"4238",2,18,1992,35561
"4239",1,19,1992,38713
"4240",2,19,1992,36970
"4241",1,20,1992,38996
"4242",2,20,1992,36688
"4243",1,21,1992,36857
"4244",2,21,1992,35471
"4245",1,22,1992,37270
"4246",2,22,1992,35317
"4247",1,23,1992,39012
"4248",2,23,1992,36781
"4249",1,24,1992,42085
"4250",2,24,1992,40031
"4251",1,25,1992,45454
"4252",2,25,1992,43143
"4253",1,26,1992,44070
"4254",2,26,1992,41676
"4255",1,27,1992,43423
"4256",2,27,1992,40432
"4257",1,28,1992,42473
"4258",2,28,1992,40046
"4259",1,29,1992,40166
"4260",2,29,1992,37981
"4261",1,30,1992,39131
"4262",2,30,1992,37237
"4263",1,31,1992,39101
"4264",2,31,1992,37181
"4265",1,32,1992,37693
"4266",2,32,1992,36011
"4267",1,33,1992,37969
"4268",2,33,1992,36232
"4269",1,34,1992,38007
"4270",2,34,1992,36125
"4271",1,35,1992,38356
"4272",2,35,1992,36788
"4273",1,36,1992,38104
"4274",2,36,1992,36280
"4275",1,37,1992,37301
"4276",2,37,1992,36171
"4277",1,38,1992,38245
"4278",2,38,1992,36743
"4279",1,39,1992,37476
"4280",2,39,1992,36370
"4281",1,40,1992,37118
"4282",2,40,1992,35580
"4283",1,41,1992,37950
"4284",2,41,1992,37205
"4285",1,42,1992,37991
"4286",2,42,1992,37019
"4287",1,43,1992,40170
"4288",2,43,1992,38879
"4289",1,44,1992,42823
"4290",2,44,1992,41480
"4291",1,45,1992,44637
"4292",2,45,1992,42651
"4293",1,46,1992,43466
"4294",2,46,1992,41449
"4295",1,47,1992,41269
"4296",2,47,1992,39673
"4297",1,48,1992,37688
"4298",2,48,1992,36891
"4299",1,49,1992,35643
"4300",2,49,1992,34620
"4301",1,50,1992,31700
"4302",2,50,1992,31080
"4303",1,51,1992,30614
"4304",2,51,1992,30263
"4305",1,52,1992,29580
"4306",2,52,1992,28895
"4307",1,53,1992,29030
"4308",2,53,1992,28929
"4309",1,54,1992,27859
"4310",2,54,1992,28419
"4311",1,55,1992,26996
"4312",2,55,1992,27439
"4313",1,56,1992,25929
"4314",2,56,1992,26551
"4315",1,57,1992,25403
"4316",2,57,1992,26262
"4317",1,58,1992,24334
"4318",2,58,1992,25118
"4319",1,59,1992,23978
"4320",2,59,1992,25520
"4321",1,60,1992,23763
"4322",2,60,1992,25025
"4323",1,61,1992,23696
"4324",2,61,1992,25377
"4325",1,62,1992,22813
"4326",2,62,1992,24691
"4327",1,63,1992,23423
"4328",2,63,1992,25314
"4329",1,64,1992,22529
"4330",2,64,1992,24811
"4331",1,65,1992,22564
"4332",2,65,1992,25399
"4333",1,66,1992,22164
"4334",2,66,1992,25422
"4335",1,67,1992,22141
"4336",2,67,1992,25654
"4337",1,68,1992,21436
"4338",2,68,1992,25455
"4339",1,69,1992,20406
"4340",2,69,1992,24309
"4341",1,70,1992,20640
"4342",2,70,1992,25787
"4343",1,71,1992,20681
"4344",2,71,1992,26004
"4345",1,72,1992,17435
"4346",2,72,1992,21764
"4347",1,73,1992,17069
"4348",2,73,1992,22118
"4349",1,74,1992,15686
"4350",2,74,1992,21069
"4351",1,75,1992,14854
"4352",2,75,1992,20476
"4353",1,76,1992,13955
"4354",2,76,1992,19525
"4355",1,77,1992,13545
"4356",2,77,1992,20002
"4357",1,78,1992,12657
"4358",2,78,1992,19108
"4359",1,79,1992,11666
"4360",2,79,1992,18389
"4361",1,80,1992,10394
"4362",2,80,1992,16983
"4363",1,81,1992,9312
"4364",2,81,1992,16026
"4365",1,82,1992,8283
"4366",2,82,1992,15147
"4367",1,83,1992,6977
"4368",2,83,1992,13607
"4369",1,84,1992,5830
"4370",2,84,1992,11884
"4371",1,85,1992,4846
"4372",2,85,1992,10704
"4373",1,86,1992,4170
"4374",2,86,1992,9233
"4375",1,87,1992,3399
"4376",2,87,1992,7983
"4377",1,88,1992,2800
"4378",2,88,1992,6797
"4379",1,89,1992,2261
"4380",2,89,1992,5718
"4381",1,90,1992,1732
"4382",2,90,1992,4690
"4383",1,91,1992,1347
"4384",2,91,1992,3532
"4385",1,92,1992,930
"4386",2,92,1992,2818
"4387",1,93,1992,722
"4388",2,93,1992,2097
"4389",1,94,1992,526
"4390",2,94,1992,1501
"4391",1,95,1992,386
"4392",2,95,1992,1148
"4393",1,96,1992,265
"4394",2,96,1992,799
"4395",1,97,1992,149
"4396",2,97,1992,528
"4397",1,98,1992,116
"4398",2,98,1992,331
"4399",1,99,1992,142
"4400",2,99,1992,503
"4401",1,0,1993,34758
"4402",2,0,1993,32895
"4403",1,1,1993,33109
"4404",2,1,1993,31552
"4405",1,2,1993,32818
"4406",2,2,1993,31136
"4407",1,3,1993,31672
"4408",2,3,1993,30242
"4409",1,4,1993,30640
"4410",2,4,1993,28914
"4411",1,5,1993,29437
"4412",2,5,1993,27611
"4413",1,6,1993,28974
"4414",2,6,1993,27476
"4415",1,7,1993,28136
"4416",2,7,1993,27038
"4417",1,8,1993,27189
"4418",2,8,1993,26017
"4419",1,9,1993,26602
"4420",2,9,1993,25613
"4421",1,10,1993,27732
"4422",2,10,1993,26358
"4423",1,11,1993,27661
"4424",2,11,1993,26743
"4425",1,12,1993,29860
"4426",2,12,1993,28705
"4427",1,13,1993,30894
"4428",2,13,1993,29560
"4429",1,14,1993,32359
"4430",2,14,1993,30888
"4431",1,15,1993,32252
"4432",2,15,1993,30908
"4433",1,16,1993,34246
"4434",2,16,1993,32362
"4435",1,17,1993,37211
"4436",2,17,1993,35991
"4437",1,18,1993,37019
"4438",2,18,1993,35683
"4439",1,19,1993,37101
"4440",2,19,1993,35138
"4441",1,20,1993,38855
"4442",2,20,1993,37350
"4443",1,21,1993,39124
"4444",2,21,1993,37193
"4445",1,22,1993,37074
"4446",2,22,1993,35738
"4447",1,23,1993,37404
"4448",2,23,1993,35459
"4449",1,24,1993,39231
"4450",2,24,1993,36900
"4451",1,25,1993,42254
"4452",2,25,1993,40184
"4453",1,26,1993,45576
"4454",2,26,1993,43185
"4455",1,27,1993,44189
"4456",2,27,1993,41703
"4457",1,28,1993,43466
"4458",2,28,1993,40535
"4459",1,29,1993,42435
"4460",2,29,1993,40180
"4461",1,30,1993,40259
"4462",2,30,1993,38048
"4463",1,31,1993,39158
"4464",2,31,1993,37294
"4465",1,32,1993,39180
"4466",2,32,1993,37282
"4467",1,33,1993,37700
"4468",2,33,1993,36048
"4469",1,34,1993,37973
"4470",2,34,1993,36323
"4471",1,35,1993,38040
"4472",2,35,1993,36196
"4473",1,36,1993,38357
"4474",2,36,1993,36852
"4475",1,37,1993,38084
"4476",2,37,1993,36324
"4477",1,38,1993,37254
"4478",2,38,1993,36171
"4479",1,39,1993,38242
"4480",2,39,1993,36769
"4481",1,40,1993,37403
"4482",2,40,1993,36371
"4483",1,41,1993,37062
"4484",2,41,1993,35558
"4485",1,42,1993,37846
"4486",2,42,1993,37210
"4487",1,43,1993,37901
"4488",2,43,1993,36974
"4489",1,44,1993,40055
"4490",2,44,1993,38833
"4491",1,45,1993,42699
"4492",2,45,1993,41445
"4493",1,46,1993,44520
"4494",2,46,1993,42566
"4495",1,47,1993,43311
"4496",2,47,1993,41357
"4497",1,48,1993,41102
"4498",2,48,1993,39577
"4499",1,49,1993,37539
"4500",2,49,1993,36781
"4501",1,50,1993,35502
"4502",2,50,1993,34478
"4503",1,51,1993,31509
"4504",2,51,1993,30958
"4505",1,52,1993,30446
"4506",2,52,1993,30141
"4507",1,53,1993,29389
"4508",2,53,1993,28762
"4509",1,54,1993,28827
"4510",2,54,1993,28816
"4511",1,55,1993,27612
"4512",2,55,1993,28265
"4513",1,56,1993,26755
"4514",2,56,1993,27280
"4515",1,57,1993,25664
"4516",2,57,1993,26387
"4517",1,58,1993,25085
"4518",2,58,1993,26069
"4519",1,59,1993,23991
"4520",2,59,1993,24919
"4521",1,60,1993,23620
"4522",2,60,1993,25323
"4523",1,61,1993,23368
"4524",2,61,1993,24793
"4525",1,62,1993,23288
"4526",2,62,1993,25115
"4527",1,63,1993,22428
"4528",2,63,1993,24447
"4529",1,64,1993,22952
"4530",2,64,1993,24985
"4531",1,65,1993,22004
"4532",2,65,1993,24486
"4533",1,66,1993,22015
"4534",2,66,1993,25022
"4535",1,67,1993,21514
"4536",2,67,1993,24992
"4537",1,68,1993,21530
"4538",2,68,1993,25220
"4539",1,69,1993,20692
"4540",2,69,1993,24976
"4541",1,70,1993,19588
"4542",2,70,1993,23810
"4543",1,71,1993,19778
"4544",2,71,1993,25174
"4545",1,72,1993,19729
"4546",2,72,1993,25305
"4547",1,73,1993,16584
"4548",2,73,1993,21135
"4549",1,74,1993,16165
"4550",2,74,1993,21433
"4551",1,75,1993,14773
"4552",2,75,1993,20363
"4553",1,76,1993,13922
"4554",2,76,1993,19732
"4555",1,77,1993,13018
"4556",2,77,1993,18720
"4557",1,78,1993,12499
"4558",2,78,1993,19122
"4559",1,79,1993,11605
"4560",2,79,1993,18185
"4561",1,80,1993,10619
"4562",2,80,1993,17364
"4563",1,81,1993,9396
"4564",2,81,1993,15981
"4565",1,82,1993,8334
"4566",2,82,1993,14979
"4567",1,83,1993,7297
"4568",2,83,1993,13944
"4569",1,84,1993,6117
"4570",2,84,1993,12420
"4571",1,85,1993,5070
"4572",2,85,1993,10698
"4573",1,86,1993,4174
"4574",2,86,1993,9532
"4575",1,87,1993,3442
"4576",2,87,1993,8118
"4577",1,88,1993,2785
"4578",2,88,1993,6997
"4579",1,89,1993,2247
"4580",2,89,1993,5776
"4581",1,90,1993,1736
"4582",2,90,1993,4727
"4583",1,91,1993,1355
"4584",2,91,1993,3822
"4585",1,92,1993,1012
"4586",2,92,1993,2853
"4587",1,93,1993,683
"4588",2,93,1993,2200
"4589",1,94,1993,528
"4590",2,94,1993,1609
"4591",1,95,1993,361
"4592",2,95,1993,1142
"4593",1,96,1993,260
"4594",2,96,1993,816
"4595",1,97,1993,168
"4596",2,97,1993,551
"4597",1,98,1993,93
"4598",2,98,1993,367
"4599",1,99,1993,158
"4600",2,99,1993,533
"4601",1,0,1994,34568
"4602",2,0,1994,32791
"4603",1,1,1994,34954
"4604",2,1,1994,33053
"4605",1,2,1994,33255
"4606",2,2,1994,31654
"4607",1,3,1994,32891
"4608",2,3,1994,31232
"4609",1,4,1994,31766
"4610",2,4,1994,30340
"4611",1,5,1994,30750
"4612",2,5,1994,29004
"4613",1,6,1994,29492
"4614",2,6,1994,27719
"4615",1,7,1994,29059
"4616",2,7,1994,27577
"4617",1,8,1994,28192
"4618",2,8,1994,27099
"4619",1,9,1994,27261
"4620",2,9,1994,26090
"4621",1,10,1994,26672
"4622",2,10,1994,25669
"4623",1,11,1994,27797
"4624",2,11,1994,26427
"4625",1,12,1994,27727
"4626",2,12,1994,26838
"4627",1,13,1994,29958
"4628",2,13,1994,28792
"4629",1,14,1994,31004
"4630",2,14,1994,29640
"4631",1,15,1994,32471
"4632",2,15,1994,30984
"4633",1,16,1994,32354
"4634",2,16,1994,31019
"4635",1,17,1994,34373
"4636",2,17,1994,32436
"4637",1,18,1994,37361
"4638",2,18,1994,36244
"4639",1,19,1994,36980
"4640",2,19,1994,35269
"4641",1,20,1994,37235
"4642",2,20,1994,35525
"4643",1,21,1994,39005
"4644",2,21,1994,37919
"4645",1,22,1994,39287
"4646",2,22,1994,37412
"4647",1,23,1994,37260
"4648",2,23,1994,35929
"4649",1,24,1994,37597
"4650",2,24,1994,35697
"4651",1,25,1994,39396
"4652",2,25,1994,37098
"4653",1,26,1994,42381
"4654",2,26,1994,40258
"4655",1,27,1994,45602
"4656",2,27,1994,43239
"4657",1,28,1994,44229
"4658",2,28,1994,41821
"4659",1,29,1994,43527
"4660",2,29,1994,40635
"4661",1,30,1994,42470
"4662",2,30,1994,40290
"4663",1,31,1994,40284
"4664",2,31,1994,38113
"4665",1,32,1994,39145
"4666",2,32,1994,37419
"4667",1,33,1994,39217
"4668",2,33,1994,37357
"4669",1,34,1994,37759
"4670",2,34,1994,36098
"4671",1,35,1994,37958
"4672",2,35,1994,36382
"4673",1,36,1994,38038
"4674",2,36,1994,36247
"4675",1,37,1994,38343
"4676",2,37,1994,36907
"4677",1,38,1994,38075
"4678",2,38,1994,36381
"4679",1,39,1994,37236
"4680",2,39,1994,36191
"4681",1,40,1994,38170
"4682",2,40,1994,36781
"4683",1,41,1994,37331
"4684",2,41,1994,36349
"4685",1,42,1994,37018
"4686",2,42,1994,35530
"4687",1,43,1994,37840
"4688",2,43,1994,37175
"4689",1,44,1994,37806
"4690",2,44,1994,36937
"4691",1,45,1994,39998
"4692",2,45,1994,38832
"4693",1,46,1994,42571
"4694",2,46,1994,41357
"4695",1,47,1994,44383
"4696",2,47,1994,42491
"4697",1,48,1994,43145
"4698",2,48,1994,41300
"4699",1,49,1994,40878
"4700",2,49,1994,39479
"4701",1,50,1994,37378
"4702",2,50,1994,36711
"4703",1,51,1994,35323
"4704",2,51,1994,34356
"4705",1,52,1994,31342
"4706",2,52,1994,30825
"4707",1,53,1994,30265
"4708",2,53,1994,30031
"4709",1,54,1994,29189
"4710",2,54,1994,28651
"4711",1,55,1994,28591
"4712",2,55,1994,28667
"4713",1,56,1994,27408
"4714",2,56,1994,28112
"4715",1,57,1994,26507
"4716",2,57,1994,27099
"4717",1,58,1994,25393
"4718",2,58,1994,26180
"4719",1,59,1994,24768
"4720",2,59,1994,25844
"4721",1,60,1994,23680
"4722",2,60,1994,24701
"4723",1,61,1994,23247
"4724",2,61,1994,25053
"4725",1,62,1994,22922
"4726",2,62,1994,24537
"4727",1,63,1994,22829
"4728",2,63,1994,24819
"4729",1,64,1994,22003
"4730",2,64,1994,24123
"4731",1,65,1994,22441
"4732",2,65,1994,24619
"4733",1,66,1994,21405
"4734",2,66,1994,24087
"4735",1,67,1994,21346
"4736",2,67,1994,24600
"4737",1,68,1994,20830
"4738",2,68,1994,24531
"4739",1,69,1994,20786
"4740",2,69,1994,24675
"4741",1,70,1994,19901
"4742",2,70,1994,24448
"4743",1,71,1994,18795
"4744",2,71,1994,23229
"4745",1,72,1994,18864
"4746",2,72,1994,24476
"4747",1,73,1994,18729
"4748",2,73,1994,24540
"4749",1,74,1994,15640
"4750",2,74,1994,20446
"4751",1,75,1994,15224
"4752",2,75,1994,20699
"4753",1,76,1994,13723
"4754",2,76,1994,19544
"4755",1,77,1994,12923
"4756",2,77,1994,18881
"4757",1,78,1994,11973
"4758",2,78,1994,17882
"4759",1,79,1994,11439
"4760",2,79,1994,18099
"4761",1,80,1994,10578
"4762",2,80,1994,17150
"4763",1,81,1994,9536
"4764",2,81,1994,16252
"4765",1,82,1994,8373
"4766",2,82,1994,14779
"4767",1,83,1994,7338
"4768",2,83,1994,13770
"4769",1,84,1994,6353
"4770",2,84,1994,12711
"4771",1,85,1994,5251
"4772",2,85,1994,11198
"4773",1,86,1994,4263
"4774",2,86,1994,9562
"4775",1,87,1994,3513
"4776",2,87,1994,8335
"4777",1,88,1994,2793
"4778",2,88,1994,6980
"4779",1,89,1994,2250
"4780",2,89,1994,5946
"4781",1,90,1994,1738
"4782",2,90,1994,4790
"4783",1,91,1994,1353
"4784",2,91,1994,3886
"4785",1,92,1994,1019
"4786",2,92,1994,3053
"4787",1,93,1994,750
"4788",2,93,1994,2225
"4789",1,94,1994,473
"4790",2,94,1994,1655
"4791",1,95,1994,352
"4792",2,95,1994,1174
"4793",1,96,1994,235
"4794",2,96,1994,820
"4795",1,97,1994,161
"4796",2,97,1994,559
"4797",1,98,1994,95
"4798",2,98,1994,375
"4799",1,99,1994,140
"4800",2,99,1994,545
"4801",1,0,1995,35612
"4802",2,0,1995,34094
"4803",1,1,1995,34747
"4804",2,1,1995,32967
"4805",1,2,1995,35082
"4806",2,2,1995,33198
"4807",1,3,1995,33330
"4808",2,3,1995,31738
"4809",1,4,1995,32974
"4810",2,4,1995,31361
"4811",1,5,1995,31898
"4812",2,5,1995,30440
"4813",1,6,1995,30863
"4814",2,6,1995,29107
"4815",1,7,1995,29539
"4816",2,7,1995,27802
"4817",1,8,1995,29152
"4818",2,8,1995,27637
"4819",1,9,1995,28304
"4820",2,9,1995,27160
"4821",1,10,1995,27350
"4822",2,10,1995,26176
"4823",1,11,1995,26755
"4824",2,11,1995,25731
"4825",1,12,1995,27877
"4826",2,12,1995,26492
"4827",1,13,1995,27791
"4828",2,13,1995,26867
"4829",1,14,1995,30035
"4830",2,14,1995,28861
"4831",1,15,1995,31102
"4832",2,15,1995,29740
"4833",1,16,1995,32565
"4834",2,16,1995,31115
"4835",1,17,1995,32493
"4836",2,17,1995,31107
"4837",1,18,1995,34472
"4838",2,18,1995,32616
"4839",1,19,1995,37332
"4840",2,19,1995,35884
"4841",1,20,1995,37068
"4842",2,20,1995,35690
"4843",1,21,1995,37374
"4844",2,21,1995,36044
"4845",1,22,1995,39103
"4846",2,22,1995,38190
"4847",1,23,1995,39376
"4848",2,23,1995,37606
"4849",1,24,1995,37368
"4850",2,24,1995,36074
"4851",1,25,1995,37748
"4852",2,25,1995,35835
"4853",1,26,1995,39510
"4854",2,26,1995,37234
"4855",1,27,1995,42400
"4856",2,27,1995,40395
"4857",1,28,1995,45679
"4858",2,28,1995,43351
"4859",1,29,1995,44225
"4860",2,29,1995,41877
"4861",1,30,1995,43607
"4862",2,30,1995,40724
"4863",1,31,1995,42520
"4864",2,31,1995,40350
"4865",1,32,1995,40307
"4866",2,32,1995,38205
"4867",1,33,1995,39180
"4868",2,33,1995,37456
"4869",1,34,1995,39237
"4870",2,34,1995,37425
"4871",1,35,1995,37738
"4872",2,35,1995,36204
"4873",1,36,1995,37947
"4874",2,36,1995,36465
"4875",1,37,1995,37977
"4876",2,37,1995,36298
"4877",1,38,1995,38309
"4878",2,38,1995,36926
"4879",1,39,1995,38011
"4880",2,39,1995,36426
"4881",1,40,1995,37162
"4882",2,40,1995,36226
"4883",1,41,1995,38084
"4884",2,41,1995,36765
"4885",1,42,1995,37283
"4886",2,42,1995,36334
"4887",1,43,1995,36974
"4888",2,43,1995,35528
"4889",1,44,1995,37779
"4890",2,44,1995,37128
"4891",1,45,1995,37684
"4892",2,45,1995,36894
"4893",1,46,1995,39850
"4894",2,46,1995,38765
"4895",1,47,1995,42431
"4896",2,47,1995,41265
"4897",1,48,1995,44230
"4898",2,48,1995,42349
"4899",1,49,1995,42972
"4900",2,49,1995,41179
"4901",1,50,1995,40651
"4902",2,50,1995,39378
"4903",1,51,1995,37155
"4904",2,51,1995,36588
"4905",1,52,1995,35119
"4906",2,52,1995,34236
"4907",1,53,1995,31125
"4908",2,53,1995,30693
"4909",1,54,1995,30076
"4910",2,54,1995,29896
"4911",1,55,1995,28939
"4912",2,55,1995,28492
"4913",1,56,1995,28340
"4914",2,56,1995,28495
"4915",1,57,1995,27130
"4916",2,57,1995,27910
"4917",1,58,1995,26240
"4918",2,58,1995,26903
"4919",1,59,1995,25074
"4920",2,59,1995,25982
"4921",1,60,1995,24415
"4922",2,60,1995,25652
"4923",1,61,1995,23280
"4924",2,61,1995,24438
"4925",1,62,1995,22826
"4926",2,62,1995,24797
"4927",1,63,1995,22519
"4928",2,63,1995,24253
"4929",1,64,1995,22335
"4930",2,64,1995,24512
"4931",1,65,1995,21524
"4932",2,65,1995,23782
"4933",1,66,1995,21864
"4934",2,66,1995,24228
"4935",1,67,1995,20791
"4936",2,67,1995,23647
"4937",1,68,1995,20686
"4938",2,68,1995,24110
"4939",1,69,1995,20091
"4940",2,69,1995,24047
"4941",1,70,1995,20007
"4942",2,70,1995,24115
"4943",1,71,1995,19084
"4944",2,71,1995,23872
"4945",1,72,1995,17955
"4946",2,72,1995,22594
"4947",1,73,1995,17989
"4948",2,73,1995,23778
"4949",1,74,1995,17686
"4950",2,74,1995,23793
"4951",1,75,1995,14716
"4952",2,75,1995,19752
"4953",1,76,1995,14266
"4954",2,76,1995,19902
"4955",1,77,1995,12760
"4956",2,77,1995,18688
"4957",1,78,1995,11992
"4958",2,78,1995,18034
"4959",1,79,1995,10990
"4960",2,79,1995,17009
"4961",1,80,1995,10406
"4962",2,80,1995,17100
"4963",1,81,1995,9579
"4964",2,81,1995,16115
"4965",1,82,1995,8552
"4966",2,82,1995,15140
"4967",1,83,1995,7333
"4968",2,83,1995,13639
"4969",1,84,1995,6382
"4970",2,84,1995,12620
"4971",1,85,1995,5445
"4972",2,85,1995,11474
"4973",1,86,1995,4473
"4974",2,86,1995,10047
"4975",1,87,1995,3561
"4976",2,87,1995,8418
"4977",1,88,1995,2897
"4978",2,88,1995,7205
"4979",1,89,1995,2265
"4980",2,89,1995,5972
"4981",1,90,1995,1798
"4982",2,90,1995,5023
"4983",1,91,1995,1337
"4984",2,91,1995,3931
"4985",1,92,1995,1058
"4986",2,92,1995,3147
"4987",1,93,1995,749
"4988",2,93,1995,2394
"4989",1,94,1995,537
"4990",2,94,1995,1713
"4991",1,95,1995,335
"4992",2,95,1995,1218
"4993",1,96,1995,230
"4994",2,96,1995,869
"4995",1,97,1995,156
"4996",2,97,1995,571
"4997",1,98,1995,109
"4998",2,98,1995,387
"4999",1,99,1995,146
"5000",2,99,1995,592
"5001",1,0,1996,36055
"5002",2,0,1996,34051
"5003",1,1,1996,36007
"5004",2,1,1996,34416
"5005",1,2,1996,34960
"5006",2,2,1996,33231
"5007",1,3,1996,35354
"5008",2,3,1996,33453
"5009",1,4,1996,33645
"5010",2,4,1996,32041
"5011",1,5,1996,33282
"5012",2,5,1996,31612
"5013",1,6,1996,32202
"5014",2,6,1996,30694
"5015",1,7,1996,31123
"5016",2,7,1996,29379
"5017",1,8,1996,29823
"5018",2,8,1996,28090
"5019",1,9,1996,29406
"5020",2,9,1996,27888
"5021",1,10,1996,28565
"5022",2,10,1996,27434
"5023",1,11,1996,27653
"5024",2,11,1996,26436
"5025",1,12,1996,27002
"5026",2,12,1996,25968
"5027",1,13,1996,28106
"5028",2,13,1996,26706
"5029",1,14,1996,28023
"5030",2,14,1996,27100
"5031",1,15,1996,30289
"5032",2,15,1996,29092
"5033",1,16,1996,31371
"5034",2,16,1996,29962
"5035",1,17,1996,32792
"5036",2,17,1996,31345
"5037",1,18,1996,32722
"5038",2,18,1996,31419
"5039",1,19,1996,34624
"5040",2,19,1996,32495
"5041",1,20,1996,37544
"5042",2,20,1996,36363
"5043",1,21,1996,37378
"5044",2,21,1996,36366
"5045",1,22,1996,37624
"5046",2,22,1996,36498
"5047",1,23,1996,39459
"5048",2,23,1996,38452
"5049",1,24,1996,39616
"5050",2,24,1996,37873
"5051",1,25,1996,37691
"5052",2,25,1996,36383
"5053",1,26,1996,38044
"5054",2,26,1996,36115
"5055",1,27,1996,39760
"5056",2,27,1996,37514
"5057",1,28,1996,42649
"5058",2,28,1996,40670
"5059",1,29,1996,45951
"5060",2,29,1996,43619
"5061",1,30,1996,44435
"5062",2,30,1996,42204
"5063",1,31,1996,43893
"5064",2,31,1996,41047
"5065",1,32,1996,42745
"5066",2,32,1996,40640
"5067",1,33,1996,40506
"5068",2,33,1996,38476
"5069",1,34,1996,39377
"5070",2,34,1996,37697
"5071",1,35,1996,39471
"5072",2,35,1996,37672
"5073",1,36,1996,37953
"5074",2,36,1996,36440
"5075",1,37,1996,38159
"5076",2,37,1996,36680
"5077",1,38,1996,38111
"5078",2,38,1996,36482
"5079",1,39,1996,38452
"5080",2,39,1996,37084
"5081",1,40,1996,38168
"5082",2,40,1996,36574
"5083",1,41,1996,37279
"5084",2,41,1996,36408
"5085",1,42,1996,38160
"5086",2,42,1996,36892
"5087",1,43,1996,37311
"5088",2,43,1996,36399
"5089",1,44,1996,36983
"5090",2,44,1996,35586
"5091",1,45,1996,37797
"5092",2,45,1996,37173
"5093",1,46,1996,37666
"5094",2,46,1996,36935
"5095",1,47,1996,39824
"5096",2,47,1996,38757
"5097",1,48,1996,42359
"5098",2,48,1996,41268
"5099",1,49,1996,44111
"5100",2,49,1996,42315
"5101",1,50,1996,42814
"5102",2,50,1996,41108
"5103",1,51,1996,40526
"5104",2,51,1996,39314
"5105",1,52,1996,37000
"5106",2,52,1996,36484
"5107",1,53,1996,34983
"5108",2,53,1996,34127
"5109",1,54,1996,30960
"5110",2,54,1996,30611
"5111",1,55,1996,29912
"5112",2,55,1996,29819
"5113",1,56,1996,28742
"5114",2,56,1996,28373
"5115",1,57,1996,28118
"5116",2,57,1996,28403
"5117",1,58,1996,26857
"5118",2,58,1996,27758
"5119",1,59,1996,25972
"5120",2,59,1996,26742
"5121",1,60,1996,24792
"5122",2,60,1996,25770
"5123",1,61,1996,24065
"5124",2,61,1996,25437
"5125",1,62,1996,22873
"5126",2,62,1996,24195
"5127",1,63,1996,22421
"5128",2,63,1996,24524
"5129",1,64,1996,22071
"5130",2,64,1996,23958
"5131",1,65,1996,21852
"5132",2,65,1996,24178
"5133",1,66,1996,21009
"5134",2,66,1996,23411
"5135",1,67,1996,21306
"5136",2,67,1996,23838
"5137",1,68,1996,20132
"5138",2,68,1996,23202
"5139",1,69,1996,19997
"5140",2,69,1996,23587
"5141",1,70,1996,19327
"5142",2,70,1996,23475
"5143",1,71,1996,19188
"5144",2,71,1996,23532
"5145",1,72,1996,18166
"5146",2,72,1996,23240
"5147",1,73,1996,17048
"5148",2,73,1996,21954
"5149",1,74,1996,17014
"5150",2,74,1996,23008
"5151",1,75,1996,16590
"5152",2,75,1996,22990
"5153",1,76,1996,13765
"5154",2,76,1996,18959
"5155",1,77,1996,13243
"5156",2,77,1996,19072
"5157",1,78,1996,11771
"5158",2,78,1996,17856
"5159",1,79,1996,10964
"5160",2,79,1996,17116
"5161",1,80,1996,9984
"5162",2,80,1996,16036
"5163",1,81,1996,9324
"5164",2,81,1996,15982
"5165",1,82,1996,8549
"5166",2,82,1996,15000
"5167",1,83,1996,7547
"5168",2,83,1996,13938
"5169",1,84,1996,6419
"5170",2,84,1996,12446
"5171",1,85,1996,5509
"5172",2,85,1996,11412
"5173",1,86,1996,4616
"5174",2,86,1996,10220
"5175",1,87,1996,3711
"5176",2,87,1996,8800
"5177",1,88,1996,2898
"5178",2,88,1996,7244
"5179",1,89,1996,2319
"5180",2,89,1996,6165
"5181",1,90,1996,1762
"5182",2,90,1996,4983
"5183",1,91,1996,1373
"5184",2,91,1996,4157
"5185",1,92,1996,1013
"5186",2,92,1996,3098
"5187",1,93,1996,761
"5188",2,93,1996,2475
"5189",1,94,1996,530
"5190",2,94,1996,1830
"5191",1,95,1996,382
"5192",2,95,1996,1221
"5193",1,96,1996,232
"5194",2,96,1996,861
"5195",1,97,1996,142
"5196",2,97,1996,581
"5197",1,98,1996,105
"5198",2,98,1996,379
"5199",1,99,1996,143
"5200",2,99,1996,597
"5201",1,0,1997,34853
"5202",2,0,1997,32939
"5203",1,1,1997,36263
"5204",2,1,1997,34313
"5205",1,2,1997,36196
"5206",2,2,1997,34580
"5207",1,3,1997,35136
"5208",2,3,1997,33397
"5209",1,4,1997,35515
"5210",2,4,1997,33615
"5211",1,5,1997,33809
"5212",2,5,1997,32182
"5213",1,6,1997,33470
"5214",2,6,1997,31781
"5215",1,7,1997,32368
"5216",2,7,1997,30834
"5217",1,8,1997,31305
"5218",2,8,1997,29544
"5219",1,9,1997,29993
"5220",2,9,1997,28236
"5221",1,10,1997,29554
"5222",2,10,1997,28102
"5223",1,11,1997,28731
"5224",2,11,1997,27571
"5225",1,12,1997,27792
"5226",2,12,1997,26568
"5227",1,13,1997,27140
"5228",2,13,1997,26101
"5229",1,14,1997,28256
"5230",2,14,1997,26826
"5231",1,15,1997,28177
"5232",2,15,1997,27245
"5233",1,16,1997,30429
