"","Symbol","ISIN","Code","Name"
"739","PFBI2","CH0013335606","CH0013335606","CH-PFB-INDEX 2 T"
"740","PFBI2X","CH0013335945","CH0013335945","CH-PFB-INDEX 2 P"
"741","PFBI3","CH0013335614","CH0013335614","CH-PFB-INDEX 3 T"
"742","PFBI3X","CH0013335986","CH0013335986","CH-PFB-INDEX 3 P"
"743","PFBI4","CH0013335648","CH0013335648","CH-PFB-INDEX 4 T"
"744","PFBI4X","CH0013336026","CH0013336026","CH-PFB-INDEX 4 P"
"745","PFBI5","CH0013335655","CH0013335655","CH-PFB-INDEX 5 T"
"746","PFBI5X","CH0013336075","CH0013336075","CH-PFB-INDEX 5 P"
"747","PFBI6","CH0013335689","CH0013335689","CH-PFB-INDEX 6 T"
"748","PFBI6X","CH0013336158","CH0013336158","CH-PFB-INDEX 6 P"
"749","PFBI7","CH0013335705","CH0013335705","CH-PFB-INDEX 7 T"
"750","PFBI7X","CH0013336190","CH0013336190","CH-PFB-INDEX 7 P"
"751","PFBI8","CH0013335713","CH0013335713","CH-PFB-INDEX 8 T"
"752","PFBI8X","CH0013336232","CH0013336232","CH-PFB-INDEX 8 P"
"753","PFBI9","CH0013335747","CH0013335747","CH-PFB-INDEX 9 T"
"754","PFBI9X","CH0013336257","CH0013336257","CH-PFB-INDEX 9 P"
"755","PFBIL","CH0013335762","CH0013335762","CH-PFB-INDEX 10 T"
"756","PFBILX","CH0013336281","CH0013336281","CH-PFB-INDEX 10 P"
"757","PFBIX","CH0013335879","CH0013335879","CH-PFANDBRIEFIND P"
"758","PFE","US7170811035","US7170811035CHF4","PFIZER"
"759","PG","US7427181091","US7427181091CHF4","PROCT&amp;GAMB"
"760","PGHN","CH0024608827","CH0024608827CHF4","PARTNERS GROUP N"
"761","PHG","NL0000009538","NL0000009538CHF4","PHILIPS ELECTRONICS"
"762","PM","CH0002187810","CH0002187810CHF4","PHOENIX I"
"763","PME","CH0034377074","CH0034377074CHF4","PHOENIX I 2. LINIE"
"764","PMI","US7181721090","US7181721090CHF4","PHILIP MRRS INT-WI"
"765","PPHN","CH0027752242","CH0027752242CHF1","PETROPLUS N"
"766","PRON","CH0010510862","CH0010510862CHF4","PROGRESSNOW N"
"767","PRWN","CH0013283368","CH0013283368CHF4","PRECIOUS WOODS N"
"768","PRWNO","CH0042119401","CH0042119401CHF4","PRWNO PRWN C 10/08"
"769","PSPN","CH0018294154","CH0018294154CHF4","PSP N"
"770","PUBN","CH0004626302","CH0004626302CHF4","PUBLIGROUPE N"
"771","PWTN","CH0002168083","CH0002168083CHF4","PANALPINA N"
"772","PWTNE","CH0032513365","CH0032513365CHF4","PANALPINA N 2. LINIE"
"773","QUAN","CH0005589400","CH0005589400CHF4","QUADRANT N"
"774","RAI10D","CH0015416206","CH0015416206","RAIF-REPO BOND BASKET SNB 9.5-10.5 D"
"775","RAI10P","CH0015415448","CH0015415448","RAIF-REPO BOND BASKET SNB 9.5-10.5 P"
"776","RAI10T","CH0015415653","CH0015415653","RAIF-REPO BOND BASKET SNB 9.5-10.5 T"
"777","RAI10Y","CH0015415869","CH0015415869","RAIF-REPO BOND BASKET SNB 9.5-10.5 Y"
"778","RAI1D","CH0015415984","CH0015415984","RAIF-REPO BOND BASKET SNB 0.5-1.5 D"
"779","RAI1P","CH0015415216","CH0015415216","RAIF-REPO BOND BASKET SNB 0.5-1.5 P"
"780","RAI1T","CH0015415521","CH0015415521","RAIF-REPO BOND BASKET SNB 0.5-1.5 T"
"781","RAI1Y","CH0015415687","CH0015415687","RAIF-REPO BOND BASKET SNB 0.5-1.5 Y"
"782","RAI2D","CH0015415992","CH0015415992","RAIF-REPO BOND BASKET SNB 1.5-2.5 D"
"783","RAI2P","CH0015415232","CH0015415232","RAIF-REPO BOND BASKET SNB 1.5-2.5 P"
"784","RAI2T","CH0015415539","CH0015415539","RAIF-REPO BOND BASKET SNB 1.5-2.5 T"
"785","RAI2Y","CH0015415703","CH0015415703","RAIF-REPO BOND BASKET SNB 1.5-2.5 Y"
"786","RAI3D","CH0015416008","CH0015416008","RAIF-REPO BOND BASKETSNB 2.5-3.5 D"
"787","RAI3P","CH0015415265","CH0015415265","RAIF-REPO BOND BASKET SNB 2.5-3.5 P"
"788","RAI3T","CH0015415554","CH0015415554","RAIF-REPO BOND BASKET SNB 2.5-3.5 T"
"789","RAI3Y","CH0015415737","CH0015415737","RAIF-REPO BOND BASKETSNB 2.5-3.5 Y"
"790","RAI4D","CH0015416032","CH0015416032","RAIF-REPO BOND BASKET SNB 3.5-4.5 D"
"791","RAI4P","CH0015415281","CH0015415281","RAIF-REPO BOND BASKET SNB 3.5-4.5 P"
"792","RAI4T","CH0015415562","CH0015415562","RAIF-REPO BOND BASKET SNB 3.5-4.5 T"
"793","RAI4Y","CH0015415745","CH0015415745","RAIF-REPO BOND BASKET SNB 3.5-4.5 Y"
"794","RAI5D","CH0015416073","CH0015416073","RAIF-REPO BOND BASKET SNB 4.5-5.5 D"
"795","RAI5P","CH0015415315","CH0015415315","RAIF-REPO BOND BASKET SNB 4.5-5.5 P"
"796","RAI5T","CH0015415588","CH0015415588","RAIF-REPO BOND BASKET SNB 4.5-5.5 T"
"797","RAI5Y","CH0015415760","CH0015415760","RAIF-REPO BOND BASKET SNB 4.5-5.5 Y"
"798","RAI6D","CH0015416099","CH0015416099","RAIF-REPO BOND BASKET SNB 5.5-6.5 D"
"799","RAI6P","CH0015415331","CH0015415331","RAIF-REPO BOND BASKET SNB 5.5-6.5 P"
"800","RAI6T","CH0015415596","CH0015415596","RAIF-REPO BOND BASKET SNB 5.5-6.5 T"
"801","RAI6Y","CH0015415778","CH0015415778","RAIF-REPO BOND BASKET SNB 5.5-6.5 Y"
"802","RAI7D","CH0015416123","CH0015416123","RAIF-REPO BOND BASKET SNB 6.5-7.5 D"
"803","RAI7P","CH0015415364","CH0015415364","RAIF-REPO BOND BASKET SNB 6.5-7.5 P"
"804","RAI7T","CH0015415612","CH0015415612","RAIF-REPO BOND BASKET SNB 6.5-7.5 T"
"805","RAI7Y","CH0015415794","CH0015415794","RAIF-REPO BOND BASKET SNB 6.5-7.5 Y"
"806","RAI8D","CH0015416156","CH0015416156","RAIF-REPO BOND BASKET SNB 7.5-8.5 D"
"807","RAI8P","CH0015415380","CH0015415380","RAIF-REPO BOND BASKET SNB 7.5-8.5 P"
"808","RAI8T","CH0015415620","CH0015415620","RAIF-REPO BOND BASKET SNB 7.5-8.5 T"
"809","RAI8Y","CH0015415828","CH0015415828","RAIF-REPO BOND BASKET SNB 7.5-8.5 Y"
"810","RAI9D","CH0015416172","CH0015416172","RAIF-REPO BOND BASKET SNB 8.5-9.5 D"
"811","RAI9P","CH0015415422","CH0015415422","RAIF-REPO BOND BASKET SNB 8.5-9.5 P"
"812","RAI9T","CH0015415646","CH0015415646","RAIF-REPO BOND BASKET SNB 8.5-9.5 T"
"813","RAI9Y","CH0015415844","CH0015415844","RAIF-REPO BOND BASKET SNB 8.5-9.5 Y"
"814","RAIAD","CH0015415927","CH0015415927","RAIF-REPO BOND BASKET SNB ALL D"
"815","RAIAP","CH0015415190","CH0015415190","RAIF-REPO BOND BASKET SNB ALL P"
"816","RAIAT","CH0015415505","CH0015415505","RAIF-REPO BOND BASKET SNB ALL T"
"817","RAIAY","CH0015415679","CH0015415679","RAIF-REPO BOND BASKET SNB ALL Y"
"818","RAILD","CH0015416214","CH0015416214","RAIF-REPO BOND BASKET SNB >10.5 D"
"819","RAILP","CH0015415463","CH0015415463","RAIF-REPO BOND BASKET SNB >10.5 P"
"820","RAILT","CH0015415661","CH0015415661","RAIF-REPO BOND BASKET SNB >10.5 T"
"821","RAILY","CH0015415901","CH0015415901","RAIF-REPO BOND BASKET SNB >10.5 Y"
"822","RDSA","GB00B03MLX29","GB00B03MLX29CHF4","ROYAL DUTCH SHELL"
"823","RE","CH0016405836","CH0016405836CHF4","RAETIA ENERGIE I"
"824","REP","CH0016405844","CH0016405844CHF4","RAETIA ENERGIE PS"
"825","RIEN","CH0003671440","CH0003671440CHF4","RIETER N"
"826","RIENE","CH0033473577","CH0033473577CHF4","RIETER N 2. LINIE"
"827","RIMM","CA7609751028","CA7609751028CHF4","RESEARCH IN MOTION"
"828","RIO","GB0007188757","GB0007188757CHF4","RIO TINTO PLC"
"829","RITN","CH0018794492","CH0018794492CHF4","REDIT N"
"830","RLD","CH0001347498","CH0001347498CHF4","ROTHSCHILD I"
"831","RLN","NL0000289817","NL0000289817CHF4","ROLINCO"
"832","RO","CH0012032113","CH0012032113CHF4","ROCHE I"
"833","ROB","NL0000289783","NL0000289783CHF4","ROBECO"
"834","ROG","CH0012032048","CH0012032048CHF1","ROCHE GS"
"835","ROL","CH0003245351","CH0003245351CHF4","VON ROLL I"
"836","ROR","ANN757371433","ANN757371433CHF4","RORENTO"
"837","RUEDIF","CH0014168469","CH0014168469","RUEDBLASS Nettovermoegen gewichtet TR"
"838","RUEDIG","CH0014168477","CH0014168477","RUEDBLASS gleichgewichtet TR"
"839","RUKN","CH0012332372","CH0012332372CHF1","SWISS RE N"
"840","RUKNE","CH0032433036","CH0032433036CHF1","SWISS RE N 2. LINIE"
"841","RUS","CH0034476959","CH0034476959CHF4","ENR RUSSIA INVEST I"
"842","RWE","DE0007037129","DE0007037129CHF4","RWE ST I"
"843","RWEQ","DE0007037145","DE0007037145CHF4","RWE VZ"
"844","RY","CA7800871021","CA7800871021CHF4","ROYAL BK CDA"
"845","S115DD","CH0032973841","CH0032973841","SBI Dom AAA-BBB 1-15 D"
"846","S115DP","CH0032973809","CH0032973809","SBI Dom AAA-BBB 1-15 P"
"847","S115DT","CH0032973791","CH0032973791","SBI Dom AAA-BBB 1-15 T"
"848","S115DY","CH0032973833","CH0032973833","SBI Dom AAA-BBB 1-15 Y"
"849","S115FD","CH0032974377","CH0032974377","SBI For AAA-BBB 1-15 D"
"850","S115FP","CH0032974344","CH0032974344","SBI For AAA-BBB 1-15 P"
"851","S115FT","CH0032974336","CH0032974336","SBI For AAA-BBB 1-15 T"
"852","S115FY","CH0032974351","CH0032974351","SBI For AAA-BBB 1-15 Y"
"853","SA15AD","CH0032977412","CH0032977412","SBI AAA-AA 1-15 D"
"854","SA15AP","CH0032977388","CH0032977388","SBI AAA-AA 1-15 P"
"855","SA15AT","CH0032977362","CH0032977362","SBI AAA-AA 1-15 T"
"856","SA15AY","CH0032977404","CH0032977404","SBI AAA-AA 1-15 Y"
"857","SAA10D","CH0032977206","CH0032977206","SBI AAA-AA 10+ D"
"858","SAA10P","CH0032977180","CH0032977180","SBI AAA-AA 10+ P"
"859","SAA10T","CH0032977172","CH0032977172","SBI AAA-AA 10+ T"
"860","SAA10Y","CH0032977198","CH0032977198","SBI AAA-AA 10+ Y"
"861","SAA11D","CH0032977354","CH0032977354","SBI AAA-AA 1-10 D"
"862","SAA11P","CH0032977339","CH0032977339","SBI AAA-AA 1-10 P"
"863","SAA11T","CH0032977321","CH0032977321","SBI AAA-AA 1-10 T"
"864","SAA11Y","CH0032977347","CH0032977347","SBI AAA-AA 1-10 Y"
"865","SAA13D","CH0032976992","CH0032976992","SBI AAA-AA 1-3 D"
"866","SAA13P","CH0032976976","CH0032976976","SBI AAA-AA 1-3 P"
"867","SAA13T","CH0032976968","CH0032976968","SBI AAA-AA 1-3 T"
"868","SAA13Y","CH0032976984","CH0032976984","SBI AAA-AA 1-3 Y"
"869","SAA15D","CH0032977263","CH0032977263","SBI AAA-AA 1-5 D"
"870","SAA15P","CH0032977230","CH0032977230","SBI AAA-AA 1-5 P"
"871","SAA15T","CH0032977214","CH0032977214","SBI AAA-AA 1-5 T"
"872","SAA15Y","CH0032977255","CH0032977255","SBI AAA-AA 1-5 Y"
"873","SAA35D","CH0032977040","CH0032977040","SBI AAA-AA 3-5 D"
"874","SAA35P","CH0032977016","CH0032977016","SBI AAA-AA 3-5 P"
"875","SAA35T","CH0032977008","CH0032977008","SBI AAA-AA 3-5 T"
"876","SAA35Y","CH0032977032","CH0032977032","SBI AAA-AA 3-5 Y"
"877","SAA51D","CH0032977313","CH0032977313","SBI AAA-AA 5-10 D"
"878","SAA51P","CH0032977289","CH0032977289","SBI AAA-AA 5-10 P"
"879","SAA51T","CH0032977271","CH0032977271","SBI AAA-AA 5-10 T"
"880","SAA51Y","CH0032977305","CH0032977305","SBI AAA-AA 5-10 Y"
"881","SAA55D","CH0032977479","CH0032977479","SBI AAA-AA 15+ D"
"882","SAA55P","CH0032977446","CH0032977446","SBI AAA-AA 15+ P"
"883","SAA55T","CH0032977420","CH0032977420","SBI AAA-AA 15+ T"
"884","SAA55Y","CH0032977453","CH0032977453","SBI AAA-AA 15+ Y"
"885","SAA57D","CH0032977099","CH0032977099","SBI AAA-AA 5-7 D"
"886","SAA57P","CH0032977073","CH0032977073","SBI AAA-AA 5-7 P"
"887","SAA57T","CH0032977057","CH0032977057","SBI AAA-AA 5-7 T"
"888","SAA57Y","CH0032977081","CH0032977081","SBI AAA-AA 5-7 Y"
"889","SAA71D","CH0032977156","CH0032977156","SBI AAA-AA 7-10 D"
"890","SAA71P","CH0032977131","CH0032977131","SBI AAA-AA 7-10 P"
"891","SAA71T","CH0032977115","CH0032977115","SBI AAA-AA 7-10 T"
"892","SAA71Y","CH0032977149","CH0032977149","SBI AAA-AA 7-10 Y"
"893","SAHN","CH0009062099","CH0009062099CHF4","SCHAFFNER N"
"894","SAN10D","CH0032978329","CH0032978329","SBI Dom Non-Gov AAA-AA 10+ D"
"895","SAN10P","CH0032978303","CH0032978303","SBI Dom Non-Gov AAA-AA 10+ P"
"896","SAN10T","CH0032978295","CH0032978295","SBI Dom Non-Gov AAA-AA 10+ T"
"897","SAN10Y","CH0032978311","CH0032978311","SBI Dom Non-Gov AAA-AA 10+ Y"
"898","SAN11D","CH0032978477","CH0032978477","SBI Dom Non-Gov AAA-AA 1-10 D"
"899","SAN11P","CH0032978451","CH0032978451","SBI Dom Non-Gov AAA-AA 1-10 P"
"900","SAN11T","CH0032978436","CH0032978436","SBI Dom Non-Gov AAA-AA 1-10 T"
"901","SAN11Y","CH0032978469","CH0032978469","SBI Dom Non-Gov AAA-AA 1-10 Y"
"902","SAN13D","CH0032978139","CH0032978139","SBI Dom Non-Gov AAA-AA 1-3 D"
"903","SAN13P","CH0032978113","CH0032978113","SBI Dom Non-Gov AAA-AA 1-3 P"
"904","SAN13T","CH0032978105","CH0032978105","SBI Dom Non-Gov AAA-AA 1-3 T"
"905","SAN13Y","CH0032978121","CH0032978121","SBI Dom Non-Gov AAA-AA 1-3 Y"
"906","SAN15D","CH0032978378","CH0032978378","SBI Dom Non-Gov AAA-AA 1-5 D"
"907","SAN15P","CH0032978345","CH0032978345","SBI Dom Non-Gov AAA-AA 1-5 P"
"908","SAN15T","CH0032978337","CH0032978337","SBI Dom Non-Gov AAA-AA 1-5 T"
"909","SAN15Y","CH0032978352","CH0032978352","SBI Dom Non-Gov AAA-AA 1-5 Y"
"910","SAN35D","CH0032978188","CH0032978188","SBI Dom Non-Gov AAA-AA 3-5 D"
"911","SAN35P","CH0032978154","CH0032978154","SBI Dom Non-Gov AAA-AA 3-5 P"
"912","SAN35T","CH0032978147","CH0032978147","SBI Dom Non-Gov AAA-AA 3-5 T"
"913","SAN35Y","CH0032978170","CH0032978170","SBI Dom Non-Gov AAA-AA 3-5 Y"
"914","SAN51D","CH0032978428","CH0032978428","SBI Dom Non-Gov AAA-AA 5-10 D"
"915","SAN51P","CH0032978394","CH0032978394","SBI Dom Non-Gov AAA-AA 5-10 P"
"916","SAN51T","CH0032978386","CH0032978386","SBI Dom Non-Gov AAA-AA 5-10 T"
"917","SAN51Y","CH0032978402","CH0032978402","SBI Dom Non-Gov AAA-AA 5-10 Y"
"918","SAN55D","CH0032978576","CH0032978576","SBI Dom Non-Gov AAA-AA 15+ D"
"919","SAN55P","CH0032978550","CH0032978550","SBI Dom Non-Gov AAA-AA 15+ P"
"920","SAN55T","CH0032978543","CH0032978543","SBI Dom Non-Gov AAA-AA 15+ T"
"921","SAN55Y","CH0032978568","CH0032978568","SBI Dom Non-Gov AAA-AA 15+ Y"
"922","SAN57D","CH0032978238","CH0032978238","SBI Dom Non-Gov AAA-AA 5-7 D"
"923","SAN57P","CH0032978212","CH0032978212","SBI Dom Non-Gov AAA-AA 5-7 P"
"924","SAN57T","CH0032978204","CH0032978204","SBI Dom Non-Gov AAA-AA 5-7 T"
"925","SAN57Y","CH0032978220","CH0032978220","SBI Dom Non-Gov AAA-AA 5-7 Y"
"926","SAN71D","CH0032978287","CH0032978287","SBI Dom Non-Gov AAA-AA 7-10 D"
"927","SAN71P","CH0032978261","CH0032978261","SBI Dom Non-Gov AAA-AA 7-10 P"
"928","SAN71T","CH0032978246","CH0032978246","SBI Dom Non-Gov AAA-AA 7-10 T"
"929","SAN71Y","CH0032978279","CH0032978279","SBI Dom Non-Gov AAA-AA 7-10 Y"
"930","SANN","CH0027148649","CH0027148649CHF4","SANTHERA N"
"931","SAP","DE0007164600","DE0007164600CHF4","SAP AG"
"932","SASY","FR0000120578","FR0000120578CHF4","SANOFI AVENTIS"
"933","SBAIA","CH0009980894","CH0009980894","SMI Ask Index"
"934","SBAIB","CH0009980894","CH0009980894","SMI Bid Index"
"935","SBD12D","CH0027441614","CH0027441614","SBI Dom AAA-AA D"
"936","SBD12P","CH0027441598","CH0027441598","SBI Dom AAA-AA P"
"937","SBD12T","CH0027441580","CH0027441580","SBI Dom AAA-AA T"
"938","SBD12Y","CH0027441606","CH0027441606","SBI Dom AAA-AA Y"
"939","SBD13D","CH0027441812","CH0027441812","SBI Dom AAA-A D"
"940","SBD13P","CH0027441796","CH0027441796","SBI Dom AAA-A P"
"941","SBD13T","CH0027441770","CH0027441770","SBI Dom AAA-A T"
"942","SBD13Y","CH0027441804","CH0027441804","SBI Dom AAA-A Y"
"943","SBD14D","CH0027441960","CH0027441960","SBI Dom AAA-BBB D"
"944","SBD14P","CH0027441945","CH0027441945","SBI Dom AAA-BBB P"
"945","SBD14T","CH0027441937","CH0027441937","SBI Dom AAA-BBB T"
"946","SBD14Y","CH0027441952","CH0027441952","SBI Dom AAA-BBB Y"
"947","SBD23D","CH0027442125","CH0027442125","SBI Dom AA-A D"
"948","SBD23P","CH0027442109","CH0027442109","SBI Dom AA-A P"
"949","SBD23T","CH0027442091","CH0027442091","SBI Dom AA-A T"
"950","SBD23Y","CH0027442117","CH0027442117","SBI Dom AA-A Y"
"951","SBD24D","CH0027442281","CH0027442281","SBI Dom AA-BBB D"
"952","SBD24P","CH0027442265","CH0027442265","SBI Dom AA-BBB P"
"953","SBD24T","CH0027442257","CH0027442257","SBI Dom AA-BBB T"
"954","SBD24Y","CH0027442273","CH0027442273","SBI Dom AA-BBB Y"
"955","SBD34D","CH0027442422","CH0027442422","SBI Dom A-BBB D"
"956","SBD34P","CH0027442380","CH0027442380","SBI Dom A-BBB P"
"957","SBD34T","CH0027442372","CH0027442372","SBI Dom A-BBB T"
"958","SBD34Y","CH0027442414","CH0027442414","SBI Dom A-BBB Y"
"959","SBDR2D","CH0027441010","CH0027441010","SBI Dom AA D"
"960","SBDR2P","CH0027440996","CH0027440996","SBI Dom AA P"
"961","SBDR2T","CH0027440988","CH0027440988","SBI Dom AA T"
"962","SBDR2Y","CH0027441002","CH0027441002","SBI Dom AA Y"
"963","SBDR3D","CH0027441184","CH0027441184","SBI Dom A D"
"964","SBDR3P","CH0027441150","CH0027441150","SBI Dom A P"
"965","SBDR3T","CH0027441143","CH0027441143","SBI Dom A T"
"966","SBDR3Y","CH0027441168","CH0027441168","SBI Dom A Y"
"967","SBDR4D","CH0027441457","CH0027441457","SBI Dom BBB D"
"968","SBDR4P","CH0027441432","CH0027441432","SBI Dom BBB P"
"969","SBDR4T","CH0027441424","CH0027441424","SBI Dom BBB T"
"970","SBDR4Y","CH0027441440","CH0027441440","SBI Dom BBB Y"
"971","SBF12D","CH0027441655","CH0027441655","SBI For AAA-AA D"
"972","SBF12P","CH0027441630","CH0027441630","SBI For AAA-AA P"
"973","SBF12T","CH0027441622","CH0027441622","SBI For AAA-AA T"
"974","SBF12Y","CH0027441648","CH0027441648","SBI For AAA-AA Y"
"975","SBF13D","CH0027441853","CH0027441853","SBI For AAA-A D"
"976","SBF13P","CH0027441838","CH0027441838","SBI For AAA-A P"
"977","SBF13T","CH0027441820","CH0027441820","SBI For AAA-A T"
"978","SBF13Y","CH0027441846","CH0027441846","SBI For AAA-A Y"
"979","SBF14D","CH0027442000","CH0027442000","SBI For AAA-BBB D"
"980","SBF14P","CH0027441986","CH0027441986","SBI For AAA-BBB P"
"981","SBF14T","CH0027441978","CH0027441978","SBI For AAA-BBB T"
"982","SBF14Y","CH0027441994","CH0027441994","SBI For AAA-BBB Y"
"983","SBF23D","CH0027442174","CH0027442174","SBI For AA-A D"
"984","SBF23P","CH0027442158","CH0027442158","SBI For AA-A P"
"985","SBF23T","CH0027442141","CH0027442141","SBI For AA-A T"
"986","SBF23Y","CH0027442166","CH0027442166","SBI For AA-A Y"
"987","SBF24D","CH0027442323","CH0027442323","SBI For AA-BBB D"
"988","SBF24P","CH0027442307","CH0027442307","SBI For AA-BBBP"
"989","SBF24T","CH0027442299","CH0027442299","SBI For AA-BBB T"
"990","SBF24Y","CH0027442315","CH0027442315","SBI For AA-BBB Y"
"991","SBF34D","CH0027442471","CH0027442471","SBI For A-BBB D"
"992","SBF34P","CH0027442448","CH0027442448","SBI For A-BBB P"
"993","SBF34T","CH0027442430","CH0027442430","SBI For A-BBB T"
"994","SBF34Y","CH0027442463","CH0027442463","SBI For A-BBB Y"
"995","SBFR2D","CH0027441085","CH0027441085","SBI For AA D"
"996","SBFR2P","CH0027441051","CH0027441051","SBI For AA P"
"997","SBFR2T","CH0027441036","CH0027441036","SBI For AA T"
"998","SBFR2Y","CH0027441077","CH0027441077","SBI For AA Y"
"999","SBFR3D","CH0027441358","CH0027441358","SBI For A D"
"1000","SBFR3P","CH0027441333","CH0027441333","SBI For A P"
"1001","SBFR3T","CH0027441218","CH0027441218","SBI For A T"
"1002","SBFR3Y","CH0027441341","CH0027441341","SBI For A Y"
"1003","SBFR4D","CH0027441515","CH0027441515","SBI For BBB D"
"1004","SBFR4P","CH0027441481","CH0027441481","SBI For BBB P"
"1005","SBFR4T","CH0027441465","CH0027441465","SBI For BBB T"
"1006","SBFR4Y","CH0027441499","CH0027441499","SBI For BBB Y"
"1007","SBIDGD","CH0002089891","CH0002089891","SBI Dom Gov AAA-BBB D"
"1008","SBIDGP","CH0002079215","CH0002079215","SBI Dom Gov AAA-BBB P"
"1009","SBIDGT","CH0002079199","CH0002079199","SBI Dom Gov AAA-BBB T"
"1010","SBIDGY","CH0002089883","CH0002089883","SBI Dom Gov AAA-BBB Y"
"1011","SBIGD1","CH0016203439","CH0016203439","SBI Dom Gov AAA-BBB 1-3 D"
"1012","SBIGD3","CH0016203470","CH0016203470","SBI Dom Gov AAA-BBB 3-7 D"
"1013","SBIGD7","CH0016203512","CH0016203512","SBI Dom Gov AAA-BBB 7+ D"
"1014","SBIGP1","CH0016203405","CH0016203405","SBI Dom Gov AAA-BBB 1-3 P"
"1015","SBIGP3","CH0016203447","CH0016203447","SBI Dom Gov AAA-BBB 3-7 P"
"1016","SBIGP7","CH0016203488","CH0016203488","SBI Dom Gov AAA-BBB 7+ P"
"1017","SBIGT1","CH0016203413","CH0016203413","SBI Dom Gov AAA-BBB 1-3 T"
"1018","SBIGT3","CH0016203454","CH0016203454","SBI Dom Gov AAA-BBB 3-7 T"
"1019","SBIGT7","CH0016203496","CH0016203496","SBI Dom Gov AAA-BBB 7+ T"
"1020","SBIGY1","CH0016203421","CH0016203421","SBI Dom Gov AAA-BBB 1-3 Y"
"1021","SBIGY3","CH0016203462","CH0016203462","SBI Dom Gov AAA-BBB 3-7 Y"
"1022","SBIGY7","CH0016203504","CH0016203504","SBI Dom Gov AAA-BBB 7+ Y"
"1023","SBIOM","CH0017810794","CH0017810794","SXI Bio + Medtech TR"
"1024","SBIOMX","CH0017811156","CH0017811156","SXI Bio + Medtech PR"
"1025","SBM100","CH0009985836","CH0009985836","UBS 100 MR"
"1026","SBO100","CH0009985257","CH0009985257","UBS 100 OR"
"1027","SBP","CH0002492293","CH0002492293CHF4","STE BANCAIRE PR I"
"1028","SBR12D","CH0027441572","CH0027441572","SBI AAA-AA D"
"1029","SBR12P","CH0027441556","CH0027441556","SBI AAA-AA P"
"1030","SBR12T","CH0027441531","CH0027441531","SBI AAA-AA T"
"1031","SBR12Y","CH0027441564","CH0027441564","SBI AAA-AA Y"
"1032","SBR13D","CH0027441754","CH0027441754","SBI AAA-A D"
"1033","SBR13P","CH0027441721","CH0027441721","SBI AAA-A P"
"1034","SBR13T","CH0027441705","CH0027441705","SBI AAA-A T"
"1035","SBR13Y","CH0027441747","CH0027441747","SBI AAA-A Y"
"1036","SBR14D","CH0027441929","CH0027441929","SBI AAA-BBB D"
"1037","SBR14P","CH0027441903","CH0027441903","SBI AAA-BBB P"
"1038","SBR14T","CH0027441887","CH0027441887","SBI AAA-BBB T"
"1039","SBR14Y","CH0027441911","CH0027441911","SBI AAA-BBB Y"
"1040","SBR1D","CH0027440590","CH0027440590","SBI AAA D"
"1041","SBR1P","CH0027440541","CH0027440541","SBI AAA P"
"1042","SBR1T","CH0027440533","CH0027440533","SBI AAA T"
"1043","SBR1Y","CH0027440566","CH0027440566","SBI AAA Y"
"1044","SBR23D","CH0027442075","CH0027442075","SBI AA-A D"
"1045","SBR23P","CH0027442042","CH0027442042","SBI AA-A P"
"1046","SBR23T","CH0027442026","CH0027442026","SBI AA-A T"
"1047","SBR23Y","CH0027442067","CH0027442067","SBI AA-A Y"
"1048","SBR24D","CH0027442216","CH0027442216","SBI AA-BBB D"
"1049","SBR24P","CH0027442190","CH0027442190","SBI AA-BBB P"
"1050","SBR24T","CH0027442182","CH0027442182","SBI AA-BBB T"
"1051","SBR24Y","CH0027442208","CH0027442208","SBI AA-BBB Y"
"1052","SBR2D","CH0027440954","CH0027440954","SBI AA D"
"1053","SBR2P","CH0027440848","CH0027440848","SBI AA P"
"1054","SBR2T","CH0027440822","CH0027440822","SBI AA T"
"1055","SBR2Y","CH0027444691","CH0027444691","SBI AA Y"
"1056","SBR34D","CH0027442364","CH0027442364","SBI A-BBB D"
"1057","SBR34P","CH0027442349","CH0027442349","SBI A-BBB P"
"1058","SBR34T","CH0027442331","CH0027442331","SBI A-BBB T"
"1059","SBR34Y","CH0027442356","CH0027442356","SBI A-BBB Y"
"1060","SBR3D","CH0027441135","CH0027441135","SBI A D"
"1061","SBR3P","CH0027441101","CH0027441101","SBI A P"
"1062","SBR3T","CH0027441093","CH0027441093","SBI A T"
"1063","SBR3Y","CH0027441127","CH0027441127","SBI A Y"
"1064","SBR4D","CH0027441390","CH0027441390","SBI BBB D"
"1065","SBR4P","CH0027441374","CH0027441374","SBI BBB P"
"1066","SBR4T","CH0027441366","CH0027441366","SBI BBB T"
"1067","SBR4Y","CH0027441382","CH0027441382","SBI BBB Y"
"1068","SBRD1D","CH0027440657","CH0027440657","SBI Dom AAA D"
"1069","SBRD1P","CH0027440624","CH0027440624","SBI Dom AAA P"
"1070","SBRD1T","CH0027440616","CH0027440616","SBI Dom AAA T"
"1071","SBRD1Y","CH0027440632","CH0027440632","SBI Dom AAA Y"
"1072","SBRF1D","CH0027440798","CH0027440798","SBI For AAA D"
"1073","SBRF1P","CH0027440681","CH0027440681","SBI For AAA P"
"1074","SBRF1T","CH0027440665","CH0027440665","SBI For AAA T"
"1075","SBRF1Y","CH0027440764","CH0027440764","SBI For AAA Y"
"1076","SCHN","CH0024638212","CH0024638212CHF4","SCHINDLER N"
