"","Symbol","Name","MarketCap","Exchange"
"847","NGD","NEW GOLD INC.","$288.2","AMEX"
"848","NGK","Nuveen Connecticut Dividend Advantage Municipal Fund 2","$37.3","AMEX"
"849","NGO","Nuveen Connecticut Dividend Advantage Municipal Fund 3","$58.3","AMEX"
"850","NGS","Natural Gas Services Group, Inc.","$350.4","AMEX"
"851","NGX","Nuveen Insured Massachusetts Tax-Free Advantage Municipal Fund","$38.0","AMEX"
"852","NHC","National HealthCare Corporation","$588.1","AMEX"
"853","NHC-PA","National HealthCare Corporation","$140.9","AMEX"
"854","NII","Nuveen North Carolina Dividend Advantage Municipal Fund 3","$55.4","AMEX"
"855","NKB","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"856","NKG","Nuveen Georgia Dividend Advantage Municipal Fund 2","$58.5","AMEX"
"857","NKI-WT","Eksprtfinans ASA","$0.0","AMEX"
"858","NKL","Nuveen Insured California Dividend Advantage Municipal Fund","$204.2","AMEX"
"859","NKO","Nuveen Insured New York Dividend Advantage Municipal Fund","$103.7","AMEX"
"860","NKR","Nuveen Arizona Dividend Advantage Municipal Fund 2","$33.5","AMEX"
"861","NKS","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"862","NKW","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"863","NKX","Nuveen Insured California Tax-Free Advantage Municipal Fund","$80.5","AMEX"
"864","NLN","National Lampoon Inc.","$13.3","AMEX"
"865","NLP","NTS Realty Holdings Limited Partnership","$56.9","AMEX"
"866","NLR","Market Vectors ETF Trust","$115.6","AMEX"
"867","NLX","Overture Acquisition Corp.","$174.0","AMEX"
"868","NLX-U","Overture Acquisition Corp.","$0.0","AMEX"
"869","NLX-WT","Overture Acquisition Corp.","$0.0","AMEX"
"870","NMB","Nuveen Massachusetts Dividend Advantage Municipal Fund","$27.9","AMEX"
"871","NMQ","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"872","NMZ","Nuveen Municipal High Income Opportunity Fund","$356.9","AMEX"
"873","NNB","Nuveen Virginia Dividend Advantage Municipal Fund 2","$82.2","AMEX"
"874","NNL","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"875","NNO","Nuveen North Carolina Dividend Advantage Municipal Fund 2","$49.4","AMEX"
"876","NOG","Northern Oil and Gas, Inc.","$406.5","AMEX"
"877","NOM","Nuveen Missouri Premium Income Municipal Fund","$32.2","AMEX"
"878","NOW","American International Group, Inc.","$10.9","AMEX"
"879","NOX","Neuberger Berman Income Opportunity Fund Inc.","$162.4","AMEX"
"880","NPG","Nuveen Georgia Premium Income Municipal Fund","$48.9","AMEX"
"881","NPS","MORGAN STANLEY","$12.2","AMEX"
"882","NRB","Nuveen North Carolina Dividend Advantage Municipal Fund","$31.8","AMEX"
"883","NRK","Nuveen Insured New York Tax-Free Advantage Municipal Fund","$47.1","AMEX"
"884","NRO","Neuberger Berman Real Estate Securities Income Fund, Inc.","$589.4","AMEX"
"885","NSU","Nevsun Resources Ltd","$264.7","AMEX"
"886","NTN","NTN Buzztime, Inc.","$16.1","AMEX"
"887","NTQ","NTR Acquisition Co","$238.7","AMEX"
"888","NTQ-U","NTR Acquisition Co","$0.0","AMEX"
"889","NTQ-WT","NTR ACQUISITION CO","$0.0","AMEX"
"890","NUJ","Nuveen New Jersey Dividend Advantage Municipal Fund 2","$60.7","AMEX"
"891","NVD","Novadel Pharma Inc","$13.4","AMEX"
"892","NVG","Nuveen Insured Dividend Advantage Municipal Fund","$382.8","AMEX"
"893","NVJ","Nuveen Ohio Dividend Advantage Municipal Fund 3","$28.4","AMEX"
"894","NVX","Nuveen California Dividend Advantage Municipal Fund 2","$190.6","AMEX"
"895","NVY","Nuveen Pennsylvania Dividend Advantage Municipal Fund 2","$47.4","AMEX"
"896","NWD","New Dragon Asia Corporation","$31.5","AMEX"
"897","NWF","Nuveen Insured Florida Tax-Free Advantage Municipal Fund","$47.5","AMEX"
"898","NWI","Nuveen Maryland Dividend Advantage Municipal Fund 3","$67.6","AMEX"
"899","NXE","Nuveen Arizona Dividend Advantage Municipal Fund 3","$40.1","AMEX"
"900","NXG","Northgate Minerals Corporation","$674.3","AMEX"
"901","NXI","Nuveen Ohio Dividend Advantage Municipal Fund","$55.1","AMEX"
"902","NXJ","Nuveen New Jersey Dividend Advantage Municipal Fund","$83.1","AMEX"
"903","NXK","Nuveen New York Dividend Advantage Municipal Fund 2","$83.7","AMEX"
"904","NXM","Nuveen Pennsylvania Dividend Advantage Municipal Fund","$43.1","AMEX"
"905","NXZ","Nuveen Dividend Advantage Municipal Fund 2","$433.0","AMEX"
"906","NYF","iShares Trust","$20.5","AMEX"
"907","NYH","Eaton Vance Insured New York Municipal Bond Fund II","$34.0","AMEX"
"908","NYW","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"909","NZF","Nuveen Dividend Advantage Municipal Fund 3","$529.0","AMEX"
"910","NZH","Nuveen California Dividend Advantage Municipal Fund 3","$306.2","AMEX"
"911","NZR","Nuveen Maryland Dividend Advantage Municipal Fund 2","$58.6","AMEX"
"912","NZW","Nuveen Michigan Dividend Advantage Municipal Fund","$27.7","AMEX"
"913","NZX","Nuveen Georgia Dividend Advantage Municipal Fund","$25.3","AMEX"
"914","ODY","AB Svensk Ekportkredit (Swedish Export Credit Corporation)","$18.4","AMEX"
"915","OFI","Overhill Farms, Inc.","$126.3","AMEX"
"916","OHB","Orleans Homebuilders, Inc.","$69.3","AMEX"
"917","OIH","Merrill Lynch Market Oil Service HOLDRS","$4,979.4","AMEX"
"918","OKN","Oceanaut, Inc.","$193.1","AMEX"
"919","OKN-U","Oceanaut, Inc.","$0.0","AMEX"
"920","OKN-WT","Oceanaut, Inc.","$0.0","AMEX"
"921","ONI","Oragenics, Inc.","$16.3","AMEX"
"922","ONT","On2 Technologies, Inc.","$71.9","AMEX"
"923","OOO","SPDR O-Strip Exchange Traded Fund","$296.5","AMEX"
"924","OOO-U","Global BPO Services Corp.","$0.0","AMEX"
"925","OOO-WT","Global BPO Services Corp.","$0.0","AMEX"
"926","OOZ-PK","SiM Internal Test 7",NA,"AMEX"
"927","OPK","Opko Health Inc","$263.8","AMEX"
"928","ORS","Orsus Xelent Technolgies, Inc.","$33.9","AMEX"
"929","OTP","Claymore Exchange-Traded Fund Trust","$7.6","AMEX"
"930","OTR","Claymore Exchange-Traded Fund Trust","$2.5","AMEX"
"931","OZN","Orezone Res Inc","$405.8","AMEX"
"932","PAB","Citigroup Inc.","$0.0","AMEX"
"933","PAE","Peace Arch Entertainment Group Inc.","$20.8","AMEX"
"934","PAL","North American Palladium, Ltd.","$371.3","AMEX"
"935","PAL-WT","North American Palladium, Ltd.","$0.0","AMEX"
"936","PAO","PowerShares Exchange-Traded Fund Trust","$6.6","AMEX"
"937","PAX","Prospect Acquisition Corporation","$290.9","AMEX"
"938","PAX-U","Prospect Acquisition Corporation","$0.0","AMEX"
"939","PAX-WT","Prospect Acquisition Corporation","$0.0","AMEX"
"940","PBD","PowerShares Exchange-Traded Fund Trust","$15.6","AMEX"
"941","PBE","PowerShares Exchange-Traded Fund Trust","$257.5","AMEX"
"942","PBJ","PowerShares Exchange-Traded Fund Trust","$24.3","AMEX"
"943","PBM","PACIFIC BOOKER MINERALS INC","$67.5","AMEX"
"944","PBN","Citigroup Inc.","$26.5","AMEX"
"945","PBS","PowerShares Exchange-Traded Fund Trust","$19.5","AMEX"
"946","PBW","PowerShares Exchange-Traded Fund Trust","$522.8","AMEX"
"947","PCA","PowerShares Exchange-Traded Fund Trust","$5.5","AMEX"
"948","PCC","PMC Commercial Trust","$84.6","AMEX"
"949","PCE","Arizona Land Income Corporation","$20.0","AMEX"
"950","PCG-PA","Pacific Gas & Electric Co.","$145.2","AMEX"
"951","PCG-PB","Pacific Gas & Electric Co.","$27.7","AMEX"
"952","PCG-PC","Pacific Gas & Electric Co.","$8.6","AMEX"
"953","PCG-PD","Pacific Gas & Electric Co.","$36.9","AMEX"
"954","PCG-PE","Pacific Gas & Electric Co.","$25.9","AMEX"
"955","PCG-PG","Pacific Gas & Electric Co.","$16.1","AMEX"
"956","PCG-PH","Pacific Gas & Electric Co.","$11.8","AMEX"
"957","PCG-PI","Pacific Gas & Electric Co.","$7.6","AMEX"
"958","PCO","Citigroup Inc.","$15.8","AMEX"
"959","PCY","PowerShares Exchange-Traded Fund Trust","$122.2","AMEX"
"960","PDC","Pioneer Drilling Co","$926.1","AMEX"
"961","PDD","Citigroup Inc.","$30.4","AMEX"
"962","PDJ","MORGAN STANLEY","$58.5","AMEX"
"963","PDL-A","Presidential Realty Corporation","$2.4","AMEX"
"964","PDL-B","Presidential Realty Corporation","$17.6","AMEX"
"965","PDN","PowerShares Exchange-Traded Fund Trust","$20.3","AMEX"
"966","PDO","Pyramid Oil Co","$87.9","AMEX"
"967","PDQ","PowerShares Exchange-Traded Fund Trust","$11.3","AMEX"
"968","PDW","Citigroup Inc.","$60.2","AMEX"
"969","PDY","Citigroup Inc.","$86.8","AMEX"
"970","PEH","PowerShares Exchange-Traded Fund Trust","$3.8","AMEX"
"971","PEJ","PowerShares Exchange-Traded Fund Trust","$20.8","AMEX"
"972","PEL","MORGAN STANLEY","$45.6","AMEX"
"973","PET-PA","PACIFIC ENTERPRISES","$15.4","AMEX"
"974","PET-PB","PACIFIC ENTERPRISES","$7.7","AMEX"
"975","PET-PC","PACIFIC ENTERPRISES","$23.3","AMEX"
"976","PET-PD","PACIFIC ENTERPRISES","$17.6","AMEX"
"977","PEX","Apex Bioventures Acquisition Corporation","$79.8","AMEX"
"978","PEX-U","Apex Bioventures Acquisition Corporation","$0.0","AMEX"
"979","PEX-WT","Apex Bioventures Acquisition Corporation","$0.0","AMEX"
"980","PEY","PowerShares High Yield Equity Dividend Achievers Portfolio","$252.5","AMEX"
"981","PEZ","PowerShares Exchange-Traded Fund Trust","$11.5","AMEX"
"982","PFA","PowerShares Exchange-Traded Fund Trust","$6.1","AMEX"
"983","PFF","iShares Trust","$18.1","AMEX"
"984","PFI","PowerShares Exchange-Traded Fund Trust","$20.5","AMEX"
"985","PFM","PowerShares Exchange-Traded Fund Trust","$21.3","AMEX"
"986","PFP","PowerShares Exchange-Traded Fund Trust","$15.5","AMEX"
"987","PFT","Citigroup Inc.","$0.0","AMEX"
"988","PGC","Peapack-Gladstone Financial Corporation","$205.7","AMEX"
"989","PGF","PowerShares Exchange-Traded Fund Trust","$220.9","AMEX"
"990","PGJ","PowerShares Golden Dragon Halter USX China Portfolio","$323.5","AMEX"
"991","PGX","PowerShares Exchange-Traded Fund Trust","$102.8","AMEX"
"992","PGZ","PowerShares Exchange-Traded Fund Trust","$4.9","AMEX"
"993","PHB","PowerShares Exchange-Traded Fund Trust","$13.4","AMEX"
"994","PHC","PHC, Inc.","$43.7","AMEX"
"995","PHE","Merrill Lynch & Co., Inc.","$47.8","AMEX"
"996","PHF","Pacholder High Yield Fund, Inc.","$101.0","AMEX"
"997","PHJ","PowerShares Exchange-Traded Fund Trust","$20.8","AMEX"
"998","PHO","PowerShares Exchange-Traded Fund Trust","$1,006.9","AMEX"
"999","PHW","PowerShares Exchange-Traded Fund Trust","$14.5","AMEX"
"1000","PHX","Panhandle Royalty Company","$309.6","AMEX"
"1001","PIC","PowerShares Exchange-Traded Fund Trust","$26.5","AMEX"
"1002","PID","PowerShares Exchange-Traded Fund Trust","$162.8","AMEX"
"1003","PIO","PowerShares Exchange-Traded Fund Trust","$37.0","AMEX"
"1004","PIP","PharmAthene, Inc","$48.8","AMEX"
"1005","PIP-WT","PharmAthene, Inc","$1.3","AMEX"
"1006","PIQ","PowerShares Exchange-Traded Fund Trust","$59.4","AMEX"
"1007","PIV","PowerShares Exchange-Traded Fund Trust","$170.7","AMEX"
"1008","PJB","PowerShares Exchange-Traded Fund Trust","$87.8","AMEX"
"1009","PJF","PowerShares Exchange-Traded Fund Trust","$24.2","AMEX"
"1010","PJG","PowerShares Exchange-Traded Fund Trust","$23.9","AMEX"
"1011","PJK","Eksprtfinans ASA","$0.0","AMEX"
"1012","PJM","PowerShares Exchange-Traded Fund Trust","$17.3","AMEX"
"1013","PJP","PowerShares Exchange-Traded Fund Trust","$68.8","AMEX"
"1014","PKB","PowerShares Exchange-Traded Fund Trust","$29.4","AMEX"
"1015","PKT","Procera Networks, Inc.","$87.1","AMEX"
"1016","PKW","PowerShares Exchange-Traded Fund Trust","$57.2","AMEX"
"1017","PLC","PLC Systems Inc.","$10.6","AMEX"
"1018","PLG","Platinum Group Metals Ltd.","$183.0","AMEX"
"1019","PLI","Proliance International, Inc.","$17.1","AMEX"
"1020","PLM","Polymet Mining Corp.","$500.0","AMEX"
"1021","PLR","Citigroup Inc.","$16.4","AMEX"
"1022","PLW","PowerShares Exchange-Traded Fund Trust","$42.3","AMEX"
"1023","PLX","Protalix BioTherapeutics, Inc.","$231.4","AMEX"
"1024","PMD","Psychemedics Corporation","$83.7","AMEX"
"1025","PME","PREMD INC","$5.8","AMEX"
"1026","PMK","PMA Capital Corporation","$55.2","AMEX"
"1027","PMR","PowerShares Exchange-Traded Fund Trust","$18.6","AMEX"
"1028","PMU","Pacific Rim Mining Corp New","$46.1","AMEX"
"1029","PNJ","Citigroup Inc.","$22.0","AMEX"
"1030","PNS","Pinnacle Data Systems, Inc.","$10.4","AMEX"
"1031","PP","Pipex Pharmaceuticals, Inc.","$16.0","AMEX"
"1032","PPA","PowerShares Exchange-Traded Fund Trust","$83.7","AMEX"
"1033","PPH","Merrill Lynch Pharmaceutical HOLDRS","$1,211.4","AMEX"
"1034","PPI","Citigroup Inc.","$55.1","AMEX"
"1035","PPJ","Citigroup Inc.","$0.0","AMEX"
"1036","PPK","Citigroup Inc.","$0.0","AMEX"
"1037","PPN","Citigroup Inc.","$93.2","AMEX"
"1038","PPW-P","PACIFICORP","$11.0","AMEX"
"1039","PPY","MORGAN STANLEY","$26.6","AMEX"
"1040","PQU","Citigroup Inc.","$79.1","AMEX"
"1041","PRC","Petro Resources Corporation","$120.9","AMEX"
"1042","PRK","Park National Corporation","$667.9","AMEX"
"1043","PRN","PowerShares Exchange-Traded Fund Trust","$0.4","AMEX"
"1044","PRW","Pro-Pharmaceuticals, Inc.","$16.8","AMEX"
"1045","PSB","PS Business Parks, Inc.","$1,078.3","AMEX"
"1046","PSB-PH","PS Business Parks, Inc.","$161.1","AMEX"
"1047","PSB-PI","PS Business Parks, Inc.","$59.0","AMEX"
"1048","PSB-PK","PS Business Parks, Inc.","$53.4","AMEX"
"1049","PSB-PL","PS Business Parks, Inc.","$49.5","AMEX"
"1050","PSB-PM","PS Business Parks, Inc.","$67.2","AMEX"
"1051","PSB-PO","PS Business Parks, Inc.","$0.0","AMEX"
"1052","PSB-PP","PS Business Parks, Inc.","$0.0","AMEX"
"1053","PSC","Citigroup Inc.","$52.8","AMEX"
"1054","PSI","PowerShares Exchange-Traded Fund Trust","$79.8","AMEX"
"1055","PSJ","PowerShares Exchange-Traded Fund Trust","$44.6","AMEX"
"1056","PSL","PowerShares Exchange-Traded Fund Trust","$22.4","AMEX"
"1057","PSP","PowerShares Exchange-Traded Fund Trust","$97.5","AMEX"
"1058","PSQ","ProShares Trust","$94.1","AMEX"
"1059","PST","ProShares Trust",NA,"AMEX"
"1060","PTE","PowerShares Exchange-Traded Fund Trust","$27.6","AMEX"
"1061","PTF","PowerShares Exchange-Traded Fund Trust","$40.2","AMEX"
"1062","PTG","Paragon Technologies, Inc.","$15.0","AMEX"
"1063","PTH","PowerShares Exchange-Traded Fund Trust","$111.0","AMEX"
"1064","PTJ","PowerShares Exchange-Traded Fund Trust","$21.9","AMEX"
"1065","PTN","Palatin Technologies, Inc.","$12.8","AMEX"
"1066","PTO","PowerShares Exchange-Traded Fund Trust","$6.6","AMEX"
"1067","PTS","Citigroup Inc.","$55.6","AMEX"
"1068","PUA","PowerShares Exchange-Traded Fund Trust","$8.8","AMEX"
"1069","PUI","PowerShares Exchange-Traded Fund Trust","$26.8","AMEX"
"1070","PUW","PowerShares Exchange-Traded Fund Trust","$38.8","AMEX"
"1071","PVI","PowerShares Exchange-Traded Fund Trust","$95.2","AMEX"
"1072","PVM","PowerShares Exchange-Traded Fund Trust","$13.1","AMEX"
"1073","PW","Pittsburgh & West Virginia Railroad","$14.5","AMEX"
"1074","PWB","PowerShares Exchange-Traded Fund Trust","$638.2","AMEX"
"1075","PWC","Power Shares XTF: Dynamic Market Portfolio","$573.7","AMEX"
"1076","PWD","PowerShares Exchange-Traded Fund Trust","$5.8","AMEX"
"1077","PWJ","PowerShares Exchange-Traded Fund Trust","$364.0","AMEX"
"1078","PWO","Power Shares XTF: Dynamic OTC Portfolio","$92.3","AMEX"
"1079","PWP","PowerShares Exchange-Traded Fund Trust","$73.3","AMEX"
"1080","PWT","PowerShares Exchange-Traded Fund Trust","$49.2","AMEX"
"1081","PWV","PowerShares Exchange-Traded Fund Trust","$228.5","AMEX"
"1082","PWY","PowerShares Exchange-Traded Fund Trust","$81.9","AMEX"
"1083","PWZ","PowerShares Exchange-Traded Fund Trust","$14.5","AMEX"
"1084","PXE","PowerShares Exchange-Traded Fund Trust","$172.6","AMEX"
"1085","PXG","Phoenix Footwear Group, Inc.","$11.7","AMEX"
"1086","PXH","PowerShares Exchange-Traded Fund Trust","$95.0","AMEX"
"1087","PXI","PowerShares Exchange-Traded Fund Trust","$42.2","AMEX"
"1088","PXJ","PowerShares Exchange-Traded Fund Trust","$493.9","AMEX"
"1089","PXN","PowerShares Exchange-Traded Fund Trust","$76.6","AMEX"
"1090","PXQ","PowerShares Exchange-Traded Fund Trust","$23.7","AMEX"
"1091","PYH","PowerShares Exchange-Traded Fund Trust","$46.8","AMEX"
"1092","PYZ","PowerShares Exchange-Traded Fund Trust","$41.8","AMEX"
"1093","PZA","PowerShares Exchange-Traded Fund Trust","$142.0","AMEX"
"1094","PZD","PowerShares Exchange-Traded Fund Trust","$34.7","AMEX"
"1095","PZG","Paramount Gold and Silver Corp.","$68.1","AMEX"
"1096","PZI","PowerShares Exchange-Traded Fund Trust","$109.6","AMEX"
"1097","PZJ","PowerShares Exchange-Traded Fund Trust","$44.9","AMEX"
"1098","PZT","PowerShares Exchange-Traded Fund Trust","$12.1","AMEX"
"1099","PZZ","Prospect Medical Hldgs Inc","$32.4","AMEX"
"1100","QCC","Quest Cap Corp New","$229.0","AMEX"
"1101","QGP","Quantum Group, Inc. (The)","$12.4","AMEX"
"1102","QGP-WTA","Quantum Group, Inc. (The)","$0.0","AMEX"
"1103","QGP-WTB","Quantum Group, Inc. (The)","$0.0","AMEX"
"1104","QID","ProShares Trust","$2,295.6","AMEX"
"1105","QKP","Merrill Lynch & Co., Inc.",NA,"AMEX"
"1106","QLD","ProShares Trust","$186.3","AMEX"
"1107","QMM","Quaterra Resources Inc","$266.3","AMEX"
"1108","QQZ-PK","SiM Internal Test 8",NA,"AMEX"
"1109","RAA","BlackRock California Investment Quality Municipal Trust Inc.","$11.9","AMEX"
"1110","RAE","RAE Systems Inc","$78.1","AMEX"
"1111","RAF","RMR Asia Real Estate Fund","$53.7","AMEX"
"1112","RAK","Renaissance Acquisition Corp","$125.6","AMEX"
"1113","RAK-U","Renaissance Acquisition Corp","$0.0","AMEX"
"1114","RAK-WT","RENAISSANCE ACQUISITION CORP","$0.0","AMEX"
"1115","RAO","Morgan Stanley","$19.5","AMEX"
"1116","RAP","RMR Asia Pacific Real Estate Fund","$21.1","AMEX"
"1117","RAW","Lehman Brothers Fin SA","$324.6","AMEX"
"1118","RBG","Morgan Stanley Dean Witter & Co.","$65.8","AMEX"
"1119","RBY","RUBICON MINERALS CORP","$218.9","AMEX"
"1120","RCD","Rydex ETF Trust","$19.9","AMEX"
"1121","RCG","Renaissance Capital Growth & Income Fund III, Inc.","$22.5","AMEX"
"1122","RCR","RMR Dividend Capture Fund","$19.0","AMEX"
"1123","RDF","AB Svensk Ekportkredit (Swedish Export Credit Corporation)","$29.5","AMEX"
"1124","RDI","READING INTERNATIONAL INC","$165.6","AMEX"
"1125","RDI-B","READING INTERNATIONAL INC","$13.8","AMEX"
"1126","RDP","Morgan Stanley","$38.9","AMEX"
"1127","RDR","RMR Preferred Dividend Fund","$20.4","AMEX"
"1128","REA","Rydex ETF Trust",NA,"AMEX"
"1129","REC","Rydex ETF Trust",NA,"AMEX"
"1130","REK","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1131","RER","Merrill Lynch & Co., Inc.","$24.3","AMEX"
"1132","REU","AB Svensk Ekportkredit (Swedish Export Credit Corporation)","$77.5","AMEX"
"1133","REW","ProShares Trust","$5.1","AMEX"
"1134","REX","Virexx Medical Corp","$4.4","AMEX"
"1135","RFA","BlackRock Florida Investment Quality Municipal Trust Inc. (The","$12.8","AMEX"
"1136","RFG","Rydex ETF Trust","$18.7","AMEX"
"1137","RFL","Rydex ETF Trust",NA,"AMEX"
"1138","RFN","Rydex ETF Trust",NA,"AMEX"
"1139","RFR","RFR F.I.R.E. Fund","$13.0","AMEX"
"1140","RFV","Rydex ETF Trust","$15.9","AMEX"
"1141","RGI","Rydex ETF Trust","$7.4","AMEX"
"1142","RGN","Regenerx Biopharmaceuticals Inc","$66.0","AMEX"
"1143","RHM","Rydex ETF Trust",NA,"AMEX"
"1144","RHO","Rydex ETF Trust",NA,"AMEX"
"1145","RHQ","Merrill Lynch & Co., Inc.",NA,"AMEX"
"1146","RHR","RMR Hospitality and Real Estate Fund","$29.3","AMEX"
"1147","RHS","Rydex ETF Trust","$7.1","AMEX"
"1148","RIC","Richmont Mines, Inc.","$68.3","AMEX"
"1149","RIV","Riviera Holdings Corporation","$102.6","AMEX"
"1150","RJA","AB Svensk Ekportkredit (Swedish Export Credit Corporation)","$315.2","AMEX"
"1151","RJI","AB Svensk Ekportkredit (Swedish Export Credit Corporation)","$170.8","AMEX"
"1152","RJN","AB Svensk Ekportkredit (Swedish Export Credit Corporation)","$17.4","AMEX"
"1153","RJZ","AB Svensk Ekportkredit (Swedish Export Credit Corporation)","$27.2","AMEX"
"1154","RKH","Merrill Lynch Regional Bank HOLDRS","$168.0","AMEX"
"1155","RLL","Morgan Stanley","$0.0","AMEX"
"1156","RLO","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1157","RMM","Rydex ETF Trust","$8.6","AMEX"
"1158","RMR","RMR Real Estate Fund","$62.8","AMEX"
"1159","RMS","Rydex ETF Trust","$13.1","AMEX"
"1160","RMX","Ready Mix Inc.","$16.4","AMEX"
"1161","RNJ","BlackRock New Jersey Investment Quality Municipal Trust Inc.","$12.6","AMEX"
"1162","RNN","Rexahn Pharmaceuticals, Inc.","$61.5","AMEX"
"1163","RNY","BlackRock New York Investment Quality Municipal Trust Inc. (Th","$17.8","AMEX"
"1164","ROM","ProShares Trust","$4.1","AMEX"
"1165","ROX","Castle Brands, Inc.","$3.0","AMEX"
"1166","ROY","International Realty Corporation","$399.5","AMEX"
"1167","RPG","Rydex ETF Trust","$53.5","AMEX"
"1168","RPI","Roberts Realty Investors, Inc.","$33.6","AMEX"
"1169","RPN","MORGAN STANLEY","$52.2","AMEX"
"1170","RPV","Rydex ETF Trust","$25.5","AMEX"
"1171","RRM","Merrill Lynch & Co., Inc.","$29.0","AMEX"
"1172","RRY","Rydex ETF Trust","$7.6","AMEX"
"1173","RRZ","Rydex ETF Trust","$13.8","AMEX"
"1174","RSM","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1175","RSP","Rydex ETF Trust","$1,723.9","AMEX"
"1176","RSU","Rydex ETF Trust","$7.4","AMEX"
"1177","RSW","Rydex ETF Trust","$20.7","AMEX"
"1178","RSY","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1179","RTC","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1180","RTG","Rydex ETF Trust",NA,"AMEX"
"1181","RTH","Merrill Lynch Retail HOLDRS","$463.3","AMEX"
"1182","RTK","Rentech, Inc.","$252.0","AMEX"
"1183","RTM","Rydex ETF Trust","$7.5","AMEX"
"1184","RTS","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1185","RTW","Rydex ETF Trust",NA,"AMEX"
"1186","RTX","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1187","RUD","Citigroup Inc.","$137.4","AMEX"
"1188","RVP","Retractable Technologies, Inc.","$29.8","AMEX"
"1189","RVR","White River Capital, Inc.","$60.4","AMEX"
"1190","RWC","RELM Wireless Corporation","$18.6","AMEX"
"1191","RWM","ProShares Trust","$29.8","AMEX"
"1192","RWO","SPDR Index Shares Fund","$4.2","AMEX"
"1193","RWR","streetTRACKS Wilshire REIT Index Fund","$976.3","AMEX"
"1194","RWX","streetTRACKS Index Shares Funds","$465.5","AMEX"
"1195","RXB","Morgan Stanley Dean Witter & Co.","$55.4","AMEX"
"1196","RXD","ProShares Trust","$12.1","AMEX"
"1197","RXL","ProShares Trust","$8.2","AMEX"
"1198","RYE","Rydex ETF Trust","$10.9","AMEX"
"1199","RYF","Rydex ETF Trust","$4.1","AMEX"
"1200","RYH","Rydex ETF Trust","$15.3","AMEX"
"1201","RYT","Rydex ETF Trust","$15.2","AMEX"
"1202","RYU","Rydex ETF Trust","$5.6","AMEX"
"1203","RZG","Rydex ETF Trust","$8.9","AMEX"
"1204","RZI","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1205","RZV","Rydex ETF Trust","$16.3","AMEX"
"1206","RZY","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1207","SA","Seabridge Gold, Inc.","$786.3","AMEX"
"1208","SAA","ProShares Trust","$6.9","AMEX"
"1209","SAD","AB Svensk Ekportkredit (Swedish Export Credit Corporation)","$141.4","AMEX"
"1210","SAL","Salisbury Bancorp, Inc.","$49.7","AMEX"
"1211","SAR","Merrill Lynch & Co., Inc.",NA,"AMEX"
"1212","SBB","ProShares Trust","$11.6","AMEX"
"1213","SBI","Western Asset Intermediate Muni Fund Inc","$119.3","AMEX"
"1214","SBK","Morgan Stanley","$11.6","AMEX"
"1215","SBN","SoftBrands, Inc.","$45.6","AMEX"
"1216","SCB","Community Bankshares, Inc.","$88.4","AMEX"
"1217","SCC","ProShares Trust","$8.3","AMEX"
"1218","SCE-PB","Southern California Edison Company","$18.3","AMEX"
"1219","SCE-PC","Southern California Edison Company","$22.0","AMEX"
"1220","SCE-PD","Southern California Edison Company","$31.4","AMEX"
"1221","SCE-PE","Southern California Edison Company","$26.9","AMEX"
"1222","SCU","Storm Cat Energy Corporation","$85.3","AMEX"
"1223","SDD","ProShares Trust","$30.2","AMEX"
"1224","SDK","ProShares Trust","$5.7","AMEX"
"1225","SDM","MORGAN STANLEY","$0.1","AMEX"
"1226","SDO-PA","San Diego Gas & Electric Company","$7.1","AMEX"
"1227","SDO-PB","San Diego Gas & Electric Company","$4.9","AMEX"
"1228","SDO-PC","San Diego Gas & Electric Company","$5.3","AMEX"
"1229","SDO-PH","San Diego Gas & Electric Company","$17.0","AMEX"
"1230","SDP","ProShares Trust","$15.9","AMEX"
"1231","SDS","ProShares Trust","$1,315.7","AMEX"
"1232","SDY","SPDR Series Trust","$192.5","AMEX"
"1233","SEB","Seaboard Corporation","$1,828.7","AMEX"
"1234","SEF","ProShares Trust",NA,"AMEX"
"1235","SEM","Morgan Stanley","$0.0","AMEX"
"1236","SFH","Citigroup Inc.","$98.0","AMEX"
"1237","SFK","ProShares Trust","$5.8","AMEX"
"1238","SFV","SPA ETF Trust","$4.2","AMEX"
"1239","SGB","Southwest Georgia Financial Corporation","$42.7","AMEX"
"1240","SGN","Signalife, Inc.","$8.5","AMEX"
"1241","SGT","NETS Trust",NA,"AMEX"
"1242","SH","ProShares Trust","$223.1","AMEX"
"1243","SHA","Shanghai Century Acquisition Corporation","$138.6","AMEX"
