"","race","educatn","employm","SES","married","num.chld","military","pr.arrst","plea","sentence","defense","dp.sght","jdge.dec","pen.phse","did.appl","out.appl","vict.sex","pr.incrc","vict.age","vict.rel","vict.st1","vict.st2","specialA","methodA","num.kill","num.prps","def.age","aggrevat","bloody","fam.lov","insane","mitcir","num.depr","rape"
"657",0,3,0,0,0,0,1,0,0,0,2,1,0,0,0,9,1,2,0,0,0,9,0,3,2,4,3,1,1,0,0,1,1,0
"659",0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,9,1,2,0,0,0,9,0,3,1,4,3,1,1,0,0,1,1,0
"660",0,2,0,1,1,2,-1,8,0,0,2,2,0,1,0,9,1,1,0,0,0,9,0,3,1,4,4,1,1,0,0,1,1,0
"662",0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,4,1,2,0,1,0,9,1,1,1,0,4,0,0,1,0,1,1,0
"663",1,2,1,1,0,0,1,0,0,0,2,2,0,1,1,4,2,2,0,0,0,9,1,1,1,0,2,0,0,0,0,1,1,1
"664",0,1,1,1,1,3,0,0,0,0,1,2,1,0,1,4,1,2,0,0,0,9,0,1,1,1,4,0,1,0,0,1,0,0
"666",1,2,0,0,0,3,0,3,0,1,2,2,0,1,1,1,2,1,0,0,0,9,1,2,2,1,3,1,1,0,0,1,2,0
"668",1,3,1,1,1,2,0,5,0,0,2,1,0,0,0,9,1,1,0,0,0,9,0,1,2,0,4,0,0,0,0,1,1,0
"669",0,1,0,1,0,5,1,0,0,0,2,1,0,0,0,9,1,2,1,0,0,9,1,1,1,0,4,0,0,0,0,1,0,0
"671",0,1,1,1,1,4,1,2,0,0,2,1,0,0,0,9,2,2,0,1,0,9,1,1,1,0,5,0,1,0,0,1,4,1
"673",0,2,1,1,1,1,1,1,0,0,1,2,0,1,1,4,1,2,0,0,0,9,1,1,2,0,2,0,0,0,0,1,1,0
"675",0,3,0,0,0,1,1,2,0,0,1,1,0,0,1,4,1,2,0,0,0,9,1,1,1,0,3,0,0,0,0,1,0,0
"676",0,3,0,0,0,1,1,2,0,0,1,1,0,0,0,9,2,2,0,1,0,9,1,1,1,3,4,0,1,0,0,1,1,0
"677",0,3,1,1,1,1,1,0,0,0,1,2,0,1,0,9,2,2,0,0,0,9,1,1,1,3,4,0,1,0,0,1,1,0
"678",0,3,1,1,0,0,0,0,0,0,2,2,1,0,0,9,1,1,0,0,0,9,0,1,1,1,3,0,1,0,0,1,0,0
"679",0,2,1,0,1,3,1,0,0,0,1,2,1,0,0,9,1,2,0,1,0,9,1,19,2,0,4,0,0,0,0,0,1,0
"680",0,3,1,0,1,1,1,8,0,0,1,2,0,1,1,4,1,1,0,0,0,9,0,1,1,1,4,0,0,0,0,1,1,0
"681",0,1,1,0,1,3,1,0,0,0,1,1,0,0,1,4,1,2,0,0,0,9,1,1,1,0,5,0,0,0,0,1,0,0
"682",0,3,1,1,1,0,0,0,0,0,1,1,0,0,0,9,1,2,0,0,0,9,1,10,1,1,2,1,0,0,0,1,1,0
"683",0,2,0,1,0,0,0,4,0,0,1,1,0,0,1,4,1,1,0,0,0,9,1,10,1,1,3,1,0,0,0,1,1,0
"684",1,1,0,0,1,1,1,0,0,0,2,1,0,0,0,9,1,2,0,0,0,9,1,1,1,3,2,0,0,0,0,1,0,0
"685",0,1,0,1,1,9,1,0,0,0,1,2,1,0,1,4,1,1,0,0,0,9,0,1,2,1,6,0,0,0,0,1,1,0
"686",0,2,1,1,1,3,1,0,0,0,1,1,0,0,1,4,1,2,0,1,0,9,1,1,1,0,3,0,0,0,0,1,2,0
"687",0,3,1,1,1,2,-1,0,0,0,2,1,0,0,1,4,1,1,0,0,0,9,1,2,1,0,6,0,0,0,0,1,0,0
"689",0,2,0,0,1,3,1,0,0,0,2,1,0,0,0,9,2,2,0,0,0,9,1,2,1,0,5,0,0,0,0,1,2,0
"691",0,1,0,0,1,2,0,0,0,1,2,2,0,1,1,1,1,2,0,0,0,9,1,2,1,1,3,0,1,0,0,0,1,0
"692",0,3,0,0,1,2,0,0,0,1,2,2,0,1,1,1,1,2,0,0,0,9,0,1,1,2,2,0,0,0,0,1,3,0
"693",1,1,0,1,0,0,0,0,0,0,2,1,0,0,1,4,1,1,0,0,1,9,1,1,1,3,5,0,0,0,0,1,0,0
"694",0,2,0,0,0,2,1,0,0,0,1,1,0,0,0,9,1,2,0,1,0,9,1,3,1,3,1,1,0,0,0,1,1,0
"695",0,2,0,0,0,2,0,3,0,0,1,1,1,0,1,4,1,2,0,0,0,9,0,1,1,0,3,0,0,0,0,1,0,0
"697",0,1,1,0,0,0,0,7,0,0,1,1,0,0,1,4,1,1,0,0,0,24,1,2,1,0,2,1,1,0,0,1,2,0
"698",1,2,0,0,0,0,1,8,0,0,1,1,0,0,0,9,1,2,0,0,0,9,1,1,2,3,3,0,0,0,0,1,1,1
"699",1,1,1,1,0,0,0,10,0,1,1,2,0,1,1,2,1,1,0,0,1,9,0,1,1,4,4,0,0,0,0,0,0,0
"700",1,3,1,1,1,1,1,4,0,1,2,2,0,1,1,2,1,2,0,0,0,9,0,1,1,1,4,0,0,0,0,1,0,0
"701",0,3,0,0,0,3,1,0,0,0,1,1,0,0,0,9,1,1,0,0,0,9,1,1,1,2,4,0,0,0,0,0,1,0
"704",0,3,1,1,1,5,0,6,0,1,2,2,0,1,0,9,2,1,0,0,0,9,1,1,1,2,3,0,0,0,0,0,0,0
"706",1,1,0,0,0,2,1,0,0,0,1,1,0,0,1,5,1,2,0,0,0,9,1,1,1,2,2,1,1,0,0,1,0,0
"711",0,1,1,1,1,5,0,6,0,0,1,1,0,0,1,5,1,1,0,0,1,9,0,1,1,3,4,0,0,0,0,0,1,0
"712",0,1,0,1,0,3,1,0,0,0,2,1,0,0,1,4,1,2,0,0,0,9,1,2,1,0,6,0,0,0,0,1,1,0
"714",0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,4,1,2,0,1,0,9,1,1,1,0,6,0,0,0,1,1,0,0
"716",0,1,0,1,0,4,1,20,0,0,2,1,0,0,0,9,1,2,0,0,0,9,0,2,1,0,6,0,0,0,0,1,1,0
"718",1,1,0,1,0,2,1,0,0,0,2,2,0,1,1,4,1,2,0,0,0,9,0,1,1,3,3,0,0,0,0,0,1,0
"719",0,3,1,0,1,2,0,0,0,0,1,2,1,0,1,4,1,2,0,0,0,9,1,1,1,0,3,0,0,0,0,1,0,0
"720",0,3,1,1,1,3,1,0,0,0,2,1,0,0,0,9,1,2,0,0,0,9,1,1,1,0,6,0,0,0,0,1,0,0
"721",1,1,0,1,1,0,-1,12,0,0,2,1,0,0,1,4,1,1,0,0,0,9,1,3,1,3,4,1,0,0,0,1,0,0
"729",1,2,0,0,1,1,-1,2,0,1,2,2,0,1,1,1,1,1,0,0,0,9,1,1,1,0,3,0,0,0,0,1,1,0
"730",0,1,1,1,1,7,1,3,0,0,1,1,0,0,1,4,2,1,0,1,0,9,0,1,1,0,5,0,0,1,0,1,0,0
"731",0,1,0,0,1,3,0,5,0,1,2,2,0,1,1,3,1,2,0,0,0,9,0,2,1,1,6,0,1,0,0,1,1,0
"733",0,1,1,1,0,1,0,1,0,0,2,1,1,1,1,5,1,2,0,0,0,9,1,24,1,0,3,0,0,0,0,0,0,0
"734",1,1,1,0,0,1,1,6,0,1,2,2,0,1,1,3,2,1,0,0,0,9,0,1,1,2,3,0,0,0,0,1,0,0
"740",1,2,0,0,0,0,0,11,0,1,2,2,0,1,1,2,1,2,0,1,0,9,0,1,1,2,1,0,0,0,0,0,0,0
"742",1,1,0,0,1,4,0,8,0,1,2,2,0,1,1,1,2,2,0,0,0,9,0,1,1,2,5,1,0,0,1,1,1,0
"743",1,1,0,0,1,4,1,8,0,1,2,2,0,1,1,1,2,2,0,0,0,9,0,1,1,2,5,1,0,0,1,1,1,0
"744",0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,7,2,2,1,1,0,9,1,4,1,0,4,0,0,0,0,1,0,0
"745",0,1,0,0,0,0,1,1,0,0,2,2,0,1,1,5,1,2,0,0,0,9,1,3,1,2,6,1,1,0,0,0,1,0
"746",0,1,0,0,1,3,-1,3,0,1,2,2,0,1,1,2,1,2,0,0,0,24,1,2,1,1,4,1,1,0,0,0,4,0
"747",0,1,0,0,1,3,0,2,0,1,2,2,0,1,1,1,1,2,0,0,0,24,1,2,1,1,4,1,1,0,0,0,4,0
"748",1,3,0,0,1,3,1,8,0,0,2,1,0,0,1,7,1,1,0,0,0,9,0,1,1,1,4,0,0,0,0,1,0,0
"750",1,2,0,0,0,0,0,10,0,1,2,2,0,1,1,1,1,1,0,0,0,9,0,1,1,1,4,0,0,0,0,0,0,0
"751",0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,5,1,2,0,0,0,9,1,1,1,0,6,0,0,0,0,1,0,0
"752",1,1,0,1,0,0,1,7,0,0,2,1,0,0,1,4,1,1,0,0,0,9,0,1,1,1,5,0,0,0,0,0,1,0
"754",0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,4,1,2,0,1,0,19,0,1,1,0,6,0,1,1,0,0,0,0
"759",0,3,0,0,0,1,1,2,0,0,2,2,0,1,1,5,1,1,0,0,0,9,0,1,1,1,6,0,1,0,0,0,1,0
"760",1,3,0,1,1,5,1,13,0,0,1,1,0,0,1,5,1,2,0,0,0,9,0,1,1,0,4,0,0,0,0,1,0,0
"761",0,1,1,1,0,0,0,6,0,1,2,2,0,1,1,1,1,2,0,0,0,9,1,3,1,1,4,1,1,0,0,0,2,0
"762",1,1,0,0,0,0,0,0,0,1,2,2,0,1,1,1,1,2,0,0,0,9,0,1,1,2,2,0,1,0,0,0,3,0
