"","time","camp"
"2949",-487,11
"2950",-486,29
"2951",-485,31
"2952",-484,23
"2953",-483,8
"2954",-482,26
"2955",-481,31
"2956",-480,32
"2957",-479,31
"2958",-478,30
"2959",-477,30
"2960",-476,12
"2961",-475,27
"2962",-474,31
"2963",-473,29
"2964",-472,25
"2965",-471,27
"2966",-470,30
"2967",-469,25
"2968",-468,34
"2969",-467,30
"2970",-466,33
"2971",-465,31
"2972",-464,27
"2973",-463,26
"2974",-462,31
"2975",-461,32
"2976",-460,35
"2977",-459,30
"2978",-458,29
"2979",-457,32
"2980",-456,18
"2981",-455,27
"2982",-454,31
"2983",-453,35
"2984",-452,38
"2985",-451,40
"2986",-450,45
"2987",-449,36
"2988",-448,50
"2989",-447,51
"2990",-446,46
"2991",-445,49
"2992",-444,44
"2993",-443,62
"2994",-442,43
"2995",-441,49
"2996",-440,53
"2997",-439,62
"2998",-438,58
"2999",-437,56
"3000",-436,31
"3001",-435,55
"3002",-434,55
"3003",-433,50
"3004",-432,47
"3005",-431,57
"3006",-430,48
"3007",-429,49
"3008",-428,40
"3009",-427,35
"3010",-426,44
"3011",-425,27
"3012",-424,28
"3013",-423,34
"3014",-422,28
"3015",-421,30
"3016",-420,29
"3017",-419,28
"3018",-418,32
"3019",-417,43
"3020",-416,39
"3021",-415,41
"3022",-414,34
"3023",-413,36
"3024",-412,31
"3025",-411,20
"3026",-410,34
"3027",-409,36
"3028",-408,40
"3029",-407,46
"3030",-406,23
"3031",-405,34
"3032",-404,42
"3033",-403,34
"3034",-402,37
"3035",-401,27
"3036",-400,31
"3037",-399,32
"3038",-398,34
"3039",-397,33
"3040",-396,39
"3041",-395,30
"3042",-394,33
"3043",-393,14
"3044",-392,35
"3045",-391,45
"3046",-390,36
"3047",-389,38
"3048",-388,35
"3049",-387,36
"3050",-386,24
"3051",-385,30
"3052",-384,32
"3053",-383,24
"3054",-382,27
"3055",-381,35
"3056",-380,31
"3057",-379,13
"3058",-378,29
"3059",-377,36
"3060",-376,41
"3061",-375,33
"3062",-374,42
"3063",-373,41
"3064",-372,33
"3065",-371,48
"3066",-370,37
"3067",-369,34
"3068",-368,45
"3069",-367,37
"3070",-366,42
"3071",-365,29
"3072",-364,39
"3073",-363,46
"3074",-362,38
"3075",-361,33
"3076",-360,17
"3077",-359,17
"3078",-358,44
"3079",-357,39
"3080",-356,48
"3081",-355,52
"3082",-354,33
"3083",-353,48
"3084",-352,43
"3085",-351,46
"3086",-350,47
"3087",-349,54
"3088",-348,40
"3089",-347,34
"3090",-346,21
"3091",-345,43
"3092",-344,45
"3093",-343,25
"3094",-342,37
"3095",-341,46
"3096",-340,43
"3097",-339,50
"3098",-338,43
"3099",-337,10
"3100",-336,37
"3101",-335,45
"3102",-334,40
"3103",-333,44
"3104",-332,39
"3105",-331,50
"3106",-330,50
"3107",-329,49
"3108",-328,30
"3109",-327,36
"3110",-326,36
"3111",-325,11
"3112",-324,7
"3113",-323,32
"3114",-322,38
"3115",-321,46
"3116",-320,46
"3117",-319,43
"3118",-318,46
"3119",-317,14
"3120",-316,39
"3121",-315,49
"3122",-314,35
"3123",-313,52
"3124",-312,50
"3125",-311,44
"3126",-310,51
"3127",-309,43
"3128",-308,51
"3129",-307,26
"3130",-306,46
"3131",-305,49
"3132",-304,48
"3133",-303,42
"3134",-302,44
"3135",-301,50
"3136",-300,25
"3137",-299,44
"3138",-298,43
"3139",-297,35
"3140",-296,45
"3141",-295,49
"3142",-294,30
"3143",-293,46
"3144",-292,50
"3145",-291,50
"3146",-290,55
"3147",-289,50
"3148",-288,52
"3149",-287,53
"3150",-286,51
"3151",-285,55
"3152",-284,33
"3153",-283,46
"3154",-282,28
"3155",-281,34
"3156",-280,32
"3157",-279,38
"3158",-278,39
"3159",-277,40
"3160",-276,42
"3161",-275,49
"3162",-274,41
"3163",-273,46
"3164",-272,45
"3165",-271,39
"3166",-270,35
"3167",-269,45
"3168",-268,40
"3169",-267,14
"3170",-266,35
"3171",-265,37
"3172",-264,38
"3173",-263,41
"3174",-262,40
"3175",-261,49
"3176",-260,31
"3177",-259,40
"3178",-258,42
"3179",-257,43
"3180",-256,42
"3181",-255,31
"3182",-254,39
"3183",-253,35
"3184",-252,36
"3185",-251,43
"3186",-250,29
"3187",-249,36
"3188",-248,37
"3189",-247,37
"3190",-246,43
"3191",-245,25
"3192",-244,37
"3193",-243,32
"3194",-242,39
"3195",-241,37
"3196",-240,36
"3197",-239,29
"3198",-238,29
"3199",-237,35
"3200",-236,44
"3201",-235,52
"3202",-234,50
"3203",-233,47
"3204",-232,50
"3205",-231,49
"3206",-230,36
"3207",-229,48
"3208",-228,48
"3209",-227,44
"3210",-226,53
"3211",-225,53
"3212",-224,48
"3213",-223,49
"3214",-222,56
"3215",-221,58
"3216",-220,32
"3217",-219,49
"3218",-218,60
"3219",-217,48
"3220",-216,60
"3221",-215,46
"3222",-214,45
"3223",-213,54
"3224",-212,59
"3225",-211,51
"3226",-210,46
"3227",-209,50
"3228",-208,58
"3229",-207,46
"3230",-206,56
"3231",-205,37
"3232",-204,55
"3233",-203,45
"3234",-202,26
"3235",-201,41
"3236",-200,51
"3237",-199,44
"3238",-198,38
"3239",-197,26
"3240",-196,23
"3241",-195,23
"3242",-194,37
"3243",-193,36
"3244",-192,40
"3245",-191,48
"3246",-190,42
"3247",-189,48
"3248",-188,46
"3249",-187,49
"3250",-186,39
"3251",-185,49
"3252",-184,41
"3253",-183,32
"3254",-182,34
"3255",-181,26
"3256",-180,34
"3257",-179,38
"3258",-178,40
"3259",-177,36
"3260",-176,40
"3261",-175,40
"3262",-174,43
"3263",-173,44
"3264",-172,39
"3265",-171,50
"3266",-170,19
"3267",-169,52
"3268",-168,53
"3269",-167,58
"3270",-166,42
"3271",-165,53
"3272",-164,37
"3273",-163,55
"3274",-162,56
"3275",-161,50
"3276",-160,42
"3277",-159,42
"3278",-158,48
"3279",-157,58
"3280",-156,50
"3281",-155,55
"3282",-154,51
"3283",-153,56
"3284",-152,49
"3285",-151,50
"3286",-150,30
"3287",-149,39
"3288",-148,63
"3289",-147,55
"3290",-146,59
"3291",-145,60
"3292",-144,53
"3293",-143,48
"3294",-142,56
"3295",-141,44
"3296",-140,49
"3297",-139,40
"3298",-138,47
"3299",-137,30
"3300",-136,53
"3301",-135,54
"3302",-134,57
"3303",-133,34
"3304",-132,29
"3305",-131,17
"3306",-130,45
"3307",-129,48
"3308",-128,55
"3309",-127,53
"3310",-126,44
"3311",-125,41
"3312",-124,57
"3313",-123,64
"3314",-122,51
"3315",-121,58
"3316",-120,43
"3317",-119,55
"3318",-118,55
"3319",-117,57
"3320",-116,49
"3321",-115,43
"3322",-114,38
"3323",-113,41
"3324",-112,43
"3325",-111,43
"3326",-110,50
"3327",-109,36
"3328",-108,49
"3329",-107,41
"3330",-106,29
"3331",-105,36
"3332",-104,39
"3333",-103,40
"3334",-102,45
"3335",-101,51
"3336",-100,49
"3337",-99,48
"3338",-98,53
"3339",-97,48
"3340",-96,49
"3341",-95,56
"3342",-94,56
"3343",-93,52
"3344",-92,42
"3345",-91,46
"3346",-90,45
"3347",-89,40
"3348",-88,48
"3349",-87,40
"3350",-86,35
"3351",-85,53
"3352",-84,35
"3353",-83,50
"3354",-82,43
"3355",-81,14
"3356",-80,43
"3357",-79,45
"3358",-78,43
"3359",-77,41
"3360",-76,41
"3361",-75,40
"3362",-74,39
"3363",-73,37
"3364",-72,33
"3365",-71,31
"3366",-70,16
"3367",-69,37
"3368",-68,41
"3369",-67,49
"3370",-66,49
"3371",-65,52
"3372",-64,50
"3373",-63,24
"3374",-62,38
"3375",-61,30
"3376",-60,50
"3377",-59,46
"3378",-58,40
"3379",-57,43
"3380",-56,47
"3381",-55,42
"3382",-54,50
"3383",-53,50
"3384",-52,52
"3385",-51,60
"3386",-50,47
"3387",-49,52
"3388",-48,42
"3389",-47,27
"3390",-46,43
"3391",-45,39
"3392",-44,42
"3393",-43,41
"3394",-42,29
"3395",-41,44
"3396",-40,35
"3397",-39,31
"3398",-38,23
"3399",-37,28
"3400",-36,15
"3401",-35,21
"3402",-34,39
"3403",-33,37
"3404",-32,49
"3405",-31,51
"3406",-30,53
"3407",-29,36
"3408",-28,36
"3409",-27,39
"3410",-26,33
"3411",-25,31
"3412",-24,49
"3413",-23,45
"3414",-22,43
"3415",-21,31
"3416",-20,7
"3417",-19,45
"3418",-18,45
"3419",-17,47
"3420",-16,44
"3421",-15,45
"3422",-14,55
"3423",-13,49
"3424",-12,48
"3425",-11,51
"3426",-10,50
"3427",-9,44
"3428",-8,42
"3429",-7,38
"3430",-6,24
"3431",-5,35
"3432",-4,56
"3433",-3,62
"3434",-2,68
"3435",-1,62
"3436",0,58
"3437",1,56
"3438",2,57
"3439",3,66
"3440",4,68
"3441",5,71
"3442",6,68
"3443",7,65
"3444",8,61
"3445",9,56
"3446",10,57
"3447",11,48
"3448",12,54
"3449",13,52
"3450",14,32
"3451",15,16
"3452",16,29
"3453",17,44
"3454",18,48
"3455",19,34
"3456",20,42
"3457",21,43
"3458",22,55
"3459",23,60
"3460",24,71
"3461",25,76
"3462",26,80
"3463",27,75
"3464",28,35
"3465",29,64
"3466",30,65
"3467",31,67
"3468",32,57
"3469",33,75
"3470",34,73
"3471",35,72
"3472",36,59
"3473",37,68
"3474",38,64
"3475",39,56
"3476",40,63
"3477",41,39
"3478",42,34
"3479",43,20
"3480",44,29
"3481",45,29
"3482",46,42
"3483",47,52
"3484",48,46
"3485",49,57
"3486",50,53
"3487",51,57
"3488",52,31
"3489",53,52
"3490",54,55
"3491",55,43
"3492",56,47
"3493",57,41
"3494",58,43
"3495",59,40
"3496",60,47
"3497",61,44
"3498",62,42
"3499",63,43
"3500",64,38
"3501",65,49
"3502",66,40
"3503",67,57
"3504",68,53
"3505",69,58
"3506",70,34
"3507",71,50
"3508",72,49
"3509",73,40
"3510",74,49
"3511",75,57
"3512",76,58
"3513",77,60
"3514",78,56
"3515",79,60
"3516",80,62
"3517",81,63
"3518",82,51
"3519",83,55
"3520",84,32
"3521",85,42
"3522",86,27
"3523",87,53
"3524",88,59
"3525",89,51
"3526",90,54
"3527",91,51
"3528",92,53
"3529",93,43
"3530",94,37
"3531",95,54
"3532",96,46
"3533",97,49
"3534",98,45
"3535",99,25
"3536",100,23
"3537",101,21
"3538",102,38
"3539",103,48
"3540",104,47
"3541",105,31
"3542",106,28
"3543",107,44
"3544",108,21
"3545",109,51
"3546",110,51
"3547",111,48
"3548",112,50
"3549",113,50
"3550",114,56
"3551",115,43
"3552",116,28
"3553",117,24
"3554",118,27
"3555",119,34
"3556",120,42
"3557",121,33
"3558",122,32
"3559",123,37
"3560",124,39
"3561",125,42
"3562",126,43
"3563",127,46
"3564",128,47
"3565",129,37
"3566",130,28
"3567",131,29
"3568",132,33
"3569",133,40
"3570",134,50
"3571",135,45
"3572",136,42
"3573",137,39
"3574",138,40
"3575",139,38
"3576",140,41
"3577",141,43
"3578",142,44
"3579",143,49
"3580",144,49
"3581",145,38
"3582",146,22
"3583",147,34
"3584",148,36
"3585",149,27
"3586",150,19
"3587",151,19
"3588",152,33
"3589",153,39
"3590",154,49
"3591",155,50
"3592",156,56
"3593",157,49
"3594",158,50
"3595",159,41
"3596",160,49
"3597",161,49
"3598",162,47
"3599",163,52
"3600",164,32
"3601",165,35
"3602",166,55
"3603",167,54
"3604",168,55
"3605",169,46
"3606",170,55
"3607",171,58
"3608",172,55
"3609",173,32
"3610",174,45
"3611",175,28
"3612",176,48
"3613",177,36
"3614",178,36
"3615",179,47
"3616",180,50
"3617",181,35
"3618",182,44
"3619",183,46
"3620",184,45
"3621",185,43
"3622",186,41
"3623",187,47
"3624",188,46
"3625",189,47
"3626",190,56
"3627",191,45
"3628",192,45
"3629",193,48
"3630",194,33
"3631",195,32
"3632",196,36
"3633",197,41
"3634",198,44
"3635",199,35
"3636",200,41
"3637",201,45
"3638",202,47
"3639",203,48
"3640",204,54
"3641",205,63
"3642",206,46
"3643",207,23
"3644",208,43
"3645",209,45
"3646",210,40
"3647",211,52
"3648",212,59
"3649",213,48
"3650",214,45
"3651",215,54
"3652",216,56
"3653",217,56
"3654",218,50
"3655",219,44
"3656",220,34
"3657",221,49
"3658",222,32
"3659",223,35
"3660",224,32
"3661",225,27
"3662",226,33
"3663",227,36
"3664",228,44
"3665",229,42
"3666",230,42
"3667",231,44
"3668",232,41
"3669",233,42
"3670",234,16
"3671",235,34
"3672",236,52
"3673",237,43
"3674",238,50
"3675",239,57
"3676",240,53
"3677",241,61
"3678",242,55
"3679",243,57
"3680",244,60
"3681",245,46
"3682",246,64
"3683",247,50
"3684",248,52
"3685",249,64
"3686",250,63
"3687",251,69
"3688",252,66
"3689",253,64
"3690",254,38
"3691",255,44
"3692",256,52
"3693",257,59
"3694",258,53
"3695",259,62
"3696",260,51
"3697",261,45
"3698",262,50
"3699",263,62
"3700",264,57
"3701",265,61
"3702",266,54
"3703",267,60
"3704",268,57
"3705",269,53
"3706",270,47
"3707",271,39
"3708",272,45
"3709",273,29
"3710",274,45
"3711",275,47
"3712",276,42
"3713",277,39
"3714",278,39
"3715",279,44
"3716",280,57
"3717",281,51
"3718",282,52
"3719",283,53
"3720",284,45
"3721",285,57
"3722",286,46
"3723",287,59
"3724",288,51
"3725",289,47
"3726",290,36
"3727",291,47
"3728",292,25
"3729",293,12
"3730",294,37
"3731",295,44
"3732",296,36
"3733",297,36
"3734",298,43
"3735",299,38
"3736",300,35
"3737",301,42
"3738",302,46
"3739",303,43
"3740",304,39
"3741",305,21
"3742",306,24
"3743",307,20
"3744",308,25
"3745",309,30
"3746",310,35
"3747",311,33
"3748",312,39
"3749",313,45
"3750",314,43
"3751",315,57
"3752",316,55
"3753",317,53
"3754",318,55
"3755",319,50
"3756",320,18
"3757",321,43
"3758",322,43
"3759",323,43
"3760",324,43
"3761",325,39
"3762",326,44
"3763",327,36
"3764",328,46
"3765",329,46
"3766",330,39
"3767",331,47
"3768",332,42
"3769",333,40
"3770",334,44
"3771",335,33
"3772",336,32
"3773",337,44
"3774",338,29
"3775",339,36
"3776",340,33
"3777",341,31
"3778",342,35
"3779",343,26
"3780",344,40
"3781",345,36
"3782",346,41
"3783",347,36
"3784",348,41
"3785",349,43
"3786",350,43
"3787",351,44
"3788",352,47
"3789",353,41
"3790",354,43
"3791",355,44
"3792",356,38
"3793",357,46
"3794",358,43
"3795",359,47
"3796",360,42
"3797",361,48
"3798",362,40
"3799",363,49
"3800",364,54
"3801",365,53
"3802",366,47
"3803",367,53
"3804",368,44
"3805",369,32
"3806",370,38
"3807",371,51
"3808",372,44
"3809",373,40
"3810",374,41
"3811",375,34
"3812",376,38
"3813",377,40
"3814",378,46
"3815",379,51
"3816",380,46
"3817",381,38
"3818",382,39
"3819",383,34
"3820",384,41
"3821",385,35
"3822",386,29
"3823",387,32
"3824",388,37
"3825",389,37
"3826",390,42
"3827",391,44
"3828",392,43
"3829",393,44
"3830",394,41
"3831",395,44
"3832",396,47
"3833",397,44
"3834",398,45
"3835",399,42
"3836",400,44
"3837",401,19
"3838",402,34
"3839",403,34
"3840",404,43
"3841",405,41
"3842",406,45
"3843",407,50
"3844",408,47
"3845",409,51
"3846",410,49
"3847",411,47
"3848",412,52
"3849",413,48
"3850",414,53
"3851",415,41
"3852",416,53
"3853",417,33
"3854",418,28
"3855",419,36
"3856",420,39
"3857",421,41
"3858",422,37
"3859",423,38
"3860",424,49
"3861",425,43
"3862",426,52
"3863",427,51
"3864",428,57
"3865",429,60
"3866",430,44
"3867",431,50
"3868",432,65
"3869",433,66
"3870",434,74
"3871",435,55
"3872",436,25
"3873",437,51
"3874",438,35
"3875",439,53
"3876",440,46
"3877",441,23
"3878",442,31
"3879",443,35
"3880",444,34
"3881",445,17
"3882",446,13
"3883",447,28
"3884",448,11
"3885",449,24
"3886",450,21
"3887",451,33
"3888",452,42
"3889",453,39
"3890",454,34
"3891",455,36
"3892",456,39
"3893",457,43
"3894",458,42
"3895",459,37
"3896",460,25
"3897",461,43
"3898",462,29
"3899",463,27
"3900",464,33
"3901",465,36
"3902",466,41
"3903",467,46
"3904",468,41
"3905",469,25
"3906",470,16
"3907",471,15
"3908",472,30
"3909",473,19
"3910",474,34
"3911",475,40
"3912",476,48
"3913",477,54
"3914",478,38
"3915",479,50
"3916",480,40
"3917",481,31
"3918",482,34
"3919",483,44
"3920",484,42
"3921",485,32
"3922",486,54
"3923",487,31
"3924",488,36
"3925",489,26
"3926",490,30
"3927",491,36
"3928",492,42
"3929",493,41
"3930",494,40
"3931",495,40
"3932",496,37
"3933",497,39
"3934",498,39
"3935",499,36
"3936",500,29
"3937",501,40
"3938",502,47
"3939",503,54
"3940",504,51
"3941",505,44
"3942",506,44
"3943",507,49
"3944",508,52
"3945",509,49
"3946",510,41
"3947",511,40
"3948",512,38
"3949",513,33
"3950",514,34
"3951",515,25
"3952",516,29
"3953",517,35
"3954",518,42
"3955",519,47
"3956",520,44
"3957",521,47
"3958",522,49
"3959",523,50
"3960",524,40
"3961",525,58
"3962",526,52
"3963",527,39
"3964",528,41
"3965",529,47
"3966",530,38
"3967",531,44
"3968",532,38
"3969",533,45
"3970",534,47
"3971",535,15
"3972",536,23
"3973",537,46
"3974",538,43
"3975",539,37
"3976",540,36
"3977",541,20
"3978",542,26
"3979",543,29
"3980",544,29
"3981",545,32
"3982",546,29
"3983",547,34
"3984",548,38
"3985",549,36
"3986",550,36
"3987",551,40
"3988",552,44
"3989",553,36
"3990",554,35
"3991",555,33
"3992",556,44
"3993",557,35
"3994",558,26
"3995",559,35
"3996",560,33
"3997",561,6
"3998",562,4
"3999",563,35
"4000",564,38
"4001",565,36
"4002",566,43
"4003",567,42
"4004",568,18
"4005",569,15
"4006",570,20
"4007",571,30
"4008",572,30
"4009",573,27
"4010",574,28
"4011",575,25
"4012",576,23
"4013",577,26
"4014",578,22
"4015",579,21
"4016",580,24
"4017",581,33
"4018",582,30
"4019",583,26
"4020",584,32
"4021",585,34
"4022",586,38
"4023",587,41
"4024",588,41
"4025",589,43
"4026",590,36
"4027",591,46
"4028",592,47
"4029",593,39
"4030",594,40
"4031",595,32
"4032",596,56
"4033",597,46
"4034",598,53
"4035",599,46
"4036",600,33
"4037",601,44
"4038",602,34
"4039",603,39
"4040",604,49
"4041",605,53
"4042",606,49
"4043",607,51
"4044",608,57
"4045",609,21
"4046",610,11
"4047",611,24
"4048",612,28
"4049",613,28
"4050",614,20
"4051",615,26
"4052",616,30
"4053",617,45
"4054",618,34
"4055",619,27
"4056",620,40
"4057",621,39
"4058",622,42
"4059",623,28
"4060",624,34
"4061",625,25
"4062",626,4
"4063",627,15
"4064",628,20
"4065",629,26
"4066",630,31
"4067",631,33
"4068",632,32
"4069",633,36
"4070",634,43
"4071",635,43
"4072",636,44
"4073",637,49
"4074",638,47
"4075",639,36
"4076",640,30
"4077",641,42
"4078",642,45
"4079",643,39
"4080",644,16
"4081",645,32
"4082",646,34
"4083",647,20
"4084",648,35
"4085",649,42
"4086",650,31
"4087",651,47
"4088",652,36
"4089",653,43
"4090",654,41
"4091",655,51
"4092",656,40
"4093",657,42
"4094",658,50
"4095",659,42
"4096",660,41
"4097",661,57
"4098",662,53
"4099",663,47
"4100",664,54
"4101",665,57
"4102",666,47
"4103",667,51
"4104",668,50
"4105",669,54
"4106",670,45
"4107",671,60
"4108",672,49
"4109",673,63
"4110",674,60
"4111",675,48
"4112",676,22
"4113",677,46
"4114",678,60
"4115",679,50
"4116",680,31
"4117",681,30
"4118",682,49
"4119",683,37
"4120",684,35
"4121",685,45
"4122",686,34
"4123",687,24
"4124",688,35
"4125",689,35
"4126",690,33
"4127",691,32
"4128",692,25
"4129",693,26
"4130",694,24
"4131",695,23
"4132",696,25
"4133",697,22
"4134",698,4
"4135",699,32
"4136",700,35
"4137",701,39
"4138",702,33
"4139",703,43
"4140",704,42
"4141",705,30
"4142",706,18
"4143",707,31
"4144",708,33
"4145",709,39
"4146",710,35
"4147",711,35
"4148",712,28
"4149",713,42
"4150",714,40
"4151",715,42
"4152",716,30
"4153",717,19
"4154",718,35
"4155",719,26
"4156",720,33
"4157",721,41
"4158",722,43
"4159",723,43
"4160",724,48
"4161",725,54
"4162",726,59
"4163",727,58
"4164",728,35
"4165",729,39
"4166",730,47
"4167",731,39
"4168",732,31
"4169",733,40
"4170",734,48
"4171",735,42
"4172",736,33
"4173",737,39
"4174",738,29
"4175",739,8
"4176",740,28
"4177",741,41
"4178",742,28
"4179",743,30
"4180",744,33
"4181",745,46
"4182",746,51
"4183",747,56
"4184",748,55
"4185",749,56
"4186",750,38
"4187",751,36
"4188",752,49
"4189",753,51
"4190",754,43
"4191",755,56
"4192",756,41
"4193",757,37
"4194",758,45
"4195",759,46
"4196",760,33
"4197",761,12
"4198",762,34
"4199",763,33
"4200",764,40
"4201",765,47
"4202",766,40
"4203",767,44
"4204",768,44
"4205",769,28
"4206",770,34
"4207",771,45
"4208",772,42
"4209",773,55
"4210",774,50
"4211",775,54
"4212",776,49
"4213",777,50
"4214",778,54
"4215",779,50
"4216",780,44
"4217",781,39
"4218",782,29
"4219",783,47
"4220",784,52
"4221",785,50
"4222",786,43
"4223",787,30
"4224",788,39
"4225",789,34
"4226",790,44
"4227",791,48
"4228",792,28
"4229",793,25
"4230",794,31
"4231",795,33
"4232",796,30
"4233",797,28
"4234",798,18
"4235",799,28
"4236",800,28
"4237",801,30
"4238",802,40
"4239",803,37
"4240",804,41
"4241",805,49
"4242",806,46
"4243",807,32
"4244",808,9
"4245",809,29
"4246",810,33
"4247",811,43
"4248",812,42
"4249",813,35
"4250",814,43
"4251",815,44
"4252",816,19
"4253",817,22
"4254",818,26
"4255",819,31
"4256",820,39
"4257",821,42
"4258",822,38
"4259",823,34
"4260",824,30
"4261",825,38
"4262",826,37
"4263",827,37
"4264",828,31
"4265",829,31
"4266",830,27
"4267",831,36
"4268",832,37
"4269",833,28
"4270",834,26
"4271",835,23
"4272",836,22
"4273",837,29
"4274",838,21
"4275",839,27
"4276",840,21
"4277",841,35
"4278",842,39
"4279",843,36
"4280",844,30
"4281",845,39
"4282",846,18
"4283",847,25
"4284",848,34
"4285",849,39
"4286",850,35
"4287",851,43
"4288",852,47
"4289",853,45
"4290",854,40
"4291",855,52
"4292",856,40
"4293",857,32
"4294",858,30
"4295",859,25
"4296",860,38
"4297",861,35
"4298",862,33
"4299",863,30
"4300",864,24
"4301",865,20
"4302",866,12
"4303",867,14
"4304",868,17
"4305",869,20
"4306",870,23
"4307",871,24
"4308",872,24
"4309",873,25
"4310",874,29
"4311",875,32
"4312",876,25
"4313",877,15
"4314",878,26
"4315",879,23
"4316",880,23
"4317",881,35
"4318",882,24
"4319",883,17
"4320",884,26
"4321",885,23
"4322",886,24
"4323",887,19
"4324",888,20
"4325",889,21
"4326",890,29
"4327",891,27
"4328",892,29
"4329",893,34
"4330",894,32
"4331",895,29
"4332",896,35
"4333",897,34
"4334",898,19
"4335",899,22
"4336",900,22
"4337",901,19
"4338",902,21
"4339",903,22
"4340",904,26
"4341",905,17
"4342",906,9
"4343",907,20
"4344",908,21
"4345",909,15
"4346",910,19
"4347",911,19
"4348",912,17
"4349",913,18
"4350",914,26
"4351",915,22
"4352",916,19
"4353",917,23
"4354",918,18
"4355",919,21
"4356",920,32
"4357",921,24
"4358",922,23
"4359",923,10
"4360",924,22
"4361",925,26
"4362",926,25
"4363",927,19
"4364",928,31
"4365",929,22
"4366",930,19
"4367",931,16
"4368",932,24
"4369",933,25
"4370",934,25
"4371",935,29
"4372",936,33
"4373",937,29
"4374",938,28
"4375",939,28
"4376",940,30
"4377",941,23
"4378",942,29
"4379",943,21
"4380",944,23
"4381",945,24
"4382",946,34
"4383",947,27
"4384",948,22
"4385",949,27
"4386",950,27
"4387",951,23
"4388",952,30
"4389",953,28
"4390",954,23
"4391",955,27
"4392",956,9
"4393",957,18
"4394",958,30
"4395",959,24
"4396",960,23
"4397",961,35
"4398",962,37
"4399",963,23
"4400",964,27
"4401",965,35
"4402",966,37
"4403",967,51
"4404",968,33
"4405",969,44
"4406",970,31
"4407",971,34
"4408",972,31
"4409",973,33
"4410",974,28
"4411",975,32
"4412",976,30
"4413",977,34
"4414",978,21
"4415",979,20
"4416",980,27
"4417",981,40
"4418",982,32
"4419",983,26
"4420",984,39
"4421",985,41
"4422",986,38
"4423",987,36
"4424",988,47
"4425",989,35
"4426",990,38
"4427",991,37
"4428",992,43
"4429",993,31
"4430",994,15
"4431",995,33
"4432",996,30
"4433",997,36
"4434",998,40
"4435",999,38
"4436",1000,36
"4437",1001,41
"4438",1002,37
"4439",1003,34
"4440",1004,17
"4441",1005,28
"4442",1006,40
"4443",1007,36
"4444",1008,31
"4445",1009,36
"4446",1010,27
"4447",1011,41
"4448",1012,37
"4449",1013,25
"4450",1014,30
"4451",1015,26
"4452",1016,30
"4453",1017,35
"4454",1018,41
"4455",1019,39
"4456",1020,36
"4457",1021,39
"4458",1022,41
"4459",1023,46
"4460",1024,46
"4461",1025,47
"4462",1026,39
"4463",1027,49
"4464",1028,58
"4465",1029,54
"4466",1030,49
"4467",1031,40
"4468",1032,37
"4469",1033,41
"4470",1034,51
"4471",1035,41
"4472",1036,40
"4473",1037,46
"4474",1038,44
"4475",1039,48
"4476",1040,46
"4477",1041,53
"4478",1042,56
"4479",1043,41
"4480",1044,37
"4481",1045,35
"4482",1046,55
"4483",1047,37
"4484",1048,32
"4485",1049,34
"4486",1050,41
"4487",1051,38
"4488",1052,30
"4489",1053,28
"4490",1054,24
"4491",1055,29
"4492",1056,36
"4493",1057,33
"4494",1058,41
"4495",1059,41
"4496",1060,48
"4497",1061,45
"4498",1062,39
"4499",1063,33
"4500",1064,28
"4501",1065,35
"4502",1066,32
"4503",1067,32
"4504",1068,35
"4505",1069,34
"4506",1070,25
"4507",1071,41
"4508",1072,41
"4509",1073,39
"4510",1074,45
"4511",1075,46
"4512",1076,34
"4513",1077,33
"4514",1078,40
"4515",1079,46
"4516",1080,60
"4517",1081,58
"4518",1082,44
"4519",1083,61
"4520",1084,51
"4521",1085,55
"4522",1086,47
"4523",1087,52
"4524",1088,49
"4525",1089,58
"4526",1090,55
"4527",1091,72
"4528",1092,46
"4529",1093,55
"4530",1094,62
"4531",1095,83
"4532",1096,99
"4533",1097,65
"4534",1098,72
"4535",1099,77
"4536",1100,56
"4537",1101,48
"4538",1102,36
"4539",1103,50
"4540",1104,57
"4541",1105,70
"4542",1106,64
"4543",1107,58
"4544",1108,44
"4545",1109,44
"4546",1110,48
"4547",1111,55
"4548",1112,32
"4549",1113,34
"4550",1114,41
"4551",1115,46
"4552",1116,31
"4553",1117,30
"4554",1118,29
"4555",1119,41
"4556",1120,37
"4557",1121,41
"4558",1122,34
"4559",1123,40
"4560",1124,47
"4561",1125,41
"4562",1126,38
"4563",1127,35
"4564",1128,39
"4565",1129,50
"4566",1130,63
"4567",1131,39
"4568",1132,22
"4569",1133,25
"4570",1134,26
"4571",1135,25
"4572",1136,27
"4573",1137,25
"4574",1138,27
"4575",1139,30
"4576",1140,40
"4577",1141,41
"4578",1142,49
"4579",1143,51
"4580",1144,44
"4581",1145,41
"4582",1146,34
"4583",1147,28
"4584",1148,42
"4585",1149,43
"4586",1150,33
"4587",1151,50
"4588",1152,45
"4589",1153,55
"4590",1154,60
"4591",1155,66
"4592",1156,50
"4593",1157,59
"4594",1158,72
"4595",1159,61
"4596",1160,65
"4597",1161,65
"4598",1162,69
"4599",1163,54
"4600",1164,70
"4601",1165,61
"4602",1166,64
"4603",1167,70
"4604",1168,91
"4605",1169,78
"4606",1170,76
"4607",1171,59
"4608",1172,64
"4609",1173,68
"4610",1174,84
"4611",1175,87
"4612",1176,84
"4613",1177,65
