"","substance","dose","unit","response","ok"
"1075","Pyridin",78.125,"microM",1.0009,"ok"
"1076","Pyridin",39.0625,"microM",0.964727,"ok"
"1077","Pyridin",19.5312,"microM",0.943021,"ok"
"1078","Pyridin",5000,"microM",0.8164,"ok"
"1079","Pyridin",2500,"microM",0.959301,"ok"
"1080","Pyridin",1250,"microM",0.910461,"ok"
"1081","Pyridin",625,"microM",0.939403,"ok"
"1082","Pyridin",312.5,"microM",0.917697,"ok"
"1083","Pyridin",156.25,"microM",0.814592,"ok"
"1084","Pyridin",78.125,"microM",0.89599,"ok"
"1085","Pyridin",39.0625,"microM",0.937594,"ok"
"1086","Pyridin",19.5312,"microM",0.946639,"ok"
"1087","Pyridin",5000,"microM",0.300874,"ok"
"1088","Pyridin",2500,"microM",0.856195,"ok"
"1089","Pyridin",1250,"microM",0.86524,"ok"
"1090","Pyridin",625,"microM",0.820018,"ok"
"1091","Pyridin",312.5,"microM",0.830871,"ok"
"1092","Pyridin",156.25,"microM",0.890564,"ok"
"1093","Pyridin",78.125,"microM",0.789267,"ok"
"1094","Pyridin",39.0625,"microM",0.843533,"ok"
"1095","Pyridin",19.5312,"microM",0.823636,"ok"
"1096","Pyridin",5000,"microM",0.75309,"ok"
"1097","Pyridin",2500,"microM",0.890564,"ok"
"1098","Pyridin",1250,"microM",0.839916,"ok"
"1099","Pyridin",625,"microM",0.930359,"ok"
"1100","Pyridin",312.5,"microM",0.745855,"ok"
"1101","Pyridin",156.25,"microM",0.874284,"ok"
"1102","Pyridin",78.125,"microM",0.856195,"ok"
"1103","Pyridin",39.0625,"microM",0.872475,"ok"
"1104","Pyridin",19.5312,"microM",0.838107,"ok"
"1105","MSO2P",5000,"microM",0.64557,"ok"
"1106","MSO2P",2500,"microM",0.885102,"ok"
"1107","MSO2P",1250,"microM",0.832522,"ok"
"1108","MSO2P",625,"microM",0.822785,"ok"
"1109","MSO2P",312.5,"microM",0.717624,"ok"
"1110","MSO2P",156.25,"microM",0.70594,"ok"
"1111","MSO2P",78.125,"microM",0.814995,"ok"
"1112","MSO2P",39.0625,"microM",0.93963,"ok"
"1113","MSO2P",19.5312,"microM",0.881207,"ok"
"1114","MSO2P",5000,"microM",0.655307,"ok"
"1115","MSO2P",2500,"microM",0.832522,"ok"
"1116","MSO2P",1250,"microM",0.959104,"ok"
"1117","MSO2P",625,"microM",0.892892,"ok"
"1118","MSO2P",312.5,"microM",0.93963,"ok"
"1119","MSO2P",156.25,"microM",0.791626,"ok"
"1120","MSO2P",78.125,"microM",0.740993,"ok"
"1121","MSO2P",39.0625,"microM",0.88705,"ok"
"1122","MSO2P",19.5312,"microM",0.904576,"ok"
"1123","MSO2P",5000,"microM",0.598832,"ok"
"1124","MSO2P",2500,"microM",0.881207,"ok"
"1125","MSO2P",1250,"microM",0.93184,"ok"
"1126","MSO2P",625,"microM",0.844206,"ok"
"1127","MSO2P",312.5,"microM",0.779942,"ok"
"1128","MSO2P",156.25,"microM",0.803311,"ok"
"1129","MSO2P",78.125,"microM",0.816943,"ok"
"1130","MSO2P",39.0625,"microM",0.787731,"ok"
"1131","MSO2P",19.5312,"microM",0.920156,"ok"
"1132","MSPT",1000,"microM",-0.108082,"ok"
"1133","MSPT",500,"microM",-0.121714,"ok"
"1134","MSPT",250,"microM",-0.110029,"ok"
"1135","MSPT",125,"microM",0.230769,"ok"
"1136","MSPT",62.5,"microM",0.972736,"ok"
"1137","MSPT",31.25,"microM",0.75852,"ok"
"1138","MSPT",15.625,"microM",0.883155,"ok"
"1139","MSPT",7.8125,"microM",0.875365,"ok"
"1140","MSPT",3.90625,"microM",0.894839,"ok"
"1141","MSPT",1000,"microM",-0.158715,"ok"
"1142","MSPT",500,"microM",-0.106134,"ok"
"1143","MSPT",250,"microM",-0.0866602,"ok"
"1144","MSPT",125,"microM",0.00486855,"ok"
"1145","MSPT",62.5,"microM",1.02337,"ok"
"1146","MSPT",31.25,"microM",0.877313,"ok"
"1147","MSPT",15.625,"microM",0.846154,"ok"
"1148","MSPT",7.8125,"microM",0.890944,"ok"
"1149","MSPT",3.90625,"microM",0.87926,"ok"
"1150","MSPT",1000,"microM",-0.115871,"ok"
"1151","MSPT",500,"microM",-0.121714,"ok"
"1152","MSPT",250,"microM",-0.0866602,"ok"
"1153","MSPT",125,"microM",0.211295,"ok"
"1154","MSPT",62.5,"microM",1.01363,"ok"
"1155","MSPT",31.25,"microM",0.910419,"ok"
"1156","MSPT",15.625,"microM",0.949367,"ok"
"1157","MSPT",7.8125,"microM",0.924051,"ok"
"1158","MSPT",3.90625,"microM",0.881207,"ok"
"1186","Zn Pyrithion",2,"microM",0.0140647,"ok"
"1187","Zn Pyrithion",1,"microM",0.00468823,"ok"
"1188","Zn Pyrithion",0.5,"microM",1.09798,"ok"
"1189","Zn Pyrithion",0.25,"microM",1.11674,"ok"
"1190","Zn Pyrithion",0.125,"microM",0.974215,"ok"
"1191","Zn Pyrithion",0.0625,"microM",0.904829,"ok"
"1192","Zn Pyrithion",0.03125,"microM",0.934834,"ok"
"1193","Zn Pyrithion",0.015625,"microM",0.959212,"ok"
"1194","Zn Pyrithion",0.0078125,"microM",0.991092,"ok"
"1195","Zn Pyrithion",2,"microM",-0.000937646,"ok"
"1196","Zn Pyrithion",1,"microM",0.0178153,"ok"
"1197","Zn Pyrithion",0.5,"microM",0.934834,"ok"
"1198","Zn Pyrithion",0.25,"microM",1.0286,"ok"
"1199","Zn Pyrithion",0.125,"microM",0.959212,"ok"
"1200","Zn Pyrithion",0.0625,"microM",0.929208,"ok"
"1201","Zn Pyrithion",0.03125,"microM",0.889827,"ok"
"1202","Zn Pyrithion",0.015625,"microM",0.914205,"ok"
"1203","Zn Pyrithion",0.0078125,"microM",0.942335,"ok"
"1204","Zn Pyrithion",2,"microM",0.567276,"ok"
"1205","Zn Pyrithion",1,"microM",0.687295,"ok"
"1206","Zn Pyrithion",0.5,"microM",1.06985,"ok"
"1207","Zn Pyrithion",0.25,"microM",1.14487,"ok"
"1208","Zn Pyrithion",0.125,"microM",0.955462,"ok"
"1209","Zn Pyrithion",0.0625,"microM",0.871074,"ok"
"1210","Zn Pyrithion",0.03125,"microM",0.917956,"ok"
"1211","Zn Pyrithion",0.015625,"microM",0.947961,"ok"
"1212","Zn Pyrithion",0.0078125,"microM",0.938584,"ok"
"1213","Na Pyrithion",2,"microM",-0.11678,"ok"
"1214","Na Pyrithion",1,"microM",1.00387,"ok"
"1215","Na Pyrithion",0.5,"microM",1.09449,"ok"
"1216","Na Pyrithion",0.25,"microM",0.977344,"ok"
"1217","Na Pyrithion",0.125,"microM",0.95524,"ok"
"1218","Na Pyrithion",0.0625,"microM",0.809357,"ok"
"1219","Na Pyrithion",0.03125,"microM",0.944189,"ok"
"1220","Na Pyrithion",0.015625,"microM",0.902192,"ok"
"1221","Na Pyrithion",0.0078125,"microM",0.948609,"ok"
"1222","Na Pyrithion",2,"microM",-0.11457,"ok"
"1223","Na Pyrithion",1,"microM",-0.24056,"ok"
"1224","Na Pyrithion",0.5,"microM",1.04586,"ok"
"1225","Na Pyrithion",0.25,"microM",1.01713,"ok"
"1226","Na Pyrithion",0.125,"microM",0.82925,"ok"
"1227","Na Pyrithion",0.0625,"microM",0.895561,"ok"
"1228","Na Pyrithion",0.03125,"microM",1.00608,"ok"
"1229","Na Pyrithion",0.015625,"microM",0.922085,"ok"
"1230","Na Pyrithion",0.0078125,"microM",0.89114,"ok"
"1231","Na Pyrithion",2,"microM",-0.145515,"ok"
"1232","Na Pyrithion",1,"microM",0.966292,"ok"
"1233","Na Pyrithion",0.5,"microM",1.06576,"ok"
"1234","Na Pyrithion",0.25,"microM",0.846933,"ok"
"1235","Na Pyrithion",0.125,"microM",0.831461,"ok"
"1236","Na Pyrithion",0.0625,"microM",0.802726,"ok"
"1237","Na Pyrithion",0.03125,"microM",0.855775,"ok"
"1238","Na Pyrithion",0.015625,"microM",0.862406,"ok"
"1239","Na Pyrithion",0.0078125,"microM",0.911033,"ok"
"1240","TBT",1,"microM",0.707681,"ok"
"1241","TBT",0.5,"microM",0.95082,"ok"
"1242","TBT",0.25,"microM",0.776202,"ok"
"1243","TBT",0.125,"microM",0.864616,"ok"
"1244","TBT",0.0625,"microM",0.780623,"ok"
"1245","TBT",0.03125,"microM",0.906613,"ok"
"1246","TBT",0.015625,"microM",0.833671,"ok"
"1247","TBT",0.0078125,"microM",0.902192,"ok"
"1248","TBT",0.00390625,"microM",0.831461,"ok"
"1249","TBT",1,"microM",0.69884,"ok"
"1250","TBT",0.5,"microM",0.981765,"ok"
"1251","TBT",0.25,"microM",0.893351,"ok"
"1252","TBT",0.125,"microM",0.846933,"ok"
"1253","TBT",0.0625,"microM",0.778412,"ok"
"1254","TBT",0.03125,"microM",0.871247,"ok"
"1255","TBT",0.015625,"microM",0.840302,"ok"
"1256","TBT",0.0078125,"microM",0.911033,"ok"
"1257","TBT",0.00390625,"microM",0.930927,"ok"
"1258","TBT",1,"microM",0.776202,"ok"
"1259","TBT",0.5,"microM",0.851354,"ok"
"1260","TBT",0.25,"microM",0.851354,"ok"
"1261","TBT",0.125,"microM",0.884509,"ok"
"1262","TBT",0.0625,"microM",0.840302,"ok"
"1263","TBT",0.03125,"microM",0.818199,"ok"
"1264","TBT",0.015625,"microM",0.926506,"ok"
"1265","TBT",0.0078125,"microM",0.895561,"ok"
"1266","TBT",0.00390625,"microM",0.933137,"ok"
"1267","Cu Pyrithion",1,"microM",0.938856,"ok"
"1268","Cu Pyrithion",0.5,"microM",0.850099,"ok"
"1269","Cu Pyrithion",0.25,"microM",0.938856,"ok"
"1270","Cu Pyrithion",0.125,"microM",0.944773,"ok"
"1271","Cu Pyrithion",0.0625,"microM",0.859961,"ok"
"1272","Cu Pyrithion",0.03125,"microM",0.82643,"ok"
"1273","Cu Pyrithion",0.015625,"microM",0.968442,"ok"
"1274","Cu Pyrithion",0.0078125,"microM",0.895464,"ok"
"1275","Cu Pyrithion",0.00390625,"microM",0.883629,"ok"
"1276","Cu Pyrithion",1,"microM",0.938856,"ok"
"1277","Cu Pyrithion",0.5,"microM",1.00986,"ok"
"1278","Cu Pyrithion",0.25,"microM",0.844181,"ok"
"1279","Cu Pyrithion",0.125,"microM",0.822485,"ok"
"1280","Cu Pyrithion",0.0625,"microM",0.857988,"ok"
"1281","Cu Pyrithion",0.03125,"microM",0.893491,"ok"
"1282","Cu Pyrithion",0.015625,"microM",0.911243,"ok"
"1283","Cu Pyrithion",0.0078125,"microM",0.852071,"ok"
"1284","Cu Pyrithion",0.00390625,"microM",0.91716,"ok"
"1285","Cu Pyrithion",1,"microM",0.885602,"ok"
"1286","Cu Pyrithion",0.5,"microM",0.893491,"ok"
"1287","Cu Pyrithion",0.25,"microM",0.879684,"ok"
"1288","Cu Pyrithion",0.125,"microM",0.840237,"ok"
"1289","Cu Pyrithion",0.0625,"microM",0.790927,"ok"
"1290","Cu Pyrithion",0.03125,"microM",0.846154,"ok"
"1291","Cu Pyrithion",0.015625,"microM",0.840237,"ok"
"1292","Cu Pyrithion",0.0078125,"microM",0.856016,"ok"
"1293","Cu Pyrithion",0.00390625,"microM",0.911243,"ok"
"1294","Fe Pyrithion",1,"microM",0.887574,"ok"
"1295","Fe Pyrithion",0.5,"microM",0.863905,"ok"
"1296","Fe Pyrithion",0.25,"microM",0.824458,"ok"
"1297","Fe Pyrithion",0.125,"microM",0.848126,"ok"
"1298","Fe Pyrithion",0.0625,"microM",0.802761,"ok"
"1299","Fe Pyrithion",0.03125,"microM",0.897436,"ok"
"1300","Fe Pyrithion",0.015625,"microM",0.848126,"ok"
"1301","Fe Pyrithion",0.0078125,"microM",0.887574,"ok"
"1302","Fe Pyrithion",0.00390625,"microM",0.887574,"ok"
"1303","Fe Pyrithion",1,"microM",0.844181,"ok"
"1304","Fe Pyrithion",0.5,"microM",0.790927,"ok"
"1305","Fe Pyrithion",0.25,"microM",0.87574,"ok"
"1306","Fe Pyrithion",0.125,"microM",0.848126,"ok"
"1307","Fe Pyrithion",0.0625,"microM",0.77712,"ok"
"1308","Fe Pyrithion",0.03125,"microM",0.854043,"ok"
"1309","Fe Pyrithion",0.015625,"microM",0.828402,"ok"
"1310","Fe Pyrithion",0.0078125,"microM",0.897436,"ok"
"1311","Fe Pyrithion",0.00390625,"microM",0.95858,"ok"
"1312","Fe Pyrithion",1,"microM",0.962525,"ok"
"1313","Fe Pyrithion",0.5,"microM",0.919132,"ok"
"1314","Fe Pyrithion",0.25,"microM",0.852071,"ok"
"1315","Fe Pyrithion",0.125,"microM",0.899408,"ok"
"1316","Fe Pyrithion",0.0625,"microM",0.869823,"ok"
"1317","Fe Pyrithion",0.03125,"microM",0.901381,"ok"
"1318","Fe Pyrithion",0.015625,"microM",0.928994,"ok"
"1319","Fe Pyrithion",0.0078125,"microM",0.928994,"ok"
"1320","Fe Pyrithion",0.00390625,"microM",0.911243,"ok"
"1321","(PT)2",0.00390625,"microM",0.995804,"ok"
"1322","(PT)2",0.0078125,"microM",0.949322,"ok"
"1323","(PT)2",0.015625,"microM",0.904777,"ok"
"1324","(PT)2",0.03125,"microM",0.860232,"ok"
"1325","(PT)2",0.0625,"microM",0.902841,"ok"
"1326","(PT)2",0.125,"microM",0.953196,"ok"
"1327","(PT)2",0.25,"microM",0.959006,"ok"
"1328","(PT)2",0.5,"microM",1.05584,"ok"
"1329","(PT)2",1,"microM",0.153325,"ok"
"1330","(PT)2",0.00390625,"microM",0.933828,"ok"
"1331","(PT)2",0.0078125,"microM",0.88541,"ok"
"1332","(PT)2",0.015625,"microM",0.862169,"ok"
"1333","(PT)2",0.03125,"microM",0.831181,"ok"
"1334","(PT)2",0.0625,"microM",0.755649,"ok"
"1335","(PT)2",0.125,"microM",0.877663,"ok"
"1336","(PT)2",0.25,"microM",0.98031,"ok"
"1337","(PT)2",0.5,"microM",1.1856,"ok"
"1338","(PT)2",1,"microM",0.0235636,"ok"
"1339","(PT)2",0.00390625,"microM",0.88541,"ok"
"1340","(PT)2",0.0078125,"microM",0.935765,"ok"
"1341","(PT)2",0.015625,"microM",0.898967,"ok"
"1342","(PT)2",0.03125,"microM",0.835055,"ok"
"1343","(PT)2",0.0625,"microM",0.856359,"ok"
"1344","(PT)2",0.125,"microM",0.883473,"ok"
"1345","(PT)2",0.25,"microM",0.970626,"ok"
"1346","(PT)2",0.5,"microM",1.11394,"ok"
"1347","(PT)2",1,"microM",0.0971595,"ok"
"1348","PyS",3.90625,"microM",0.970626,"ok"
"1349","PyS",7.8125,"microM",0.96869,"ok"
"1350","PyS",15.625,"microM",0.924145,"ok"
"1351","PyS",31.25,"microM",0.846675,"ok"
"1352","PyS",62.5,"microM",0.798257,"ok"
"1353","PyS",125,"microM",0.87379,"ok"
"1354","PyS",250,"microM",0.89703,"ok"
"1355","PyS",500,"microM",0.786637,"ok"
"1356","PyS",1000,"microM",0.0506779,"ok"
"1357","PyS",3.90625,"microM",0.978373,"ok"
"1358","PyS",7.8125,"microM",0.924145,"ok"
"1359","PyS",15.625,"microM",0.898967,"ok"
"1360","PyS",31.25,"microM",0.89703,"ok"
"1361","PyS",62.5,"microM",0.836992,"ok"
"1362","PyS",125,"microM",0.881536,"ok"
"1363","PyS",250,"microM",0.898967,"ok"
"1364","PyS",500,"microM",0.788573,"ok"
"1365","PyS",3.90625,"microM",0.959006,"ok"
"1366","PyS",7.8125,"microM",0.993867,"ok"
"1367","PyS",15.625,"microM",0.953196,"ok"
"1368","PyS",31.25,"microM",0.850549,"ok"
"1369","PyS",62.5,"microM",0.900904,"ok"
"1370","PyS",125,"microM",0.871853,"ok"
"1371","PyS",250,"microM",0.949322,"ok"
"1372","PyS",1000,"microM",0.0506779,"ok"
"1373","PyS",500,"microM",0.732408,"ok"
