"","woman","district","user","living.children","age_mean","urban","constant"
"1367",1367,43,1,2,-5.5599,0,1
"1368",1368,43,0,3,-2.5599,0,1
"1369",1369,43,1,1,-9.5599,0,1
"1370",1370,43,1,2,-10.559,0,1
"1371",1371,43,0,1,-12.559,0,1
"1372",1372,43,1,4,12.44,0,1
"1373",1373,43,0,2,-8.5599,0,1
"1374",1374,43,0,1,-10.559,0,1
"1375",1375,43,1,4,-5.5599,0,1
"1376",1376,43,1,4,6.44,0,1
"1377",1377,43,0,4,18.44,0,1
"1378",1378,43,0,4,13.44,0,1
"1379",1379,43,0,1,-1.5599,0,1
"1380",1380,43,1,1,-10.559,0,1
"1381",1381,43,0,1,-13.56,0,1
"1382",1382,43,0,1,-13.56,0,1
"1383",1383,43,1,4,12.44,0,1
"1384",1384,43,1,3,-4.5599,0,1
"1385",1385,43,1,3,-6.5599,0,1
"1386",1386,43,0,2,0.44,0,1
"1387",1387,43,1,4,17.44,0,1
"1388",1388,43,0,1,-11.56,0,1
"1389",1389,43,1,4,10.44,0,1
"1390",1390,43,0,1,-0.5599,0,1
"1391",1391,44,0,1,-7.5599,0,1
"1392",1392,44,0,4,13.44,0,1
"1393",1393,44,1,4,16.44,0,1
"1394",1394,44,0,4,0.44,0,1
"1395",1395,44,0,4,5.44,0,1
"1396",1396,44,0,4,2.44,0,1
"1397",1397,44,0,1,-0.5599,0,1
"1398",1398,44,0,4,7.44,0,1
"1399",1399,44,1,3,1.44,0,1
"1400",1400,44,0,1,-3.5599,0,1
"1401",1401,44,0,4,13.44,0,1
"1402",1402,44,0,1,-13.559,0,1
"1403",1403,44,1,2,-1.5599,0,1
"1404",1404,44,0,1,-0.5599,0,1
"1405",1405,44,1,3,1.44,0,1
"1406",1406,44,0,4,1.44,0,1
"1407",1407,44,0,1,-10.559,0,1
"1408",1408,44,0,2,-6.56,0,1
"1409",1409,44,0,2,-4.5599,0,1
"1410",1410,44,0,1,18.44,0,1
"1411",1411,44,1,3,16.44,0,1
"1412",1412,44,0,3,7.44,0,1
"1413",1413,44,0,1,-10.559,0,1
"1414",1414,44,0,3,-2.5599,0,1
"1415",1415,44,0,2,-4.5599,0,1
"1416",1416,44,1,3,-3.5599,0,1
"1417",1417,44,0,4,-5.56,0,1
"1418",1418,45,1,2,10.44,1,1
"1419",1419,45,0,1,-7.5599,1,1
"1420",1420,45,1,3,-6.5599,1,1
"1421",1421,45,1,3,-2.5599,1,1
"1422",1422,45,1,2,-9.5599,1,1
"1423",1423,45,1,2,-10.559,0,1
"1424",1424,45,0,4,11.44,0,1
"1425",1425,45,0,2,-10.559,0,1
"1426",1426,45,0,4,1.44,0,1
"1427",1427,45,0,1,10.44,0,1
"1428",1428,45,0,3,0.44,0,1
"1429",1429,45,0,3,-3.5599,0,1
"1430",1430,45,0,3,19.44,0,1
"1431",1431,45,0,4,17.44,0,1
"1432",1432,45,0,3,-8.5599,0,1
"1433",1433,45,0,2,-6.5599,0,1
"1434",1434,45,1,2,4.44,0,1
"1435",1435,45,1,2,1.44,0,1
"1436",1436,45,0,1,-9.5599,0,1
"1437",1437,45,0,2,-6.5599,0,1
"1438",1438,45,0,3,4.44,0,1
"1439",1439,45,1,4,-0.5599,0,1
"1440",1440,45,0,2,-6.5599,0,1
"1441",1441,45,0,1,-13.559,0,1
"1442",1442,45,0,3,-8.5599,0,1
"1443",1443,45,0,2,-6.5599,0,1
"1444",1444,45,1,4,-0.5599,0,1
"1445",1445,45,1,4,-2.5599,0,1
"1446",1446,45,0,3,-11.559,0,1
"1447",1447,45,1,4,10.44,0,1
"1448",1448,45,0,2,-4.5599,0,1
"1449",1449,45,0,3,-4.56,0,1
"1450",1450,45,1,4,-1.5599,0,1
"1451",1451,45,0,1,-1.5599,0,1
"1452",1452,45,0,1,-12.56,0,1
"1453",1453,45,1,2,-10.559,0,1
"1454",1454,45,0,4,1.44,0,1
"1455",1455,45,0,4,5.44,0,1
"1456",1456,45,0,1,-12.56,0,1
"1457",1457,46,1,4,13.44,1,1
"1458",1458,46,1,4,7.44,1,1
"1459",1459,46,1,2,7.44,1,1
"1460",1460,46,1,2,-1.5599,1,1
"1461",1461,46,1,2,-8.5599,1,1
"1462",1462,46,0,1,-8.5599,1,1
"1463",1463,46,1,4,-0.5599,1,1
"1464",1464,46,0,3,0.44,1,1
"1465",1465,46,0,1,-10.559,1,1
"1466",1466,46,1,4,7.44,1,1
"1467",1467,46,0,3,3.44,1,1
"1468",1468,46,1,2,0.44,1,1
"1469",1469,46,0,4,8.44,0,1
"1470",1470,46,1,3,0.44,0,1
"1471",1471,46,1,2,-11.559,0,1
"1472",1472,46,0,3,-9.5599,0,1
"1473",1473,46,1,3,-3.5599,0,1
"1474",1474,46,0,4,10.44,0,1
"1475",1475,46,1,3,-1.5599,0,1
"1476",1476,46,0,4,15.44,0,1
"1477",1477,46,1,3,0.44,0,1
"1478",1478,46,1,1,-10.56,0,1
"1479",1479,46,0,4,-5.5599,0,1
"1480",1480,46,1,3,-3.5599,0,1
"1481",1481,46,0,1,-11.559,0,1
"1482",1482,46,1,4,4.44,0,1
"1483",1483,46,1,2,-2.5599,0,1
"1484",1484,46,0,2,-6.5599,0,1
"1485",1485,46,1,4,7.44,0,1
"1486",1486,46,0,1,0.44,0,1
"1487",1487,46,0,4,2.44,0,1
"1488",1488,46,1,4,-2.5599,0,1
"1489",1489,46,0,1,-4.5599,0,1
"1490",1490,46,0,2,-5.5599,0,1
"1491",1491,46,0,4,9.44,0,1
"1492",1492,46,1,2,-10.559,0,1
"1493",1493,46,0,1,-11.559,0,1
"1494",1494,46,0,3,3.44,0,1
"1495",1495,46,1,4,-2.5599,0,1
"1496",1496,46,1,4,6.44,0,1
"1497",1497,46,0,1,-4.5599,0,1
"1498",1498,46,1,3,-2.5599,0,1
"1499",1499,46,0,4,16.44,0,1
"1500",1500,46,1,1,-7.5599,0,1
"1501",1501,46,0,4,16.44,0,1
"1502",1502,46,1,1,-5.5599,0,1
"1503",1503,46,1,1,-12.56,0,1
"1504",1504,46,1,3,2.44,0,1
"1505",1505,46,1,4,-5.5599,0,1
"1506",1506,46,1,4,-0.5599,0,1
"1507",1507,46,0,2,-2.5599,0,1
"1508",1508,46,1,4,7.44,0,1
"1509",1509,46,1,1,-12.56,0,1
"1510",1510,46,1,4,2.44,0,1
"1511",1511,46,0,4,15.44,0,1
"1512",1512,46,1,1,-7.5599,0,1
"1513",1513,46,0,4,8.44,0,1
"1514",1514,46,1,4,6.44,0,1
"1515",1515,46,1,2,-2.5599,0,1
"1516",1516,46,1,4,1.44,0,1
"1517",1517,46,1,2,-6.5599,0,1
"1518",1518,46,1,3,-3.5599,0,1
"1519",1519,46,0,4,17.44,0,1
"1520",1520,46,1,3,-0.5599,0,1
"1521",1521,46,0,3,5.44,0,1
"1522",1522,46,0,1,-11.559,0,1
"1523",1523,46,0,4,-3.5599,0,1
"1524",1524,46,1,1,-12.56,0,1
"1525",1525,46,1,3,17.44,0,1
"1526",1526,46,1,2,13.44,0,1
"1527",1527,46,0,1,-9.5599,0,1
"1528",1528,46,1,4,6.44,0,1
"1529",1529,46,0,1,-7.5599,0,1
"1530",1530,46,0,1,-9.5599,0,1
"1531",1531,46,0,4,18.44,0,1
"1532",1532,46,0,4,3.44,0,1
"1533",1533,46,0,2,-12.559,0,1
"1534",1534,46,0,1,-11.559,0,1
"1535",1535,46,1,3,-0.5599,0,1
"1536",1536,46,0,1,-4.5599,0,1
"1537",1537,46,0,3,2.44,0,1
"1538",1538,46,1,4,0.44,0,1
"1539",1539,46,0,4,0.44,0,1
"1540",1540,46,0,1,6.44,0,1
"1541",1541,46,0,4,8.44,0,1
"1542",1542,46,0,3,-0.5599,0,1
"1543",1543,47,1,3,-0.5599,1,1
"1544",1544,47,1,4,12.44,1,1
"1545",1545,47,0,1,1.44,1,1
"1546",1546,47,0,1,-11.559,1,1
"1547",1547,47,0,1,-6.5599,1,1
"1548",1548,47,1,3,8.44,1,1
"1549",1549,47,0,4,16.44,0,1
"1550",1550,47,1,4,1.44,0,1
"1551",1551,47,1,4,6.44,0,1
"1552",1552,47,0,1,-9.5599,0,1
"1553",1553,47,0,3,8.44,0,1
"1554",1554,47,1,4,8.44,0,1
"1555",1555,47,1,1,8.44,0,1
"1556",1556,47,0,4,9.44,0,1
"1557",1557,47,0,2,17.44,0,1
"1558",1558,48,1,3,1.44,1,1
"1559",1559,48,1,3,-1.5599,1,1
"1560",1560,48,0,2,-4.5599,1,1
"1561",1561,48,1,4,4.44,1,1
"1562",1562,48,0,3,-5.5599,1,1
"1563",1563,48,0,1,17.44,1,1
"1564",1564,48,0,4,16.44,1,1
"1565",1565,48,1,2,-6.5599,1,1
"1566",1566,48,1,1,-12.559,1,1
"1567",1567,48,1,4,2.44,1,1
"1568",1568,48,1,1,-5.5599,1,1
"1569",1569,48,0,4,13.44,1,1
"1570",1570,48,0,1,-11.559,1,1
"1571",1571,48,1,2,-0.5599,1,1
"1572",1572,48,0,4,9.44,1,1
"1573",1573,48,1,1,-7.5599,1,1
"1574",1574,48,1,3,-0.5599,0,1
"1575",1575,48,0,2,-10.559,0,1
"1576",1576,48,0,4,15.44,0,1
"1577",1577,48,0,1,-13.559,0,1
"1578",1578,48,0,3,14.44,0,1
"1579",1579,48,0,1,-12.559,0,1
"1580",1580,48,1,4,12.44,0,1
"1581",1581,48,1,3,3.44,0,1
"1582",1582,48,0,1,-0.5599,0,1
"1583",1583,48,1,4,-1.5599,0,1
"1584",1584,48,1,3,0.44,0,1
"1585",1585,48,1,4,11.44,0,1
"1586",1586,48,1,3,2.44,0,1
"1587",1587,48,0,4,17.44,0,1
"1588",1588,48,0,1,-11.56,0,1
"1589",1589,48,1,2,-4.5599,0,1
"1590",1590,48,1,2,-4.5599,0,1
"1591",1591,48,1,1,-10.559,0,1
"1592",1592,48,1,2,5.44,0,1
"1593",1593,48,1,2,14.44,0,1
"1594",1594,48,0,3,-0.5599,0,1
"1595",1595,48,1,2,-5.5599,0,1
"1596",1596,48,0,1,-4.5599,0,1
"1597",1597,48,0,1,-9.5599,0,1
"1598",1598,48,0,1,-4.5599,0,1
"1599",1599,48,0,2,0.44,0,1
"1600",1600,49,0,1,-12.559,0,1
"1601",1601,49,0,1,-9.5599,0,1
"1602",1602,49,0,1,-10.559,0,1
"1603",1603,49,0,4,2.44,0,1
"1604",1604,50,1,4,4.44,1,1
"1605",1605,50,1,4,7.44,1,1
"1606",1606,50,1,4,9.44,1,1
"1607",1607,50,1,1,-12.559,1,1
"1608",1608,50,1,4,1.44,0,1
"1609",1609,50,0,4,3.44,0,1
"1610",1610,50,0,4,8.44,0,1
"1611",1611,50,0,1,-8.5599,0,1
"1612",1612,50,1,4,6.44,0,1
"1613",1613,50,0,3,0.44,0,1
"1614",1614,50,1,1,-7.5599,0,1
"1615",1615,50,0,1,-6.5599,0,1
"1616",1616,50,0,1,-10.56,0,1
"1617",1617,50,0,1,-8.5599,0,1
"1618",1618,50,0,1,-12.56,0,1
"1619",1619,50,0,3,9.44,0,1
"1620",1620,50,1,4,15.44,0,1
"1621",1621,50,1,4,0.44,0,1
"1622",1622,50,0,1,-9.5599,0,1
"1623",1623,51,0,4,-1.5599,1,1
"1624",1624,51,0,4,6.44,1,1
"1625",1625,51,1,3,-6.5599,1,1
"1626",1626,51,1,4,-3.5599,1,1
"1627",1627,51,0,4,-6.5599,1,1
"1628",1628,51,1,4,1.44,1,1
"1629",1629,51,1,4,1.44,1,1
"1630",1630,51,0,2,-11.559,1,1
"1631",1631,51,1,2,-12.559,1,1
"1632",1632,51,1,1,-10.559,1,1
"1633",1633,51,1,4,-1.5599,1,1
"1634",1634,51,0,4,12.44,1,1
"1635",1635,51,1,2,-7.5599,1,1
"1636",1636,51,0,1,-0.5599,1,1
"1637",1637,51,1,2,-11.559,1,1
"1638",1638,51,1,1,-6.5599,1,1
"1639",1639,51,0,1,-12.559,1,1
"1640",1640,51,0,4,12.44,0,1
"1641",1641,51,0,4,8.44,0,1
"1642",1642,51,0,1,-12.559,0,1
"1643",1643,51,1,2,-7.56,0,1
"1644",1644,51,0,2,-3.5599,0,1
"1645",1645,51,0,1,-11.559,0,1
"1646",1646,51,0,2,-1.56,0,1
"1647",1647,51,0,4,-4.5599,0,1
"1648",1648,51,1,4,12.44,0,1
"1649",1649,51,0,4,10.44,0,1
"1650",1650,51,1,4,4.44,0,1
"1651",1651,51,1,2,-8.5599,0,1
"1652",1652,51,0,3,-7.5599,0,1
"1653",1653,51,1,2,-7.56,0,1
"1654",1654,51,0,4,-1.5599,0,1
"1655",1655,51,1,2,-5.5599,0,1
"1656",1656,51,1,3,-1.56,0,1
"1657",1657,51,0,4,17.44,0,1
"1658",1658,51,0,1,-9.5599,0,1
"1659",1659,51,0,3,-7.5599,0,1
"1660",1660,52,0,2,-9.5599,1,1
"1661",1661,52,0,1,-2.5599,1,1
"1662",1662,52,0,2,-11.559,1,1
"1663",1663,52,0,2,-9.5599,1,1
"1664",1664,52,0,1,-12.559,1,1
"1665",1665,52,1,3,2.44,1,1
"1666",1666,52,0,1,-12.559,1,1
"1667",1667,52,0,4,8.44,1,1
"1668",1668,52,1,2,-3.5599,1,1
"1669",1669,52,0,1,-11.559,1,1
"1670",1670,52,1,4,14.44,1,1
"1671",1671,52,0,2,-6.5599,1,1
"1672",1672,52,0,2,-12.559,1,1
"1673",1673,52,0,1,1.44,1,1
"1674",1674,52,1,2,4.44,1,1
"1675",1675,52,1,1,-12.559,1,1
"1676",1676,52,0,2,-8.5599,1,1
"1677",1677,52,0,4,10.44,1,1
"1678",1678,52,0,1,-10.559,1,1
"1679",1679,52,1,2,-6.5599,0,1
"1680",1680,52,0,2,-5.5599,0,1
"1681",1681,52,1,1,-13.559,0,1
"1682",1682,52,1,2,-9.5599,0,1
"1683",1683,52,0,1,-10.559,0,1
"1684",1684,52,0,4,14.44,0,1
"1685",1685,52,1,4,3.44,0,1
"1686",1686,52,1,1,-13.559,0,1
"1687",1687,52,0,2,-7.5599,0,1
"1688",1688,52,0,4,-3.5599,0,1
"1689",1689,52,0,3,-0.5599,0,1
"1690",1690,52,0,4,-2.5599,0,1
"1691",1691,52,0,4,-3.5599,0,1
"1692",1692,52,0,1,-7.5599,0,1
"1693",1693,52,0,2,-1.5599,0,1
"1694",1694,52,0,4,13.44,0,1
"1695",1695,52,1,2,-6.5599,0,1
"1696",1696,52,1,4,4.44,0,1
"1697",1697,52,1,4,10.44,0,1
"1698",1698,52,0,2,-6.5599,0,1
"1699",1699,52,0,2,-8.5599,0,1
"1700",1700,52,0,1,-11.559,0,1
"1701",1701,52,0,4,6.44,0,1
"1702",1702,52,0,4,19.44,0,1
"1703",1703,52,1,4,6.44,0,1
"1704",1704,52,1,2,-9.5599,0,1
"1705",1705,52,1,4,14.44,0,1
"1706",1706,52,1,4,3.44,0,1
"1707",1707,52,1,1,-9.5599,0,1
"1708",1708,52,1,4,14.44,0,1
"1709",1709,52,1,4,6.44,0,1
"1710",1710,52,0,4,19.44,0,1
"1711",1711,52,0,1,-5.56,0,1
"1712",1712,52,1,4,11.44,0,1
"1713",1713,52,1,4,10.44,0,1
"1714",1714,52,1,4,2.44,0,1
"1715",1715,52,0,4,6.44,0,1
"1716",1716,52,1,1,-7.5599,0,1
"1717",1717,52,1,4,4.44,0,1
"1718",1718,52,0,1,-12.56,0,1
"1719",1719,52,1,4,1.44,0,1
"1720",1720,52,1,2,2.44,0,1
"1721",1721,53,1,4,19.44,1,1
"1722",1722,53,0,1,-9.56,1,1
"1723",1723,53,0,1,10.44,1,1
"1724",1724,53,0,2,-11.559,1,1
"1725",1725,53,0,4,6.44,1,1
"1726",1726,53,1,4,13.44,1,1
"1727",1727,53,1,3,4.44,1,1
"1728",1728,53,1,3,0.44,1,1
"1729",1729,53,0,2,-5.5599,1,1
"1730",1730,53,0,4,0.44,1,1
"1731",1731,53,0,1,17.44,1,1
"1732",1732,53,1,2,-7.5599,1,1
"1733",1733,53,0,1,-0.5599,1,1
"1734",1734,53,0,3,-0.5599,1,1
"1735",1735,53,1,4,0.44,1,1
"1736",1736,53,0,1,-1.56,1,1
"1737",1737,53,1,4,1.44,1,1
"1738",1738,53,0,3,-6.5599,1,1
"1739",1739,53,1,1,-9.56,1,1
"1740",1740,55,0,4,6.44,1,1
"1741",1741,55,1,1,-1.5599,1,1
"1742",1742,55,0,4,4.44,1,1
"1743",1743,55,0,2,2.44,1,1
"1744",1744,55,0,3,13.44,1,1
"1745",1745,55,0,2,6.44,1,1
"1746",1746,56,1,4,13.44,1,1
"1747",1747,56,1,1,-9.5599,1,1
"1748",1748,56,0,1,-9.5599,1,1
"1749",1749,56,0,1,-12.559,1,1
"1750",1750,56,0,2,-10.559,1,1
"1751",1751,56,1,2,6.44,1,1
"1752",1752,56,1,1,-3.5599,1,1
"1753",1753,56,1,3,0.44,1,1
"1754",1754,56,1,1,-7.5599,1,1
"1755",1755,56,0,2,5.44,1,1
"1756",1756,56,1,1,-8.5599,1,1
"1757",1757,56,1,4,9.44,1,1
"1758",1758,56,0,2,-11.559,1,1
"1759",1759,56,0,4,16.44,1,1
"1760",1760,56,0,4,16.44,1,1
"1761",1761,56,0,4,8.44,1,1
"1762",1762,56,1,4,9.44,1,1
"1763",1763,56,1,1,-9.5599,1,1
"1764",1764,56,1,2,-7.5599,1,1
"1765",1765,56,1,4,5.44,1,1
"1766",1766,56,1,2,-7.5599,1,1
"1767",1767,56,1,3,1.44,0,1
"1768",1768,56,1,2,10.44,0,1
"1769",1769,56,0,4,3.44,0,1
"1770",1770,56,0,4,15.44,0,1
"1771",1771,56,0,4,-0.5599,0,1
"1772",1772,56,0,1,-12.559,0,1
"1773",1773,56,1,2,-8.5599,0,1
"1774",1774,56,1,1,-2.5599,0,1
"1775",1775,56,1,2,-1.5599,0,1
"1776",1776,56,0,3,-1.5599,0,1
"1777",1777,56,1,4,17.44,0,1
"1778",1778,56,0,1,-11.559,0,1
"1779",1779,56,1,3,1.44,0,1
"1780",1780,56,1,1,-13.559,0,1
"1781",1781,56,0,4,5.44,0,1
"1782",1782,56,0,1,-11.559,0,1
"1783",1783,56,1,2,-4.5599,0,1
"1784",1784,56,0,1,-8.5599,0,1
"1785",1785,56,1,4,12.44,0,1
"1786",1786,56,1,1,-8.5599,0,1
"1787",1787,56,0,1,-8.5599,0,1
"1788",1788,56,1,4,9.44,0,1
"1789",1789,56,0,1,-10.559,0,1
"1790",1790,56,1,3,-2.5599,0,1
"1791",1791,57,0,2,-0.5599,1,1
"1792",1792,57,1,4,4.44,1,1
"1793",1793,57,0,4,3.44,1,1
"1794",1794,57,0,4,17.44,1,1
"1795",1795,57,1,2,3.44,0,1
"1796",1796,57,0,4,0.44,0,1
"1797",1797,57,0,4,18.44,0,1
"1798",1798,57,0,4,2.44,0,1
"1799",1799,57,1,4,3.44,0,1
"1800",1800,57,0,2,-1.5599,0,1
"1801",1801,57,0,1,-9.5599,0,1
"1802",1802,57,0,4,14.4399,0,1
"1803",1803,57,0,1,-6.5599,0,1
"1804",1804,57,1,4,18.44,0,1
"1805",1805,57,0,4,-1.5599,0,1
"1806",1806,57,0,3,2.44,0,1
"1807",1807,57,0,2,0.44,0,1
"1808",1808,57,0,1,-5.5599,0,1
"1809",1809,57,0,4,10.44,0,1
"1810",1810,57,0,1,-7.5599,0,1
"1811",1811,57,0,4,-1.5599,0,1
"1812",1812,57,0,1,-6.5599,0,1
"1813",1813,57,1,3,5.44,0,1
"1814",1814,57,0,1,-9.5599,0,1
"1815",1815,57,0,1,-9.5599,0,1
"1816",1816,57,0,4,6.44,0,1
"1817",1817,57,0,1,-6.5599,0,1
"1818",1818,58,0,1,4.44,1,1
"1819",1819,58,1,4,16.44,1,1
"1820",1820,58,0,1,-11.559,1,1
"1821",1821,58,0,1,-9.5599,1,1
"1822",1822,58,1,2,0.44,1,1
"1823",1823,58,0,4,19.44,1,1
"1824",1824,58,0,4,19.44,1,1
"1825",1825,58,0,4,0.44,1,1
"1826",1826,58,1,4,3.44,1,1
"1827",1827,58,0,2,3.44,1,1
"1828",1828,58,1,4,14.44,1,1
"1829",1829,58,0,4,17.44,1,1
"1830",1830,58,0,3,-7.5599,1,1
"1831",1831,58,1,1,-8.5599,0,1
"1832",1832,58,0,2,-6.5599,0,1
"1833",1833,58,1,4,18.44,0,1
"1834",1834,58,1,4,15.44,0,1
"1835",1835,58,0,4,15.44,0,1
"1836",1836,58,1,1,-8.5599,0,1
"1837",1837,58,1,1,-9.5599,0,1
"1838",1838,58,1,3,-1.5599,0,1
"1839",1839,58,1,3,1.44,0,1
"1840",1840,58,0,1,-11.559,0,1
"1841",1841,58,0,1,-12.559,0,1
"1842",1842,58,0,1,-7.5599,0,1
"1843",1843,58,0,2,-3.5599,0,1
"1844",1844,58,0,3,-8.5599,0,1
"1845",1845,58,0,1,-0.5599,0,1
"1846",1846,58,0,3,10.44,0,1
"1847",1847,58,1,2,-5.5599,0,1
"1848",1848,58,1,3,-5.5599,0,1
"1849",1849,58,1,1,-2.5599,0,1
"1850",1850,58,1,2,3.44,0,1
"1851",1851,59,0,2,-9.5599,0,1
"1852",1852,59,0,4,2.44,0,1
"1853",1853,59,0,3,-10.559,0,1
"1854",1854,59,0,4,10.44,0,1
"1855",1855,59,0,1,-12.56,0,1
"1856",1856,59,1,3,-8.5599,0,1
"1857",1857,59,0,1,-12.56,0,1
"1858",1858,59,0,2,-8.5599,0,1
"1859",1859,59,0,4,11.44,0,1
"1860",1860,59,0,4,4.44,0,1
"1861",1861,60,0,1,-13.56,1,1
"1862",1862,60,0,4,10.44,1,1
"1863",1863,60,0,1,-7.5599,1,1
"1864",1864,60,0,1,10.44,1,1
"1865",1865,60,1,1,-8.5599,1,1
"1866",1866,60,1,4,6.44,1,1
"1867",1867,60,0,1,-8.5599,1,1
"1868",1868,60,0,2,-8.5599,1,1
"1869",1869,60,1,4,-1.5599,1,1
"1870",1870,60,0,3,-3.5599,1,1
"1871",1871,60,0,4,4.44,0,1
"1872",1872,60,1,2,-7.56,0,1
"1873",1873,60,0,2,17.44,0,1
"1874",1874,60,0,4,2.44,0,1
"1875",1875,60,0,3,0.44,0,1
"1876",1876,60,1,3,-0.5599,0,1
"1877",1877,60,0,4,7.44,0,1
"1878",1878,60,0,1,-3.5599,0,1
"1879",1879,60,1,3,2.44,0,1
"1880",1880,60,0,1,-10.559,0,1
"1881",1881,60,0,1,-13.559,0,1
"1882",1882,60,0,4,0.44,0,1
"1883",1883,60,0,2,-4.5599,0,1
"1884",1884,60,0,1,-11.559,0,1
"1885",1885,60,0,1,-9.5599,0,1
"1886",1886,60,0,1,-11.559,0,1
"1887",1887,60,0,2,-5.5599,0,1
"1888",1888,60,0,3,16.44,0,1
"1889",1889,60,0,1,-12.559,0,1
"1890",1890,60,1,4,7.44,0,1
"1891",1891,60,0,1,-7.5599,0,1
"1892",1892,60,0,4,-0.5599,0,1
"1893",1893,61,1,2,-9.5599,1,1
"1894",1894,61,0,4,10.44,1,1
"1895",1895,61,0,1,-12.56,1,1
"1896",1896,61,0,1,-8.5599,1,1
"1897",1897,61,0,3,8.44,1,1
"1898",1898,61,1,2,-9.5599,1,1
"1899",1899,61,1,4,-3.5599,1,1
"1900",1900,61,0,1,-12.56,1,1
"1901",1901,61,0,4,12.44,1,1
"1902",1902,61,0,3,0.44,1,1
"1903",1903,61,0,1,-9.5599,1,1
"1904",1904,61,0,4,6.44,0,1
"1905",1905,61,1,1,-9.5599,0,1
"1906",1906,61,0,4,5.44,0,1
"1907",1907,61,0,3,11.44,0,1
"1908",1908,61,0,3,-2.5599,0,1
"1909",1909,61,0,2,-7.5599,0,1
"1910",1910,61,0,2,-5.5599,0,1
"1911",1911,61,0,2,-8.5599,0,1
"1912",1912,61,0,4,19.44,0,1
"1913",1913,61,0,4,0.44,0,1
"1914",1914,61,0,3,8.44,0,1
"1915",1915,61,0,2,-7.5599,0,1
"1916",1916,61,1,4,1.44,0,1
"1917",1917,61,0,1,-9.5599,0,1
"1918",1918,61,1,2,-0.5599,0,1
"1919",1919,61,0,2,-9.5599,0,1
"1920",1920,61,1,1,-10.559,0,1
"1921",1921,61,0,4,11.44,0,1
"1922",1922,61,0,4,8.44,0,1
"1923",1923,61,1,1,-11.559,0,1
"1924",1924,61,0,4,1.44,0,1
"1925",1925,61,0,2,-5.56,0,1
"1926",1926,61,0,4,14.44,0,1
"1927",1927,61,0,4,19.44,0,1
"1928",1928,61,1,3,-9.5599,0,1
"1929",1929,61,0,3,-2.5599,0,1
"1930",1930,61,0,4,14.44,0,1
"1931",1931,61,0,3,-4.5599,0,1
"1932",1932,61,0,4,14.44,0,1
"1933",1933,61,0,1,-13.56,0,1
"1934",1934,61,0,4,10.44,0,1
