"","crosstype","yearcross","flat","row","posi","varb","resp","id","root"
"513.ld02","Br","1999","3","10",0.175000000000001,"ld02",1,513,1
"514.ld02","Br","1999","3","12",-0.209999999999999,"ld02",1,514,1
"515.ld02","Br","1999","3","11",0.0750000000000011,"ld02",1,515,1
"516.ld02","Br","1999","1","11",-0.0350000000000001,"ld02",0,516,1
"517.ld02","Br","1999","1","11",-0.215,"ld02",0,517,1
"518.ld02","Br","1999","1","11",-0.234999999999999,"ld02",1,518,1
"519.ld02","Br","1999","2","10",-0.244999999999999,"ld02",1,519,1
"520.ld02","Br","1999","1","10",-0.34,"ld02",1,520,1
"521.ld02","Br","1999","3","10",0.0750000000000011,"ld02",1,521,1
"522.ld02","Wr","1999","2","10",0.270000000000001,"ld02",1,522,1
"523.ld02","Wr","1999","3","10",-0.209999999999999,"ld02",1,523,1
"524.ld02","Wr","1999","3","11",-0.264999999999999,"ld02",1,524,1
"525.ld02","Wr","1999","3","13",0.32,"ld02",1,525,1
"526.ld02","Br","1999","1","13",-0.299999999999999,"ld02",1,526,1
"527.ld02","Br","1999","3","12",-0.219999999999999,"ld02",1,527,1
"528.ld02","Br","1999","2","13",0.0550000000000015,"ld02",1,528,1
"529.ld02","Br","1999","2","0",0,"ld02",0,529,1
"530.ld02","Br","1999","1","12",0.0550000000000015,"ld02",1,530,1
"531.ld02","Br","1999","2","12",0.0250000000000004,"ld02",1,531,1
"532.ld02","Br","1999","3","11",0.275,"ld02",1,532,1
"533.ld02","Br","1999","1","11",-0.154999999999999,"ld02",1,533,1
"534.ld02","Br","1999","2","11",-0.26,"ld02",1,534,1
"535.ld02","Br","1999","3","12",-0.135,"ld02",1,535,1
"536.ld02","Br","1999","3","10",-0.234999999999999,"ld02",1,536,1
"537.ld02","Wi","1999","2","11",-0.125,"ld02",1,537,1
"538.ld02","Wi","1999","3","0",0,"ld02",0,538,1
"539.ld02","Wi","1999","2","13",0.245000000000001,"ld02",1,539,1
"540.ld02","Wi","1999","3","0",0,"ld02",0,540,1
"541.ld02","Wr","1999","2","11",-0.194999999999999,"ld02",1,541,1
"542.ld02","Wr","1999","2","12",0.220000000000001,"ld02",1,542,1
"543.ld02","Wr","1999","3","11",-0.199999999999999,"ld02",1,543,1
"544.ld02","Wr","1999","3","11",-0.00499999999999901,"ld02",1,544,1
"545.ld02","Br","1999","3","13",-0.104999999999999,"ld02",1,545,1
"546.ld02","Br","1999","2","12",0.125,"ld02",0,546,1
"547.ld02","Br","1999","3","11",0.105,"ld02",1,547,1
"548.ld02","Br","1999","1","11",0.0100000000000016,"ld02",1,548,1
"549.ld02","Br","1999","3","13",0.0850000000000009,"ld02",1,549,1
"550.ld02","Br","1999","1","13",0.315000000000001,"ld02",1,550,1
"551.ld02","Br","1999","2","13",0.33,"ld02",1,551,1
"552.ld02","Br","1999","1","10",-0.0749999999999993,"ld02",1,552,1
"553.ld02","Wr","1999","2","11",-0.344999999999999,"ld02",1,553,1
"554.ld02","Wi","1999","1","13",-0.334999999999999,"ld02",1,554,1
"555.ld02","Wi","1999","2","0",0,"ld02",0,555,1
"556.ld02","Wi","1999","3","11",0.24,"ld02",1,556,1
"557.ld02","Wi","1999","3","10",0.0300000000000011,"ld02",0,557,1
"1.ld03","Wr","2000","3","11",-0.324999999999999,"ld03",1,1,1
"2.ld03","Wr","2000","1","12",-0.344999999999999,"ld03",1,2,1
"3.ld03","Wr","2000","2","10",-0.154999999999999,"ld03",1,3,1
"4.ld03","Wr","2000","3","12",0.275,"ld03",1,4,1
"5.ld03","Br","2000","1","11",0.0250000000000004,"ld03",1,5,1
"6.ld03","Br","2000","1","12",0.120000000000001,"ld03",1,6,1
"7.ld03","Br","2000","2","10",0.205,"ld03",1,7,1
"8.ld03","Br","2000","2","12",-0.194999999999999,"ld03",1,8,1
"9.ld03","Br","2000","2","13",-0.324999999999999,"ld03",1,9,1
"10.ld03","Br","2000","3","13",-0.129999999999999,"ld03",1,10,1
"11.ld03","Br","2000","3","13",-0.145,"ld03",1,11,1
"12.ld03","Br","2000","1","11",-0.299999999999999,"ld03",0,12,1
"13.ld03","Br","2000","2","12",-0.25,"ld03",1,13,1
"14.ld03","Br","2000","1","11",-0.114999999999998,"ld03",1,14,1
"15.ld03","Br","2000","3","12",0.100000000000001,"ld03",1,15,1
"16.ld03","Br","2000","2","0",0,"ld03",0,16,1
"17.ld03","Br","2000","2","11",-0.315,"ld03",1,17,1
"18.ld03","Br","2000","3","13",0.0150000000000006,"ld03",1,18,1
"19.ld03","Br","2000","1","11",-0.274999999999999,"ld03",1,19,1
"20.ld03","Br","2000","3","10",0.23,"ld03",1,20,1
"21.ld03","Wi","2000","2","13",0.34,"ld03",1,21,1
"22.ld03","Wi","2000","1","12",0.105,"ld03",1,22,1
"23.ld03","Wi","2000","1","10",-0.285,"ld03",1,23,1
"24.ld03","Wi","2000","3","10",0.265000000000001,"ld03",1,24,1
"25.ld03","Wi","2000","1","12",0.335000000000001,"ld03",0,25,1
"26.ld03","Wi","2000","2","13",0.360000000000001,"ld03",1,26,1
"27.ld03","Wi","2000","1","10",-0.0599999999999987,"ld03",1,27,1
"28.ld03","Wi","2000","1","12",-0.129999999999999,"ld03",1,28,1
"29.ld03","Wi","2000","2","13",0.365,"ld03",0,29,1
"30.ld03","Wi","2000","2","11",-0.0249999999999986,"ld03",1,30,1
"31.ld03","Wi","2000","1","10",0.0950000000000006,"ld03",0,31,1
"32.ld03","Wi","2000","3","12",0.0850000000000009,"ld03",0,32,1
"33.ld03","Br","2000","3","10",-0.119999999999999,"ld03",1,33,1
"34.ld03","Br","2000","1","10",0.220000000000001,"ld03",0,34,1
"35.ld03","Br","2000","2","10",0,"ld03",1,35,1
"36.ld03","Br","2000","2","13",0.155000000000001,"ld03",1,36,1
"37.ld03","Br","2000","3","13",-0.119999999999999,"ld03",1,37,1
"38.ld03","Wi","2000","1","10",-0.135,"ld03",0,38,1
"39.ld03","Wi","2000","1","11",-0.34,"ld03",0,39,1
"40.ld03","Wi","2000","1","10",-0.0549999999999997,"ld03",1,40,1
"41.ld03","Wi","2000","1","12",0.265000000000001,"ld03",1,41,1
"42.ld03","Br","2000","3","11",0.0600000000000005,"ld03",1,42,1
"43.ld03","Br","2000","2","10",0.105,"ld03",1,43,1
"44.ld03","Br","2000","1","10",-0.0649999999999995,"ld03",1,44,1
"45.ld03","Br","2000","3","12",-0.35,"ld03",1,45,1
"46.ld03","Wr","2000","1","12",0.285,"ld03",1,46,1
"47.ld03","Wr","2000","1","13",0.115,"ld03",1,47,1
"48.ld03","Wr","2000","1","13",-0.194999999999999,"ld03",0,48,1
"49.ld03","Wr","2000","1","13",0.15,"ld03",1,49,1
"50.ld03","Wr","2000","3","0",0,"ld03",0,50,1
"51.ld03","Br","2000","1","12",-0.324999999999999,"ld03",0,51,1
"52.ld03","Br","2000","2","10",0.17,"ld03",1,52,1
"53.ld03","Br","2000","2","13",0.00500000000000078,"ld03",1,53,1
"54.ld03","Br","2000","2","0",0,"ld03",0,54,1
"55.ld03","Wi","2000","2","12",0.34,"ld03",1,55,1
"56.ld03","Wi","2000","1","13",0.335000000000001,"ld03",0,56,1
"57.ld03","Wi","2000","2","11",0.195,"ld03",0,57,1
"58.ld03","Wi","2000","2","0",0,"ld03",0,58,1
"59.ld03","Wi","2000","2","11",-0.0899999999999999,"ld03",1,59,1
"60.ld03","Wi","2000","3","11",0.100000000000001,"ld03",1,60,1
"61.ld03","Wi","2000","1","11",-0.0999999999999996,"ld03",1,61,1
"62.ld03","Wi","2000","1","0",0,"ld03",0,62,1
"63.ld03","Wi","2000","1","11",-0.135,"ld03",1,63,1
"64.ld03","Wi","2000","2","13",-0.289999999999999,"ld03",1,64,1
"65.ld03","Wi","2000","3","10",0.195,"ld03",1,65,1
"66.ld03","Br","2000","2","11",0,"ld03",1,66,1
"67.ld03","Br","2000","2","0",0,"ld03",0,67,1
"68.ld03","Br","2000","3","12",0.115,"ld03",1,68,1
"69.ld03","Wi","2000","1","11",-0.109999999999999,"ld03",1,69,1
"70.ld03","Wi","2000","2","11",-0.209999999999999,"ld03",1,70,1
"71.ld03","Wi","2000","1","0",0,"ld03",0,71,1
"72.ld03","Wi","2000","1","10",0.155000000000001,"ld03",1,72,1
"73.ld03","Wi","2000","2","0",0,"ld03",0,73,1
"74.ld03","Wi","2000","1","0",0,"ld03",0,74,1
"75.ld03","Br","2000","2","10",0.100000000000001,"ld03",1,75,1
"76.ld03","Br","2000","2","10",-0.324999999999999,"ld03",1,76,1
"77.ld03","Br","2000","2","11",0.00500000000000078,"ld03",1,77,1
"78.ld03","Br","2000","1","13",-0.0499999999999989,"ld03",1,78,1
"79.ld03","Br","2000","3","12",0.0600000000000005,"ld03",1,79,1
"80.ld03","Br","2000","3","11",-0.174999999999999,"ld03",1,80,1
"81.ld03","Wr","2000","3","12",-0.229999999999999,"ld03",1,81,1
"82.ld03","Wr","2000","2","13",-0.18,"ld03",0,82,1
"83.ld03","Wr","2000","1","12",0.185,"ld03",0,83,1
"84.ld03","Wr","2000","1","0",0,"ld03",0,84,1
"85.ld03","Wr","2000","1","11",0.0500000000000007,"ld03",1,85,1
"86.ld03","Br","2000","2","12",-0.0899999999999999,"ld03",1,86,1
"87.ld03","Br","2000","2","0",0,"ld03",0,87,1
"88.ld03","Br","2000","1","13",-0.0149999999999988,"ld03",1,88,1
"89.ld03","Br","2000","2","13",-0.219999999999999,"ld03",1,89,1
"90.ld03","Wi","2000","2","12",-0.289999999999999,"ld03",1,90,1
"91.ld03","Wi","2000","2","0",0,"ld03",0,91,1
"92.ld03","Br","2000","1","13",0.105,"ld03",1,92,1
"93.ld03","Br","2000","1","13",0.0300000000000011,"ld03",1,93,1
"94.ld03","Br","2000","2","10",-0.315,"ld03",1,94,1
"95.ld03","Wi","2000","1","0",0,"ld03",0,95,1
"96.ld03","Wr","2000","1","13",-0.139999999999999,"ld03",0,96,1
"97.ld03","Br","2000","3","13",-0.0549999999999997,"ld03",1,97,1
"98.ld03","Br","2000","1","11",0.15,"ld03",1,98,1
"99.ld03","Br","2000","2","10",-0.215,"ld03",1,99,1
"100.ld03","Br","2000","3","13",-0.309999999999999,"ld03",1,100,1
"101.ld03","Br","2000","2","10",0.0800000000000001,"ld03",1,101,1
"102.ld03","Br","2000","1","10",0.25,"ld03",1,102,1
"103.ld03","Br","2000","2","12",0.0300000000000011,"ld03",1,103,1
"104.ld03","Wi","2000","1","12",0.290000000000001,"ld03",0,104,1
"105.ld03","Wi","2000","3","13",0.0449999999999999,"ld03",1,105,1
"106.ld03","Wi","2000","1","0",0,"ld03",0,106,1
"107.ld03","Wi","2000","1","12",-0.00999999999999979,"ld03",1,107,1
"108.ld03","Wi","2000","3","13",0.0899999999999999,"ld03",1,108,1
"109.ld03","Wi","2000","3","10",0.0100000000000016,"ld03",1,109,1
"110.ld03","Wi","2000","1","11",0.315000000000001,"ld03",0,110,1
"111.ld03","Wi","2000","2","13",-0.26,"ld03",1,111,1
"112.ld03","Wi","2000","3","11",-0.225,"ld03",0,112,1
"113.ld03","Wi","2000","2","11",-0.139999999999999,"ld03",0,113,1
"114.ld03","Wi","2000","1","0",0,"ld03",0,114,1
"115.ld03","Wi","2000","2","0",0,"ld03",0,115,1
"116.ld03","Wi","2000","3","10",0.0850000000000009,"ld03",1,116,1
"117.ld03","Wi","2000","2","0",0,"ld03",0,117,1
"118.ld03","Br","2000","1","11",0.130000000000001,"ld03",1,118,1
"119.ld03","Br","2000","1","11",-0.244999999999999,"ld03",1,119,1
"120.ld03","Br","2000","3","12",-0.234999999999999,"ld03",1,120,1
"121.ld03","Br","2000","3","12",-0.0849999999999991,"ld03",1,121,1
"122.ld03","Wi","2000","3","11",0.31,"ld03",1,122,1
"123.ld03","Br","2000","3","11",0.120000000000001,"ld03",1,123,1
"124.ld03","Br","2000","1","12",0.0200000000000014,"ld03",1,124,1
"125.ld03","Br","2000","2","12",0.00500000000000078,"ld03",1,125,1
"126.ld03","Br","2000","2","11",-0.119999999999999,"ld03",1,126,1
"127.ld03","Br","2000","2","0",0,"ld03",0,127,1
"128.ld03","Br","2000","1","12",0.15,"ld03",1,128,1
"129.ld03","Br","2000","2","10",0.295,"ld03",1,129,1
"130.ld03","Br","2000","1","10",-0.145,"ld03",1,130,1
"131.ld03","Br","2000","2","12",-0.0199999999999996,"ld03",1,131,1
"132.ld03","Br","2000","3","13",0.200000000000001,"ld03",1,132,1
"133.ld03","Br","2000","2","13",0.0400000000000009,"ld03",1,133,1
"134.ld03","Wr","2000","2","11",-0.0699999999999985,"ld03",1,134,1
"135.ld03","Wr","2000","3","13",0.280000000000001,"ld03",1,135,1
"136.ld03","Wr","2000","1","11",0.235000000000001,"ld03",1,136,1
"137.ld03","Br","2000","3","10",-0.00999999999999979,"ld03",1,137,1
"138.ld03","Br","2000","3","11",0.0550000000000015,"ld03",1,138,1
"139.ld03","Br","2000","3","13",-0.0199999999999996,"ld03",1,139,1
"140.ld03","Br","2000","2","11",-0.17,"ld03",1,140,1
"141.ld03","Br","2000","1","10",0.200000000000001,"ld03",0,141,1
"142.ld03","Br","2000","1","0",0,"ld03",0,142,1
"143.ld03","Br","2000","1","0",0,"ld03",0,143,1
"144.ld03","Wi","2000","1","11",-0.184999999999999,"ld03",1,144,1
"145.ld03","Wi","2000","3","10",-0.274999999999999,"ld03",1,145,1
"146.ld03","Wi","2000","1","10",-0.254999999999999,"ld03",1,146,1
"147.ld03","Wi","2000","2","10",0.110000000000001,"ld03",0,147,1
"148.ld03","Wi","2000","1","12",-0.264999999999999,"ld03",1,148,1
"149.ld03","Wi","2000","2","13",-0.184999999999999,"ld03",1,149,1
"150.ld03","Wi","2000","3","12",-0.34,"ld03",0,150,1
"151.ld03","Wi","2000","3","12",0.225000000000001,"ld03",1,151,1
"152.ld03","Wi","2000","1","12",-0.18,"ld03",1,152,1
"153.ld03","Wi","2000","1","12",-0.0749999999999993,"ld03",1,153,1
"154.ld03","Wi","2000","2","13",0.0750000000000011,"ld03",1,154,1
"155.ld03","Wi","2000","3","12",-0.0449999999999999,"ld03",1,155,1
"156.ld03","Wi","2000","1","12",-0.225,"ld03",0,156,1
"157.ld03","Wi","2000","3","10",-0.16,"ld03",1,157,1
"158.ld03","Br","2000","2","11",0.33,"ld03",0,158,1
"159.ld03","Br","2000","1","10",0.0150000000000006,"ld03",1,159,1
"160.ld03","Wi","2000","1","10",-0.125,"ld03",1,160,1
"161.ld03","Wi","2000","1","13",-0.319999999999999,"ld03",1,161,1
"162.ld03","Wi","2000","2","10",0.315000000000001,"ld03",0,162,1
"163.ld03","Wi","2000","1","12",-0.145,"ld03",1,163,1
"164.ld03","Br","2000","1","13",-0.27,"ld03",1,164,1
"165.ld03","Br","2000","1","13",-0.239999999999998,"ld03",1,165,1
"166.ld03","Br","2000","2","10",0.260000000000002,"ld03",1,166,1
"167.ld03","Br","2000","3","10",-0.0499999999999989,"ld03",1,167,1
"168.ld03","Br","2000","1","13",0,"ld03",1,168,1
"169.ld03","Br","2000","3","10",0.280000000000001,"ld03",1,169,1
"170.ld03","Wi","2000","2","11",0.220000000000001,"ld03",0,170,1
"171.ld03","Wi","2000","2","11",0.0850000000000009,"ld03",1,171,1
"172.ld03","Wi","2000","2","13",-0.149999999999999,"ld03",1,172,1
"173.ld03","Wr","2000","3","10",0.0700000000000003,"ld03",1,173,1
"174.ld03","Wr","2000","2","0",0,"ld03",0,174,1
"175.ld03","Wr","2000","1","10",0.180000000000001,"ld03",0,175,1
"176.ld03","Wr","2000","3","11",-0.0149999999999988,"ld03",1,176,1
"177.ld03","Br","2000","1","12",0.350000000000001,"ld03",1,177,1
"178.ld03","Wi","2000","3","10",-0.17,"ld03",1,178,1
"179.ld03","Wi","2000","3","13",0.0500000000000007,"ld03",1,179,1
"180.ld03","Br","2000","1","10",-0.0399999999999991,"ld03",1,180,1
"181.ld03","Br","2000","3","13",0.255000000000001,"ld03",1,181,1
"182.ld03","Br","2000","3","12",-0.205,"ld03",1,182,1
"183.ld03","Br","2000","2","10",0.140000000000001,"ld03",1,183,1
"184.ld03","Br","2000","3","10",-0.00499999999999901,"ld03",1,184,1
"185.ld03","Br","2000","3","12",-0.0549999999999997,"ld03",1,185,1
"186.ld03","Br","2000","3","12",-0.279999999999999,"ld03",0,186,1
"187.ld03","Br","2000","1","11",0.265000000000001,"ld03",1,187,1
"188.ld03","Br","2000","2","13",-0.174999999999999,"ld03",0,188,1
"189.ld03","Br","2000","1","0",0,"ld03",0,189,1
"190.ld03","Br","2000","2","10",-0.279999999999999,"ld03",1,190,1
"191.ld03","Wi","2000","2","0",0,"ld03",0,191,1
"192.ld03","Wi","2000","3","11",-0.16,"ld03",1,192,1
"193.ld03","Wi","2000","2","0",0,"ld03",0,193,1
"194.ld03","Wi","2000","3","13",0.24,"ld03",1,194,1
"195.ld03","Br","2000","3","13",0.190000000000001,"ld03",1,195,1
"196.ld03","Br","2000","2","10",-0.0199999999999996,"ld03",1,196,1
"197.ld03","Br","2000","1","13",0.220000000000001,"ld03",1,197,1
"198.ld03","Br","2000","2","11",0.300000000000001,"ld03",0,198,1
"199.ld03","Br","2000","1","11",0.270000000000001,"ld03",1,199,1
"200.ld03","Br","2000","1","13",-0.254999999999999,"ld03",1,200,1
"201.ld03","Wi","2000","2","11",-0.305,"ld03",1,201,1
"202.ld03","Wi","2000","2","12",0.17,"ld03",1,202,1
"203.ld03","Wi","2000","3","11",0.260000000000002,"ld03",0,203,1
"204.ld03","Wi","2000","2","13",-0.295,"ld03",1,204,1
"205.ld03","Wi","2000","2","11",0.325000000000001,"ld03",1,205,1
"206.ld03","Wi","2000","3","12",-0.244999999999999,"ld03",1,206,1
"207.ld03","Wi","2000","3","12",0.215,"ld03",1,207,1
"208.ld03","Wi","2000","1","11",-0.19,"ld03",0,208,1
"209.ld03","Wi","2000","1","12",-0.149999999999999,"ld03",1,209,1
"210.ld03","Wi","2000","2","12",-0.309999999999999,"ld03",1,210,1
"211.ld03","Wi","2000","1","12",0.0400000000000009,"ld03",1,211,1
"212.ld03","Wi","2000","3","13",0.110000000000001,"ld03",1,212,1
"213.ld03","Br","2000","2","12",0.130000000000001,"ld03",1,213,1
"214.ld03","Br","2000","2","12",0.0700000000000003,"ld03",1,214,1
"215.ld03","Br","2000","2","10",-0.0800000000000001,"ld03",1,215,1
"216.ld03","Br","2000","3","11",0.16,"ld03",1,216,1
"217.ld03","Br","2000","2","13",0.285,"ld03",1,217,1
"218.ld03","Br","2000","3","12",0.205,"ld03",0,218,1
"219.ld03","Br","2000","2","12",-0.00499999999999901,"ld03",1,219,1
"220.ld03","Br","2000","2","11",0.23,"ld03",0,220,1
"221.ld03","Br","2000","2","11",0.115,"ld03",0,221,1
"222.ld03","Br","2000","3","13",0.215,"ld03",1,222,1
"223.ld03","Br","2000","3","13",0.0250000000000004,"ld03",1,223,1
"224.ld03","Br","2000","3","10",0.245000000000001,"ld03",0,224,1
"225.ld03","Br","2000","2","10",0.130000000000001,"ld03",1,225,1
"226.ld03","Br","2000","1","13",-0.234999999999999,"ld03",1,226,1
"227.ld03","Br","2000","3","11",0.215,"ld03",0,227,1
"228.ld03","Br","2000","1","13",0.295,"ld03",1,228,1
"229.ld03","Br","2000","3","13",-0.264999999999999,"ld03",0,229,1
"230.ld03","Br","2000","1","11",0.255000000000001,"ld03",1,230,1
"231.ld03","Br","2000","1","13",-0.229999999999999,"ld03",0,231,1
"232.ld03","Br","2000","3","10",-0.0999999999999996,"ld03",1,232,1
"233.ld03","Br","2000","1","11",0.0650000000000013,"ld03",1,233,1
"234.ld03","Br","2000","1","13",0.120000000000001,"ld03",1,234,1
"235.ld03","Br","2000","3","12",0.0650000000000013,"ld03",1,235,1
"236.ld03","Wr","2000","3","13",-0.109999999999999,"ld03",1,236,1
"237.ld03","Wr","2000","1","12",-0.0299999999999994,"ld03",0,237,1
"238.ld03","Wr","2000","2","10",0.16,"ld03",1,238,1
"239.ld03","Wr","2000","2","0",0,"ld03",0,239,1
"240.ld03","Wi","2000","2","0",0,"ld03",0,240,1
"241.ld03","Br","2000","3","10",-0.194999999999999,"ld03",1,241,1
"242.ld03","Br","2000","3","12",-0.0249999999999986,"ld03",0,242,1
"243.ld03","Br","2000","1","12",0,"ld03",1,243,1
"244.ld03","Br","2000","2","11",0.0899999999999999,"ld03",1,244,1
"245.ld03","Br","2000","3","11",-0.219999999999999,"ld03",1,245,1
"246.ld03","Br","2000","3","13",0.210000000000001,"ld03",1,246,1
"247.ld03","Br","2000","3","13",0.0200000000000014,"ld03",1,247,1
"248.ld03","Br","2000","3","11",-0.239999999999998,"ld03",1,248,1
"249.ld03","Br","2000","2","0",0,"ld03",0,249,1
"250.ld03","Br","2000","3","13",0.265000000000001,"ld03",0,250,1
"251.ld03","Br","2000","1","11",0.185,"ld03",1,251,1
"252.ld03","Br","2000","2","13",-0.205,"ld03",1,252,1
"253.ld03","Br","2000","1","13",0.145000000000001,"ld03",1,253,1
"254.ld03","Br","2000","1","12",-0.164999999999999,"ld03",1,254,1
"255.ld03","Br","2000","3","13",0.205,"ld03",1,255,1
"256.ld03","Br","2000","3","11",-0.0599999999999987,"ld03",1,256,1
"257.ld03","Br","2000","3","10",0.210000000000001,"ld03",0,257,1
"258.ld03","Br","2000","2","10",0.275,"ld03",1,258,1
"259.ld03","Br","2000","3","10",-0.199999999999999,"ld03",1,259,1
"260.ld03","Br","2000","3","10",0.290000000000001,"ld03",1,260,1
"261.ld03","Wr","2000","3","13",-0.0749999999999993,"ld03",1,261,1
"262.ld03","Wr","2000","2","12",-0.334999999999999,"ld03",0,262,1
"263.ld03","Wr","2000","1","13",0.0100000000000016,"ld03",1,263,1
"264.ld03","Wr","2000","3","12",0.180000000000001,"ld03",1,264,1
"265.ld03","Wr","2000","1","12",0.135000000000002,"ld03",1,265,1
"266.ld03","Wr","2000","2","12",-0.17,"ld03",1,266,1
"267.ld03","Wr","2000","3","13",0.125,"ld03",0,267,1
"268.ld03","Br","2000","2","11",0.210000000000001,"ld03",1,268,1
"269.ld03","Br","2000","2","12",-0.16,"ld03",1,269,1
"270.ld03","Br","2000","1","13",-0.114999999999998,"ld03",1,270,1
"271.ld03","Wi","2000","1","13",0.0700000000000003,"ld03",1,271,1
"272.ld03","Br","2000","3","12",-0.119999999999999,"ld03",1,272,1
"273.ld03","Wi","2000","3","13",0.23,"ld03",0,273,1
"274.ld03","Wi","2000","2","13",-0.0449999999999999,"ld03",1,274,1
"275.ld03","Br","2000","3","10",-0.309999999999999,"ld03",1,275,1
"276.ld03","Br","2000","2","13",0.165000000000001,"ld03",0,276,1
"277.ld03","Br","2000","2","0",0,"ld03",0,277,1
"278.ld03","Br","2000","1","12",-0.184999999999999,"ld03",1,278,1
"279.ld03","Br","2000","3","13",0.270000000000001,"ld03",1,279,1
"280.ld03","Br","2000","3","10",0.235000000000001,"ld03",1,280,1
"281.ld03","Br","2000","2","10",0.185,"ld03",1,281,1
"282.ld03","Wi","2000","2","11",-0.0949999999999989,"ld03",1,282,1
"283.ld03","Br","2000","1","13",-0.0599999999999987,"ld03",1,283,1
"284.ld03","Br","2000","2","12",-0.299999999999999,"ld03",1,284,1
"285.ld03","Br","2000","2","10",-0.305,"ld03",1,285,1
"286.ld03","Br","2000","1","10",0.0400000000000009,"ld03",1,286,1
"287.ld03","Br","2000","3","0",0,"ld03",0,287,1
"288.ld03","Wi","2000","2","13",-0.315,"ld03",1,288,1
"289.ld03","Wi","2000","3","11",-0.295,"ld03",1,289,1
"290.ld03","Wr","2000","3","10",-0.344999999999999,"ld03",1,290,1
"291.ld03","Wr","2000","1","12",-0.174999999999999,"ld03",1,291,1
"292.ld03","Wr","2000","1","13",-0.135,"ld03",1,292,1
"293.ld03","Br","2000","1","12",-0.0949999999999989,"ld03",1,293,1
"294.ld03","Br","2000","1","13",0.345000000000001,"ld03",0,294,1
"295.ld03","Br","2000","1","12",-0.0399999999999991,"ld03",0,295,1
"296.ld03","Br","2000","1","13",-0.35,"ld03",1,296,1
"297.ld03","Wi","2000","3","13",-0.305,"ld03",0,297,1
"298.ld03","Wi","2000","2","0",0,"ld03",0,298,1
"299.ld03","Wi","2000","1","11",-0.0749999999999993,"ld03",1,299,1
"300.ld03","Br","2000","1","11",0.25,"ld03",1,300,1
"301.ld03","Wi","2000","1","12",0.315000000000001,"ld03",1,301,1
"302.ld03","Wi","2000","2","10",-0.104999999999999,"ld03",1,302,1
"303.ld03","Wi","2000","1","0",0,"ld03",0,303,1
"304.ld03","Wi","2000","3","11",0.0300000000000011,"ld03",1,304,1
"305.ld03","Wi","2000","2","10",-0.184999999999999,"ld03",0,305,1
"306.ld03","Wi","2000","2","10",0.215,"ld03",0,306,1
"307.ld03","Wi","2000","1","12",-0.215,"ld03",1,307,1
"308.ld03","Wi","2000","3","11",-0.279999999999999,"ld03",0,308,1
"309.ld03","Wi","2000","2","12",0.0150000000000006,"ld03",0,309,1
"310.ld03","Br","2000","3","0",0,"ld03",0,310,1
"311.ld03","Br","2000","1","11",-0.205,"ld03",1,311,1
"312.ld03","Br","2000","3","11",0.295,"ld03",1,312,1
"313.ld03","Wi","2000","3","12",0.295,"ld03",1,313,1
"314.ld03","Wi","2000","3","12",-0.0599999999999987,"ld03",0,314,1
"315.ld03","Br","2000","2","0",0,"ld03",0,315,1
"316.ld03","Br","2000","1","12",-0.0800000000000001,"ld03",1,316,1
"317.ld03","Wr","2000","1","12",0.345000000000001,"ld03",1,317,1
"318.ld03","Wr","2000","3","0",0,"ld03",0,318,1
"319.ld03","Wr","2000","1","11",0.140000000000001,"ld03",1,319,1
"320.ld03","Wr","2000","3","10",0.0449999999999999,"ld03",1,320,1
"321.ld03","Wr","2000","3","11",-0.0449999999999999,"ld03",1,321,1
"322.ld03","Wr","2000","2","13",-0.00499999999999901,"ld03",1,322,1
"323.ld03","Wr","2000","3","10",-0.35,"ld03",1,323,1
"324.ld03","Wr","2000","2","11",-0.35,"ld03",1,324,1
"325.ld03","Wr","2000","2","12",-0.0350000000000001,"ld03",0,325,1
"326.ld03","Br","2000","3","12",0.0800000000000001,"ld03",1,326,1
"327.ld03","Br","2000","2","10",0.0250000000000004,"ld03",1,327,1
"328.ld03","Br","2000","2","13",0.17,"ld03",0,328,1
"329.ld03","Br","2000","3","12",0.210000000000001,"ld03",0,329,1
"330.ld03","Br","2000","1","11",0.225000000000001,"ld03",0,330,1
"331.ld03","Br","2000","1","12",-0.295,"ld03",1,331,1
"332.ld03","Br","2000","1","13",-0.17,"ld03",1,332,1
"333.ld03","Br","2000","2","12",-0.0499999999999989,"ld03",1,333,1
"334.ld03","Br","2000","3","10",-0.319999999999999,"ld03",1,334,1
"335.ld03","Br","2000","1","11",0.32,"ld03",0,335,1
"336.ld03","Br","2000","2","12",0.0950000000000006,"ld03",1,336,1
"337.ld03","Br","2000","1","10",0.115,"ld03",1,337,1
"338.ld03","Br","2000","2","0",0,"ld03",0,338,1
"339.ld03","Br","2000","2","12",0.16,"ld03",0,339,1
"340.ld03","Br","2000","3","12",0.145000000000001,"ld03",1,340,1
"341.ld03","Wr","2000","2","13",0.195,"ld03",1,341,1
"342.ld03","Wr","2000","1","11",0.205,"ld03",0,342,1
"343.ld03","Wr","2000","2","10",0.0350000000000001,"ld03",1,343,1
"344.ld03","Wr","2000","2","12",0.255000000000001,"ld03",1,344,1
"345.ld03","Br","2000","3","12",0.0100000000000016,"ld03",1,345,1
"346.ld03","Br","2000","2","11",-0.0549999999999997,"ld03",1,346,1
"347.ld03","Br","2000","1","13",-0.0350000000000001,"ld03",1,347,1
"348.ld03","Br","2000","1","10",0.305000000000001,"ld03",0,348,1
"349.ld03","Wr","2000","3","12",0.25,"ld03",1,349,1
