"","Plant.id","Env","Gen","Fam","Site","Year","varb","resp","id","root","fit"
"669.Surv","H062322","Hop2006","X","X.489","Hop","2006","Surv",0,669,1,0
"670.Surv","H062351","Hop2006","X","X.189","Hop","2006","Surv",0,670,1,0
"671.Surv","H062365","Hop2006","X","X.489","Hop","2006","Surv",0,671,1,0
"672.Surv","H062445","Hop2006","X","X.189","Hop","2006","Surv",1,672,1,0
"673.Surv","H062432","Hop2006","X","X.489","Hop","2006","Surv",1,673,1,0
"674.Surv","H062524","Hop2006","X","X.589","Hop","2006","Surv",1,674,1,0
"675.Surv","H062377","Hop2006","X","X.187","Hop","2006","Surv",1,675,1,0
"676.Surv","H062246","Hop2006","X","X.189","Hop","2006","Surv",1,676,1,0
"677.Surv","H062573","Hop2006","X","X.189","Hop","2006","Surv",1,677,1,0
"678.Surv","H062115","Hop2006","X","X.287","Hop","2006","Surv",1,678,1,0
"679.Surv","H062567","Hop2006","X","X.589","Hop","2006","Surv",1,679,1,0
"680.Surv","H062325","Hop2006","X","X.287","Hop","2006","Surv",1,680,1,0
"681.Surv","H062364","Hop2006","X","X.287","Hop","2006","Surv",1,681,1,0
"682.Surv","H062376","Hop2006","X","X.589","Hop","2006","Surv",1,682,1,0
"683.Surv","H062337","Hop2006","X","X.589","Hop","2006","Surv",1,683,1,0
"684.Surv","H062357","Hop2006","X","X.187","Hop","2006","Surv",1,684,1,0
"685.Surv","H063371","Hop2006","M","M.286","Hop","2006","Surv",0,685,1,0
"686.Surv","H063311","Hop2006","M","M.2084","Hop","2006","Surv",0,686,1,0
"687.Surv","H063412","Hop2006","M","M.2084","Hop","2006","Surv",0,687,1,0
"688.Surv","H063165","Hop2006","M","M.1086","Hop","2006","Surv",1,688,1,0
"689.Surv","H063572","Hop2006","M","M.286","Hop","2006","Surv",1,689,1,0
"690.Surv","H063422","Hop2006","M","M.686","Hop","2006","Surv",1,690,1,0
"691.Surv","H063512","Hop2006","M","M.289","Hop","2006","Surv",1,691,1,0
"692.Surv","H063517","Hop2006","M","M.1086","Hop","2006","Surv",1,692,1,0
"693.Surv","H063251","Hop2006","M","M.2084","Hop","2006","Surv",1,693,1,0
"694.Surv","H063467","Hop2006","M","M.389","Hop","2006","Surv",1,694,1,0
"695.Surv","H063545","Hop2006","M","M.289","Hop","2006","Surv",1,695,1,0
"696.Surv","H063234","Hop2006","M","M.686","Hop","2006","Surv",1,696,1,0
"697.Surv","H063277","Hop2006","M","M.686","Hop","2006","Surv",1,697,1,0
"698.Surv","H063366","Hop2006","M","M.1086","Hop","2006","Surv",1,698,1,0
"699.Surv","H063257","Hop2006","M","M.286","Hop","2006","Surv",1,699,1,0
"700.Surv","H063434","Hop2006","M","M.389","Hop","2006","Surv",1,700,1,0
"701.Surv","H063415","Hop2006","M","M.289","Hop","2006","Surv",1,701,1,0
"702.Surv","H063157","Hop2006","X","X.189","Hop","2006","Surv",0,702,1,0
"703.Surv","H063173","Hop2006","X","X.589","Hop","2006","Surv",0,703,1,0
"704.Surv","H063314","Hop2006","X","X.489","Hop","2006","Surv",0,704,1,0
"705.Surv","H063335","Hop2006","X","X.187","Hop","2006","Surv",0,705,1,0
"706.Surv","H063235","Hop2006","X","X.489","Hop","2006","Surv",1,706,1,0
"707.Surv","H063242","Hop2006","X","X.287","Hop","2006","Surv",1,707,1,0
"708.Surv","H063252","Hop2006","X","X.489","Hop","2006","Surv",1,708,1,0
"709.Surv","H063543","Hop2006","X","X.187","Hop","2006","Surv",1,709,1,0
"710.Surv","H063123","Hop2006","X","X.589","Hop","2006","Surv",1,710,1,0
"711.Surv","H063522","Hop2006","X","X.489","Hop","2006","Surv",1,711,1,0
"712.Surv","H063262","Hop2006","X","X.589","Hop","2006","Surv",1,712,1,0
"713.Surv","H063367","Hop2006","X","X.187","Hop","2006","Surv",1,713,1,0
"714.Surv","H063442","Hop2006","X","X.187","Hop","2006","Surv",1,714,1,0
"715.Surv","H063336","Hop2006","X","X.189","Hop","2006","Surv",1,715,1,0
"716.Surv","H063411","Hop2006","X","X.287","Hop","2006","Surv",1,716,1,0
"717.Surv","H063455","Hop2006","X","X.287","Hop","2006","Surv",1,717,1,0
"718.Surv","H063236","Hop2006","X","X.589","Hop","2006","Surv",1,718,1,0
"719.Surv","H063547","Hop2006","X","X.189","Hop","2006","Surv",1,719,1,0
"720.Surv","H07010219","Hop2007","M","M.389","Hop","2007","Surv",0,720,1,0
"721.Surv","H07011114","Hop2007","M","M.1086","Hop","2007","Surv",0,721,1,0
"722.Surv","H07010417","Hop2007","M","M.686","Hop","2007","Surv",0,722,1,0
"723.Surv","H07010506","Hop2007","M","M.2084","Hop","2007","Surv",0,723,1,0
"724.Surv","H07010520","Hop2007","M","M.000","Hop","2007","Surv",0,724,1,0
"725.Surv","H07011001","Hop2007","M","M.289","Hop","2007","Surv",0,725,1,0
"726.Surv","H07011310","Hop2007","M","M.000","Hop","2007","Surv",0,726,1,0
"727.Surv","H07011510","Hop2007","M","M.389","Hop","2007","Surv",0,727,1,0
"728.Surv","H07011511","Hop2007","M","M.289","Hop","2007","Surv",0,728,1,0
"729.Surv","H07011820","Hop2007","M","M.1086","Hop","2007","Surv",0,729,1,0
"730.Surv","H07011904","Hop2007","M","M.1086","Hop","2007","Surv",0,730,1,0
"731.Surv","H07011605","Hop2007","M","M.2084","Hop","2007","Surv",1,731,1,0
"732.Surv","H07010517","Hop2007","M","M.2084","Hop","2007","Surv",1,732,1,0
"733.Surv","H07010908","Hop2007","M","M.686","Hop","2007","Surv",1,733,1,0
"734.Surv","H07011015","Hop2007","M","M.289","Hop","2007","Surv",1,734,1,0
"735.Surv","H07010812","Hop2007","M","M.000","Hop","2007","Surv",1,735,1,0
"736.Surv","H07010608","Hop2007","X","X.589","Hop","2007","Surv",0,736,1,0
"737.Surv","H07010216","Hop2007","X","X.187","Hop","2007","Surv",0,737,1,0
"738.Surv","H07010306","Hop2007","X","X.287","Hop","2007","Surv",0,738,1,0
"739.Surv","H07010317","Hop2007","X","X.489","Hop","2007","Surv",0,739,1,0
"740.Surv","H07010514","Hop2007","X","X.489","Hop","2007","Surv",0,740,1,0
"741.Surv","H07010613","Hop2007","X","X.589","Hop","2007","Surv",0,741,1,0
"742.Surv","H07010901","Hop2007","X","X.000","Hop","2007","Surv",0,742,1,0
"743.Surv","H07010907","Hop2007","X","X.189","Hop","2007","Surv",0,743,1,0
"744.Surv","H07010920","Hop2007","X","X.489","Hop","2007","Surv",0,744,1,0
"745.Surv","H07011007","Hop2007","X","X.189","Hop","2007","Surv",0,745,1,0
"746.Surv","H07011012","Hop2007","X","X.000","Hop","2007","Surv",0,746,1,0
"747.Surv","H07011112","Hop2007","X","X.000","Hop","2007","Surv",0,747,1,0
"748.Surv","H07011118","Hop2007","X","X.287","Hop","2007","Surv",0,748,1,0
"749.Surv","H07011206","Hop2007","X","X.187","Hop","2007","Surv",0,749,1,0
"750.Surv","H07011516","Hop2007","X","X.287","Hop","2007","Surv",0,750,1,0
"751.Surv","H07011709","Hop2007","X","X.189","Hop","2007","Surv",0,751,1,0
"752.Surv","H07011911","Hop2007","X","X.589","Hop","2007","Surv",0,752,1,0
"753.Surv","H07012019","Hop2007","X","X.187","Hop","2007","Surv",0,753,1,0
"754.Surv","H07020401","Hop2007","M","M.000","Hop","2007","Surv",0,754,1,0
"755.Surv","H07021201","Hop2007","M","M.389","Hop","2007","Surv",0,755,1,0
"756.Surv","H07021319","Hop2007","M","M.1086","Hop","2007","Surv",0,756,1,0
"757.Surv","H07021418","Hop2007","M","M.2084","Hop","2007","Surv",0,757,1,0
"758.Surv","H07021511","Hop2007","M","M.389","Hop","2007","Surv",0,758,1,0
"759.Surv","H07021517","Hop2007","M","M.2084","Hop","2007","Surv",0,759,1,0
"760.Surv","H07021603","Hop2007","M","M.1086","Hop","2007","Surv",0,760,1,0
"761.Surv","H07021618","Hop2007","M","M.2084","Hop","2007","Surv",0,761,1,0
"762.Surv","H07021811","Hop2007","M","M.389","Hop","2007","Surv",0,762,1,0
"763.Surv","H07021908","Hop2007","M","M.289","Hop","2007","Surv",0,763,1,0
"764.Surv","H07021910","Hop2007","M","M.1086","Hop","2007","Surv",0,764,1,0
"765.Surv","H07021919","Hop2007","M","M.686","Hop","2007","Surv",0,765,1,0
"766.Surv","H07022001","Hop2007","M","M.289","Hop","2007","Surv",0,766,1,0
"767.Surv","H07020915","Hop2007","M","M.686","Hop","2007","Surv",1,767,1,0
"768.Surv","H07020502","Hop2007","M","M.686","Hop","2007","Surv",1,768,1,0
"769.Surv","H07020209","Hop2007","M","M.000","Hop","2007","Surv",1,769,1,0
"770.Surv","H07020213","Hop2007","X","X.489","Hop","2007","Surv",0,770,1,0
"771.Surv","H07020217","Hop2007","X","X.589","Hop","2007","Surv",0,771,1,0
"772.Surv","H07020508","Hop2007","X","X.589","Hop","2007","Surv",0,772,1,0
"773.Surv","H07020708","Hop2007","X","X.000","Hop","2007","Surv",0,773,1,0
"774.Surv","H07020803","Hop2007","X","X.589","Hop","2007","Surv",0,774,1,0
"775.Surv","H07020805","Hop2007","X","X.187","Hop","2007","Surv",0,775,1,0
"776.Surv","H07020909","Hop2007","X","X.189","Hop","2007","Surv",0,776,1,0
"777.Surv","H07020910","Hop2007","X","X.187","Hop","2007","Surv",0,777,1,0
"778.Surv","H07020916","Hop2007","X","X.489","Hop","2007","Surv",0,778,1,0
"779.Surv","H07020918","Hop2007","X","X.189","Hop","2007","Surv",0,779,1,0
"780.Surv","H07021009","Hop2007","X","X.287","Hop","2007","Surv",0,780,1,0
"781.Surv","H07021212","Hop2007","X","X.000","Hop","2007","Surv",0,781,1,0
"782.Surv","H07021214","Hop2007","X","X.287","Hop","2007","Surv",0,782,1,0
"783.Surv","H07021304","Hop2007","X","X.189","Hop","2007","Surv",0,783,1,0
"784.Surv","H07021407","Hop2007","X","X.489","Hop","2007","Surv",0,784,1,0
"785.Surv","H07021604","Hop2007","X","X.000","Hop","2007","Surv",0,785,1,0
"786.Surv","H07021805","Hop2007","X","X.187","Hop","2007","Surv",0,786,1,0
"787.Surv","H07021808","Hop2007","X","X.287","Hop","2007","Surv",0,787,1,0
"788.Surv","H07030112","Hop2007","M","M.2084","Hop","2007","Surv",0,788,1,0
"789.Surv","H07030319","Hop2007","M","M.000","Hop","2007","Surv",0,789,1,0
"790.Surv","H07030609","Hop2007","M","M.686","Hop","2007","Surv",0,790,1,0
"791.Surv","H07030613","Hop2007","M","M.2084","Hop","2007","Surv",0,791,1,0
"792.Surv","H07030620","Hop2007","M","M.289","Hop","2007","Surv",0,792,1,0
"793.Surv","H07030905","Hop2007","M","M.1086","Hop","2007","Surv",0,793,1,0
"794.Surv","H07031106","Hop2007","M","M.000","Hop","2007","Surv",0,794,1,0
"795.Surv","H07031202","Hop2007","M","M.389","Hop","2007","Surv",0,795,1,0
"796.Surv","H07031219","Hop2007","M","M.389","Hop","2007","Surv",0,796,1,0
"797.Surv","H07031619","Hop2007","M","M.389","Hop","2007","Surv",0,797,1,0
"798.Surv","H07031812","Hop2007","M","M.289","Hop","2007","Surv",0,798,1,0
"799.Surv","H07031917","Hop2007","M","M.000","Hop","2007","Surv",0,799,1,0
"800.Surv","H07031920","Hop2007","M","M.686","Hop","2007","Surv",0,800,1,0
"801.Surv","H07031307","Hop2007","M","M.686","Hop","2007","Surv",1,801,1,0
"802.Surv","H07031519","Hop2007","M","M.1086","Hop","2007","Surv",1,802,1,0
"803.Surv","H07030618","Hop2007","M","M.289","Hop","2007","Surv",1,803,1,0
"804.Surv","H07030304","Hop2007","X","X.000","Hop","2007","Surv",0,804,1,0
"805.Surv","H07030412","Hop2007","X","X.187","Hop","2007","Surv",0,805,1,0
"806.Surv","H07030604","Hop2007","X","X.189","Hop","2007","Surv",0,806,1,0
"807.Surv","H07030706","Hop2007","X","X.589","Hop","2007","Surv",0,807,1,0
"808.Surv","H07030804","Hop2007","X","X.287","Hop","2007","Surv",0,808,1,0
"809.Surv","H07031004","Hop2007","X","X.589","Hop","2007","Surv",0,809,1,0
"810.Surv","H07031010","Hop2007","X","X.187","Hop","2007","Surv",0,810,1,0
"811.Surv","H07031214","Hop2007","X","X.000","Hop","2007","Surv",0,811,1,0
"812.Surv","H07031404","Hop2007","X","X.287","Hop","2007","Surv",0,812,1,0
"813.Surv","H07031407","Hop2007","X","X.287","Hop","2007","Surv",0,813,1,0
"814.Surv","H07031411","Hop2007","X","X.189","Hop","2007","Surv",0,814,1,0
"815.Surv","H07031514","Hop2007","X","X.489","Hop","2007","Surv",0,815,1,0
"816.Surv","H07031801","Hop2007","X","X.000","Hop","2007","Surv",0,816,1,0
"817.Surv","H07031817","Hop2007","X","X.489","Hop","2007","Surv",0,817,1,0
"818.Surv","H07031913","Hop2007","X","X.589","Hop","2007","Surv",0,818,1,0
"819.Surv","H07032003","Hop2007","X","X.489","Hop","2007","Surv",0,819,1,0
"820.Surv","H07032004","Hop2007","X","X.189","Hop","2007","Surv",0,820,1,0
"821.Surv","H07032007","Hop2007","X","X.187","Hop","2007","Surv",0,821,1,0
"1.Spike","S031424","SF 2003","M","M.686","SF","2003","Spike",0,1,1,1
"2.Spike","S031372","SF 2003","M","M.286","SF","2003","Spike",7,2,1,1
"3.Spike","S031236","SF 2003","M","M.2084","SF","2003","Spike",7,3,1,1
"4.Spike","S031417","SF 2003","M","M.286","SF","2003","Spike",7,4,1,1
"5.Spike","S031676","SF 2003","M","M.686","SF","2003","Spike",9,5,1,1
"6.Spike","S031512","SF 2003","M","M.286","SF","2003","Spike",10,6,1,1
"7.Spike","S031235","SF 2003","M","M.1086","SF","2003","Spike",11,7,1,1
"8.Spike","S031542","SF 2003","M","M.686","SF","2003","Spike",11,8,1,1
"9.Spike","S031363","SF 2003","M","M.686","SF","2003","Spike",14,9,1,1
"10.Spike","S031513","SF 2003","M","M.289","SF","2003","Spike",14,10,1,1
"11.Spike","S031552","SF 2003","M","M.389","SF","2003","Spike",15,11,1,1
"12.Spike","S031572","SF 2003","M","M.389","SF","2003","Spike",23,12,1,1
"13.Spike","S031616","SF 2003","M","M.1086","SF","2003","Spike",29,13,1,1
"14.Spike","S031713","SF 2003","M","M.686","SF","2003","Spike",29,14,1,1
"15.Spike","S031133","SF 2003","M","M.686","SF","2003","Spike",33,15,1,1
"16.Spike","S031123","SF 2003","M","M.2084","SF","2003","Spike",44,16,1,1
"17.Spike","S031175","SF 2003","M","M.286","SF","2003","Spike",50,17,1,1
"18.Spike","S031723","SF 2003","M","M.289","SF","2003","Spike",62,18,1,1
"19.Spike","S031471","SF 2003","X","X.589","SF","2003","Spike",0,19,1,1
"20.Spike","S031377","SF 2003","X","X.287","SF","2003","Spike",2,20,1,1
"21.Spike","S031224","SF 2003","X","X.187","SF","2003","Spike",10,21,1,1
"22.Spike","S031312","SF 2003","X","X.189","SF","2003","Spike",10,22,1,1
"23.Spike","S031464","SF 2003","X","X.489","SF","2003","Spike",11,23,1,1
"24.Spike","S031452","SF 2003","X","X.189","SF","2003","Spike",13,24,1,1
"25.Spike","S031547","SF 2003","X","X.589","SF","2003","Spike",13,25,1,1
"26.Spike","S031772","SF 2003","X","X.589","SF","2003","Spike",14,26,1,1
"27.Spike","S031454","SF 2003","X","X.187","SF","2003","Spike",14,27,1,1
"28.Spike","S031443","SF 2003","X","X.287","SF","2003","Spike",16,28,1,1
"29.Spike","S031161","SF 2003","X","X.489","SF","2003","Spike",16,29,1,1
"30.Spike","S031567","SF 2003","X","X.287","SF","2003","Spike",17,30,1,1
"31.Spike","S031543","SF 2003","X","X.489","SF","2003","Spike",18,31,1,1
"32.Spike","S031371","SF 2003","X","X.187","SF","2003","Spike",22,32,1,1
"33.Spike","S031725","SF 2003","X","X.189","SF","2003","Spike",23,33,1,1
"34.Spike","S031111","SF 2003","X","X.589","SF","2003","Spike",54,34,1,1
"35.Spike","S031737","SF 2003","X","X.189","SF","2003","Spike",89,35,1,1
"36.Spike","S032362","SF 2003","M","M.286","SF","2003","Spike",0,36,1,1
"37.Spike","S032446","SF 2003","M","M.1086","SF","2003","Spike",10,37,1,1
"38.Spike","S032224","SF 2003","M","M.389","SF","2003","Spike",10,38,1,1
"39.Spike","S032727","SF 2003","M","M.289","SF","2003","Spike",13,39,1,1
"40.Spike","S032234","SF 2003","M","M.389","SF","2003","Spike",14,40,1,1
"41.Spike","S032175","SF 2003","M","M.1086","SF","2003","Spike",16,41,1,1
"42.Spike","S032731","SF 2003","M","M.286","SF","2003","Spike",18,42,1,1
"43.Spike","S032425","SF 2003","M","M.389","SF","2003","Spike",18,43,1,1
"44.Spike","S032313","SF 2003","M","M.389","SF","2003","Spike",20,44,1,1
"45.Spike","S032365","SF 2003","M","M.289","SF","2003","Spike",20,45,1,1
"46.Spike","S032625","SF 2003","M","M.2084","SF","2003","Spike",23,46,1,1
"47.Spike","S032647","SF 2003","M","M.686","SF","2003","Spike",24,47,1,1
"48.Spike","S032126","SF 2003","M","M.1086","SF","2003","Spike",28,48,1,1
"49.Spike","S032142","SF 2003","M","M.289","SF","2003","Spike",30,49,1,1
"50.Spike","S032665","SF 2003","M","M.1086","SF","2003","Spike",42,50,1,1
"51.Spike","S032645","SF 2003","M","M.2084","SF","2003","Spike",46,51,1,1
"52.Spike","S032544","SF 2003","M","M.289","SF","2003","Spike",58,52,1,1
"53.Spike","S032357","SF 2003","M","M.686","SF","2003","Spike",63,53,1,1
"54.Spike","S032546","SF 2003","M","M.286","SF","2003","Spike",81,54,1,1
"55.Spike","S032735","SF 2003","X","X.489","SF","2003","Spike",9,55,1,1
"56.Spike","S032254","SF 2003","X","X.287","SF","2003","Spike",12,56,1,1
"57.Spike","S032722","SF 2003","X","X.187","SF","2003","Spike",13,57,1,1
"58.Spike","S032225","SF 2003","X","X.489","SF","2003","Spike",13,58,1,1
"59.Spike","S032525","SF 2003","X","X.589","SF","2003","Spike",14,59,1,1
"60.Spike","S032454","SF 2003","X","X.189","SF","2003","Spike",14,60,1,1
"61.Spike","S032523","SF 2003","X","X.187","SF","2003","Spike",18,61,1,1
"62.Spike","S032617","SF 2003","X","X.489","SF","2003","Spike",18,62,1,1
"63.Spike","S032744","SF 2003","X","X.589","SF","2003","Spike",21,63,1,1
"64.Spike","S032642","SF 2003","X","X.589","SF","2003","Spike",22,64,1,1
"65.Spike","S032511","SF 2003","X","X.287","SF","2003","Spike",23,65,1,1
"66.Spike","S032667","SF 2003","X","X.589","SF","2003","Spike",26,66,1,1
"67.Spike","S032247","SF 2003","X","X.489","SF","2003","Spike",27,67,1,1
"68.Spike","S032152","SF 2003","X","X.189","SF","2003","Spike",30,68,1,1
"69.Spike","S032715","SF 2003","X","X.189","SF","2003","Spike",32,69,1,1
"70.Spike","S033241","SF 2003","M","M.2084","SF","2003","Spike",8,70,1,1
"71.Spike","S033441","SF 2003","M","M.286","SF","2003","Spike",10,71,1,1
"72.Spike","S033261","SF 2003","M","M.289","SF","2003","Spike",12,72,1,1
"73.Spike","S033426","SF 2003","M","M.286","SF","2003","Spike",12,73,1,1
"74.Spike","S033637","SF 2003","M","M.389","SF","2003","Spike",14,74,1,1
"75.Spike","S033744","SF 2003","M","M.2084","SF","2003","Spike",14,75,1,1
"76.Spike","S033463","SF 2003","M","M.1086","SF","2003","Spike",18,76,1,1
"77.Spike","S033736","SF 2003","M","M.289","SF","2003","Spike",19,77,1,1
"78.Spike","S033157","SF 2003","M","M.2084","SF","2003","Spike",19,78,1,1
"79.Spike","S033242","SF 2003","M","M.389","SF","2003","Spike",22,79,1,1
"80.Spike","S033712","SF 2003","M","M.1086","SF","2003","Spike",24,80,1,1
"81.Spike","S033117","SF 2003","M","M.686","SF","2003","Spike",26,81,1,1
"82.Spike","S033766","SF 2003","M","M.686","SF","2003","Spike",31,82,1,1
"83.Spike","S033726","SF 2003","M","M.2084","SF","2003","Spike",31,83,1,1
"84.Spike","S033143","SF 2003","M","M.389","SF","2003","Spike",33,84,1,1
"85.Spike","S033671","SF 2003","M","M.286","SF","2003","Spike",43,85,1,1
"86.Spike","S033171","SF 2003","M","M.389","SF","2003","Spike",75,86,1,1
"87.Spike","S033271","SF 2003","X","X.589","SF","2003","Spike",0,87,1,1
"88.Spike","S033251","SF 2003","X","X.489","SF","2003","Spike",5,88,1,1
"89.Spike","S033366","SF 2003","X","X.189","SF","2003","Spike",8,89,1,1
"90.Spike","S033137","SF 2003","X","X.489","SF","2003","Spike",9,90,1,1
"91.Spike","S033352","SF 2003","X","X.287","SF","2003","Spike",10,91,1,1
"92.Spike","S033751","SF 2003","X","X.589","SF","2003","Spike",14,92,1,1
"93.Spike","S033724","SF 2003","X","X.187","SF","2003","Spike",15,93,1,1
"94.Spike","S033721","SF 2003","X","X.187","SF","2003","Spike",17,94,1,1
"95.Spike","S033617","SF 2003","X","X.189","SF","2003","Spike",17,95,1,1
"96.Spike","S033345","SF 2003","X","X.287","SF","2003","Spike",17,96,1,1
"97.Spike","S033737","SF 2003","X","X.589","SF","2003","Spike",18,97,1,1
"98.Spike","S033355","SF 2003","X","X.489","SF","2003","Spike",19,98,1,1
"99.Spike","S033115","SF 2003","X","X.287","SF","2003","Spike",21,99,1,1
"100.Spike","S033767","SF 2003","X","X.189","SF","2003","Spike",26,100,1,1
"101.Spike","S033551","SF 2003","X","X.589","SF","2003","Spike",29,101,1,1
"102.Spike","S033611","SF 2003","X","X.287","SF","2003","Spike",43,102,1,1
"103.Spike","S033343","SF 2003","X","X.187","SF","2003","Spike",55,103,1,1
"104.Spike","S033517","SF 2003","X","X.589","SF","2003","Spike",126,104,1,1
"105.Spike","S041333","SF 2004","M","M.289","SF","2004","Spike",0,105,1,1
"106.Spike","S041547","SF 2004","M","M.2084","SF","2004","Spike",0,106,1,1
"107.Spike","S041225","SF 2004","M","M.2084","SF","2004","Spike",0,107,1,1
"108.Spike","S041447","SF 2004","M","M.1086","SF","2004","Spike",0,108,1,1
"109.Spike","S041622","SF 2004","M","M.389","SF","2004","Spike",0,109,1,1
"110.Spike","S041665","SF 2004","M","M.1086","SF","2004","Spike",0,110,1,1
"111.Spike","S041163","SF 2004","M","M.686","SF","2004","Spike",1,111,1,1
"112.Spike","S041126","SF 2004","M","M.1086","SF","2004","Spike",2,112,1,1
"113.Spike","S041723","SF 2004","M","M.686","SF","2004","Spike",2,113,1,1
"114.Spike","S041354","SF 2004","M","M.286","SF","2004","Spike",3,114,1,1
"115.Spike","S041367","SF 2004","M","M.389","SF","2004","Spike",3,115,1,1
"116.Spike","S041235","SF 2004","M","M.1086","SF","2004","Spike",4,116,1,1
"117.Spike","S041212","SF 2004","M","M.289","SF","2004","Spike",4,117,1,1
"118.Spike","S041326","SF 2004","M","M.286","SF","2004","Spike",4,118,1,1
"119.Spike","S041434","SF 2004","M","M.289","SF","2004","Spike",5,119,1,1
"120.Spike","S041732","SF 2004","M","M.286","SF","2004","Spike",8,120,1,1
"121.Spike","S041313","SF 2004","M","M.686","SF","2004","Spike",9,121,1,1
"122.Spike","S041457","SF 2004","M","M.286","SF","2004","Spike",9,122,1,1
"123.Spike","S041444","SF 2004","M","M.389","SF","2004","Spike",13,123,1,1
"124.Spike","S041514","SF 2004","M","M.2084","SF","2004","Spike",14,124,1,1
"125.Spike","S041241","SF 2004","M","M.289","SF","2004","Spike",17,125,1,1
"126.Spike","S041141","SF 2004","M","M.686","SF","2004","Spike",22,126,1,1
"127.Spike","S041357","SF 2004","M","M.389","SF","2004","Spike",36,127,1,1
"128.Spike","S041714","SF 2004","X","X.489","SF","2004","Spike",0,128,1,1
"129.Spike","S041533","SF 2004","X","X.189","SF","2004","Spike",0,129,1,1
"130.Spike","S041527","SF 2004","X","X.189","SF","2004","Spike",0,130,1,1
"131.Spike","S041224","SF 2004","X","X.287","SF","2004","Spike",0,131,1,1
"132.Spike","S041323","SF 2004","X","X.187","SF","2004","Spike",0,132,1,1
"133.Spike","S041331","SF 2004","X","X.187","SF","2004","Spike",0,133,1,1
"134.Spike","S041417","SF 2004","X","X.589","SF","2004","Spike",0,134,1,1
"135.Spike","S041475","SF 2004","X","X.489","SF","2004","Spike",0,135,1,1
"136.Spike","S041556","SF 2004","X","X.189","SF","2004","Spike",0,136,1,1
"137.Spike","S041431","SF 2004","X","X.489","SF","2004","Spike",2,137,1,1
"138.Spike","S041144","SF 2004","X","X.287","SF","2004","Spike",5,138,1,1
"139.Spike","S041135","SF 2004","X","X.187","SF","2004","Spike",6,139,1,1
"140.Spike","S041432","SF 2004","X","X.187","SF","2004","Spike",8,140,1,1
"141.Spike","S042175","SF 2004","M","M.686","SF","2004","Spike",0,141,1,1
"142.Spike","S042514","SF 2004","M","M.2084","SF","2004","Spike",0,142,1,1
"143.Spike","S042461","SF 2004","M","M.2084","SF","2004","Spike",0,143,1,1
"144.Spike","S042227","SF 2004","M","M.389","SF","2004","Spike",0,144,1,1
"145.Spike","S042315","SF 2004","M","M.2084","SF","2004","Spike",0,145,1,1
"146.Spike","S042532","SF 2004","M","M.389","SF","2004","Spike",0,146,1,1
"147.Spike","S042726","SF 2004","M","M.289","SF","2004","Spike",0,147,1,1
"148.Spike","S042217","SF 2004","M","M.289","SF","2004","Spike",1,148,1,1
"149.Spike","S042625","SF 2004","M","M.1086","SF","2004","Spike",2,149,1,1
"150.Spike","S042515","SF 2004","M","M.1086","SF","2004","Spike",3,150,1,1
"151.Spike","S042363","SF 2004","M","M.286","SF","2004","Spike",3,151,1,1
"152.Spike","S042533","SF 2004","M","M.1086","SF","2004","Spike",4,152,1,1
"153.Spike","S042347","SF 2004","M","M.286","SF","2004","Spike",5,153,1,1
"154.Spike","S042432","SF 2004","M","M.686","SF","2004","Spike",6,154,1,1
"155.Spike","S042251","SF 2004","M","M.686","SF","2004","Spike",7,155,1,1
"156.Spike","S042724","SF 2004","M","M.2084","SF","2004","Spike",7,156,1,1
"157.Spike","S042637","SF 2004","M","M.389","SF","2004","Spike",11,157,1,1
"158.Spike","S042121","SF 2004","M","M.289","SF","2004","Spike",50,158,1,1
"159.Spike","S042162","SF 2004","X","X.489","SF","2004","Spike",0,159,1,1
"160.Spike","S042232","SF 2004","X","X.189","SF","2004","Spike",0,160,1,1
"161.Spike","S042326","SF 2004","X","X.189","SF","2004","Spike",0,161,1,1
"162.Spike","S042443","SF 2004","X","X.287","SF","2004","Spike",0,162,1,1
"163.Spike","S042462","SF 2004","X","X.489","SF","2004","Spike",0,163,1,1
"164.Spike","S042656","SF 2004","X","X.287","SF","2004","Spike",0,164,1,1
"165.Spike","S042275","SF 2004","X","X.187","SF","2004","Spike",0,165,1,1
"166.Spike","S042651","SF 2004","X","X.287","SF","2004","Spike",2,166,1,1
"167.Spike","S042314","SF 2004","X","X.189","SF","2004","Spike",3,167,1,1
"168.Spike","S042454","SF 2004","X","X.189","SF","2004","Spike",6,168,1,1
"169.Spike","S042254","SF 2004","X","X.589","SF","2004","Spike",16,169,1,1
"170.Spike","S042376","SF 2004","X","X.287","SF","2004","Spike",16,170,1,1
"171.Spike","S042246","SF 2004","X","X.489","SF","2004","Spike",16,171,1,1
"172.Spike","S042261","SF 2004","X","X.589","SF","2004","Spike",17,172,1,1
"173.Spike","S042161","SF 2004","X","X.187","SF","2004","Spike",22,173,1,1
"174.Spike","S043711","SF 2004","M","M.286","SF","2004","Spike",0,174,1,1
"175.Spike","S043611","SF 2004","M","M.389","SF","2004","Spike",0,175,1,1
"176.Spike","S043633","SF 2004","M","M.1086","SF","2004","Spike",0,176,1,1
"177.Spike","S043267","SF 2004","M","M.286","SF","2004","Spike",0,177,1,1
"178.Spike","S043323","SF 2004","M","M.286","SF","2004","Spike",0,178,1,1
"179.Spike","S043366","SF 2004","M","M.2084","SF","2004","Spike",0,179,1,1
