"","SIRE","DAM","POP","SITE","ROW","BLK","varb","resp","id","root","fit"
"774.fruit","2204","2135","2","M",1,"2","fruit",233,774,1,1
"775.fruit","1118","1110","1","M",1,"2","fruit",138,775,1,1
"776.fruit","1034","1019","1","M",1,"2","fruit",124,776,1,1
"777.fruit","1071","1182","1","M",1,"2","fruit",30,777,1,1
"778.fruit","2087","2054","2","M",1,"2","fruit",300,778,1,1
"779.fruit","3156","3158","3","M",1,"2","fruit",42,779,1,1
"780.fruit","2200","2014","2","M",1,"2","fruit",110,780,1,1
"781.fruit","1106","1098","1","M",1,"2","fruit",0,781,1,1
"782.fruit","3156","3158","3","M",1,"2","fruit",345,782,1,1
"783.fruit","1076","1174","1","M",1,"2","fruit",20,783,1,1
"784.fruit","2087","2054","2","M",1,"2","fruit",283,784,1,1
"785.fruit","1133","1119","1","M",1,"2","fruit",97,785,1,1
"786.fruit","3050","3144","3","M",1,"2","fruit",262,786,1,1
"787.fruit","3199","3195","3","M",1,"2","fruit",474,787,1,1
"788.fruit","3017","3001","3","M",1,"2","fruit",216,788,1,1
"789.fruit","3102","3154","3","M",1,"2","fruit",116,789,1,1
"790.fruit","3049","3109","3","M",1,"2","fruit",53,790,1,1
"791.fruit","2166","2167","2","M",1,"2","fruit",306,791,1,1
"792.fruit","1040","1115","1","M",1,"2","fruit",108,792,1,1
"793.fruit","1189","1028","1","M",1,"2","fruit",47,793,1,1
"794.fruit","3004","3145","3","M",1,"2","fruit",429,794,1,1
"795.fruit","1022","1078","1","M",1,"2","fruit",114,795,1,1
"796.fruit","1133","1005","1","M",1,"2","fruit",49,796,1,1
"797.fruit","1120","1067","1","M",1,"2","fruit",156,797,1,1
"798.fruit","2215","2189","2","M",2,"2","fruit",291,798,1,1
"799.fruit","3077","3143","3","M",2,"2","fruit",438,799,1,1
"800.fruit","1101","1052","1","M",2,"2","fruit",114,800,1,1
"801.fruit","2204","2188","2","M",2,"2","fruit",155,801,1,1
"802.fruit","3004","3190","3","M",2,"2","fruit",41,802,1,1
"803.fruit","1030","1180","1","M",2,"2","fruit",66,803,1,1
"804.fruit","2094","2036","2","M",2,"2","fruit",101,804,1,1
"805.fruit","3041","3132","3","M",2,"2","fruit",47,805,1,1
"806.fruit","2133","2063","2","M",2,"2","fruit",221,806,1,1
"807.fruit","3021","3189","3","M",2,"2","fruit",34,807,1,1
"808.fruit","3016","3090","3","M",2,"2","fruit",157,808,1,1
"809.fruit","1030","1006","1","M",2,"2","fruit",185,809,1,1
"810.fruit","3180","3098","3","M",2,"2","fruit",49,810,1,1
"811.fruit","3156","3067","3","M",2,"2","fruit",304,811,1,1
"812.fruit","1021","1009","1","M",2,"2","fruit",78,812,1,1
"813.fruit","1071","1079","1","M",2,"2","fruit",148,813,1,1
"814.fruit","2003","2130","2","M",2,"2","fruit",232,814,1,1
"815.fruit","2098","2169","2","M",2,"2","fruit",0,815,1,1
"816.fruit","1056","1046","1","M",2,"2","fruit",132,816,1,1
"817.fruit","2056","2018","2","M",2,"2","fruit",180,817,1,1
"818.fruit","3084","3082","3","M",2,"2","fruit",22,818,1,1
"819.fruit","2173","2128","2","M",2,"2","fruit",158,819,1,1
"820.fruit","3003","3111","3","M",2,"2","fruit",0,820,1,1
"821.fruit","2173","2128","2","M",2,"2","fruit",83,821,1,1
"822.fruit","1033","1108","1","M",2,"2","fruit",157,822,1,1
"823.fruit","3140","3120","3","M",2,"2","fruit",8,823,1,1
"824.fruit","1106","1007","1","M",2,"2","fruit",43,824,1,1
"825.fruit","3003","3117","3","M",2,"2","fruit",314,825,1,1
"826.fruit","2095","2170","2","M",2,"2","fruit",61,826,1,1
"827.fruit","1111","1080","1","M",2,"2","fruit",90,827,1,1
"828.fruit","2051","2209","2","M",2,"2","fruit",267,828,1,1
"829.fruit","3055","3177","3","M",2,"2","fruit",0,829,1,1
"830.fruit","3136","3119","3","M",2,"2","fruit",6,830,1,1
"831.fruit","3198","3053","3","M",2,"2","fruit",157,831,1,1
"832.fruit","2200","2044","2","M",2,"2","fruit",106,832,1,1
"833.fruit","1122","1113","1","M",2,"2","fruit",1,833,1,1
"834.fruit","1127","1058","1","M",2,"2","fruit",70,834,1,1
"835.fruit","2184","2211","2","M",2,"2","fruit",75,835,1,1
"836.fruit","1102","1157","1","M",2,"2","fruit",92,836,1,1
"837.fruit","3181","3094","3","M",2,"2","fruit",35,837,1,1
"838.fruit","1056","1148","1","M",2,"2","fruit",121,838,1,1
"839.fruit","2031","2071","2","M",2,"2","fruit",54,839,1,1
"840.fruit","2214","2092","2","M",2,"2","fruit",322,840,1,1
"841.fruit","3148","3044","3","M",2,"2","fruit",134,841,1,1
"842.fruit","1033","1108","1","M",2,"2","fruit",58,842,1,1
"843.fruit","3014","3161","3","M",2,"2","fruit",262,843,1,1
"844.fruit","2010","2121","2","M",2,"2","fruit",268,844,1,1
"845.fruit","2084","2181","2","M",2,"2","fruit",248,845,1,1
"846.fruit","1040","1002","1","M",2,"2","fruit",75,846,1,1
"847.fruit","2038","2077","2","M",3,"2","fruit",421,847,1,1
"848.fruit","1118","1130","1","M",3,"2","fruit",244,848,1,1
"849.fruit","2108","2175","2","M",3,"2","fruit",304,849,1,1
"850.fruit","3128","3184","3","M",3,"2","fruit",340,850,1,1
"851.fruit","3199","3167","3","M",3,"2","fruit",230,851,1,1
"852.fruit","1029","1035","1","M",3,"2","fruit",162,852,1,1
"853.fruit","3077","3051","3","M",3,"2","fruit",519,853,1,1
"854.fruit","3084","3056","3","M",3,"2","fruit",108,854,1,1
"855.fruit","2117","2160","2","M",3,"2","fruit",124,855,1,1
"856.fruit","3035","3129","3","M",3,"2","fruit",138,856,1,1
"857.fruit","2204","2135","2","M",3,"2","fruit",70,857,1,1
"858.fruit","2024","2194","2","M",3,"2","fruit",129,858,1,1
"859.fruit","3198","3124","3","M",3,"2","fruit",262,859,1,1
"860.fruit","3081","3101","3","M",3,"2","fruit",9,860,1,1
"861.fruit","2024","2067","2","M",3,"2","fruit",388,861,1,1
"862.fruit","2214","2222","2","M",3,"2","fruit",198,862,1,1
"863.fruit","1138","1057","1","M",3,"2","fruit",318,863,1,1
"864.fruit","2074","2035","2","M",3,"2","fruit",520,864,1,1
"865.fruit","2184","2154","2","M",3,"2","fruit",282,865,1,1
"866.fruit","1034","1019","1","M",3,"2","fruit",107,866,1,1
"867.fruit","3049","3033","3","M",3,"2","fruit",475,867,1,1
"868.fruit","1160","1194","1","M",3,"2","fruit",75,868,1,1
"869.fruit","3016","3024","3","M",3,"2","fruit",113,869,1,1
"870.fruit","3014","3161","3","M",3,"2","fruit",317,870,1,1
"871.fruit","1042","1014","1","M",3,"2","fruit",74,871,1,1
"872.fruit","1033","1097","1","M",3,"2","fruit",129,872,1,1
"873.fruit","2074","2107","2","M",3,"2","fruit",429,873,1,1
"874.fruit","1045","1184","1","M",3,"2","fruit",82,874,1,1
"875.fruit","2089","2120","2","M",3,"2","fruit",443,875,1,1
"876.fruit","3198","3053","3","M",3,"2","fruit",122,876,1,1
"877.fruit","2098","2009","2","M",3,"2","fruit",23,877,1,1
"878.fruit","1146","1036","1","M",3,"2","fruit",51,878,1,1
"879.fruit","1138","1089","1","M",3,"2","fruit",45,879,1,1
"880.fruit","1056","1148","1","M",3,"2","fruit",66,880,1,1
"881.fruit","2173","2052","2","M",3,"2","fruit",300,881,1,1
"882.fruit","2178","2058","2","M",3,"2","fruit",160,882,1,1
"883.fruit","2150","2177","2","M",3,"2","fruit",98,883,1,1
"884.fruit","3030","3149","3","M",3,"2","fruit",437,884,1,1
"885.fruit","3194","3022","3","M",3,"2","fruit",372,885,1,1
"886.fruit","2072","2187","2","M",3,"2","fruit",41,886,1,1
"887.fruit","3194","3142","3","M",3,"2","fruit",208,887,1,1
"888.fruit","2010","2101","2","M",3,"2","fruit",306,888,1,1
"889.fruit","1175","1193","1","M",3,"2","fruit",226,889,1,1
"890.fruit","1192","1183","1","M",3,"2","fruit",131,890,1,1
"891.fruit","3059","3146","3","M",3,"2","fruit",260,891,1,1
"892.fruit","3059","3146","3","M",3,"2","fruit",342,892,1,1
"893.fruit","3005","3171","3","M",3,"2","fruit",342,893,1,1
"894.fruit","3084","3088","3","M",3,"2","fruit",157,894,1,1
"895.fruit","3091","3107","3","M",3,"2","fruit",334,895,1,1
"896.fruit","1076","1018","1","M",4,"2","fruit",106,896,1,1
"897.fruit","3180","3112","3","M",4,"2","fruit",40,897,1,1
"898.fruit","3005","3075","3","M",4,"2","fruit",191,898,1,1
"899.fruit","1102","1100","1","M",4,"2","fruit",177,899,1,1
"900.fruit","3148","3157","3","M",4,"2","fruit",302,900,1,1
"901.fruit","1107","1068","1","M",4,"2","fruit",110,901,1,1
"902.fruit","1129","1099","1","M",4,"2","fruit",73,902,1,1
"903.fruit","2098","2140","2","M",4,"2","fruit",692,903,1,1
"904.fruit","1041","1105","1","M",4,"2","fruit",44,904,1,1
"905.fruit","1122","1003","1","M",4,"2","fruit",46,905,1,1
"906.fruit","3017","3169","3","M",4,"2","fruit",158,906,1,1
"907.fruit","2133","2197","2","M",4,"2","fruit",71,907,1,1
"908.fruit","2020","2164","2","M",4,"2","fruit",228,908,1,1
"909.fruit","1146","1036","1","M",4,"2","fruit",75,909,1,1
"910.fruit","2172","2110","2","M",4,"2","fruit",99,910,1,1
"911.fruit","1120","1075","1","M",4,"2","fruit",163,911,1,1
"912.fruit","2215","2030","2","M",4,"2","fruit",152,912,1,1
"913.fruit","2074","2035","2","M",4,"2","fruit",118,913,1,1
"914.fruit","3091","3076","3","M",4,"2","fruit",0,914,1,1
"915.fruit","3199","3167","3","M",4,"2","fruit",268,915,1,1
"916.fruit","1004","1140","1","M",4,"2","fruit",49,916,1,1
"917.fruit","3017","3115","3","M",4,"2","fruit",146,917,1,1
"918.fruit","1122","1186","1","M",4,"2","fruit",53,918,1,1
"919.fruit","1073","1136","1","M",4,"2","fruit",9,919,1,1
"920.fruit","2095","2139","2","M",4,"2","fruit",231,920,1,1
"921.fruit","3173","3026","3","M",4,"2","fruit",451,921,1,1
"922.fruit","1175","1193","1","M",4,"2","fruit",32,922,1,1
"923.fruit","2093","2123","2","M",4,"2","fruit",189,923,1,1
"924.fruit","3005","3171","3","M",4,"2","fruit",316,924,1,1
"925.fruit","3016","3090","3","M",4,"2","fruit",54,925,1,1
"926.fruit","2191","2182","2","M",4,"2","fruit",208,926,1,1
"927.fruit","1082","1158","1","M",4,"2","fruit",53,927,1,1
"928.fruit","3148","3157","3","M",4,"2","fruit",77,928,1,1
"929.fruit","1102","1100","1","M",4,"2","fruit",134,929,1,1
"930.fruit","1085","1064","1","M",4,"2","fruit",160,930,1,1
"931.fruit","2049","2161","2","M",4,"2","fruit",145,931,1,1
"932.fruit","2102","2217","2","M",4,"2","fruit",93,932,1,1
"933.fruit","2141","2026","2","M",4,"2","fruit",123,933,1,1
"934.fruit","3180","3112","3","M",4,"2","fruit",10,934,1,1
"935.fruit","3057","3186","3","M",4,"2","fruit",367,935,1,1
"936.fruit","2049","2221","2","M",4,"2","fruit",569,936,1,1
"937.fruit","2031","2125","2","M",4,"2","fruit",152,937,1,1
"938.fruit","3004","3145","3","M",4,"2","fruit",207,938,1,1
"939.fruit","2079","2109","2","M",4,"2","fruit",243,939,1,1
"940.fruit","1133","1090","1","M",4,"2","fruit",159,940,1,1
"941.fruit","2094","2008","2","M",4,"2","fruit",119,941,1,1
"942.fruit","2031","2061","2","M",4,"2","fruit",376,942,1,1
"943.fruit","3035","3127","3","M",4,"2","fruit",25,943,1,1
"944.fruit","2215","2002","2","M",5,"2","fruit",142,944,1,1
"945.fruit","1065","1104","1","M",5,"2","fruit",34,945,1,1
"946.fruit","3041","3073","3","M",5,"2","fruit",506,946,1,1
"947.fruit","2084","2181","2","M",5,"2","fruit",139,947,1,1
"948.fruit","2108","2088","2","M",5,"2","fruit",285,948,1,1
"949.fruit","3166","3134","3","M",5,"2","fruit",255,949,1,1
"950.fruit","2196","2137","2","M",5,"2","fruit",322,950,1,1
"951.fruit","3187","3165","3","M",5,"2","fruit",275,951,1,1
"952.fruit","3031","3113","3","M",5,"2","fruit",323,952,1,1
"953.fruit","1091","1188","1","M",5,"2","fruit",87,953,1,1
"954.fruit","3140","3188","3","M",5,"2","fruit",0,954,1,1
"955.fruit","2108","2088","2","M",5,"2","fruit",330,955,1,1
"956.fruit","2087","2007","2","M",5,"2","fruit",303,956,1,1
"957.fruit","2116","2047","2","M",5,"2","fruit",149,957,1,1
"958.fruit","1091","1198","1","M",5,"2","fruit",52,958,1,1
"959.fruit","2196","2137","2","M",5,"2","fruit",123,959,1,1
"960.fruit","2166","2207","2","M",5,"2","fruit",327,960,1,1
"961.fruit","2072","2037","2","M",5,"2","fruit",413,961,1,1
"962.fruit","2141","2086","2","M",5,"2","fruit",214,962,1,1
"963.fruit","1073","1087","1","M",5,"2","fruit",172,963,1,1
"964.fruit","1094","1185","1","M",5,"2","fruit",51,964,1,1
"965.fruit","3049","3033","3","M",5,"2","fruit",321,965,1,1
"966.fruit","3049","3109","3","M",5,"2","fruit",39,966,1,1
"967.fruit","3084","3056","3","M",5,"2","fruit",214,967,1,1
"968.fruit","3055","3164","3","M",5,"2","fruit",138,968,1,1
"969.fruit","2045","2168","2","M",5,"2","fruit",293,969,1,1
"970.fruit","1102","1008","1","M",5,"2","fruit",0,970,1,1
"971.fruit","3077","3143","3","M",5,"2","fruit",239,971,1,1
"972.fruit","1021","1179","1","M",5,"2","fruit",120,972,1,1
"973.fruit","2124","2153","2","M",5,"2","fruit",168,973,1,1
"974.fruit","2117","2013","2","M",5,"2","fruit",256,974,1,1
"975.fruit","3175","3039","3","M",5,"2","fruit",153,975,1,1
"976.fruit","1072","1137","1","M",5,"2","fruit",260,976,1,1
"977.fruit","3004","3190","3","M",5,"2","fruit",479,977,1,1
"978.fruit","2116","2047","2","M",5,"2","fruit",53,978,1,1
"979.fruit","2031","2071","2","M",5,"2","fruit",301,979,1,1
"980.fruit","3197","3034","3","M",5,"2","fruit",288,980,1,1
"981.fruit","1065","1031","1","M",5,"2","fruit",206,981,1,1
"982.fruit","1192","1128","1","M",5,"2","fruit",37,982,1,1
"983.fruit","2191","2163","2","M",5,"2","fruit",407,983,1,1
"984.fruit","1111","1197","1","M",5,"2","fruit",42,984,1,1
"985.fruit","2012","2055","2","M",5,"2","fruit",384,985,1,1
"986.fruit","2214","2203","2","M",5,"2","fruit",369,986,1,1
"987.fruit","1033","1097","1","M",5,"2","fruit",43,987,1,1
"988.fruit","3050","3048","3","M",5,"2","fruit",737,988,1,1
"989.fruit","2095","2170","2","M",5,"2","fruit",410,989,1,1
"990.fruit","2224","2114","2","M",5,"2","fruit",113,990,1,1
"991.fruit","3136","3153","3","M",5,"2","fruit",298,991,1,1
"992.fruit","2133","2105","2","M",6,"2","fruit",450,992,1,1
"993.fruit","2085","2059","2","M",6,"2","fruit",511,993,1,1
"994.fruit","1146","1069","1","M",6,"2","fruit",144,994,1,1
"995.fruit","3183","3009","3","M",6,"2","fruit",0,995,1,1
"996.fruit","1084","1038","1","M",6,"2","fruit",232,996,1,1
"997.fruit","3183","3009","3","M",6,"2","fruit",99,997,1,1
"998.fruit","1189","1121","1","M",6,"2","fruit",147,998,1,1
"999.fruit","2003","2083","2","M",6,"2","fruit",486,999,1,1
"1000.fruit","2016","2149","2","M",6,"2","fruit",158,1000,1,1
"1001.fruit","1026","1171","1","M",6,"2","fruit",43,1001,1,1
"1002.fruit","2072","2104","2","M",6,"2","fruit",95,1002,1,1
"1003.fruit","1061","1059","1","M",6,"2","fruit",93,1003,1,1
"1004.fruit","1085","1032","1","M",6,"2","fruit",225,1004,1,1
"1005.fruit","2173","2127","2","M",6,"2","fruit",171,1005,1,1
"1006.fruit","2087","2025","2","M",6,"2","fruit",405,1006,1,1
"1007.fruit","3199","3195","3","M",6,"2","fruit",266,1007,1,1
"1008.fruit","2085","2208","2","M",6,"2","fruit",351,1008,1,1
"1009.fruit","1116","1074","1","M",6,"2","fruit",205,1009,1,1
"1010.fruit","2089","2065","2","M",6,"2","fruit",116,1010,1,1
"1011.fruit","1061","1155","1","M",6,"2","fruit",75,1011,1,1
"1012.fruit","2082","2070","2","M",6,"2","fruit",278,1012,1,1
"1013.fruit","2095","2039","2","M",6,"2","fruit",66,1013,1,1
"1014.fruit","1094","1150","1","M",6,"2","fruit",93,1014,1,1
"1015.fruit","3128","3019","3","M",6,"2","fruit",442,1015,1,1
"1016.fruit","3021","3074","3","M",6,"2","fruit",62,1016,1,1
"1017.fruit","3050","3116","3","M",6,"2","fruit",210,1017,1,1
"1018.fruit","2178","2165","2","M",6,"2","fruit",183,1018,1,1
"1019.fruit","1042","1083","1","M",6,"2","fruit",29,1019,1,1
"1020.fruit","2124","2199","2","M",6,"2","fruit",87,1020,1,1
"1021.fruit","2195","2057","2","M",6,"2","fruit",103,1021,1,1
"1022.fruit","3175","3201","3","M",6,"2","fruit",448,1022,1,1
"1023.fruit","1082","1167","1","M",6,"2","fruit",184,1023,1,1
"1024.fruit","2215","2030","2","M",6,"2","fruit",41,1024,1,1
"1025.fruit","1022","1151","1","M",6,"2","fruit",106,1025,1,1
"1026.fruit","2045","2004","2","M",6,"2","fruit",200,1026,1,1
"1027.fruit","1082","1011","1","M",6,"2","fruit",35,1027,1,1
"1028.fruit","3041","3073","3","M",6,"2","fruit",290,1028,1,1
"1029.fruit","2102","2202","2","M",6,"2","fruit",196,1029,1,1
"1030.fruit","2116","2201","2","M",6,"2","fruit",152,1030,1,1
"1031.fruit","1111","1080","1","M",6,"2","fruit",125,1031,1,1
"1032.fruit","2079","2109","2","M",6,"2","fruit",351,1032,1,1
"1033.fruit","2172","2110","2","M",6,"2","fruit",280,1033,1,1
"1034.fruit","3021","3189","3","M",6,"2","fruit",138,1034,1,1
"1035.fruit","1026","1191","1","M",6,"2","fruit",213,1035,1,1
"1036.fruit","3003","3111","3","M",6,"2","fruit",71,1036,1,1
"1037.fruit","3070","3105","3","M",6,"2","fruit",259,1037,1,1
"1038.fruit","2108","2175","2","M",6,"2","fruit",126,1038,1,1
"1039.fruit","3110","3114","3","M",6,"2","fruit",221,1039,1,1
"1040.fruit","2178","2145","2","M",6,"2","fruit",14,1040,1,1
"1041.fruit","1021","1179","1","M",6,"2","fruit",11,1041,1,1
"1042.fruit","1175","1147","1","M",7,"2","fruit",166,1042,1,1
"1043.fruit","3031","3097","3","M",7,"2","fruit",463,1043,1,1
"1044.fruit","1160","1117","1","M",7,"2","fruit",73,1044,1,1
"1045.fruit","3030","3078","3","M",7,"2","fruit",190,1045,1,1
"1046.fruit","2214","2222","2","M",7,"2","fruit",288,1046,1,1
"1047.fruit","2150","2096","2","M",7,"2","fruit",123,1047,1,1
"1048.fruit","3035","3127","3","M",7,"2","fruit",110,1048,1,1
"1049.fruit","1041","1124","1","M",7,"2","fruit",53,1049,1,1
"1050.fruit","2117","2119","2","M",7,"2","fruit",256,1050,1,1
"1051.fruit","2116","2201","2","M",7,"2","fruit",167,1051,1,1
"1052.fruit","2087","2025","2","M",7,"2","fruit",124,1052,1,1
"1053.fruit","3081","3060","3","M",7,"2","fruit",294,1053,1,1
"1054.fruit","1056","1046","1","M",7,"2","fruit",34,1054,1,1
"1055.fruit","1145","1092","1","M",7,"2","fruit",155,1055,1,1
"1056.fruit","3160","3045","3","M",7,"2","fruit",87,1056,1,1
"1057.fruit","1022","1063","1","M",7,"2","fruit",95,1057,1,1
"1058.fruit","3003","3117","3","M",7,"2","fruit",134,1058,1,1
"1059.fruit","3081","3061","3","M",7,"2","fruit",284,1059,1,1
"1060.fruit","1107","1027","1","M",7,"2","fruit",69,1060,1,1
"1061.fruit","1040","1010","1","M",7,"2","fruit",86,1061,1,1
"1062.fruit","3046","3135","3","M",7,"2","fruit",73,1062,1,1
"1063.fruit","2001","2136","2","M",7,"2","fruit",15,1063,1,1
"1064.fruit","1034","1163","1","M",7,"2","fruit",108,1064,1,1
"1065.fruit","3050","3116","3","M",7,"2","fruit",128,1065,1,1
"1066.fruit","1065","1031","1","M",7,"2","fruit",78,1066,1,1
"1067.fruit","1129","1044","1","M",7,"2","fruit",67,1067,1,1
"1068.fruit","1129","1086","1","M",7,"2","fruit",43,1068,1,1
"1069.fruit","3180","3137","3","M",7,"2","fruit",331,1069,1,1
"1070.fruit","2082","2070","2","M",7,"2","fruit",316,1070,1,1
"1071.fruit","1101","1052","1","M",7,"2","fruit",148,1071,1,1
"1072.fruit","3049","3062","3","M",7,"2","fruit",388,1072,1,1
"1073.fruit","2133","2197","2","M",7,"2","fruit",82,1073,1,1
"1074.fruit","2098","2009","2","M",7,"2","fruit",23,1074,1,1
"1075.fruit","3031","3097","3","M",7,"2","fruit",198,1075,1,1
"1076.fruit","3102","3103","3","M",7,"2","fruit",359,1076,1,1
"1077.fruit","2001","2146","2","M",7,"2","fruit",115,1077,1,1
"1078.fruit","3151","3018","3","M",7,"2","fruit",61,1078,1,1
"1079.fruit","2085","2208","2","M",7,"2","fruit",237,1079,1,1
"1080.fruit","2195","2057","2","M",7,"2","fruit",455,1080,1,1
"1081.fruit","2056","2060","2","M",7,"2","fruit",52,1081,1,1
"1082.fruit","1111","1196","1","M",7,"2","fruit",202,1082,1,1
"1083.fruit","2174","2027","2","M",7,"2","fruit",206,1083,1,1
"1084.fruit","1094","1020","1","M",7,"2","fruit",47,1084,1,1
"1085.fruit","3166","3141","3","M",7,"2","fruit",431,1085,1,1
"1086.fruit","2192","2159","2","M",7,"2","fruit",299,1086,1,1
"1087.fruit","3055","3164","3","M",7,"2","fruit",269,1087,1,1
"1088.fruit","3050","3048","3","M",7,"2","fruit",76,1088,1,1
"1089.fruit","2151","2048","2","M",7,"2","fruit",269,1089,1,1
"1090.fruit","3014","3099","3","M",7,"2","fruit",56,1090,1,1
"1091.fruit","1022","1063","1","M",7,"2","fruit",11,1091,1,1
"1092.fruit","3198","3155","3","M",8,"2","fruit",130,1092,1,1
"1093.fruit","3160","3133","3","M",8,"2","fruit",0,1093,1,1
"1094.fruit","3110","3015","3","M",8,"2","fruit",81,1094,1,1
"1095.fruit","2174","2143","2","M",8,"2","fruit",155,1095,1,1
"1096.fruit","2150","2223","2","M",8,"2","fruit",213,1096,1,1
"1097.fruit","1021","1156","1","M",8,"2","fruit",95,1097,1,1
"1098.fruit","2056","2060","2","M",8,"2","fruit",285,1098,1,1
"1099.fruit","2095","2139","2","M",8,"2","fruit",186,1099,1,1
"1100.fruit","2134","2190","2","M",8,"2","fruit",199,1100,1,1
"1101.fruit","2085","2059","2","M",8,"2","fruit",160,1101,1,1
"1102.fruit","3017","3169","3","M",8,"2","fruit",206,1102,1,1
"1103.fruit","1134","1024","1","M",8,"2","fruit",145,1103,1,1
"1104.fruit","3197","3080","3","M",8,"2","fruit",23,1104,1,1
"1105.fruit","1045","1176","1","M",8,"2","fruit",100,1105,1,1
"1106.fruit","3046","3168","3","M",8,"2","fruit",47,1106,1,1
"1107.fruit","2200","2044","2","M",8,"2","fruit",153,1107,1,1
"1108.fruit","1033","1143","1","M",8,"2","fruit",108,1108,1,1
"1109.fruit","3194","3095","3","M",8,"2","fruit",0,1109,1,1
"1110.fruit","3187","3165","3","M",8,"2","fruit",89,1110,1,1
"1111.fruit","2051","2129","2","M",8,"2","fruit",290,1111,1,1
"1112.fruit","1094","1150","1","M",8,"2","fruit",54,1112,1,1
"1113.fruit","2012","2011","2","M",8,"2","fruit",86,1113,1,1
"1114.fruit","1073","1136","1","M",8,"2","fruit",124,1114,1,1
"1115.fruit","2003","2099","2","M",8,"2","fruit",355,1115,1,1
"1116.fruit","2079","2066","2","M",8,"2","fruit",296,1116,1,1
"1117.fruit","2056","2132","2","M",8,"2","fruit",282,1117,1,1
"1118.fruit","2151","2081","2","M",8,"2","fruit",181,1118,1,1
"1119.fruit","1082","1011","1","M",8,"2","fruit",132,1119,1,1
"1120.fruit","3151","3138","3","M",8,"2","fruit",460,1120,1,1
"1121.fruit","2012","2011","2","M",8,"2","fruit",122,1121,1,1
"1122.fruit","1118","1055","1","M",8,"2","fruit",76,1122,1,1
"1123.fruit","1107","1027","1","M",8,"2","fruit",107,1123,1,1
"1124.fruit","2214","2203","2","M",8,"2","fruit",226,1124,1,1
"1125.fruit","1042","1053","1","M",8,"2","fruit",184,1125,1,1
"1126.fruit","2195","2218","2","M",8,"2","fruit",300,1126,1,1
"1127.fruit","2072","2104","2","M",8,"2","fruit",358,1127,1,1
"1128.fruit","1146","1112","1","M",8,"2","fruit",97,1128,1,1
"1129.fruit","1133","1119","1","M",8,"2","fruit",154,1129,1,1
"1130.fruit","3104","3068","3","M",8,"2","fruit",222,1130,1,1
"1131.fruit","1073","1165","1","M",8,"2","fruit",13,1131,1,1
"1132.fruit","3005","3075","3","M",8,"2","fruit",111,1132,1,1
"1133.fruit","1065","1070","1","M",8,"2","fruit",167,1133,1,1
"1134.fruit","3065","3023","3","M",8,"2","fruit",71,1134,1,1
"1135.fruit","3065","3118","3","M",8,"2","fruit",106,1135,1,1
"1136.fruit","2173","2052","2","M",8,"2","fruit",261,1136,1,1
"1137.fruit","3016","3024","3","M",8,"2","fruit",2,1137,1,1
"1138.fruit","3199","3047","3","M",8,"2","fruit",117,1138,1,1
"1139.fruit","2045","2122","2","M",8,"2","fruit",32,1139,1,1
"1140.fruit","1175","1149","1","M",8,"2","fruit",157,1140,1,1
"1141.fruit","1026","1171","1","M",9,"2","fruit",28,1141,1,1
"1142.fruit","2184","2090","2","M",9,"2","fruit",464,1142,1,1
"1143.fruit","3089","3172","3","M",9,"2","fruit",72,1143,1,1
"1144.fruit","2192","2159","2","M",9,"2","fruit",250,1144,1,1
"1145.fruit","3173","3026","3","M",9,"2","fruit",27,1145,1,1
"1146.fruit","2124","2199","2","M",9,"2","fruit",2,1146,1,1
"1147.fruit","1004","1169","1","M",9,"2","fruit",261,1147,1,1
"1148.fruit","3021","3074","3","M",9,"2","fruit",397,1148,1,1
"1149.fruit","3003","3191","3","M",9,"2","fruit",223,1149,1,1
"1150.fruit","1072","1051","1","M",9,"2","fruit",88,1150,1,1
"1151.fruit","3128","3085","3","M",9,"2","fruit",572,1151,1,1
"1152.fruit","1045","1037","1","M",9,"2","fruit",93,1152,1,1
"1153.fruit","1029","1142","1","M",9,"2","fruit",130,1153,1,1
"1154.fruit","2016","2028","2","M",9,"2","fruit",73,1154,1,1
"1155.fruit","3037","3125","3","M",9,"2","fruit",314,1155,1,1
"1156.fruit","1160","1194","1","M",9,"2","fruit",37,1156,1,1
"1157.fruit","3175","3008","3","M",9,"2","fruit",197,1157,1,1
"1158.fruit","2133","2105","2","M",9,"2","fruit",305,1158,1,1
"1159.fruit","2102","2212","2","M",9,"2","fruit",226,1159,1,1
"1160.fruit","3041","3132","3","M",9,"2","fruit",142,1160,1,1
"1161.fruit","2151","2213","2","M",9,"2","fruit",337,1161,1,1
"1162.fruit","2192","2103","2","M",9,"2","fruit",439,1162,1,1
"1163.fruit","2124","2176","2","M",9,"2","fruit",241,1163,1,1
"1164.fruit","1106","1098","1","M",9,"2","fruit",0,1164,1,1
"1165.fruit","2010","2158","2","M",9,"2","fruit",122,1165,1,1
"1166.fruit","1034","1081","1","M",9,"2","fruit",4,1166,1,1
"1167.fruit","3175","3008","3","M",9,"2","fruit",7,1167,1,1
"1168.fruit","2093","2115","2","M",9,"2","fruit",175,1168,1,1
"1169.fruit","3077","3051","3","M",9,"2","fruit",168,1169,1,1
"1170.fruit","2224","2155","2","M",9,"2","fruit",388,1170,1,1
"1171.fruit","1091","1114","1","M",9,"2","fruit",228,1171,1,1
"1172.fruit","1030","1049","1","M",9,"2","fruit",94,1172,1,1
"1173.fruit","3057","3186","3","M",9,"2","fruit",58,1173,1,1
