"","Site","Block","Region","Pop","varb","resp","id","root","varbFlowering","varbFlowers","fit"
"71.Fruits","Riverside","5","N","STYSITE","Fruits",382,71,1,0,0,1
"72.Fruits","Riverside","5","N","STYSITE","Fruits",1217,72,1,0,0,1
"73.Fruits","Riverside","5","N","STYSITE","Fruits",605,73,1,0,0,1
"74.Fruits","Riverside","1","S","JHNSNRCH","Fruits",0,74,1,0,0,1
"75.Fruits","Riverside","1","S","JHNSNRCH","Fruits",20,75,1,0,0,1
"76.Fruits","Riverside","1","S","JHNSNRCH","Fruits",16,76,1,0,0,1
"77.Fruits","Riverside","1","S","JHNSNRCH","Fruits",41,77,1,0,0,1
"78.Fruits","Riverside","2","S","JHNSNRCH","Fruits",91,78,1,0,0,1
"79.Fruits","Riverside","2","S","JHNSNRCH","Fruits",110,79,1,0,0,1
"80.Fruits","Riverside","2","S","JHNSNRCH","Fruits",229,80,1,0,0,1
"81.Fruits","Riverside","2","S","JHNSNRCH","Fruits",68,81,1,0,0,1
"82.Fruits","Riverside","2","S","JHNSNRCH","Fruits",30,82,1,0,0,1
"83.Fruits","Riverside","3","S","JHNSNRCH","Fruits",0,83,1,0,0,1
"84.Fruits","Riverside","3","S","JHNSNRCH","Fruits",1541,84,1,0,0,1
"85.Fruits","Riverside","3","S","JHNSNRCH","Fruits",250,85,1,0,0,1
"86.Fruits","Riverside","3","S","JHNSNRCH","Fruits",17,86,1,0,0,1
"87.Fruits","Riverside","3","S","JHNSNRCH","Fruits",543,87,1,0,0,1
"88.Fruits","Riverside","4","S","JHNSNRCH","Fruits",59,88,1,0,0,1
"89.Fruits","Riverside","4","S","JHNSNRCH","Fruits",1895,89,1,0,0,1
"90.Fruits","Riverside","4","S","JHNSNRCH","Fruits",497,90,1,0,0,1
"91.Fruits","Riverside","4","S","JHNSNRCH","Fruits",206,91,1,0,0,1
"92.Fruits","Riverside","4","S","JHNSNRCH","Fruits",197,92,1,0,0,1
"93.Fruits","Riverside","5","S","JHNSNRCH","Fruits",50,93,1,0,0,1
"94.Fruits","Riverside","5","S","JHNSNRCH","Fruits",133,94,1,0,0,1
"95.Fruits","Riverside","5","S","JHNSNRCH","Fruits",617,95,1,0,0,1
"96.Fruits","Riverside","5","S","JHNSNRCH","Fruits",472,96,1,0,0,1
"97.Fruits","Riverside","5","S","JHNSNRCH","Fruits",1057,97,1,0,0,1
"98.Fruits","Riverside","1","S","NEWSW33HMT","Fruits",0,98,1,0,0,1
"99.Fruits","Riverside","1","S","NEWSW33HMT","Fruits",0,99,1,0,0,1
"100.Fruits","Riverside","1","S","NEWSW33HMT","Fruits",3,100,1,0,0,1
"101.Fruits","Riverside","1","S","NEWSW33HMT","Fruits",144,101,1,0,0,1
"102.Fruits","Riverside","1","S","NEWSW33HMT","Fruits",18,102,1,0,0,1
"103.Fruits","Riverside","2","S","NEWSW33HMT","Fruits",521,103,1,0,0,1
"104.Fruits","Riverside","2","S","NEWSW33HMT","Fruits",209,104,1,0,0,1
"105.Fruits","Riverside","2","S","NEWSW33HMT","Fruits",2,105,1,0,0,1
"106.Fruits","Riverside","2","S","NEWSW33HMT","Fruits",110,106,1,0,0,1
"107.Fruits","Riverside","2","S","NEWSW33HMT","Fruits",6,107,1,0,0,1
"108.Fruits","Riverside","3","S","NEWSW33HMT","Fruits",493,108,1,0,0,1
"109.Fruits","Riverside","3","S","NEWSW33HMT","Fruits",11,109,1,0,0,1
"110.Fruits","Riverside","3","S","NEWSW33HMT","Fruits",144,110,1,0,0,1
"111.Fruits","Riverside","3","S","NEWSW33HMT","Fruits",33,111,1,0,0,1
"112.Fruits","Riverside","3","S","NEWSW33HMT","Fruits",247,112,1,0,0,1
"113.Fruits","Riverside","4","S","NEWSW33HMT","Fruits",281,113,1,0,0,1
"114.Fruits","Riverside","4","S","NEWSW33HMT","Fruits",737,114,1,0,0,1
"115.Fruits","Riverside","4","S","NEWSW33HMT","Fruits",38,115,1,0,0,1
"116.Fruits","Riverside","4","S","NEWSW33HMT","Fruits",175,116,1,0,0,1
"117.Fruits","Riverside","4","S","NEWSW33HMT","Fruits",1222,117,1,0,0,1
"118.Fruits","Riverside","5","S","NEWSW33HMT","Fruits",930,118,1,0,0,1
"119.Fruits","Riverside","5","S","NEWSW33HMT","Fruits",313,119,1,0,0,1
"120.Fruits","Riverside","5","S","NEWSW33HMT","Fruits",50,120,1,0,0,1
"121.Fruits","Riverside","5","S","NEWSW33HMT","Fruits",1210,121,1,0,0,1
"122.Fruits","Riverside","5","S","NEWSW33HMT","Fruits",90,122,1,0,0,1
"123.Fruits","Riverside","1","S","WATKINSUCR","Fruits",15,123,1,0,0,1
"124.Fruits","Riverside","1","S","WATKINSUCR","Fruits",41,124,1,0,0,1
"125.Fruits","Riverside","1","S","WATKINSUCR","Fruits",96,125,1,0,0,1
"126.Fruits","Riverside","1","S","WATKINSUCR","Fruits",0,126,1,0,0,1
"127.Fruits","Riverside","1","S","WATKINSUCR","Fruits",25,127,1,0,0,1
"128.Fruits","Riverside","2","S","WATKINSUCR","Fruits",177,128,1,0,0,1
"129.Fruits","Riverside","2","S","WATKINSUCR","Fruits",44,129,1,0,0,1
"130.Fruits","Riverside","2","S","WATKINSUCR","Fruits",50,130,1,0,0,1
"131.Fruits","Riverside","2","S","WATKINSUCR","Fruits",13,131,1,0,0,1
"132.Fruits","Riverside","2","S","WATKINSUCR","Fruits",781,132,1,0,0,1
"133.Fruits","Riverside","3","S","WATKINSUCR","Fruits",2956,133,1,0,0,1
"134.Fruits","Riverside","3","S","WATKINSUCR","Fruits",253,134,1,0,0,1
"135.Fruits","Riverside","3","S","WATKINSUCR","Fruits",0,135,1,0,0,1
"136.Fruits","Riverside","3","S","WATKINSUCR","Fruits",464,136,1,0,0,1
"137.Fruits","Riverside","3","S","WATKINSUCR","Fruits",239,137,1,0,0,1
"138.Fruits","Riverside","4","S","WATKINSUCR","Fruits",1471,138,1,0,0,1
"139.Fruits","Riverside","4","S","WATKINSUCR","Fruits",168,139,1,0,0,1
"140.Fruits","Riverside","4","S","WATKINSUCR","Fruits",150,140,1,0,0,1
"141.Fruits","Riverside","4","S","WATKINSUCR","Fruits",25,141,1,0,0,1
"142.Fruits","Riverside","4","S","WATKINSUCR","Fruits",31,142,1,0,0,1
"143.Fruits","Riverside","5","S","WATKINSUCR","Fruits",70,143,1,0,0,1
"144.Fruits","Riverside","5","S","WATKINSUCR","Fruits",351,144,1,0,0,1
"145.Fruits","Riverside","5","S","WATKINSUCR","Fruits",1329,145,1,0,0,1
"146.Fruits","Riverside","5","S","WATKINSUCR","Fruits",675,146,1,0,0,1
"147.Fruits","Riverside","5","S","WATKINSUCR","Fruits",513,147,1,0,0,1
"148.Fruits","Point Reyes","6","N","HLFMNGRVST","Fruits",183,148,1,0,0,1
"149.Fruits","Point Reyes","6","N","HLFMNGRVST","Fruits",10,149,1,0,0,1
"150.Fruits","Point Reyes","6","N","HLFMNGRVST","Fruits",174,150,1,0,0,1
"151.Fruits","Point Reyes","6","N","HLFMNGRVST","Fruits",91,151,1,0,0,1
"152.Fruits","Point Reyes","6","N","HLFMNGRVST","Fruits",517,152,1,0,0,1
"153.Fruits","Point Reyes","7","N","HLFMNGRVST","Fruits",140,153,1,0,0,1
"154.Fruits","Point Reyes","7","N","HLFMNGRVST","Fruits",62,154,1,0,0,1
"155.Fruits","Point Reyes","7","N","HLFMNGRVST","Fruits",7,155,1,0,0,1
"156.Fruits","Point Reyes","8","N","HLFMNGRVST","Fruits",12,156,1,0,0,1
"157.Fruits","Point Reyes","8","N","HLFMNGRVST","Fruits",50,157,1,0,0,1
"158.Fruits","Point Reyes","8","N","HLFMNGRVST","Fruits",11,158,1,0,0,1
"159.Fruits","Point Reyes","8","N","HLFMNGRVST","Fruits",84,159,1,0,0,1
"160.Fruits","Point Reyes","9","N","HLFMNGRVST","Fruits",53,160,1,0,0,1
"161.Fruits","Point Reyes","9","N","HLFMNGRVST","Fruits",899,161,1,0,0,1
"162.Fruits","Point Reyes","9","N","HLFMNGRVST","Fruits",4,162,1,0,0,1
"163.Fruits","Point Reyes","9","N","HLFMNGRVST","Fruits",183,163,1,0,0,1
"164.Fruits","Point Reyes","9","N","HLFMNGRVST","Fruits",16,164,1,0,0,1
"165.Fruits","Point Reyes","10","N","HLFMNGRVST","Fruits",58,165,1,0,0,1
"166.Fruits","Point Reyes","10","N","HLFMNGRVST","Fruits",195,166,1,0,0,1
"167.Fruits","Point Reyes","10","N","HLFMNGRVST","Fruits",75,167,1,0,0,1
"168.Fruits","Point Reyes","10","N","HLFMNGRVST","Fruits",67,168,1,0,0,1
"169.Fruits","Point Reyes","6","N","SEARANCH","Fruits",152,169,1,0,0,1
"170.Fruits","Point Reyes","6","N","SEARANCH","Fruits",501,170,1,0,0,1
"171.Fruits","Point Reyes","6","N","SEARANCH","Fruits",579,171,1,0,0,1
"172.Fruits","Point Reyes","6","N","SEARANCH","Fruits",21,172,1,0,0,1
"173.Fruits","Point Reyes","6","N","SEARANCH","Fruits",127,173,1,0,0,1
"174.Fruits","Point Reyes","7","N","SEARANCH","Fruits",1520,174,1,0,0,1
"175.Fruits","Point Reyes","7","N","SEARANCH","Fruits",46,175,1,0,0,1
"176.Fruits","Point Reyes","7","N","SEARANCH","Fruits",12,176,1,0,0,1
"177.Fruits","Point Reyes","7","N","SEARANCH","Fruits",25,177,1,0,0,1
"178.Fruits","Point Reyes","7","N","SEARANCH","Fruits",107,178,1,0,0,1
"179.Fruits","Point Reyes","8","N","SEARANCH","Fruits",652,179,1,0,0,1
"180.Fruits","Point Reyes","8","N","SEARANCH","Fruits",459,180,1,0,0,1
"181.Fruits","Point Reyes","8","N","SEARANCH","Fruits",14,181,1,0,0,1
"182.Fruits","Point Reyes","8","N","SEARANCH","Fruits",0,182,1,0,0,1
"183.Fruits","Point Reyes","9","N","SEARANCH","Fruits",2,183,1,0,0,1
"184.Fruits","Point Reyes","9","N","SEARANCH","Fruits",107,184,1,0,0,1
"185.Fruits","Point Reyes","9","N","SEARANCH","Fruits",33,185,1,0,0,1
"186.Fruits","Point Reyes","9","N","SEARANCH","Fruits",1048,186,1,0,0,1
"187.Fruits","Point Reyes","10","N","SEARANCH","Fruits",64,187,1,0,0,1
"188.Fruits","Point Reyes","10","N","SEARANCH","Fruits",174,188,1,0,0,1
"189.Fruits","Point Reyes","10","N","SEARANCH","Fruits",0,189,1,0,0,1
"190.Fruits","Point Reyes","10","N","SEARANCH","Fruits",10,190,1,0,0,1
"191.Fruits","Point Reyes","6","N","STYSITE","Fruits",335,191,1,0,0,1
"192.Fruits","Point Reyes","6","N","STYSITE","Fruits",48,192,1,0,0,1
"193.Fruits","Point Reyes","6","N","STYSITE","Fruits",0,193,1,0,0,1
"194.Fruits","Point Reyes","6","N","STYSITE","Fruits",58,194,1,0,0,1
"195.Fruits","Point Reyes","6","N","STYSITE","Fruits",423,195,1,0,0,1
"196.Fruits","Point Reyes","7","N","STYSITE","Fruits",97,196,1,0,0,1
"197.Fruits","Point Reyes","7","N","STYSITE","Fruits",205,197,1,0,0,1
"198.Fruits","Point Reyes","7","N","STYSITE","Fruits",0,198,1,0,0,1
"199.Fruits","Point Reyes","7","N","STYSITE","Fruits",82,199,1,0,0,1
"200.Fruits","Point Reyes","8","N","STYSITE","Fruits",0,200,1,0,0,1
"201.Fruits","Point Reyes","8","N","STYSITE","Fruits",19,201,1,0,0,1
"202.Fruits","Point Reyes","8","N","STYSITE","Fruits",9,202,1,0,0,1
"203.Fruits","Point Reyes","8","N","STYSITE","Fruits",122,203,1,0,0,1
"204.Fruits","Point Reyes","8","N","STYSITE","Fruits",0,204,1,0,0,1
"205.Fruits","Point Reyes","9","N","STYSITE","Fruits",80,205,1,0,0,1
"206.Fruits","Point Reyes","9","N","STYSITE","Fruits",6,206,1,0,0,1
"207.Fruits","Point Reyes","9","N","STYSITE","Fruits",24,207,1,0,0,1
"208.Fruits","Point Reyes","9","N","STYSITE","Fruits",118,208,1,0,0,1
"209.Fruits","Point Reyes","9","N","STYSITE","Fruits",7,209,1,0,0,1
"210.Fruits","Point Reyes","10","N","STYSITE","Fruits",4,210,1,0,0,1
"211.Fruits","Point Reyes","10","N","STYSITE","Fruits",0,211,1,0,0,1
"212.Fruits","Point Reyes","10","N","STYSITE","Fruits",0,212,1,0,0,1
"213.Fruits","Point Reyes","10","N","STYSITE","Fruits",0,213,1,0,0,1
"214.Fruits","Point Reyes","6","S","JHNSNRCH","Fruits",78,214,1,0,0,1
"215.Fruits","Point Reyes","6","S","JHNSNRCH","Fruits",277,215,1,0,0,1
"216.Fruits","Point Reyes","6","S","JHNSNRCH","Fruits",761,216,1,0,0,1
"217.Fruits","Point Reyes","6","S","JHNSNRCH","Fruits",80,217,1,0,0,1
"218.Fruits","Point Reyes","6","S","JHNSNRCH","Fruits",123,218,1,0,0,1
"219.Fruits","Point Reyes","7","S","JHNSNRCH","Fruits",131,219,1,0,0,1
"220.Fruits","Point Reyes","7","S","JHNSNRCH","Fruits",51,220,1,0,0,1
"221.Fruits","Point Reyes","7","S","JHNSNRCH","Fruits",136,221,1,0,0,1
"222.Fruits","Point Reyes","7","S","JHNSNRCH","Fruits",41,222,1,0,0,1
"223.Fruits","Point Reyes","7","S","JHNSNRCH","Fruits",164,223,1,0,0,1
"224.Fruits","Point Reyes","8","S","JHNSNRCH","Fruits",563,224,1,0,0,1
"225.Fruits","Point Reyes","8","S","JHNSNRCH","Fruits",177,225,1,0,0,1
"226.Fruits","Point Reyes","8","S","JHNSNRCH","Fruits",83,226,1,0,0,1
"227.Fruits","Point Reyes","8","S","JHNSNRCH","Fruits",37,227,1,0,0,1
"228.Fruits","Point Reyes","8","S","JHNSNRCH","Fruits",100,228,1,0,0,1
"229.Fruits","Point Reyes","9","S","JHNSNRCH","Fruits",44,229,1,0,0,1
"230.Fruits","Point Reyes","9","S","JHNSNRCH","Fruits",203,230,1,0,0,1
"231.Fruits","Point Reyes","9","S","JHNSNRCH","Fruits",151,231,1,0,0,1
"232.Fruits","Point Reyes","9","S","JHNSNRCH","Fruits",483,232,1,0,0,1
"233.Fruits","Point Reyes","9","S","JHNSNRCH","Fruits",50,233,1,0,0,1
"234.Fruits","Point Reyes","10","S","JHNSNRCH","Fruits",1,234,1,0,0,1
"235.Fruits","Point Reyes","10","S","JHNSNRCH","Fruits",343,235,1,0,0,1
"236.Fruits","Point Reyes","10","S","JHNSNRCH","Fruits",381,236,1,0,0,1
"237.Fruits","Point Reyes","10","S","JHNSNRCH","Fruits",18,237,1,0,0,1
"238.Fruits","Point Reyes","10","S","JHNSNRCH","Fruits",0,238,1,0,0,1
"239.Fruits","Point Reyes","6","S","NEWSW33HMT","Fruits",156,239,1,0,0,1
"240.Fruits","Point Reyes","6","S","NEWSW33HMT","Fruits",157,240,1,0,0,1
"241.Fruits","Point Reyes","6","S","NEWSW33HMT","Fruits",59,241,1,0,0,1
"242.Fruits","Point Reyes","6","S","NEWSW33HMT","Fruits",9,242,1,0,0,1
"243.Fruits","Point Reyes","6","S","NEWSW33HMT","Fruits",0,243,1,0,0,1
"244.Fruits","Point Reyes","7","S","NEWSW33HMT","Fruits",42,244,1,0,0,1
"245.Fruits","Point Reyes","7","S","NEWSW33HMT","Fruits",82,245,1,0,0,1
"246.Fruits","Point Reyes","7","S","NEWSW33HMT","Fruits",51,246,1,0,0,1
"247.Fruits","Point Reyes","7","S","NEWSW33HMT","Fruits",10,247,1,0,0,1
"248.Fruits","Point Reyes","8","S","NEWSW33HMT","Fruits",6,248,1,0,0,1
"249.Fruits","Point Reyes","8","S","NEWSW33HMT","Fruits",49,249,1,0,0,1
"250.Fruits","Point Reyes","8","S","NEWSW33HMT","Fruits",22,250,1,0,0,1
"251.Fruits","Point Reyes","8","S","NEWSW33HMT","Fruits",38,251,1,0,0,1
"252.Fruits","Point Reyes","9","S","NEWSW33HMT","Fruits",70,252,1,0,0,1
"253.Fruits","Point Reyes","9","S","NEWSW33HMT","Fruits",8,253,1,0,0,1
"254.Fruits","Point Reyes","9","S","NEWSW33HMT","Fruits",7,254,1,0,0,1
"255.Fruits","Point Reyes","9","S","NEWSW33HMT","Fruits",9,255,1,0,0,1
"256.Fruits","Point Reyes","9","S","NEWSW33HMT","Fruits",6,256,1,0,0,1
"257.Fruits","Point Reyes","10","S","NEWSW33HMT","Fruits",2,257,1,0,0,1
"258.Fruits","Point Reyes","10","S","NEWSW33HMT","Fruits",17,258,1,0,0,1
"259.Fruits","Point Reyes","10","S","NEWSW33HMT","Fruits",0,259,1,0,0,1
"260.Fruits","Point Reyes","10","S","NEWSW33HMT","Fruits",8,260,1,0,0,1
"261.Fruits","Point Reyes","10","S","NEWSW33HMT","Fruits",26,261,1,0,0,1
"262.Fruits","Point Reyes","6","S","WATKINSUCR","Fruits",235,262,1,0,0,1
"263.Fruits","Point Reyes","6","S","WATKINSUCR","Fruits",0,263,1,0,0,1
"264.Fruits","Point Reyes","6","S","WATKINSUCR","Fruits",62,264,1,0,0,1
"265.Fruits","Point Reyes","6","S","WATKINSUCR","Fruits",9,265,1,0,0,1
"266.Fruits","Point Reyes","6","S","WATKINSUCR","Fruits",0,266,1,0,0,1
"267.Fruits","Point Reyes","7","S","WATKINSUCR","Fruits",49,267,1,0,0,1
"268.Fruits","Point Reyes","7","S","WATKINSUCR","Fruits",343,268,1,0,0,1
"269.Fruits","Point Reyes","7","S","WATKINSUCR","Fruits",82,269,1,0,0,1
"270.Fruits","Point Reyes","7","S","WATKINSUCR","Fruits",39,270,1,0,0,1
"271.Fruits","Point Reyes","7","S","WATKINSUCR","Fruits",495,271,1,0,0,1
"272.Fruits","Point Reyes","8","S","WATKINSUCR","Fruits",236,272,1,0,0,1
"273.Fruits","Point Reyes","8","S","WATKINSUCR","Fruits",240,273,1,0,0,1
"274.Fruits","Point Reyes","8","S","WATKINSUCR","Fruits",26,274,1,0,0,1
"275.Fruits","Point Reyes","8","S","WATKINSUCR","Fruits",29,275,1,0,0,1
"276.Fruits","Point Reyes","8","S","WATKINSUCR","Fruits",35,276,1,0,0,1
"277.Fruits","Point Reyes","9","S","WATKINSUCR","Fruits",74,277,1,0,0,1
"278.Fruits","Point Reyes","9","S","WATKINSUCR","Fruits",22,278,1,0,0,1
"279.Fruits","Point Reyes","9","S","WATKINSUCR","Fruits",4,279,1,0,0,1
"280.Fruits","Point Reyes","9","S","WATKINSUCR","Fruits",9,280,1,0,0,1
"281.Fruits","Point Reyes","9","S","WATKINSUCR","Fruits",101,281,1,0,0,1
"282.Fruits","Point Reyes","10","S","WATKINSUCR","Fruits",443,282,1,0,0,1
"283.Fruits","Point Reyes","10","S","WATKINSUCR","Fruits",207,283,1,0,0,1
"284.Fruits","Point Reyes","10","S","WATKINSUCR","Fruits",0,284,1,0,0,1
"285.Fruits","Point Reyes","10","S","WATKINSUCR","Fruits",2,285,1,0,0,1
"286.Fruits","Point Reyes","10","S","WATKINSUCR","Fruits",103,286,1,0,0,1
