"","Income","Sex","Marital","Age","Edu","Occupation","Lived","Dual_Income","Household","Householdu18","Status","Home_Type","Ethnic","Language"
"4542",7,2,1,5,4,5,5,3,4,0,1,1,7,1
"4543",8,1,1,3,4,1,3,2,2,0,1,1,7,1
"4544",4,1,3,3,3,3,5,1,3,1,1,1,7,1
"4545",4,2,5,3,4,2,5,1,1,0,2,NA,7,1
"4546",5,1,5,3,3,1,1,1,1,0,2,3,7,1
"4547",4,2,1,6,3,5,NA,3,2,0,1,1,7,1
"4548",3,2,5,3,4,9,NA,1,1,0,2,3,7,1
"4549",1,1,5,2,3,4,1,1,5,2,3,1,7,1
"4550",4,2,5,2,4,2,5,1,4,0,2,1,7,1
"4551",7,1,2,6,4,1,2,1,3,1,1,1,7,1
"4552",9,1,1,7,5,1,5,3,2,0,1,1,2,3
"4553",4,1,5,2,4,3,5,1,4,0,1,2,5,2
"4554",3,1,2,2,4,2,4,1,5,1,3,1,5,2
"4555",8,2,1,7,5,5,NA,3,2,0,1,1,7,1
"4556",1,1,5,2,5,6,5,1,3,0,2,3,7,3
"4557",7,2,1,5,3,5,5,3,2,0,1,1,7,1
"4558",7,2,1,5,5,1,5,2,2,0,1,1,5,2
"4559",8,2,1,5,4,1,2,2,3,0,1,1,7,1
"4560",7,1,5,2,2,6,5,1,3,1,3,1,6,1
"4561",5,1,2,2,3,1,3,3,5,0,2,2,2,3
"4562",1,2,5,1,2,6,5,1,4,2,3,1,7,1
"4563",8,2,1,4,4,5,5,2,4,2,1,1,7,1
"4564",2,1,5,2,4,2,5,1,2,0,1,2,5,1
"4565",8,1,5,2,4,6,5,1,2,0,3,1,7,1
"4566",7,1,5,2,3,6,5,1,4,1,3,1,2,1
"4567",1,1,5,1,2,6,4,1,4,2,3,1,5,1
"4568",1,2,5,1,2,6,5,1,4,2,3,1,7,1
"4569",8,1,1,3,5,1,5,2,2,0,2,3,5,1
"4570",9,2,1,4,6,2,3,2,2,0,1,2,7,1
"4571",6,2,5,2,3,2,5,1,7,0,3,NA,5,2
"4572",6,2,5,2,4,1,2,1,2,0,2,1,7,1
"4573",8,1,5,4,3,1,3,1,1,0,2,3,7,1
"4574",3,1,5,2,5,1,5,1,2,0,2,3,7,1
"4575",2,2,2,2,4,4,5,1,2,0,2,3,2,1
"4576",4,2,5,2,4,2,5,1,3,1,3,3,7,1
"4577",8,1,1,7,4,8,5,2,2,0,1,1,7,1
"4578",7,1,1,4,4,3,5,3,3,1,1,1,7,1
"4579",1,1,5,1,2,6,2,1,5,3,3,2,5,2
"4580",4,1,5,3,4,3,5,1,1,0,2,2,7,1
"4581",8,2,5,2,4,4,5,1,4,0,3,1,7,1
"4582",8,2,1,5,3,1,5,2,3,0,1,1,7,1
"4583",7,1,3,3,5,2,5,1,1,0,2,5,7,1
"4584",1,1,5,2,4,4,5,1,4,1,3,1,7,1
"4585",8,1,1,3,5,7,NA,2,4,1,2,1,2,1
"4586",7,2,1,3,5,2,5,2,2,0,1,1,7,1
"4587",1,1,5,2,3,6,5,1,NA,0,3,1,6,1
"4588",1,1,1,5,3,9,5,2,4,2,2,2,1,1
"4589",8,2,1,3,5,1,NA,2,4,2,1,1,7,1
"4590",6,1,5,2,4,9,5,1,3,0,3,1,2,1
"4591",9,2,1,3,4,1,5,2,4,2,1,1,7,1
"4592",2,2,5,2,3,2,5,1,2,0,1,1,7,1
"4593",2,1,5,2,4,3,3,1,4,1,3,1,7,1
"4594",1,1,5,2,4,4,5,1,3,2,2,3,7,1
"4595",1,1,5,2,2,2,5,1,4,1,2,1,7,1
"4596",8,1,1,3,4,2,5,2,2,0,1,1,7,1
"4597",1,1,5,1,2,6,5,1,3,1,3,1,5,2
"4598",6,2,1,4,4,1,NA,2,2,0,1,1,7,1
"4599",2,1,1,4,4,3,5,1,1,0,2,3,7,NA
"4600",1,1,5,2,4,6,5,1,3,0,2,3,7,1
"4601",1,1,5,1,2,6,5,1,3,1,3,1,7,1
"4602",8,2,1,5,6,1,2,2,4,0,1,1,7,1
"4603",2,1,5,1,2,3,NA,1,3,7,3,1,7,1
"4604",1,1,5,1,2,6,5,1,3,1,3,2,7,1
"4605",1,1,5,1,2,6,5,1,5,2,3,1,7,1
"4606",1,1,5,2,2,3,5,1,4,1,3,1,7,1
"4607",1,2,5,1,2,6,5,1,1,2,3,1,7,1
"4608",1,1,5,1,2,6,5,1,3,2,3,1,7,1
"4609",1,2,5,1,2,6,NA,1,3,1,3,1,5,1
"4610",1,2,5,1,2,6,NA,1,4,1,3,1,7,1
"4611",6,1,5,2,4,3,1,1,1,0,2,2,7,1
"4612",8,1,5,1,2,2,5,1,5,3,3,1,7,1
"4613",9,1,1,3,5,1,3,2,2,0,2,2,7,1
"4614",9,1,5,2,2,6,5,1,5,2,3,5,NA,3
"4615",9,1,5,2,2,6,5,1,4,1,3,5,7,NA
"4616",9,1,5,2,2,3,5,1,6,3,3,1,7,1
"4617",9,1,2,2,3,3,4,1,2,0,3,1,7,1
"4618",8,1,5,2,2,6,1,1,2,0,3,1,3,1
"4619",6,2,5,2,2,6,4,1,5,1,3,1,2,1
"4620",1,1,5,1,2,6,4,1,5,2,3,1,4,1
"4621",1,1,5,1,2,6,2,1,4,2,3,1,7,3
"4622",9,1,5,1,2,4,5,1,4,2,3,1,2,1
"4623",1,2,5,1,2,6,4,1,3,1,3,1,2,3
"4624",1,1,5,1,2,6,5,1,5,0,3,1,6,1
"4625",9,2,5,1,2,9,5,1,4,2,3,1,2,1
"4626",7,1,5,2,4,3,5,1,5,0,3,1,1,2
"4627",5,2,2,2,5,NA,NA,1,NA,0,2,1,8,1
"4628",3,2,1,2,3,1,5,2,2,0,2,NA,6,1
"4629",3,1,1,2,4,1,5,2,2,0,2,3,7,1
"4630",3,2,5,5,4,1,5,1,NA,0,2,4,7,1
"4631",8,1,1,4,4,3,5,3,3,1,1,1,7,1
"4632",4,1,1,4,4,1,5,2,6,1,1,1,7,1
"4633",8,1,5,2,3,6,5,1,4,0,1,1,3,1
"4634",9,1,1,5,5,1,NA,2,2,0,1,2,7,1
"4635",6,1,1,4,3,3,5,2,5,3,2,1,3,1
"4636",1,2,5,2,2,9,5,1,2,0,3,1,7,1
"4637",9,1,1,4,6,1,4,2,3,0,1,1,7,1
"4638",5,2,1,6,3,5,5,3,2,0,1,1,7,1
"4639",1,2,5,1,2,6,5,1,4,2,3,1,2,3
"4640",5,2,3,4,3,4,5,1,1,0,2,2,7,1
"4641",8,2,5,2,5,6,2,1,1,0,2,3,3,1
"4642",8,2,5,2,4,2,5,1,3,0,3,1,7,1
"4643",8,2,1,5,5,5,5,3,4,0,1,1,7,1
"4644",3,2,1,3,2,1,5,2,3,0,2,4,5,1
"4645",2,1,5,3,3,1,3,1,2,0,2,3,7,1
"4646",2,1,5,2,4,9,3,1,2,0,2,3,5,1
"4647",4,1,5,2,5,1,2,1,1,0,2,3,7,1
"4648",7,2,5,3,5,1,5,1,1,0,3,NA,7,1
"4649",5,2,5,3,4,4,5,1,2,1,2,1,7,1
"4650",1,2,5,2,2,6,5,1,5,2,3,1,3,1
"4651",8,2,2,2,4,1,5,2,2,0,2,3,7,1
"4652",6,2,1,2,4,2,5,2,2,0,2,3,7,1
"4653",4,1,5,2,4,2,5,1,3,0,3,1,7,1
"4654",4,1,2,3,4,1,5,1,3,3,2,1,7,1
"4655",3,2,5,2,3,2,5,1,6,3,3,1,5,1
"4656",5,1,5,2,4,6,NA,1,5,0,3,1,2,3
"4657",6,1,1,2,3,2,5,2,2,0,1,1,8,1
"4658",1,2,5,2,3,6,5,1,6,2,3,2,7,1
"4659",1,2,5,2,4,6,5,1,3,0,3,1,7,1
"4660",7,1,5,2,4,9,5,1,3,1,1,1,6,1
"4661",6,1,5,2,4,6,5,1,3,0,3,1,2,1
"4662",4,1,5,3,5,1,5,1,3,0,3,1,7,1
"4663",2,1,5,2,4,6,5,1,3,0,2,2,8,1
"4664",3,1,5,2,3,2,1,1,2,0,2,3,3,2
"4665",6,2,1,4,3,1,5,2,4,0,1,1,7,1
"4666",5,1,5,3,4,3,5,1,1,0,2,2,7,1
"4667",7,1,5,2,4,6,5,1,5,3,3,1,2,3
"4668",6,2,5,1,2,2,5,1,4,1,3,4,7,1
"4669",1,2,5,2,3,2,5,1,3,0,3,1,7,1
"4670",3,1,5,3,5,6,5,1,2,0,2,3,7,1
"4671",1,1,5,2,5,1,NA,1,1,0,3,1,7,1
"4672",3,1,5,2,4,1,5,1,5,2,3,1,7,1
"4673",2,1,5,3,3,3,4,1,3,0,2,1,3,1
"4674",7,2,2,3,5,1,1,1,2,0,2,1,7,1
"4675",4,2,3,4,4,2,5,1,3,2,1,1,7,1
"4676",7,2,1,3,4,5,5,3,2,0,1,5,7,1
"4677",8,2,1,3,4,1,4,2,3,1,2,3,7,1
"4678",8,1,1,4,3,1,4,2,2,1,2,2,7,1
"4679",3,2,4,7,4,8,5,1,1,0,1,1,7,1
"4680",6,1,1,4,4,2,5,2,4,2,NA,NA,7,1
"4681",8,2,1,3,4,4,4,2,2,0,1,1,7,1
"4682",5,1,5,3,4,NA,5,1,2,0,2,3,7,1
"4683",4,1,5,2,3,3,5,1,1,0,2,3,7,1
"4684",8,2,1,4,5,4,5,2,3,1,1,1,7,1
"4685",1,2,5,2,4,5,5,1,6,0,3,1,7,2
"4686",1,2,5,2,4,3,4,1,1,0,2,3,7,1
"4687",8,1,5,2,3,3,5,1,6,3,2,NA,5,1
"4688",3,1,2,2,4,9,3,3,4,0,2,1,2,NA
"4689",8,1,5,2,4,6,NA,1,4,0,3,1,7,1
"4690",9,2,1,3,4,4,5,2,3,1,1,1,7,1
"4691",2,2,5,2,4,3,NA,1,3,0,3,1,7,1
"4692",6,2,5,2,4,6,NA,1,5,1,3,1,7,1
"4693",8,1,5,2,4,3,5,1,7,4,3,1,5,2
"4694",3,2,3,6,3,4,5,1,2,0,2,2,7,1
"4695",5,1,3,3,3,7,1,1,1,0,2,2,7,1
"4696",8,2,1,3,3,5,5,3,5,3,1,1,7,1
"4697",7,1,5,2,3,6,5,1,5,0,3,1,5,2
"4698",1,2,5,2,3,6,NA,1,8,7,1,1,5,2
"4699",3,1,5,3,3,3,5,1,3,1,2,1,3,1
"4700",2,2,4,7,4,8,NA,1,1,0,2,1,7,1
"4701",7,2,1,3,5,1,1,2,2,0,2,3,7,1
"4702",6,1,1,3,5,1,1,2,2,0,2,3,7,1
"4703",4,1,5,2,4,6,5,1,4,1,3,1,7,1
"4704",6,1,5,2,4,6,5,1,5,1,3,1,5,2
"4705",4,1,5,2,3,1,4,1,4,1,1,1,2,1
"4706",1,1,5,2,3,6,5,1,5,1,3,1,2,1
"4707",6,1,5,4,5,2,5,1,1,0,2,NA,5,1
"4708",6,1,2,3,4,2,5,1,NA,0,NA,NA,7,1
"4709",1,1,5,2,2,6,3,1,4,3,3,NA,7,NA
"4710",7,1,5,2,2,7,5,1,3,0,1,1,7,1
"4711",2,1,2,2,4,6,3,3,7,0,2,1,2,1
"4712",9,2,1,3,5,1,2,3,3,1,1,1,7,1
"4713",1,1,5,3,3,9,NA,1,NA,0,NA,5,7,NA
"4714",4,1,5,2,4,2,5,1,4,0,1,1,2,3
"4715",4,1,5,4,4,9,5,1,1,0,1,1,8,1
"4716",4,1,5,2,4,1,3,1,7,2,2,1,5,2
"4717",6,1,1,4,3,3,5,2,2,0,2,1,7,1
"4718",7,1,3,3,5,9,2,1,3,0,2,1,7,1
"4719",9,2,1,4,6,1,3,2,2,0,1,1,7,1
"4720",8,2,1,4,4,9,5,3,4,1,1,1,7,1
"4721",6,2,1,4,4,1,5,2,4,2,1,1,7,1
"4722",6,2,1,6,3,5,5,3,4,0,1,1,7,1
"4723",4,2,5,4,4,1,5,1,2,0,2,3,7,1
"4724",8,1,1,3,5,1,4,2,2,0,2,1,2,1
"4725",2,1,5,2,4,2,5,1,3,0,3,1,7,1
"4726",6,1,5,3,3,1,5,1,1,0,2,1,6,1
"4727",3,1,1,2,3,3,5,2,2,0,2,3,5,1
"4728",5,2,1,3,5,1,5,3,2,0,1,1,7,1
"4729",6,2,5,4,5,4,5,1,1,0,1,2,2,1
"4730",3,1,3,6,4,8,4,1,1,0,1,2,7,1
"4731",8,1,2,3,5,2,5,2,2,0,2,2,7,1
"4732",2,2,5,2,3,3,2,1,3,1,2,4,5,1
"4733",9,2,1,5,3,NA,5,2,2,0,2,3,5,1
"4734",8,1,5,2,3,1,4,1,4,1,3,1,7,1
"4735",1,2,5,2,3,2,5,1,4,0,2,1,7,1
"4736",9,1,1,6,5,1,5,2,4,0,2,1,7,1
"4737",2,1,5,2,4,1,5,1,4,1,3,1,7,1
"4738",2,1,5,2,3,2,5,1,1,0,2,3,7,1
"4739",7,1,1,4,4,1,5,2,4,1,1,1,5,2
"4740",7,1,5,2,4,6,5,1,4,2,2,2,2,1
"4741",8,2,1,5,6,5,2,3,2,0,2,3,7,1
"4742",7,1,5,2,2,6,NA,1,8,3,1,1,NA,2
"4743",7,2,5,2,3,6,5,1,5,1,3,1,5,2
"4744",9,2,2,4,6,1,5,1,2,0,1,2,7,1
"4745",7,1,5,2,3,6,5,1,3,0,3,1,7,1
"4746",3,1,5,2,3,2,5,1,5,2,3,2,3,2
"4747",6,1,1,2,3,2,5,2,6,0,2,2,7,1
"4748",6,1,5,2,3,1,NA,1,5,2,1,1,1,1
"4749",1,2,5,1,1,NA,4,1,2,1,3,2,7,1
"4750",1,2,5,1,2,6,5,1,NA,0,3,NA,7,1
"4751",1,2,5,1,2,6,5,1,4,1,3,1,7,1
"4752",1,1,5,1,2,6,5,1,3,1,3,1,7,1
"4753",4,2,1,3,3,5,5,2,3,1,2,4,7,1
"4754",9,2,5,2,4,6,4,1,2,0,3,1,7,1
"4755",8,2,1,4,3,4,NA,2,5,0,1,1,7,1
"4756",8,2,5,2,4,6,3,1,4,1,3,1,2,1
"4757",4,2,1,3,3,5,5,3,4,2,2,2,7,1
"4758",6,1,3,3,3,9,5,1,3,1,2,1,7,1
"4759",3,2,1,3,4,1,4,2,3,1,2,1,7,1
"4760",9,2,1,3,4,1,5,3,3,1,1,1,7,1
"4761",8,2,1,5,4,1,5,2,4,1,1,1,7,1
"4762",1,2,5,2,3,1,5,1,4,0,3,1,7,1
"4763",8,1,5,2,4,1,5,1,6,1,3,1,7,1
"4764",4,2,1,5,5,1,5,2,3,0,1,NA,3,1
"4765",4,2,5,3,6,1,5,1,1,0,2,3,7,1
"4766",8,1,1,3,5,1,5,2,2,0,1,1,7,1
"4767",1,2,5,1,2,6,5,1,3,1,3,2,7,1
"4768",1,2,5,1,2,6,5,1,4,1,3,1,7,1
"4769",9,2,1,3,4,1,4,2,3,1,2,1,7,1
"4770",6,1,NA,3,5,2,3,1,NA,0,1,1,2,3
"4771",2,1,5,2,4,6,NA,1,2,0,1,1,3,1
"4772",1,1,5,2,4,6,5,1,5,2,3,1,2,3
"4773",2,2,5,2,5,4,5,1,4,0,3,1,2,1
"4774",7,1,1,5,3,1,5,3,2,0,1,1,7,1
"4775",7,2,1,6,3,5,5,2,2,0,1,1,7,1
"4776",6,2,5,3,5,1,5,1,3,0,3,1,7,1
"4777",8,2,5,2,2,6,2,1,3,1,3,1,8,3
"4778",8,2,1,4,5,5,2,3,4,2,2,1,7,1
"4779",3,1,5,2,3,2,5,1,NA,0,2,2,NA,2
"4780",5,2,1,2,4,1,5,2,3,1,2,1,7,1
"4781",4,2,1,2,3,5,5,3,3,1,2,3,7,1
"4782",9,2,1,3,6,1,4,2,2,0,1,1,7,1
"4783",9,2,1,4,4,4,5,2,3,1,1,1,7,1
"4784",1,2,5,2,4,2,1,1,3,0,3,2,7,1
"4785",9,1,1,5,6,1,5,2,3,1,1,1,NA,1
"4786",8,2,1,2,4,1,2,2,2,0,1,2,7,1
"4787",5,1,3,3,3,3,5,1,1,0,2,3,5,1
"4788",7,2,1,5,3,5,5,3,4,2,1,1,7,1
"4789",1,2,5,2,2,6,5,1,4,1,3,1,7,1
"4790",7,1,5,2,3,6,4,1,NA,0,NA,NA,7,1
"4791",1,1,5,2,3,6,5,1,3,1,3,1,7,1
"4792",8,2,1,3,5,1,2,2,2,0,2,2,7,1
"4793",3,2,2,2,4,6,5,2,2,0,2,3,7,1
"4794",8,1,5,2,3,3,NA,1,3,0,3,1,7,1
"4795",9,1,1,3,6,1,4,2,2,0,1,1,7,1
"4796",9,1,2,4,6,1,4,1,2,0,1,2,7,1
"4797",3,1,5,2,3,3,5,1,4,0,3,1,6,1
"4798",1,1,5,2,3,6,5,1,NA,0,3,1,8,1
"4799",3,1,5,2,3,1,5,1,8,3,3,1,5,1
"4800",1,1,5,2,3,6,4,1,4,1,3,1,5,1
"4801",3,1,5,2,4,1,2,1,1,0,2,3,7,1
"4802",9,1,5,2,2,6,NA,1,NA,0,NA,NA,NA,1
"4803",4,1,5,2,3,3,5,1,5,3,3,1,5,1
"4804",9,1,5,2,2,6,5,1,4,0,3,1,5,1
"4805",8,1,1,3,6,1,NA,2,2,0,2,3,7,1
"4806",8,1,2,3,5,1,5,1,2,0,2,1,6,1
"4807",7,1,2,3,4,1,5,1,2,0,1,1,7,1
"4808",9,1,2,4,6,1,5,1,2,0,1,1,7,1
"4809",6,2,3,4,2,5,5,1,4,1,2,3,5,1
"4810",7,1,5,2,4,3,3,1,1,0,1,1,7,1
"4811",6,1,5,3,3,3,NA,1,1,0,2,3,7,1
"4812",5,2,5,2,2,6,5,1,6,1,2,1,5,1
"4813",1,1,5,2,4,6,NA,1,5,0,1,1,2,1
"4814",6,2,5,1,2,2,5,1,6,2,3,1,7,1
"4815",2,1,5,2,3,3,5,1,3,0,3,1,7,1
"4816",7,2,1,4,4,2,3,2,2,0,1,1,2,NA
"4817",7,2,1,3,4,5,5,3,3,1,2,1,7,NA
"4818",6,1,5,3,5,1,5,1,4,0,2,1,2,NA
"4819",4,1,5,2,4,3,5,1,3,0,2,1,7,1
"4820",4,1,5,2,3,3,5,1,1,0,2,1,7,1
"4821",6,1,5,3,4,3,5,1,3,0,2,1,7,1
"4822",1,1,5,2,4,4,5,1,2,0,1,1,7,1
"4823",4,2,3,5,4,1,2,1,1,0,2,3,7,1
"4824",9,1,5,2,3,2,2,1,6,2,1,1,7,3
"4825",5,1,5,3,3,NA,2,1,1,0,2,1,7,1
"4826",6,1,5,2,4,6,5,1,3,1,3,2,5,3
"4827",1,1,5,2,4,9,5,1,3,0,3,1,7,1
"4828",6,1,5,2,4,6,4,1,3,0,3,1,7,1
"4829",7,2,2,4,4,1,5,1,2,0,1,2,7,1
"4830",8,1,1,2,4,1,5,2,2,0,1,2,5,1
"4831",7,1,1,2,4,1,5,2,2,0,1,2,5,1
"4832",5,1,5,2,2,3,5,1,6,3,3,1,7,1
"4833",1,1,5,2,3,6,3,1,3,0,3,3,6,3
"4834",9,2,1,3,4,4,5,2,2,0,1,1,7,1
"4835",7,2,1,4,4,6,4,3,4,2,1,1,8,1
"4836",1,1,5,2,4,6,5,1,5,3,3,1,7,1
"4837",6,1,3,3,4,1,4,1,1,0,2,3,7,1
"4838",3,2,2,2,NA,1,2,1,NA,0,2,1,7,1
"4839",9,2,1,4,6,5,2,3,4,2,1,1,7,1
"4840",6,2,2,2,4,4,3,1,2,0,2,3,7,1
"4841",9,2,1,5,6,1,5,2,4,0,1,1,7,1
"4842",1,1,5,2,3,9,2,1,4,0,3,1,7,1
"4843",6,1,3,3,3,1,5,1,3,0,2,3,7,1
"4844",6,1,1,4,6,1,5,2,3,8,1,1,NA,1
"4845",1,1,5,2,4,6,3,1,NA,0,2,5,7,1
"4846",6,1,1,4,4,3,5,2,4,2,1,1,7,1
"4847",9,2,1,3,3,3,5,2,2,0,2,3,1,2
"4848",8,1,1,4,6,1,5,2,4,1,1,1,7,1
"4849",2,1,5,2,4,3,4,1,3,1,3,1,7,1
"4850",4,2,5,2,5,1,5,1,4,0,3,1,2,3
"4851",1,1,5,2,3,9,NA,1,NA,0,3,1,7,1
"4852",3,1,5,2,3,2,NA,1,4,0,2,1,5,1
"4853",8,1,1,3,4,3,5,2,4,2,1,1,7,1
"4854",1,2,5,2,2,9,5,1,4,1,3,1,7,1
"4855",7,1,3,3,6,1,5,1,1,0,2,3,7,1
"4856",7,1,3,4,3,3,5,1,3,2,1,2,8,1
"4857",8,1,1,3,4,1,5,2,4,2,1,1,3,1
"4858",7,1,4,5,3,3,5,1,3,0,1,1,7,1
"4859",4,1,1,3,6,1,4,2,2,0,2,3,7,1
"4860",1,2,5,2,4,6,5,1,3,0,3,1,2,1
"4861",6,1,1,4,5,3,5,3,4,2,1,1,7,1
"4862",5,2,1,4,4,5,5,3,4,2,1,1,7,1
"4863",6,1,2,2,4,3,2,1,2,0,2,3,7,1
"4864",1,2,1,5,4,1,NA,2,1,0,2,NA,7,1
"4865",8,1,3,4,6,1,4,1,1,0,1,1,7,1
"4866",9,2,1,3,3,1,4,2,3,1,2,3,7,1
"4867",9,2,1,4,5,1,5,2,4,4,2,1,1,1
"4868",6,1,2,3,3,1,5,1,2,0,2,2,7,1
"4869",2,2,2,2,3,4,5,3,2,0,3,NA,7,1
"4870",9,1,1,4,6,1,4,2,4,2,1,1,2,1
"4871",2,2,1,4,4,4,NA,3,4,2,2,1,7,1
"4872",7,1,1,5,5,1,5,2,4,0,1,1,3,1
"4873",4,2,5,2,3,6,4,1,5,2,3,1,2,1
"4874",9,1,1,3,5,1,5,2,2,0,1,1,7,1
"4875",9,2,1,3,5,1,5,2,2,0,1,1,5,1
"4876",6,2,1,5,3,6,5,3,4,1,1,1,8,1
"4877",8,2,1,3,2,1,5,2,2,0,1,1,7,1
"4878",9,2,1,3,5,1,3,2,2,0,1,1,7,1
"4879",9,2,1,3,4,6,5,3,3,1,1,1,7,1
"4880",5,2,3,3,4,1,5,1,1,0,2,1,3,1
"4881",9,2,1,4,6,1,3,2,3,0,1,1,7,1
"4882",8,2,1,3,5,1,5,2,2,0,2,3,7,1
"4883",6,2,1,7,3,5,NA,3,2,0,1,1,7,1
"4884",7,2,1,4,5,1,5,2,5,3,1,1,7,1
"4885",8,2,1,3,5,1,5,2,4,2,1,1,7,1
"4886",4,1,5,4,4,1,NA,1,1,0,2,3,3,1
"4887",7,2,1,4,3,3,5,2,7,0,1,1,5,2
"4888",8,1,1,4,4,2,5,2,4,2,1,1,7,1
"4889",5,1,5,2,3,6,5,1,2,0,2,3,5,1
"4890",6,1,3,4,3,1,2,1,1,0,2,1,7,1
"4891",5,2,1,7,3,8,5,3,2,0,1,1,2,1
"4892",8,2,1,5,6,1,5,2,5,0,1,1,7,1
"4893",1,2,5,2,4,6,5,1,4,0,3,1,3,1
"4894",3,2,3,4,4,4,5,1,3,2,1,1,2,1
"4895",8,2,1,4,5,4,5,2,5,3,1,1,7,1
"4896",3,2,1,3,3,4,5,2,4,2,3,1,5,1
"4897",8,1,5,5,4,1,5,1,2,0,1,1,7,1
"4898",8,2,1,4,4,5,5,3,2,0,1,1,7,1
"4899",6,1,3,3,3,3,5,1,3,2,1,3,2,1
"4900",6,1,1,3,3,3,5,2,5,3,1,3,2,1
"4901",3,1,3,3,4,1,5,1,1,0,2,1,1,1
"4902",7,2,5,2,3,6,5,1,2,0,3,1,5,2
"4903",2,1,5,2,3,1,5,1,1,0,2,3,7,1
"4904",3,2,3,4,5,1,5,1,1,0,2,1,5,1
"4905",8,1,5,3,5,1,5,1,2,0,1,2,7,1
"4906",9,1,1,5,6,1,4,2,2,0,1,1,7,1
"4907",1,2,5,1,2,9,5,1,3,1,3,1,7,1
"4908",1,1,5,2,4,7,NA,1,1,0,NA,NA,1,1
"4909",3,1,5,2,3,1,5,1,5,1,3,1,1,1
"4910",4,2,4,7,6,8,5,1,1,0,2,2,7,1
"4911",5,2,5,3,5,1,2,1,1,0,2,1,7,1
"4912",7,2,1,6,4,4,5,2,2,0,1,1,7,1
"4913",8,1,1,4,5,1,5,2,3,1,1,1,2,1
"4914",7,1,1,6,3,2,5,2,2,0,1,1,7,1
"4915",9,1,5,2,3,7,5,1,3,0,3,1,2,1
"4916",7,1,1,3,5,7,2,2,5,2,2,3,7,1
"4917",8,1,5,3,4,6,5,1,2,0,2,1,7,1
"4918",1,1,5,2,3,6,4,1,2,0,3,1,7,1
"4919",8,2,1,4,5,1,5,2,2,0,1,2,7,1
"4920",9,2,3,3,3,1,5,1,6,3,3,1,5,1
"4921",8,1,1,3,4,4,NA,2,4,0,2,1,7,1
"4922",3,2,5,2,3,4,5,1,2,0,2,1,7,1
"4923",1,2,4,7,4,5,5,1,1,0,1,1,7,1
"4924",4,1,2,2,4,3,5,2,4,1,2,1,8,1
"4925",6,1,1,3,4,3,5,2,4,2,3,3,7,1
"4926",2,1,5,2,4,2,5,1,5,0,3,1,7,1
"4927",9,1,2,3,4,1,2,1,2,0,1,1,7,1
"4928",6,1,5,2,4,6,5,1,3,0,1,1,7,1
"4929",8,1,1,4,5,1,5,2,2,0,1,1,7,1
"4930",1,1,5,2,2,6,2,1,4,7,3,1,7,1
"4931",6,1,1,3,3,1,5,2,4,2,2,1,5,1
"4932",4,2,5,3,4,2,5,1,1,0,2,3,7,1
"4933",4,1,3,2,3,1,NA,1,2,0,2,3,7,1
"4934",1,1,5,1,5,6,5,1,5,3,3,1,2,1
"4935",5,1,5,2,3,3,2,1,4,2,2,2,6,1
"4936",1,1,5,1,2,6,5,1,8,3,3,1,5,2
"4937",1,1,5,1,2,6,5,1,4,1,3,1,5,1
"4938",1,1,5,2,4,7,2,1,1,0,2,3,7,1
"4939",2,1,5,2,4,7,2,1,1,0,2,3,7,1
"4940",7,1,4,4,4,NA,NA,1,1,0,1,2,7,1
"4941",8,1,5,2,3,6,4,1,5,2,3,1,1,1
"4942",1,1,5,1,2,3,5,1,4,1,3,1,7,1
"4943",7,1,5,3,6,1,5,1,1,0,1,5,6,1
"4944",1,1,5,2,3,3,5,1,5,1,3,1,7,1
"4945",1,1,5,2,2,3,5,1,6,0,2,1,7,1
"4946",4,1,5,4,4,3,5,1,2,0,2,1,7,1
"4947",5,2,3,5,4,1,5,1,2,0,2,2,7,1
"4948",8,2,1,4,4,2,1,2,2,0,2,3,7,1
"4949",8,2,1,4,4,1,5,2,2,0,2,3,7,1
"4950",8,2,1,4,4,4,5,2,2,0,1,2,7,1
"4951",6,1,1,6,5,1,5,2,3,0,1,1,7,1
"4952",3,2,1,4,1,5,5,1,7,1,NA,1,5,2
"4953",8,1,1,3,4,1,4,2,2,0,1,2,7,1
"4954",8,2,1,3,4,4,5,2,2,0,1,2,7,1
"4955",7,2,1,2,3,4,5,2,2,0,1,2,7,1
"4956",9,2,5,2,4,4,5,1,4,1,3,1,2,1
"4957",6,2,NA,2,4,3,5,1,2,0,2,1,5,1
"4958",1,2,5,2,3,9,5,1,5,2,3,1,7,1
"4959",9,1,5,2,2,6,5,1,8,3,3,1,5,2
"4960",1,1,5,2,3,1,5,1,6,2,3,5,5,2
"4961",1,2,5,2,3,6,5,1,4,1,3,1,5,2
"4962",8,2,5,6,4,4,5,1,2,0,1,1,7,1
"4963",3,2,5,2,3,1,5,1,5,2,1,NA,5,1
"4964",6,1,5,3,3,7,NA,1,2,0,2,1,1,1
"4965",2,2,5,2,1,6,4,1,3,1,3,2,5,1
"4966",8,2,1,3,4,4,5,2,3,1,1,1,7,1
"4967",7,2,1,3,3,5,4,3,5,3,2,1,7,1
"4968",7,2,1,4,3,5,5,3,4,0,1,1,8,1
"4969",1,2,5,2,3,6,5,1,4,0,3,1,8,3
"4970",3,2,1,4,3,4,5,2,3,1,2,3,7,1
"4971",5,2,3,4,3,1,4,1,3,1,2,1,5,1
"4972",7,2,2,2,4,4,4,2,3,0,1,2,8,3
"4973",2,2,1,1,2,4,5,2,3,1,2,1,5,1
