"","study","latent","nearestGene","H4K12ac"
"6117","Resting","Unexpressed",0,4.24849524204936
"6118","Active","Unexpressed",0,4.75359019110636
"6119","Active","Expressed",7410,5.37063802812766
"6120","Active","Unexpressed",2554,5.29831736654804
"6121","Bcl-2","Expressed",0,5.02388052084628
"6122","Resting","Unexpressed",0,4.8283137373023
"6123","Central","Expressed",0,3.95124371858143
"6124","Bcl-2","Expressed",0,4.75359019110636
"6125","Central","Expressed",0,4.8283137373023
"6126","Jurkat","Expressed",0,4.83628190695148
"6127","Central","Expressed",222,4.80402104473326
"6128","Bcl-2","Unexpressed",0,5.28826703069454
"6129","Central","Unexpressed",0,5.34710753071747
"6130","Bcl-2","Expressed",0,5.35185813347607
"6131","Central","Unexpressed",0,5.35185813347607
"6132","Resting","Unexpressed",0,4.9416424226093
"6133","Bcl-2","Unexpressed",0,4.9416424226093
"6134","Central","Unexpressed",0,5.03043792139244
"6135","Active","Unexpressed",0,5.26269018890489
"6136","Active","Unexpressed",0,5.67675380226828
"6137","Jurkat","Expressed",0,5.77765232322266
"6138","Central","Unexpressed",0,5.77144112313002
"6139","Jurkat","Expressed",0,5.7037824746562
"6140","Active","Unexpressed",0,5.70044357339069
"6141","Active","Expressed",0,5.6937321388027
"6142","Bcl-2","Expressed",0,5.65948221575962
"6143","Jurkat","Expressed",0,5.64190707093811
"6144","Central","Unexpressed",0,5.59842195899838
"6145","Central","Expressed",0,5.02388052084628
"6146","Resting","Unexpressed",0,5.58724865840025
"6147","Central","Expressed",0,5.57215403217776
"6148","Active","Unexpressed",0,5.05624580534831
"6149","Bcl-2","Unexpressed",0,4.80402104473326
"6150","Resting","Unexpressed",0,4.93447393313069
"6151","Active","Expressed",4966,4.63472898822964
"6152","Central","Unexpressed",7983,4.64439089914137
"6153","Central","Expressed",10212,4.61512051684126
"6154","Central","Unexpressed",30524,5.12396397940326
"6155","Central","Expressed",12648,5.09375020080676
"6156","Active","Unexpressed",0,5.08140436498446
"6157","Central","Unexpressed",0,5.10594547390058
"6158","Central","Unexpressed",0,5.3890717298165
"6159","Resting","Unexpressed",0,5.74300318780948
"6160","Active","Unexpressed",0,5.75574221358691
"6161","Active","Unexpressed",0,5.74620319054015
"6162","Central","Unexpressed",0,5.78996017089725
"6163","Active","Expressed",0,5.8171111599632
"6164","Resting","Unexpressed",0,5.72031177660741
"6165","Active","Unexpressed",0,5.73334127689775
"6166","Resting","Expressed",0,5.74300318780948
"6167","Resting","Expressed",0,5.74300318780948
"6168","Central","Expressed",0,5.71702770140622
"6169","Central","Expressed",0,5.6937321388027
"6170","Active","Expressed",0,5.14166355650266
"6171","Bcl-2","Unexpressed",0,4.94875989037817
"6172","Resting","Unexpressed",0,4.77068462446567
"6173","Resting","Unexpressed",7828,4.52178857704904
"6174","Resting","Unexpressed",0,4.51085950651685
"6175","Active","Expressed",17258,5.75574221358691
"6176","Central","Unexpressed",0,5.8805329864007
"6177","Active","Expressed",0,4.47733681447821
"6178","Central","Unexpressed",2730,4.26267987704132
"6179","Resting","Unexpressed",0,4.89783979995091
"6180","Jurkat","Unexpressed",0,5.04985600724954
"6181","Active","Unexpressed",7947,4.94875989037817
"6182","Central","Expressed",4766,4.77912349311153
"6183","Bcl-2","Unexpressed",0,4.77912349311153
"6184","Central","Unexpressed",0,5.2040066870768
"6185","Bcl-2","Expressed",0,5.55295958492162
"6186","Active","Unexpressed",0,5.52146091786225
"6187","Active","Expressed",0,5.51745289646471
"6188","Jurkat","Unexpressed",0,5.51745289646471
"6189","Central","Expressed",0,5.55682806169954
"6190","Bcl-2","Unexpressed",0,5.56068163101553
"6191","Central","Expressed",0,5.56068163101553
"6192","Active","Unexpressed",0,5.6021188208797
"6193","Jurkat","Unexpressed",0,5.60947179518496
"6194","Central","Unexpressed",0,5.60947179518496
"6195","Resting","Unexpressed",0,5.60947179518496
"6196","Central","Expressed",0,5.62040086571715
"6197","Jurkat","Unexpressed",0,5.66642668811243
"6198","Central","Unexpressed",0,5.66988092298052
"6199","Jurkat","Unexpressed",0,5.67332326717149
"6200","Active","Unexpressed",0,5.62401750618734
"6201","Active","Unexpressed",0,5.54517744447956
"6202","Resting","Unexpressed",0,5.4249500174814
"6203","Resting","Unexpressed",28227,4.89034912822175
"6204","Central","Unexpressed",12498,3.97029191355212
"6205","Active","Unexpressed",7142,4.48863636973214
"6206","Resting","Unexpressed",0,4.55387689160054
"6207","Bcl-2","Unexpressed",0,4.64439089914137
"6208","Central","Unexpressed",928,4.93447393313069
"6209","Central","Unexpressed",0,4.87519732320115
"6210","Active","Unexpressed",0,5.36129216570943
"6211","Active","Unexpressed",0,4.31748811353631
"6212","Active","Expressed",0,5.03695260241363
"6213","Active","Expressed",1383,5.30826769740121
"6214","Bcl-2","Unexpressed",0,5.37989735354046
"6215","Bcl-2","Unexpressed",0,5.38449506278909
"6216","Active","Expressed",4895,5.50533153593236
"6217","Resting","Unexpressed",0,5.55295958492162
"6218","Central","Expressed",0,5.52942908751142
"6219","Active","Unexpressed",0,5.52942908751142
"6220","Active","Expressed",0,5.43372200355424
"6221","Active","Expressed",0,5.4553211153577
"6222","Resting","Unexpressed",0,5.4553211153577
"6223","Jurkat","Expressed",0,5.46806014113513
"6224","Central","Unexpressed",0,5.46806014113513
"6225","Active","Expressed",0,5.46806014113513
"6226","Resting","Unexpressed",0,5.46806014113513
"6227","Central","Expressed",0,5.47227067367148
"6228","Active","Expressed",0,5.47227067367148
"6229","Central","Expressed",0,5.48479693349065
"6230","Central","Unexpressed",0,5.52146091786225
"6231","Active","Unexpressed",0,5.52146091786225
"6232","Jurkat","Unexpressed",0,5.50938833662798
"6233","Resting","Unexpressed",0,5.50125821054473
"6234","Resting","Unexpressed",0,5.49306144334055
"6235","Active","Unexpressed",0,5.4510384535657
"6236","Resting","Unexpressed",12560,5.22035582507832
"6237","Central","Unexpressed",9940,5.01063529409626
"6238","Resting","Unexpressed",0,4.86753445045558
"6239","Resting","Unexpressed",0,4.77068462446567
"6240","Active","Unexpressed",0,4.86753445045558
"6241","Active","Expressed",4656,4.91998092582813
"6242","Bcl-2","Unexpressed",0,4.61512051684126
"6243","Central","Unexpressed",0,4.8283137373023
"6244","Active","Unexpressed",0,5.24174701505964
"6245","Central","Unexpressed",0,5.24174701505964
"6246","Active","Expressed",0,5.41164605185504
"6247","Bcl-2","Unexpressed",0,5.39362754635236
"6248","Jurkat","Unexpressed",0,5.39362754635236
"6249","Active","Expressed",0,5.3890717298165
"6250","Central","Unexpressed",0,5.35658627467201
"6251","Jurkat","Unexpressed",0,5.35658627467201
"6252","Active","Unexpressed",0,5.35185813347607
"6253","Active","Expressed",0,5.33753807970132
"6254","Central","Unexpressed",0,5.28826703069454
"6255","Jurkat","Unexpressed",0,5.35658627467201
"6256","Jurkat","Expressed",0,5.31811999384422
"6257","Bcl-2","Unexpressed",0,5.59842195899838
"6258","Bcl-2","Unexpressed",0,5.4553211153577
"6259","Bcl-2","Unexpressed",0,5.41610040220442
"6260","Central","Unexpressed",0,4.89034912822175
"6261","Resting","Unexpressed",0,5.0998664278242
"6262","Active","Expressed",0,5.23644196282995
"6263","Bcl-2","Unexpressed",5671,5.41610040220442
"6264","Active","Expressed",1769,5.40717177146012
"6265","Active","Unexpressed",0,5.4553211153577
"6266","Jurkat","Expressed",0,5.39362754635236
"6267","Active","Unexpressed",0,4.85203026391962
"6268","Jurkat","Expressed",0,4.23410650459726
"6269","Central","Unexpressed",0,4.36944785246702
"6270","Central","Unexpressed",0,4.69134788222914
"6271","Resting","Unexpressed",0,4.65396035015752
"6272","Central","Unexpressed",0,4.7361984483945
"6273","Resting","Expressed",0,4.89783979995091
"6274","Central","Expressed",0,4.52178857704904
"6275","Central","Unexpressed",0,5.05624580534831
"6276","Central","Expressed",0,5.00394630594546
"6277","Central","Unexpressed",0,5.04985600724954
"6278","Resting","Unexpressed",0,5.01063529409626
"6279","Active","Expressed",0,5.01063529409626
"6280","Resting","Unexpressed",5154,4.72738781871234
"6281","Jurkat","Expressed",0,4.48863636973214
"6282","Jurkat","Unexpressed",0,5.24702407216049
"6283","Central","Expressed",0,5.26269018890489
"6284","Resting","Unexpressed",3800,5.37063802812766
"6285","Central","Expressed",0,5.29330482472449
"6286","Active","Unexpressed",0,5.14749447681345
"6287","Bcl-2","Unexpressed",753,4.67282883446191
"6288","Central","Expressed",0,4.97673374242057
"6289","Active","Expressed",2884,4.93447393313069
"6290","Active","Unexpressed",0,5.25227342804663
"6291","Resting","Expressed",4852,5.28320372873799
"6292","Bcl-2","Unexpressed",6261,5.28826703069454
"6293","Active","Unexpressed",24798,5.21493575760899
"6294","Central","Unexpressed",0,5.37063802812766
"6295","Active","Unexpressed",0,5.4249500174814
"6296","Resting","Unexpressed",0,5.42053499927229
"6297","Resting","Expressed",0,5.52545293913178
"6298","Resting","Unexpressed",0,5.56452040732269
"6299","Active","Unexpressed",0,5.32300997913841
"6300","Central","Expressed",0,5.2257466737132
"6301","Active","Expressed",16982,5.30330490805908
"6302","Active","Unexpressed",8032,5.37989735354046
"6303","Central","Expressed",2469,5.36597601502185
"6304","Central","Expressed",0,5.40717177146012
"6305","Central","Expressed",0,5.57215403217776
"6306","Resting","Unexpressed",0,5.57594910314632
"6307","Central","Expressed",0,5.32787616878958
"6308","Active","Unexpressed",0,5.34233425196481
"6309","Resting","Unexpressed",0,5.24174701505964
"6310","Active","Unexpressed",3110,5.14749447681345
"6311","Resting","Unexpressed",409,5.15905529921453
"6312","Central","Expressed",0,5.17048399503815
"6313","Central","Expressed",0,5.14749447681345
"6314","Jurkat","Unexpressed",0,6.04263283368238
"6315","Bcl-2","Unexpressed",0,6.04973345523196
"6316","Jurkat","Unexpressed",0,6.04973345523196
"6317","Jurkat","Unexpressed",0,6.0330862217988
"6318","Bcl-2","Unexpressed",0,6.0282785202307
"6319","Jurkat","Unexpressed",0,6.02102334934953
"6320","Active","Expressed",0,6.02102334934953
"6321","Jurkat","Unexpressed",0,5.98393628068719
"6322","Resting","Unexpressed",0,5.96100533962327
"6323","Central","Unexpressed",0,5.95324333428778
"6324","Resting","Expressed",0,5.94542060860658
"6325","Resting","Unexpressed",0,5.94542060860658
"6326","Central","Unexpressed",0,5.9427993751267
"6327","Active","Expressed",0,5.8111409929767
"6328","Active","Expressed",0,5.80513496891649
"6329","Active","Unexpressed",0,5.78689738136671
"6330","Jurkat","Unexpressed",0,5.77765232322266
"6331","Central","Expressed",4266,5.69035945432406
"6332","Central","Expressed",0,5.36597601502185
"6333","Resting","Unexpressed",0,5.34710753071747
"6334","Central","Expressed",0,5.37527840768417
"6335","Active","Expressed",0,5.47227067367148
"6336","Active","Unexpressed",0,5.34233425196481
"6337","Central","Expressed",7380,4.45434729625351
"6338","Active","Unexpressed",0,5.56452040732269
"6339","Resting","Unexpressed",0,5.5834963087817
"6340","Bcl-2","Expressed",0,5.40717177146012
"6341","Central","Expressed",0,5.4553211153577
"6342","Resting","Unexpressed",5890,5.53338948872752
"6343","Resting","Expressed",6213,5.53338948872752
"6344","Active","Expressed",8273,5.54126354515843
"6345","Central","Expressed",2360,5.55682806169954
"6346","Resting","Unexpressed",475,5.56068163101553
"6347","Resting","Expressed",0,5.5834963087817
"6348","Resting","Unexpressed",0,5.59098698051086
"6349","Active","Expressed",0,5.65599181081985
"6350","Bcl-2","Unexpressed",0,5.18738580584075
"6351","Bcl-2","Unexpressed",0,5.18178355029209
"6352","Active","Expressed",0,5.29831736654804
"6353","Active","Unexpressed",0,4.89034912822175
"6354","Bcl-2","Unexpressed",0,4.93447393313069
"6355","Central","Expressed",0,4.71849887129509
"6356","Active","Unexpressed",0,4.71849887129509
"6357","Resting","Unexpressed",746,4.72738781871234
"6358","Active","Unexpressed",0,4.62497281328427
"6359","Central","Unexpressed",0,4.7361984483945
"6360","Active","Unexpressed",0,4.99043258677874
"6361","Active","Unexpressed",0,5.29330482472449
"6362","Resting","Unexpressed",1210,4.85981240436167
"6363","Active","Unexpressed",12824,4.9416424226093
"6364","Resting","Expressed",16294,4.95582705760126
"6365","Resting","Expressed",19304,5.02388052084628
"6366","Active","Expressed",20110,5.03043792139244
"6367","Bcl-2","Expressed",21438,5.01727983681492
"6368","Active","Expressed",22006,5.02388052084628
"6369","Active","Expressed",0,5.17614973257383
"6370","Bcl-2","Expressed",0,5.17048399503815
"6371","Bcl-2","Expressed",0,5.27811465923052
"6372","Resting","Unexpressed",0,5.27299955856375
"6373","Central","Unexpressed",0,5.2257466737132
"6374","Bcl-2","Expressed",0,5.26269018890489
"6375","Active","Expressed",0,5.14749447681345
"6376","Resting","Unexpressed",0,5.12989871492307
"6377","Resting","Unexpressed",0,5.08759633523238
"6378","Resting","Unexpressed",1456,5.39362754635236
"6379","Active","Unexpressed",3973,5.3890717298165
"6380","Resting","Expressed",0,5.08140436498446
"6381","Resting","Expressed",0,5.32300997913841
"6382","Central","Expressed",0,4.88280192258637
"6383","Central","Unexpressed",0,4.77912349311153
"6384","Central","Expressed",0,5.06890420222023
"6385","Central","Unexpressed",0,5.02388052084628
"6386","Central","Expressed",0,4.91265488573605
"6387","Central","Expressed",0,5.61677109766657
"6388","Resting","Unexpressed",0,5.62762111369064
"6389","Bcl-2","Unexpressed",0,5.98645200528444
"6390","Central","Expressed",0,5.99396142730657
"6391","Active","Unexpressed",0,6.0591231955818
"6392","Jurkat","Unexpressed",0,6.04263283368238
"6393","Central","Expressed",0,6.0913098820777
"6394","Active","Expressed",0,6.03787091992214
"6395","Resting","Expressed",0,6.00141487796115
"6396","Active","Expressed",0,5.26785815906333
"6397","Resting","Unexpressed",0,5.25749537202778
"6398","Resting","Expressed",0,5.37527840768417
"6399","Central","Expressed",0,5.3890717298165
"6400","Active","Unexpressed",0,5.3890717298165
"6401","Resting","Unexpressed",0,5.28826703069454
"6402","Central","Unexpressed",19455,5.11198778835654
"6403","Active","Expressed",0,4.82028156560504
"6404","Central","Unexpressed",598,4.44265125649032
"6405","Central","Unexpressed",0,4.52178857704904
"6406","Central","Unexpressed",42863,4.15888308335967
"6407","Active","Unexpressed",30528,5.01063529409626
"6408","Jurkat","Expressed",0,5.15329159449778
"6409","Active","Unexpressed",0,5.0998664278242
"6410","Active","Unexpressed",0,5.12989871492307
"6411","Central","Expressed",0,5.20948615284142
"6412","Jurkat","Unexpressed",3121,5.12396397940326
"6413","Central","Expressed",0,4.85203026391962
"6414","Resting","Expressed",0,4.95582705760126
"6415","Central","Expressed",0,5.08140436498446
"6416","Central","Expressed",12537,3.85014760171006
"6417","Central","Unexpressed",0,4.88280192258637
"6418","Active","Unexpressed",397385,6.07764224334903
"6419","Active","Unexpressed",395017,6.07764224334903
"6420","Central","Expressed",0,4.81218435537242
"6421","Central","Expressed",0,4.77912349311153
"6422","Jurkat","Expressed",0,4.30406509320417
"6423","Resting","Unexpressed",18221,4.52178857704904
"6424","Jurkat","Unexpressed",0,4.75359019110636
"6425","Bcl-2","Unexpressed",0,4.78749174278205
"6426","Central","Unexpressed",0,5.54126354515843
"6427","Central","Expressed",0,5.70711026474888
"6428","Resting","Unexpressed",0,5.71373280550937
"6429","Active","Unexpressed",0,5.73657229747919
"6430","Active","Expressed",0,5.73979291217923
"6431","Resting","Unexpressed",0,5.79605775076537
"6432","Central","Expressed",0,5.75890177387728
"6433","Central","Expressed",0,5.75257263882563
"6434","Bcl-2","Expressed",8841,5.65599181081985
"6435","Resting","Unexpressed",101610,4.48863636973214
"6436","Jurkat","Unexpressed",0,4.99721227376411
"6437","Central","Expressed",151100,4.39444915467244
"6438","Resting","Unexpressed",43020,4.89783979995091
"6439","Active","Expressed",0,5.64190707093811
"6440","Active","Expressed",0,5.36597601502185
"6441","Active","Unexpressed",0,5.36129216570943
"6442","Central","Unexpressed",0,4.91265488573605
"6443","Central","Unexpressed",0,5.00394630594546
"6444","Central","Expressed",26859,4.30406509320417
"6445","Resting","Unexpressed",28795,5.38449506278909
"6446","Resting","Expressed",0,5.76832099579377
"6447","Active","Unexpressed",0,5.83773044716594
"6448","Jurkat","Unexpressed",0,5.83188247728352
"6449","Resting","Unexpressed",0,5.83188247728352
"6450","Resting","Unexpressed",0,5.83188247728352
"6451","Central","Expressed",0,5.64190707093811
"6452","Bcl-2","Unexpressed",0,5.78382518232974
"6453","Active","Expressed",0,5.59842195899838
"6454","Active","Unexpressed",0,4.15888308335967
"6455","Resting","Unexpressed",0,4.63472898822964
"6456","Resting","Expressed",20125,4.9416424226093
"6457","Central","Unexpressed",1189,5.32300997913841
"6458","Central","Expressed",7846,5.26785815906333
"6459","Resting","Unexpressed",11291,5.25749537202778
"6460","Central","Expressed",18902,5.27811465923052
"6461","Central","Unexpressed",23803,5.33271879326537
"6462","Active","Expressed",15536,5.36129216570943
"6463","Active","Unexpressed",0,5.21493575760899
"6464","Central","Expressed",9225,5.21493575760899
"6465","Central","Unexpressed",0,4.98360662170834
"6466","Central","Unexpressed",0,4.89034912822175
"6467","Resting","Unexpressed",0,4.99043258677874
"6468","Active","Unexpressed",0,4.88280192258637
"6469","Bcl-2","Expressed",0,4.89034912822175
"6470","Central","Expressed",563,5.02388052084628
"6471","Central","Expressed",5770,5.06259503302697
"6472","Central","Expressed",3169,5.09375020080676
"6473","Resting","Unexpressed",0,4.89034912822175
"6474","Bcl-2","Unexpressed",0,4.82028156560504
"6475","Active","Expressed",0,4.95582705760126
"6476","Central","Unexpressed",0,4.78749174278205
"6477","Active","Unexpressed",0,4.7361984483945
"6478","Resting","Expressed",0,4.75359019110636
"6479","Jurkat","Unexpressed",0,4.35670882668959
"6480","Central","Unexpressed",0,4.35670882668959
"6481","Jurkat","Expressed",0,4.29045944114839
"6482","Active","Unexpressed",2162,4.78749174278205
"6483","Resting","Unexpressed",0,4.62497281328427
"6484","Central","Expressed",0,4.66343909411207
"6485","Active","Unexpressed",0,4.68213122712422
"6486","Resting","Unexpressed",0,5.11799381241676
"6487","Central","Expressed",0,4.54329478227
"6488","Jurkat","Unexpressed",0,4.91265488573605
"6489","Central","Expressed",2350,4.83628190695148
"6490","Central","Unexpressed",0,4.30406509320417
"6491","Central","Unexpressed",0,4.81218435537242
"6492","Resting","Expressed",0,5.31811999384422
"6493","Bcl-2","Expressed",0,5.48893772615669
"6494","Active","Expressed",0,5.48479693349065
"6495","Bcl-2","Expressed",0,5.44241771052179
"6496","Active","Unexpressed",0,5.25227342804663
"6497","Jurkat","Expressed",0,5.24702407216049
"6498","Active","Unexpressed",685,5.37989735354046
"6499","Central","Expressed",0,5.37989735354046
"6500","Central","Expressed",0,5.37063802812766
"6501","Resting","Unexpressed",506,5.13579843705026
"6502","Resting","Unexpressed",0,5.4553211153577
"6503","Bcl-2","Expressed",0,5.19295685089021
"6504","Central","Unexpressed",7297,4.31748811353631
"6505","Active","Unexpressed",0,4.969813299576
"6506","Active","Unexpressed",0,4.93447393313069
"6507","Resting","Expressed",0,5.16478597392351
"6508","Active","Unexpressed",0,5.15905529921453
"6509","Active","Unexpressed",0,5.15905529921453
"6510","Central","Unexpressed",0,5.16478597392351
"6511","Active","Expressed",0,5.59098698051086
"6512","Central","Unexpressed",2876,5.63478960316925
"6513","Active","Unexpressed",4718,5.64190707093811
"6514","Active","Unexpressed",14212,5.76832099579377
"6515","Resting","Unexpressed",16388,5.77765232322266
"6516","Resting","Expressed",15840,5.77455154554441
"6517","Active","Unexpressed",14449,5.78382518232974
"6518","Resting","Unexpressed",14226,5.78382518232974
"6519","Resting","Expressed",14086,5.78382518232974
"6520","Active","Unexpressed",12116,5.79301360838414
"6521","Active","Expressed",11330,5.79605775076537
"6522","Resting","Unexpressed",9535,5.78996017089725
"6523","Resting","Unexpressed",8122,5.78996017089725
"6524","Central","Unexpressed",6863,5.78996017089725
"6525","Central","Expressed",4285,5.78689738136671
"6526","Central","Expressed",4198,5.78382518232974
"6527","Active","Expressed",6943,5.68357976733868
"6528","Resting","Unexpressed",0,5.56068163101553
"6529","Bcl-2","Expressed",0,5.53733426701854
"6530","Central","Unexpressed",0,4.89034912822175
"6531","Active","Expressed",0,4.85981240436167
"6532","Resting","Unexpressed",1610,4.68213122712422
"6533","Bcl-2","Unexpressed",0,5.24702407216049
"6534","Jurkat","Unexpressed",0,5.25749537202778
"6535","Bcl-2","Expressed",0,5.30826769740121
"6536","Active","Unexpressed",6131,4.75359019110636
"6537","Central","Expressed",0,4.99043258677874
"6538","Resting","Unexpressed",0,4.82028156560504
"6539","Resting","Unexpressed",0,5.25227342804663
"6540","Active","Unexpressed",0,5.25227342804663
"6541","Resting","Unexpressed",0,5.50125821054473
"6542","Resting","Unexpressed",0,5.44673737166631
"6543","Active","Unexpressed",0,5.4249500174814
"6544","Active","Unexpressed",6854,4.24849524204936
"6545","Active","Unexpressed",3909,4.06044301054642
"6546","Bcl-2","Expressed",0,5.75574221358691
"6547","Active","Unexpressed",0,5.78996017089725
"6548","Jurkat","Unexpressed",0,5.87773578177964
"6549","Active","Expressed",0,5.87773578177964
"6550","Active","Expressed",0,5.89440283426485
"6551","Active","Unexpressed",0,5.85793315448346
"6552","Active","Expressed",0,5.82304589548302
"6553","Central","Expressed",0,5.79301360838414
"6554","Central","Unexpressed",0,5.51745289646471
"6555","Central","Unexpressed",0,5.4553211153577
"6556","Resting","Expressed",0,5.64544689764324
"6557","Central","Unexpressed",0,5.65248918026865
"6558","Central","Expressed",0,5.66642668811243
"6559","Active","Unexpressed",0,5.67675380226828
"6560","Resting","Unexpressed",0,5.66642668811243
"6561","Resting","Unexpressed",0,5.66296048013595
"6562","Resting","Unexpressed",0,5.66642668811243
"6563","Resting","Unexpressed",0,5.66988092298052
"6564","Resting","Expressed",0,5.67332326717149
"6565","Active","Unexpressed",0,5.67332326717149
"6566","Active","Expressed",0,5.66642668811243
"6567","Central","Expressed",0,5.66642668811243
"6568","Active","Expressed",0,5.66988092298052
"6569","Bcl-2","Unexpressed",0,5.66642668811243
"6570","Resting","Unexpressed",0,5.66642668811243
"6571","Central","Expressed",0,5.66642668811243
"6572","Central","Unexpressed",0,5.65948221575962
"6573","Active","Expressed",0,5.65948221575962
"6574","Central","Expressed",0,5.66296048013595
"6575","Central","Unexpressed",0,5.66296048013595
"6576","Central","Expressed",0,5.66642668811243
"6577","Resting","Unexpressed",0,5.66642668811243
"6578","Central","Expressed",10517,4.06044301054642
"6579","Central","Unexpressed",0,5.37527840768417
"6580","Active","Unexpressed",0,5.44673737166631
"6581","Resting","Expressed",0,5.46806014113513
"6582","Resting","Unexpressed",0,5.43372200355424
"6583","Active","Unexpressed",0,5.41610040220442
"6584","Central","Unexpressed",0,5.39362754635236
"6585","Central","Expressed",0,5.37063802812766
"6586","Active","Unexpressed",0,5.35185813347607
"6587","Active","Unexpressed",0,5.41610040220442
"6588","Bcl-2","Expressed",0,4.64439089914137
"6589","Central","Expressed",0,4.83628190695148
"6590","Central","Unexpressed",0,5.01727983681492
"6591","Central","Unexpressed",0,5.01727983681492
"6592","Central","Expressed",0,4.98360662170834
"6593","Central","Expressed",0,4.94875989037817
"6594","Active","Unexpressed",0,4.94875989037817
"6595","Active","Expressed",0,4.95582705760126
"6596","Active","Unexpressed",0,4.95582705760126
"6597","Central","Expressed",0,5.53733426701854
"6598","Central","Unexpressed",0,4.68213122712422
"6599","Active","Expressed",0,5.03695260241363
"6600","Jurkat","Expressed",0,5.18738580584075
"6601","Central","Unexpressed",0,4.71849887129509
"6602","Active","Expressed",0,5.26785815906333
"6603","Resting","Unexpressed",0,5.45958551414416
"6604","Resting","Unexpressed",0,5.34233425196481
"6605","Resting","Unexpressed",0,5.08140436498446
"6606","Central","Unexpressed",0,5.04985600724954
"6607","Jurkat","Expressed",0,4.98360662170834
"6608","Active","Unexpressed",0,4.89034912822175
"6609","Central","Expressed",0,4.91265488573605
"6610","Central","Unexpressed",135,4.79579054559674
"6611","Resting","Unexpressed",0,4.74493212836325
"6612","Central","Expressed",0,4.36944785246702
"6613","Jurkat","Expressed",0,4.86753445045558
"6614","Jurkat","Unexpressed",0,4.94875989037817
"6615","Bcl-2","Expressed",0,4.67282883446191
"6616","Bcl-2","Expressed",1185,4.52178857704904
"6617","Central","Unexpressed",0,3.73766961828337
"6618","Central","Unexpressed",0,3.91202300542815
"6619","Resting","Unexpressed",0,5.23644196282995
"6620","Jurkat","Unexpressed",0,5.22035582507832
"6621","Resting","Unexpressed",0,4.53259949315326
"6622","Active","Unexpressed",0,4.99043258677874
"6623","Bcl-2","Expressed",0,5.04985600724954
"6624","Central","Unexpressed",14791,5.34710753071747
"6625","Active","Unexpressed",15434,5.33753807970132
"6626","Active","Unexpressed",15759,5.33753807970132
"6627","Central","Unexpressed",17928,5.33753807970132
"6628","Resting","Expressed",28014,5.54126354515843
"6629","Resting","Expressed",14930,5.7268477475872
"6630","Active","Expressed",9708,5.79301360838414
"6631","Active","Unexpressed",0,5.85507192220243
"6632","Resting","Unexpressed",0,5.84643877505772
"6633","Bcl-2","Unexpressed",0,5.8348107370626
"6634","Active","Expressed",0,5.79301360838414
"6635","Central","Unexpressed",0,5.62762111369064
"6636","Active","Expressed",0,5.65248918026865
"6637","Active","Expressed",0,5.65599181081985
"6638","Central","Expressed",0,5.65248918026865
"6639","Central","Expressed",0,5.65948221575962
"6640","Resting","Expressed",0,5.67332326717149
"6641","Active","Unexpressed",0,5.68357976733868
"6642","Resting","Unexpressed",0,5.57972982598622
"6643","Bcl-2","Unexpressed",0,5.57594910314632
"6644","Resting","Expressed",0,5.54907608489522
"6645","Central","Expressed",0,5.50533153593236
"6646","Active","Expressed",0,5.47227067367148
"6647","Active","Expressed",0,5.4380793089232
"6648","Active","Expressed",0,5.42934562895444
"6649","Bcl-2","Unexpressed",0,5.37989735354046
"6650","Resting","Expressed",0,5.39362754635236
"6651","Resting","Expressed",0,5.35185813347607
"6652","Active","Expressed",0,5.32300997913841
"6653","Central","Expressed",0,4.71849887129509
"6654","Central","Expressed",0,4.53259949315326
"6655","Active","Unexpressed",0,4.78749174278205
"6656","Jurkat","Expressed",0,5.48893772615669
"6657","Active","Expressed",0,5.68017260901707
"6658","Resting","Expressed",0,5.84643877505772
"6659","Resting","Unexpressed",0,5.82894561761021
"6660","Active","Expressed",0,5.79909265446053
"6661","Resting","Unexpressed",0,5.78074351579233
"6662","Resting","Unexpressed",0,5.76205138278018
"6663","Resting","Expressed",0,5.75890177387728
"6664","Resting","Unexpressed",0,5.7268477475872
"6665","Active","Expressed",0,5.7268477475872
"6666","Resting","Expressed",0,5.72358510195238
"6667","Active","Unexpressed",0,5.71702770140622
"6668","Resting","Unexpressed",0,5.40717177146012
"6669","Resting","Unexpressed",0,4.56434819146784
"6670","Active","Unexpressed",0,4.56434819146784
"6671","Active","Unexpressed",437,4.57471097850338
"6672","Active","Expressed",0,4.69134788222914
"6673","Jurkat","Expressed",0,4.84418708645859
"6674","Active","Expressed",0,4.91998092582813
"6675","Resting","Unexpressed",0,4.93447393313069
"6676","Active","Unexpressed",895,5.00394630594546
"6677","Central","Unexpressed",0,4.82028156560504
"6678","Resting","Expressed",0,4.74493212836325
"6679","Resting","Unexpressed",0,4.74493212836325
"6680","Central","Unexpressed",19257,4.39444915467244
"6681","Central","Expressed",0,4.92725368515721
"6682","Central","Unexpressed",0,4.91265488573605
"6683","Central","Expressed",0,4.90527477843843
"6684","Central","Unexpressed",0,4.90527477843843
"6685","Central","Expressed",0,4.89034912822175
"6686","Bcl-2","Unexpressed",1898,4.90527477843843
"6687","Bcl-2","Unexpressed",0,4.52178857704904
"6688","Jurkat","Expressed",0,4.69134788222914
"6689","Central","Expressed",0,4.96284463025991
"6690","Central","Expressed",389,4.96284463025991
"6691","Central","Unexpressed",0,4.96284463025991
"6692","Resting","Unexpressed",0,4.97673374242057
"6693","Resting","Expressed",1628,4.969813299576
