"","age","length"
"3220",3502,128
"3221",4597,128
"3222",3137,120
"3223",4962,121
"3224",2772,119
"3225",5692,123
"3226",3137,121
"3227",2408,113
"3228",6058,127
"3229",3503,131
"3230",5693,117
"3231",2408,118
"3232",4233,121
"3233",4233,117
"3234",2408,118
"3235",4964,123
"3236",2409,112
"3237",3139,118
"3238",2044,116
"3239",4599,118
"3240",3504,117
"3241",4599,127
"3242",2774,120
"3243",2774,122
"3244",3139,124
"3245",3869,123
"3246",2044,111
"3247",2044,117
"3248",2774,117
"3249",6424,122
"3250",2409,118
"3251",5694,120
"3252",3869,119
"3253",2409,112
"3254",4964,128
"3255",2774,118
"3256",6789,135
"3257",4234,119
"3258",2774,127
"3259",3869,117
"3260",3504,117
"3261",4964,126
"3262",2044,118
"3263",5694,130
"3264",3869,118
"3265",4599,123
"3266",3504,128
"3267",3139,128
"3268",3869,127
"3269",4964,123
"3270",3869,126
"3271",3504,125
"3272",2044,109
"3273",2409,117
"3274",4964,127
"3275",4599,123
"3276",6424,122
"3277",3139,122
"3278",6790,124
"3279",5695,134
"3280",3140,120
"3281",4965,130
"3282",6060,127
"3283",4965,132
"3284",2045,121
"3285",3505,124
"3286",2775,113
"3287",5695,131
"3288",5330,127
"3289",2410,121
"3290",5695,127
"3291",6425,128
"3292",5695,129
"3293",3870,127
"3294",3870,115
"3295",1680,117
"3296",3505,126
"3297",1680,121
"3298",3140,118
"3299",4235,121
"3300",5695,121
"3301",4965,124
"3302",3140,125
"3303",4965,130
"3304",3140,118
"3305",6060,135
"3306",2410,128
"3307",2410,126
"3308",3870,129
"3309",3870,123
"3310",2410,122
"3311",2775,125
"3312",1680,111
"3313",2775,117
"3314",2046,122
"3315",3871,121
"3316",5696,136
"3317",2776,119
"3318",2411,113
"3319",3871,117
"3320",5331,125
"3321",3141,122
"3322",2776,125
"3323",3141,117
"3324",3872,126
"3325",2415,120
"3326",3511,126
"3327",4241,128
"3328",3511,119
"3329",4241,123
"3330",1686,117
"3331",2416,122
"3332",2416,116
"3333",4241,125
"3334",2416,125
"3335",4606,130
"3336",2781,125
"3337",2416,124
"3338",3146,122
"3339",2782,126
"3340",3147,131
"3341",2052,121
"3342",2782,120
"3343",3512,126
"3344",6067,130
"3345",3512,134
"3346",2052,121
"3347",4242,122
"3348",4607,130
"3349",5337,119
"3350",3147,137
"3351",3877,134
"3352",2052,117
"3353",4972,131
"3354",5337,126
"3355",6797,127
"3356",2417,117
"3357",2782,118
"3358",5337,130
"3359",2052,115
"3360",5702,122
"3361",4607,130
"3362",3512,122
"3363",2782,116
"3364",6067,130
"3365",2782,118
"3366",2782,122
"3367",5702,126
"3368",3877,130
"3369",4972,130
"3370",4242,125
"3371",5337,120
"3372",1687,123
"3373",2782,119
"3374",2417,127
"3375",4607,122
"3376",3877,123
"3377",2782,120
"3378",5337,129
"3379",6068,123
"3380",5703,122
"3381",5338,134
"3382",4243,121
"3383",3513,130
"3384",4612,130
"3385",2423,122
"3386",7168,131
"3387",5708,135
"3388",6803,135
"3389",5343,126
"3390",4248,132
"3391",5343,132
"3392",5343,135
"3393",4613,133
"3394",2788,124
"3395",3153,127
"3396",5343,132
"3397",2423,119
"3398",2788,117
"3399",3883,127
"3400",2788,125
"3401",5343,125
"3402",5343,126
"3403",5343,132
"3404",7534,129
"3405",3884,121
"3406",2424,123
"3407",3154,121
"3408",3154,120
"3409",4249,122
"3410",3886,118
"3411",6076,119
"3412",4981,123
"3413",3886,128
"3414",3156,126
"3415",2061,115
"3416",6076,135
"3417",2791,124
"3418",5346,125
"3419",4251,120
"3420",2791,119
"3421",4981,120
"3422",3156,118
"3423",2791,121
"3424",5346,129
"3425",2791,135
"3426",4981,132
"3427",4251,132
"3428",6076,127
"3429",2791,126
"3430",4981,126
"3431",3156,118
"3432",3521,122
"3433",3886,126
"3434",6076,130
"3435",4251,124
"3436",2791,126
"3437",7536,141
"3438",6441,129
"3439",2427,122
"3440",5347,132
"3441",6080,120
"3442",4620,135
"3443",5350,130
"3444",2065,115
"3445",3162,124
"3446",3162,122
"3447",5717,127
"3448",6447,132
"3449",3892,129
"3450",6812,137
"3451",1702,118
"3452",2067,117
"3453",3162,125
"3454",5352,128
"3455",5353,119
"3456",6448,127
"3457",3893,128
"3458",2433,113
"3459",2798,121
"3460",4258,128
"3461",6813,130
"3462",2433,115
"3463",5353,132
"3464",3896,133
"3465",1706,123
"3466",3531,128
"3467",3167,117
"3468",6452,132
"3469",2802,118
"3470",4262,134
"3471",5358,124
"3472",5723,127
"3473",6453,124
"3474",7548,128
"3475",3534,121
"3476",4629,122
"3477",3535,125
"3478",6094,127
"3479",5367,128
"3480",2083,118
"3481",2083,124
"3482",2083,118
"3483",1719,115
"3484",5004,122
"3485",3179,121
"3486",2449,123
"3487",3179,123
"3488",3544,131
"3489",2084,131
"3490",2814,116
"3491",4639,125
"3492",5734,126
"3493",2450,124
"3494",3545,118
"3495",1720,112
"3496",2815,122
"3497",2816,127
"3498",5736,128
"3499",2086,119
"3500",4641,119
"3501",2086,116
"3502",3181,122
"3503",2816,119
"3504",3546,126
"3505",2816,113
"3506",3912,122
"3507",1722,118
"3508",7927,138
"3509",4278,128
"3510",1723,123
"3511",3548,119
"3512",2453,117
"3513",2453,119
"3514",2088,117
"3515",3913,131
"3516",2088,115
"3517",3913,122
"3518",2818,115
"3519",2453,119
"3520",2818,117
"3521",2093,112
"3522",2093,114
"3523",2823,110
"3524",5014,129
"3525",3554,127
"3526",2094,119
"3527",3555,118
"3528",5380,135
"3529",3556,111
"3530",4654,123
"3531",3924,124
"3532",1734,121
"3533",3924,124
"3534",5749,133
"3535",3924,122
"3536",1734,122
"3537",1734,110
"3538",5386,130
"3539",2467,114
"3540",2467,120
"3541",5387,132
"3542",4292,125
"3543",6847,128
"3544",2832,117
"3545",3562,117
"3546",2102,117
"3547",1737,109
"3548",2468,110
"3549",1738,114
"3550",5756,126
"3551",3931,123
"3552",4661,131
"3553",2471,121
"3554",5026,130
"3555",3566,121
"3556",5026,123
"3557",2471,119
"3558",3201,117
"3559",5026,126
"3560",2836,116
"3561",2836,133
"3562",6121,133
"3563",2836,124
"3564",3931,127
"3565",5026,128
"3566",2837,118
"3567",5027,130
"3568",2837,124
"3569",3932,120
"3570",2473,117
"3571",2838,126
"3572",4298,132
"3573",3933,128
"3574",4298,121
"3575",1746,112
"3576",1746,120
"3577",2476,117
"3578",1381,105
"3579",3937,121
"3580",5397,124
"3581",2842,126
"3582",1747,124
"3583",2113,120
"3584",4303,133
"3585",4668,133
"3586",3938,122
"3587",6128,131
"3588",2843,117
"3589",1749,120
"3590",2479,121
"3591",3209,134
"3592",3939,132
"3593",2114,127
"3594",5764,132
"3595",2114,118
"3596",2844,123
"3597",2844,124
"3598",4307,131
"3599",3212,123
"3600",1752,116
"3601",7227,135
"3602",2847,123
"3603",2847,126
"3604",3212,120
"3605",1752,115
"3606",2117,119
"3607",4308,123
"3608",3578,124
"3609",3943,122
"3610",4673,129
"3611",2848,131
"3612",3578,129
"3613",2848,116
"3614",3213,124
"3615",2849,122
"3616",3579,126
"3617",2849,130
"3618",5404,131
"3619",2849,123
"3620",3215,122
"3621",2850,122
"3622",4675,136
"3623",5405,133
"3624",4310,125
"3625",3215,124
"3626",2850,120
"3627",5770,130
"3628",4310,130
"3629",4676,135
"3630",1756,122
"3631",2486,120
"3632",4677,123
"3633",2852,126
"3634",2488,116
"3635",2123,119
"3636",3948,121
"3637",2123,113
"3638",3218,118
"3639",2488,122
"3640",6503,142
"3641",2950,125
"3642",4410,124
"3643",3315,130
"3644",2585,120
"3645",4045,121
"3646",2585,123
"3647",2590,116
"3648",3320,128
"3649",4050,130
"3650",4415,129
"3651",4050,120
"3652",5146,128
"3653",4781,122
"3654",6241,130
"3655",6974,135
"3656",3689,113
"3657",3324,125
"3658",2229,118
"3659",4784,133
"3660",6609,134
"3661",4419,120
"3662",3689,127
"3663",2965,128
"3664",5520,127
"3665",3330,130
"3666",4790,129
"3667",3330,127
"3668",4790,124
"3669",4425,130
"3670",2236,120
"3671",3696,129
"3672",2236,119
"3673",4791,122
"3674",3696,122
"3675",5156,139
"3676",4426,131
"3677",4791,125
"3678",4791,121
"3679",2236,120
"3680",3696,130
"3681",4426,128
"3682",3696,127
"3683",2966,118
"3684",2236,120
"3685",2966,117
"3686",4061,127
"3687",1871,120
"3688",3696,120
"3689",2601,116
"3690",3696,132
"3691",2966,122
"3692",3696,124
"3693",2236,118
"3694",2237,123
"3695",2237,113
"3696",4062,122
"3697",2967,125
"3698",4792,126
"3699",3697,121
"3700",1872,120
"3701",1873,122
"3702",1873,117
"3703",2968,122
"3704",2603,129
"3705",2603,125
"3706",2968,121
"3707",3333,110
"3708",2238,115
"3709",4063,132
"3710",3333,138
"3711",3333,130
"3712",2968,127
"3713",4063,128
"3714",1873,110
"3715",3698,124
"3716",5523,127
"3717",3698,123
"3718",6983,132
"3719",3337,126
"3720",3702,124
"3721",5413,143
"3722",5413,132
"3723",3953,138
"3724",3957,133
"3725",3592,131
"3726",2862,128
"3727",4323,132
"3728",3232,128
"3729",4692,129
"3730",4327,130
"3731",3962,122
"3732",3232,127
"3733",4327,137
"3734",2502,119
"3735",3233,128
"3736",3233,122
"3737",4328,121
"3738",6153,127
"3739",4328,130
"3740",3598,126
"3741",2503,123
"3742",2868,117
"3743",4693,127
"3744",5788,139
"3745",3963,131
"3746",5058,125
"3747",5058,125
"3748",4328,119
"3749",5423,131
"3750",3963,115
"3751",4328,130
"3752",3963,120
"3753",3963,129
"3754",3963,112
"3755",3598,127
"3756",3233,129
"3757",6153,125
"3758",5423,131
"3759",5423,140
"3760",4693,130
"3761",4693,130
"3762",4328,133
"3763",3235,130
"3764",3235,124
"3765",2870,129
"3766",3965,119
"3767",4695,132
"3768",4330,125
"3769",4331,124
"3770",5061,124
"3771",2141,116
"3772",6521,137
"3773",3966,132
"3774",6521,135
"3775",4331,128
"3776",6156,133
"3777",4331,131
"3778",3966,122
"3779",5791,121
"3780",4331,140
"3781",5061,127
"3782",5061,127
"3783",3236,124
"3784",2871,130
"3785",2871,130
"3786",4331,121
"3787",5791,141
"3788",3601,119
"3789",3601,128
"3790",4696,138
"3791",3601,133
"3792",2871,124
"3793",3966,128
"3794",5791,128
"3795",3601,125
"3796",3601,124
"3797",5061,133
"3798",3966,125
"3799",4332,127
"3800",4332,117
"3801",6157,130
"3802",4332,120
"3803",4332,132
"3804",5427,133
"3805",3602,122
"3806",6157,119
"3807",5792,134
"3808",4697,131
"3809",6522,118
"3810",6157,136
"3811",4697,125
"3812",5067,126
"3813",4337,129
"3814",3608,127
"3815",3243,125
"3816",4338,126
"3817",4703,129
"3818",3243,124
"3819",5433,129
"3820",3608,129
"3821",4703,121
"3822",3243,128
"3823",4338,123
"3824",5433,132
"3825",3973,134
"3826",3973,123
"3827",3245,126
"3828",3610,123
"3829",6165,131
"3830",4340,133
"3831",3245,124
"3832",5438,127
"3833",3978,128
"3834",3248,129
"3835",2518,128
"3836",3978,133
"3837",3613,129
"3838",6533,135
"3839",3613,134
"3840",2518,122
"3841",3978,127
"3842",5073,140
"3843",4708,123
"3844",3978,136
"3845",3613,131
"3846",3978,126
"3847",3979,141
"3848",2154,126
"3849",4709,139
"3850",3614,132
"3851",2884,122
"3852",5074,123
"3853",2884,123
"3854",5439,136
"3855",5074,122
"3856",3980,127
"3857",3980,130
"3858",3251,121
"3859",3251,130
"3860",3616,123
"3861",3251,126
"3862",2886,127
"3863",2886,130
"3864",4711,132
"3865",4711,128
"3866",3616,127
"3867",5076,131
"3868",3616,127
"3869",4711,134
"3870",5078,131
"3871",2158,126
"3872",5078,127
"3873",4352,130
"3874",4352,135
"3875",2527,125
"3876",2893,123
"3877",2897,129
"3878",4722,131
"3879",6182,135
"3880",3993,133
"3881",3993,133
"3882",3628,118
"3883",4358,124
"3884",3993,125
"3885",3993,124
"3886",3263,128
"3887",4359,128
"3888",3264,134
"3889",5089,126
"3890",3994,137
"3891",3264,125
"3892",6914,135
"3893",3994,123
"3894",3629,131
"3895",3264,132
"3896",4725,146
"3897",3995,130
"3898",3631,133
"3899",2901,125
"3900",4361,127
"3901",6551,142
"3902",5091,139
"3903",3266,135
"3904",5092,131
"3905",5822,127
"3906",1807,118
"3907",4362,133
"3908",5093,114
"3909",5458,131
"3910",3633,123
"3911",3268,126
"3912",3268,132
"3913",5093,131
"3914",2180,126
"3915",4005,128
"3916",3275,126
"3917",4005,135
"3918",1815,109
"3919",4370,130
"3920",4370,129
"3921",3640,126
"3922",3640,122
"3923",2910,129
"3924",3275,131
"3925",4370,135
"3926",2545,125
"3927",2180,123
"3928",5830,136
"3929",3640,134
"3930",6560,128
"3931",5831,132
"3932",2911,139
"3933",2911,141
"3934",2546,118
"3935",4371,122
"3936",2911,123
"3937",5466,130
"3938",4736,131
"3939",5101,128
"3940",4006,131
"3941",3276,129
"3942",4371,127
"3943",4736,140
"3944",3641,124
"3945",4006,124
"3946",4736,129
"3947",6196,118
"3948",5101,128
"3949",2911,124
"3950",4006,128
"3951",4006,131
"3952",3276,125
"3953",3641,121
"3954",2911,128
"3955",3276,121
"3956",3641,127
"3957",4006,124
"3958",2911,123
"3959",2911,122
"3960",2911,121
"3961",3641,119
"3962",4007,136
"3963",3277,127
"3964",2912,123
"3965",3277,127
"3966",1817,124
"3967",4737,122
"3968",4737,119
"3969",5832,132
"3970",3277,126
"3971",2912,126
"3972",3642,121
"3973",2912,127
"3974",4372,121
"3975",4737,124
"3976",5832,125
"3977",2912,122
"3978",4007,125
"3979",3277,125
"3980",4007,122
"3981",3277,123
"3982",5832,129
"3983",5102,127
"3984",4007,126
"3985",3642,128
"3986",3277,126
"3987",3277,124
"3988",4737,130
"3989",3279,131
"3990",3281,134
"3991",3281,134
"3992",2551,129
"3993",3281,125
"3994",3282,135
"3995",2552,135
"3996",4012,122
"3997",3282,129
"3998",2553,132
"3999",3283,121
"4000",3283,119
"4001",3283,111
"4002",3283,127
"4003",6569,118
"4004",1824,115
"4005",2189,122
"4006",2554,111
"4007",2919,122
"4008",1824,116
"4009",1824,122
"4010",3284,119
"4011",1824,116
"4012",2554,118
"4013",4014,128
"4014",3284,119
"4015",4379,124
"4016",3284,126
"4017",4014,129
"4018",3285,132
"4019",2555,123
"4020",3288,119
"4021",4748,123
"4022",3289,119
"4023",4749,124
"4024",4019,133
"4025",5114,127
"4026",3289,122
"4027",4019,127
"4028",2194,129
"4029",3289,132
"4030",4019,135
"4031",2924,134
"4032",2195,118
"4033",2560,120
"4034",3290,123
"4035",3290,133
"4036",1831,115
"4037",4021,118
"4038",4021,117
"4039",1831,113
"4040",1831,116
"4041",4021,136
"4042",2926,125
"4043",3291,129
"4044",1831,121
"4045",6576,130
"4046",3291,129
"4047",2561,132
"4048",1831,116
"4049",3292,117
"4050",2562,117
"4051",4022,124
"4052",2927,122
"4053",6577,123
"4054",5117,128
"4055",4752,130
"4056",4387,125
"4057",3657,126
"4058",6945,125
"4059",2200,127
"4060",3295,122
"4061",1835,118
"4062",5851,122
"4063",2201,126
"4064",2931,123
"4065",2201,127
"4066",2566,138
"4067",2566,121
"4068",4756,136
"4069",2931,123
"4070",4026,132
"4071",2566,122
"4072",3296,138
"4073",5122,128
"4074",2932,123
"4075",4027,133
"4076",3662,120
"4077",2932,119
"4078",3297,121
"4079",1472,118
"4080",3662,131
"4081",4028,125
"4082",5123,127
"4083",5123,131
"4084",5123,135
"4085",5853,131
"4086",4758,133
"4087",4393,124
"4088",3668,129
"4089",1113,115
"4090",2938,121
"4091",2208,122
"4092",3303,129
"4093",1843,124
"4094",2573,128
"4095",4763,129
"4096",2208,123
"4097",3303,120
"4098",4763,122
"4099",3670,124
"4100",1845,125
"4101",3670,125
"4102",4035,128
"4103",4035,134
"4104",2210,119
"4105",4035,118
"4106",4765,126
"4107",3305,121
"4108",6955,132
"4109",4400,123
"4110",3305,128
"4111",2210,118
"4112",1845,122
"4113",3670,129
"4114",4765,119
"4115",2578,119
"4116",2213,123
"4117",3673,131
"4118",4403,136
"4119",2943,130
"4120",4404,122
"4121",2944,120
"4122",3309,118
"4123",5134,135
"4124",5499,120
"4125",2944,120
"4126",5134,130
"4127",3309,121
"4128",4404,127
"4129",4039,124
"4130",4039,126
"4131",5134,125
"4132",6594,132
"4133",3309,116
"4134",4769,124
"4135",3674,125
"4136",5134,124
"4137",4769,132
"4138",3674,133
"4139",5135,135
"4140",4770,118
"4141",2215,115
"4142",3310,122
"4143",2215,118
"4144",5865,136
"4145",3675,118
"4146",7690,128
"4147",3310,128
"4148",2945,125
"4149",5135,121
"4150",2945,124
"4151",2580,122
"4152",5135,125
"4153",3311,126
"4154",2581,115
"4155",2216,115
"4156",4041,117
"4157",5136,135
"4158",5501,122
"4159",2216,116
"4160",3676,131
"4161",4041,131
"4162",3311,123
"4163",2581,120
"4164",7326,127
"4165",3311,117
"4166",1851,110
"4167",1851,112
"4168",3311,121
"4169",5136,123
"4170",2581,117
"4171",2946,126
"4172",2216,109
"4173",3311,116
"4174",3677,111
"4175",2947,128
"4176",3312,118
"4177",3677,114
"4178",2947,114
"4179",4407,122
"4180",2948,110
"4181",1853,123
"4182",5138,130
"4183",5503,122
"4184",4043,128
"4185",4045,117
"4186",4045,129
"4187",2074,128
"4188",2804,123
"4189",4630,124
"4190",6455,136
"4191",4995,123
"4192",5360,118
"4193",5725,135
"4194",6820,129
"4195",4996,127
"4196",3171,124
"4197",4996,126
"4198",5726,126
"4199",3901,122
"4200",4632,130
"4201",4997,126
"4202",2442,118
"4203",6092,134
"4204",3172,128
"4205",4997,131
"4206",4633,132
"4207",6458,120
"4208",4998,132
"4209",3173,121
"4210",4633,130
"4211",6093,135
"4212",4268,134
"4213",4268,125
"4214",4268,125
"4215",6823,118
"4216",5729,131
"4217",4999,139
"4218",4999,131
"4219",3175,141
"4220",5365,124
"4221",2446,120
"4222",6096,127
"4223",5001,128
"4224",6461,128
"4225",3906,133
"4226",6097,132
"4227",4272,122
"4228",3542,125
"4229",4637,119
"4230",6097,128
"4231",6097,138
"4232",7557,129
"4233",3908,132
"4234",5003,130
"4235",4638,130
"4236",4638,125
"4237",5733,131
"4238",6463,127
"4239",5733,131
"4240",5735,127
"4241",5735,127
"4242",5370,126
"4243",7560,138
"4244",5006,122
"4245",4641,123
"4246",5006,133
"4247",5371,138
"4248",6831,138
"4249",4641,130
"4250",2817,129
"4251",3182,124
"4252",5737,126
"4253",4642,136
"4254",3547,122
"4255",4642,126
"4256",4645,128
"4257",3915,130
"4258",3550,126
"4259",5741,135
"4260",3917,126
"4261",2822,123
"4262",6837,130
"4263",6107,131
"4264",6107,136
"4265",3552,129
"4266",5014,112
"4267",4284,122
"4268",5379,127
"4269",3554,138
"4270",4649,128
"4271",5379,121
"4272",2459,121
"4273",5379,137
"4274",5379,128
"4275",4649,129
"4276",6109,133
"4277",3919,132
"4278",3554,126
"4279",4651,127
"4280",4651,130
"4281",3556,124
"4282",5016,142
"4283",4652,129
"4284",5382,131
"4285",4287,128
"4286",5017,121
"4287",5747,143
"4288",4652,131
"4289",5748,129
"4290",3558,121
"4291",5018,136
"4292",5018,136
"4293",3933,125
"4294",3933,128
"4295",3934,124
"4296",3569,125
"4297",3204,132
"4298",4299,121
"4299",3569,132
"4300",2840,120
"4301",3938,123
"4302",3573,126
"4303",3939,131
"4304",3939,130
"4305",4304,122
"4306",3939,129
"4307",3942,126
"4308",4307,126
"4309",2482,126
"4310",2847,125
"4311",3578,120
"4312",2483,112
"4313",3943,126
"4314",5768,134
"4315",3578,118
"4316",4673,131
"4317",3213,126
"4318",4308,118
"4319",6133,123
"4320",3578,123
"4321",3578,124
"4322",3578,124
"4323",4308,121
"4324",5038,127
"4325",2848,122
"4326",4308,129
"4327",2848,112
"4328",3943,127
"4329",3578,126
"4330",4308,138
"4331",4673,137
"4332",2483,121
"4333",2853,119
"4334",3218,118
"4335",3948,121
"4336",3948,129
"4337",3948,120
"4338",3948,118
"4339",3218,129
"4340",4313,125
"4341",3218,127
"4342",3218,131
"4343",3584,119
"4344",2124,117
"4345",5409,113
"4346",5409,117
"4347",5774,125
"4348",3949,126
"4349",4314,118
"4350",6504,130
"4351",4314,122
"4352",3584,128
"4353",3584,129
"4354",2854,117
"4355",2489,120
"4356",5409,128
"4357",3584,129
"4358",5409,128
"4359",3949,117
"4360",5044,135
"4361",2489,120
"4362",4679,132
"4363",2854,125
"4364",4679,131
"4365",4680,130
"4366",4680,132
"4367",3220,129
"4368",3585,122
"4369",5045,132
"4370",3220,125
"4371",3585,127
"4372",5045,127
"4373",4315,126
"4374",4680,130
"4375",5410,127
"4376",4680,134
"4377",2855,117
"4378",3585,122
"4379",4680,129
"4380",6140,130
"4381",4680,116
"4382",2855,128
"4383",5045,121
"4384",3220,127
"4385",3950,125
"4386",3220,116
"4387",5410,130
"4388",2855,125
"4389",3220,122
"4390",2490,120
"4391",5045,130
"4392",5045,126
"4393",4315,134
"4394",5045,127
"4395",3585,135
"4396",4680,133
"4397",4315,126
"4398",4680,136
"4399",3950,137
"4400",5775,135
"4401",3950,133
"4402",4680,135
"4403",3585,131
"4404",6140,132
"4405",3950,126
"4406",5045,121
"4407",4315,129
"4408",3950,130
"4409",4315,140
"4410",2855,125
"4411",5411,135
"4412",4316,120
"4413",3586,125
"4414",5411,132
"4415",3586,118
"4416",4316,127
"4417",3586,119
"4418",6141,125
"4419",5046,139
"4420",5046,132
"4421",3951,126
"4422",4681,129
"4423",4681,125
"4424",5411,127
"4425",3951,118
"4426",5411,128
"4427",3221,117
"4428",6141,121
"4429",5411,124
"4430",3951,127
"4431",3221,135
"4432",3221,121
"4433",5046,120
"4434",6141,121
"4435",4681,125
"4436",4681,125
"4437",4681,126
"4438",5411,128
"4439",3221,131
"4440",4681,123
"4441",3221,124
"4442",5411,134
"4443",4316,128
"4444",4681,130
"4445",3951,126
"4446",4681,126
"4447",5411,131
"4448",4316,124
"4449",3586,123
"4450",3951,122
"4451",4316,122
"4452",5411,132
"4453",3586,115
"4454",4316,126
"4455",3221,129
"4456",4681,131
"4457",4681,133
"4458",5046,142
"4459",2491,117
"4460",4316,133
"4461",3951,137
"4462",3586,130
"4463",3586,130
"4464",4316,128
"4465",6506,125
"4466",4316,142
"4467",4681,129
"4468",6141,128
"4469",3221,129
"4470",6141,134
"4471",4681,137
"4472",1761,117
"4473",4681,132
"4474",5046,135
"4475",5776,131
"4476",4316,123
"4477",5411,127
"4478",6141,128
"4479",4681,126
"4480",2856,122
"4481",4316,131
"4482",4681,135
"4483",3951,127
"4484",4316,132
"4485",3586,119
"4486",5046,134
"4487",3951,137
"4488",4316,132
"4489",3586,123
"4490",2856,122
"4491",3221,117
"4492",5046,142
"4493",2857,125
"4494",3222,127
"4495",3222,123
"4496",2857,122
"4497",4322,122
"4498",2862,127
"4499",3229,122
"4500",3594,121
"4501",3963,120
"4502",5788,132
"4503",3963,116
"4504",3233,132
"4505",2868,127
"4506",3598,121
"4507",2868,120
"4508",4693,128
"4509",5423,138
"4510",3963,123
"4511",3963,133
"4512",2138,125
"4513",3598,133
"4514",5058,122
"4515",5423,130
"4516",3234,121
"4517",4694,119
"4518",3964,122
"4519",1774,113
"4520",4694,130
"4521",3964,119
"4522",3599,128
"4523",4329,130
"4524",3964,124
"4525",2869,121
"4526",3234,127
"4527",5059,134
"4528",5059,131
"4529",2139,119
"4530",4694,130
"4531",3234,124
"4532",4694,127
"4533",2869,125
"4534",5059,129
"4535",3599,136
"4536",2869,121
"4537",4694,130
"4538",2869,122
"4539",4329,129
"4540",3234,128
"4541",2869,122
"4542",4329,128
"4543",5424,132
"4544",3234,129
"4545",4329,129
"4546",3964,133
"4547",3599,124
"4548",2504,125
"4549",5424,134
"4550",3599,125
"4551",5424,120
"4552",3234,127
"4553",3234,127
"4554",3234,126
"4555",6154,122
"4556",2869,124
"4557",3234,124
"4558",2504,123
"4559",3599,130
"4560",3599,129
"4561",3964,129
"4562",3599,128
"4563",3599,123
"4564",2869,133
"4565",5059,131
"4566",3599,130
"4567",3964,134
"4568",3234,127
"4569",5424,124
"4570",5059,140
"4571",4329,137
"4572",6519,123
"4573",5789,135
"4574",3964,135
"4575",3234,124
"4576",3965,123
"4577",4695,127
"4578",5060,130
"4579",2505,120
"4580",5060,130
"4581",5425,135
"4582",3235,129
"4583",3600,118
"4584",2505,116
"4585",3965,130
"4586",3965,127
"4587",3600,128
"4588",4330,121
"4589",3600,128
"4590",4695,124
"4591",5425,139
"4592",4330,127
"4593",3235,125
"4594",3235,133
"4595",4330,132
"4596",2871,122
"4597",4696,126
"4598",3236,118
"4599",5426,131
"4600",2871,126
"4601",5066,132
"4602",4336,129
"4603",5431,123
"4604",3606,132
"4605",5066,131
"4606",5066,138
"4607",2882,118
"4608",4707,122
"4609",5802,137
"4610",5802,139
"4611",2517,125
"4612",3978,119
"4613",4708,124
"4614",2883,135
"4615",5803,126
"4616",4708,136
"4617",5073,122
"4618",2153,116
"4619",4708,122
"4620",3248,125
"4621",3978,131
"4622",2883,120
"4623",3978,128
"4624",3613,130
"4625",5438,131
"4626",2518,125
"4627",2153,126
"4628",2518,124
"4629",6898,125
"4630",3978,128
"4631",4343,131
"4632",4343,130
"4633",2518,138
"4634",3248,125
"4635",6168,120
"4636",3613,127
"4637",5073,129
"4638",5438,138
"4639",6168,138
"4640",5073,141
"4641",4708,132
"4642",3248,127
"4643",3613,136
"4644",2883,132
"4645",3613,130
"4646",3248,132
"4647",3614,126
"4648",5804,122
"4649",2519,118
"4650",3614,127
"4651",1789,121
"4652",6534,134
"4653",4344,123
"4654",5439,123
"4655",2519,119
"4656",4344,128
"4657",5804,124
"4658",3614,117
"4659",5804,125
"4660",4344,125
"4661",6899,128
"4662",4709,130
"4663",2519,130
"4664",5439,144
"4665",3249,138
"4666",2519,124
"4667",2887,120
"4668",2892,117
"4669",3988,118
"4670",2378,118
"4671",2743,117
"4672",2743,128
"4673",5298,132
"4674",5298,119
"4675",5663,131
"4676",3838,128
"4677",3838,131
"4678",4568,136
"4679",3473,126
"4680",3839,118
"4681",4204,122
"4682",3839,128
"4683",4934,130
"4684",5299,128
"4685",4569,116
"4686",4569,132
"4687",3839,123
"4688",3839,124
"4689",5299,136
"4690",5299,128
"4691",2379,118
"4692",4569,120
"4693",5664,141
"4694",2744,128
"4695",2014,120
"4696",5299,133
"4697",3109,125
"4698",3475,111
"4699",5666,123
"4700",3841,125
"4701",2381,116
"4702",5301,125
"4703",3476,124
"4704",6762,130
"4705",2747,114
"4706",5302,127
"4707",2747,118
"4708",2382,128
"4709",3113,126
"4710",3478,132
"4711",4938,137
"4712",3113,120
"4713",3113,117
"4714",4938,125
"4715",2748,118
"4716",3843,123
"4717",3478,133
"4718",3114,121
"4719",3844,128
"4720",3844,123
"4721",3114,123
"4722",4209,132
"4723",5669,125
"4724",3844,126
"4725",7129,132
"4726",4209,130
"4727",4940,131
"4728",3115,119
"4729",4210,126
"4730",3845,122
"4731",5305,133
"4732",5673,129
"4733",3484,127
"4734",3849,128
"4735",2390,119
"4736",3485,118
"4737",4580,121
"4738",1660,120
"4739",3120,120
"4740",4580,137
"4741",3850,125
"4742",2025,122
"4743",3486,118
"4744",3851,121
"4745",1296,115
"4746",3121,117
"4747",3486,119
"4748",2756,119
"4749",3121,118
"4750",3121,120
"4751",2391,120
"4752",2756,120
"4753",3121,119
"4754",4581,122
"4755",3121,124
"4756",6041,132
"4757",3486,122
"4758",3486,123
"4759",4581,126
"4760",2391,110
"4761",3121,127
"4762",6041,136
"4763",2756,118
"4764",3122,128
"4765",2392,118
"4766",6407,126
"4767",4947,125
"4768",4217,118
"4769",3852,130
"4770",3487,114
"4771",2392,122
"4772",4582,121
"4773",3487,117
