"","species","traitname","strength.of.selection","sample.size","authors","year","journal","volume.pages"
"464","Thamnophis ordinoides","stripe",0.102,646,"Brodie, ED",1992,"Evolution","46:1284-1298"
"465","Thamnophis ordinoides","reversals",0.008,646,"Brodie, ED",1992,"Evolution","46:1284-1298"
"466","Thamnophis ordinoides","speed",0.119,646,"Brodie, ED",1992,"Evolution","46:1284-1298"
"467","Thamnophis ordinoides","distance",-0.059,646,"Brodie, ED",1992,"Evolution","46:1284-1298"
"468","Datura stramonium","herbivory by tobacco flea beetles (Epitrix parvula)",0.152,333,"Nunez-Farfan and Dirzo",1994,"Evolution","48:423-436"
"469","Datura stramonium","herbivory by grasshoppers (Sphenarium purpurascens)",-0.091,333,"Nunez-Farfan and Dirzo",1994,"Evolution","48:423-436"
"470","Datura stramonium","plant size",0.026,333,"Nunez-Farfan and Dirzo",1994,"Evolution","48:423-436"
"471","Lythrum salicaria","date of initiation of flowering",0.446,65,"O'Neil",1997,"Evolution","51:267-274"
"472","Lythrum salicaria","duration of flowering",0.511,65,"O'Neil",1997,"Evolution","51:267-274"
"473","Lythrum salicaria","plant height",-0.07,65,"O'Neil",1997,"Evolution","51:267-274"
"474","Raphanus raphanistrum","inflorescence height",0.669,65,"O'Neil",1997,"Evolution","51:267-274"
"475","Raphanus raphanistrum","stigma exsertion (pistil length - corolla tube length)",-0.02,57,"Conner et al.",1996,"Evolution","50:1127-1136"
"476","Raphanus raphanistrum","ovule number per flower",0.23,57,"Conner et al.",1996,"Evolution","50:1127-1136"
"477","Raphanus raphanistrum","flower production (# days flowering)",0.7,57,"Conner et al.",1996,"Evolution","50:1127-1136"
"478","Raphanus raphanistrum","PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)",0.12,60,"Conner et al.",1996,"Evolution","50:1127-1136"
"479","Raphanus raphanistrum","stigma exsertion (pistil length - corolla tube length)",0.02,60,"Conner et al.",1996,"Evolution","50:1127-1136"
"480","Raphanus raphanistrum","ovule number per flower",0.11,60,"Conner et al.",1996,"Evolution","50:1127-1136"
"481","Raphanus raphanistrum","flower production (total # flowers over lifetime)",0.7,60,"Conner et al.",1996,"Evolution","50:1127-1136"
"482","Raphanus raphanistrum","PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)",-0.01,112,"Conner et al.",1996,"Evolution","50:1127-1136"
"483","Raphanus raphanistrum","stigma exsertion (pistil length - corolla tube length)",-0.03,112,"Conner et al.",1996,"Evolution","50:1127-1136"
"484","Raphanus raphanistrum","ovule number per flower",0.07,112,"Conner et al.",1996,"Evolution","50:1127-1136"
"485","Raphanus raphanistrum","flower production (total # open flowers on 6 days of pollination)",0.17,112,"Conner et al.",1996,"Evolution","50:1127-1136"
"486","Raphanus raphanistrum","PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)",0.07,57,"Conner et al.",1996,"Evolution","50:1137-1146"
"487","Raphanus raphanistrum","anther exsertion",-0.1,57,"Conner et al.",1996,"Evolution","50:1137-1146"
"488","Raphanus raphanistrum","stigma exsertion (pistil length - corolla tube length)",0,57,"Conner et al.",1996,"Evolution","50:1137-1146"
"489","Raphanus raphanistrum","ovule number per flower",0.14,57,"Conner et al.",1996,"Evolution","50:1137-1146"
"490","Raphanus raphanistrum","flower production (# days flowering)",0.6,57,"Conner et al.",1996,"Evolution","50:1137-1146"
"491","Raphanus raphanistrum","PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)",0.04,60,"Conner et al.",1996,"Evolution","50:1137-1146"
"492","Raphanus raphanistrum","anther exsertion",0.06,60,"Conner et al.",1996,"Evolution","50:1137-1146"
"493","Raphanus raphanistrum","stigma exsertion (pistil length - corolla tube length)",-0.06,60,"Conner et al.",1996,"Evolution","50:1137-1146"
"494","Raphanus raphanistrum","ovule number per flower",0.04,60,"Conner et al.",1996,"Evolution","50:1137-1146"
"495","Raphanus raphanistrum","flower production (total # flowers over lifetime)",0.62,60,"Conner et al.",1996,"Evolution","50:1137-1146"
"496","Raphanus raphanistrum","PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)",0.01,112,"Conner et al.",1996,"Evolution","50:1137-1146"
"497","Raphanus raphanistrum","anther exsertion ",0.04,112,"Conner et al.",1996,"Evolution","50:1137-1146"
"498","Raphanus raphanistrum","stigma exsertion (pistil length - corolla tube length)",-0.04,112,"Conner et al.",1996,"Evolution","50:1137-1146"
"499","Raphanus raphanistrum","pollen production per flower",0.03,112,"Conner et al.",1996,"Evolution","50:1137-1146"
"500","Raphanus raphanistrum","ovule number per flower",0.03,112,"Conner et al.",1996,"Evolution","50:1137-1146"
"501","Raphanus raphanistrum","flower production (total # open flowers on 6 days of pollination)",0.14,112,"Conner et al.",1996,"Evolution","50:1137-1146"
"502","Raphanus raphanistrum","PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)",0.1,57,"Conner et al.",1996,"Evolution","50:1137-1146"
"503","Raphanus raphanistrum","anther exsertion",-0.11,57,"Conner et al.",1996,"Evolution","50:1137-1146"
"504","Raphanus raphanistrum","flower production (# days flowering)",0.5,57,"Conner et al.",1996,"Evolution","50:1137-1146"
"505","Raphanus raphanistrum","PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)",-0.2,49,"Conner et al.",1996,"Evolution","50:1137-1146"
"506","Raphanus raphanistrum","anther exsertion",0.04,49,"Conner et al.",1996,"Evolution","50:1137-1146"
"507","Raphanus raphanistrum","pollen production per flower",0.16,49,"Conner et al.",1996,"Evolution","50:1137-1146"
"508","Raphanus raphanistrum","flower production (total # flowers over lifetime)",0.56,49,"Conner et al.",1996,"Evolution","50:1137-1146"
"509","Raphanus raphanistrum","PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)",0.01,112,"Conner et al.",1996,"Evolution","50:1137-1146"
"510","Raphanus raphanistrum","anther exsertion ",0.09,112,"Conner et al.",1996,"Evolution","50:1137-1146"
"511","Raphanus raphanistrum","pollen production per flower",0.07,112,"Conner et al.",1996,"Evolution","50:1137-1146"
"512","Ficedula albicollis","flower production (total # open flowers on 6 days of pollination)",0.1,112,"Conner et al.",1996,"Evolution","50:1137-1146"
"513","Ficedula albicollis","mass relative to body size, at fledging (residual of fledging mass in linear regression of mass on tarsus length)",0.0231,7560,"Linden et al.",1992,"Ecology","73:336-343"
"514","Ficedula albicollis","hatching date",-0.0095,7560,"Linden et al.",1992,"Ecology","73:336-343"
"515","Parus major","clutch size",-0.0054,7560,"Linden et al.",1992,"Ecology","73:336-343"
"516","Parus major","mass relative to body size, at fledging (residual of fledging mass in linear regression of mass on tarsus length)",0.0047,5907,"Linden et al.",1992,"Ecology","73:336-343"
"517","Parus major","hatching date",-0.013,5907,"Linden et al.",1992,"Ecology","73:336-343"
"518","Cypripedium acaule","clutch size",-0.0087,5907,"Linden et al.",1992,"Ecology","73:336-343"
"519","Cypripedium acaule","flower opening date",-0.45,259,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"520","Cypripedium acaule","flower height",0.49,258,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"521","Cypripedium acaule","labellum length",-0.4,259,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"522","Cypripedium acaule","flower opening date",-0.79,259,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"523","Cypripedium acaule","flower height",0.91,258,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"524","Cypripedium acaule","labellum length",-0.78,259,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"525","Cypripedium acaule","flower opening date",-0.62,259,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"526","Cypripedium acaule","flower height",0.7,258,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"527","Cypripedium acaule","labellum length",-0.59,259,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"528","Cypripedium acaule","flower opening date",-0.25,248,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"529","Cypripedium acaule","flower height",0.11,248,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"530","Cypripedium acaule","labellum length",0.25,248,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"531","Cypripedium acaule","flower opening date",-0.39,248,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"532","Cypripedium acaule","flower height",0.31,248,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"533","Cypripedium acaule","labellum length",-0.1,248,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"534","Cypripedium acaule","flower opening date",-0.32,248,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"535","Cypripedium acaule","flower height",0.21,248,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"536","Cypripedium acaule","labellum length",0.07,248,"O'Connell and Johnston",1998,"Ecology","79:1246-1260"
"537","Collinsia verna","timing of germination",-0.081,2302,"Kalisz",1986,"Evolution","40:479-491"
"538","Collinsia verna","timing of germination",-0.005,1730,"Kalisz",1986,"Evolution","40:479-491"
"539","Collinsia verna","timing of germination",-0.115,1599,"Kalisz",1986,"Evolution","40:479-491"
"540","Collinsia verna","timing of germination",-0.076,2133,"Kalisz",1986,"Evolution","40:479-491"
"541","Collinsia verna","timing of germination",0.17,1614,"Kalisz",1986,"Evolution","40:479-491"
"542","Collinsia verna","timing of germination",-0.308,590,"Kalisz",1986,"Evolution","40:479-491"
"543","Collinsia verna","timing of germination",-0.042,1148,"Kalisz",1986,"Evolution","40:479-491"
"544","Collinsia verna","timing of germination",-0.095,980,"Kalisz",1986,"Evolution","40:479-491"
"545","Collinsia verna","timing of germination",-0.19,391,"Kalisz",1986,"Evolution","40:479-491"
"546","Collinsia verna","timing of germination",0.026,2861,"Kalisz",1986,"Evolution","40:479-491"
"547","Collinsia verna","timing of germination",0.026,1199,"Kalisz",1986,"Evolution","40:479-491"
"548","Collinsia verna","timing of germination",-0.108,885,"Kalisz",1986,"Evolution","40:479-491"
"549","Collinsia verna","timing of germination",0.011,3474,"Kalisz",1986,"Evolution","40:479-491"
"550","Collinsia verna","timing of germination",-0.021,1508,"Kalisz",1986,"Evolution","40:479-491"
"551","Collinsia verna","timing of germination",-0.106,913,"Kalisz",1986,"Evolution","40:479-491"
"552","Collinsia verna","timing of germination",-0.013,1753,"Kalisz",1986,"Evolution","40:479-491"
"553","Collinsia verna","timing of germination",0.003,861,"Kalisz",1986,"Evolution","40:479-491"
"554","Collinsia verna","timing of germination",-0.046,642,"Kalisz",1986,"Evolution","40:479-491"
"555","Collinsia verna","timing of germination",-0.062,5583,"Kalisz",1986,"Evolution","40:479-491"
"556","Collinsia verna","timing of germination",0.045,4324,"Kalisz",1986,"Evolution","40:479-491"
"557","Collinsia verna","timing of germination",-0.179,2580,"Kalisz",1986,"Evolution","40:479-491"
"558","Collinsia verna","timing of germination",0.012,8088,"Kalisz",1986,"Evolution","40:479-491"
"559","Collinsia verna","timing of germination",0.01,3568,"Kalisz",1986,"Evolution","40:479-491"
"560","Pyrenestes ostrinus","timing of germination",-0.101,2440,"Kalisz",1986,"Evolution","40:479-491"
"561","Pyrenestes ostrinus","weight",-0.14,734,"Smith",1990,"Evolution","44(4):832-842"
"562","Pyrenestes ostrinus","wing length",-0.35,734,"Smith",1990,"Evolution","44(4):832-842"
"563","Pyrenestes ostrinus","lower bill width",0.59,734,"Smith",1990,"Evolution","44(4):832-842"
"564","Pyrenestes ostrinus","upper bill width",-0.03,734,"Smith",1990,"Evolution","44(4):832-842"
"565","Pyrenestes ostrinus","upper bill length",0.99,734,"Smith",1990,"Evolution","44(4):832-842"
"566","Pyrenestes ostrinus","lower bill length",-0.94,734,"Smith",1990,"Evolution","44(4):832-842"
"567","Pyrenestes ostrinus","upper bill depth",-0.36,734,"Smith",1990,"Evolution","44(4):832-842"
"568","Pyrenestes ostrinus","wing length",0.34,734,"Smith",1990,"Evolution","44(4):832-842"
"569","Pyrenestes ostrinus","lower bill width",-0.34,734,"Smith",1990,"Evolution","44(4):832-842"
"570","Pyrenestes ostrinus","upper bill width",-0.44,734,"Smith",1990,"Evolution","44(4):832-842"
"571","Pyrenestes ostrinus","upper bill length",0.16,734,"Smith",1990,"Evolution","44(4):832-842"
"572","Pyrenestes ostrinus","lower bill length",-0.68,734,"Smith",1990,"Evolution","44(4):832-842"
"573","Pyrenestes ostrinus","upper bill depth",-0.59,734,"Smith",1990,"Evolution","44(4):832-842"
"574","Pyrenestes ostrinus","weight",0.05,734,"Smith",1990,"Evolution","44(4):832-842"
"575","Pyrenestes ostrinus","wing length",0.01,734,"Smith",1990,"Evolution","44(4):832-842"
"576","Pyrenestes ostrinus","lower bill width",0.22,734,"Smith",1990,"Evolution","44(4):832-842"
"577","Pyrenestes ostrinus","upper bill width",-0.55,734,"Smith",1990,"Evolution","44(4):832-842"
"578","Pyrenestes ostrinus","upper bill length",0.2,734,"Smith",1990,"Evolution","44(4):832-842"
"579","Pyrenestes ostrinus","lower bill length",0.06,734,"Smith",1990,"Evolution","44(4):832-842"
"580","Pyrenestes ostrinus","upper bill depth",-0.05,734,"Smith",1990,"Evolution","44(4):832-842"
"581","Pyrenestes ostrinus","weight",-0.19,734,"Smith",1990,"Evolution","44(4):832-842"
"582","Pyrenestes ostrinus","wing length",-0.34,734,"Smith",1990,"Evolution","44(4):832-842"
"583","Pyrenestes ostrinus","lower bill width",0.02,734,"Smith",1990,"Evolution","44(4):832-842"
"584","Pyrenestes ostrinus","upper bill width",0.34,734,"Smith",1990,"Evolution","44(4):832-842"
"585","Pyrenestes ostrinus","upper bill length",0.87,734,"Smith",1990,"Evolution","44(4):832-842"
"586","Pyrenestes ostrinus","lower bill length",-0.65,734,"Smith",1990,"Evolution","44(4):832-842"
"587","Pyrenestes ostrinus","upper bill depth",-0.51,734,"Smith",1990,"Evolution","44(4):832-842"
"588","Pyrenestes ostrinus","PC2 (MO)",NA,734,"Smith",1990,"Evolution","44(4):832-842"
"589","Pyrenestes ostrinus","weight",0.16,734,"Smith",1990,"Evolution","44(4):832-842"
"590","Pyrenestes ostrinus","wing length",0.08,734,"Smith",1990,"Evolution","44(4):832-842"
"591","Pyrenestes ostrinus","lower bill width",0.18,734,"Smith",1990,"Evolution","44(4):832-842"
"592","Pyrenestes ostrinus","upper bill width",-0.33,734,"Smith",1990,"Evolution","44(4):832-842"
"593","Pyrenestes ostrinus","upper bill length",0.24,734,"Smith",1990,"Evolution","44(4):832-842"
"594","Pyrenestes ostrinus","lower bill length",-0.4,734,"Smith",1990,"Evolution","44(4):832-842"
"595","Pyrenestes ostrinus","upper bill depth",0.18,734,"Smith",1990,"Evolution","44(4):832-842"
"596","Pyrenestes ostrinus","weight",0.27,734,"Smith",1990,"Evolution","44(4):832-842"
"597","Pyrenestes ostrinus","wing length",-0.09,734,"Smith",1990,"Evolution","44(4):832-842"
"598","Pyrenestes ostrinus","lower bill width",-0.59,734,"Smith",1990,"Evolution","44(4):832-842"
"599","Pyrenestes ostrinus","upper bill width",-0.12,734,"Smith",1990,"Evolution","44(4):832-842"
"600","Pyrenestes ostrinus","upper bill length",-0.18,734,"Smith",1990,"Evolution","44(4):832-842"
"601","Pyrenestes ostrinus","lower bill length",0.42,734,"Smith",1990,"Evolution","44(4):832-842"
"602","Pyrenestes ostrinus","upper bill depth",0.13,734,"Smith",1990,"Evolution","44(4):832-842"
"603","Uta palmeri","jaw length",-0.722,33,"Hews",1990,"Evolution","44(8):1956-1966"
"604","Uta palmeri","head depth",1.144,33,"Hews",1990,"Evolution","44(8):1956-1966"
"605","Uta palmeri","territory quality",1.031,33,"Hews",1990,"Evolution","44(8):1956-1966"
"606","Uta palmeri","PC1 (MO+BE)",-0.078,33,"Hews",1990,"Evolution","44(8):1956-1966"
"607","Uta palmeri","PC2 (MO+BE)",1.237,33,"Hews",1990,"Evolution","44(8):1956-1966"
"608","Ipomopsis aggregata","PC3 (MO+BE)",1.075,33,"Hews",1990,"Evolution","44(8):1956-1966"
"609","Chamaecrista fasciculata","number of leaves in july",0.017,97,"Kelly",1992,"Evolution","46(6):1658-1673"
"610","Chamaecrista fasciculata","survival from flowering to fruit maturation: date of initial flowering",-0.002,97,"Kelly",1992,"Evolution","46(6):1658-1673"
"611","Chamaecrista fasciculata","number of leaves in july",0.24,80,"Kelly",1992,"Evolution","46(6):1658-1673"
"612","Chamaecrista fasciculata","date of initial flowering",-0.02,80,"Kelly",1992,"Evolution","46(6):1658-1673"
"613","Chamaecrista fasciculata","date of initial fruit maturation",-0.002,80,"Kelly",1992,"Evolution","46(6):1658-1673"
"614","Chamaecrista fasciculata","number of leaves in july",-0.002,68,"Kelly",1992,"Evolution","46(6):1658-1673"
"615","Chamaecrista fasciculata","date of initial flowering",-0.001,68,"Kelly",1992,"Evolution","46(6):1658-1673"
"616","Chamaecrista fasciculata","number of leaves in july",0.25,54,"Kelly",1992,"Evolution","46(6):1658-1673"
"617","Chamaecrista fasciculata","date of initial flowering",0.047,54,"Kelly",1992,"Evolution","46(6):1658-1673"
"618","Chamaecrista fasciculata","date of initial fruit maturation",-0.052,54,"Kelly",1992,"Evolution","46(6):1658-1673"
"619","Chamaecrista fasciculata","date of emergence",0.027,926,"Kelly",1992,"Evolution","46(6):1658-1673"
"620","Chamaecrista fasciculata"," date of emergence",-0.002,554,"Kelly",1992,"Evolution","46(6):1658-1673"
"621","Chamaecrista fasciculata","height in june",0.074,554,"Kelly",1992,"Evolution","46(6):1658-1673"
"622","Chamaecrista fasciculata"," date of emergence",0.01,438,"Kelly",1992,"Evolution","46(6):1658-1673"
"623","Chamaecrista fasciculata","height in june",0.023,438,"Kelly",1992,"Evolution","46(6):1658-1673"
"624","Chamaecrista fasciculata","number of leaves in july",0.121,438,"Kelly",1992,"Evolution","46(6):1658-1673"
"625","Chamaecrista fasciculata","date of emergence",0.006,328,"Kelly",1992,"Evolution","46(6):1658-1673"
"626","Chamaecrista fasciculata"," height in june",-0.026,328,"Kelly",1992,"Evolution","46(6):1658-1673"
"627","Chamaecrista fasciculata","number of leaves in july",0.043,328,"Kelly",1992,"Evolution","46(6):1658-1673"
"628","Chamaecrista fasciculata","date of initial flowering",-0.033,328,"Kelly",1992,"Evolution","46(6):1658-1673"
"629","Chamaecrista fasciculata","date of emergence",0.003,178,"Kelly",1992,"Evolution","46(6):1658-1673"
"630","Chamaecrista fasciculata","height in june",0.05,178,"Kelly",1992,"Evolution","46(6):1658-1673"
"631","Chamaecrista fasciculata","number of leaves in july",0.468,178,"Kelly",1992,"Evolution","46(6):1658-1673"
"632","Chamaecrista fasciculata","date of initial flowering",0.046,178,"Kelly",1992,"Evolution","46(6):1658-1673"
"633","Chamaecrista fasciculata","date of initial fruit maturation",-0.11,178,"Kelly",1992,"Evolution","46(6):1658-1673"
"634","Chamaecrista fasciculata","date of emergence",-0.01,625,"Kelly",1992,"Evolution","46(6):1658-1673"
"635","Chamaecrista fasciculata","date of emergence",-0.045,522,"Kelly",1992,"Evolution","46(6):1658-1673"
"636","Chamaecrista fasciculata"," height in june",-0.011,522,"Kelly",1992,"Evolution","46(6):1658-1673"
"637","Lobelia siphilitica","flower #",0.86,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"638","Lobelia siphilitica","mean # flowers/day",0.3,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"639","Lobelia siphilitica","height",0.27,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"640","Lobelia siphilitica","flowering span",-0.13,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"641","Lobelia siphilitica","median-flower date",-0.16,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"642","Lobelia siphilitica","nectary-stigma distance",-0.14,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"643","Lobelia cardinalis","flower #",1.35,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"644","Lobelia cardinalis","mean # flowers/day",0.016,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"645","Lobelia cardinalis","height",0.11,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"646","Lobelia cardinalis","flowering span",-0.05,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"647","Lobelia cardinalis","median-flower date",0.19,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"648","Lobelia cardinalis","nectary-stigma distance",-0.046,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"649","Lobelia cardinalis","flower #",1.25,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"650","Lobelia cardinalis","mean # flowers/day",-0.14,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"651","Lobelia cardinalis","height",0.33,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"652","Lobelia cardinalis","flowering span",-0.15,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"653","Lobelia cardinalis","median-flower date",-0.031,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"654","Ipomoea purpurea","nectary-stigma distance",0.15,296,"Johnston",1991,"Evolution","45(6):1468-1479"
"655","Ipomoea purpurea","leaf area",0.01,1649,"Simms",1990,"Evolution","44(5):1177-1188"
"656","Ipomoea purpurea","corn earwormdamage",0.108,1649,"Simms",1990,"Evolution","44(5):1177-1188"
"657","Ipomoea purpurea","flea beetle damage",0.249,1649,"Simms",1990,"Evolution","44(5):1177-1188"
"658","Ipomoea purpurea","tortoise beetle damage",-0.079,1649,"Simms",1990,"Evolution","44(5):1177-1188"
"659","Ipomoea purpurea","generalist folivore damage",-0.559,1649,"Simms",1990,"Evolution","44(5):1177-1188"
"660","Gammarus minus","1st antennal peduncle length",0.124,97,"Jones and Culver ",1989,"Evolution","43(3):688-693"
"661","Gammarus minus","antennal flagellum segment #",0.118,97,"Jones and Culver ",1989,"Evolution","43(3):688-693"
"662","Gammarus minus","eye ommatidia #",-0.351,97,"Jones and Culver ",1989,"Evolution","43(3):688-693"
"663","Gammarus minus","1st antennal peduncle length",0.463,79,"Jones and Culver ",1989,"Evolution","43(3):688-693"
"664","Gammarus minus","antennal flagellum segment #",0.158,79,"Jones and Culver ",1989,"Evolution","43(3):688-693"
"665","Gammarus minus","eye ommatidia #",-0.299,79,"Jones and Culver ",1989,"Evolution","43(3):688-693"
"666","Gammarus minus","1st antennal peduncle length",-0.093,124,"Jones and Culver ",1989,"Evolution","43(3):688-693"
"667","Gammarus minus","antennal flagellum segment #",0.053,124,"Jones and Culver ",1989,"Evolution","43(3):688-693"
"668","Gammarus minus","eye ommatidia #",-0.203,124,"Jones and Culver ",1989,"Evolution","43(3):688-693"
"669","Gammarus minus","1st antennal peduncle length",0.46,86,"Jones and Culver ",1989,"Evolution","43(3):688-693"
"670","Gammarus minus","antennal flagellum segment #",0.018,86,"Jones and Culver ",1989,"Evolution","43(3):688-693"
"671","Calathea ovandensis","eye ommatidia #",-0.259,86,"Jones and Culver ",1989,"Evolution","43(3):688-693"
"672","Calathea ovandensis","corolla length",0.059,103,"Schemske and Horvitz",1989,"Evolution","43(2):461-465"
"673","Calathea ovandensis","corolla length",-0.126,82,"Schemske and Horvitz",1989,"Evolution","43(2):461-465"
"674","Oncorhynchus kisutch","corolla length",0.005,102,"Schemske and Horvitz",1989,"Evolution","43(2):461-465"
"675","Bolitotherus cornutus","elytral length",-0.24,67,"Conner",1988,"Evolution","42(4):736-749"
"676","Bolitotherus cornutus","horn length",0.26,67,"Conner",1988,"Evolution","42(4):736-749"
"677","Bolitotherus cornutus","live weight",0.12,67,"Conner",1988,"Evolution","42(4):736-749"
"678","Bolitotherus cornutus","elytral length",-0.09,67,"Conner",1988,"Evolution","42(4):736-749"
"679","Bolitotherus cornutus","horn length",0.59,67,"Conner",1988,"Evolution","42(4):736-749"
"680","Bolitotherus cornutus","live weight",-0.06,67,"Conner",1988,"Evolution","42(4):736-749"
"681","Bolitotherus cornutus","elytral length",-0.33,67,"Conner",1988,"Evolution","42(4):736-749"
"682","Bolitotherus cornutus","horn length",0.94,67,"Conner",1988,"Evolution","42(4):736-749"
"683","Bolitotherus cornutus","live weight",-0.16,67,"Conner",1988,"Evolution","42(4):736-749"
"684","Bolitotherus cornutus","elytral length",-0.37,134,"Conner",1988,"Evolution","42(4):736-749"
"685","Bolitotherus cornutus","horn length",0.23,134,"Conner",1988,"Evolution","42(4):736-749"
"686","Bolitotherus cornutus","live weight",0.19,134,"Conner",1988,"Evolution","42(4):736-749"
"687","Bolitotherus cornutus","elytral length",-0.05,134,"Conner",1988,"Evolution","42(4):736-749"
"688","Bolitotherus cornutus","horn length",0.32,134,"Conner",1988,"Evolution","42(4):736-749"
"689","Bolitotherus cornutus","live weight",0.11,134,"Conner",1988,"Evolution","42(4):736-749"
"690","Bolitotherus cornutus","elytral length",-0.47,134,"Conner",1988,"Evolution","42(4):736-749"
"691","Bolitotherus cornutus","horn length",0.62,134,"Conner",1988,"Evolution","42(4):736-749"
"692","Enallagma boreale","live weight",0.22,134,"Conner",1988,"Evolution","42(4):736-749"
"693","Nerodia sipedon","DB (dors blotches)",-0.3,317,"King, R.B",1993,"Evolution","47(6):1819-1833"
"694","Nerodia sipedon","LB (lat blotches)",-0.27,317,"King, R.B",1993,"Evolution","47(6):1819-1833"
"695","Nerodia sipedon","ROWS (ht of lat blot",0.01,317,"King, R.B",1993,"Evolution","47(6):1819-1833"
"696","Nerodia sipedon","VEXT extent of venter",0.16,317,"King, R.B",1993,"Evolution","47(6):1819-1833"
"697","Nerodia sipedon","DB (dors blotches)",-0.14,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"698","Nerodia sipedon","LB (lat blotches)",0.07,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"699","Nerodia sipedon","ROWS (ht of lat blot",-0.02,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"700","Nerodia sipedon","VEXT extent of venter",0.12,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"701","Nerodia sipedon","DB (dors blotches)",-0.05,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"702","Nerodia sipedon","LB (lat blotches)",-0.16,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"703","Nerodia sipedon","ROWS (ht of lat blot",0.03,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"704","Nerodia sipedon","VEXT extent of venter",0.05,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"705","Nerodia sipedon","DB (dors blotches)",0.03,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"706","Nerodia sipedon","LB (lat blotches)",-0.19,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"707","Nerodia sipedon","ROWS (ht of lat blot",0.07,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"708","Nerodia sipedon","VEXT extent of venter",0.01,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"709","Nerodia sipedon","DB (dors blotches)",-0.01,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"710","Nerodia sipedon","LB (lat blotches)",-0.2,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"711","Nerodia sipedon","ROWS (ht of lat blot",0.04,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"712","Nerodia sipedon","VEXT extent of venter",0.12,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"713","Nerodia sipedon","DB (dors blotches)",0.07,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"714","Nerodia sipedon","LB (lat blotches)",-0.08,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"715","Nerodia sipedon","ROWS (ht of lat blot",-0.03,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"716","Nerodia sipedon","VEXT extent of venter",0,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
"717","Nerodia sipedon","DB (dors blotches)",0.02,90,"King, R.B",1993,"Evolution","47(6):1819-1833"
