"","gene.length"
"9921",2443
"9922",730
"9923",1538
"9924",7337
"9925",1009
"9926",747
"9927",4089
"9928",2571
"9929",5083
"9930",1771
"9931",885
"9932",2001
"9933",690
"9934",1660
"9935",3808
"9936",3525
"9937",2808
"9938",3024
"9939",3760
"9940",1092
"9941",5744
"9942",2366
"9943",4457
"9944",2899
"9945",1945
"9946",1107
"9947",4954
"9948",1345
"9949",1068
"9950",4576
"9951",813
"9952",4752
"9953",4774
"9954",2757
"9955",6315
"9956",892
"9957",2520
"9958",2900
"9959",1813
"9960",2145
"9961",4674
"9962",1529
"9963",2068
"9964",3047
"9965",3261
"9966",2440
"9967",4213
"9968",1696
"9969",3023
"9970",2828
"9971",2772
"9972",5233
"9973",2205
"9974",3075
"9975",2337
"9976",1591
"9977",975
"9978",2834
"9979",2054
"9980",1792
"9981",1065
"9982",2199
"9983",2454
"9984",2104
"9985",4045
"9986",2528
"9987",4870
"9988",6945
"9989",2977
"9990",3176
"9991",3363
"9992",3149
"9993",7872
"9994",5643
"9995",2753
"9996",3750
"9997",1542
"9998",2032
"9999",6404
"10000",932
"10001",2505
"10002",4040
"10003",3086
"10004",1430
"10005",2504
"10006",2468
"10007",2450
"10008",4795
"10009",4551
"10010",1245
"10011",1338
"10012",4226
"10013",1579
"10014",3865
"10015",2002
"10016",3842
"10017",1102
"10018",4919
"10019",3914
"10020",3900
"10021",3484
"10022",2536
"10023",1774
"10024",3509
"10025",1725
"10026",10299
"10027",6622
"10028",5983
"10029",2514
"10030",4691
"10031",2874
"10032",2096
"10033",1008
"10034",1718
"10035",2143
"10036",3164
"10037",1753
"10038",5096
"10039",3719
"10040",3224
"10041",2345
"10042",2551
"10043",3073
"10044",4076
"10045",1439
"10046",465
"10047",3321
"10048",1865
"10049",2024
"10050",885
"10051",1388
"10052",3452
"10053",738
"10054",1609
"10055",3239
"10056",3064
"10057",3242
"10058",1028
"10059",2184
"10060",3372
"10061",6308
"10062",4305
"10063",1456
"10064",2703
"10065",979
"10066",363
"10067",3850
"10068",1611
"10069",2895
"10070",8070
"10071",1337
"10072",3416
"10073",10695
"10074",8475
"10075",3561
"10076",2936
"10077",939
"10078",3492
"10079",3437
"10080",2185
"10081",5628
"10082",2468
"10083",9088
"10084",1897
"10085",4561
"10086",954
"10087",1318
"10088",2760
"10089",2267
"10090",2791
"10091",4677
"10092",1878
"10093",6042
"10094",5464
"10095",1560
"10096",273
"10097",973
"10098",3944
"10099",5222
"10100",1364
"10101",1411
"10102",1825
"10103",1011
"10104",2659
"10105",878
"10106",2872
"10107",709
"10108",776
"10109",1705
"10110",1351
"10111",2360
"10112",4145
"10113",3172
"10114",2136
"10115",1810
"10116",3814
"10117",711
"10118",345
"10119",363
"10120",1899
"10121",1188
"10122",6219
"10123",2689
"10124",3267
"10125",2949
"10126",1279
"10127",860
"10128",3157
"10129",1897
"10130",3609
"10131",1500
"10132",2538
"10133",3116
"10134",2274
"10135",5670
"10136",4002
"10137",2384
"10138",6425
"10139",2814
"10140",4395
"10141",276
"10142",150
"10143",3735
"10144",3394
"10145",3101
"10146",1623
"10147",2814
"10148",3919
"10149",3754
"10150",5916
"10151",3405
"10152",2420
"10153",2562
"10154",6714
"10155",2142
"10156",1910
"10157",3596
"10158",2191
"10159",2527
"10160",1821
"10161",3864
"10162",6256
"10163",3366
"10164",1105
"10165",2032
"10166",2200
"10167",3932
"10168",336
"10169",2333
"10170",3683
"10171",2243
"10172",525
"10173",2171
"10174",2757
"10175",2408
"10176",1231
"10177",3899
"10178",3997
"10179",4086
"10180",1487
"10181",4823
"10182",4262
"10183",4350
"10184",1600
"10185",4176
"10186",1106
"10187",423
"10188",2941
"10189",3781
"10190",1083
"10191",4375
"10192",4383
"10193",4354
"10194",1436
"10195",1990
"10196",2849
"10197",3893
"10198",8770
"10199",5370
"10200",2065
"10201",2345
"10202",6089
"10203",5296
"10204",6333
"10205",5928
"10206",3162
"10207",1935
"10208",1092
"10209",3784
"10210",4596
"10211",5727
"10212",1421
"10213",4071
"10214",2661
"10215",2925
"10216",2932
"10217",20409
"10218",2529
"10219",2686
"10220",4404
"10221",6774
"10222",5157
"10223",1831
"10224",4180
"10225",5010
"10226",2586
"10227",2464
"10228",7514
"10229",818
"10230",1912
"10231",2903
"10232",2310
"10233",3596
"10234",3178
"10235",204
"10236",2602
"10237",997
"10238",2800
"10239",4435
"10240",1972
"10241",590
"10242",3628
"10243",1806
"10244",1659
"10245",2470
"10246",1481
"10247",5390
"10248",2540
"10249",3690
"10250",3397
"10251",3378
"10252",2952
"10253",3728
"10254",1080
"10255",1693
"10256",1158
"10257",5120
"10258",1089
"10259",4649
"10260",5501
"10261",2222
"10262",4508
"10263",1714
"10264",3620
"10265",1011
"10266",2941
"10267",5383
"10268",3186
"10269",3094
"10270",1409
"10271",4153
"10272",2948
"10273",768
"10274",3871
"10275",2556
"10276",2311
"10277",7854
"10278",2415
"10279",3370
"10280",5219
"10281",2304
"10282",3862
"10283",4472
"10284",2030
"10285",2282
"10286",2926
"10287",2890
"10288",3073
"10289",1781
"10290",893
"10291",3636
"10292",3511
"10293",2923
"10294",2525
"10295",5284
"10296",3822
"10297",705
"10298",2560
"10299",977
"10300",2905
"10301",4705
"10302",4107
"10303",5610
"10304",2248
"10305",3174
"10306",6139
"10307",938
"10308",2590
"10309",2428
"10310",3372
"10311",3530
"10312",936
"10313",2464
"10314",3221
"10315",3026
"10316",3256
"10317",387
"10318",3121
"10319",3891
"10320",1495
"10321",3361
"10322",3984
"10323",2177
"10324",5216
"10325",3268
"10326",2895
"10327",2185
"10328",1383
"10329",2001
"10330",4682
"10331",2199
"10332",2471
"10333",694
"10334",3355
"10335",2658
"10336",1350
"10337",1667
"10338",1717
"10339",2207
"10340",3426
"10341",4069
"10342",2522
"10343",3240
"10344",2700
"10345",1552
"10346",5196
"10347",6230
"10348",3034
"10349",1313
"10350",710
"10351",4806
"10352",1690
"10353",4544
"10354",99631
"10355",1832
"10356",2910
"10357",2416
"10358",609
"10359",3650
"10360",2935
"10361",4554
"10362",1770
"10363",5507
"10364",1848
"10365",3851
"10366",7111
"10367",2165
"10368",1896
"10369",3939
"10370",1044
"10371",3260
"10372",3625
"10373",7353
"10374",2159
"10375",2561
"10376",1205
"10377",1860
"10378",1580
"10379",1867
"10380",2221
"10381",2538
"10382",3249
"10383",5888
"10384",2592
"10385",1853
"10386",741
"10387",3040
"10388",1391
"10389",1777
"10390",3367
"10391",1701
"10392",13694
"10393",3979
"10394",3628
"10395",2040
"10396",3897
"10397",2820
"10398",1276
"10399",1778
"10400",6816
"10401",2191
"10402",2947
"10403",8090
"10404",1245
"10405",3691
"10406",1928
"10407",2304
"10408",2160
"10409",2007
"10410",2098
"10411",2459
"10412",6310
"10413",2082
"10414",6109
"10415",930
"10416",2462
"10417",5821
"10418",1032
"10419",4172
"10420",366
"10421",1900
"10422",2513
"10423",3417
"10424",1540
"10425",7333
"10426",1524
"10427",2750
"10428",3852
"10429",1202
"10430",900
"10431",1710
"10432",2971
"10433",1901
"10434",1818
"10435",1514
"10436",5641
"10437",675
"10438",1804
"10439",1801
"10440",5453
"10441",4121
"10442",3399
"10443",2308
"10444",687
"10445",2229
"10446",1440
"10447",2179
"10448",3669
"10449",2558
"10450",613
"10451",2834
"10452",3868
"10453",1509
"10454",4755
"10455",5587
"10456",3699
"10457",937
"10458",1406
"10459",2507
"10460",2300
"10461",504
"10462",5024
"10463",1339
"10464",2478
"10465",3664
"10466",3469
"10467",2888
"10468",3676
"10469",3868
"10470",3616
"10471",4759
"10472",5882
"10473",3144
"10474",1665
"10475",868
"10476",456
"10477",1573
"10478",729
"10479",4560
"10480",1512
"10481",3005
"10482",2376
"10483",8287
"10484",1505
"10485",5937
"10486",7002
"10487",1636
"10488",2487
"10489",2215
"10490",1888
"10491",4250
"10492",1826
"10493",351
"10494",3502
"10495",1348
"10496",4896
"10497",1514
"10498",1194
"10499",333
"10500",2706
"10501",2117
"10502",2890
"10503",2678
"10504",1614
"10505",2635
"10506",3895
"10507",409
"10508",3580
"10509",8415
"10510",3935
"10511",2924
"10512",4570
"10513",3208
"10514",1450
"10515",1206
"10516",894
"10517",3698
"10518",1128
"10519",1883
"10520",3809
"10521",1226
"10522",526
"10523",4657
"10524",1327
"10525",545
"10526",1463
"10527",192
"10528",2691
"10529",1125
"10530",2286
"10531",5657
"10532",4914
"10533",6804
"10534",870
"10535",4468
"10536",12970
"10537",4840
"10538",1594
"10539",1249
"10540",2419
"10541",2358
"10542",1619
"10543",2132
"10544",2497
"10545",1915
"10546",2429
"10547",2003
"10548",4607
"10549",5486
"10550",3850
"10551",6857
"10552",1824
"10553",2912
"10554",3501
"10555",3621
"10556",4350
"10557",2777
"10558",1187
"10559",2132
"10560",2482
"10561",906
"10562",2858
"10563",1276
"10564",1962
"10565",2874
"10566",1583
"10567",1163
"10568",819
"10569",1788
"10570",5038
"10571",3906
"10572",1763
"10573",1606
"10574",1411
"10575",7192
"10576",1858
"10577",4813
"10578",1998
"10579",3659
"10580",3556
"10581",2644
"10582",3676
"10583",5535
"10584",1512
"10585",2904
"10586",4668
"10587",5969
"10588",3957
"10589",4153
"10590",2191
"10591",3634
"10592",6378
"10593",2485
"10594",2919
"10595",3099
"10596",3669
"10597",1835
"10598",3048
"10599",1298
"10600",2563
"10601",1417
"10602",2564
"10603",2797
"10604",1353
"10605",2343
"10606",6216
"10607",3321
"10608",2707
"10609",2043
"10610",7504
"10611",2894
"10612",5601
"10613",3683
"10614",1420
"10615",1294
"10616",4240
"10617",2482
"10618",2256
"10619",7609
"10620",1385
"10621",1602
"10622",4516
"10623",3305
"10624",435
"10625",2561
"10626",5350
"10627",790
"10628",5138
"10629",3402
"10630",3062
"10631",2490
"10632",1687
"10633",2709
"10634",1704
"10635",2642
"10636",558
"10637",5702
"10638",1920
"10639",2072
"10640",1398
"10641",5665
"10642",3511
"10643",1414
"10644",2363
"10645",1253
"10646",468
"10647",3540
"10648",856
"10649",2524
"10650",3987
"10651",2194
"10652",1888
"10653",1764
"10654",3740
"10655",1021
"10656",1688
"10657",2803
"10658",1750
"10659",3521
"10660",4515
"10661",2740
"10662",1913
"10663",1421
"10664",3754
"10665",2412
"10666",2228
"10667",681
"10668",4411
"10669",4948
"10670",2689
"10671",4796
"10672",5990
"10673",3491
"10674",639
"10675",4584
"10676",2899
"10677",1772
"10678",4270
"10679",2024
"10680",4040
"10681",3161
"10682",2366
"10683",4403
"10684",3089
"10685",3014
"10686",5284
"10687",2632
"10688",4039
"10689",4197
"10690",2118
"10691",3780
"10692",5988
"10693",811
"10694",2115
"10695",348
"10696",2583
"10697",1034
"10698",908
"10699",4171
"10700",1949
"10701",2162
"10702",1322
"10703",2483
"10704",3756
"10705",1919
"10706",3044
"10707",5055
"10708",4645
"10709",2252
"10710",2066
"10711",4042
"10712",1191
"10713",876
"10714",2087
"10715",1285
"10716",12351
"10717",1137
"10718",382
"10719",1326
"10720",1396
"10721",2031
"10722",1323
"10723",570
"10724",5357
"10725",3557
"10726",1291
"10727",2916
"10728",3441
"10729",2946
"10730",1733
"10731",2007
"10732",2278
"10733",5221
"10734",2046
"10735",4054
"10736",735
"10737",2592
"10738",9001
"10739",5495
"10740",1820
"10741",3026
"10742",3177
"10743",3326
"10744",693
"10745",1847
"10746",831
"10747",2054
"10748",1984
"10749",1150
"10750",3792
"10751",1806
"10752",2716
"10753",2329
"10754",1362
"10755",2261
"10756",3548
"10757",645
"10758",1176
"10759",1189
"10760",3520
"10761",870
"10762",2659
"10763",1949
"10764",2551
"10765",4330
"10766",3730
"10767",2039
"10768",2349
"10769",591
"10770",473
"10771",3375
"10772",1929
"10773",1069
"10774",1829
"10775",3695
"10776",1464
"10777",5546
"10778",4350
"10779",6376
"10780",767
"10781",6352
"10782",1569
"10783",1663
"10784",2344
"10785",1427
"10786",7039
"10787",3988
"10788",963
"10789",3119
"10790",1744
"10791",1935
"10792",1144
"10793",2240
"10794",3564
"10795",8439
"10796",2823
"10797",4410
"10798",2837
"10799",3877
"10800",5395
"10801",1817
"10802",381
"10803",1353
"10804",805
"10805",1182
"10806",800
"10807",644
"10808",2476
"10809",2988
"10810",1742
"10811",1211
"10812",3800
"10813",1459
"10814",6215
"10815",2380
"10816",711
"10817",1209
"10818",970
"10819",966
"10820",1520
"10821",4232
"10822",2278
"10823",1942
"10824",3885
"10825",4988
"10826",5970
"10827",873
"10828",2082
"10829",2992
"10830",2213
"10831",2716
"10832",309
"10833",3584
"10834",2263
"10835",2068
"10836",1644
"10837",1313
"10838",3977
"10839",1710
"10840",926
"10841",3123
"10842",2709
"10843",2047
"10844",7086
"10845",3246
"10846",3160
"10847",6747
"10848",1599
"10849",5649
"10850",607
"10851",5250
"10852",3453
"10853",1547
"10854",2312
"10855",3030
"10856",228
"10857",1173
"10858",1798
"10859",3586
"10860",1787
"10861",3379
"10862",1811
"10863",2430
"10864",3320
"10865",3029
"10866",4195
"10867",956
"10868",3127
"10869",5765
"10870",1805
"10871",946
"10872",2266
"10873",2403
"10874",1003
"10875",2041
"10876",1661
"10877",761
"10878",4110
"10879",4494
"10880",588
"10881",4381
"10882",4870
"10883",3448
"10884",6074
"10885",2268
"10886",5250
"10887",2137
"10888",3944
"10889",3878
"10890",926
"10891",1605
"10892",3686
"10893",2447
"10894",2105
"10895",2755
"10896",3083
"10897",3742
"10898",886
"10899",966
"10900",4578
"10901",2085
"10902",2162
"10903",2036
"10904",1404
"10905",2017
"10906",1866
"10907",4578
"10908",1920
"10909",4314
"10910",2672
"10911",2380
"10912",2936
"10913",2657
"10914",5875
"10915",1804
"10916",2907
"10917",689
"10918",4680
"10919",5332
"10920",4214
"10921",2010
"10922",3476
"10923",667
"10924",604
"10925",490
"10926",2437
"10927",2492
"10928",1427
"10929",3644
"10930",2058
"10931",2135
"10932",2129
"10933",4976
"10934",2518
"10935",898
"10936",1114
"10937",1898
"10938",2459
"10939",7373
"10940",2769
"10941",657
"10942",2968
"10943",3632
"10944",6961
"10945",4713
"10946",3259
"10947",891
"10948",3223
"10949",2200
"10950",2094
"10951",774
"10952",2520
"10953",2875
"10954",889
"10955",354
"10956",3629
"10957",1949
"10958",1246
"10959",4208
"10960",4812
"10961",6113
"10962",2216
"10963",2968
"10964",10718
"10965",5942
"10966",1087
"10967",2677
"10968",974
"10969",1518
"10970",4933
"10971",2794
"10972",2487
"10973",2217
"10974",1057
"10975",780
"10976",779
"10977",2540
"10978",2465
"10979",2123
"10980",2451
"10981",2115
"10982",2461
"10983",2280
"10984",2360
"10985",459
"10986",2547
"10987",4281
"10988",1141
"10989",3376
"10990",8671
"10991",3079
"10992",1944
"10993",546
"10994",3344
"10995",2094
"10996",1084
"10997",4662
"10998",1384
"10999",1887
"11000",6067
"11001",3934
"11002",1959
"11003",2855
"11004",1001
"11005",3478
"11006",1448
"11007",2987
"11008",839
"11009",823
"11010",2619
"11011",2069
"11012",2801
"11013",2124
"11014",2192
"11015",3477
"11016",3168
"11017",3744
"11018",6612
"11019",4176
"11020",3223
"11021",2448
"11022",2601
"11023",2722
"11024",2213
"11025",3401
"11026",1619
"11027",3189
"11028",2117
"11029",1064
"11030",6952
"11031",3181
"11032",3655
"11033",7960
"11034",843
"11035",2895
"11036",3506
"11037",880
"11038",930
"11039",426
"11040",1962
"11041",1462
"11042",1947
"11043",2719
"11044",2531
"11045",462
"11046",2792
"11047",1215
"11048",3097
"11049",2768
"11050",2080
"11051",4344
"11052",3523
"11053",3065
"11054",1735
"11055",2044
"11056",2179
"11057",442
"11058",1741
"11059",1150
"11060",944
"11061",4465
"11062",1420
"11063",4179
"11064",3766
"11065",5323
"11066",4660
"11067",1323
"11068",5374
"11069",2273
"11070",1180
"11071",2638
"11072",2043
"11073",1751
"11074",1044
"11075",1357
"11076",2891
"11077",837
"11078",667
"11079",5717
"11080",2751
"11081",2204
"11082",2744
"11083",318
"11084",4798
"11085",518
"11086",1526
"11087",3969
"11088",2123
"11089",3383
"11090",924
"11091",1787
"11092",1327
"11093",2191
"11094",5146
"11095",1930
"11096",2547
"11097",1581
"11098",2215
"11099",2320
"11100",1926
"11101",813
"11102",1750
"11103",4156
"11104",1825
"11105",603
"11106",762
"11107",2812
"11108",1455
"11109",2281
"11110",6121
"11111",2680
"11112",2424
"11113",4268
"11114",1838
"11115",2518
"11116",3437
"11117",2213
"11118",1951
"11119",2708
"11120",3049
"11121",2263
"11122",1225
"11123",890
"11124",1503
"11125",1399
"11126",2056
"11127",2005
"11128",1863
"11129",577
"11130",2606
"11131",511
"11132",4225
"11133",3150
"11134",2404
"11135",2204
"11136",2755
"11137",727
"11138",1605
"11139",2211
"11140",2139
"11141",2564
"11142",821
"11143",6643
"11144",3071
"11145",3424
"11146",642
"11147",10624
"11148",1368
"11149",3080
"11150",1490
"11151",1002
"11152",6334
"11153",1932
"11154",3396
"11155",2404
"11156",2681
"11157",1865
"11158",900
"11159",591
"11160",2610
"11161",2945
"11162",2677
"11163",980
"11164",5266
"11165",2152
"11166",822
"11167",2240
"11168",828
"11169",1661
"11170",1908
"11171",1333
"11172",2261
"11173",2204
"11174",2713
"11175",1383
"11176",514
"11177",1374
"11178",1374
"11179",1679
"11180",2895
"11181",4288
"11182",1934
"11183",2125
"11184",1368
"11185",2204
"11186",3162
"11187",984
"11188",1095
"11189",1920
"11190",1543
"11191",1459
"11192",1146
"11193",1608
"11194",4238
"11195",4326
"11196",1542
"11197",1986
"11198",1950
"11199",2434
"11200",877
"11201",762
"11202",2069
"11203",7720
"11204",8778
"11205",3113
"11206",2479
"11207",2973
"11208",1531
"11209",2268
"11210",886
"11211",1288
"11212",1322
"11213",3208
"11214",1809
"11215",2016
"11216",2289
"11217",1793
"11218",2189
"11219",694
"11220",2783
"11221",2058
"11222",3047
"11223",1364
"11224",3118
"11225",5117
"11226",2931
"11227",2136
"11228",1591
"11229",894
"11230",5001
"11231",2810
"11232",1367
"11233",1571
"11234",1614
"11235",6401
"11236",2636
"11237",1089
"11238",679
"11239",3082
"11240",2005
"11241",2391
"11242",2345
"11243",1777
"11244",1369
"11245",4190
"11246",6016
"11247",3368
"11248",2834
"11249",2435
"11250",1978
"11251",5812
"11252",1960
"11253",1740
"11254",4274
"11255",2102
"11256",4766
"11257",4359
"11258",894
"11259",1181
"11260",864
"11261",2320
"11262",2246
"11263",945
"11264",3070
"11265",1241
"11266",5181
"11267",1947
"11268",2812
"11269",1818
"11270",1722
"11271",2413
"11272",2223
"11273",5073
"11274",1624
"11275",2097
"11276",2308
"11277",5294
"11278",1363
"11279",2926
"11280",5568
"11281",842
"11282",2582
"11283",2045
"11284",2178
"11285",2111
"11286",3475
"11287",2288
"11288",2313
"11289",4501
"11290",2177
"11291",2812
"11292",1971
"11293",582
"11294",2011
"11295",2971
"11296",2105
"11297",7793
"11298",624
"11299",3034
"11300",3577
"11301",2322
"11302",1941
"11303",2235
"11304",2774
"11305",1582
"11306",2380
"11307",2371
"11308",1798
"11309",3231
"11310",4703
"11311",1101
"11312",1861
"11313",3057
"11314",3261
"11315",3021
"11316",483
"11317",3659
"11318",2311
"11319",5445
"11320",2407
"11321",4340
"11322",2668
"11323",2884
"11324",2789
"11325",277
"11326",5909
"11327",7455
"11328",3098
"11329",3980
"11330",5851
"11331",1782
"11332",3043
"11333",3511
"11334",2455
"11335",3557
"11336",1903
"11337",4455
"11338",3844
"11339",2594
"11340",1151
"11341",663
"11342",3029
"11343",2288
"11344",3205
"11345",2467
"11346",3651
"11347",3025
"11348",5020
"11349",2743
"11350",3159
"11351",1989
"11352",2306
"11353",4427
"11354",1331
"11355",1576
"11356",3544
"11357",1369
"11358",1989
"11359",2299
"11360",1928
"11361",4240
"11362",3189
"11363",3418
"11364",3673
"11365",2335
"11366",5492
"11367",1309
"11368",1244
"11369",3411
"11370",1682
"11371",1788
"11372",372
"11373",186
"11374",2058
"11375",2571
"11376",2226
"11377",1775
"11378",5064
"11379",2048
"11380",3141
"11381",438
"11382",1929
"11383",2148
"11384",1442
"11385",1272
"11386",1258
"11387",2006
"11388",813
"11389",3589
"11390",1552
"11391",1975
"11392",1173
"11393",4266
"11394",1635
"11395",480
"11396",3404
"11397",747
"11398",883
"11399",3728
"11400",2086
"11401",4024
"11402",1723
"11403",4202
"11404",1745
"11405",3112
"11406",2636
"11407",396
"11408",2679
"11409",3014
"11410",508
"11411",1810
"11412",729
"11413",3197
"11414",4268
"11415",1503
"11416",2288
"11417",1784
"11418",1531
"11419",2586
"11420",2890
"11421",2502
"11422",2292
"11423",504
"11424",2035
"11425",1437
"11426",1372
"11427",1588
"11428",2196
"11429",480
"11430",2446
"11431",5627
"11432",1590
"11433",1851
"11434",2067
"11435",3784
"11436",5134
"11437",1839
"11438",1199
"11439",1048
"11440",1410
"11441",2871
"11442",4292
"11443",1509
"11444",2154
"11445",2936
"11446",2603
"11447",1214
"11448",4299
"11449",2261
"11450",3610
"11451",1033
"11452",1699
"11453",1200
"11454",3514
"11455",3408
"11456",6505
"11457",3169
"11458",321
"11459",4912
"11460",843
"11461",3190
"11462",2990
"11463",1380
"11464",1652
"11465",1673
"11466",5107
"11467",2455
"11468",4100
"11469",1721
"11470",1813
"11471",2334
"11472",4516
"11473",1158
"11474",2419
"11475",2002
"11476",1267
"11477",1324
"11478",2750
"11479",2452
"11480",2950
"11481",534
"11482",3981
"11483",594
"11484",609
"11485",759
"11486",2134
"11487",984
"11488",4823
"11489",682
"11490",1584
"11491",1839
"11492",2926
"11493",575
"11494",469
"11495",4086
"11496",756
"11497",1235
"11498",936
"11499",1952
"11500",3132
"11501",700
"11502",2589
"11503",306
"11504",381
"11505",1917
"11506",2751
"11507",6766
"11508",2486
"11509",1925
"11510",3990
"11511",3018
"11512",2516
"11513",3551
"11514",3559
"11515",1014
"11516",1059
"11517",2718
"11518",4204
"11519",529
"11520",117
"11521",1284
"11522",3191
"11523",3419
"11524",3145
"11525",8082
"11526",632
"11527",2485
"11528",2279
"11529",10545
"11530",4098
"11531",1156
"11532",2681
"11533",4680
"11534",2241
"11535",4185
"11536",1484
"11537",1107
"11538",1873
"11539",3511
"11540",4070
"11541",1682
"11542",3922
"11543",3698
"11544",2830
"11545",2762
"11546",1467
"11547",1814
"11548",2325
"11549",3699
"11550",1908
"11551",4988
"11552",853
"11553",1690
"11554",3306
"11555",1120
"11556",3142
"11557",554
"11558",2484
"11559",1447
"11560",747
"11561",1957
"11562",2442
"11563",1092
"11564",1560
"11565",4869
"11566",2896
"11567",5806
"11568",2573
"11569",4129
"11570",1879
"11571",885
"11572",2257
"11573",2018
"11574",3877
"11575",2734
"11576",3094
"11577",3115
"11578",4619
"11579",573
"11580",2496
"11581",1719
"11582",3459
"11583",1829
"11584",4128
"11585",2697
"11586",1380
"11587",2481
"11588",1549
"11589",1379
"11590",5552
"11591",2778
"11592",4012
"11593",1589
"11594",5605
"11595",1253
"11596",1866
"11597",3399
"11598",7471
"11599",4873
"11600",1701
"11601",1749
"11602",2869
"11603",1484
"11604",2816
"11605",5537
"11606",3439
"11607",462
"11608",489
"11609",2414
"11610",1800
"11611",4067
"11612",1991
"11613",1975
"11614",2641
"11615",4435
"11616",1462
"11617",3679
"11618",937
"11619",2378
"11620",3669
"11621",5412
"11622",3977
"11623",5354
"11624",1116
"11625",2384
"11626",14315
"11627",3085
"11628",8152
"11629",2355
"11630",2216
"11631",879
"11632",826
"11633",919
"11634",4007
"11635",1337
"11636",8294
"11637",7310
"11638",1470
"11639",2070
"11640",2051
"11641",2359
"11642",2303
"11643",3838
"11644",2625
"11645",1870
"11646",892
"11647",2384
"11648",4734
"11649",3852
"11650",853
"11651",1656
"11652",1529
"11653",2341
"11654",1510
"11655",2142
"11656",3976
"11657",4630
"11658",540
"11659",2702
"11660",2630
"11661",2311
"11662",3761
"11663",1013
"11664",2011
"11665",4299
"11666",2494
"11667",2832
"11668",1067
"11669",2457
"11670",698
"11671",438
"11672",3181
"11673",400
"11674",3789
"11675",1265
"11676",2015
"11677",1642
"11678",1805
"11679",4451
"11680",3297
"11681",5261
"11682",2381
"11683",5051
"11684",645
"11685",2006
"11686",615
"11687",2139
"11688",509
"11689",2951
"11690",3061
"11691",4308
"11692",4985
"11693",829
"11694",4756
"11695",2992
"11696",3502
"11697",2720
"11698",6006
"11699",840
"11700",5307
"11701",3378
"11702",8497
"11703",2136
"11704",817
"11705",2291
"11706",4874
"11707",1720
"11708",1995
"11709",5926
"11710",5762
"11711",3482
"11712",2033
"11713",2530
"11714",6240
"11715",1865
"11716",6501
"11717",3733
"11718",2680
"11719",2147
"11720",2464
"11721",2648
"11722",821
"11723",2527
"11724",2086
"11725",591
"11726",2437
"11727",1392
"11728",2302
"11729",3133
"11730",3382
"11731",4167
"11732",2768
"11733",1924
"11734",1389
"11735",703
"11736",3582
"11737",2831
"11738",2833
"11739",2781
"11740",3447
"11741",5278
"11742",2040
"11743",5145
"11744",1640
"11745",7119
"11746",3596
"11747",1977
"11748",1490
"11749",1812
"11750",1453
"11751",4658
"11752",2315
"11753",1887
"11754",2373
"11755",1869
"11756",1279
"11757",3394
"11758",2217
"11759",2859
"11760",988
"11761",3945
"11762",1573
"11763",3012
"11764",2412
"11765",5599
"11766",2652
"11767",4784
"11768",870
"11769",786
"11770",2425
"11771",1105
"11772",2732
"11773",3706
"11774",714
"11775",4662
"11776",1641
"11777",7142
"11778",1489
"11779",3584
"11780",2166
"11781",2501
"11782",15945
"11783",2757
"11784",3240
"11785",4266
"11786",3268
"11787",1893
"11788",2040
"11789",2938
"11790",2353
"11791",4531
"11792",4332
"11793",1555
"11794",4793
"11795",1398
"11796",1889
"11797",2429
"11798",2087
"11799",4333
"11800",3314
"11801",1963
"11802",3349
"11803",5833
"11804",1263
"11805",1107
"11806",902
"11807",1319
"11808",2155
"11809",1384
"11810",1632
"11811",2307
"11812",1967
"11813",1812
"11814",4370
"11815",2564
"11816",4172
"11817",2561
"11818",3024
"11819",809
"11820",3031
"11821",4633
"11822",2759
"11823",1837
"11824",5578
"11825",6167
"11826",2553
"11827",2964
"11828",5848
"11829",3536
"11830",863
"11831",3522
"11832",6962
"11833",1350
"11834",2914
"11835",2827
"11836",5207
"11837",1328
"11838",1677
"11839",4244
"11840",2603
"11841",2465
"11842",676
"11843",1948
"11844",3183
"11845",2535
"11846",8711
"11847",1851
"11848",19236
"11849",2324
"11850",2264
"11851",1104
"11852",1658
"11853",3409
"11854",2063
"11855",2156
"11856",4516
"11857",2861
"11858",4463
"11859",2557
"11860",2088
"11861",650
"11862",515
"11863",438
"11864",3015
"11865",2007
"11866",4022
"11867",2946
"11868",3159
"11869",4106
"11870",3455
"11871",3489
"11872",1209
"11873",513
"11874",3846
"11875",2999
"11876",2644
"11877",2078
"11878",5327
"11879",3333
"11880",5259
"11881",4136
"11882",2648
"11883",1708
"11884",908
"11885",5660
"11886",2760
"11887",2466
"11888",2047
"11889",2174
"11890",1335
"11891",3658
"11892",3011
"11893",3039
"11894",2249
"11895",1104
"11896",3090
"11897",885
"11898",4016
"11899",2120
"11900",1420
"11901",2307
"11902",2434
"11903",2741
"11904",2127
"11905",4499
"11906",924
"11907",781
"11908",4356
"11909",3190
"11910",1365
"11911",396
"11912",1856
"11913",2154
"11914",2580
"11915",2727
"11916",1791
"11917",2082
"11918",1492
"11919",4630
"11920",1896
"11921",387
"11922",2518
"11923",5437
"11924",2547
"11925",2916
"11926",2093
"11927",3512
"11928",2896
"11929",2940
"11930",2418
"11931",3526
"11932",1776
"11933",4599
"11934",396
"11935",2412
"11936",2165
"11937",390
"11938",1962
"11939",885
"11940",2184
"11941",905
"11942",2838
"11943",4155
"11944",2643
"11945",1780
"11946",1594
"11947",5222
"11948",1422
"11949",557
"11950",2748
"11951",3443
"11952",3604
"11953",2154
