"","date_time","v1_40m_avg","v1_40m_max","v1_40m_min","v1_40m_std","v2_30m_avg","v2_30m_max","v2_30m_min","v2_30m_std","v3_20m_avg","v3_20m_max","v3_20m_min","v3_20m_std","dir1_40m_avg","dir1_40m_std","dir2_30m_avg","dir2_30m_std"
"20207","23.09.2009 19:40",3.26,5.3035,0.7495,0.8260831,4.02,5.66,1.86,0.6815617,4.56,5.683,3.0265,0.4202942,69,14.02537,72,7.031229
"20208","23.09.2009 19:50",2.87,4.5445,1.129,0.6556909,3.49,4.9,1.86,0.5517485,4.14,5.3035,3.406,0.4095102,64,9.206947,69,5.790037
"20209","23.09.2009 20:00",2.31,3.7855,1.129,0.3902617,2.97,3.76,1.86,0.4020771,3.64,4.5445,2.647,0.3529774,75,8.972669,75,6.575727
"20210","23.09.2009 20:10",1.12,3.0265,0.37,0.7578597,1.42,3.76,0.34,0.7892685,2.46,3.7855,0.37,0.532258,106,28.3525,98,21.73241
"20211","23.09.2009 20:20",1.16,3.0265,0.37,0.7020409,1.25,3.38,0.34,0.8971558,1.7,3.406,0.37,0.9995099,113,47.14442,100,43.0282
"20212","23.09.2009 20:30",1.26,3.0265,0.37,0.7690313,1.54,3,0.34,0.7914337,1.78,3.0265,0.37,0.7402974,88,32.20739,84,21.6526
"20213","23.09.2009 20:40",0.44,2.2675,0.37,0.2906123,0.35,1.1,0.34,0.0755,0.38,1.129,0.37,0.0689,170,40.53752,174,20.50123
"20214","23.09.2009 20:50",0.4,1.129,0.37,0.1252372,0.35,1.1,0.34,0.0813,0.38,1.129,0.37,0.0945,206,42.44858,203,38.83241
"20215","23.09.2009 21:00",0.38,1.129,0.37,0.0813695,0.34,0.34,0.34,0.00145,0.37,0.37,0.37,0.00146,252,27.36728,283,0.0839
"20216","23.09.2009 21:10",0.37,0.37,0.37,0.00146,0.34,0.34,0.34,0.00145,0.37,0.37,0.37,0.00146,230,0.1618685,283,0.2139036
"20217","23.09.2009 21:20",0.37,0.37,0.37,0.00146,0.34,0.34,0.34,0.00145,0.38,1.129,0.37,0.0784,230,0.1426024,284,0.1701143
"20218","23.09.2009 21:30",0.37,0.37,0.37,0.00146,0.34,0.34,0.34,0.00145,0.37,0.37,0.37,0.00146,230,0.1479855,283,0.1582031
"20219","23.09.2009 21:40",0.37,0.37,0.37,0.00146,0.34,0.34,0.34,0.00145,0.37,0.37,0.37,0.00146,230,0.1466582,283,0.1654528
"20220","23.09.2009 21:50",0.37,0.37,0.37,0.00146,0.34,0.34,0.34,0.00145,0.37,0.37,0.37,0.00146,230,0.1479855,283,0.163072
"20221","23.09.2009 22:00",0.37,0.37,0.37,0.00146,0.34,0.34,0.34,0.00145,0.37,1.129,0.37,0.0557,250,56.24351,291,22.73737
"20222","23.09.2009 22:10",0.79,1.5085,0.37,0.3573477,0.97,1.48,0.34,0.323586,1.55,2.2675,0.37,0.2829265,18,9.463593,26,13.64126
"20223","23.09.2009 22:20",0.39,1.129,0.37,0.1141711,0.36,1.1,0.34,0.116406,1.24,1.888,0.7495,0.2159214,41,0.1027559,52,6.891887
"20224","23.09.2009 22:30",1.61,2.647,0.37,0.5367081,1.74,3,0.34,0.5103137,2.25,3.406,1.129,0.4666418,74,13.29642,79,9.01528
"20225","23.09.2009 22:40",2.04,3.0265,1.129,0.4691326,2.3,3.38,1.1,0.4990063,2.82,3.406,1.888,0.3138571,89,6.244641,88,6.241008
"20226","23.09.2009 22:50",1.99,3.0265,1.129,0.3622121,1.98,2.62,1.1,0.3352274,2.47,3.406,1.5085,0.2896298,106,7.027586,100,7.079755
"20227","23.09.2009 23:00",2.75,4.165,1.888,0.4892135,3.11,4.52,1.86,0.5548868,3.48,4.5445,2.2675,0.5284621,97,6.973342,96,6.470059
"20228","23.09.2009 23:10",2.71,4.165,1.5085,0.4748918,3.04,4.14,1.48,0.4677613,3.46,4.5445,2.2675,0.3917553,97,9.23047,97,8.33077
"20229","23.09.2009 23:20",2.69,4.165,1.129,0.6104864,2.97,4.14,1.48,0.4950112,3.07,4.165,1.888,0.3110366,94,11.276,93,8.467031
"20230","23.09.2009 23:30",3.4,4.5445,2.2675,0.4279505,3.33,4.52,2.24,0.3614909,2.87,4.165,1.5085,0.4821357,89,9.245371,87,6.13203
"20231","23.09.2009 23:40",2.93,4.165,1.129,0.5313498,3.24,4.52,1.86,0.5242972,3.37,4.5445,2.2675,0.3490652,94,11.1103,91,7.653485
"20232","23.09.2009 23:50",2.76,4.165,1.5085,0.4379418,3.09,4.52,1.86,0.4752719,3.51,4.5445,1.5085,0.4251437,101,9.885461,97,8.831676
"20233","24.09.2009 00:00",2.36,3.7855,1.129,0.4959404,2.47,3.76,0.34,0.5899935,2.81,3.7855,1.888,0.4411018,103,8.44511,101,8.945648
"20234","24.09.2009 00:10",2.69,3.7855,1.5085,0.3916546,2.74,3.76,1.48,0.4300603,3.14,4.165,2.2675,0.3422419,105,6.631747,103,7.857875
"20235","24.09.2009 00:20",2.55,3.406,1.888,0.3100056,2.6,3.38,1.86,0.3249199,2.67,3.7855,0.37,0.49346,112,6.959364,110,5.589969
"20236","24.09.2009 00:30",1.76,3.0265,0.37,0.9186767,1.31,3,0.34,0.8939089,0.98,2.2675,0.37,0.4964022,124,38.2658,136,36.02769
"20237","24.09.2009 00:40",0.38,1.129,0.37,0.0654,0.34,0.34,0.34,0.00145,0.37,0.37,0.37,0.00146,300,42.3082,241,13.87779
"20238","24.09.2009 00:50",1.04,2.2675,0.37,0.5429993,0.78,1.86,0.34,0.4760846,0.97,2.2675,0.37,0.5363494,104,68.27152,107,61.27511
"20239","24.09.2009 01:00",0.93,1.888,0.37,0.4589344,0.64,1.48,0.34,0.3842593,1.15,1.888,0.37,0.4028949,155,8.612223,147,16.51373
"20240","24.09.2009 01:10",0.41,1.5085,0.37,0.1714078,0.36,1.1,0.34,0.1145352,0.63,1.888,0.37,0.420007,164,3.619653,184,17.72825
"20241","24.09.2009 01:20",1.58,4.165,0.37,0.6640408,1.18,4.14,0.34,0.7636943,1.43,2.647,0.37,0.3728471,142,14.8514,142,12.09724
"20242","24.09.2009 01:30",2.28,4.165,0.37,0.9114922,1.78,3.76,0.34,0.8840214,1.62,3.0265,0.37,0.8083708,147,13.45389,158,25.64349
"20243","24.09.2009 01:40",0.38,1.129,0.37,0.0723,0.34,0.34,0.34,0.00145,0.37,0.37,0.37,0.00146,172,1.372931,205,0.0927548
"20244","24.09.2009 01:50",2.32,3.7855,0.37,0.8732989,1.68,3.38,0.34,0.8522279,1.59,3.406,0.37,0.7852969,138,10.08967,146,19.44075
"20245","24.09.2009 02:00",2.37,3.406,0.7495,0.4995314,2.04,3.38,0.34,0.5562967,2.03,3.406,1.129,0.4891681,140,4.945865,144,7.620457
"20246","24.09.2009 02:10",2.54,3.406,1.129,0.4819881,2.4,3,1.1,0.3628667,2.42,3.0265,1.5085,0.3164034,152,10.61627,150,9.44146
"20247","24.09.2009 02:20",1.48,2.2675,0.37,0.3189457,1.2,2.24,0.34,0.4615699,1.6,2.2675,0.7495,0.3200437,166,5.683834,167,3.398262
"20248","24.09.2009 02:30",1.59,1.888,1.129,0.221179,1.35,1.86,0.72,0.2112151,1.67,2.2675,1.129,0.2667562,168,2.570801,167,3.517185
"20249","24.09.2009 02:40",1.82,2.2675,1.5085,0.1779913,1.6,1.86,1.1,0.1905397,1.93,2.647,1.5085,0.2046525,159,4.377514,158,6.271387
"20250","24.09.2009 02:50",2.71,3.7855,1.5085,0.4972396,2.54,3.76,1.48,0.5474569,2.71,3.406,1.5085,0.4113097,154,5.200063,151,5.959713
"20251","24.09.2009 03:00",2.8,3.406,2.2675,0.2595255,2.69,3.38,1.86,0.267963,2.79,3.406,1.888,0.2589107,152,4.648689,151,5.945457
"20252","24.09.2009 03:10",2.39,3.0265,1.888,0.2611499,2.31,3,1.48,0.3141617,2.56,3.406,1.888,0.263365,152,5.119802,149,6.296964
"20253","24.09.2009 03:20",2.11,2.647,1.5085,0.2331867,2.04,2.62,1.48,0.2547486,2.37,3.0265,1.5085,0.2495378,151,3.707398,148,5.970662
"20254","24.09.2009 03:30",2.31,3.0265,1.888,0.2074473,2.21,3,1.48,0.2391507,2.48,3.0265,1.888,0.2258133,147,5.117511,144,5.602547
"20255","24.09.2009 03:40",2.1,2.647,1.5085,0.2251689,2,3,1.1,0.2660664,2.19,3.406,1.5085,0.2966187,154,7.533308,156,8.018476
"20256","24.09.2009 03:50",2.01,3.0265,1.129,0.3510901,1.85,3,0.72,0.4278357,2.1,3.0265,0.7495,0.367508,155,8.798382,155,10.52107
"20257","24.09.2009 04:00",1.17,2.2675,0.37,0.4707277,0.98,2.24,0.34,0.52106,1.12,2.647,0.37,0.5570188,170,7.373861,171,6.885244
"20258","24.09.2009 04:10",0.52,1.5085,0.37,0.2923259,0.36,1.1,0.34,0.1082629,0.68,1.888,0.37,0.4258684,140,8.720207,147,14.39393
"20259","24.09.2009 04:20",1.12,2.647,0.37,0.663392,1.04,2.24,0.34,0.5551741,1.51,2.647,0.37,0.4670997,138,16.83937,136,17.992
"20260","24.09.2009 04:30",1.31,2.647,0.37,0.561489,1.22,2.24,0.34,0.5050877,1.68,2.647,0.7495,0.3290387,152,19.56727,146,14.43693
"20261","24.09.2009 04:40",1.66,2.647,0.37,0.4013804,1.52,2.24,0.34,0.3557848,1.81,2.647,1.129,0.284334,152,7.379825,155,8.062008
"20262","24.09.2009 04:50",1.75,2.647,0.7495,0.3473321,1.55,2.24,0.34,0.391035,1.82,2.647,1.129,0.2887329,158,14.44348,160,14.28165
"20263","24.09.2009 05:00",0.96,1.5085,0.37,0.4395422,0.49,1.48,0.34,0.2936945,0.73,1.5085,0.37,0.4326402,172,20.65965,179,17.26556
"20264","24.09.2009 05:10",1.72,3.7855,0.37,0.6622329,1.44,3.38,0.34,0.8701426,1.74,3.0265,0.37,0.7044494,149,11.89496,152,13.11191
"20265","24.09.2009 05:20",2.4,3.406,1.5085,0.4198975,2.2,3.38,0.72,0.4442882,2.29,3.7855,1.129,0.4804255,152,11.71076,149,10.49885
"20266","24.09.2009 05:30",0.43,2.2675,0.37,0.2683508,0.39,2.24,0.34,0.2625327,0.43,1.888,0.37,0.2485113,196,6.991041,176,5.010165
"20267","24.09.2009 05:40",0.37,0.37,0.37,0.00146,0.34,0.34,0.34,0.00145,0.37,0.37,0.37,0.00146,198,0.1118665,178,0
"20268","24.09.2009 05:50",1.16,2.647,0.37,0.7652368,1,2.24,0.34,0.6943659,1.4,2.647,0.37,0.7271263,139,15.2364,154,13.18577
"20269","24.09.2009 06:00",1.67,2.647,0.37,0.7028643,1.42,2.62,0.34,0.7163007,1.6,2.647,0.37,0.7169187,164,18.7229,164,13.04671
"20270","24.09.2009 06:10",0.47,1.888,0.37,0.3074565,0.38,1.48,0.34,0.1809237,0.38,1.129,0.37,0.0947,165,14.6424,164,10.84081
"20271","24.09.2009 06:20",0.77,2.2675,0.37,0.6193023,0.36,1.1,0.34,0.1072485,0.37,1.129,0.37,0.031,156,16.79514,168,15.63057
"20272","24.09.2009 06:30",1.06,2.647,0.37,0.7433251,0.51,2.24,0.34,0.4298443,0.4,1.5085,0.37,0.1342352,156,20.11916,146,10.33385
"20273","24.09.2009 06:40",0.57,2.2675,0.37,0.4325996,0.36,1.1,0.34,0.1005007,0.37,0.37,0.37,0.00146,171,10.20211,160,5.179303
"20274","24.09.2009 06:50",1.74,3.0265,0.37,0.6273467,1.27,2.62,0.34,0.6994721,1.03,3.0265,0.37,0.6920289,146,12.07822,145,10.97801
"20275","24.09.2009 07:00",0.81,2.647,0.37,0.674974,0.57,2.62,0.34,0.5304079,0.42,1.888,0.37,0.2063233,135,11.50068,146,4.974248
"20276","24.09.2009 07:10",0.7,1.888,0.37,0.472674,0.34,0.34,0.34,0.00145,0.37,0.37,0.37,0.00146,149,11.51733,154,10.49606
"20277","24.09.2009 07:20",0.72,1.888,0.37,0.4532483,0.34,0.34,0.34,0.00145,0.37,0.37,0.37,0.00146,168,3.20343,172,1.33275
"20278","24.09.2009 07:30",1.51,2.2675,0.37,0.363314,0.62,1.86,0.34,0.4615964,0.39,1.5085,0.37,0.131099,156,8.070734,164,8.342309
"20279","24.09.2009 07:40",1.65,2.647,0.37,0.329323,1.25,2.24,0.34,0.3764394,1.24,2.2675,0.37,0.5157054,147,11.05957,154,13.609
"20280","24.09.2009 07:50",1.69,2.647,0.37,0.5490239,1.39,3,0.34,0.6917849,1.47,2.647,0.37,0.556611,154,10.25777,167,12.46968
"20281","24.09.2009 08:00",2.06,3.0265,0.37,0.4786479,1.88,3,0.72,0.3836444,2.01,3.0265,1.129,0.3211605,161,11.81344,170,11.34902
"20282","24.09.2009 08:10",2.02,3.406,0.37,0.6127111,1.92,3,0.34,0.5375711,2.16,3.406,1.129,0.4450959,174,11.6078,178,9.275839
"20283","24.09.2009 08:20",2.29,3.406,1.129,0.4647259,2.27,3.38,1.1,0.4559419,2.4,3.406,1.129,0.4401073,176,11.8679,181,9.87903
"20284","24.09.2009 08:30",2.2,3.0265,1.5085,0.3104382,1.97,3,1.1,0.3325647,2.16,3.0265,1.5085,0.3523537,174,10.52716,178,9.4351
"20285","24.09.2009 08:40",2.03,3.0265,0.37,0.4392133,1.8,3,0.34,0.5046251,2.09,3.0265,1.129,0.4039613,163,11.6622,168,10.14769
"20286","24.09.2009 08:50",2.18,3.406,0.37,0.4940897,2.05,3.38,1.1,0.4404657,2.25,3.406,1.129,0.4303402,177,11.71894,184,10.59695
"20287","24.09.2009 09:00",2.39,3.7855,0.37,0.5334671,2.31,4.14,1.1,0.5194939,2.55,4.165,0.37,0.5687645,172,20.60668,178,20.34116
"20288","24.09.2009 09:10",2.37,3.7855,1.129,0.4563373,2.31,3.76,1.1,0.5344285,2.51,4.165,1.129,0.5860857,190,13.1077,193,12.78433
"20289","24.09.2009 09:20",2.65,4.165,1.129,0.589195,2.39,3.76,0.34,0.6410996,2.53,3.7855,1.5085,0.5178173,192,22.18987,195,17.34954
"20290","24.09.2009 09:30",2.74,3.7855,1.5085,0.6144007,2.64,4.14,0.34,0.6512152,2.83,4.924,0.37,0.7838181,187,11.61652,188,10.54709
"20291","24.09.2009 09:40",2.46,5.3035,0.37,0.9622954,2.34,5.66,0.34,1.107911,2.5,5.3035,0.37,1.140645,206,14.51764,205,14.60303
"20292","24.09.2009 09:50",3.02,4.924,1.5085,0.6324045,2.88,4.9,1.1,0.6794146,3.04,5.3035,1.5085,0.7497152,204,13.70472,205,13.29417
"20293","24.09.2009 10:00",3.73,6.0625,1.5085,0.7266695,3.57,5.66,1.86,0.6585095,3.66,5.683,2.2675,0.5836048,203,11.69206,203,11.93146
"20294","24.09.2009 10:10",3.39,4.924,1.888,0.6789888,3.36,4.9,1.48,0.6902108,3.55,5.3035,1.888,0.6447415,191,18.42332,194,16.2821
"20295","24.09.2009 10:20",3.75,5.683,1.5085,0.7138452,3.66,5.66,1.86,0.7317388,3.89,5.683,1.888,0.7317056,201,13.19728,203,13.19153
"20296","24.09.2009 10:30",4.49,6.442,2.647,0.7185189,4.37,6.42,2.62,0.7709473,4.46,6.8215,2.647,0.7788025,196,10.59585,198,11.36094
"20297","24.09.2009 10:40",4.62,7.96,2.2675,1.017478,4.51,8.32,1.48,1.026275,4.53,6.8215,2.2675,0.9801105,188,17.43723,190,16.91896
"20298","24.09.2009 10:50",4.75,8.719,1.888,1.130976,4.69,7.94,2.24,1.14016,4.67,7.96,1.888,1.186406,200,13.15056,203,13.79282
"20299","24.09.2009 11:00",4.05,6.8215,0.37,1.306848,3.97,6.42,0.34,1.330819,4.03,6.442,1.129,1.404407,179,15.40458,181,15.63333
"20300","24.09.2009 11:10",3.52,5.3035,0.37,1.003699,3.37,5.66,0.34,1.057157,3.54,5.683,0.37,0.9773548,195,18.24886,200,17.14124
"20301","24.09.2009 11:20",3.04,5.683,0.37,1.53418,2.92,5.66,0.34,1.640524,3.12,6.0625,0.37,1.62636,193,19.38656,199,24.03732
"20302","24.09.2009 11:30",2.32,5.3035,0.37,1.542956,2.04,6.42,0.34,1.663222,2.19,5.3035,0.37,1.642982,214,26.77504,214,25.54907
"20303","24.09.2009 11:40",4.55,6.0625,1.5085,0.7972069,4.62,6.42,1.86,0.7896844,4.58,6.8215,1.5085,0.8517824,193,12.93879,195,12.83592
"20304","24.09.2009 11:50",3.99,7.96,1.129,1.456113,3.8,7.94,1.1,1.397996,3.85,8.719,1.5085,1.369481,179,19.75504,182,20.50775
"20305","24.09.2009 12:00",5.15,8.3395,3.0265,1.008049,4.99,8.32,2.62,1.077137,4.94,8.3395,2.2675,1.138031,181,14.52238,184,14.68653
"20306","24.09.2009 12:10",4.19,6.442,1.888,0.9604275,4.01,6.8,1.1,1.041279,4.04,6.442,0.37,1.204555,179,16.35541,183,17.26512
"20307","24.09.2009 12:20",3.49,6.8215,0.37,1.355802,3.35,6.42,0.34,1.377601,3.5,6.8215,0.37,1.348732,186,27.1118,188,25.45449
"20308","24.09.2009 12:30",4.8,7.5805,1.5085,1.075932,4.76,7.56,1.1,1.096057,4.78,7.5805,1.888,1.079303,195,16.55348,196,15.5148
"20309","24.09.2009 12:40",4.78,7.96,1.888,1.230702,4.72,7.18,1.86,1.242723,4.83,7.96,1.888,1.284417,180,15.80534,185,17.3221
"20310","24.09.2009 12:50",3.52,6.442,0.37,1.20095,3.49,6.42,0.34,1.166074,3.52,6.442,0.37,1.147993,184,18.89102,186,21.04733
"20311","24.09.2009 13:00",4.29,6.8215,1.5085,1.04853,4.18,6.8,1.48,1.131362,4.25,7.201,1.129,1.28063,189,16.48014,190,17.54556
"20312","24.09.2009 13:10",4.6,7.201,2.647,0.9863161,4.43,7.56,2.24,1.004268,4.45,7.201,2.2675,1.0015,193,18.91115,198,20.08594
"20313","24.09.2009 13:20",5.09,7.96,2.2675,0.9983333,4.91,7.94,1.86,1.094753,4.93,7.5805,2.647,1.10339,193,12.52927,194,12.76253
"20314","24.09.2009 13:30",4.62,7.201,2.647,0.8105443,4.6,6.8,2.24,0.8269287,4.65,7.201,2.2675,0.8015671,202,15.11821,204,14.18399
"20315","24.09.2009 13:40",4.57,7.201,1.888,1.115244,4.35,7.56,1.86,1.139082,4.36,6.8215,2.2675,1.174242,199,10.89994,201,11.28383
"20316","24.09.2009 13:50",5.15,6.442,3.7855,0.5649189,5.1,6.8,3,0.6242907,5.05,6.8215,3.406,0.6873904,190,9.45065,191,9.632707
"20317","24.09.2009 14:00",4.88,6.8215,2.2675,0.9983445,4.78,6.8,1.86,1.013328,4.76,7.201,2.2675,0.9332969,198,14.48181,199,15.11849
"20318","24.09.2009 14:10",5.03,6.442,2.2675,0.7629074,4.95,6.42,3,0.8273972,4.99,6.8215,2.647,0.8656019,195,8.932875,195,8.896112
"20319","24.09.2009 14:20",4.59,6.8215,2.647,1.001222,4.55,6.8,1.86,1.048798,4.62,7.201,2.647,0.9906465,194,10.33158,196,10.35156
"20320","24.09.2009 14:30",5.39,7.5805,3.406,0.7793052,5.23,7.18,3.38,0.8458362,5.22,7.201,3.406,0.7926502,192,8.828378,193,8.729486
"20321","24.09.2009 14:40",4.89,6.442,3.406,0.7312964,4.77,6.42,3.38,0.7038831,4.81,6.8215,3.0265,0.7232345,194,9.466114,195,9.317063
"20322","24.09.2009 14:50",5.1,6.8215,3.7855,0.6434931,5,6.8,3.38,0.6541958,4.93,6.8215,3.406,0.6043914,191,6.864938,192,6.227993
"20323","24.09.2009 15:00",4.6,6.0625,3.406,0.4982581,4.52,6.04,3,0.5278521,4.68,6.0625,3.406,0.5801125,207,9.167296,208,8.402238
"20324","24.09.2009 15:10",4.47,6.442,3.406,0.4609923,4.41,5.66,3,0.465006,4.54,6.0625,3.406,0.476276,213,7.656627,213,6.957566
"20325","24.09.2009 15:20",5,6.8215,3.7855,0.5622747,4.95,6.42,3.38,0.6008351,5.04,6.442,3.0265,0.6002708,218,7.861359,217,7.048532
"20326","24.09.2009 15:30",4.46,6.0625,3.406,0.4933136,4.4,5.66,3,0.5049051,4.45,5.683,3.406,0.4995693,230,10.44575,229,9.834991
"20327","24.09.2009 15:40",4.66,5.683,3.7855,0.4195384,4.67,6.04,3.38,0.4823222,4.73,6.0625,3.406,0.5193385,232,13.0863,232,13.26367
"20328","24.09.2009 15:50",4.43,5.683,3.0265,0.4520678,4.37,5.66,3.38,0.4569874,4.44,5.683,3.0265,0.4894994,219,7.23963,217,6.439403
"20329","24.09.2009 16:00",3.86,4.924,2.2675,0.4861455,3.77,4.9,2.24,0.5436081,3.85,5.3035,2.2675,0.554662,225,9.042696,223,8.751856
"20330","24.09.2009 16:10",3.42,4.924,2.2675,0.53909,3.42,4.9,1.48,0.5776437,3.52,4.924,2.2675,0.6116837,232,7.592153,232,8.449439
"20331","24.09.2009 16:20",3.38,4.924,2.647,0.4700894,3.4,5.28,1.86,0.5739071,3.54,5.3035,2.2675,0.5897858,230,6.837711,230,7.216798
"20332","24.09.2009 16:30",2.98,4.5445,0.37,0.8608309,2.95,4.52,0.72,0.8102452,3.14,4.5445,1.129,0.7781678,248,8.266185,247,8.192741
"20333","24.09.2009 16:40",2.26,3.406,0.37,0.5070475,2.27,3.38,0.72,0.4304737,2.44,3.406,1.129,0.4119643,263,7.73185,262,7.670048
"20334","24.09.2009 16:50",2.79,4.5445,1.5085,0.5452968,2.77,4.14,1.1,0.5221217,2.85,4.165,1.5085,0.5306417,247,13.35455,246,13.51109
"20335","24.09.2009 17:00",2.42,3.406,1.129,0.3639244,2.37,3.38,1.1,0.3990048,2.47,3.406,1.5085,0.4286801,243,7.826259,241,7.695397
"20336","24.09.2009 17:10",2.1,3.0265,1.5085,0.3189806,2.09,3,1.48,0.3156464,2.26,3.0265,1.5085,0.3090302,247,7.610777,246,9.75416
"20337","24.09.2009 17:20",2.46,3.406,1.888,0.340927,2.45,3.38,1.86,0.3615697,2.56,3.406,1.888,0.3513436,243,3.997418,242,4.60966
"20338","24.09.2009 17:30",2.19,3.0265,1.5085,0.2850731,2.17,3,1.48,0.3317975,2.22,3.0265,1.5085,0.3301241,242,2.064896,240,3.701803
"20339","24.09.2009 17:40",2.16,3.406,1.5085,0.4900025,2.12,3.76,1.1,0.5495004,2.17,3.7855,1.129,0.5153579,223,13.31059,225,13.74336
"20340","24.09.2009 17:50",2.4,3.7855,1.129,0.5371789,2.39,3.76,1.48,0.5094118,2.58,3.7855,1.5085,0.4499823,206,10.19952,204,9.109439
"20341","24.09.2009 18:00",1.59,2.647,0.37,0.5516336,1.67,2.62,0.34,0.5173495,1.95,3.0265,0.7495,0.4293442,206,9.645405,201,9.535758
"20342","24.09.2009 18:10",1.45,3.0265,0.37,0.6572976,1.17,2.62,0.34,0.6416199,1.35,2.647,0.37,0.5386992,182,11.52478,179,8.59859
"20343","24.09.2009 18:20",1.74,2.647,0.37,0.3780175,1.55,2.62,0.34,0.3653338,1.67,2.647,1.129,0.3256535,189,10.61557,186,9.416098
"20344","24.09.2009 18:30",1.04,1.888,0.37,0.483357,0.87,1.86,0.34,0.4496389,1.1,1.888,0.37,0.4717959,195,6.90113,193,6.309682
"20345","24.09.2009 18:40",1.82,3.0265,0.7495,0.4590374,1.57,3,0.34,0.5730405,1.76,2.647,0.7495,0.4681291,183,10.65628,182,7.383321
"20346","24.09.2009 18:50",2.49,3.406,1.5085,0.3721298,2.3,3,1.1,0.37214,2.27,3.0265,1.5085,0.3024495,179,7.042372,178,6.147571
"20347","24.09.2009 19:00",2.81,3.7855,1.888,0.3779706,2.66,3.76,1.86,0.3230862,2.68,3.7855,1.888,0.3004175,184,7.145295,183,6.362146
"20348","24.09.2009 19:10",2.46,3.0265,1.5085,0.2565476,2.32,3,1.48,0.3132436,2.34,3.0265,1.5085,0.2876461,166,8.324712,165,9.012459
"20349","24.09.2009 19:20",2.66,3.0265,1.888,0.2709025,2.54,3.38,1.86,0.3003539,2.62,3.0265,2.2675,0.2449348,168,5.340234,168,5.780641
"20350","24.09.2009 19:30",2.62,3.0265,2.2675,0.1862067,2.47,3,1.86,0.2207374,2.51,3.0265,1.888,0.2384047,167,3.755867,169,3.977951
"20351","24.09.2009 19:40",2.22,2.647,1.888,0.2307543,2.11,2.62,1.48,0.2528133,2.12,2.647,1.129,0.2782766,160,6.667826,161,7.186716
"20352","24.09.2009 19:50",2.2,2.647,1.888,0.2194651,1.92,2.24,1.48,0.2085108,1.76,2.2675,1.129,0.2105408,158,2.322577,154,2.793095
"20353","24.09.2009 20:00",2.24,2.647,1.5085,0.2248619,1.97,2.62,1.48,0.2385365,1.77,2.647,0.7495,0.2891865,165,3.188563,165,4.502844
"20354","24.09.2009 20:10",2.33,3.0265,1.5085,0.3086074,2.09,2.62,1.48,0.2724885,1.94,2.647,1.129,0.2856079,153,10.45004,155,10.06666
"20355","24.09.2009 20:20",3.83,5.3035,2.647,0.6341004,3.47,4.9,2.24,0.6377173,3.12,4.5445,1.888,0.5014251,133,3.260961,133,3.463066
"20356","24.09.2009 20:30",4.49,6.0625,3.0265,0.4651612,4.2,5.66,2.62,0.4635026,3.96,5.3035,3.0265,0.4726521,130,5.703478,130,5.98525
"20357","24.09.2009 20:40",4.15,5.683,3.0265,0.4403187,3.87,5.28,3,0.3929818,3.52,4.5445,2.2675,0.4110843,131,5.555231,132,6.331831
"20358","24.09.2009 20:50",4.29,5.683,3.406,0.386257,4.05,5.28,3,0.3711693,3.86,4.924,2.647,0.354867,132,5.675985,133,5.721824
"20359","24.09.2009 21:00",4,5.683,2.647,0.5345182,3.66,5.28,2.24,0.5581007,3.37,4.5445,2.2675,0.4738472,142,6.351318,143,7.302182
"20360","24.09.2009 21:10",3.88,4.924,3.0265,0.4265348,3.55,4.9,2.62,0.4184711,3.22,4.5445,2.2675,0.4382383,147,6.27681,149,6.512082
"20361","24.09.2009 21:20",3.56,4.5445,2.647,0.345157,3.28,4.14,2.24,0.3144406,2.99,3.7855,2.2675,0.3198871,149,4.444758,151,5.131514
"20362","24.09.2009 21:30",3.94,5.3035,2.647,0.4569084,3.53,4.9,2.24,0.508373,3.28,4.5445,2.2675,0.5309536,148,6.104032,150,5.393137
"20363","24.09.2009 21:40",4.02,4.924,3.0265,0.4102591,3.84,5.28,2.62,0.4739784,3.71,5.3035,2.2675,0.4665476,151,5.852112,153,6.457687
"20364","24.09.2009 21:50",3.83,4.924,2.647,0.4478917,3.69,4.9,2.62,0.4663555,3.49,4.5445,2.2675,0.4923386,151,5.442941,152,6.125648
"20365","24.09.2009 22:00",4.49,6.0625,3.0265,0.6086928,4.24,6.04,2.62,0.7472162,3.95,5.3035,2.2675,0.6573231,152,5.943615,154,5.736329
"20366","24.09.2009 22:10",4.69,6.442,3.406,0.6124167,4.53,6.42,2.62,0.6017233,4.25,6.442,2.647,0.5857972,149,6.394274,152,6.90937
"20367","24.09.2009 22:20",4.56,5.683,3.7855,0.4399116,4.17,5.66,3,0.4330046,3.63,4.924,2.2675,0.4764044,144,5.676467,147,6.44168
"20368","24.09.2009 22:30",4.97,6.0625,3.7855,0.4911014,4.62,6.04,3,0.5764788,4.19,5.683,3.0265,0.5766366,147,6.010157,150,6.35375
"20369","24.09.2009 22:40",5.14,6.442,3.406,0.4795773,4.94,6.42,3.38,0.4905864,4.59,6.0625,3.0265,0.5331758,148,5.032283,151,5.730702
"20370","24.09.2009 22:50",5.05,6.442,3.7855,0.4837958,4.85,6.04,3.76,0.4804483,4.56,6.0625,3.406,0.5487524,149,5.220928,153,5.405088
"20371","24.09.2009 23:00",4.95,6.442,3.406,0.5780163,4.52,6.04,3,0.6397395,4.05,5.683,2.2675,0.6732643,144,5.237679,146,5.894028
"20372","24.09.2009 23:10",5.76,7.201,4.5445,0.5871352,5.46,6.8,4.14,0.5748865,5.05,6.442,3.406,0.6080045,149,4.636644,152,5.452165
