"","SurveyYear","RouteNumStopNum","JulianDate","Pcru","MinAfterSunset","Temperature"
"14815",2006,"470402_6",114,2,85,7
"14816",2006,"470402_7",114,0,92,7
"14817",2006,"470402_8",114,1,100,7
"14818",2006,"470402_9",114,0,109,7
"14819",2006,"470402_10",114,0,117,7
"14820",2006,"470402_1",144,3,26,11
"14821",2006,"470402_2",144,3,34,11
"14822",2006,"470402_3",144,3,41,11
"14823",2006,"470402_4",144,1,49,11
"14824",2006,"470402_5",144,0,56,11
"14825",2006,"470402_6",144,3,62,11
"14826",2006,"470402_7",144,2,69,11
"14827",2006,"470402_8",144,1,77,10
"14828",2006,"470402_9",144,0,84,9
"14829",2006,"470402_10",144,0,91,9
"14830",2006,"470402_1",172,3,30,14
"14832",2006,"470402_2",172,2,38,14
"14833",2006,"470402_3",172,1,46,14
"14834",2006,"470402_4",172,3,54,14
"14835",2006,"470402_5",172,0,62,14
"14836",2006,"470402_6",172,1,69,14
"14837",2006,"470402_7",172,0,77,14
"14838",2006,"470402_8",172,0,85,14
"14839",2006,"470402_9",172,0,92,14
"14840",2006,"470402_10",172,0,99,14
"14841",2006,"470402_1",196,1,22,21
"14842",2006,"470402_2",196,0,29,21
"14843",2006,"470402_3",196,0,38,21
"14844",2006,"470402_4",196,0,46,21
"14845",2006,"470402_5",196,0,54,21
"14846",2006,"470402_6",196,0,62,21
"14847",2006,"470402_7",196,0,69,21
"14848",2006,"470402_8",196,0,78,21
"14849",2006,"470402_9",196,0,85,21
"14850",2006,"470402_10",196,0,93,21
"14851",2005,"470702_1",108,3,126,11
"14852",2005,"470702_2",108,2,146,11
"14853",2005,"470702_3",108,0,156,10
"14854",2005,"470702_4",108,0,161,11
"14855",2005,"470702_5",108,0,174,8
"14856",2005,"470702_6",108,3,183,7
"14857",2005,"470702_7",108,1,205,6
"14858",2005,"470702_8",108,0,207,9
"14859",2005,"470702_9",108,3,220,8
"14860",2005,"470702_10",108,1,231,10
"14861",2005,"470702_1",134,2,198,18
"14862",2005,"470702_2",134,0,219,19
"14863",2005,"470702_3",134,2,227,19
"14864",2005,"470702_4",134,0,239,19
"14865",2005,"470702_5",134,1,247,21
"14866",2005,"470702_6",134,1,257,19
"14867",2005,"470702_7",134,1,266,18
"14868",2005,"470702_8",134,1,274,19
"14869",2005,"470702_9",134,2,283,18
"14870",2005,"470702_10",134,1,291,20
"14871",2005,"470702_1",159,1,169,19
"14872",2005,"470702_2",159,0,185,19
"14873",2005,"470702_3",159,1,200,19
"14874",2005,"470702_4",159,0,210,19
"14875",2005,"470702_5",159,1,220,19
"14876",2005,"470702_6",159,1,229,20
"14877",2005,"470702_7",159,1,242,21
"14878",2005,"470702_8",159,1,251,21
"14879",2005,"470702_9",159,1,260,20
"14880",2005,"470702_10",159,1,270,19
"14881",2005,"470702_1",192,0,150,21
"14882",2005,"470702_2",192,0,160,22
"14883",2005,"470702_3",192,0,169,21
"14884",2005,"470702_4",192,0,179,21
"14885",2005,"470702_5",192,0,190,21
"14886",2005,"470702_6",192,0,199,20
"14887",2005,"470702_7",192,0,209,20
"14888",2005,"470702_8",192,0,218,NA
"14889",2005,"470702_9",192,0,228,NA
"14890",2005,"470702_10",192,0,238,NA
"14891",2006,"470702_1",97,0,180,12
"14892",2006,"470702_2",97,0,193,11
"14893",2006,"470702_3",97,0,202,11
"14894",2006,"470702_4",97,0,212,11
"14895",2006,"470702_5",97,0,222,11
"14896",2006,"470702_6",97,1,233,11
"14897",2006,"470702_7",97,0,251,12
"14898",2006,"470702_8",97,0,266,12
"14899",2006,"470702_9",97,1,270,12
"14900",2006,"470702_10",97,0,277,12
"14901",2006,"470702_1",138,3,168,17
"14902",2006,"470702_2",138,0,180,17
"14903",2006,"470702_3",138,2,190,17
"14904",2006,"470702_4",138,0,202,16
"14905",2006,"470702_5",138,3,212,15
"14906",2006,"470702_6",138,2,223,15
"14907",2006,"470702_7",138,2,238,15
"14908",2006,"470702_8",138,1,241,14
"14909",2006,"470702_9",138,2,255,14
"14910",2006,"470702_10",138,2,266,13
"14911",2006,"470702_1",170,0,155,20
"14912",2006,"470702_2",170,0,170,20
"14913",2006,"470702_3",170,0,180,20
"14914",2006,"470702_4",170,0,191,20
"14915",2006,"470702_5",170,0,202,20
"14916",2006,"470702_6",170,0,215,NA
"14917",2006,"470702_7",170,0,222,20
"14918",2006,"470702_8",170,0,233,20
"14919",2006,"470702_9",170,0,242,20
"14920",2006,"470702_10",170,0,253,20
"14921",2006,"470702_1",197,0,95,23
"14922",2006,"470702_2",197,0,105,23
"14923",2006,"470702_3",197,0,115,23
"14924",2006,"470702_4",197,0,126,23
"14925",2006,"470702_5",197,0,136,23
"14926",2006,"470702_6",197,0,146,23
"14927",2006,"470702_7",197,0,156,23
"14928",2006,"470702_8",197,0,166,23
"14929",2006,"470702_9",197,0,177,23
"14930",2006,"470702_10",197,0,188,22
"14931",2005,"470202_1",116,3,-5,11
"14932",2005,"470202_2",116,3,19,11
"14933",2005,"470202_3",116,3,34,11
"14934",2005,"470202_4",116,3,45,11
"14935",2005,"470202_5",116,3,59,12
"14936",2005,"470202_6",116,3,72,12
"14937",2005,"470202_7",116,3,84,12
"14938",2005,"470202_8",116,2,100,12
"14939",2005,"470202_9",116,3,105,12
"14940",2005,"470202_10",116,2,135,11
"14941",2005,"470202_1",125,3,15,12
"14942",2005,"470202_2",125,3,30,12
"14943",2005,"470202_3",125,3,45,13
"14944",2005,"470202_4",125,3,60,12
"14945",2005,"470202_5",125,3,75,13
"14946",2005,"470202_6",125,0,90,12
"14947",2005,"470202_7",125,2,105,13
"14948",2005,"470202_8",125,0,120,13
"14949",2005,"470202_9",125,2,135,13
"14950",2005,"470202_10",125,0,145,13
"14951",2005,"470202_1",159,1,-1,25
"14952",2005,"470202_2",159,2,14,25
"14953",2005,"470202_3",159,1,29,25
"14954",2005,"470202_4",159,0,44,25
"14955",2005,"470202_5",159,0,59,25
"14956",2005,"470202_6",159,0,74,25
"14957",2005,"470202_7",159,2,89,25
"14958",2005,"470202_8",159,1,104,25
"14959",2005,"470202_9",159,0,119,25
"14960",2005,"470202_10",159,0,129,25
"15159",2006,"470204_5",104,2,104,12
"15160",2006,"470204_6",104,3,112,12
"15161",2006,"470204_7",104,3,121,12
"15162",2006,"470204_8",104,3,131,13
"15163",2006,"470204_9",104,3,140,13
"15164",2006,"470204_10",104,3,155,13
"15165",2006,"470204_1",175,0,65,20
"15166",2006,"470204_2",175,0,74,20
"15167",2006,"470204_3",175,0,83,20
"15168",2006,"470204_4",175,0,93,20
"15169",2006,"470204_5",175,0,106,20
"15170",2006,"470204_6",175,0,116,20
"15171",2006,"470204_7",175,0,129,20
"15172",2006,"470204_8",175,0,140,20
"15173",2006,"470204_9",175,0,149,19
"15236",2006,"470204_1",104,3,65,13
"15237",2006,"470204_2",104,3,75,13
"15238",2006,"470204_3",104,3,83,12
"15239",2006,"470204_4",104,3,93,12
"15240",2006,"470204_10",175,0,157,21
"15241",2006,"470204_1",189,0,40,18
"15242",2006,"470204_2",189,0,49,17
"15243",2006,"470204_3",189,0,57,17
"15244",2006,"470204_4",189,0,67,17
"15245",2006,"470204_5",189,0,79,18
"15246",2006,"470204_6",189,0,87,19
"15247",2006,"470204_7",189,0,95,17
"15248",2006,"470204_8",189,0,103,18
"15249",2006,"470204_9",189,0,110,17
"15250",2006,"470204_10",189,0,118,18
"15701",2007,"470406_1",91,0,61,7
"15702",2007,"470406_2",91,0,79,NA
"15703",2007,"470406_3",91,3,88,NA
"15704",2007,"470406_4",91,3,97,NA
"15705",2007,"470406_5",91,3,106,NA
"15706",2007,"470406_6",91,3,115,NA
"15707",2007,"470406_7",91,3,124,NA
"15708",2007,"470406_8",91,0,133,NA
"15709",2007,"470406_9",91,0,142,NA
"15710",2007,"470406_10",91,0,148,5
"15871",2007,"470503_1",110,1,81,16
"15872",2007,"470503_2",110,2,88,13
"15873",2007,"470503_3",110,3,95,11
"15874",2007,"470503_4",110,0,102,9
"15875",2007,"470503_5",110,2,110,8
"15876",2007,"470503_6",110,1,118,9
"15877",2007,"470503_7",110,2,126,8
"15878",2007,"470503_8",110,3,134,9
"15879",2007,"470503_9",110,3,141,8
"15880",2007,"470503_10",110,0,148,8
"15881",2007,"470102_1",112,3,95,17
"15882",2007,"470102_2",112,3,108,18
"15883",2007,"470102_3",112,1,118,17
"15884",2007,"470102_4",112,3,126,16
"15885",2007,"470102_5",112,3,136,15
"15886",2007,"470102_6",112,3,146,14
"15887",2007,"470102_7",112,3,153,15
"15888",2007,"470102_8",112,1,165,13
"15889",2007,"470102_9",112,2,172,13
"15890",2007,"470102_10",112,3,181,15
"15891",2007,"470104_1",112,0,61,12
"15892",2007,"470104_2",112,0,71,12
"15893",2007,"470104_3",112,0,83,12
"15894",2007,"470104_4",112,0,101,11
"15895",2007,"470104_5",112,1,116,12
"15896",2007,"470104_6",112,1,131,12
"15897",2007,"470104_7",112,0,143,12
"15898",2007,"470104_8",112,0,156,12
"15899",2007,"470104_9",112,0,171,12
"15900",2007,"470104_10",112,0,186,12
"16012",2007,"470902_1",113,3,30,23
"16013",2007,"470902_2",113,3,44,23
"16014",2007,"470902_3",113,3,51,23
"16015",2007,"470902_4",113,3,58,23
"16016",2007,"470902_5",113,3,65,23
"16017",2007,"470902_6",113,3,72,23
"16018",2007,"470902_7",113,3,79,23
"16019",2007,"470902_8",113,3,86,23
"16020",2007,"470902_9",113,3,93,23
"16021",2007,"470902_10",113,3,95,23
"16132",2007,"470104_1",119,2,89,10
"16133",2007,"470104_2",119,2,101,9
"16134",2007,"470104_3",119,2,115,9
"16135",2007,"470104_4",119,2,128,8
"16136",2007,"470104_5",119,2,139,8
"16137",2007,"470104_6",119,3,154,8
"16138",2007,"470104_7",119,1,168,8
"16139",2007,"470104_8",119,1,180,8
"16140",2007,"470104_9",119,0,196,8
"16141",2007,"470104_10",119,0,209,9
"16182",2007,"470102_1",128,3,101,13
"16183",2007,"470102_2",128,0,109,13
"16184",2007,"470102_3",128,0,116,13
"16185",2007,"470102_4",128,3,124,13
"16186",2007,"470102_5",128,3,133,13
"16187",2007,"470102_6",128,3,143,13
"16188",2007,"470102_7",128,3,150,13
"16189",2007,"470102_8",128,3,159,13
"16190",2007,"470102_9",128,2,167,13
"16191",2007,"470102_10",128,3,175,13
"16364",2007,"470503_1",130,2,24,21
"16365",2007,"470503_2",130,3,31,22
"16366",2007,"470503_3",130,3,40,20
"16367",2007,"470503_4",130,3,48,19
"16368",2007,"470503_5",130,3,55,19
"16369",2007,"470503_6",130,1,63,21
"16370",2007,"470503_7",130,3,71,19
"16371",2007,"470503_8",130,3,79,19
"16372",2007,"470503_9",130,3,87,19
"16373",2007,"470503_10",130,0,95,19
"16374",2007,"470102_1",150,3,37,21
"16375",2007,"470102_2",150,0,47,21
"16376",2007,"470102_3",150,0,57,20
"16377",2007,"470102_4",150,3,68,20
"16378",2007,"470102_5",150,3,79,19
"16380",2007,"470102_6",150,3,94,19
"16381",2007,"470102_7",150,0,104,18
"16382",2007,"470102_8",150,1,113,18
"16383",2007,"470102_9",150,0,123,19
"16384",2007,"470102_10",150,3,137,18
"16385",2007,"470306_1",124,1,33,12
"16386",2007,"470306_2",124,0,42,12
"16387",2007,"470306_3",124,3,51,11
"16388",2007,"470306_4",124,3,60,11
"16389",2007,"470306_5",124,2,68,11
"16390",2007,"470306_6",124,1,76,10
"16391",2007,"470306_7",124,2,83,9
"16392",2007,"470306_8",124,1,90,9
"16393",2007,"470306_9",124,2,98,9
"16394",2007,"470306_10",124,2,105,8
"16435",2007,"470104_1",155,0,3,12
"16436",2007,"470104_2",155,0,13,12
"16437",2007,"470104_3",155,0,25,12
"16438",2007,"470104_4",155,0,39,12
"16439",2007,"470104_5",155,0,55,12
"16440",2007,"470104_6",155,1,72,12
"16441",2007,"470104_7",155,0,87,12
"16442",2007,"470104_8",155,0,102,12
"16443",2007,"470104_9",155,0,118,12
"16444",2007,"470104_10",155,0,133,12
"16546",2007,"470703_1",161,0,52,21
"16547",2007,"470703_2",161,0,72,20
"16548",2007,"470703_3",161,0,82,19
"16549",2007,"470703_4",161,0,97,19
"16550",2007,"470703_5",161,0,122,20
"16551",2007,"470703_6",161,0,137,20
"16552",2007,"470703_7",161,0,157,20
"16553",2007,"470703_8",161,0,172,20
"16554",2007,"470703_9",161,0,187,20
"16555",2007,"470703_10",161,0,202,20
"16586",2007,"470306_1",157,0,47,17
"16587",2007,"470306_2",157,0,55,17
"16588",2007,"470306_3",157,0,64,16
"16589",2007,"470306_4",157,0,74,16
"16590",2007,"470306_5",157,0,82,16
"16591",2007,"470306_6",157,0,91,16
"16592",2007,"470306_7",157,0,101,15
"16593",2007,"470306_8",157,0,110,15
"16594",2007,"470306_9",157,0,118,15
"16595",2007,"470306_10",157,0,125,15
"16596",2007,"470406_1",163,0,-6,18
"16597",2007,"470406_2",163,0,0,18
"16598",2007,"470406_3",163,0,9,17
"16599",2007,"470406_4",163,0,18,16
"16600",2007,"470406_5",163,0,27,18
"16601",2007,"470406_6",163,0,38,16
"16602",2007,"470406_7",163,0,49,16
"16603",2007,"470406_8",163,0,56,16
"16604",2007,"470406_9",163,0,66,16
"16605",2007,"470406_10",163,0,73,17
"16666",2007,"471003_1",127,0,68,20
"16667",2007,"471003_2",127,0,85,19
"16668",2007,"471003_3",127,0,94,18
"16669",2007,"471003_4",127,0,107,19
"16670",2007,"471003_5",127,0,118,20
"16671",2007,"471003_6",127,0,128,21
"16672",2007,"471003_7",127,0,138,21
"16673",2007,"471003_8",127,0,156,19
"16674",2007,"471003_9",127,0,165,19
"16675",2007,"471003_10",127,0,175,18
"16786",2007,"470503_1",158,0,6,18
"16787",2007,"470503_2",158,0,14,19
"16788",2007,"470503_3",158,0,20,19
"16789",2007,"470503_4",158,0,28,14
"16790",2007,"470503_5",158,0,34,17
"16791",2007,"470503_6",158,0,43,18
"16792",2007,"470503_7",158,0,50,16
"16793",2007,"470503_8",158,0,58,12
"16794",2007,"470503_9",158,0,68,17
"16795",2007,"470503_10",158,0,76,17
"16946",2007,"470403_1",129,0,64,23
"16947",2007,"470403_2",129,0,75,22
"16948",2007,"470403_3",129,3,85,22
"16949",2007,"470403_4",129,3,102,21
"16950",2007,"470403_5",129,3,113,21
"16951",2007,"470403_6",129,3,123,21
"16952",2007,"470403_7",129,3,131,21
"16953",2007,"470403_8",129,1,141,21
"16954",2007,"470403_9",129,3,151,21
"16955",2007,"470403_10",129,3,160,21
"16956",2007,"470403_1",152,0,44,22
"16957",2007,"470403_2",152,0,56,21
"16958",2007,"470403_3",152,0,64,21
"16959",2007,"470403_4",152,0,77,22
"16960",2007,"470403_5",152,0,87,22
"16961",2007,"470403_6",152,0,97,21
"16962",2007,"470403_7",152,0,106,21
"16963",2007,"470403_8",152,0,114,21
"16964",2007,"470403_9",152,0,124,20
"16965",2007,"470403_10",152,1,134,19
"16966",2007,"470403_1",179,0,36,27
"16967",2007,"470403_2",179,0,48,27
"16968",2007,"470403_3",179,0,58,27
"16969",2007,"470403_4",179,0,68,27
"16970",2007,"470403_5",179,0,77,26
"16971",2007,"470403_6",179,0,86,26
"16972",2007,"470403_7",179,0,96,26
"16973",2007,"470403_8",179,0,106,27
"16974",2007,"470403_9",179,0,115,26
"16975",2007,"470403_10",179,0,124,26
"16976",2007,"470903_1",110,3,45,10
"16977",2007,"470903_2",110,3,61,9
"16978",2007,"470903_3",110,3,71,8
"16979",2007,"470903_4",110,2,81,8
"16980",2007,"470903_5",110,2,89,9
"16981",2007,"470903_6",110,3,100,9
"16982",2007,"470903_7",110,2,109,8
"16983",2007,"470903_8",110,3,120,8
"16984",2007,"470903_9",110,3,132,9
"16985",2007,"470903_10",110,3,141,7
"16986",2007,"470903_1",128,3,72,17
"16987",2007,"470903_2",128,1,83,18
"16988",2007,"470903_3",128,3,93,17
"16989",2007,"470903_4",128,1,102,17
"16990",2007,"470903_5",128,3,111,16
"16991",2007,"470903_6",128,2,121,15
"16992",2007,"470903_7",128,3,130,16
"16993",2007,"470903_8",128,3,142,14
"16994",2007,"470903_9",128,3,152,14
"16995",2007,"470903_10",128,3,160,14
"16996",2007,"470903_1",156,1,43,21
"16997",2007,"470903_2",156,0,52,21
"16998",2007,"470903_3",156,0,62,20
"16999",2007,"470903_4",156,0,71,21
"17000",2007,"470903_5",156,0,80,20
"17001",2007,"470903_6",156,1,90,20
"17002",2007,"470903_7",156,0,99,19
"17003",2007,"470903_8",156,0,108,18
"17004",2007,"470903_9",156,0,117,18
"17005",2007,"470903_10",156,1,125,18
"17166",2007,"470104_1",189,0,36,23
"17167",2007,"470104_2",189,0,47,23
"17168",2007,"470104_3",189,0,59,23
"17169",2007,"470104_4",189,0,72,21
"17170",2007,"470104_5",189,0,86,21
"17171",2007,"470104_6",189,0,102,20
"17172",2007,"470104_7",189,0,112,20
"17173",2007,"470104_8",189,0,124,20
"17174",2007,"470104_9",189,0,136,20
"17175",2007,"470104_10",189,0,151,20
"17196",2007,"470903_1",187,0,46,18
"17197",2007,"470903_2",187,0,56,18
"17198",2007,"470903_3",187,0,66,18
"17199",2007,"470903_4",187,0,78,18
"17200",2007,"470903_5",187,0,91,18
"17201",2007,"470903_6",187,0,103,19
"17202",2007,"470903_7",187,0,113,18
"17203",2007,"470903_8",187,0,124,17
"17204",2007,"470903_9",187,0,137,16
"17205",2007,"470903_10",187,0,148,16
"17286",2007,"470306_1",184,0,41,19
"17287",2007,"470306_2",184,0,48,19
"17288",2007,"470306_3",184,0,59,19
"17289",2007,"470306_4",184,0,67,18
"17290",2007,"470306_5",184,0,76,18
"17291",2007,"470306_6",184,0,84,18
"17292",2007,"470306_7",184,0,92,18
"17293",2007,"470306_8",184,0,100,18
"17294",2007,"470306_9",184,0,109,19
"17295",2007,"470306_10",184,0,116,19
"17306",2007,"471003_1",189,0,126,18
"17307",2007,"471003_2",189,0,135,20
"17308",2007,"471003_3",189,0,145,18
"17309",2007,"471003_4",189,0,156,20
"17310",2007,"471003_5",189,0,166,19
"17311",2007,"471003_6",189,0,176,19
"17312",2007,"471003_7",189,0,184,19
"17313",2007,"471003_8",189,0,200,19
"17314",2007,"471003_9",189,0,209,19
"17315",2007,"471003_10",189,0,220,19
"17326",2007,"470604_4",104,0,-12,9
"17327",2007,"470604_5",104,1,1,9
"17328",2007,"470604_6",104,2,18,9
"17329",2007,"470604_7",104,1,28,8
"17330",2007,"470604_8",104,2,38,9
"17331",2007,"470604_9",104,0,48,8
"17332",2007,"470604_10",104,2,60,9
"17333",2007,"470604_5",130,2,-24,22
"17334",2007,"470604_6",130,2,-9,19
"17335",2007,"470604_7",130,0,6,21
"17336",2007,"470604_8",130,2,16,19
"17337",2007,"470604_9",130,0,34,20
"17338",2007,"470604_10",130,2,48,21
"17339",2007,"470604_1",159,0,72,18
"17340",2007,"470604_2",159,0,86,17
"17341",2007,"470604_3",159,0,107,17
"17342",2007,"470604_4",159,0,120,16
"17343",2007,"470604_5",159,0,131,14
"17344",2007,"470604_6",159,0,146,16
"17345",2007,"470604_7",159,0,158,16
"17346",2007,"470604_8",159,0,168,16
"17347",2007,"470604_9",159,0,180,16
"17348",2007,"470604_10",159,0,191,17
"17349",2007,"470604_1",190,0,40,20
"17351",2007,"470604_2",190,0,50,19
"17352",2007,"470604_3",190,0,81,19
"17353",2007,"470604_4",190,0,91,19
"17354",2007,"470604_5",190,0,102,19
"17355",2007,"470604_6",190,0,117,18
"17356",2007,"470604_7",190,0,127,18
"17357",2007,"470604_8",190,0,137,18
"17358",2007,"470604_9",190,0,147,19
"17359",2007,"470604_10",190,0,157,20
"17441",2007,"470803_1",112,3,99,17
"17442",2007,"470803_2",112,3,106,17
"17443",2007,"470803_3",112,2,113,16
"17444",2007,"470803_4",112,3,121,16
"17445",2007,"470803_5",112,3,128,16
"17446",2007,"470803_6",112,3,135,17
"17447",2007,"470803_7",112,3,143,18
"17448",2007,"470803_8",112,3,149,18
"17449",2007,"470803_9",112,3,156,17
"17450",2007,"470803_10",112,3,163,17
"17451",2007,"470803_1",128,3,91,19
"17452",2007,"470803_2",128,1,99,20
"17453",2007,"470803_3",128,0,106,20
"17455",2007,"470803_4",128,2,113,20
"17456",2007,"470803_5",128,3,120,20
"17457",2007,"470803_6",128,3,127,21
"17458",2007,"470803_7",128,3,134,21
"17459",2007,"470803_8",128,2,140,21
"17460",2007,"470803_9",128,2,148,19
"17461",2007,"470803_10",128,2,155,19
"17462",2007,"470803_1",156,0,90,21
"17463",2007,"470803_2",156,0,97,21
"17464",2007,"470803_3",156,0,105,21
"17465",2007,"470803_4",156,0,112,21
"17466",2007,"470803_5",156,0,119,21
"17467",2007,"470803_6",156,0,126,22
"17468",2007,"470803_7",156,1,133,22
"17469",2007,"470803_8",156,0,140,22
"17470",2007,"470803_9",156,0,146,21
"17471",2007,"470803_10",156,0,153,21
"17472",2007,"470803_1",189,0,84,19
"17473",2007,"470803_2",189,0,91,19
"17474",2007,"470803_3",189,0,99,20
"17475",2007,"470803_4",189,0,106,20
"17476",2007,"470803_5",189,0,113,20
"17477",2007,"470803_6",189,0,119,21
"17478",2007,"470803_7",189,0,126,21
"17479",2007,"470803_8",189,0,133,20
"17480",2007,"470803_9",189,0,140,21
"17481",2007,"470803_10",189,0,147,21
"17503",2007,"470703_1",190,0,35,19
"17504",2007,"470703_2",190,0,46,18
"17505",2007,"470703_3",190,0,58,19
"17506",2007,"470703_4",190,0,71,18
"17508",2007,"470703_5",190,0,81,18
"17509",2007,"470703_6",190,0,93,18
"17510",2007,"470703_7",190,0,105,18
"17511",2007,"470703_8",190,0,119,19
"17512",2007,"470703_9",190,0,130,18
"17513",2007,"470703_10",190,0,138,18
"17939",2007,"470401_1",203,0,69,20
"17940",2007,"470401_2",203,0,77,20
"17941",2007,"470401_3",203,0,87,20
"17942",2007,"470401_4",203,0,95,20
"17943",2007,"470401_5",203,0,107,20
"17944",2007,"470401_6",203,0,117,20
"17945",2007,"470401_7",203,0,124,20
"17946",2007,"470401_8",203,0,132,20
"17947",2007,"470401_9",203,0,139,20
"17948",2007,"470401_10",203,0,147,20
"18190",2007,"470103_1",113,3,26,18
"18191",2007,"470103_2",113,3,34,17
"18192",2007,"470103_3",113,3,43,17
"18193",2007,"470103_4",113,2,51,17
"18194",2007,"470103_5",113,1,63,17
"18195",2007,"470103_6",113,2,71,17
"18196",2007,"470103_7",113,3,79,17
"18197",2007,"470103_8",113,2,87,17
"18198",2007,"470103_9",113,3,95,17
"18199",2007,"470103_10",113,3,104,17
"18220",2007,"470103_1",130,3,39,20
"18221",2007,"470103_2",130,2,48,19
"18222",2007,"470103_3",130,3,56,19
"18223",2007,"470103_4",130,1,64,18
"18224",2007,"470103_5",130,0,77,18
"18225",2007,"470103_6",130,0,84,18
"18226",2007,"470103_7",130,3,92,18
"18227",2007,"470103_8",130,1,100,18
"18228",2007,"470103_9",130,2,108,17
"18229",2007,"470103_10",130,2,116,17
"18230",2007,"470103_1",157,0,37,13
"18231",2007,"470103_2",157,0,45,13
"18232",2007,"470103_3",157,0,55,13
"18233",2007,"470103_4",157,0,65,13
"18234",2007,"470103_5",157,0,79,13
"18235",2007,"470103_6",157,0,86,12
"18236",2007,"470103_7",157,0,154,12
"18237",2007,"470103_8",157,0,102,12
"18238",2007,"470103_9",157,0,110,11
"18239",2007,"470103_10",157,0,117,11
"18240",2007,"470103_1",190,0,94,18
"18241",2007,"470103_2",190,0,102,18
"18242",2007,"470103_3",190,0,109,18
"18243",2007,"470103_4",190,0,116,18
"18244",2007,"470103_5",190,0,126,18
"18245",2007,"470103_6",190,0,133,18
"18246",2007,"470103_7",190,0,141,17
"18247",2007,"470103_8",190,0,149,18
"18248",2007,"470103_9",190,0,156,18
"18249",2007,"470103_10",190,0,163,17
"18250",2007,"470401_1",119,3,40,13
"18251",2007,"470401_2",119,3,50,13
"18252",2007,"470401_3",119,2,57,13
"18253",2007,"470401_4",119,3,70,13
"18254",2007,"470401_5",119,3,80,13
"18255",2007,"470401_6",119,3,90,13
"18256",2007,"470401_7",119,3,98,13
"18257",2007,"470401_8",119,3,110,13
"18258",2007,"470401_9",119,3,120,13
"18259",2007,"470401_10",119,3,130,13
"18260",2007,"470401_1",146,3,57,16
"18261",2007,"470401_2",146,3,67,16
"18262",2007,"470401_3",146,1,79,16
"18263",2007,"470401_4",146,2,87,16
"18264",2007,"470401_5",146,2,97,16
"18265",2007,"470401_6",146,2,107,16
"18266",2007,"470401_7",146,2,117,16
"18267",2007,"470401_8",146,3,129,16
"18268",2007,"470401_9",146,3,142,16
"18269",2007,"470401_10",146,3,152,16
"18270",2007,"470401_1",168,0,28,18
"18271",2007,"470401_2",168,0,43,18
"18272",2007,"470401_3",168,0,53,18
"18273",2007,"470401_4",168,0,61,18
"18274",2007,"470401_5",168,0,68,18
"18275",2007,"470401_6",168,0,83,18
"18276",2007,"470401_7",168,0,93,18
"18277",2007,"470401_8",168,0,105,18
"18278",2007,"470401_9",168,0,113,18
"18279",2007,"470401_10",168,0,128,18
"18350",2007,"470702_1",111,3,127,15
"18351",2007,"470702_2",111,1,140,12
"18352",2007,"470702_3",111,0,152,11
"18353",2007,"470702_4",111,0,167,11
"18354",2007,"470702_5",111,0,182,10
"18355",2007,"470702_6",111,1,187,10
"18356",2007,"470702_7",111,1,197,9
"18357",2007,"470702_8",111,1,207,9
"18358",2007,"470702_9",111,1,218,8
"18359",2007,"470702_10",111,0,233,8
"18360",2007,"470702_1",145,3,169,20
"18361",2007,"470702_2",145,0,186,20
"18362",2007,"470702_3",145,2,196,18
"18363",2007,"470702_4",145,1,214,18
"18364",2007,"470702_5",145,2,222,17
"18365",2007,"470702_6",145,1,232,17
"18366",2007,"470702_7",145,1,244,17
"18367",2007,"470702_8",145,1,254,17
"18368",2007,"470702_9",145,1,265,17
"18369",2007,"470702_10",145,2,271,15
"18370",2007,"470702_1",200,0,43,21
"18371",2007,"470702_2",200,0,58,20
"18372",2007,"470702_3",200,0,69,20
"18373",2007,"470702_4",200,0,83,20
"18374",2007,"470702_5",200,0,94,19
"18375",2007,"470702_6",200,0,104,19
"18376",2007,"470702_7",200,0,116,19
"18378",2007,"470702_8",200,0,127,19
"18379",2007,"470702_9",200,0,137,19
"18380",2007,"470702_10",200,0,147,18
"18381",2007,"470201_1",116,3,136,10
"18382",2007,"470201_2",116,3,147,9
"18383",2007,"470201_3",116,3,154,11
"18384",2007,"470201_4",116,3,162,10
"18385",2007,"470201_5",116,3,171,10
"18386",2007,"470201_6",116,3,179,10
"18387",2007,"470201_7",116,2,186,11
"18388",2007,"470201_8",116,3,194,11
"18389",2007,"470201_9",116,3,202,11
"18390",2007,"470201_10",116,0,210,10
"18391",2007,"470201_1",135,3,48,18
"18392",2007,"470201_2",135,3,58,18
"18393",2007,"470201_3",135,3,67,18
"18394",2007,"470201_4",135,1,75,17
"18395",2007,"470201_5",135,3,84,17
"18396",2007,"470201_6",135,3,93,18
"18397",2007,"470201_7",135,1,101,18
"18398",2007,"470201_8",135,3,110,17
"18399",2007,"470201_9",135,3,119,18
"18400",2007,"470201_10",135,0,129,18
"18401",2007,"470201_1",158,1,44,15
"18402",2007,"470201_2",158,0,56,16
"18403",2007,"470201_3",158,0,65,15
"18404",2007,"470201_4",158,0,73,15
"18405",2007,"470201_5",158,0,84,14
"18406",2007,"470201_6",158,0,108,15
"18407",2007,"470201_7",158,0,116,14
"18408",2007,"470201_8",158,0,123,16
"18409",2007,"470201_9",158,0,131,16
"18410",2007,"470201_10",158,0,142,16
"18411",2007,"470201_1",203,0,55,18
"18412",2007,"470201_2",203,0,62,21
"18413",2007,"470201_3",203,0,69,20
"18414",2007,"470201_4",203,0,79,18
"18415",2007,"470201_5",203,0,92,17
