"","name","rating","genre","creative.type","time","year","production.method","sequel","budget","revenue.all","revenue.dom","revenue.int","revenue.inf"
"1876","In Good Company","PG-13","Comedy","Contemporary Fiction",110,2004,"Live Action",0,26,63.489752,45.489752,18,59.40872
"1877","Conan the Barbarian","R","Action","Fantasy",112,2010,"Live Action",0,90,63.356133,21.295021,42.061112,22.47658
"1878","Madea's Family Reunion","PG-13","Comedy","Contemporary Fiction",NA,2006,"Live Action",1,10,63.320521,63.25794,0.062581,80.801201
"1879","She's All That","PG-13","Romantic Comedy","Contemporary Fiction",NA,1999,"Live Action",0,10,63.319509,63.319509,0,104.327614
"1880","Devil","PG-13","Horror","Fantasy",80,2010,"Live Action",0,10,63.275649,33.60119,29.674459,35.645361
"1881","Lions for Lambs","R","Drama","Contemporary Fiction",88,2007,"Live Action",0,35,63.211088,14.99807,48.213018,18.243018
"1882","Random Hearts","R","Drama","Contemporary Fiction",NA,1999,"Live Action",0,64,63.2,31.054924,32.145076,51.167266
"1883","Stakeout",NA,"Comedy","Contemporary Fiction",NA,1987,"Live Action",0,0,63.139023,63.139023,0,135.159497
"1884","Kick-Ass 2","R","Action","Contemporary Fiction",103,2013,"Live Action",0,28,63.129909,28.795985,34.333924,29.646046
"1885","A Star is Born",NA,NA,NA,NA,1976,NA,0,0,63.129898,63.129898,0,248.073826
"1886","Rising Sun","R","Drama","Contemporary Fiction",NA,1993,"Live Action",0,0,63.095271,63.095271,0,114.587526
"1887","The Sweetest Thing","R","Romantic Comedy","Contemporary Fiction",75,2002,"Live Action",0,43,63.078756,24.430272,38.648484,35.194728
"1888","Beavis and Butt-head Do America","PG-13","Comedy","Contemporary Fiction",NA,1996,"Hand Animation",0,12,63.071133,63.071133,0,117.896154
"1889","Jingo dy",NA,"Drama","Dramatization",NA,2009,"Live Action",0,0,62.995096,0,62.995096,NA
"1890","Footloose","PG-13","Musical","Contemporary Fiction",113,2010,"Live Action",0,24,62.989834,51.802742,11.187092,54.676406
"1891","The Peacemaker","R","Action","Contemporary Fiction",123,1997,"Live Action",0,50,62.960505,41.256277,21.704228,75.232038
"1892","Pirates","Not Rated","Adventure","Historical Fiction",130,2014,"Live Action",0,0,62.883705,0.160133,62.723572,0.164052
"1893","The Benchwarmers","PG-13","Comedy","Contemporary Fiction",NA,2006,"Live Action",0,35,62.871766,57.651794,5.219972,73.671074
"1894","Piglet's Big Movie","G","Comedy","Kids Fiction",NA,2003,"Hand Animation",0,0,62.870546,23.103423,39.767123,32.027546
"1895","The Darkest Hour","PG-13","Action","Science Fiction",89,2010,"Live Action",0,34.8,62.831715,21.443494,41.388221,22.600247
"1896","The Witches of Eastwick","R","Comedy","Fantasy",118,1987,"Live Action",0,0,62.787608,62.787608,0,134.407234
"1897","Proof of Life","R","Action","Contemporary Fiction",135,2000,"Live Action",0,65,62.761005,32.598931,30.162074,50.359444
"1898","Honey","PG-13","Drama","Contemporary Fiction",NA,2003,"Live Action",0,18,62.646763,30.272254,32.374509,41.961112
"1899","Runner Runner","R","Thriller/Suspense","Contemporary Fiction",91,2013,"Live Action",0,30,62.616646,19.316646,43.3,19.886877
"1900","Splash","PG","Comedy","Fantasy",109,1984,"Live Action",0,8,62.599495,62.599495,0,155.939813
"1901","Perfect Stranger","R","Thriller/Suspense","Contemporary Fiction",110,2007,"Live Action",0,0,62.526388,23.760822,38.765566,28.906699
"1902","Patton",NA,NA,NA,NA,1970,NA,0,12,62.5,62.5,0,337.500003
"1903","Gwansang","Not Rated","Drama","Historical Fiction",139,2013,"Live Action",0,0,62.490342,0.484112,62.00623,0.4984
"1904","Snow Day","PG","Comedy","Contemporary Fiction",NA,2000,"Live Action",0,13,62.452927,60.008303,2.444624,93.185436
"1905","Like Mike","PG","Comedy","Kids Fiction",NA,2002,"Live Action",0,30,62.432423,51.432423,11,74.094555
"1906","Not Another Teen Movie","R","Comedy","Contemporary Fiction",82,2001,"Live Action",0,15,62.401343,37.882551,24.518792,55.796738
"1907","Ek Tha Tiger","Not Rated","Thriller/Suspense","Contemporary Fiction",133,2012,"Live Action",0,0,62.347774,2.347774,60,2.468698
"1908","Bai tuan da zhan","Not Rated","Action","Historical Fiction",0,2015,"Live Action",0,0,62.34,0,62.34,0
"1909","Flickan som lekte med elden","R","Thriller/Suspense",NA,NA,2009,NA,0,0,62.287423,9.081782,53.205641,9.667283
"1910","The Reaping","R","Horror","Fantasy",NA,2007,"Live Action",0,40,62.226214,25.126214,37.1,30.567792
"1911","Ninja Assassin","R","Action","Contemporary Fiction",99,2009,"Live Action",0,50,62.209892,38.122883,24.087009,42.510376
"1912","Captain Corelli's Mandolin","R","Drama","Historical Fiction",NA,2001,"Live Action",0,57,62.097495,25.528495,36.569,37.751504
"1913","28 Days","PG-13","Comedy","Contemporary Fiction",NA,2000,"Live Action",0,43,62.063972,37.035515,25.028457,57.511551
"1914","Snakes on a Plane","R","Thriller/Suspense","Contemporary Fiction",106,2006,"Live Action",0,33,62.020814,34.020814,28,43.473922
"1915","Keinohrhasen",NA,"Romantic Comedy","Contemporary Fiction",NA,2007,"Live Action",0,0,62,0,62,NA
"1916","An American Werewolf in London",NA,"Horror","Fantasy",NA,1981,"Live Action",0,0,61.973249,31.973249,30,61.557215
"1917","Two Brothers","PG","Drama","Kids Fiction",NA,2004,"Live Action",0,72,61.94763,18.94763,43,25.538109
"1918","I Love Trouble","PG","Romantic Comedy","Contemporary Fiction",123,1994,"Live Action",0,0,61.947267,30.806194,31.141073,54.2185
"1919","Friday Night Lights","PG-13","Drama","Contemporary Fiction",NA,2004,"Live Action",0,30,61.882934,61.188085,0.694849,82.470899
"1920","The White Haired Witch of Lunar Kingdom",NA,NA,"Fantasy",0,2014,"Live Action",0,0,61.85,0,61.85,0
"1921","Mouse Hunt","PG","Comedy","Kids Fiction",97,1997,"Live Action",0,38,61.834214,61.834214,0,111.908407
"1922","Tango & Cash","R","Action","Contemporary Fiction",NA,1989,"Live Action",0,55,61.772769,61.772769,0,125.014797
"1923","The Tree of Life","PG-13","Drama","Historical Fiction",138,2010,"Live Action",0,35,61.721826,13.305665,48.416161,14.043931
"1924","The 13th Warrior","R","Action","Fantasy",103,1999,"Live Action",0,125,61.694788,32.694788,29,53.869169
"1925","Working Girl",NA,"Comedy","Contemporary Fiction",NA,1988,"Live Action",0,0,61.669658,61.669658,0,128.344668
"1926","Umizaru 2: Test of Trust",NA,NA,NA,NA,2006,NA,0,0,61.6,0,61.6,NA
"1927","The Crying Game","R","Drama","Contemporary Fiction",NA,1992,"Live Action",0,4,61.587055,61.587055,0,124.491312
"1928","Begin Again","R","Drama","Contemporary Fiction",101,2013,"Live Action",0,8,61.584027,16.170632,45.413395,16.566482
"1929","A History of Violence","R","Drama","Contemporary Fiction",NA,2005,"Live Action",0,32,61.477797,31.493782,29.984015,41.115876
"1930","Cellular","PG-13","Thriller/Suspense","Contemporary Fiction",95,2004,"Live Action",0,45,61.475984,32.00362,29.472364,43.135314
"1931","Larry Crowne","PG-13","Romantic Comedy","Contemporary Fiction",98,2010,"Live Action",0,30,61.449135,35.608245,25.84089,37.583978
"1932","The Legend of Hercules","PG-13","Adventure","Fantasy",98,2013,"Live Action",0,70,61.402445,18.848538,42.553907,19.309942
"1933","National Lampoon's Summer Vacation",NA,"Comedy","Contemporary Fiction",NA,1983,"Live Action",0,0,61.399552,61.399552,0,163.147379
"1934","The Goonies","PG","Comedy","Contemporary Fiction",114,1985,"Live Action",0,0,61.38968,61.38968,0,144.741305
"1935","Flatliners","R","Thriller/Suspense","Science Fiction",NA,1990,"Live Action",0,26,61.308153,61.308153,0,110.32076
"1936","The Longest Ride","PG-13","Drama","Contemporary Fiction",128,2015,"Live Action",0,34,61.146117,37.446117,23.7,37.446117
"1937","Unfriended","R","Horror","Fantasy",82,2014,"Live Action",0,1,61.004434,32.48209,28.522344,32.48209
"1938","Misery","R","Thriller/Suspense","Contemporary Fiction",NA,1990,"Live Action",0,0,60.889526,60.889526,0,120.867906
"1939","Taxi 4",NA,NA,NA,NA,2007,NA,0,0,60.865364,0,60.865364,NA
"1940","Marie Antoinette","PG-13","Drama","Dramatization",NA,2006,"Live Action",0,40,60.862471,15.962471,44.9,20.397841
"1941","Why Did I Get Married Too?","PG-13","Drama","Contemporary Fiction",NA,2009,"Live Action",1,20,60.831067,60.095852,0.735215,63.751871
"1942","Zoolander","PG-13","Comedy","Contemporary Fiction",89,2001,"Live Action",0,28,60.780981,45.17225,15.608731,66.785276
"1943","My Super Ex-Girlfriend","PG-13","Comedy","Super Hero",NA,2006,"Live Action",0,30,60.772856,22.530295,38.242561,28.790624
"1944","Astrix et Oblix: Au service de Sa Majest ",NA,"Adventure","Fantasy",110,2012,"Live Action",1,77.6,60.680125,0,60.680125,0
"1945","Fantasia 2000 (IMAX)","G","Musical","Kids Fiction",NA,2000,"Live Action",1,80,60.507228,60.507228,0,94.177265
"1946","Kiss the Girls","R","Thriller/Suspense","Contemporary Fiction",117,1997,"Live Action",0,27,60.49156,60.49156,0,110.27819
"1947","The Wild Thornberrys Movie","PG","Adventure","Kids Fiction",NA,2002,"Hand Animation",0,25,60.468965,39.882925,20.58604,56.651173
"1948","Lord of War","R","Action","Contemporary Fiction",NA,2005,"Live Action",0,42,60.437727,24.149632,36.288095,31.505534
"1949","Ten Things I Hate About You","PG-13","Romantic Comedy","Contemporary Fiction",NA,1999,"Live Action",0,13,60.414025,38.177966,22.236059,62.900399
"1950","Secretariat","PG","Drama","Dramatization",123,2010,"Live Action",0,35,60.376247,59.699513,0.676734,63.327956
"1951","Side Effects","R","Thriller/Suspense","Science Fiction",105,2012,"Live Action",0,30,60.288363,32.172757,28.115606,33.122501
"1952","Beautiful Creatures","PG-13","Thriller/Suspense","Fantasy",123,2012,"Live Action",0,50,60.282876,19.452138,40.830738,20.026363
"1953","I Spy","PG-13","Action","Contemporary Fiction",92,2002,"Live Action",0,70,60.279822,33.561137,26.718685,48.32489
"1954","The Insider","R","Drama","Dramatization",158,1999,"Live Action",0,68,60.265197,28.965197,31.3,47.45405
"1955","The Age of Adaline","PG-13","Drama","Fantasy",112,2015,"Live Action",0,30,60.259711,42.629776,17.629935,42.629776
"1956","Jin D_ng W_i Y","Not Rated","Drama","Dramatization",118,2011,"Live Action",0,0,60.248011,0.151305,60.096706,0.1597
"1957","127 Hours","R","Drama","Dramatization",93,2010,"Live Action",0,18,60.217171,18.33523,41.881941,19.408398
"1958","Les Rivires Pourpres","R","Drama","Contemporary Fiction",NA,2001,"Live Action",0,0,60.132548,0.632548,59.5,0.935414
"1959","Field of Dreams",NA,"Drama","Fantasy",NA,1989,"Live Action",0,0,60.045168,60.045168,0,125.95941
"1960","Spartacus",NA,"Action","Dramatization",NA,1960,"Live Action",0,12,60,30,30,363.913045
"1961","It's a Mad Mad Mad Mad World",NA,"Comedy","Contemporary Fiction",NA,1963,"Live Action",0,9.4,60,46.3,13.7,455.918822
"1962","Superman III",NA,"Adventure","Super Hero",NA,1983,"Live Action",1,39,59.950623,59.950623,0,159.297371
"1963","Jungle 2 Jungle","PG","Comedy","Contemporary Fiction",NA,1997,"Live Action",0,0,59.925026,59.925026,0,109.275046
"1964","A Haunted House","R","Comedy","Multiple Creative Types",86,2012,"Live Action",0,2.5,59.922558,40.041683,19.880875,41.223723
"1965","Son of the Mask","PG","Comedy","Kids Fiction",NA,2005,"Live Action",1,100,59.918422,17.018422,42.9,22.21203
"1966","Morning Glory","PG-13","Comedy","Contemporary Fiction",110,2010,"Live Action",0,40,59.79507,31.011732,28.783338,32.897021
"1967","Friday the 13th",NA,"Horror","Fantasy",NA,1980,"Live Action",0,0.55,59.754601,39.754601,20,39.754601
"1968","Next Friday","R","Comedy","Contemporary Fiction",NA,2000,"Live Action",1,9.5,59.675307,57.176582,2.498725,88.788123
"1969","Down and Out in Beverly Hills",NA,"Comedy","Contemporary Fiction",103,1986,"Live Action",0,0,59.670792,59.670792,0,134.621163
"1970","21 Grams","R","Drama","Contemporary Fiction",NA,2003,"Live Action",0,20,59.667625,16.248701,43.418924,22.193013
"1971","Dr. No","PG","Action",NA,109,1963,"Live Action",0,1,59.567035,16.067035,43.5,158.213038
"1972","Aliens in the Attic","PG","Adventure","Science Fiction",NA,2009,"Live Action",0,45,59.551283,25.200412,34.350871,28.12366
"1973","Chain Reaction","PG-13","Action","Contemporary Fiction",NA,1996,"Live Action",0,55,59.533842,20.550712,38.98313,38.916164
"1974","Spies Like Us",NA,"Comedy","Contemporary Fiction",NA,1985,"Live Action",0,0,59.526202,59.526202,0,137.708203
"1975","The Last Boy Scout","R","Action","Contemporary Fiction",NA,1991,"Live Action",0,0,59.509925,59.509925,0,99.362806
"1976","Scrooged",NA,"Comedy","Fantasy",NA,1988,"Live Action",0,32,59.450353,59.450353,0,121.348109
"1977","The Flintstones in Viva Rock Vegas","PG","Comedy","Kids Fiction",NA,2000,"Live Action",1,58,59.431365,35.231365,24.2,54.709927
"1978","Good Luck Chuck","R","Romantic Comedy","Contemporary Fiction",NA,2007,"Live Action",0,25,59.183821,35.017297,24.166524,42.600982
"1979","One Day","PG-13","Drama","Contemporary Fiction",107,2011,"Live Action",0,15,59.168692,13.843771,45.324921,14.611894
"1980","Matchstick Men","PG-13","Comedy","Contemporary Fiction",116,2003,"Live Action",0,0,59.1653,36.873198,22.292102,51.182198
"1981","(500) Days of Summer","PG-13","Romantic Comedy","Contemporary Fiction",NA,2009,"Live Action",0,7.5,59.101642,32.391374,26.710268,36.187042
"1982","Chong fan 20 sui","Not Rated","Comedy","Contemporary Fiction",125,2013,"Live Action",0,0,59.01,0,59.01,0
"1983","Jeepers Creepers","R","Horror","Contemporary Fiction",91,2001,"Live Action",0,10,58.939035,37.904175,21.03486,56.051002
"1984","Must Love Dogs","PG-13","Romantic Comedy","Contemporary Fiction",98,2005,"Live Action",0,35,58.894863,43.894863,15,57.316697
"1985","Far and Away","PG-13","Drama","Historical Fiction",140,1992,"Live Action",0,0,58.88384,58.88384,0,99.463849
"1986","Behind Enemy Lines","PG-13","Action","Historical Fiction",NA,2001,"Live Action",0,40,58.855732,58.855732,0,86.736745
"1987","Sliding Doors","PG-13","Drama","Contemporary Fiction",NA,1998,"Live Action",0,6,58.781444,11.883495,46.897949,21.207856
"1988","Honey I Blew Up the Kid","PG","Comedy","Science Fiction",NA,1992,"Live Action",1,0,58.662452,58.662452,0,104.139741
"1989","Jack","PG-13","Drama","Contemporary Fiction",NA,1996,"Live Action",0,45,58.617334,58.617334,0,110.989966
"1990","Zathura","PG","Adventure","Fantasy",NA,2005,"Animation/Live Action",1,65,58.54554,28.04554,30.5,36.621085
"1991","Invincible","PG","Drama","Dramatization",104,2006,"Live Action",0,40,58.501127,57.806952,0.694175,73.869343
"1992","Funny Girl",NA,NA,NA,NA,1968,NA,0,0,58.5,58.5,0,373.774813
"1993","\Doragon bru Z: Fukkatsu no F\\\","Not Rated","Action","Fantasy",93,2015,"Hand Animation",1,0,58.408363,8.008363,50.4,8.008363
"1994","The Ninth Gate","R","Thriller/Suspense","Fantasy",132,2000,"Live Action",0,38,58.394308,18.653746,39.740562,28.966946
"1995","Are We Done Yet?","PG","Comedy","Contemporary Fiction",NA,2007,"Live Action",0,0,58.357493,49.631958,8.725535,60.380736
"1996","Dave","PG-13","Comedy","Contemporary Fiction",NA,1993,"Live Action",0,0,58.340177,58.340177,0,117.948617
"1997","Little Nicky","PG-13","Comedy","Fantasy",91,2000,"Live Action",0,80,58.270391,39.442871,18.82752,61.205859
"1998","Bowling for Columbine","R","Documentary","Factual",NA,2002,"Live Action",0,3,58.240487,21.576018,36.664469,30.747823
"1999","Agent Cody Banks","PG","Comedy","Kids Fiction",102,2003,"Live Action",0,25,58.240458,47.54506,10.695398,65.995383
"2000","Dragonball Evolution","PG","Adventure","Fantasy",NA,2009,"Live Action",0,30,58.22846,9.362785,48.865675,10.448865
"2001","Amistad","R","Drama","Dramatization",152,1997,"Live Action",0,40,58.212953,44.175394,14.037559,79.876216
"2002","That's My Boy","R","Comedy","Contemporary Fiction",115,2011,"Live Action",0,57.5,58.058367,36.931089,21.127278,38.833318
"2003","Inkheart","PG","Adventure","Fantasy",106,2009,"Live Action",0,60,58.051454,17.303424,40.74803,19.31062
"2004","My Girl","PG","Comedy","Historical Fiction",102,1991,"Live Action",0,16.5,58.011485,58.011485,0,97.180638
"2005","The Inbetweeners 2","Not Rated","Comedy","Contemporary Fiction",92,2014,"Live Action",0,0,58,0,58,0
"2006","Yi dai zong shi","PG-13","Action","Dramatization",130,2013,"Live Action",0,38.6,57.987299,6.594959,51.39234,6.789644
"2007","Snitch","PG-13","Thriller/Suspense","Contemporary Fiction",95,2012,"Live Action",0,15,57.907734,42.930462,14.977272,44.197777
"2008","Dolphin Tale 2","PG","Drama","Kids Fiction",107,2014,"Live Action",1,36,57.824533,42.024533,15.8,43.05328
"2009","U.S. Marshals","PG-13","Thriller/Suspense","Contemporary Fiction",138,1998,"Live Action",1,0,57.82317,57.82317,0,103.194015
"2010","Heartbreakers","PG-13","Comedy","Contemporary Fiction",123,2001,"Live Action",0,38,57.753825,40.334024,17.419801,59.645901
"2011","The Perfect Guy","PG-13","Thriller/Suspense","Contemporary Fiction",100,2015,"Live Action",0,0,57.659854,55.82561,1.834244,55.82561
"2012","Year One","PG-13","Comedy","Historical Fiction",97,2009,"Live Action",0,60,57.604723,43.337279,14.267444,48.364404
"2013","The Eye","PG-13","Thriller/Suspense","Fantasy",97,2008,"Live Action",0,12,57.577765,31.418697,26.159068,36.625973
"2014","Derailed","R","Action","Contemporary Fiction",NA,2005,"Live Action",0,22,57.520063,36.020063,21.5,47.024761
"2015","The Cannonball Run",NA,"Action","Contemporary Fiction",NA,1981,"Live Action",0,0,57.49871,57.49871,0,173.116618
"2016","Under the Tuscan Sun","PG-13","Comedy","Contemporary Fiction",NA,2003,"Live Action",0,18,57.490024,43.601508,13.888516,60.510287
"2017","The Specialist","R","Action","Contemporary Fiction",NA,1994,"Live Action",0,45,57.344996,57.344996,0,117.488083
"2018","Sister Act 2 Back in the Habit","PG","Comedy","Contemporary Fiction",NA,1993,"Live Action",1,0,57.319029,57.319029,0,100.421017
"2019","The Godfather: Part II",NA,NA,"Historical Fiction",NA,1974,NA,1,13,57.3,57.3,0,256.471121
"2020","Milk","R","Drama","Dramatization",128,2008,"Live Action",0,20,57.293371,31.841299,25.452072,36.388299
"2021","Willow","PG","Adventure","Fantasy",126,1988,"Live Action",0,0,57.269863,57.269863,0,88.839013
"2022","Smokin' Aces","R","Comedy","Contemporary Fiction",107,2007,"Live Action",0,17,57.26344,35.662731,21.600709,43.386196
"2023","The Blues Brothers","R","Musical","Contemporary Fiction",133,1980,"Live Action",0,27,57.22989,57.22989,0,57.22989
"2024","Prom Night","PG-13","Horror","Contemporary Fiction",NA,2008,"Live Action",0,18,57.193655,43.86935,13.324305,51.140173
"2025","The Mist","R","Horror","Science Fiction",NA,2007,"Live Action",0,13,57.189408,25.593755,31.595653,31.120589
"2026","What's Up, Doc?",NA,"Comedy",NA,NA,1972,"Live Action",0,0,57.14274,57.14274,0,281.343957
"2027","The Descent","R","Thriller/Suspense","Contemporary Fiction",NA,2006,"Live Action",0,7,57.051053,26.024456,31.026597,33.255676
"2028","Evangelion Shin Gekijban: Kyu","Not Rated","Adventure","Contemporary Fiction",96,2012,"Digital Animation",1,0,57.019825,0,57.019825,0
"2029","Crossroads","PG-13","Drama","Contemporary Fiction",NA,2002,"Live Action",0,12,57,37.188667,19.811333,53.574721
"2030","Beethoven","PG","Comedy","Contemporary Fiction",87,1992,"Live Action",0,0,56.979478,56.979478,0,102.026885
"2031","The Man in the Iron Mask","PG-13","Adventure","Historical Fiction",132,1998,"Live Action",0,35,56.876365,56.876365,0,101.504304
"2032","Into the Wild","R","Drama","Contemporary Fiction",149,2007,"Live Action",0,20,56.82296,18.354356,38.468604,22.263522
"2033","A Civil Action","PG-13","Drama","Contemporary Fiction",120,1998,"Live Action",0,60,56.702901,56.702901,0,93.456876
"2034","Guess Who's Coming to Dinner",NA,NA,NA,NA,1967,NA,0,0,56.7,56.7,0,395.4825
"2035","The Final Countdown",NA,NA,NA,NA,1980,NA,0,0,56.6478,16.6478,40,51.80003
"2036","Murder by Numbers","R","Thriller/Suspense","Contemporary Fiction",NA,2002,"Live Action",0,50,56.643267,31.874869,24.768398,45.919561
"2037","You Are My Sunshine",NA,NA,NA,0,2015,NA,NA,0,56.62,0,56.62,0
"2038","Clueless","PG-13","Comedy","Contemporary Fiction",NA,1995,"Live Action",0,13.7,56.598476,56.598476,0,108.899099
"2039","Good Night, and Good Luck","PG","Drama","Dramatization",100,2005,"Live Action",0,7,56.586901,31.501218,25.085683,40.915264
"2040","Remember Me","PG-13","Drama","Contemporary Fiction",113,2010,"Live Action",0,16,56.50612,19.06824,37.43788,20.228281
"2041","Tombstone","R","Western","Dramatization",NA,1993,"Live Action",0,25,56.505065,56.505065,0,96.436947
"2042","The Crazies","R","Horror","Contemporary Fiction",NA,2010,"Live Action",0,19,56.445534,39.123589,17.321945,41.503725
"2043","The Mothman Prophecies","PG-13","Thriller/Suspense","Science Fiction",NA,2002,"Live Action",0,42,56.438555,35.228696,21.209859,50.751152
"2044","Cradle 2 the Grave","R","Action","Contemporary Fiction",99,2003,"Live Action",0,25,56.434942,34.657731,21.777211,48.107002
"2045","Elektra","PG-13","Action","Super Hero",97,2005,"Live Action",0,65,56.409722,24.409722,32,31.871219
"2046","Drumline","PG-13","Comedy","Contemporary Fiction",118,2002,"Live Action",0,20,56.398162,56.398162,0,80.445803
"2047","15 Minutes","R","Thriller/Suspense","Contemporary Fiction",NA,2001,"Live Action",0,42,56.331864,24.375436,31.956428,36.046359
"2048","Dragnet","PG-13","Comedy","Contemporary Fiction",106,1987,"Live Action",0,0,56.287154,56.287154,0,120.491942
"2049","Dallas Buyers Club","R","Drama","Dramatization",117,2013,"Live Action",0,5,56.238045,27.298285,28.93976,28.048699
"2050","Boyz n the Hood","R","Drama","Contemporary Fiction",NA,1991,"Live Action",0,6.5,56.190094,56.190094,0,101.350171
"2051","Quartet","PG-13","Comedy","Contemporary Fiction",99,2011,"Live Action",0,11,56.178935,18.388357,37.790578,18.931182
"2052","Frida","R","Drama","Dramatization",NA,2002,"Live Action",0,12,56.131239,25.885,30.246239,36.9972
"2053","The Big Chill",NA,"Comedy","Contemporary Fiction",NA,1983,"Live Action",0,0,56.077501,56.077501,0,146.956727
"2054","Eastern Promises","R","Thriller/Suspense","Contemporary Fiction",NA,2007,"Live Action",0,50,56.077088,17.181265,38.895823,20.902208
"2055","Silent Hill: Revelation 3D","R","Horror","Fantasy",94,2012,"Live Action",1,20,55.975672,17.530219,38.445453,18.433151
"2056","Spice World","PG","Comedy","Contemporary Fiction",NA,1998,"Live Action",0,25,55.947405,29.247405,26.7,52.196324
"2057","Why Did I Get Married?","PG-13","Romantic Comedy","Contemporary Fiction",NA,2007,"Live Action",0,15,55.934178,55.204525,0.729653,67.16016
"2058","Cop Out","R","Comedy","Contemporary Fiction",107,2010,"Live Action",0,37,55.90991,44.875481,11.034429,47.605547
"2059","Woman in Gold","PG-13","Drama","Contemporary Fiction",107,2014,"Live Action",0,11,55.766926,33.307793,22.459133,33.307793
"2060","End of Watch","R","Thriller/Suspense","Contemporary Fiction",109,2012,"Live Action",0,15,55.76396,41.003371,14.760589,43.112891
"2061","The Animal","PG-13","Comedy","Contemporary Fiction",88,2001,"Live Action",0,22,55.762229,55.762229,0,82.461106
"2062","In Search of Noah's Ark",NA,NA,NA,NA,1977,NA,0,0,55.7,55.7,0,209.062328
"2063","Pay it Forward","PG-13","Drama","Contemporary Fiction",NA,2000,"Live Action",0,40,55.696705,33.508922,22.187783,51.994976
"2064","The Aristocats",NA,"Musical","Kids Fiction",NA,1970,"Hand Animation",0,0,55.675257,55.675257,0,300.646391
"2065","The Craft","R","Thriller/Suspense","Fantasy",NA,1996,"Live Action",0,15,55.603049,24.703049,30.9,46.779302
"2066","The Beverly Hillbillies","PG","Comedy","Contemporary Fiction",NA,1993,"Live Action",0,0,55.598481,42.222647,13.375834,85.520274
"2067","Kicking and Screaming","PG","Comedy","Contemporary Fiction",95,2005,"Live Action",0,45,55.580895,52.580895,3,68.658675
"2068","Wild Things","R","Thriller/Suspense","Contemporary Fiction",NA,1998,"Live Action",0,20,55.535344,29.753944,25.7814,53.100326
"2069","Open Water","R","Thriller/Suspense","Contemporary Fiction",NA,2004,"Live Action",0,0.5,55.518641,30.500882,25.017759,41.109883
"2070","Lucky Number Slevin","R","Thriller/Suspense","Contemporary Fiction",110,2006,"Live Action",0,27,55.495466,22.495466,33,28.746112
"2071","Out of Time","PG-13","Thriller/Suspense","Contemporary Fiction",114,2003,"Live Action",0,50,55.489826,41.083108,14.406718,57.025153
"2072","Never Been Kissed","PG-13","Romantic Comedy","Contemporary Fiction",107,1999,"Live Action",0,0,55.474757,55.474757,0,91.39321
"2073","The Lizzie McGuire Movie","PG","Comedy","Contemporary Fiction",NA,2003,"Live Action",0,15,55.47263,42.67263,12.8,59.232155
"2074","Rugrats Go Wild","PG","Adventure","Kids Fiction",NA,2003,"Hand Animation",1,25,55.443032,39.402572,16.04046,54.689203
"2075","Great Expectations","R","Drama","Historical Fiction",NA,1998,"Live Action",0,0,55.406438,26.333044,29.073394,46.995223
"2076","Definitely, Maybe","PG-13","Romantic Comedy","Contemporary Fiction",111,2008,"Live Action",0,7,55.350057,31.97384,23.376217,37.585318
"2077","Police Academy 2: Their First Assignment",NA,"Comedy","Contemporary Fiction",NA,1985,"Live Action",1,0,55.337042,55.337042,0,130.470715
"2078","We Own the Night","R","Drama","Contemporary Fiction",118,2007,"Live Action",0,28,55.307857,28.563179,26.744678,34.749101
"2079","Yi jiu si er","Not Rated","Drama","Historical Fiction",151,2012,"Live Action",0,0,55.287687,0.212475,55.075212,0.223412
"2080","Extremely Loud and Incredibly Close","PG-13","Drama","Historical Fiction",129,2011,"Live Action",0,40,55.247881,31.847881,23.4,33.489525
"2081","Chariots of Fire",NA,"Drama","Dramatization",NA,1981,"Live Action",0,5.5,55.222653,55.222653,0,157.600848
"2082","Waking Ned Devine","PG","Comedy","Contemporary Fiction",NA,1998,"Live Action",0,3,55.188807,24.788807,30.4,41.795829
"2083","The Giver","PG-13","Drama","Science Fiction",97,2014,"Live Action",0,25,55.090374,45.090374,10,46.194172
"2084","She's the Man","PG-13","Romantic Comedy","Contemporary Fiction",105,2006,"Live Action",0,25,55.078079,33.68763,21.390449,43.048165
"2085","The Motorcycle Diaries","R","Drama","Dramatization",NA,2004,"Live Action",0,0,55.0292,16.756372,38.272828,22.541297
"2086","Halloween: H2O","R","Horror","Contemporary Fiction",NA,1998,"Live Action",1,17,55.004135,55.004135,0,98.163034
"2087","Dawn of the Dead",NA,"Horror",NA,NA,1979,"Live Action",0,1.5,55,5.1,49.9,17.006777
"2088","Analyze That","R","Comedy","Contemporary Fiction",NA,2002,"Live Action",1,60,54.994757,32.122249,22.872508,46.052041
"2089","Beaches",NA,"Drama","Historical Fiction",NA,1988,"Live Action",0,0,54.849107,54.849107,0,116.165556
"2090","St. Vincent","PG-13","Comedy","Contemporary Fiction",102,2014,"Live Action",0,13,54.837234,44.137712,10.699522,45.202043
"2091","Predator 2","R","Action","Science Fiction",NA,1990,"Live Action",1,35,54.768418,28.317513,26.450905,49.637984
"2092","The Five-Year Engagement","R","Romantic Comedy","Contemporary Fiction",124,2011,"Live Action",0,30,54.732938,28.700285,26.032653,30.178562
"2093","Ironiya Sudby.  Prodolzhenie",NA,"Comedy","Contemporary Fiction",NA,2007,"Live Action",1,0,54.700664,0,54.700664,NA
"2094","Shi Lian 33 Tian",NA,"Romantic Comedy","Contemporary Fiction",110,2011,"Live Action",0,0,54.64,0,54.64,0
