"","YEAR","MON","SSN","DEV"
"1778",1897,2,29.4,21.8
"1779",1897,3,29.1,15.1
"1780",1897,4,31,25.1
"1781",1897,5,20,14.8
"1782",1897,6,11.3,7.4
"1783",1897,7,27.6,7.3
"1784",1897,8,21.8,10.2
"1785",1897,9,48.1,20.5
"1786",1897,10,14.3,11.8
"1787",1897,11,8.4,7.2
"1788",1897,12,33.3,20.3
"1789",1898,1,30.2,16.2
"1790",1898,2,36.4,23.8
"1791",1898,3,38.3,33.6
"1792",1898,4,14.5,13
"1793",1898,5,25.8,10.2
"1794",1898,6,22.3,11.7
"1795",1898,7,9,10.4
"1796",1898,8,31.4,20
"1797",1898,9,34.8,18.7
"1798",1898,10,34.4,17.6
"1799",1898,11,30.9,22.8
"1800",1898,12,12.6,9.3
"1801",1899,1,19.5,13.1
"1802",1899,2,9.2,9.5
"1803",1899,3,18.1,13.8
"1804",1899,4,14.2,6
"1805",1899,5,7.7,5.8
"1806",1899,6,20.5,12
"1807",1899,7,13.5,10.6
"1808",1899,8,2.9,6
"1809",1899,9,8.4,11.1
"1810",1899,10,13,19.8
"1811",1899,11,7.8,7.6
"1812",1899,12,10.5,9.6
"1813",1900,1,9.4,9
"1814",1900,2,13.6,17.9
"1815",1900,3,8.6,10.3
"1816",1900,4,16,16.7
"1817",1900,5,15.2,15.6
"1818",1900,6,12.1,11.6
"1819",1900,7,8.3,9.3
"1820",1900,8,4.3,7.9
"1821",1900,9,8.3,9.1
"1822",1900,10,12.9,11.2
"1823",1900,11,4.5,5.7
"1824",1900,12,0.3,1.3
"1825",1901,1,0.2,1.3
"1826",1901,2,2.4,4.1
"1827",1901,3,4.5,8
"1828",1901,4,0,0
"1829",1901,5,10.2,13.7
"1830",1901,6,5.8,6.7
"1831",1901,7,0.7,2.1
"1832",1901,8,1,2.7
"1833",1901,9,0.6,2.2
"1834",1901,10,3.7,5.9
"1835",1901,11,3.8,4.3
"1836",1901,12,0,0
"1837",1902,1,5.5,8.1
"1838",1902,2,0,0
"1839",1902,3,12.4,17.6
"1840",1902,4,0,0
"1841",1902,5,2.8,3.9
"1842",1902,6,1.4,3.5
"1843",1902,7,0.9,2.9
"1844",1902,8,2.3,3.7
"1845",1902,9,7.6,10.4
"1846",1902,10,16.3,11.6
"1847",1902,11,10.3,13.3
"1848",1902,12,1.1,3.3
"1849",1903,1,8.3,6.8
"1850",1903,2,17,7.4
"1851",1903,3,13.5,15.1
"1852",1903,4,26.1,18.4
"1853",1903,5,14.6,16.2
"1854",1903,6,16.3,16.8
"1855",1903,7,27.9,15
"1856",1903,8,28.8,23.8
"1857",1903,9,11.1,10.7
"1858",1903,10,38.9,28.5
"1859",1903,11,44.5,34.2
"1860",1903,12,45.6,25
"1861",1904,1,31.6,18.6
"1862",1904,2,24.5,10.5
"1863",1904,3,37.2,18.1
"1864",1904,4,43,16.9
"1865",1904,5,39.5,14.9
"1866",1904,6,41.9,16
"1867",1904,7,50.6,20.1
"1868",1904,8,58.2,30.1
"1869",1904,9,30.1,16.4
"1870",1904,10,54.2,18.1
"1871",1904,11,38,16.4
"1872",1904,12,54.6,34.4
"1873",1905,1,54.8,26.7
"1874",1905,2,85.8,31.9
"1875",1905,3,56.5,31.1
"1876",1905,4,39.3,12.6
"1877",1905,5,48,26.3
"1878",1905,6,49,13
"1879",1905,7,73,48.1
"1880",1905,8,58.8,23.4
"1881",1905,9,55,23.1
"1882",1905,10,78.7,26.2
"1883",1905,11,107.2,34.2
"1884",1905,12,55.5,14.9
"1885",1906,1,45.5,26.1
"1886",1906,2,31.3,15.8
"1887",1906,3,64.5,37.4
"1888",1906,4,55.3,25.5
"1889",1906,5,57.7,23.2
"1890",1906,6,63.2,39.2
"1891",1906,7,103.6,21.2
"1892",1906,8,47.7,25.5
"1893",1906,9,56.1,15.3
"1894",1906,10,17.8,12.7
"1895",1906,11,38.9,23.7
"1896",1906,12,64.7,23.4
"1897",1907,1,76.4,21.7
"1898",1907,2,108.2,25.6
"1899",1907,3,60.7,33.4
"1900",1907,4,52.6,23.7
"1901",1907,5,42.9,23
"1902",1907,6,40.4,26.8
"1903",1907,7,49.7,19.5
"1904",1907,8,54.3,12.7
"1905",1907,9,85,16.9
"1906",1907,10,65.4,28
"1907",1907,11,61.5,29.4
"1908",1907,12,47.3,22.7
"1909",1908,1,39.2,17.7
"1910",1908,2,33.9,12.7
"1911",1908,3,28.7,15.6
"1912",1908,4,57.6,32.6
"1913",1908,5,40.8,23.2
"1914",1908,6,48.1,28.8
"1915",1908,7,39.5,23.9
"1916",1908,8,90.5,29.6
"1917",1908,9,86.9,24.2
"1918",1908,10,32.3,23.9
"1919",1908,11,45.5,24.7
"1920",1908,12,39.5,16.3
"1921",1909,1,56.7,31.3
"1922",1909,2,46.6,27.5
"1923",1909,3,66.3,41
"1924",1909,4,32.3,18.8
"1925",1909,5,36,15.7
"1926",1909,6,22.6,11.5
"1927",1909,7,35.8,30.9
"1928",1909,8,23.1,9.2
"1929",1909,9,38.8,17.1
"1930",1909,10,58.4,29.9
"1931",1909,11,55.8,24.1
"1932",1909,12,54.2,32.2
"1933",1910,1,26.4,15
"1934",1910,2,31.5,25.6
"1935",1910,3,21.4,8.2
"1936",1910,4,8.4,7.8
"1937",1910,5,22.2,13.1
"1938",1910,6,12.3,9.9
"1939",1910,7,14.1,10.5
"1940",1910,8,11.5,10.2
"1941",1910,9,26.2,21.1
"1942",1910,10,38.3,24.7
"1943",1910,11,4.9,7.2
"1944",1910,12,5.8,6.5
"1945",1911,1,3.4,4.4
"1946",1911,2,9,9.4
"1947",1911,3,7.8,8.5
"1948",1911,4,16.5,12.9
"1949",1911,5,9,8.3
"1950",1911,6,2.2,4
"1951",1911,7,3.5,4.9
"1952",1911,8,4,4.9
"1953",1911,9,4,6.3
"1954",1911,10,2.6,4.5
"1955",1911,11,4.2,4.5
"1956",1911,12,2.2,4.1
"1957",1912,1,0.3,1.4
"1958",1912,2,0,0
"1959",1912,3,4.9,6
"1960",1912,4,4.5,7.7
"1961",1912,5,4.4,4.9
"1962",1912,6,4.1,4.8
"1963",1912,7,3,4.9
"1964",1912,8,0.3,1.6
"1965",1912,9,9.5,7.2
"1966",1912,10,4.6,7.6
"1967",1912,11,1.1,3.5
"1968",1912,12,6.4,8.4
"1969",1913,1,2.3,3.6
"1970",1913,2,2.9,4.4
"1971",1913,3,0.5,1.7
"1972",1913,4,0.9,2.9
"1973",1913,5,0,0
"1974",1913,6,0,0
"1975",1913,7,1.7,3.7
"1976",1913,8,0.2,1.3
"1977",1913,9,1.2,3.6
"1978",1913,10,3.1,4.6
"1979",1913,11,0.7,2.2
"1980",1913,12,3.8,6.8
"1981",1914,1,2.8,6.1
"1982",1914,2,2.6,5
"1983",1914,3,3.1,5.1
"1984",1914,4,17.3,10.4
"1985",1914,5,5.2,8.2
"1986",1914,6,11.4,14.6
"1987",1914,7,5.4,5.6
"1988",1914,8,7.7,9.1
"1989",1914,9,12.7,13.2
"1990",1914,10,8.2,8.7
"1991",1914,11,16.4,8.1
"1992",1914,12,22.3,14.1
"1993",1915,1,23,10.4
"1994",1915,2,42.3,27.3
"1995",1915,3,38.8,21.1
"1996",1915,4,41.3,25.8
"1997",1915,5,33,33.4
"1998",1915,6,68.8,57
"1999",1915,7,71.6,32.9
"2000",1915,8,69.6,26.7
"2001",1915,9,49.5,20
"2002",1915,10,53.5,25.7
"2003",1915,11,42.5,14.5
"2004",1915,12,34.5,13.9
"2005",1916,1,45.3,21.3
"2006",1916,2,55.4,25.8
"2007",1916,3,67,23.4
"2008",1916,4,71.8,34
"2009",1916,5,74.5,30.9
"2010",1916,6,67.7,50.2
"2011",1916,7,53.5,39.9
"2012",1916,8,35.2,21.5
"2013",1916,9,45.1,26.8
"2014",1916,10,50.7,37.4
"2015",1916,11,65.6,29.2
"2016",1916,12,53,24.3
"2017",1917,1,74.7,21
"2018",1917,2,71.9,35.3
"2019",1917,3,94.8,19.8
"2020",1917,4,74.7,46.7
"2021",1917,5,114.1,31
"2022",1917,6,114.9,27.1
"2023",1917,7,119.8,33.5
"2024",1917,8,154.5,61
"2025",1917,9,129.4,45.2
"2026",1917,10,72.2,27.2
"2027",1917,11,96.4,22.3
"2028",1917,12,129.3,46.3
"2029",1918,1,96,21.6
"2030",1918,2,65.3,27.5
"2031",1918,3,72.2,27.1
"2032",1918,4,80.5,21.4
"2033",1918,5,76.7,33.7
"2034",1918,6,59.4,49
"2035",1918,7,107.6,28.1
"2036",1918,8,101.7,25.8
"2037",1918,9,79.9,25.1
"2038",1918,10,85,25.7
"2039",1918,11,83.4,58
"2040",1918,12,59.2,29.6
"2041",1919,1,48.1,27.9
"2042",1919,2,79.5,40.2
"2043",1919,3,66.5,25.2
"2044",1919,4,51.8,24
"2045",1919,5,88.1,34.1
"2046",1919,6,111.2,25.5
"2047",1919,7,64.7,22.7
"2048",1919,8,69,29
"2049",1919,9,54.7,14.2
"2050",1919,10,52.8,30.6
"2051",1919,11,42,26.7
"2052",1919,12,34.9,16.9
"2053",1920,1,51.1,31.3
"2054",1920,2,53.9,27.4
"2055",1920,3,70.2,46.7
"2056",1920,4,14.8,7.8
"2057",1920,5,33.3,16.8
"2058",1920,6,38.7,12.2
"2059",1920,7,27.5,10.5
"2060",1920,8,19.2,12.2
"2061",1920,9,36.3,23.5
"2062",1920,10,49.6,14.1
"2063",1920,11,27.2,15.9
"2064",1920,12,29.9,17.5
"2065",1921,1,31.5,18.2
"2066",1921,2,28.3,9.2
"2067",1921,3,26.7,16.2
"2068",1921,4,32.4,13.2
"2069",1921,5,22.2,20.6
"2070",1921,6,33.7,23.6
"2071",1921,7,41.9,29.5
"2072",1921,8,22.8,18.4
"2073",1921,9,17.8,10.8
"2074",1921,10,18.2,19
"2075",1921,11,17.8,17.6
"2076",1921,12,20.3,20.6
"2077",1922,1,11.8,9.8
"2078",1922,2,26.4,23.2
"2079",1922,3,54.7,42.3
"2080",1922,4,11,11.7
"2081",1922,5,8,10.1
"2082",1922,6,5.8,6.7
"2083",1922,7,10.9,11.2
"2084",1922,8,6.5,8.3
"2085",1922,9,4.7,4.2
"2086",1922,10,6.2,6.5
"2087",1922,11,7.4,5.4
"2088",1922,12,17.5,16.4
"2089",1923,1,4.5,8.2
"2090",1923,2,1.5,3.3
"2091",1923,3,3.3,5.2
"2092",1923,4,6.1,5.8
"2093",1923,5,3.2,4.2
"2094",1923,6,9.1,11.6
"2095",1923,7,3.5,5.5
"2096",1923,8,0.5,1.9
"2097",1923,9,13.2,7.8
"2098",1923,10,11.6,8.1
"2099",1923,11,10,9.2
"2100",1923,12,2.8,5.3
"2101",1924,1,0.5,1.9
"2102",1924,2,5.1,9.8
"2103",1924,3,1.8,4
"2104",1924,4,11.3,16.1
"2105",1924,5,20.8,14.6
"2106",1924,6,24,14
"2107",1924,7,28.1,15.5
"2108",1924,8,19.3,11.7
"2109",1924,9,25.1,12.2
"2110",1924,10,25.6,10.1
"2111",1924,11,22.5,20.9
"2112",1924,12,16.5,13.9
"2113",1925,1,5.5,7.1
"2114",1925,2,23.2,17.5
"2115",1925,3,18,12.4
"2116",1925,4,31.7,17.7
"2117",1925,5,42.8,18.1
"2118",1925,6,47.5,41.1
"2119",1925,7,38.5,13.1
"2120",1925,8,37.9,24.9
"2121",1925,9,60.2,18.8
"2122",1925,10,69.2,31.3
"2123",1925,11,58.6,34
"2124",1925,12,98.6,26
"2125",1926,1,71.8,23.7
"2126",1926,2,69.9,40.7
"2127",1926,3,62.5,29.3
"2128",1926,4,38.5,19.1
"2129",1926,5,64.3,21.8
"2130",1926,6,73.5,21
"2131",1926,7,52.3,39.7
"2132",1926,8,61.6,15.2
"2133",1926,9,60.8,29.2
"2134",1926,10,71.5,37.1
"2135",1926,11,60.5,29.1
"2136",1926,12,79.4,21.7
"2137",1927,1,81.6,26.5
"2138",1927,2,93,39.4
"2139",1927,3,69.6,36.6
"2140",1927,4,93.5,34
"2141",1927,5,79.1,24.6
"2142",1927,6,59.1,25.7
"2143",1927,7,54.9,26.9
"2144",1927,8,53.8,18.4
"2145",1927,9,68.4,29.9
"2146",1927,10,63.1,24.5
"2147",1927,11,67.2,24.4
"2148",1927,12,45.2,25.6
"2149",1928,1,83.5,21.9
"2150",1928,2,73.5,37.3
"2151",1928,3,85.5,24.1
"2152",1928,4,80.6,37.2
"2153",1928,5,77,52.2
"2154",1928,6,91.4,42.8
"2155",1928,7,98,29.8
"2156",1928,8,83.8,19.6
"2157",1928,9,89.7,32
"2158",1928,10,61.4,19.5
"2159",1928,11,50.3,23.6
"2160",1928,12,59,32.1
"2161",1929,1,68.9,23
"2162",1929,2,62.8,22.8
"2163",1929,3,50.2,27.2
"2164",1929,4,52.8,11.9
"2165",1929,5,58.2,19.6
"2166",1929,6,71.9,20.5
"2167",1929,7,70.2,15.5
"2168",1929,8,65.8,30.2
"2169",1929,9,34.4,15.1
"2170",1929,10,54,22.2
"2171",1929,11,81.1,25.7
"2172",1929,12,108,31.8
"2173",1930,1,65.3,24.4
"2174",1930,2,49.9,37.3
"2175",1930,3,35,13.3
"2176",1930,4,38.2,15.3
"2177",1930,5,36.8,12.2
"2178",1930,6,28.8,17.3
"2179",1930,7,21.9,8.4
"2180",1930,8,24.9,13.3
"2181",1930,9,32.1,20.4
"2182",1930,10,34.4,15.4
"2183",1930,11,35.6,24.3
"2184",1930,12,25.8,15.1
"2185",1931,1,14.6,10.6
"2186",1931,2,43.1,26.8
"2187",1931,3,30,12.7
"2188",1931,4,31.2,9.2
"2189",1931,5,24.6,9.3
"2190",1931,6,15.3,15.6
"2191",1931,7,17.4,12.2
"2192",1931,8,13,12.6
"2193",1931,9,19,7.3
"2194",1931,10,10,6.2
"2195",1931,11,18.7,14.9
"2196",1931,12,17.8,11
"2197",1932,1,12.1,10.9
"2198",1932,2,10.6,11.5
"2199",1932,3,11.2,11.5
"2200",1932,4,11.2,12.1
"2201",1932,5,17.9,13.5
"2202",1932,6,22.2,10.6
"2203",1932,7,9.6,9.6
"2204",1932,8,6.8,7.5
"2205",1932,9,4,5
"2206",1932,10,8.9,7
"2207",1932,11,8.2,8.9
"2208",1932,12,11,6.8
"2209",1933,1,12.3,12.4
"2210",1933,2,22.2,25.5
"2211",1933,3,10.1,8.7
"2212",1933,4,2.9,5.4
"2213",1933,5,3.2,5.1
"2214",1933,6,5.2,5.8
"2215",1933,7,2.8,5.8
"2216",1933,8,0.2,1.3
"2217",1933,9,5.1,5.7
"2218",1933,10,3,6
"2219",1933,11,0.6,2.3
"2220",1933,12,0.3,1.4
"2221",1934,1,3.4,5.3
"2222",1934,2,7.8,5.7
"2223",1934,3,4.3,6.1
"2224",1934,4,11.3,10.4
"2225",1934,5,19.7,12.6
"2226",1934,6,6.7,9.6
"2227",1934,7,9.3,9.2
"2228",1934,8,8.3,8.9
"2229",1934,9,4,5.7
"2230",1934,10,5.7,4.8
"2231",1934,11,8.7,9.2
"2232",1934,12,15.4,14.3
"2233",1935,1,18.6,8.2
"2234",1935,2,20.5,8.9
"2235",1935,3,23.1,19.8
"2236",1935,4,12.2,10.8
"2237",1935,5,27.3,21.4
"2238",1935,6,45.7,12.6
"2239",1935,7,33.9,16.6
"2240",1935,8,30.1,10.8
"2241",1935,9,42.1,17.4
"2242",1935,10,53.2,23.2
"2243",1935,11,64.2,23.6
"2244",1935,12,61.5,14.9
"2245",1936,1,62.8,22.1
"2246",1936,2,74.3,19.7
"2247",1936,3,77.1,18.1
"2248",1936,4,74.9,19.6
"2249",1936,5,54.6,15.3
"2250",1936,6,70,24.2
"2251",1936,7,52.3,16.4
"2252",1936,8,87,18.4
"2253",1936,9,76,21.9
"2254",1936,10,89,26.7
"2255",1936,11,115.4,48.2
"2256",1936,12,123.4,46
"2257",1937,1,132.5,47.4
"2258",1937,2,128.5,44.5
"2259",1937,3,83.9,40.7
"2260",1937,4,109.3,40.7
"2261",1937,5,116.7,50.5
"2262",1937,6,130.3,44.6
"2263",1937,7,145.1,42.3
"2264",1937,8,137.7,36.6
"2265",1937,9,100.7,18.3
"2266",1937,10,124.9,43.9
"2267",1937,11,74.4,20.2
"2268",1937,12,88.8,36.3
"2269",1938,1,98.4,21.7
"2270",1938,2,119.2,41
"2271",1938,3,86.5,36.4
"2272",1938,4,101,18.5
"2273",1938,5,127.4,24.5
"2274",1938,6,97.5,19.7
"2275",1938,7,165.3,30.2
"2276",1938,8,115.7,26.9
"2277",1938,9,89.6,34.5
"2278",1938,10,99.1,38
"2279",1938,11,122.2,32.6
"2280",1938,12,92.7,27.1
"2281",1939,1,80.3,21.3
"2282",1939,2,77.4,17.3
"2283",1939,3,64.6,25.1
"2284",1939,4,109.1,29.5
"2285",1939,5,118.3,27.3
"2286",1939,6,101,22.4
"2287",1939,7,97.6,31.1
"2288",1939,8,105.8,32.7
"2289",1939,9,112.6,27
"2290",1939,10,88.1,20.1
"2291",1939,11,68.1,19
"2292",1939,12,42.1,12
"2293",1940,1,50.5,13.2
"2294",1940,2,59.4,13.8
"2295",1940,3,83.3,23.8
"2296",1940,4,60.7,14.7
"2297",1940,5,54.4,23.3
"2298",1940,6,83.9,27.6
"2299",1940,7,67.5,24.7
"2300",1940,8,105.5,24.5
"2301",1940,9,66.5,30.5
"2302",1940,10,55,14.1
"2303",1940,11,58.4,21.2
"2304",1940,12,68.3,41.9
"2305",1941,1,45.6,20.5
"2306",1941,2,44.5,19.8
"2307",1941,3,46.4,12.8
"2308",1941,4,32.8,12.1
"2309",1941,5,29.5,11.3
"2310",1941,6,59.8,25.2
"2311",1941,7,66.9,35.4
"2312",1941,8,60,27.8
"2313",1941,9,65.9,31.4
"2314",1941,10,46.3,10.3
"2315",1941,11,38.4,25.8
"2316",1941,12,33.7,19.5
"2317",1942,1,35.6,21.1
"2318",1942,2,52.8,19.2
"2319",1942,3,54.2,38.4
"2320",1942,4,60.7,25.5
"2321",1942,5,25,15
"2322",1942,6,11.4,8.3
"2323",1942,7,17.7,13.5
"2324",1942,8,20.2,12.8
"2325",1942,9,17.2,7.7
"2326",1942,10,19.2,12.8
"2327",1942,11,30.7,17.5
"2328",1942,12,22.5,13.8
"2329",1943,1,12.5,7.8
"2330",1943,2,28.9,19.9
"2331",1943,3,27.4,12.6
"2332",1943,4,26.1,9.9
"2333",1943,5,14.1,9.3
"2334",1943,6,7.6,6.2
"2335",1943,7,13.2,10.5
"2336",1943,8,19.4,13
"2337",1943,9,10,10.6
"2338",1943,10,7.8,6
"2339",1943,11,10.2,8.5
"2340",1943,12,18.8,12.7
"2341",1944,1,3.7,5.6
"2342",1944,2,0.5,1.8
"2343",1944,3,11,12.1
"2344",1944,4,0.3,1.5
"2345",1944,5,2.5,6.1
"2346",1944,6,5,4
"2347",1944,7,5,4.7
"2348",1944,8,16.7,9.8
"2349",1944,9,14.3,8.5
"2350",1944,10,16.9,11
"2351",1944,11,10.8,6.9
"2352",1944,12,28.4,17.4
"2353",1945,1,18.5,9.3
"2354",1945,2,12.7,7
"2355",1945,3,21.5,15.3
"2356",1945,4,32,20.3
"2357",1945,5,30.6,14.5
"2358",1945,6,36.2,19.6
"2359",1945,7,42.6,32.6
"2360",1945,8,25.9,19.8
"2361",1945,9,34.9,20.6
"2362",1945,10,68.8,17.7
"2363",1945,11,46,11.1
"2364",1945,12,27.4,10.2
"2365",1946,1,47.6,26.2
"2366",1946,2,86.2,22
"2367",1946,3,76.6,19.1
"2368",1946,4,75.7,21.4
"2369",1946,5,84.9,39.4
"2370",1946,6,73.5,27.1
"2371",1946,7,116.2,30.5
"2372",1946,8,107.2,19.4
"2373",1946,9,94.4,30.9
"2374",1946,10,102.3,29.7
"2375",1946,11,123.8,30.8
"2376",1946,12,121.7,26.1
"2377",1947,1,115.7,49
"2378",1947,2,133.4,39.4
"2379",1947,3,129.8,50.8
"2380",1947,4,149.8,53.5
"2381",1947,5,201.3,60.9
"2382",1947,6,163.9,50.9
"2383",1947,7,157.9,31.9
"2384",1947,8,188.8,74.3
"2385",1947,9,169.4,50.8
"2386",1947,10,163.6,56.3
"2387",1947,11,128,48.7
"2388",1947,12,116.5,20.1
"2389",1948,1,108.5,17.2
"2390",1948,2,86.1,17.9
"2391",1948,3,94.8,32.8
"2392",1948,4,189.7,27.1
"2393",1948,5,174,69.3
"2394",1948,6,167.8,26.6
"2395",1948,7,142.2,28.3
"2396",1948,8,157.9,35.3
"2397",1948,9,143.3,55.9
"2398",1948,10,136.3,44.9
"2399",1948,11,95.8,21.8
"2400",1948,12,138,46.2
"2401",1949,1,119.1,29.6
"2402",1949,2,182.3,34.7
"2403",1949,3,157.5,31.6
"2404",1949,4,147,22.7
"2405",1949,5,106.2,22.1
"2406",1949,6,121.7,41.3
"2407",1949,7,125.8,44.6
"2408",1949,8,123.8,47.9
"2409",1949,9,145.3,37.3
"2410",1949,10,131.6,47.8
"2411",1949,11,143.5,18.9
"2412",1949,12,117.6,20.6
"2413",1950,1,101.6,28.1
"2414",1950,2,94.8,55.3
"2415",1950,3,109.7,34.6
"2416",1950,4,113.4,26.1
"2417",1950,5,106.2,31.2
"2418",1950,6,83.6,19.1
"2419",1950,7,91,20.6
"2420",1950,8,85.2,18
"2421",1950,9,51.3,19.8
"2422",1950,10,61.4,25.9
"2423",1950,11,54.8,21.6
"2424",1950,12,54.1,34.3
"2425",1951,1,59.9,34.2
"2426",1951,2,59.9,14.3
"2427",1951,3,55.9,23
"2428",1951,4,92.9,39
"2429",1951,5,108.5,65.1
"2430",1951,6,100.6,49.1
"2431",1951,7,61.5,27.4
"2432",1951,8,61,33.2
"2433",1951,9,83.1,27.7
"2434",1951,10,51.6,22.2
"2435",1951,11,52.4,10.4
"2436",1951,12,45.8,22.7
"2437",1952,1,40.7,17.9
"2438",1952,2,22.7,16.8
"2439",1952,3,22,22.2
"2440",1952,4,29.1,13.7
"2441",1952,5,23.4,13
"2442",1952,6,36.4,22.3
"2443",1952,7,39.3,25.4
"2444",1952,8,54.9,19.1
"2445",1952,9,28.2,20.3
"2446",1952,10,23.8,11.1
"2447",1952,11,22.1,12.7
"2448",1952,12,34.3,20.8
"2449",1953,1,26.5,21.7
"2450",1953,2,3.9,5.3
"2451",1953,3,10,12.8
"2452",1953,4,27.8,23
"2453",1953,5,12.5,11.9
"2454",1953,6,21.8,10.5
"2455",1953,7,8.6,10
"2456",1953,8,23.5,25.5
"2457",1953,9,19.3,12
"2458",1953,10,8.2,7.1
"2459",1953,11,1.6,3.8
"2460",1953,12,2.5,4.1
"2461",1954,1,0.2,1.3
"2462",1954,2,0.5,1.8
"2463",1954,3,10.9,13.7
"2464",1954,4,1.8,3.8
"2465",1954,5,0.8,2.4
"2466",1954,6,0.2,1.3
"2467",1954,7,4.8,4.8
"2468",1954,8,8.4,6.9
"2469",1954,9,1.5,3
"2470",1954,10,7,7
"2471",1954,11,9.2,13.8
"2472",1954,12,7.6,8.8
"2473",1955,1,23.1,11.7
"2474",1955,2,20.8,10.9
"2475",1955,3,4.9,6.8
"2476",1955,4,11.3,11.7
"2477",1955,5,28.9,17.6
"2478",1955,6,31.7,21.3
"2479",1955,7,26.7,16.1
"2480",1955,8,40.7,26.1
"2481",1955,9,42.7,26.1
"2482",1955,10,58.5,37.2
"2483",1955,11,89.2,30.7
"2484",1955,12,76.9,13.8
"2485",1956,1,73.6,31
"2486",1956,2,124,78.5
"2487",1956,3,118.4,16.2
"2488",1956,4,110.7,43.4
"2489",1956,5,136.6,26.3
"2490",1956,6,116.6,26.3
"2491",1956,7,129.1,38.4
"2492",1956,8,169.6,33.1
"2493",1956,9,173.2,42.9
"2494",1956,10,155.3,24
"2495",1956,11,201.3,51.4
"2496",1956,12,192.1,24.1
"2497",1957,1,165,41.8
"2498",1957,2,130.3,13.6
"2499",1957,3,157.4,26.4
"2500",1957,4,175.2,41.4
"2501",1957,5,164.6,33.5
"2502",1957,6,200.7,41.7
"2503",1957,7,187.2,48.1
"2504",1957,8,158,43.6
"2505",1957,9,235.8,44.2
"2506",1957,10,253.8,31.3
"2507",1957,11,210.9,27.6
"2508",1957,12,239.4,63
"2509",1958,1,202.5,49.2
"2510",1958,2,164.9,16.7
"2511",1958,3,190.7,58.2
"2512",1958,4,196,50.5
"2513",1958,5,175.3,48.1
"2514",1958,6,171.5,35.5
"2515",1958,7,191.4,37.6
"2516",1958,8,200.2,35.6
"2517",1958,9,201.2,31.6
"2518",1958,10,181.5,42.2
"2519",1958,11,152.3,63.1
"2520",1958,12,187.6,54
"2521",1959,1,217.4,43
"2522",1959,2,143.1,31.8
"2523",1959,3,185.7,35.6
"2524",1959,4,163.3,36.3
"2525",1959,5,172,53.1
"2526",1959,6,168.7,13.8
"2527",1959,7,149.6,29.7
"2528",1959,8,199.6,43.6
"2529",1959,9,145.2,44.6
"2530",1959,10,111.4,20.9
"2531",1959,11,124,32
"2532",1959,12,125,25.9
"2533",1960,1,146.3,32.9
"2534",1960,2,106,39.6
"2535",1960,3,102.2,28.2
"2536",1960,4,122,23.6
"2537",1960,5,119.6,19.5
"2538",1960,6,110.2,32
"2539",1960,7,121.7,31.2
"2540",1960,8,134.1,76.3
"2541",1960,9,127.2,36.4
"2542",1960,10,82.8,31.4
"2543",1960,11,89.6,29.8
"2544",1960,12,85.6,22.7
"2545",1961,1,57.9,29
"2546",1961,2,46.1,14.7
"2547",1961,3,53,22.5
"2548",1961,4,61.4,17.8
"2549",1961,5,51,18.5
"2550",1961,6,77.4,32
"2551",1961,7,70.2,21.3
"2552",1961,8,55.8,30.5
"2553",1961,9,63.6,20.1
"2554",1961,10,37.7,18.6
"2555",1961,11,32.6,21.7
"2556",1961,12,39.9,29.7
"2557",1962,1,38.7,29.5
"2558",1962,2,50.3,35
"2559",1962,3,45.6,26.4
"2560",1962,4,46.4,24
"2561",1962,5,43.7,13.4
"2562",1962,6,42,11.8
"2563",1962,7,21.8,11.7
"2564",1962,8,21.8,16.7
"2565",1962,9,51.3,16.9
"2566",1962,10,39.5,15.5
"2567",1962,11,26.9,20.3
"2568",1962,12,23.2,14.8
"2569",1963,1,19.8,11.4
"2570",1963,2,24.4,13.5
"2571",1963,3,17.1,8.8
"2572",1963,4,29.3,21.8
"2573",1963,5,43,19.2
"2574",1963,6,35.9,23.4
"2575",1963,7,19.6,13
"2576",1963,8,33.2,18.8
"2577",1963,9,38.8,27.8
"2578",1963,10,35.3,17
"2579",1963,11,23.4,13
"2580",1963,12,14.9,10.4
"2581",1964,1,15.3,6.3
"2582",1964,2,17.7,16.1
"2583",1964,3,16.5,10.4
"2584",1964,4,8.6,6.2
"2585",1964,5,9.5,5.3
"2586",1964,6,9.1,8.4
"2587",1964,7,3.1,4.4
"2588",1964,8,9.3,10.2
"2589",1964,9,4.7,6.6
"2590",1964,10,6.1,6.6
"2591",1964,11,7.4,6.6
"2592",1964,12,15.1,10.5
"2593",1965,1,17.5,8.9
"2594",1965,2,14.3,7.8
"2595",1965,3,11.7,7
"2596",1965,4,6.8,7.3
"2597",1965,5,24.1,25.4
"2598",1965,6,15.9,11.2
"2599",1965,7,11.9,11.4
"2600",1965,8,8.9,7.6
"2601",1965,9,16.8,10.3
"2602",1965,10,20.1,19.1
"2603",1965,11,15.8,14.5
"2604",1965,12,17,16
"2605",1966,1,28.2,20.7
"2606",1966,2,24.4,13.6
"2607",1966,3,25.3,17.9
"2608",1966,4,48.7,15.2
"2609",1966,5,45.3,20.9
"2610",1966,6,47.7,16.6
"2611",1966,7,56.7,10.7
"2612",1966,8,51.2,26.6
"2613",1966,9,50.2,19.9
"2614",1966,10,57.2,17.8
"2615",1966,11,57.2,16.1
"2616",1966,12,70.4,30.3
"2617",1967,1,110.9,28.3
"2618",1967,2,93.6,30.5
"2619",1967,3,111.8,40.3
"2620",1967,4,69.5,17.9
