"","R.A.","Dec.","Mag","Vel","SigVel"
"1224",198.09625,-34.24833,16.1,7804,16
"1225",198.10125,-37.34778,15.96,10414,81
"1226",198.11042,-34.02639,15.55,13063,141
"1227",198.13917,-30.79194,17.75,35947,66
"1228",198.14917,-29.46694,16.3,31876,38
"1229",198.16708,-28.63861,18.25,18321,138
"1230",198.17125,-33.37139,15.75,23141,79
"1231",198.17625,-29.73722,16.2,32294,16
"1232",198.18208,-34.325,16.8,37178,90
"1233",198.1825,-36.24861,15.04,14386,63
"1234",198.19667,-28.42306,18.23,23431,10
"1235",198.20583,-33.68306,15.89,10000,48
"1236",198.20833,-31.35861,17.49,20899,76
"1237",198.21667,-33.01972,16.1,14830,89
"1238",198.2325,-30.43139,15.1,9656,53
"1239",198.23292,-32.68833,13.29,2382,8
"1240",198.23417,-33.95083,16.7,21052,53
"1241",198.24667,-30.51611,18.21,32540,62
"1242",198.25667,-34.78,15.6,15159,154
"1243",198.26125,-30.43167,18.69,9776,41
"1244",198.2825,-29.33444,15.7,22650,90
"1245",198.28292,-31.57722,18.75,32331,38
"1246",198.29167,-30.69639,17.83,23302,53
"1247",198.29792,-29.72639,16.9,22392,88
"1248",198.30167,-36.72278,13.68,3251,40
"1249",198.315,-31.01833,18.52,28809,130
"1250",198.32208,-28.50639,18.66,38398,82
"1251",198.32708,-28.48583,15.74,4306,23
"1252",198.32917,-32.94556,15.75,29991,72
"1253",198.345,-36.68778,14.94,3280,36
"1254",198.37333,-32.99444,16.1,15724,47
"1255",198.37792,-30.62167,18.53,35966,57
"1256",198.39167,-29.99389,16.7,12216,93
"1257",198.39667,-33.37194,15.99,29645,117
"1258",198.39667,-31.80583,17.68,14211,10
"1259",198.39667,-31.80583,17.68,14211,10
"1260",198.405,-31.34528,15.24,14813,64
"1261",198.41583,-32.84361,15.15,15443,22
"1262",198.42958,-35.43361,14.99,7527,96
"1263",198.43875,-31.70556,16.7,14683,45
"1264",198.4425,-31.915,16.2,15471,58
"1265",198.45708,-31.955,18.12,15585,36
"1266",198.46333,-36.54417,14.52,14367,76
"1267",198.475,-34.80889,15.55,7948,108
"1268",198.47792,-30.645,14.76,4634,75
"1269",198.48542,-32.10333,18.02,34670,73
"1270",198.4875,-31.54278,17.8,15699,38
"1271",198.48833,-29.53806,16.9,39657,39
"1272",198.48958,-33.91806,14.21,15299,49
"1273",198.5,-29.71611,0,53621,47
"1274",198.5025,-30.13556,16,7040,39
"1275",198.51792,-33.88889,15,14867,7
"1276",198.52292,-29.02111,15.8,3652,52
"1277",198.52417,-29.255,16.1,23049,47
"1278",198.52583,-29.42472,15.9,22479,41
"1279",198.52792,-33.84778,0,14909,235
"1280",198.52833,-33.88556,0,14832,6
"1281",198.53667,-34.09778,0,17000,150
"1282",198.5375,-33.81111,16.4,15557,7
"1283",198.53958,-31.59389,17.69,31555,42
"1284",198.5425,-34.095,14.63,15355,81
"1285",198.55417,-37.22444,15.21,10229,83
"1286",198.58417,-37.19583,14.26,10688,59
"1287",198.59792,-30.65972,18.78,11998,10
"1288",198.60333,-28.70889,18.21,23693,153
"1289",198.62417,-33.38417,14.46,8889,69
"1290",198.6275,-29.0675,16.3,23465,34
"1291",198.62875,-29.45222,15.5,30196,23
"1292",198.63167,-33.68083,0,17900,150
"1293",198.63833,-33.67306,15.34,17900,100
"1294",198.65375,-36.47167,0,31928,120
"1295",198.65458,-36.46417,0,31927,120
"1296",198.66875,-30.69889,18.76,36147,101
"1297",198.67333,-35.18833,15.5,15054,110
"1298",198.67417,-33.36056,15.58,14649,115
"1299",198.6775,-36.705,16.4,16880,79
"1300",198.68042,-30.83917,17.49,14728,101
"1301",198.68833,-29.34417,16.7,22573,42
"1302",198.68958,-30.53111,16.6,13842,55
"1303",198.69125,-37.17528,15.5,10574,62
"1304",198.69958,-30.40306,18.78,30509,109
"1305",198.71375,-28.88167,18.62,39765,51
"1306",198.72,-32.7575,15.99,30594,115
"1307",198.73042,-31.87694,17.5,31467,71
"1308",198.73625,-32.66389,15.15,14603,70
"1309",198.74375,-32.75583,15.61,31197,68
"1310",198.745,-30.2725,18.19,21479,40
"1311",198.75542,-30.29806,16.3,21360,162
"1312",198.75917,-29.76556,15.55,14638,53
"1313",198.75917,-35.93278,15.8,10534,43
"1314",198.75917,-34.59556,16.2,14590,42
"1315",198.76167,-36.88,16.1,14723,40
"1316",198.77167,-32.25,15.1,14433,72
"1317",198.7775,-32.88556,15.73,14315,76
"1318",198.77833,-37.14278,14.23,10918,15
"1319",198.78458,-30.42389,18.3,38954,34
"1320",198.785,-33.50389,16.1,14015,66
"1321",198.785,-30.95056,18.27,29750,53
"1322",198.785,-30.95056,18.27,29750,53
"1323",198.79542,-34.90694,16.4,8145,108
"1324",198.79875,-33.63889,14.2,14531,79
"1325",198.80917,-32.25389,14.64,2332,8
"1326",198.81958,-31.34833,16.4,2265,76
"1327",198.82625,-30.56417,18.04,38888,41
"1328",198.84042,-34.93417,14.5,7939,4
"1329",198.84292,-34.79417,0,1679,300
"1330",198.86208,-31.27778,17.82,31812,25
"1331",198.86333,-32.71056,14.15,13869,96
"1332",198.86375,-32.72,15.95,14202,81
"1333",198.87125,-37.18889,15.66,10048,85
"1334",198.87625,-29.85111,16.1,9962,36
"1335",198.8775,-28.28444,14.4,4310,96
"1336",198.88083,-29.03278,15.9,23282,32
"1337",198.88708,-30.33889,18.21,25858,50
"1338",198.89125,-31.33694,18.42,31195,159
"1339",198.89667,-32.21611,16.5,14997,52
"1340",198.90125,-31.75722,16.8,15753,54
"1341",198.90292,-29.505,14.82,16187,46
"1342",198.92,-31.48861,18.69,32782,39
"1343",198.92667,-32.70306,15.42,14561,90
"1344",198.92667,-31.42306,18.44,38262,31
"1345",198.93917,-29.54556,16.6,38499,23
"1346",198.96458,-28.74556,18.04,30333,177
"1347",198.97208,-29.85111,16.5,9650,81
"1348",198.97917,-31.71417,17.1,4612,18
"1349",198.985,-28.48528,15.85,14025,82
"1350",198.99458,-37.31556,16.3,11572,108
"1351",199,-30.1775,17.78,16101,10
"1352",199.01292,-36.98222,15.9,31971,88
"1353",199.01542,-37.34722,14.6,10791,10
"1354",199.01875,-31.8525,18.76,38378,39
"1355",199.02292,-37.33306,15.2,11144,98
"1356",199.035,-28.41056,13.72,4365,15
"1357",199.04042,-29.19167,16.5,4310,7
"1358",199.04125,-32.88694,14.71,15284,88
"1359",199.04667,-31.19056,15.08,11997,78
"1360",199.04708,-28.66111,16.3,4371,90
"1361",199.05583,-30.805,18.11,25746,61
"1362",199.06,-31.38722,15.71,40199,89
"1363",199.06583,-29.35278,15,4101,109
"1364",199.07125,-30.72222,18.55,36348,74
"1365",199.07417,-29.445,15.4,3861,26
"1366",199.08,-31.9425,17.2,15599,43
"1367",199.08208,-34.80944,16.4,8015,47
"1368",199.08292,-31.58417,18.07,39184,36
"1369",199.08375,-28.28556,13.99,4437,10
"1370",199.09792,-35.27028,15.81,11473,98
"1371",199.10375,-31.85222,17,15336,64
"1372",199.10625,-32.8625,15.92,14428,86
"1373",199.11583,-32.21583,15.63,10900,52
"1374",199.12792,-37.475,15.45,14637,23
"1375",199.13333,-31.20417,18,14637,63
"1376",199.15667,-30.92389,17.75,30339,72
"1377",199.16375,-32.25306,15.99,14649,127
"1378",199.17083,-30.58222,17.76,15297,42
"1379",199.17792,-33.26278,15.08,14315,98
"1380",199.18917,-27.88556,14.97,1642,2
"1381",199.20458,-35.79333,15.8,32384,102
"1382",199.25167,-33.46917,15.9,10804,115
"1383",199.26542,-31.58917,15.12,14528,33
"1384",199.26833,-30.10444,18.14,30360,67
"1385",199.27125,-32.82139,15.9,14940,62
"1386",199.31208,-30.74056,17.35,21536,25
"1387",199.32333,-31.81528,15.97,14998,126
"1388",199.32708,-37.27306,16,15579,45
"1389",199.33375,-37.21278,15.9,10932,84
"1390",199.33375,-31.39667,17.7,23355,67
"1391",199.33917,-34.3575,16.5,8752,45
"1392",199.345,-30.39944,18.1,29991,50
"1393",199.34917,-33.44917,14.26,15334,48
"1394",199.35167,-28.51083,18.1,15750,72
"1395",199.35917,-33.92667,14.86,15224,73
"1396",199.38125,-31.6075,15.83,15632,176
"1397",199.38167,-33.72306,16.3,15037,11
"1398",199.41458,-33.69222,15.2,3341,62
"1399",199.4175,-37.28139,14.5,1873,6
"1400",199.42542,-34.35361,15.5,8489,10
"1401",199.42792,-32.10167,12.16,2310,2
"1402",199.43125,-32.9675,16.9,10720,85
"1403",199.43167,-32.96778,0,15187,52
"1404",199.4525,-33.22556,15.93,25689,64
"1405",199.47875,-30.08778,15.5,9921,71
"1406",199.49667,-37.43111,14.68,7330,66
"1407",199.49792,-31.37417,15.9,11881,40
"1408",199.50333,-28.60472,17.69,37396,39
"1409",199.50708,-36.95028,13.53,3175,40
"1410",199.51875,-30.155,15.34,9769,73
"1411",199.52708,-35.80833,14.98,3265,94
"1412",199.53625,-32.02944,14.64,4358,114
"1413",199.53625,-32.02944,14.64,4358,114
"1414",199.53625,-32.01833,14.64,4358,114
"1415",199.53625,-32.01833,16,4386,15
"1416",199.53625,-32.01833,16,4386,15
"1417",199.53667,-36.98361,15.3,14921,28
"1418",199.54042,-29.52944,16.7,26097,125
"1419",199.54375,-34.54861,16.5,7388,75
"1420",199.56875,-31.77222,16.9,14162,52
"1421",199.58208,-32.95472,16.6,10396,44
"1422",199.58292,-37.31139,15.06,15014,63
"1423",199.59375,-31.98333,16.7,14195,47
"1424",199.59833,-35.45861,12.2,3308,32
"1425",199.60667,-34.18917,16,8432,36
"1426",199.60708,-35.3525,13.25,3161,46
"1427",199.61125,-33.30083,14.33,4342,51
"1428",199.62167,-32.22944,14.22,4579,25
"1429",199.62375,-31.63083,13.6,3653,10
"1430",199.63167,-33.77028,16.7,31882,15
"1431",199.6325,-32.08806,16.4,14973,39
"1432",199.63958,-32.57694,16.5,14721,73
"1433",199.645,-33.25583,15.7,15052,34
"1434",199.64958,-32.53333,15.7,7557,84
"1435",199.65167,-28.46194,18.04,37569,90
"1436",199.6525,-33.89583,16.6,36459,17
"1437",199.66333,-32.40556,0,40045,30
"1438",199.6925,-31.78028,18,15330,46
"1439",199.70583,-31.86111,17.2,15654,35
"1440",199.71417,-34.60972,15.31,8264,63
"1441",199.7225,-33.97611,15.9,27257,13
"1442",199.72875,-33.42528,15.55,13407,47
"1443",199.72958,-34.61306,16.08,7809,58
"1444",199.73042,-31.8175,14.2,15641,103
"1445",199.74167,-29.00417,16.31,14211,80
"1446",199.74333,-29.01083,15.2,13949,50
"1447",199.75125,-31.83917,18.3,15874,37
"1448",199.75208,-27.62861,13.44,2323,10
"1449",199.75458,-31.86,18.1,15466,53
"1450",199.75875,-32.10722,16.6,17981,47
"1451",199.7625,-32.18694,15.7,4558,52
"1452",199.76542,-33.11167,16.9,14503,32
"1453",199.76583,-31.83278,17.9,16073,69
"1454",199.77333,-32.17917,0,4800,60
"1455",199.775,-37.06778,15.9,15156,97
"1456",199.7825,-31.66972,17.1,13968,100
"1457",199.78292,-37.23472,14.91,14311,86
"1458",199.79625,-37.18139,0,15644,20
"1459",199.81208,-33.54694,16.5,15109,49
"1460",199.8125,-37.17972,16,14446,32
"1461",199.815,-37.21944,0,15203,55
"1462",199.81917,-30.52056,16.1,21489,48
"1463",199.83167,-37.19861,0,15236,26
"1464",199.83208,-33.46889,14.5,14564,12
"1465",199.8325,-33.30861,15.99,15047,69
"1466",199.83375,-34.53833,15.6,8192,91
"1467",199.84708,-33.2775,15.48,1587,100
"1468",199.85708,-32.06167,16.9,16164,32
"1469",199.8575,-32.82583,16.9,13982,29
"1470",199.86375,-33.35444,15.94,14960,70
"1471",199.86417,-33.92556,16.1,8565,67
"1472",199.8675,-33.02694,14.8,8761,37
"1473",199.87042,-35.10222,14.48,1247,28
"1474",199.87208,-33.5175,14.33,14981,98
"1475",199.87458,-33.91556,15.17,8432,37
"1476",199.87625,-30.43722,17.65,27762,37
"1477",199.88167,-37.34556,16.99,15478,73
"1478",199.88208,-33.48806,15.06,14254,54
"1479",199.89292,-30.48611,18.4,29264,98
"1480",199.90167,-33.37889,0,4800,60
"1481",199.90417,-29.12583,0,13790,108
"1482",199.91083,-33.38167,16,8730,20
"1483",199.91167,-28.74,16.7,13890,50
"1484",199.91667,-36.97194,15.76,11687,66
"1485",199.92042,-30.95694,18.24,17968,40
"1486",199.945,-31.44583,18.3,27600,57
"1487",199.94792,-33.36833,15.7,8622,35
"1488",199.94958,-33.22361,16.8,15349,64
"1489",199.95625,-30.35056,18.32,34194,79
"1490",199.96042,-33.40333,0,8388,49
"1491",199.97542,-30.64528,16.6,14104,75
"1492",199.97708,-37.05917,16.4,10913,45
"1493",199.98292,-33.67139,0,41472,22
"1494",199.98792,-34.29639,15.43,23525,110
"1495",200.01042,-33.48583,17,14395,81
"1496",200.02667,-32.32917,16.3,4552,108
"1497",200.03167,-37.19028,14.53,2074,52
"1498",200.05625,-35.10472,15.64,13924,121
"1499",200.05833,-36.06194,0,1455,15
"1500",200.05833,-30.03583,16,1619,108
"1501",200.06,-36.04333,13.99,1452,7
"1502",200.06958,-31.64083,17.6,13662,52
"1503",200.08125,-37.09333,15.16,2359,47
"1504",200.08667,-28.89389,0,15846,56
"1505",200.09208,-28.89,0,15490,18
"1506",200.09667,-33.4475,16.8,14095,32
"1507",200.11458,-34.32889,15.7,15106,145
"1508",200.115,-30.90861,15.37,8886,10
"1509",200.12292,-30.89639,14.33,9304,10
"1510",200.13375,-30.58194,17.19,23387,71
"1511",200.14,-30.53694,18.48,35016,29
"1512",200.14583,-33.36028,16.1,21435,108
"1513",200.15042,-33.88556,15.3,14159,73
"1514",200.15208,-34.1325,15.72,23532,69
"1515",200.1675,-30.76222,17.56,33082,42
"1516",200.17708,-34.9325,15.73,15393,86
"1517",200.17708,-33.0875,16.7,36484,16
"1518",200.18583,-30.34556,18,4456,73
"1519",200.18833,-30.34083,16.71,4591,84
"1520",200.1975,-27.61556,15.73,8209,37
"1521",200.20167,-33.20194,14.7,14187,18
"1522",200.20875,-34.01917,16.4,14493,66
"1523",200.20917,-29.47972,14.09,4268,25
"1524",200.21583,-35.95389,15.5,7814,105
"1525",200.22,-28.21833,15.97,15326,122
"1526",200.22333,-30.20667,17.85,39614,50
"1527",200.22375,-31.72833,0,16068,120
"1528",200.22667,-34.82833,0,7819,36
"1529",200.22667,-34.83861,15.67,7819,36
"1530",200.2275,-31.7425,16.87,16249,0
"1531",200.22792,-27.81028,22.33,1515,0
"1532",200.22958,-31.74083,0,16069,120
"1533",200.23125,-31.73306,16,15829,72
"1534",200.235,-33.80694,16.6,35215,19
"1535",200.23542,-37.27139,15.9,15980,78
"1536",200.25875,-33.49083,14.9,14184,14
"1537",200.26375,-32.65278,0,47108,38
"1538",200.265,-35.86306,15.85,15927,51
"1539",200.26708,-33.05,15.23,15768,64
"1540",200.27542,-35.59972,15.47,15654,85
"1541",200.27917,-35.78444,16.1,14919,65
"1542",200.28083,-33.59472,16.5,14447,41
"1543",200.28417,-31.52917,17.1,570,0
"1544",200.28458,-30.57972,18.48,33156,37
"1545",200.28708,-35.09917,16,15073,98
"1546",200.28792,-30.6575,16,4368,110
"1547",200.295,-34.66,0,43873,98
"1548",200.30333,-29.89111,17.29,14556,35
"1549",200.30667,-35.52222,15.94,7796,10
"1550",200.31875,-35.19278,15.19,20402,58
"1551",200.31958,-33.20028,16.8,21267,45
"1552",200.33958,-35.81306,15.42,15373,163
"1553",200.345,-35.795,15.1,14193,64
"1554",200.35125,-30.39583,18.24,35484,48
"1555",200.35292,-32.77583,14.59,14469,110
"1556",200.36042,-30.70778,16.7,25794,66
"1557",200.36917,-32.78306,0,14450,120
"1558",200.37167,-36.16778,15.02,15345,94
"1559",200.37375,-29.02333,16.5,14037,49
"1560",200.37417,-29.02,16.5,13913,70
"1561",200.38375,-35.79472,0,15156,78
"1562",200.39625,-30.86028,18.46,14492,27
"1563",200.39708,-31.40444,17.7,14500,39
"1564",200.40167,-30.18056,18.25,13854,54
"1565",200.41042,-28.14278,16.6,13948,70
"1566",200.41708,-34.43278,0,41413,52
"1567",200.41833,-34.93778,15.19,15222,196
"1568",200.42417,-33.40611,16.7,14355,45
"1569",200.43,-29.65167,17.71,23289,81
"1570",200.43292,-33.55056,15.5,14329,37
"1571",200.4375,-31.05028,16.4,15071,65
"1572",200.45042,-35.53833,14.53,13903,170
"1573",200.46125,-33.875,15.83,35049,132
"1574",200.46917,-31.765,16.3,14705,56
"1575",200.47167,-30.04,18.43,17154,20
"1576",200.48167,-30.65083,18.31,33141,35
"1577",200.48208,-34.61028,15.6,16055,157
"1578",200.48333,-27.64194,15.7,14407,50
"1579",200.49,-36.63028,10.35,467,7
"1580",200.49083,-35.75472,15.62,16535,91
"1581",200.49208,-31.06972,0,13430,51
"1582",200.4925,-31.07389,17,13431,51
"1583",200.505,-28.37111,14.58,14030,85
"1584",200.50708,-29.94833,17.84,34945,37
"1585",200.50958,-30.10472,17.36,14800,76
"1586",200.51167,-31.62,16.8,15217,42
"1587",200.51625,-29.58667,17,9877,32
"1588",200.52625,-31.73167,0,-75,15
"1589",200.52792,-31.77111,16,14229,26
"1590",200.53333,-37.38583,14.49,3605,77
"1591",200.53458,-30.70972,15.3,4095,10
"1592",200.545,-34.79778,15.54,15664,126
"1593",200.565,-29.55722,15.5,9918,104
"1594",200.56833,-34.62,15.59,15667,127
"1595",200.57042,-34.48667,16.8,15650,32
"1596",200.57458,-30.15444,17.57,2489,10
"1597",200.57583,-36.53278,16.67,11382,95
"1598",200.57875,-31.86611,0,14674,53
"1599",200.57875,-31.80806,18,14037,50
"1600",200.59292,-30.22222,18.1,33261,58
"1601",200.59833,-31.07444,0,4512,38
"1602",200.6025,-32.98083,18.1,39984,34
"1603",200.61542,-34.65389,15.7,8176,74
"1604",200.61667,-33.48417,15.88,3497,96
"1605",200.63708,-31.54611,18.52,14147,180
"1606",200.6375,-31.93417,17.2,14057,20
"1607",200.64,-29.3075,18.17,23032,90
"1608",200.64542,-31.93472,0,14201,63
"1609",200.65792,-30.42028,17.77,25741,32
"1610",200.66,-35.87,15.5,14747,142
"1611",200.66292,-31.80056,18.87,-55,41
"1612",200.66917,-31.64306,17.28,27093,27
"1613",200.67083,-31.67639,16.77,14954,21
"1614",200.67583,-31.84583,0,14609,51
"1615",200.67958,-33.43528,14.26,14379,44
"1616",200.68458,-28.95306,15.1,987,15
"1617",200.68542,-28.745,16.4,31372,26
"1618",200.68667,-29.63611,18.22,38377,83
"1619",200.69417,-31.73417,19,14381,124
"1620",200.69583,-33.44833,0,17450,100
"1621",200.69667,-33.38583,16.4,11974,40
"1622",200.70208,-31.94639,0,14475,36
"1623",200.70542,-33.44028,15.32,14654,74
"1624",200.70667,-30.11444,18.14,4286,13
"1625",200.7075,-32.43583,15.6,13731,97
"1626",200.70958,-32.53611,16.7,14587,75
"1627",200.71083,-27.65583,16.1,13943,54
"1628",200.71958,-29.29417,0,14090,120
"1629",200.72,-31.49972,18.3,27196,35
"1630",200.72333,-29.57889,16.3,25053,108
"1631",200.72458,-32.67056,14.72,8921,47
"1632",200.72708,-31.79389,17.58,13932,24
"1633",200.72833,-35.04861,14.97,7237,96
"1634",200.73167,-31.73833,14.97,14414,21
"1635",200.73667,-32.72833,14.43,8766,40
"1636",200.73667,-31.62278,16.42,14799,21
"1637",200.7375,-29.73944,16.7,648,90
"1638",200.73792,-31.54861,18.01,27195,33
"1639",200.7425,-34.98333,16.1,19317,74
"1640",200.7425,-34.98333,16.1,19317,74
"1641",200.7425,-32.58417,17.6,14635,32
"1642",200.7425,-32.58417,17.6,14635,32
"1643",200.74458,-32.71306,14.78,8503,67
"1644",200.74583,-29.89417,0,10192,120
"1645",200.74958,-31.64639,17.52,14568,24
"1646",200.75042,-37.03917,17.3,14615,18
"1647",200.7525,-29.30917,17.77,14389,110
"1648",200.75458,-34.96611,16.5,8064,108
"1649",200.75667,-35.77417,15,7769,73
"1650",200.75875,-31.67333,0,132,24
"1651",200.76,-34.87972,15.3,7814,72
"1652",200.76292,-34.98528,15,16498,84
"1653",200.76458,-31.72917,18.35,14467,39
"1654",200.76667,-29.12833,16.3,23152,24
"1655",200.7675,-34.91111,16.3,7325,65
"1656",200.76958,-31.52889,18.82,27265,180
"1657",200.77042,-29.91222,15.94,10187,69
"1658",200.77167,-31.63944,0,14426,17
"1659",200.77292,-33.36528,15.3,14702,45
"1660",200.77542,-31.73472,0,15259,32
"1661",200.77625,-32.24472,14.5,3740,27
"1662",200.78042,-31.6175,0,13640,17
"1663",200.78958,-34.87083,15.08,7699,31
"1664",200.79458,-31.83667,18.89,14019,59
"1665",200.79958,-31.44417,0,9023,120
"1666",200.80167,-30.39694,16.2,14660,108
"1667",200.80625,-32.69306,17.8,8688,32
"1668",200.80625,-31.90056,18.48,13976,84
"1669",200.80917,-35.32667,15.76,14710,59
"1670",200.81208,-37.12333,17.4,18592,0
"1671",200.81292,-31.46,15.56,9068,62
"1672",200.82167,-31.77833,16.76,13820,14
"1673",200.82833,-32.34222,14.95,8615,40
"1674",200.8325,-31.405,19.08,16480,7
"1675",200.83375,-36.74083,17.5,38031,47
"1676",200.8375,-29.7075,17.77,25798,61
"1677",200.85042,-31.51444,16.2,11098,65
"1678",200.8575,-36.90222,0,43213,32
"1679",200.87042,-31.71167,17.97,13952,14
"1680",200.87125,-31.84444,16.1,14306,14
"1681",200.87583,-31.69611,0,14036,20
"1682",200.8775,-30.11444,15.54,4265,4
"1683",200.87792,-31.82639,17.6,14993,17
"1684",200.88292,-31.47,17.09,13427,21
"1685",200.88292,-31.85528,17.9,15115,18
"1686",200.88375,-31.8225,17.49,14306,46
"1687",200.89167,-34.42417,14.9,14998,42
"1688",200.89375,-31.78889,18.3,14001,51
"1689",200.895,-34.51278,0,25864,300
"1690",200.89792,-31.86667,18.72,14900,64
"1691",200.90458,-31.84667,0,14318,29
"1692",200.9125,-37.10889,15,5008,80
"1693",200.91958,-30.01444,18.62,9396,16
"1694",200.92042,-31.69917,19.02,16443,74
"1695",200.92083,-29.55667,18.68,22351,15
"1696",200.92875,-30.05667,15.2,3999,41
"1697",200.92958,-34.46,15.45,15426,126
"1698",200.93083,-35.89528,14.8,3792,78
"1699",200.9325,-31.78389,17.67,14325,135
"1700",200.93333,-31.68194,0,14812,26
"1701",200.93542,-31.9025,18.06,13984,44
"1702",200.93542,-31.50889,18.97,12864,122
"1703",200.93625,-27.99167,14.54,13674,69
"1704",200.93833,-31.7075,15.92,15170,63
"1705",200.93875,-27.66028,15,2337,45
"1706",200.95042,-31.83167,18.86,15074,51
"1707",200.95167,-31.84417,17.91,14467,15
"1708",200.95583,-31.71611,18.04,12922,63
"1709",200.95875,-30.55667,16.3,9183,99
"1710",200.95875,-31.58889,18.91,13986,53
"1711",200.95917,-34.99361,16.3,31218,59
"1712",200.965,-29.36139,16.9,22990,47
"1713",200.96708,-31.645,18.78,15066,27
"1714",200.97125,-31.66111,18.09,15256,18
"1715",200.9725,-31.82278,18.4,14278,38
"1716",200.97333,-29.96528,16.1,13831,111
"1717",200.97542,-34.66056,14.49,14472,103
"1718",200.97625,-32.18222,14.91,15249,107
"1719",200.98083,-29.30611,15.63,14096,98
"1720",200.9875,-37.22944,17.4,34496,14
"1721",200.98875,-31.63833,17.74,14875,18
"1722",200.98875,-31.65722,18.29,15013,23
"1723",200.99,-31.64639,15.72,15054,14
"1724",200.99083,-28.70528,16.9,34412,36
"1725",200.99667,-35.15056,16.2,16298,52
"1726",200.99958,-31.4725,16.66,15190,53
"1727",201.00708,-32.34389,13.45,3581,20
"1728",201.01125,-28.56833,15.6,15558,45
"1729",201.01292,-31.82917,18.47,13755,55
"1730",201.01708,-30.3775,0,26754,24
"1731",201.02042,-29.07111,16.6,35037,31
"1732",201.02042,-31.79667,18.74,15125,64
"1733",201.02125,-31.68194,17.53,15407,75
"1734",201.02417,-31.54556,18.16,13238,39
"1735",201.02583,-31.71861,18.02,15206,17
"1736",201.0275,-31.67,14.27,14397,14
"1737",201.0275,-31.68722,18.25,14952,95
"1738",201.02833,-31.74694,17.95,13558,103
"1739",201.03625,-31.73306,17,15510,41
"1740",201.04667,-31.51611,18.63,13387,78
"1741",201.05125,-31.68833,18.1,14060,17
"1742",201.05292,-31.78306,17.92,14333,24
"1743",201.05833,-34.61278,16.3,14889,75
"1744",201.05958,-30.25639,0,4045,33
"1745",201.07042,-31.16917,16.4,10057,139
"1746",201.07125,-30.2475,0,4366,30
"1747",201.07583,-31.70833,17.4,13888,18
"1748",201.07792,-31.84222,18.1,16109,51
"1749",201.07833,-31.64472,14.66,14390,176
"1750",201.08042,-31.70833,16.48,13889,39
"1751",201.09,-28.99167,0,45593,49
"1752",201.09083,-31.71528,18.17,15286,51
"1753",201.09333,-32.895,14.36,14251,135
"1754",201.09458,-36.0875,16,15224,86
"1755",201.095,-31.70667,15.5,14370,23
"1756",201.09583,-31.60861,17.52,14556,50
"1757",201.10417,-34.81861,17,36591,48
"1758",201.10458,-29.70306,17.35,9845,158
"1759",201.10583,-30.25083,14.43,3634,98
"1760",201.10792,-31.68833,16.81,13881,21
"1761",201.11,-29.21167,17,32053,24
"1762",201.11042,-31.86472,17.43,14978,62
"1763",201.11375,-31.81278,17.79,14966,60
"1764",201.12,-30.43139,15,3927,22
"1765",201.12292,-33.97639,15.35,14827,87
"1766",201.125,-34.63083,15.2,14835,54
"1767",201.125,-34.63083,15.2,14835,54
"1768",201.1325,-35.03611,16.9,30651,54
"1769",201.13333,-31.6875,18.54,14117,70
"1770",201.14,-34.7325,15.4,28855,32
"1771",201.14,-36.92056,16.5,19760,81
"1772",201.14375,-34.95472,16.8,30714,95
"1773",201.14667,-33.66611,15.4,8765,92
"1774",201.14917,-37.115,15.9,28671,22
"1775",201.15083,-30.97194,16.67,485,3
"1776",201.15125,-31.79472,19.39,35322,122
"1777",201.155,-31.73917,19.18,13967,162
"1778",201.15708,-32.48,17.3,14404,35
"1779",201.15792,-36.31556,16.3,11853,70
"1780",201.16292,-32.10917,16.62,13650,59
"1781",201.16292,-30.68083,18,14533,100
"1782",201.16417,-30.39972,16.7,4398,17
"1783",201.16792,-31.645,18.67,14296,67
"1784",201.175,-27.51639,16.1,10474,10
"1785",201.17542,-31.53389,19.6,14339,72
"1786",201.17875,-36.29722,15.14,10771,96
"1787",201.17917,-31.54417,18.73,13919,61
"1788",201.18917,-28.66972,15.5,34694,11
"1789",201.19042,-36.85167,0,55833,69
"1790",201.19125,-34.30639,16.1,15064,24
"1791",201.19292,-31.74611,18.24,15437,137
"1792",201.19458,-31.67611,18.23,35135,42
"1793",201.19833,-31.34167,15.98,9626,82
"1794",201.20167,-30.05944,0,27303,33
"1795",201.20208,-34.37583,15.04,8371,106
"1796",201.20208,-30.53639,17.73,27348,39
"1797",201.20667,-30.39361,16,4762,50
"1798",201.21,-30.3075,13.06,3976,15
"1799",201.21042,-31.56056,16,14773,14
"1800",201.21125,-30.33028,17.3,4432,15
"1801",201.21167,-28.87139,16.7,23330,38
"1802",201.22,-30.60806,18.53,27234,34
"1803",201.22083,-30.34167,0,4662,26
"1804",201.22083,-31.6975,18.15,35038,44
"1805",201.22333,-30.33361,14.06,4788,13
"1806",201.22875,-32.42639,15.2,12236,45
"1807",201.23,-28.88778,16.4,23405,61
"1808",201.23167,-29.88278,18.6,32789,90
"1809",201.2325,-30.74778,17.57,27310,35
"1810",201.23292,-31.04056,17.91,15658,101
"1811",201.23625,-28.52417,16.1,12787,62
"1812",201.24042,-27.54306,16,9908,10
"1813",201.24542,-31.7425,18.19,14461,66
"1814",201.25042,-31.76389,17.11,14193,29
"1815",201.25417,-31.53306,17.6,14423,47
"1816",201.25708,-32.19778,16.81,14393,32
"1817",201.26292,-29.28333,16.3,22360,45
