"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","y"
"2066",848,583.07,1.454,1.561,1749.5,1298.5,729,225.625,109.75,55,18.625,2.5,0.022,0.031,0.057,0.138,0.12,0.096,0.171,0.37,3,2.227,1.25,0.387,0.188,0.094,0.032,0.004,6.742,6.268,6.245,4.743,14.577,10.677,238.75,159.75,111.375,78.125,56.375,43.625,32.375,24.375,7.481,8.747,15.285,22.633,37.61,37.716,35.49,49.35,0.985,0.704,18.499,7.133,1280,509.75,90.125,15,5.5,1.625,0,0,469.5,788.75,638.875,210.625,104.25,53.375,18.625,2.5,44.058,475.387,-1
"2067",822.25,553.015,1.487,1.487,1503.625,877.125,367.5,116,50.875,26.5,10.5,1.375,0.063,0.117,0.266,0.626,1.036,1.212,1.303,1.573,2.719,1.586,0.665,0.21,0.092,0.048,0.019,0.002,6.787,6.465,6.376,0.866,0.707,1.118,331.875,204,113.25,70.875,44,35.125,23.125,16.375,20.472,24.978,31.709,38.701,44.155,48.05,47.601,54.635,0.449,0.374,19.928,5.148,1193.375,526.875,144.5,35.625,11.5,2.125,0,0,310.25,350.25,223,80.375,39.375,24.375,10.5,1.375,38.821,367.395,-1
"2068",882.125,585.911,1.506,1.512,1648.875,1035.25,486,142.875,51.25,26.125,10.25,1.5,0.054,0.092,0.177,0.431,1.006,1.177,1.269,1.541,2.814,1.767,0.829,0.244,0.087,0.045,0.017,0.003,6.774,6.449,6.353,0.866,0.707,1.118,311.375,189.625,104.875,67.75,43.375,34.5,22.875,16.375,26.849,34.756,43.339,50.421,58.333,64.398,64.301,72.275,0.489,0.386,19.878,3.503,1308.25,586.375,166.25,38.5,13.625,2.75,0.125,0,340.625,448.875,319.75,104.375,37.625,23.375,10.125,1.5,40.474,417.402,-1
"2069",932.5,635.415,1.468,1.615,1730,1205.25,723.875,342.375,189.125,102.625,43.625,17,0.053,0.081,0.134,0.255,0.384,0.559,0.96,1.061,2.723,1.897,1.139,0.539,0.298,0.162,0.069,0.027,9.2,9.089,8.678,0.866,1.871,1.118,236,134.375,70.125,45.875,30.875,22.75,13.75,9.375,13.156,18.671,25.956,37.233,41.634,45.226,68.456,86.738,2.697,2.237,21.514,1.646,1234.125,435,110.25,28.5,12.375,4.5,1.25,0,495.875,770.25,613.625,313.875,176.75,98.125,42.375,17,47.226,440.52,-1
"2070",744.75,493.135,1.51,1.383,1357,922.625,560.625,261.625,140.625,82.5,40.625,15.25,0.144,0.224,0.352,0.613,0.889,1.088,1.239,1.338,2.752,1.871,1.137,0.531,0.285,0.167,0.082,0.031,8.793,8.104,7.672,0.707,2.236,1.581,194.875,97.375,51.125,30,13,7.75,3.5,1.875,24.623,30.725,56.53,77.764,94.165,115.321,154.97,165.371,2.751,2.75,16.868,0.553,974.5,353.625,69.25,17,6.125,1.75,0.125,0,382.5,569,491.375,244.625,134.5,80.75,40.5,15.25,35.964,414.36,-1
"2071",863.875,570.257,1.515,1.482,1353.25,814.5,437.625,194.5,103.125,53.125,20.625,6.5,0.055,0.1,0.176,0.295,0.42,0.565,0.973,1.308,2.373,1.428,0.767,0.341,0.181,0.093,0.036,0.011,7.985,7.655,7.501,0.866,1.732,0.866,266.375,154.75,81.625,48.25,33.5,25.75,17.875,13.25,20.646,28.632,34.987,45.595,51.011,49.814,52.122,37.362,1.263,1.101,16.157,2.088,1850.125,668.875,176.5,43.625,16.375,6.625,1.375,0,-496.875,145.625,261.125,150.875,86.75,46.5,19.25,6.5,NA,401.462,-1
"2072",771.25,527.237,1.463,1.476,1395,839.125,429.875,137.125,48,20.5,7.75,0.625,0.043,0.076,0.12,0.208,0.446,0.61,0.838,1.102,2.646,1.592,0.815,0.26,0.091,0.039,0.015,0.001,6.265,6.174,5.887,0.707,1.225,1.225,256.5,145.5,54,32.625,19.625,12.375,8.625,5.125,26.035,32.985,38.974,48.418,55.694,65.532,68.793,73.034,0.889,0.628,16.008,1.959,1072.25,440.875,132.875,31.25,11.25,4,0.75,0,322.75,398.25,297,105.875,36.75,16.5,7,0.625,36.511,460.198,-1
"2073",1453.625,916.724,1.586,1.795,2027.375,1198.25,630.5,300.875,166.125,89.125,36.875,10.5,0.02,0.04,0.075,0.119,0.151,0.169,0.149,0.228,2.212,1.307,0.688,0.328,0.181,0.097,0.04,0.011,8.115,7.085,6.972,5.852,4.848,7.566,437.25,245.75,127.375,76,43,33.875,20.75,15.375,21.21,29.811,35.109,44.311,60.932,72.002,87.314,99.966,1.304,1.173,22.036,2.105,1570.875,581.375,105,24.5,9.625,3,0.25,0,456.5,616.875,525.5,276.375,156.5,86.125,36.625,10.5,74.733,659.827,-1
"2074",1481.625,955.318,1.551,1.874,2150.375,1244,652.5,301.25,163.875,85.25,36.625,8.75,0.016,0.032,0.055,0.091,0.121,0.151,0.168,0.289,2.251,1.302,0.683,0.315,0.172,0.089,0.038,0.009,8.271,7.88,6.918,0.707,6.423,6.69,496.625,282.375,149.625,84.625,49,39,26.125,20.25,8.493,12.699,21.827,36.129,53.333,58.12,73.299,81.519,1.095,1.007,21.163,4.105,1666,592.875,93.75,18.875,6.375,1,0,0,484.375,651.125,558.75,282.375,157.5,84.25,36.625,8.75,74.733,659.827,-1
"2075",1068.625,658.95,1.622,1.488,1546.125,939.5,520.75,225.375,115.5,61.125,26.375,5.125,0.037,0.067,0.099,0.15,0.175,0.206,0.253,0.444,2.346,1.426,0.79,0.342,0.175,0.093,0.04,0.008,6.752,6.526,6.482,0.866,1.118,0.707,304.5,150.625,79.125,49,29.875,21.875,12.5,9,10.439,8.322,8.876,19.538,30.558,30.045,40.026,49.534,1.46,1.247,20.098,6.427,1205.375,466.5,97.5,23.75,9.25,3.5,0.125,0,340.75,473,423.25,201.625,106.25,57.625,26.25,5.125,56.368,513.613,-1
"2076",746,525.987,1.418,1.521,1399,946.125,563.625,254,139.5,84.375,42,15,0.142,0.227,0.355,0.605,0.827,0.979,1.168,1.338,2.66,1.799,1.072,0.483,0.265,0.16,0.08,0.029,9.265,8.79,7.639,0.707,5.025,4.387,213.5,111.125,65.5,40.5,21.625,17,12,8.375,41.105,52.748,76.957,95.336,111.932,128.053,131.573,154.709,2.13,2.083,17.401,0.626,1047.375,377.5,88,27.875,11.25,3.625,0.625,0,351.625,568.625,475.625,226.125,128.25,80.75,41.375,15,37.528,378.836,-1
"2077",791.5,551.106,1.436,1.537,1373.625,907.875,583.125,306.75,177.625,105.625,50.125,18.5,0.125,0.199,0.291,0.441,0.586,0.727,0.931,1.058,2.492,1.647,1.058,0.557,0.322,0.192,0.091,0.034,8.535,7.665,7.382,2.5,3.24,0.866,191.125,91.125,46.75,29,14.625,11.125,5.875,4.375,20.858,33.731,30.715,27.821,35.461,40.304,74.72,87.009,3.799,3.642,17.362,0.896,1015.25,364.25,90.25,27.5,10.875,3.25,0.5,0,358.375,543.625,492.875,279.25,166.75,102.375,49.625,18.5,38.709,390.416,-1
"2078",838.875,580.401,1.445,1.567,1709.5,1264,730.75,244,110.25,55.125,18.625,2.625,0.022,0.034,0.05,0.064,0.109,0.097,0.207,0.401,2.945,2.178,1.259,0.42,0.19,0.095,0.032,0.005,6.744,6.302,6.238,4.743,14.577,10.677,231.625,155.5,104.5,75.375,56,43.25,31.375,24.375,13.143,12.42,11.643,18.064,28.623,27.308,29.46,39.794,1.055,0.731,18.233,8.993,1231.75,487,93.375,15,5.5,1.625,0,0,477.75,777,637.375,229,104.75,53.5,18.625,2.625,43.36,430.936,-1
"2079",959.375,641.892,1.495,1.594,1687.125,1078.25,637.25,308.75,175.875,104.375,54.25,22.25,0.052,0.089,0.149,0.263,0.379,0.505,0.669,0.837,2.628,1.68,0.993,0.481,0.274,0.163,0.085,0.035,8.396,7.9,7.873,0.866,4.555,4.899,323.875,183.5,102,63.75,36,30.25,19.5,15.625,20.915,31.139,52.137,76.058,98.902,106.016,135.148,142.703,1.724,1.637,17.71,1.2,1290.375,515.625,145.125,45.5,21.375,8.875,2.25,0,396.75,562.625,492.125,263.25,154.5,95.5,52,22.25,50.631,474.541,-1
"2080",945.5,635.677,1.487,1.594,1659.25,1101.375,669.75,328.25,184.875,105.875,52.625,21.875,0.038,0.061,0.098,0.185,0.293,0.458,0.706,0.826,2.61,1.733,1.054,0.516,0.291,0.167,0.083,0.034,8.374,7.879,7.857,0.866,4.555,4.899,264.125,147,76.5,44.625,27,22.125,12.5,10,8.848,11.592,14.162,28.768,42.816,44.202,51.911,49.631,2.417,2.373,20.173,3.135,1216.625,402.625,66.875,12.125,4.875,1.625,0.375,0.125,442.625,698.75,602.875,316.125,180,104.25,52.25,21.75,48.922,465.53,-1
"2081",730.5,510.296,1.432,1.484,1426.5,971.5,578.375,250.375,145,85.625,43.125,15.125,0.152,0.24,0.374,0.643,0.841,1.013,1.211,1.353,2.795,1.904,1.133,0.491,0.284,0.168,0.085,0.03,8.404,7.627,7.363,2.5,3.24,0.866,216.75,110.625,69.125,44.5,23.75,18,9.875,5.875,38.943,49.329,64.892,79.607,77.708,97.234,88.878,108.975,2.098,1.924,15.968,0.737,1077.875,403.875,89.625,27.625,10.5,3,0.5,0,348.625,567.625,488.75,222.75,134.5,82.625,42.625,15.125,36.391,409.26,-1
"2082",866.875,596.787,1.453,1.581,1810,1390.25,814,260.25,109.75,55,18.375,2.125,0.012,0.016,0.024,0.054,0.141,0.122,0.165,0.309,3.033,2.33,1.364,0.436,0.184,0.092,0.031,0.004,6.725,6.275,6.218,4.743,14.577,10.677,209.75,144.75,105.5,76.625,58.375,45.125,33.25,25.625,3.973,7.969,17.534,25.147,33.871,32.828,31.531,43.378,1.04,0.718,18.666,6.111,1314.875,532.875,111.25,15.75,6,1.75,0.125,0,495.125,857.375,702.75,244.5,103.75,53.25,18.25,2.125,45.288,465.381,-1
"2083",753.875,517.96,1.455,1.47,1276.875,707.25,361.5,139.25,73,35.625,15,1.5,0.036,0.072,0.123,0.22,0.292,0.385,0.412,0.561,2.465,1.365,0.698,0.269,0.141,0.069,0.029,0.003,6.233,6.117,6.113,11.079,0.866,11.358,330,189.75,99.75,60.625,40.75,34.25,23.875,19,6.011,7.113,17.052,23.167,28.843,32.756,29.323,32.738,0.732,0.588,18.328,7.082,987.375,307.625,61.625,12.375,4.875,1.625,0.25,0,289.5,399.625,299.875,126.875,68.125,34,14.75,1.5,37.217,338.431,-1
"2084",794.75,548.271,1.45,1.519,1476,1023.5,596.125,244.125,117.625,52.875,13.375,1.375,0.064,0.106,0.162,0.255,0.3,0.261,0.655,0.654,2.692,1.867,1.087,0.445,0.215,0.096,0.024,0.003,6.228,6.116,6.072,11.554,11.113,1.225,221.5,133.125,73,46.875,29.5,25.25,18.25,14.125,47.511,61.283,71.351,82.893,85.478,98.26,98.84,98.13,1.611,1.128,15.934,0.92,1054.25,330.375,28.875,0.25,0,0,0,0,421.75,693.125,567.25,243.875,117.625,52.875,13.375,1.375,39.003,383.424,-1
"2085",841.75,578.68,1.455,1.555,1561.5,1121,646.125,275,143.375,76.375,33.25,6.125,0.098,0.149,0.254,0.506,0.722,0.829,0.834,0.284,2.698,1.937,1.117,0.475,0.248,0.132,0.057,0.011,9.909,7.942,7.191,1.803,2.291,3.536,197.125,126.375,71.125,46.125,30.375,19.75,11.25,7.125,27.518,32.462,28.652,32.801,38.19,46.831,71.224,101.021,2.016,1.656,16.506,1.754,1055.375,366.125,60.625,18.125,11.375,7.5,5.375,3.25,506.125,754.875,585.5,256.875,132,68.875,27.875,2.875,38.245,398.365,-1
"2086",1020.875,699.635,1.459,1.705,1789.375,1194.375,658.625,244.125,112.5,53.875,17.75,2,0.037,0.065,0.123,0.221,0.301,0.453,0.912,0.858,2.558,1.707,0.941,0.349,0.161,0.077,0.025,0.003,6.437,6.425,6.151,3.536,8.902,6.727,312.5,190.625,134.125,99.375,76.5,61.375,44.125,32.75,34.338,44.619,47.826,50.622,50.533,52.299,57.919,62.998,0.839,0.542,19.47,2.868,1351.875,478.625,78.25,0,0,0,0,0,437.5,715.75,580.375,244.125,112.5,53.875,17.75,2,50.13,468.509,-1
"2087",1038.375,701.413,1.48,1.682,1841.625,1173.75,669.625,220.625,97.875,48.75,18.75,5.25,0.021,0.035,0.047,0.089,0.133,0.177,0.222,0.358,2.626,1.673,0.955,0.315,0.14,0.07,0.027,0.007,7.084,7.079,6.872,6.69,6.874,0.707,298.875,168.75,94.625,62.125,43.875,35,26.75,19.625,16.953,27.936,24.881,21.951,21.596,20.763,24.589,31.938,1.034,0.785,20.842,3.853,4889.375,1263.25,380.875,60.25,24.25,9.75,2.75,0.625,-3047.75,-89.5,288.75,160.375,73.625,39,16,4.625,NA,541.419,-1
"2088",948.125,624.797,1.517,1.549,1601.875,1067.5,602.375,237.875,111.625,55.375,19.75,1.375,0.054,0.09,0.141,0.244,0.361,0.406,0.385,0.228,2.564,1.709,0.964,0.381,0.179,0.089,0.032,0.002,6.684,6.446,6.197,12.207,12.052,5.123,297.125,152.5,102.5,67.875,48.75,38.125,28,21.5,9.941,9.464,14.433,32.211,45.462,46.709,47.395,50.348,1.089,0.816,17.85,6.47,1199.125,444.5,96.625,15.5,5.875,1.125,0,0,402.75,623,505.75,222.375,105.75,54.25,19.75,1.375,48.772,452.599,-1
"2089",989.875,674.872,1.467,1.665,1710.875,1064.375,601.25,256.5,119.5,59.375,15.25,2.5,0.062,0.115,0.188,0.292,0.392,0.409,0.291,1.038,2.535,1.577,0.891,0.38,0.177,0.088,0.023,0.004,6.728,6.375,5.865,1.658,10.548,10.512,308.25,159.75,71.25,46.75,27.625,19.125,14.625,8.875,39.371,54.105,61.293,75.754,80.174,86.561,93.072,97.512,1.677,1.27,16.616,0.93,2195.625,913.5,338.25,105.75,40.125,11.25,0.5,0,-484.75,150.875,263,150.75,79.375,48.125,14.75,2.5,NA,538.362,-1
"2090",931.75,624.856,1.491,1.576,1567.5,1025.5,631.5,271.5,141.875,68.125,22.375,2.25,0.099,0.162,0.246,0.421,0.558,0.663,0.845,0.922,2.509,1.641,1.011,0.435,0.227,0.109,0.036,0.004,6.714,6.647,6.397,2.693,8.201,7.382,291.375,151.875,93.125,65.5,45.625,36.625,28.5,20.75,14.396,18.324,26.249,41.607,58.978,61.868,81.84,93.153,1.523,1.04,19.719,2.857,1269.25,552.625,173.125,43.875,19.375,7.625,1.375,0,298.25,472.875,458.375,227.625,122.5,60.5,21,2.25,47.482,449.535,-1
"2091",994,656.881,1.513,1.593,1646.25,1059.25,635,271.875,142.25,68.25,22.25,2.25,0.095,0.158,0.248,0.419,0.55,0.652,0.824,0.886,2.506,1.613,0.967,0.414,0.217,0.104,0.034,0.003,6.722,6.657,6.401,2.693,8.201,7.382,323.5,169.125,103.625,69.625,46.25,36.125,29.5,21.875,16.038,18.094,21.424,39.377,65.274,72.486,82.986,91.865,1.373,0.98,19.891,3.711,1339.625,579.5,170.625,43.625,19,7.25,1.375,0,306.625,479.75,464.375,228.25,123.25,61,20.875,2.25,51.152,477.589,-1
"2092",941.375,627.072,1.501,1.569,1672,1186,737.875,317.75,163.75,76.75,22.25,2,0.078,0.115,0.176,0.312,0.429,0.533,0.836,0.925,2.666,1.891,1.177,0.507,0.261,0.122,0.035,0.003,6.682,6.613,6.391,2.693,8.201,7.382,231.5,128.5,81.625,61.5,43.625,34.875,28.5,20.875,8.369,19.479,43.402,56.148,74.538,77.702,91.046,98.941,2.006,1.248,20.154,1.434,1294.375,567.875,179.375,44.75,19.625,7.75,1.375,0,377.625,618.125,558.5,273,144.125,69,20.875,2,48.119,465.534,-1
"2093",865.875,589.102,1.47,1.553,1465.75,882.375,536.625,252.625,142.75,84.125,44.875,16.75,0.022,0.036,0.065,0.142,0.227,0.314,0.415,0.699,2.488,1.498,0.911,0.429,0.242,0.143,0.076,0.028,8.878,8.627,6.816,1.118,2.55,1.658,312.625,171.125,88.25,55.75,39.625,34.375,24.125,19,6.259,13.09,37.103,57.907,76.105,80.868,89.351,92.266,1.618,1.509,19.238,1.923,1084.875,338.375,30.5,0,0,0,0,0,380.875,544,506.125,252.625,142.75,84.125,44.875,16.75,44.973,420.489,-1
"2094",877.25,589.546,1.488,1.534,1732.75,1314.875,767.375,272.125,111.375,53,18.25,1,0.009,0.01,0.019,0.127,0.344,0.401,0.383,0.611,2.939,2.23,1.302,0.462,0.189,0.09,0.031,0.002,6.607,6.407,6.13,12.207,12.052,5.123,187.5,125.125,83.75,63.75,46.75,37.375,27.125,20.625,23.85,28.954,38.492,43.757,53.82,57.059,64.925,69.508,1.33,0.831,16.738,2.166,1212.25,490.375,121.875,22.5,6.875,1.625,0.125,0,520.5,824.5,645.5,249.625,104.5,51.375,18.125,1,42.994,464.488,-1
"2095",788,540.283,1.458,1.499,1511,1034.125,630.875,289,156.25,89,42.875,14.75,0.109,0.168,0.255,0.401,0.547,0.721,0.972,1.249,2.797,1.914,1.168,0.535,0.289,0.165,0.079,0.027,8.99,7.61,7.468,4.031,3.841,0.707,250.5,151.875,75.125,45.75,30.875,25.75,19.75,14.125,43.93,60.078,87.347,110.353,133.641,150.697,157.301,184.369,2.08,1.945,15.367,0.617,1173.75,443.75,103.125,22.25,8.25,2.625,0.5,0,337.25,590.375,527.75,266.75,148,86.375,42.375,14.75,39.465,421.399,-1
"2096",804.125,544.922,1.476,1.487,1428.75,883.875,527.625,260.5,150.625,91.625,41.75,14.875,0.151,0.261,0.417,0.665,0.868,1.037,1.285,1.454,2.622,1.622,0.968,0.478,0.276,0.168,0.077,0.027,8.952,8.212,7.752,0.707,2.236,1.581,265,146.75,72.125,46.25,26,20.625,13.75,9.25,35.833,49.999,69.936,86.034,107.31,119.112,134.434,155.68,2.088,1.981,17.293,0.707,1088.5,395.5,89.5,26.375,9.25,2.875,0.25,0,340.25,488.375,438.125,234.125,141.375,88.75,41.5,14.875,40.584,396.423,-1
"2097",821.625,564.797,1.455,1.536,1667.125,1215.125,684.875,195.625,74.625,41.125,18.125,4.125,0.041,0.06,0.111,0.4,0.795,0.9,0.986,1.059,2.952,2.151,1.213,0.346,0.132,0.073,0.032,0.007,6.812,6.662,6.39,0.866,0.707,1.118,220.875,141.5,92.375,63.875,41,29.25,23.125,16.375,17.66,23.228,27.249,34.295,41.808,46.826,52.119,61.701,0.808,0.644,18.242,4.138,1324.375,626.25,172.375,36.5,11.25,3,0,0,342.75,588.875,512.5,159.125,63.375,38.125,18.125,4.125,43.529,433.722,-1
"2098",796.375,546.056,1.458,1.507,1478.875,1017.125,588.75,244.375,122.625,57.125,15.25,1.375,0.061,0.101,0.158,0.258,0.288,0.27,0.555,0.648,2.708,1.863,1.078,0.448,0.225,0.105,0.028,0.003,6.343,6.172,6.106,1,11.113,11.023,237.375,146.25,83.875,57.25,40.25,34.25,25,19.25,43.226,54.604,62.585,67.11,62.247,71.315,69.449,72.239,1.462,0.998,16.405,1.229,1071.25,358.625,75.375,13.125,5.625,2.125,0.5,0,407.625,658.5,513.375,231.25,117,55,14.75,1.375,39.552,382.44,-1
"2099",1007.125,698.04,1.443,1.722,1907.75,1397.125,852.25,346.5,169.625,86.875,35.75,7.375,0.011,0.015,0.022,0.062,0.139,0.24,0.42,1.165,2.733,2.001,1.221,0.496,0.243,0.124,0.051,0.011,8.08,8.055,8.054,1,0.866,0.866,207.375,131.25,88.5,72.625,53.875,43.125,27.375,19,22.865,31.459,41.262,46.513,52.463,59.444,63.303,73.595,1.917,1.196,22.232,1.657,1386.25,506.125,121.875,27.875,10.5,4.125,1.5,0.5,521.5,891,730.375,318.625,159.125,82.75,34.25,6.875,47.715,461.474,-1
"2100",932.625,624.639,1.493,1.574,1631.125,992,520,192.875,94.25,44,12.125,0.5,0.035,0.064,0.116,0.203,0.28,0.373,0.891,1.043,2.611,1.588,0.832,0.309,0.151,0.07,0.019,0.001,6.458,6.015,5.944,1.225,1.118,1.118,364.25,228.125,139.625,101.25,77.125,55.875,42.375,32.875,13.157,15.635,19.175,21.879,21.618,21.3,20.367,17.77,0.675,0.435,20.532,7.929,4601.875,1116.125,252.375,26.5,15.75,8.75,3.875,1.375,-2970.75,-124.125,267.625,166.375,78.5,35.25,8.25,-0.875,NA,420.472,-1
"2101",712.625,495.458,1.438,1.455,1393.25,947.375,575.5,241.25,134.375,81.5,39.75,14.75,0.121,0.187,0.309,0.693,0.985,1.163,1.356,1.519,2.812,1.912,1.162,0.487,0.271,0.164,0.08,0.03,8.896,8.194,7.761,0.707,2.236,1.581,198.125,109.625,56.25,35.5,24.75,17.75,11.375,7,18.847,26.156,43.67,61.544,86.963,93.893,99.366,115.425,2.389,2.296,17.263,0.987,1019.75,382.625,91.875,27.375,10.125,3.25,0.375,0,373.5,564.75,483.625,213.875,124.25,78.25,39.375,14.75,35.693,364.809,-1
"2102",920.125,636.899,1.445,1.643,1647.375,1067.25,611.25,223.125,104.875,52.625,20.875,5.625,0.02,0.035,0.053,0.15,0.237,0.284,0.318,0.296,2.587,1.676,0.96,0.35,0.165,0.083,0.033,0.009,7.087,7.084,6.878,6.69,6.874,0.707,270.375,149,81.25,49,32.5,25.375,17.875,13,19.846,38.116,46.947,64.231,81.172,89.172,110.302,128.88,1.291,1.074,20.529,1.586,1292.125,563.875,184.875,51.25,21.875,7.875,1.75,0,355.25,503.375,426.375,171.875,83,44.75,19.125,5.625,46.336,475.356,-1
"2103",588,411.859,1.428,1.337,1251.5,922,592.875,249.5,131.25,60.375,17.375,1.75,0.172,0.244,0.355,0.642,0.852,1.026,1.409,1.288,3.039,2.239,1.44,0.606,0.319,0.147,0.042,0.004,6.349,6.256,6.17,7.906,2.5,7.5,168.625,91.375,75.5,60.5,42.375,32.875,23.5,17.375,10.691,23.549,29.638,39.407,59.667,67.498,86.654,104.063,1.738,0.998,16.175,2.319,976.25,462.25,150.25,45,21.25,8.625,1.625,0,275.25,459.75,442.625,204.5,110,51.75,15.75,1.75,28.784,289.319,-1
"2104",738.125,516.58,1.429,1.496,1321.125,903.25,555.75,228.25,89.875,41.75,18.5,3.625,0.039,0.059,0.077,0.151,0.308,0.504,0.615,0.991,2.557,1.749,1.076,0.442,0.174,0.081,0.036,0.007,6.973,6.575,6.331,1.118,1.803,1.581,176.25,76.875,42.375,24.375,15.375,12,7.75,4.75,9.5,38.561,26.305,31.094,26.7,26.502,38.241,25.226,2.121,1.713,17.81,1.563,982.25,348.75,81.875,19,6.375,2.5,0.125,0,338.875,554.5,473.875,209.25,83.5,39.25,18.375,3.625,35.468,373.26,-1
"2105",1044.875,708.572,1.475,1.697,1807.875,1226.625,701.625,263.875,120.625,55.125,18.25,2.75,0.062,0.098,0.148,0.27,0.421,0.594,0.822,0.82,2.551,1.731,0.99,0.372,0.17,0.078,0.026,0.004,6.653,6.397,6.257,0.707,13.248,13.379,263.75,152.625,76.125,50.875,36,27.625,20.125,15.125,28.647,36.853,37.279,37.799,41.402,41.861,42.541,56.993,1.585,1.084,20.634,1.746,1397,576,146.625,34,10.875,2.75,0,0,410.875,650.625,555,229.875,109.75,52.375,18.25,2.75,49.142,495.497,-1
"2106",1000.125,687.936,1.454,1.696,1965.625,1467.625,934.875,436.125,232.25,128.875,56,16,0.099,0.141,0.213,0.363,0.5,0.639,0.885,1.055,2.857,2.133,1.359,0.634,0.338,0.187,0.081,0.023,8.082,7.483,7.203,1.225,1.581,0.707,219.5,130.75,88.75,65.875,51.5,43,30.125,22.25,38.533,51.01,54.39,54.678,58.021,56.857,60.355,65.149,2.617,1.956,18.877,1.042,1454.875,607.5,185,45.125,19.125,8.625,2.25,0.25,510.75,860.125,749.875,391,213.125,120.25,53.75,15.75,52.029,508.555,-1
"2107",1062.25,728.563,1.458,1.741,1937.375,1339.625,824.625,342.625,170.375,85.875,34.125,8.25,0.027,0.043,0.075,0.131,0.182,0.28,0.568,0.832,2.659,1.839,1.132,0.47,0.234,0.118,0.047,0.011,8.104,7.505,7.22,1.225,1.581,0.707,252.625,155.5,109.5,82.875,64.875,52.75,37.25,27.875,22.337,27.456,30.562,35.174,42.747,45.699,55.164,62.7,1.556,1.036,20.533,2.821,1441,526.125,98.375,12.75,4.625,2,0.375,0,496.375,813.5,726.25,329.875,165.75,83.875,33.75,8.25,53.151,511.538,-1
"2108",1062.375,730.666,1.454,1.748,1941.625,1354.125,830.25,342.375,172.375,86.375,34.625,8.125,0.032,0.051,0.087,0.151,0.211,0.296,0.578,0.833,2.657,1.853,1.136,0.469,0.236,0.118,0.047,0.011,8.098,7.498,7.215,1.225,1.581,0.707,276.5,160.25,111.125,83.375,66.25,54.5,38.875,28.5,13.715,22.819,28.212,33.623,42.016,42.092,51.801,57.828,1.551,1.036,20.686,3.076,1454.625,531.75,103.375,12.75,4.75,2.125,0.5,0.125,487,822.375,726.875,329.625,167.625,84.25,34.125,8,53.151,511.538,-1
"2109",723.25,501.069,1.443,1.458,1278,771.125,462.5,229.5,134.625,81.375,40.125,14.75,0.162,0.286,0.452,0.71,0.919,1.09,1.274,1.425,2.551,1.539,0.923,0.458,0.269,0.162,0.08,0.029,8.921,8.214,7.782,0.707,2.236,1.581,248.875,121,65.375,42,24.25,19.5,10.75,6.875,26.08,34.817,62.135,81.808,96.001,107.749,108.981,125.719,2.059,1.938,17.195,0.776,966.875,341,83.25,26.375,9.125,2.625,0.25,0,311.125,430.125,379.25,203.125,125.5,78.75,39.875,14.75,35.6,344.391,-1
"2110",748.875,510.589,1.467,1.449,1487.25,1019.875,621.625,290,162.875,92,43.875,16,0.116,0.18,0.276,0.457,0.619,0.807,1.074,1.36,2.913,1.997,1.217,0.568,0.319,0.18,0.086,0.031,8.696,8.007,7.767,1.225,2.739,1.581,228,134.625,73.75,46.25,32.125,23.5,14.875,10.375,43.94,57.484,67.011,78.102,90.457,107.34,111.34,129.861,2.208,1.989,16.164,0.737,1078.25,419.5,101.375,22.375,8.375,2.875,0.375,0,409,600.375,520.25,267.625,154.5,89.125,43.5,16,37.812,371.392,-1
"2111",786,554.146,1.418,1.561,1637,1179.25,689.875,289,120.875,59.625,22.125,8.75,0.04,0.067,0.115,0.196,0.402,0.587,0.835,1.318,2.954,2.128,1.245,0.522,0.218,0.108,0.04,0.016,10.248,9.63,8.923,1.225,1.803,0.866,210.5,130.375,61,45.375,29.625,20.75,13.875,9.25,41.773,48.532,47.663,54.406,68.557,83.638,93.505,112.576,1.982,1.314,18.969,1.136,1287.875,662.75,283.75,95,39.5,12.625,1,0,349.125,516.5,406.125,194,81.375,47,21.125,8.75,37.088,492.177,-1
"2112",588.5,431.67,1.363,1.433,1129.5,736.25,477.75,242.5,119.125,60.75,28.75,7.25,0.079,0.14,0.194,0.252,0.329,0.45,0.491,0.726,2.617,1.706,1.107,0.562,0.276,0.141,0.067,0.017,6.804,6.637,6.523,5.545,1.225,5.025,138.875,69.375,36.5,21.75,11.25,9.25,5.75,3.875,63.543,90.861,103.325,125.257,140.04,163.186,181.679,209.572,3.264,2.793,19.409,0.292,816.875,286.25,69.75,10.875,3.875,0.875,0,0,312.625,450,408,231.625,115.25,59.875,28.75,7.25,27.942,276.316,-1
