"","fips","pop","unemp"
"2103",39125,11169,11.5
"2104",39127,16583,12.8
"2105",39129,24618,10.3
"2106",39131,11011,14.7
"2107",39133,90144,9.2
"2108",39135,21256,11.1
"2109",39137,18646,9
"2110",39139,60979,11.8
"2111",39141,34511,11.5
"2112",39143,34200,10.8
"2113",39145,33101,12.1
"2114",39147,31333,12
"2115",39149,28912,11.9
"2116",39151,190097,11
"2117",39153,291754,9.6
"2118",39155,104364,13.5
"2119",39157,48933,10.2
"2120",39159,25368,8
"2121",39161,16090,13.2
"2122",39163,5561,11.3
"2123",39165,105398,8.5
"2124",39167,33615,9.4
"2125",39169,59974,8.9
"2126",39171,20707,14.1
"2127",39173,66565,10
"2128",39175,12271,11.2
"2129",40001,11179,7.6
"2130",40003,2433,5.5
"2131",40005,6190,8.4
"2132",40007,3337,3.3
"2133",40009,13662,5.9
"2134",40011,4849,5.7
"2135",40013,20021,5.2
"2136",40015,12780,6.1
"2137",40017,52284,5.5
"2138",40019,27186,5.7
"2139",40021,22744,5.6
"2140",40023,7043,7.6
"2141",40025,1188,3.5
"2142",40027,120472,5.2
"2143",40029,2607,8.8
"2144",40031,46296,5.1
"2145",40033,3437,4
"2146",40035,7470,5.5
"2147",40037,32483,8.1
"2148",40039,14787,4.9
"2149",40041,19771,6
"2150",40043,2634,4.6
"2151",40045,2576,4.5
"2152",40047,31361,4.5
"2153",40049,15369,5.9
"2154",40051,23663,7.4
"2155",40053,2615,4.2
"2156",40055,2028,7.9
"2157",40057,1262,6.9
"2158",40059,2068,4.3
"2159",40061,6157,8.4
"2160",40063,5518,10.7
"2161",40065,11992,4.8
"2162",40067,2466,8.6
"2163",40069,5036,7
"2164",40071,24639,8.1
"2165",40073,8345,4.3
"2166",40075,3917,6.2
"2167",40077,4998,10.4
"2168",40079,21968,8.7
"2169",40081,14369,6.7
"2170",40083,17422,5.6
"2171",40085,5416,5.4
"2172",40087,15116,5.6
"2173",40089,14137,11.6
"2174",40091,8673,8.2
"2175",40093,4320,4.5
"2176",40095,6314,7.5
"2177",40097,18885,8.1
"2178",40099,8725,4.7
"2179",40101,29994,8.1
"2180",40103,5686,7.7
"2181",40105,5207,9.3
"2182",40107,4661,8.9
"2183",40109,331325,6.1
"2184",40111,16712,8.5
"2185",40113,21018,7.4
"2186",40115,18585,6.2
"2187",40117,7732,8.2
"2188",40119,32544,6.3
"2189",40121,24342,6.5
"2190",40123,20592,5.1
"2191",40125,33432,6.5
"2192",40127,5153,8.9
"2193",40129,1960,4.5
"2194",40131,41645,7.2
"2195",40133,11406,9.2
"2196",40135,18538,8.7
"2197",40137,23041,8.4
"2198",40139,9613,3.8
"2199",40141,3378,5.6
"2200",40143,303031,6.8
"2201",40145,33788,6.6
"2202",40147,27625,5.9
"2203",40149,6258,6.3
"2204",40151,4201,4.2
"2205",40153,12620,6.5
"2206",41001,7534,8.5
"2207",41003,41167,7.5
"2208",41005,200402,10.4
"2209",41007,20396,8.2
"2210",41009,24529,12.6
"2211",41011,28600,11.7
"2212",41013,9648,16.1
"2213",41015,9937,11.2
"2214",41017,83875,13.5
"2215",41019,47086,14
"2216",41021,1221,5.6
"2217",41023,3504,9.9
"2218",41025,3499,15
"2219",41027,14701,6.6
"2220",41029,103829,11.5
"2221",41031,9432,12.9
"2222",41033,35296,13.3
"2223",41035,31488,12
"2224",41037,3747,10.1
"2225",41039,183215,11.5
"2226",41041,22774,9.4
"2227",41043,54840,13.6
"2228",41045,13547,9.3
"2229",41047,156227,10.3
"2230",41049,5668,7.4
"2231",41051,387665,10.9
"2232",41053,39358,9.3
"2233",41055,1005,7.6
"2234",41057,12767,8.2
"2235",41059,39032,7.8
"2236",41061,12192,10.2
"2237",41063,3797,8.7
"2238",41065,13005,8
"2239",41067,288062,9.6
"2240",41069,652,6.7
"2241",41071,47614,11
"2242",42001,54935,7.4
"2243",42003,632703,7.2
"2244",42005,32765,8
"2245",42007,89630,8.4
"2246",42009,24681,10.9
"2247",42011,203214,9.1
"2248",42013,63685,7.4
"2249",42015,30361,7.6
"2250",42017,345304,7.3
"2251",42019,96869,7.1
"2252",42021,67637,8.8
"2253",42023,2555,16.7
"2254",42025,31132,10
"2255",42027,75275,5.6
"2256",42029,264757,6.3
"2257",42031,21380,8.3
"2258",42033,41115,9.8
"2259",42035,19596,8.2
"2260",42037,36708,8.2
"2261",42039,44421,10.1
"2262",42041,121807,6.8
"2263",42043,135157,8.1
"2264",42045,282729,7.9
"2265",42047,17606,12.9
"2266",42049,139620,9.2
"2267",42051,65864,9.1
"2268",42053,2527,10.2
"2269",42055,81425,8.6
"2270",42057,7808,14.3
"2271",42059,18617,7.8
"2272",42061,22275,10.2
"2273",42063,48218,7.8
"2274",42065,23540,9.5
"2275",42067,12001,7.6
"2276",42069,105908,8.3
"2277",42071,267150,7.5
"2278",42073,44401,8.9
"2279",42075,71811,7
"2280",42077,176592,9.3
"2281",42079,158791,9.2
"2282",42081,59442,9.3
"2283",42083,22135,10
"2284",42085,53887,11.3
"2285",42087,22344,10.4
"2286",42089,85049,9
"2287",42091,427980,7
"2288",42093,9492,5.9
"2289",42095,151666,8.8
"2290",42097,48603,9.4
"2291",42099,24421,8.1
"2292",42101,627411,11
"2293",42103,27525,8.6
"2294",42105,7735,10.3
"2295",42107,75249,10.1
"2296",42109,19922,8.6
"2297",42111,38913,8.5
"2298",42113,2998,7.9
"2299",42115,21476,7.8
"2300",42117,20496,7.8
"2301",42119,17460,8.8
"2302",42121,26770,8.7
"2303",42123,22046,7.3
"2304",42125,104226,7.9
"2305",42127,25225,6.6
"2306",42129,185942,7.8
"2307",42131,13982,6.9
"2308",42133,226145,8.4
"2309",44001,27246,11.1
"2310",44003,96758,11.9
"2311",44005,44168,10
"2312",44007,328515,13.5
"2313",44009,72437,9.2
"2314",45001,11332,14.8
"2315",45003,74526,9.4
"2316",45005,3257,22.5
"2317",45007,85764,12.5
"2318",45009,6157,18.1
"2319",45011,9040,19
"2320",45013,61745,8.7
"2321",45015,80018,10.7
"2322",45017,7370,14.4
"2323",45019,176433,9
"2324",45021,25361,16.2
"2325",45023,15584,21.1
"2326",45025,18716,16.8
"2327",45027,12311,16.1
"2328",45029,16468,14.2
"2329",45031,32246,13
"2330",45033,12852,17.2
"2331",45035,64067,10.3
"2332",45037,11014,10.7
"2333",45039,11399,12.9
"2334",45041,64926,11.7
"2335",45043,29864,12.5
"2336",45045,228867,10.2
"2337",45047,29613,13.7
"2338",45049,7573,16.1
"2339",45051,131278,10.9
"2340",45053,9927,10.7
"2341",45055,30546,10.4
"2342",45057,29115,17.9
"2343",45059,34231,11.7
"2344",45061,8191,15.7
"2345",45063,134250,8.3
"2346",45065,3317,15.7
"2347",45067,13046,21
"2348",45069,11639,20.2
"2349",45071,17968,11.7
"2350",45073,30423,14.2
"2351",45075,40819,18.7
"2352",45077,60222,10.6
"2353",45079,183427,9.5
"2354",45081,9292,9.4
"2355",45083,139285,12.2
"2356",45085,43176,13.9
"2357",45087,12203,20.6
"2358",45089,15206,15.4
"2359",45091,108348,14.1
"2360",46003,1472,4
"2361",46005,10061,3
"2362",46007,1424,6
"2363",46009,3083,4.9
"2364",46011,19132,3.2
"2365",46013,21138,3.1
"2366",46015,2735,2.7
"2367",46017,494,17.2
"2368",46019,5612,3.9
"2369",46021,823,4.5
"2370",46023,4003,4.8
"2371",46025,1782,4.7
"2372",46027,7494,3.7
"2373",46029,16401,5.8
"2374",46031,1342,5.6
"2375",46033,5285,3
"2376",46035,11402,4.3
"2377",46037,2899,5.3
"2378",46039,2799,4.8
"2379",46041,2493,10.4
"2380",46043,1681,3.1
"2381",46045,2039,2.7
"2382",46047,3726,4.9
"2383",46049,1090,3.1
"2384",46051,4203,3.5
"2385",46053,2350,3.1
"2386",46055,1121,3.6
"2387",46057,2908,5.1
"2388",46059,1873,2.8
"2389",46061,1959,3
"2390",46063,792,2.3
"2391",46065,10333,2.7
"2392",46067,3646,3.9
"2393",46069,745,3.6
"2394",46071,1297,6.2
"2395",46073,1422,2.6
"2396",46075,700,2.4
"2397",46077,2900,5.1
"2398",46079,6806,5.8
"2399",46081,13391,3.8
"2400",46083,21494,3.9
"2401",46085,2010,5.7
"2402",46087,2830,4.5
"2403",46089,1111,5
"2404",46091,2096,4.7
"2405",46093,12643,4
"2406",46095,910,6.8
"2407",46097,1252,5.7
"2408",46099,101351,4.7
"2409",46101,3996,6.1
"2410",46103,55422,4.4
"2411",46105,1577,3.9
"2412",46107,1240,3.2
"2413",46109,4877,4.8
"2414",46111,1358,3.8
"2415",46113,3827,12.6
"2416",46115,3284,3.4
"2417",46117,1934,2.1
"2418",46119,1012,2.4
"2419",46121,3383,8.4
"2420",46123,2865,2.9
"2421",46125,4354,4.4
"2422",46127,8297,5.3
"2423",46129,2593,4
"2424",46135,12177,5.3
"2425",46137,867,7.8
"2426",47001,35333,9.7
"2427",47003,22459,12.1
"2428",47005,7113,12.8
"2429",47007,4865,13.7
"2430",47009,61833,9.3
"2431",47011,46368,9.3
"2432",47013,16881,13.1
"2433",47015,6374,10.8
"2434",47017,14089,16.4
"2435",47019,29629,9.8
"2436",47021,20224,9.4
"2437",47023,7803,11.5
"2438",47025,12785,11.1
"2439",47027,3267,12.6
"2440",47029,16836,12.2
"2441",47031,25225,10.2
"2442",47033,6318,13.4
"2443",47035,21598,10.8
"2444",47037,319417,9.2
"2445",47039,5796,14.2
"2446",47041,9744,10.2
"2447",47043,23039,9.8
"2448",47045,17513,14
"2449",47047,17720,10.8
"2450",47049,7572,13
"2451",47051,19637,10.4
"2452",47053,21458,15.7
"2453",47055,13355,14
"2454",47057,10268,13.5
"2455",47059,30578,14.3
"2456",47061,6018,13
"2457",47063,30350,12.5
"2458",47065,164695,8.7
"2459",47067,2463,18.3
"2460",47069,11460,12.7
"2461",47071,12105,11.1
"2462",47073,26515,10.3
"2463",47075,8955,18
"2464",47077,12792,18.1
"2465",47079,13404,13.1
"2466",47081,10123,12.4
"2467",47083,3891,11.6
"2468",47085,9134,11.9
"2469",47087,4798,12.7
"2470",47089,24172,11.8
"2471",47091,7427,12.2
"2472",47093,224163,8.1
"2473",47095,2674,10.7
"2474",47097,10154,18.9
"2475",47099,16754,14.6
"2476",47101,5311,14.9
"2477",47103,16898,6.9
"2478",47105,22981,9.5
"2479",47107,23662,13
"2480",47109,11297,12.7
"2481",47111,10376,11.2
"2482",47113,48223,11
"2483",47115,13067,12.1
"2484",47117,12479,16.3
"2485",47119,36505,11.9
"2486",47121,5209,13.6
"2487",47123,18882,16.1
"2488",47125,65999,9
"2489",47127,3095,9.7
"2490",47129,8507,11.6
"2491",47131,14746,10.4
"2492",47133,9679,12
"2493",47135,2936,17.6
"2494",47137,1748,13.4
"2495",47139,6981,11.4
"2496",47141,33977,9.7
"2497",47143,13124,12.7
"2498",47145,27212,8.9
"2499",47147,32652,10.1
"2500",47149,128823,9.5
"2501",47151,8326,18.4
"2502",47153,6266,12.8
"2503",47155,48185,9.2
"2504",47157,441157,10.2
"2505",47159,9208,12.8
"2506",47161,5702,11.1
"2507",47163,73605,8.8
"2508",47165,78292,9.7
"2509",47167,28382,11.6
"2510",47169,3664,12
"2511",47171,8418,10.3
"2512",47173,8767,10.7
"2513",47175,2395,14.2
"2514",47177,17536,12.5
"2515",47179,61139,8.6
"2516",47181,6595,12.9
"2517",47183,15721,13
"2518",47185,10147,13.5
"2519",47187,85150,7.5
"2520",47189,56188,9
"2521",48001,21846,9.4
"2522",48003,7307,7.6
"2523",48005,41456,8.9
"2524",48007,11438,7.3
"2525",48009,5136,6.5
"2526",48011,1089,5.1
"2527",48013,19952,7.9
"2528",48015,13438,8.4
"2529",48017,3447,5.2
"2530",48019,10121,6.8
"2531",48021,35906,8
"2532",48023,2200,5.1
"2533",48025,11937,10.3
"2534",48027,126156,7.1
"2535",48029,775599,7.2
"2536",48031,4979,5.8
"2537",48033,388,6.2
"2538",48035,8885,8.6
"2539",48037,44843,7.8
"2540",48039,144497,8.9
"2541",48041,92598,6.2
"2542",48043,5292,5.1
"2543",48045,745,5.9
"2544",48047,3606,9.9
"2545",48049,19593,7.2
"2546",48051,8210,7.4
"2547",48053,22930,6.3
"2548",48055,16563,8.2
"2549",48057,9655,9.5
"2550",48059,7292,6.3
"2551",48061,150766,10.8
"2552",48063,6067,9.6
"2553",48065,3483,6.7
"2554",48067,13911,12.5
"2555",48069,3698,5.3
"2556",48071,14723,10.7
"2557",48073,21158,9.7
"2558",48075,3141,6.4
"2559",48077,6303,7.4
"2560",48079,1635,7.2
"2561",48081,1417,8.6
"2562",48083,4723,6.9
"2563",48085,412914,7.8
"2564",48087,1486,5.9
"2565",48089,11495,6.6
"2566",48091,55281,6.6
"2567",48093,7049,6.1
"2568",48095,1315,8.2
"2569",48097,24402,6.5
"2570",48099,24811,8.7
"2571",48101,875,5.6
"2572",48103,1877,9.5
"2573",48105,2524,9.7
"2574",48107,2746,7
"2575",48109,1726,4.5
"2576",48111,3739,4.4
"2577",48113,1188945,8.7
"2578",48115,5482,8.7
"2579",48117,9174,5.8
"2580",48119,2392,8.4
"2581",48121,351425,7.7
"2582",48123,9483,8.3
"2583",48125,1225,6
"2584",48127,4349,11
"2585",48129,1986,7
"2586",48131,5815,12.5
"2587",48133,8792,8.4
"2588",48135,75848,9.2
"2589",48137,1112,6.7
"2590",48139,72380,8.6
"2591",48141,310013,9.8
"2592",48143,19173,7.1
"2593",48145,6950,9.5
"2594",48147,14240,9
"2595",48149,12818,5.7
"2596",48151,2096,6.4
"2597",48153,3476,6.9
"2598",48155,793,5.7
"2599",48157,264364,8.3
"2600",48159,5819,7.3
"2601",48161,11038,6.7
"2602",48163,7219,8.4
"2603",48165,7268,6.8
"2604",48167,143742,8.5
"2605",48169,2532,5.7
"2606",48171,13437,4.9
"2607",48173,632,5.2
"2608",48175,3553,7.9
"2609",48177,9771,6.1
"2610",48179,12469,8.9
"2611",48181,57481,8.7
"2612",48183,65782,8
"2613",48185,11688,10
"2614",48187,58512,6.7
"2615",48189,17627,6.4
"2616",48191,1492,8.9
"2617",48193,4609,6
"2618",48195,2834,5.5
"2619",48197,2554,7.2
"2620",48199,26353,10.1
"2621",48201,1982505,8.5
"2622",48203,35026,8.7
"2623",48205,2628,4.3
"2624",48207,3315,5.2
"2625",48209,78114,6.8
"2626",48211,3347,3
"2627",48213,36673,8.5
"2628",48215,299063,11.6
"2629",48217,16946,8.5
"2630",48219,12612,7
"2631",48221,27851,7.6
"2632",48223,18268,6.5
"2633",48225,8392,10.3
"2634",48227,15054,7.5
"2635",48229,1622,6.5
"2636",48231,39218,8.5
"2637",48233,12145,8
"2638",48235,934,5.4
"2639",48237,5972,6.4
"2640",48239,7252,7.6
"2641",48241,16253,11.9
"2642",48243,1267,5.6
"2643",48245,114740,10.8
"2644",48247,2917,10
"2645",48249,23474,10
"2646",48251,76453,9.1
"2647",48253,8085,8.2
"2648",48255,5447,10.5
"2649",48257,47257,8.8
"2650",48259,16158,6
"2651",48261,246,6.1
"2652",48263,433,6.2
"2653",48265,23910,6
"2654",48267,2220,5.4
"2655",48269,205,5.4
"2656",48271,1429,8.9
"2657",48273,16717,7.7
"2658",48275,1854,6.4
"2659",48277,25458,7.8
"2660",48279,7309,6.6
"2661",48281,10735,6.1
"2662",48283,3068,9.9
"2663",48285,10108,6.4
"2664",48287,9487,6.9
"2665",48289,8227,7.9
"2666",48291,32613,11.2
"2667",48293,11276,7.2
"2668",48295,2038,6.1
"2669",48297,5291,7.6
"2670",48299,8821,7.3
"2671",48301,52,11.5
"2672",48303,141287,5.7
"2673",48305,2893,6.8
"2674",48307,4294,9.1
"2675",48309,113879,7.1
"2676",48311,357,7.8
"2677",48313,5145,8.7
"2678",48315,5451,11.8
"2679",48317,2390,5
"2680",48319,2497,5.4
"2681",48321,17822,11.2
"2682",48323,22442,13.6
"2683",48325,20480,7.1
"2684",48327,1072,9
"2685",48329,78287,6.2
"2686",48331,12601,10.2
"2687",48333,2327,6
"2688",48335,3540,8.7
"2689",48337,11498,7.8
"2690",48339,211295,7.9
"2691",48341,11663,5.3
"2692",48343,6875,15.6
"2693",48345,825,5.3
"2694",48347,31980,7
"2695",48349,21890,8.4
"2696",48351,6301,12.4
"2697",48353,8099,6.4
"2698",48355,164281,7.7
"2699",48357,6177,6.3
"2700",48359,967,5.5
"2701",48361,41829,11.1
"2702",48363,14820,9.1
"2703",48365,14790,7.5
"2704",48367,55138,8.4
"2705",48369,4527,4.8
"2706",48371,7034,11.7
"2707",48373,17751,10.3
"2708",48375,58456,6.6
"2709",48377,3739,17.8
"2710",48379,5238,8.5
"2711",48381,68605,5.1
"2712",48383,2915,5.8
"2713",48385,1637,6.1
"2714",48387,6227,10.5
"2715",48389,4577,14
"2716",48391,4353,7
"2717",48393,615,6.2
"2718",48395,7346,8.7
"2719",48397,38476,7.8
"2720",48399,4756,10.1
"2721",48401,24903,9.1
"2722",48403,3697,15.9
"2723",48405,3624,10.8
"2724",48407,10488,10
"2725",48409,30796,9.8
"2726",48411,2494,7.8
"2727",48413,1507,11.1
"2728",48415,8275,7.2
"2729",48417,2247,4.3
"2730",48419,13000,8.1
"2731",48421,1474,4.9
"2732",48423,102032,8.3
"2733",48425,4525,7.3
"2734",48427,23970,17.8
"2735",48429,5130,6.9
"2736",48431,856,4.6
"2737",48433,859,4.8
"2738",48435,4200,7.8
"2739",48437,3648,6.7
"2740",48439,915574,8.2
"2741",48441,68703,6.1
"2742",48443,385,7.8
"2743",48445,5853,7.7
"2744",48447,984,5.6
"2745",48449,14907,7.7
"2746",48451,52800,7
"2747",48453,565665,7
"2748",48455,6176,8.8
"2749",48457,8759,10.5
"2750",48459,20174,8.1
"2751",48461,1940,5.6
"2752",48463,11553,8.9
"2753",48465,21410,9.6
"2754",48467,27499,7.4
"2755",48469,46056,7.9
"2756",48471,27354,7.8
"2757",48473,16795,9
"2758",48475,5784,8.5
"2759",48477,16892,6.9
"2760",48479,97359,9.1
"2761",48481,21502,7.9
"2762",48483,3941,5.6
"2763",48485,62637,8.1
"2764",48487,7943,5.5
"2765",48489,8283,13.9
"2766",48491,208070,7.8
"2767",48493,19134,6.9
"2768",48495,3791,9
"2769",48497,29279,9.6
"2770",48499,18962,8.4
"2771",48501,4503,7.1
"2772",48503,10552,6.4
"2773",48505,5629,12.6
"2774",48507,3815,16.3
"2775",49001,3717,4.2
"2776",49003,24989,5.6
"2777",49005,61935,4.2
"2778",49007,10683,6.5
"2779",49009,548,2.7
"2780",49011,143062,5.6
"2781",49013,11392,6.9
"2782",49015,5274,6.2
"2783",49017,3406,4.9
"2784",49019,5731,5.2
"2785",49021,22015,6.3
"2786",49023,4109,6.8
"2787",49025,3851,4.4
"2788",49027,6971,4
"2789",49029,3932,5.3
"2790",49031,1048,3.8
"2791",49033,1806,2.8
"2792",49035,549364,6
"2793",49037,5498,8.6
"2794",49039,12013,5.6
"2795",49041,10319,5.7
"2796",49043,21675,5.8
"2797",49045,26863,6.4
"2798",49047,20666,6.6
"2799",49049,221421,5.4
"2800",49051,10741,6
"2801",49053,60639,7.8
"2802",49055,1618,4.2
"2803",49057,112596,7
"2804",50001,21203,5.8
"2805",50003,21006,6.8
"2806",50005,17412,7
"2807",50007,89747,5.7
"2808",50009,3318,7.8
"2809",50011,26253,6.2
"2810",50013,4234,7
"2811",50015,15823,6.6
"2812",50017,16869,5.5
"2813",50019,15118,8.3
"2814",50021,32619,8.7
"2815",50023,34821,6.1
"2816",50025,24539,6.3
"2817",50027,33755,5.8
"2818",51001,19375,6.1
"2819",51003,51585,5
"2820",51005,7001,8.7
"2821",51007,6574,7
"2822",51009,16315,7
"2823",51011,7294,6.7
"2824",51013,133753,4.2
"2825",51015,38088,5.8
"2826",51017,2680,5.4
"2827",51019,36804,6.2
"2828",51021,3566,7.5
"2829",51023,17545,6.2
"2830",51025,7262,11.4
"2831",51027,9333,8.8
"2832",51029,7332,7.8
"2833",51031,28534,6.6
"2834",51033,13963,8.2
"2835",51035,14475,11.3
"2836",51036,3839,8.7
"2837",51037,5607,9.1
"2838",51041,165761,6.8
"2839",51043,8261,6.1
"2840",51045,2577,7.2
"2841",51047,21430,7.5
"2842",51049,4577,7
"2843",51051,6308,8.3
"2844",51053,12944,8.3
"2845",51057,5727,7.7
"2846",51059,593487,4.7
"2847",51061,37709,5
"2848",51063,7263,7.1
"2849",51065,13979,5.8
"2850",51067,26860,7.8
"2851",51069,40208,7.3
"2852",51071,8652,8.5
"2853",51073,20888,5.5
"2854",51075,11146,6.7
"2855",51077,7388,10.4
"2856",51079,10573,5.8
"2857",51081,4521,9.1
"2858",51083,16543,11.5
"2859",51085,54725,6.6
"2860",51087,163170,7.2
"2861",51089,25801,13.4
"2862",51091,1146,5.9
"2863",51093,18980,6.3
"2864",51095,31571,4.6
"2865",51097,3328,7.5
"2866",51099,9897,7.5
"2867",51101,8425,6.4
"2868",51103,5657,7.3
"2869",51105,9822,7.1
"2870",51107,167609,4.7
"2871",51109,16353,8.1
"2872",51111,5554,9.1
"2873",51113,7436,6
"2874",51115,4464,4.8
"2875",51117,14041,10.5
"2876",51119,5135,6.4
"2877",51121,46579,6.3
"2878",51125,8010,6.2
"2879",51127,9421,6.9
"2880",51131,6185,6.6
"2881",51133,6163,6.5
"2882",51135,6482,7.9
"2883",51137,15864,7.6
"2884",51139,12057,9.8
"2885",51141,9334,9.9
"2886",51143,31440,10.3
"2887",51145,14218,6
"2888",51147,9920,8.4
"2889",51149,14697,7.3
"2890",51153,205229,5.3
"2891",51155,19098,10.8
"2892",51157,4204,5.6
"2893",51159,4264,7.2
"2894",51161,49221,5.9
"2895",51163,11585,5.6
"2896",51165,41797,5.3
"2897",51167,12415,9.6
"2898",51169,10075,9.9
"2899",51171,20376,7.6
"2900",51173,15547,10.2
"2901",51175,7850,7.7
"2902",51177,66032,5.1
"2903",51179,65848,5.1
"2904",51181,3828,7.3
"2905",51183,4515,9.5
"2906",51185,21371,7.9
"2907",51187,20063,6.6
"2908",51191,26985,8.2
"2909",51193,8997,7.1
"2910",51195,18946,6.7
"2911",51197,16805,9.7
"2912",51199,31349,5
"2913",51510,91407,4.8
"2914",51515,2768,8.9
"2915",51520,8139,9.9
"2916",51530,3574,8.7
"2917",51540,21457,6.2
"2918",51550,116688,6.4
"2919",51570,9295,8.2
"2920",51580,2684,9.1
"2921",51590,20255,13
"2922",51595,2623,11.8
"2923",51600,14252,5.4
"2924",51610,6928,7.3
"2925",51620,4108,10.7
"2926",51630,12995,9.1
"2927",51640,3217,10.3
"2928",51650,70459,7.7
"2929",51660,23066,6.4
"2930",51670,10631,10.4
"2931",51678,2494,9.2
"2932",51680,35463,7.7
"2933",51683,20498,6.8
"2934",51685,6722,5.4
"2935",51690,6236,20
"2936",51700,89753,7.3
"2937",51710,102820,8.4
"2938",51720,1676,5.5
"2939",51730,14670,13.8
"2940",51735,6414,5
"2941",51740,47847,8.4
"2942",51750,8279,8.5
"2943",51760,100661,10
"2944",51770,47298,8.6
"2945",51775,13437,6.3
"2946",51790,12024,7.3
"2947",51800,40608,6.6
"2948",51810,227014,5.9
"2949",51820,10518,8.2
"2950",51830,5493,13.5
"2951",51840,14049,7.9
"2952",53001,8575,6.5
"2953",53003,10984,8.1
"2954",53005,96471,5.8
"2955",53007,43193,6.5
"2956",53009,30891,8.5
"2957",53011,217939,12.7
"2958",53013,1591,8.4
"2959",53015,43427,12.8
"2960",53017,22353,6.6
"2961",53019,2985,11.3
"2962",53021,35977,6.2
"2963",53023,1036,5.3
"2964",53025,44855,7.3
"2965",53027,30889,11.7
"2966",53029,33574,8.1
"2967",53031,13440,7.4
"2968",53033,1125523,8.8
"2969",53035,122846,7.1
"2970",53037,21565,7.3
"2971",53039,11332,8.1
"2972",53041,31463,12
"2973",53043,4795,7.4
"2974",53045,24920,9.4
"2975",53047,23873,7.4
"2976",53049,9295,10.7
"2977",53051,5315,12.1
"2978",53053,401212,8.8
"2979",53055,9533,4.7
"2980",53057,60097,9.1
"2981",53059,4997,9.4
"2982",53061,387488,10.1
"2983",53063,236877,8.3
"2984",53065,19047,10.5
"2985",53067,130728,7.1
"2986",53069,1591,11.4
"2987",53071,31310,5.5
"2988",53073,106595,7.8
"2989",53075,21831,4.7
"2990",53077,131408,6.8
"2991",54001,6675,9.2
"2992",54003,44482,8.5
"2993",54005,9392,9.4
"2994",54007,5730,8
"2995",54009,10747,11.1
"2996",54011,43464,6.6
"2997",54013,2762,12.1
"2998",54015,3491,11.9
"2999",54017,2784,7.4
"3000",54019,18046,8.6
"3001",54021,2966,6.5
"3002",54023,5083,11.2
"3003",54025,15043,8.3
"3004",54027,9016,7.8
"3005",54029,14298,11.8
"3006",54031,6411,9.7
"3007",54033,30444,7.1
"3008",54035,11421,12.9
"3009",54037,24057,6.6
"3010",54039,89881,7.1
"3011",54041,7306,7.5
"3012",54043,8012,10.6
"3013",54045,13266,9.8
"3014",54047,7383,12.7
"3015",54049,25518,6.5
"3016",54051,14594,8.7
"3017",54053,10098,12.1
"3018",54055,24726,6.9
"3019",54057,13357,7.9
"3020",54059,8639,10.7
"3021",54061,47625,4.6
"3022",54063,5808,6.5
"3023",54065,6857,9.1
"3024",54067,10526,9.1
"3025",54069,20730,7.8
"3026",54071,3549,7.5
"3027",54073,3124,10.2
"3028",54075,3354,11.3
"3029",54077,15112,7
"3030",54079,26675,6.3
"3031",54081,31899,8
"3032",54083,12102,8.5
"3033",54085,4340,8.8
"3034",54087,5433,13
"3035",54089,4589,7.8
"3036",54091,6887,7.9
"3037",54093,2861,10.9
"3038",54095,3496,10.8
"3039",54097,10134,8.9
"3040",54099,17000,7.7
"3041",54101,3247,10.4
"3042",54103,6044,12.3
"3043",54105,2486,11.4
"3044",54107,40456,8.8
"3045",54109,8022,11.5
"3046",55001,10268,8.3
"3047",55003,9128,8.3
"3048",55005,25209,7.1
"3049",55007,7993,6.2
"3050",55009,138220,7.1
"3051",55011,8324,5.7
"3052",55013,7771,9.1
"3053",55015,25201,6.7
"3054",55017,32857,6.6
"3055",55019,17897,7.6
"3056",55021,31176,7.1
"3057",55023,9329,8.1
"3058",55025,292503,5.4
"3059",55027,47793,8.4
"3060",55029,18973,6.6
"3061",55031,22609,6.5
"3062",55033,25724,5.8
"3063",55035,56028,6
"3064",55037,2454,8.1
"3065",55039,56815,7.8
"3066",55041,4844,8.1
"3067",55043,28388,6.1
"3068",55045,20197,7.8
"3069",55047,10577,7.5
"3070",55049,14000,6.2
"3071",55051,2951,9.4
"3072",55053,9836,7.2
"3073",55055,42522,8
"3074",55057,13625,8.5
"3075",55059,85034,9.8
"3076",55061,11677,7.3
"3077",55063,63991,5.9
"3078",55065,9087,6
"3079",55067,10816,8.5
"3080",55069,15674,9.6
"3081",55071,47060,8.5
"3082",55073,74633,7.7
"3083",55075,22340,10.2
"3084",55077,8003,8.3
"3085",55078,1689,12.7
"3086",55079,455156,9.3
"3087",55081,25039,6.4
"3088",55083,20325,9.1
"3089",55085,19226,7.4
"3090",55087,96762,7.5
"3091",55089,46297,7.2
"3092",55091,4139,5.4
"3093",55093,23021,6.1
"3094",55095,23955,8.4
"3095",55097,42881,5.8
"3096",55099,8549,9.4
"3097",55101,98307,9.3
"3098",55103,10278,7.5
"3099",55105,83536,11.1
"3100",55107,7368,10.1
"3101",55109,45852,6.8
"3102",55111,35707,7
"3103",55113,9146,7.1
"3104",55115,22815,8.2
"3105",55117,65709,8.3
"3106",55119,10647,9.6
"3107",55121,16215,6.4
"3108",55123,14944,6.6
"3109",55125,11386,7.1
"3110",55127,57306,7.7
"3111",55129,7909,7.8
"3112",55131,71781,8.1
"3113",55133,206794,7.2
"3114",55135,28464,8.2
"3115",55137,13051,8.2
"3116",55139,94461,7
"3117",55141,41822,7.4
