"","treat","rep","tree","date","isalive","height","dia","dbh"
"762","OUST","B",36,"11/11/1997 0:00:00",1,218,53,0
"763","OUST","B",36,"8/18/1999 0:00:00",1,413.3,96,0
"764","OUST","B",36,"2/7/2001 0:00:00",1,505.66,112,0
"765","OUST","B",36,"5/31/2002 0:00:00",1,630.93,153,122
"766","OUST","B",36,"11/26/2002 0:00:00",1,792.48,159,128
"767","OUST","B",36,"4/26/2004 0:00:00",1,762,190,150
"768","OUST","B",36,"8/23/2005 0:00:00",1,1066.8,228.6,193.04
"769","OUST","B",37,"10/7/1996 0:00:00",1,123,32.7,0
"770","OUST","B",37,"11/11/1997 0:00:00",1,244,44,0
"771","OUST","B",37,"8/18/1999 0:00:00",1,412.08,92,0
"772","OUST","B",37,"2/7/2001 0:00:00",1,568.14,92,0
"773","OUST","B",37,"5/31/2002 0:00:00",1,704.08,131,108
"774","OUST","B",37,"11/26/2002 0:00:00",1,883.92,158,121
"775","OUST","B",37,"4/26/2004 0:00:00",1,883.92,183,141
"776","OUST","B",37,"8/23/2005 0:00:00",1,1219.2,256.54,187.96
"777","OUST","B",38,"10/7/1996 0:00:00",1,129,29.2,0
"778","OUST","B",38,"11/11/1997 0:00:00",1,153,44,0
"779","OUST","B",38,"8/18/1999 0:00:00",1,176.17,51,0
"780","OUST","B",38,"2/7/2001 0:00:00",1,272.49,62,0
"781","OUST","B",38,"5/31/2002 0:00:00",1,381,82,51
"782","OUST","B",38,"11/26/2002 0:00:00",1,518.16,88,56
"783","OUST","B",38,"4/26/2004 0:00:00",1,640.08,102,74
"784","OUST","B",38,"8/23/2005 0:00:00",1,640.08,132.08,109.22
"785","OUST","B",39,"10/7/1996 0:00:00",1,122,24.6,0
"786","OUST","B",39,"11/11/1997 0:00:00",1,181,47,0
"787","OUST","B",39,"8/18/1999 0:00:00",1,429.15,93,0
"788","OUST","B",39,"2/7/2001 0:00:00",1,554.73,108,0
"789","OUST","B",39,"5/31/2002 0:00:00",1,682.75,162,102
"790","OUST","B",39,"11/26/2002 0:00:00",1,670.56,140,84
"791","OUST","B",39,"4/26/2004 0:00:00",1,883.92,220,141
"792","OUST","B",39,"8/23/2005 0:00:00",1,975.36,195.58,154.94
"793","OUST","B",40,"10/7/1996 0:00:00",1,105,26.5,0
"794","OUST","B",40,"11/11/1997 0:00:00",1,155,34,0
"795","OUST","B",40,"8/18/1999 0:00:00",1,305.4,53,0
"796","OUST","B",40,"2/7/2001 0:00:00",1,402.33,95,0
"797","OUST","B",40,"5/31/2002 0:00:00",1,576.07,118,99
"798","OUST","B",40,"11/26/2002 0:00:00",1,731.52,133,100
"799","OUST","B",40,"4/26/2004 0:00:00",1,792.48,163,127
"800","OUST","B",40,"8/23/2005 0:00:00",1,975.36,208.28,162.56
"801","OUST","C",41,"10/7/1996 0:00:00",1,95,21.5,0
"802","OUST","C",41,"11/11/1997 0:00:00",1,156,30,0
"803","OUST","C",41,"8/18/1999 0:00:00",1,302.97,64,0
"804","OUST","C",41,"2/7/2001 0:00:00",1,447.75,98,0
"805","OUST","C",41,"5/31/2002 0:00:00",1,521.2,111,82
"806","OUST","C",41,"11/26/2002 0:00:00",1,658.36,139,98
"807","OUST","C",41,"4/26/2004 0:00:00",1,731.52,10,114
"808","OUST","C",41,"8/23/2005 0:00:00",1,853.44,205.74,152.4
"809","OUST","C",42,"10/7/1996 0:00:00",1,97,27.7,0
"810","OUST","C",42,"11/11/1997 0:00:00",1,186,39,0
"811","OUST","C",42,"8/18/1999 0:00:00",1,337.1,51,0
"812","OUST","C",42,"2/7/2001 0:00:00",1,437.38,67,0
"813","OUST","C",42,"5/31/2002 0:00:00",1,551.68,108,89
"814","OUST","C",42,"11/26/2002 0:00:00",1,630.93,111,72
"815","OUST","C",42,"4/26/2004 0:00:00",1,822.96,152,105
"816","OUST","C",42,"8/23/2005 0:00:00",1,1036.32,271.78,198.12
"817","OUST","C",43,"10/7/1996 0:00:00",1,76,22.7,0
"818","OUST","C",43,"11/11/1997 0:00:00",1,163,25,0
"819","OUST","C",43,"8/18/1999 0:00:00",1,328.57,69,0
"820","OUST","C",43,"2/7/2001 0:00:00",1,426.72,74,0
"821","OUST","C",43,"5/31/2002 0:00:00",1,530.35,104,70
"822","OUST","C",43,"11/26/2002 0:00:00",1,624.84,149,71
"823","OUST","C",43,"4/26/2004 0:00:00",1,670.56,119,88
"824","OUST","C",43,"8/23/2005 0:00:00",1,883.92,127,96.52
"825","OUST","C",44,"10/7/1996 0:00:00",1,100,27,0
"826","OUST","C",44,"11/11/1997 0:00:00",1,140,47,0
"827","OUST","C",44,"8/18/1999 0:00:00",1,326.13,90,0
"828","OUST","C",44,"2/7/2001 0:00:00",1,454.15,110,0
"829","OUST","C",44,"5/31/2002 0:00:00",1,615.69,145,106
"830","OUST","C",44,"11/26/2002 0:00:00",1,688.84,152,101
"831","OUST","C",44,"4/26/2004 0:00:00",1,822.96,214,130
"832","OUST","C",44,"8/23/2005 0:00:00",1,975.36,208.28,172.72
"833","OUST","C",45,"10/7/1996 0:00:00",1,117,28.3,0
"834","OUST","C",45,"11/11/1997 0:00:00",1,190,38.5,0
"835","OUST","C",45,"8/18/1999 0:00:00",1,411.48,79,0
"836","OUST","C",45,"2/7/2001 0:00:00",1,547.11,98,0
"837","OUST","C",45,"5/31/2002 0:00:00",1,685.8,133,118
"838","OUST","C",45,"11/26/2002 0:00:00",1,819.91,152,116
"839","OUST","C",45,"4/26/2004 0:00:00",1,853.44,172,144
"840","OUST","C",45,"8/23/2005 0:00:00",1,1066.8,220.98,198.12
"841","OUST","C",46,"10/7/1996 0:00:00",1,76,17.9,0
"842","OUST","C",46,"11/11/1997 0:00:00",1,156,29,0
"843","OUST","C",46,"8/18/1999 0:00:00",1,298.7,55,0
"844","OUST","C",46,"2/7/2001 0:00:00",1,398.06,80,0
"845","OUST","C",46,"5/31/2002 0:00:00",1,557.78,98,79
"846","OUST","C",46,"11/26/2002 0:00:00",1,701.04,112,82
"847","OUST","C",46,"4/26/2004 0:00:00",1,822.96,150,108
"848","OUST","C",46,"8/23/2005 0:00:00",1,1097.28,172.72,134.62
"849","OUST","C",47,"10/7/1996 0:00:00",1,116,25,0
"850","OUST","C",47,"11/11/1997 0:00:00",1,178,32,0
"851","OUST","C",47,"8/18/1999 0:00:00",1,380.39,73,0
"852","OUST","C",47,"2/7/2001 0:00:00",1,486.15,92,0
"853","OUST","C",47,"5/31/2002 0:00:00",1,618.74,138,98
"854","OUST","C",47,"11/26/2002 0:00:00",1,731.52,152,112
"855","OUST","C",47,"4/26/2004 0:00:00",1,883.92,172,131
"856","OUST","C",47,"8/23/2005 0:00:00",1,975.36,210.82,162.56
"857","OUST","C",48,"10/7/1996 0:00:00",1,100,22.9,0
"858","OUST","C",48,"11/11/1997 0:00:00",1,166,38,0
"859","OUST","C",48,"8/18/1999 0:00:00",1,377.95,73,0
"860","OUST","C",48,"2/7/2001 0:00:00",1,495.6,88,0
"861","OUST","C",48,"5/31/2002 0:00:00",1,640.08,120,86
"862","OUST","C",48,"11/26/2002 0:00:00",1,762,140,93
"863","OUST","C",48,"4/26/2004 0:00:00",1,762,170,110
"864","OUST","C",48,"8/23/2005 0:00:00",1,1005.84,198.12,144.78
"865","OUST","C",49,"10/7/1996 0:00:00",1,85,28,0
"866","OUST","C",49,"11/11/1997 0:00:00",1,159,48,0
"867","OUST","C",49,"8/18/1999 0:00:00",1,347.47,83,0
"868","OUST","C",49,"2/7/2001 0:00:00",1,448.05,102,0
"869","OUST","C",49,"5/31/2002 0:00:00",1,707.13,134,98
"870","OUST","C",49,"11/26/2002 0:00:00",1,734.56,155,108
"871","OUST","C",49,"4/26/2004 0:00:00",1,762,190,132
"872","OUST","C",49,"8/23/2005 0:00:00",1,1036.32,241.3,175.26
"873","OUST","C",50,"10/7/1996 0:00:00",1,107,21.5,0
"874","OUST","C",50,"11/11/1997 0:00:00",1,197,36,0
"875","OUST","C",50,"8/18/1999 0:00:00",1,401.72,67,0
"876","OUST","C",50,"2/7/2001 0:00:00",1,551.68,92,0
"877","OUST","C",50,"5/31/2002 0:00:00",1,585.21,141,98
"878","OUST","C",50,"11/26/2002 0:00:00",1,780.28,155,109
"879","OUST","C",50,"4/26/2004 0:00:00",1,944.88,190,132
"880","OUST","C",50,"8/23/2005 0:00:00",1,853.44,236.22,180.34
"881","OUST","C",51,"10/7/1996 0:00:00",1,91,21.7,0
"882","OUST","C",51,"11/11/1997 0:00:00",1,190,34,0
"883","OUST","C",51,"8/18/1999 0:00:00",1,379.47,65,0
"884","OUST","C",51,"2/7/2001 0:00:00",1,502.92,98,0
"885","OUST","C",51,"5/31/2002 0:00:00",1,576.07,134,91
"886","OUST","C",51,"11/26/2002 0:00:00",1,716.28,159,106
"887","OUST","C",51,"4/26/2004 0:00:00",1,792.48,230,132
"888","OUST","C",51,"8/23/2005 0:00:00",1,975.36,223.52,160.02
"889","OUST","C",52,"10/7/1996 0:00:00",1,102,30,0
"890","OUST","C",52,"11/11/1997 0:00:00",1,185,46.5,0
"891","OUST","C",52,"8/18/1999 0:00:00",1,394.71,84,0
"892","OUST","C",52,"2/7/2001 0:00:00",1,510.54,105,0
"893","OUST","C",52,"5/31/2002 0:00:00",1,667.51,142,102
"894","OUST","C",52,"11/26/2002 0:00:00",1,795.52,180,111
"895","OUST","C",52,"4/26/2004 0:00:00",1,853.44,232,138
"896","OUST","C",52,"8/23/2005 0:00:00",1,1097.28,256.54,177.8
"897","OUST","C",53,"10/7/1996 0:00:00",1,98,32,0
"898","OUST","C",53,"11/11/1997 0:00:00",1,161,53,0
"899","OUST","C",53,"8/18/1999 0:00:00",1,368.19,92,0
"900","OUST","C",53,"2/7/2001 0:00:00",1,510.54,112,0
"901","OUST","C",53,"5/31/2002 0:00:00",1,646.17,162,120
"902","OUST","C",53,"11/26/2002 0:00:00",1,762,172,113
"903","OUST","C",53,"4/26/2004 0:00:00",1,731.52,210,140
"904","OUST","C",53,"8/23/2005 0:00:00",1,1097.28,241.3,187.96
"905","OUST","C",54,"10/7/1996 0:00:00",1,99,24.5,0
"906","OUST","C",54,"11/11/1997 0:00:00",1,157,37,0
"907","OUST","C",54,"8/18/1999 0:00:00",1,304.19,71,0
"908","OUST","C",54,"2/7/2001 0:00:00",1,438.91,93,0
"909","OUST","C",54,"5/31/2002 0:00:00",1,591.31,126,82
"910","OUST","C",54,"11/26/2002 0:00:00",1,731.52,141,93
"911","OUST","C",54,"4/26/2004 0:00:00",1,670.56,147,120
"912","OUST","C",54,"8/23/2005 0:00:00",1,1097.28,203.2,144.78
"913","OUST","C",55,"10/7/1996 0:00:00",1,97,25.9,0
"914","OUST","C",55,"11/11/1997 0:00:00",1,202,42,0
"915","OUST","C",55,"8/18/1999 0:00:00",1,419.7,82,0
"916","OUST","C",55,"2/7/2001 0:00:00",1,548.03,103,0
"917","OUST","C",55,"5/31/2002 0:00:00",1,710.18,140,98
"918","OUST","C",55,"11/26/2002 0:00:00",1,841.24,159,100
"919","OUST","C",55,"4/26/2004 0:00:00",1,883.92,174,119
"920","OUST","C",55,"8/23/2005 0:00:00",1,1097.28,223.52,160.02
"921","OUST","C",56,"10/7/1996 0:00:00",1,102,32.1,0
"922","OUST","C",56,"11/11/1997 0:00:00",1,197,51,0
"923","OUST","C",56,"8/18/1999 0:00:00",1,385.57,99,0
"924","OUST","C",56,"2/7/2001 0:00:00",1,491.64,114,0
"925","OUST","C",56,"5/31/2002 0:00:00",1,612.64,158,96
"926","OUST","C",56,"11/26/2002 0:00:00",1,807.72,178,98
"927","OUST","C",56,"4/26/2004 0:00:00",1,822.96,210,118
"928","OUST","C",56,"8/23/2005 0:00:00",1,914.4,241.3,165.1
"929","OUST","C",57,"10/7/1996 0:00:00",1,117,30.5,0
"930","OUST","C",57,"11/11/1997 0:00:00",1,214,44,0
"931","OUST","C",57,"8/18/1999 0:00:00",1,438.91,93,0
"932","OUST","C",57,"2/7/2001 0:00:00",1,582.47,119,0
"933","OUST","C",57,"5/31/2002 0:00:00",1,697.99,147,115
"934","OUST","C",57,"11/26/2002 0:00:00",1,792.48,159,129
"935","OUST","C",57,"4/26/2004 0:00:00",1,883.92,208,146
"936","OUST","C",57,"8/23/2005 0:00:00",1,975.36,231.14,182.88
"937","OUST","C",58,"10/7/1996 0:00:00",1,59,11.9,0
"938","OUST","C",58,"11/11/1997 0:00:00",1,106,23,0
"939","OUST","C",58,"8/18/1999 0:00:00",1,254.5,52,0
"940","OUST","C",58,"2/7/2001 0:00:00",1,546.5,117,0
"941","OUST","C",58,"5/31/2002 0:00:00",1,530.35,97,73
"942","OUST","C",58,"11/26/2002 0:00:00",1,624.84,110,79
"943","OUST","C",58,"4/26/2004 0:00:00",1,731.52,132,99
"944","OUST","C",58,"8/23/2005 0:00:00",1,853.44,175.26,139.7
"945","OUST","C",59,"10/7/1996 0:00:00",1,97,25.2,0
"946","OUST","C",59,"11/11/1997 0:00:00",1,196,44,0
"947","OUST","C",59,"8/18/1999 0:00:00",1,402.94,81,0
"948","OUST","C",59,"2/7/2001 0:00:00",1,376.42,71,0
"949","OUST","C",59,"5/31/2002 0:00:00",1,612.64,155,97
"950","OUST","C",59,"11/26/2002 0:00:00",1,746.76,172,111
"951","OUST","C",59,"4/26/2004 0:00:00",1,822.96,210,132
"952","OUST","C",59,"8/23/2005 0:00:00",1,1097.28,261.62,165.1
"953","OUST","C",60,"10/7/1996 0:00:00",1,43,12,0
"954","OUST","C",60,"11/11/1997 0:00:00",1,71,19,0
"955","OUST","C",60,"8/18/1999 0:00:00",1,178.3,31,0
"956","OUST","C",60,"2/7/2001 0:00:00",1,275.23,50,0
"957","OUST","C",60,"5/31/2002 0:00:00",1,417.57,82,58
"958","OUST","C",60,"11/26/2002 0:00:00",1,533.4,91,63
"959","OUST","C",60,"4/26/2004 0:00:00",1,609.6,110,80
"960","OUST","C",60,"8/23/2005 0:00:00",1,853.44,157.48,121.92
