"","site","location","tree","age.base","height","dbh.cm","volume","age.bh","tree.ID"
"977","4","5",40,40,7.7,9.3,26,25.33,"5.40"
"978","4","5",40,50,9.9,12.5,60,35.33,"5.40"
"979","4","5",40,60,11.9,14.3,93,45.33,"5.40"
"980","4","5",40,70,13.7,15.7,127,55.33,"5.40"
"981","4","5",40,80,14.7,16.3,146,65.33,"5.40"
"982","4","5",40,90,15.7,17,170,75.33,"5.40"
"983","4","5",40,100,16.5,17.6,192,85.33,"5.40"
"984","4","5",40,110,17.4,18.4,220,95.33,"5.40"
"985","4","5",40,120,18.2,18.9,242,105.33,"5.40"
"986","4","5",40,130,18.9,19.5,268,115.33,"5.40"
"987","4","5",40,140,19.6,19.9,287,125.33,"5.40"
"988","4","5",40,150,20.1,20.3,301,135.33,"5.40"
"990","4","5",41,20,1.9,1.3,0.7,5,"5.41"
"991","4","5",41,30,3.6,4.4,4,15,"5.41"
"992","4","5",41,40,5.3,6.9,11,25,"5.41"
"993","4","5",41,50,7.2,9,25,35,"5.41"
"994","4","5",41,60,9.2,10.8,46,45,"5.41"
"995","4","5",41,70,11.2,12.6,77,55,"5.41"
"996","4","5",41,80,12.9,14.4,116,65,"5.41"
"997","4","5",41,90,14.5,15.9,160,75,"5.41"
"998","4","5",41,100,15.9,17.6,212,85,"5.41"
"999","4","5",41,110,17.2,19.1,266,95,"5.41"
"1000","4","5",41,120,18.6,20.8,333,105,"5.41"
"1001","4","5",41,130,19.9,22.5,409,115,"5.41"
"1002","4","5",41,140,21,24.2,487,125,"5.41"
"1003","4","5",41,150,22,25.7,565,135,"5.41"
"1005","4","5",42,20,2.4,2.7,1.6,6.87,"5.42"
"1006","4","5",42,30,3.8,5.7,7,16.87,"5.42"
"1007","4","5",42,40,5.7,8,16,26.87,"5.42"
"1008","4","5",42,50,8.4,10.8,40,36.88,"5.42"
"1009","4","5",42,60,10.9,14,86,46.88,"5.42"
"1010","4","5",42,70,13,16.2,137,56.88,"5.42"
"1011","4","5",42,80,14.8,17.6,184,66.87,"5.42"
"1012","4","5",42,90,16.5,19.1,241,76.87,"5.42"
"1013","4","5",42,100,18,20.6,305,86.87,"5.42"
"1014","4","5",42,110,19.2,21.8,372,96.87,"5.42"
"1015","4","5",42,120,20.4,22.9,433,106.87,"5.42"
"1016","4","5",42,130,21.5,24,503,116.87,"5.42"
"1017","4","5",42,140,22.5,25,568,126.87,"5.42"
"1018","4","5",42,150,23.3,25.9,630,136.87,"5.42"
"1021","4","5",43,30,3.1,5,5,10,"5.43"
"1022","4","5",43,40,4.6,8.4,15,20,"5.43"
"1023","4","5",43,50,7.5,11.2,36,30,"5.43"
"1024","4","5",43,60,9.8,14.3,79,40,"5.43"
"1025","4","5",43,70,11.7,16.5,124,50,"5.43"
"1026","4","5",43,80,13.6,18.4,181,60,"5.43"
"1027","4","5",43,90,15.5,20.1,244,70,"5.43"
"1028","4","5",43,100,17,22,319,80,"5.43"
"1029","4","5",43,110,18.6,23.7,399,90,"5.43"
"1030","4","5",43,120,20.3,25.7,508,100,"5.43"
"1031","4","5",43,130,21.5,27.2,598,110,"5.43"
"1032","4","5",43,140,22.7,29.1,708,120,"5.43"
"1033","4","5",43,150,23.7,31.4,859,130,"5.43"
"1035","4","5",44,20,3,2.7,1.6,8.95,"5.44"
"1036","4","5",44,30,5.1,5.2,6,18.95,"5.44"
"1037","4","5",44,40,7.4,7.1,14,28.95,"5.44"
"1038","4","5",44,50,9.5,9.4,33,38.95,"5.44"
"1039","4","5",44,60,11.6,11.2,60,48.95,"5.44"
"1040","4","5",44,70,13.4,12.6,88,58.95,"5.44"
"1041","4","5",44,80,15,13.8,119,68.95,"5.44"
"1042","4","5",44,90,16.8,15.2,161,78.95,"5.44"
"1043","4","5",44,100,18,16.3,199,88.95,"5.44"
"1044","4","5",44,110,19.1,17.4,237,98.95,"5.44"
"1045","4","5",44,120,20.2,18.1,265,108.95,"5.44"
"1046","4","5",44,130,21.2,19,302,118.95,"5.44"
"1047","4","5",44,140,22.2,19.7,335,128.95,"5.44"
"1048","4","5",44,150,23.1,20.4,377,138.95,"5.44"
"1050","4","5",45,20,2.8,3.3,2.4,8.33,"5.45"
"1051","4","5",45,30,5,6.3,9,18.33,"5.45"
"1052","4","5",45,40,7.1,8.7,23,28.33,"5.45"
"1053","4","5",45,50,8.9,11,45,38.33,"5.45"
"1054","4","5",45,60,10.9,13.5,80,48.33,"5.45"
"1055","4","5",45,70,12.9,15.5,134,58.33,"5.45"
"1056","4","5",45,80,14.4,17.4,183,68.33,"5.45"
"1057","4","5",45,90,15.7,18.8,236,78.33,"5.45"
"1058","4","5",45,100,16.9,19.9,286,88.33,"5.45"
"1059","4","5",45,110,18.2,21.3,351,98.33,"5.45"
"1060","4","5",45,120,19.2,22.3,403,108.33,"5.45"
"1061","4","5",45,130,20.4,23.5,472,118.33,"5.45"
"1062","4","5",45,140,22.1,25.5,593,128.33,"5.45"
"1063","4","5",45,150,23.5,27,703,138.33,"5.45"
"1065","4","5",46,20,2.5,2.6,2,7.06,"5.46"
"1066","4","5",46,30,5,7.1,12,17.06,"5.46"
"1067","4","5",46,40,7.3,10.6,31,27.06,"5.46"
"1068","4","5",46,50,9.3,13.5,61,37.06,"5.46"
"1069","4","5",46,60,11.1,15.4,99,47.06,"5.46"
"1070","4","5",46,70,12.3,17.2,142,57.06,"5.46"
"1071","4","5",46,80,13.8,18.6,182,67.06,"5.46"
"1072","4","5",46,90,15.7,20.2,241,77.06,"5.46"
"1073","4","5",46,100,17.4,21.6,307,87.06,"5.46"
"1074","4","5",46,110,18.6,23,377,97.06,"5.46"
"1075","4","5",46,120,19.6,24,436,107.06,"5.46"
"1076","4","5",46,130,20.6,25,501,117.06,"5.46"
"1077","4","5",46,140,22,26.2,587,127.06,"5.46"
"1078","4","5",46,150,24.2,27.4,698,137.06,"5.46"
"1080","4","5",47,20,3.8,5.5,7.4,9.62,"5.47"
"1081","4","5",47,30,6.4,10,27,19.62,"5.47"
"1082","4","5",47,40,8.5,13.3,56,29.62,"5.47"
"1083","4","5",47,50,10.4,15.6,90,39.62,"5.47"
"1084","4","5",47,60,12.6,18.4,151,49.62,"5.47"
"1085","4","5",47,70,14.6,20.9,236,59.62,"5.47"
"1086","4","5",47,80,16.7,23.3,331,69.62,"5.47"
"1087","4","5",47,90,18.9,26,458,79.62,"5.47"
"1088","4","5",47,100,20.7,27.8,563,89.62,"5.47"
"1089","4","5",47,110,22.6,29.7,693,99.62,"5.47"
"1090","4","5",47,120,24.3,31.4,823,109.62,"5.47"
"1091","4","5",47,130,25.9,33,974,119.62,"5.47"
"1092","4","5",47,140,27.4,35.2,1156,129.62,"5.47"
"1093","4","5",47,150,28.9,37.5,1361,139.62,"5.47"
"1095","4","5",48,20,2.1,2.2,2.2,6.15,"5.48"
"1096","4","5",48,30,5.3,8.4,17,16.15,"5.48"
"1097","4","5",48,40,8.1,12.2,46,26.15,"5.48"
"1098","4","5",48,50,10.4,14.7,84,36.15,"5.48"
"1099","4","5",48,60,12.5,16.8,132,46.15,"5.48"
"1100","4","5",48,70,14.1,18.5,188,56.15,"5.48"
"1101","4","5",48,80,15.4,20.5,256,66.15,"5.48"
"1102","4","5",48,90,16.6,22.1,321,76.15,"5.48"
"1103","4","5",48,100,17.7,23.7,392,86.15,"5.48"
"1104","4","5",48,110,18.8,25.1,461,96.15,"5.48"
"1105","4","5",48,120,19.7,26,508,106.15,"5.48"
"1106","4","5",48,130,20,27.1,568,116.15,"5.48"
"1107","4","5",48,140,21.5,27.9,610,126.15,"5.48"
"1108","4","5",48,150,22.2,28.8,668,136.15,"5.48"
"1110","4","6",11,20,2.1,1.7,0.9,7.27,"6.11"
"1111","4","6",11,30,3.6,5,5,17.27,"6.11"
"1112","4","6",11,40,5.4,8.5,16,27.27,"6.11"
"1113","4","6",11,50,7.7,12.6,46,37.27,"6.11"
"1114","4","6",11,60,10.1,16.2,91,47.27,"6.11"
"1115","4","6",11,70,11.8,19,147,57.27,"6.11"
"1116","4","6",11,80,13.3,22.1,225,67.27,"6.11"
"1117","4","6",11,90,14.7,24.1,307,77.27,"6.11"
"1118","4","6",11,100,16,26.3,378,87.27,"6.11"
"1119","4","6",11,110,17.1,27.8,447,97.27,"6.11"
"1120","4","6",11,120,18,28.9,506,107.27,"6.11"
"1121","4","6",11,130,18.8,29.5,550,117.27,"6.11"
"1122","4","6",11,140,19.5,30.3,595,127.27,"6.11"
"1123","4","6",11,150,20.1,31.2,643,137.27,"6.11"
"1125","4","6",12,20,2.5,2.4,1.3,7.06,"6.12"
"1126","4","6",12,30,5.2,7.3,26,17.06,"6.12"
"1127","4","6",12,40,6.9,10,30,27.06,"6.12"
"1128","4","6",12,50,8.4,12.5,56,37.06,"6.12"
"1129","4","6",12,60,10,15.1,96,47.06,"6.12"
"1130","4","6",12,70,12.1,17.5,151,57.06,"6.12"
"1131","4","6",12,80,13.8,19.6,220,67.06,"6.12"
"1132","4","6",12,90,15.1,21.5,295,77.06,"6.12"
"1133","4","6",12,100,16.4,23.3,372,87.06,"6.12"
"1134","4","6",12,110,17.7,25.3,476,97.06,"6.12"
"1135","4","6",12,120,19,27.1,583,107.06,"6.12"
"1136","4","6",12,130,20.6,28.5,672,117.06,"6.12"
"1137","4","6",12,140,22.2,30,781,127.06,"6.12"
"1138","4","6",12,150,23.6,31.6,925,137.06,"6.12"
"1140","4","7",11,20,2.9,2.9,1.8,8.42,"7.11"
"1141","4","7",11,30,5.4,7.1,12,18.42,"7.11"
"1142","4","7",11,40,7.8,10.4,35,28.42,"7.11"
"1143","4","7",11,50,9.8,13.3,68,38.42,"7.11"
"1144","4","7",11,60,11.7,15.8,111,48.42,"7.11"
"1145","4","7",11,70,13.7,17.7,163,58.42,"7.11"
"1146","4","7",11,80,15.3,19.4,225,68.42,"7.11"
"1148","4","7",13,20,2.6,3,2.5,8.13,"7.13"
"1149","4","7",13,30,5.2,7.9,14,18.12,"7.13"
"1150","4","7",13,40,7.3,10.8,33,28.12,"7.13"
"1151","4","7",13,50,9.3,13.2,61,38.13,"7.13"
"1152","4","7",13,60,10.7,15.3,98,48.13,"7.13"
"1153","4","7",13,70,11.8,17.1,135,58.13,"7.13"
"1154","4","7",13,80,12.8,18.9,177,68.12,"7.13"
"1155","4","7",13,90,13.7,20.2,206,78.12,"7.13"
"1156","4","7",13,100,14.5,21.1,232,88.12,"7.13"
"1157","4","7",13,110,15.5,22.2,271,98.12,"7.13"
"1158","4","7",13,120,16.9,23.8,330,108.12,"7.13"
"1160","4","7",14,20,2.5,2.1,1.8,7.5,"7.14"
"1161","4","7",14,30,5.4,8.8,18,17.5,"7.14"
"1162","4","7",14,40,8.3,12.7,49,27.5,"7.14"
"1163","4","7",14,50,10.2,15.1,87,37.5,"7.14"
"1164","4","7",14,60,11.5,16.8,125,47.5,"7.14"
"1165","4","7",14,70,12.6,18.2,162,57.5,"7.14"
"1166","4","7",14,80,13.6,19.9,203,67.5,"7.14"
"1167","4","7",14,90,14.6,21.2,250,77.5,"7.14"
"1168","4","7",14,100,15.6,22.8,314,87.5,"7.14"
"1169","4","7",14,110,17,24.2,380,97.5,"7.14"
"1170","4","7",14,120,18.3,25.6,458,107.5,"7.14"
"1172","4","7",15,20,3.3,4.3,4.7,9.09,"7.15"
"1173","4","7",15,30,6.2,9.6,22,19.09,"7.15"
"1174","4","7",15,40,9,13,56,29.09,"7.15"
"1175","4","7",15,50,10.9,15.8,100,39.09,"7.15"
"1176","4","7",15,60,12.3,17.9,146,49.09,"7.15"
"1177","4","7",15,70,13.6,20,199,59.09,"7.15"
"1178","4","7",15,80,15,22.3,266,69.09,"7.15"
"1179","4","7",15,90,16.5,24.6,346,79.09,"7.15"
"1180","4","7",15,100,18.3,27.1,446,89.09,"7.15"
"1181","4","7",15,110,19.9,29.9,578,99.09,"7.15"
"1182","4","7",15,120,21.6,32.8,737,109.09,"7.15"
"1184","5","4",8,30,3.8,5,5,10,"4.8"
"1185","5","4",8,40,5.2,7.6,14,20,"4.8"
"1186","5","4",8,50,6.5,9.1,23,30,"4.8"
"1187","5","4",8,60,8.1,10.7,39,40,"4.8"
"1188","5","4",8,70,10.2,12.6,63,50,"4.8"
"1189","5","4",8,80,12.1,14.5,103,60,"4.8"
"1190","5","4",8,90,13.6,16.4,153,70,"4.8"
"1191","5","4",8,100,14.7,17.9,196,80,"4.8"
"1192","5","4",8,110,15.7,19.3,238,90,"4.8"
"1193","5","4",8,120,16.2,20,265,100,"4.8"
"1194","5","4",8,130,16.7,20.6,289,110,"4.8"
"1195","5","4",8,140,17.3,21.1,309,120,"4.8"
"1196","5","4",8,150,17.8,21.5,327,130,"4.8"
"1198","5","4",9,30,3.2,3.6,3,9.5,"4.9"
"1199","5","4",9,40,5.5,7.6,14,19.5,"4.9"
"1200","5","4",9,50,6.9,10.4,31,29.5,"4.9"
"1201","5","4",9,60,8.1,13,54,39.5,"4.9"
"1202","5","4",9,70,9.8,15.8,91,49.5,"4.9"
"1203","5","4",9,80,11.3,18.6,146,59.5,"4.9"
"1204","5","4",9,90,13.2,21,212,69.5,"4.9"
"1205","5","4",9,100,15.4,22.8,279,79.5,"4.9"
"1206","5","4",9,110,16.8,24.5,353,89.5,"4.9"
"1207","5","4",9,120,17.7,26.3,433,99.5,"4.9"
"1208","5","4",9,130,18.5,28.6,530,109.5,"4.9"
"1209","5","4",9,140,19.3,30.3,616,119.5,"4.9"
"1210","5","4",9,150,20.1,31.7,698,129.5,"4.9"
"1212","5","4",10,30,3.3,3.7,3,10,"4.10"
"1213","5","4",10,40,5.9,7,12,20,"4.10"
"1214","5","4",10,50,8.6,10.3,34,30,"4.10"
"1215","5","4",10,60,10.9,14.1,77,40,"4.10"
"1216","5","4",10,70,12.7,17.5,131,50,"4.10"
"1217","5","4",10,80,14.7,20.6,205,60,"4.10"
"1218","5","4",10,90,16.5,23.4,295,70,"4.10"
"1219","5","4",10,100,17.9,26,403,80,"4.10"
"1220","5","4",10,110,19.1,28.4,516,90,"4.10"
"1221","5","4",10,120,20.1,30.5,631,100,"4.10"
"1222","5","4",10,130,21,32.9,775,110,"4.10"
"1223","5","4",10,140,21.7,34.6,887,120,"4.10"
"1224","5","4",10,150,22.3,36.2,997,130,"4.10"
"1227","5","5",32,30,2.2,1.5,1,7.5,"5.32"
"1228","5","5",32,40,4.9,5.1,6,17.5,"5.32"
"1229","5","5",32,50,8.1,8.3,23,27.5,"5.32"
"1230","5","5",32,60,10.6,10.3,47,37.5,"5.32"
"1231","5","5",32,70,12.2,11.6,68,47.5,"5.32"
"1232","5","5",32,80,13.6,12.8,92,57.5,"5.32"
"1233","5","5",32,90,14.9,13.8,117,67.5,"5.32"
"1234","5","5",32,100,16,14.5,134,77.5,"5.32"
"1237","5","5",33,30,2.6,2.6,2,10,"5.33"
"1238","5","5",33,40,3.6,6,7,20,"5.33"
"1239","5","5",33,50,4.6,7.6,13,30,"5.33"
"1240","5","5",33,60,5.7,9.1,20,40,"5.33"
"1241","5","5",33,70,6.9,10.3,30,50,"5.33"
"1242","5","5",33,80,8.6,11.4,42,60,"5.33"
"1243","5","5",33,90,10.3,12.9,65,70,"5.33"
"1244","5","5",33,100,12.2,14.5,96,80,"5.33"
"1245","5","5",33,110,13.7,16,132,90,"5.33"
"1246","5","5",33,120,15,17.4,172,100,"5.33"
"1247","5","5",33,130,16.2,18.6,206,110,"5.33"
"1249","5","7",12,20,1.9,1.4,0.8,5.45,"7.12"
"1250","5","7",12,30,3.2,4.6,4,15.45,"7.12"
"1251","5","7",12,40,4.4,7.1,11,25.45,"7.12"
"1252","5","7",12,50,5.6,8.8,19,35.45,"7.12"
"1253","5","7",12,60,6.9,10.2,28,45.45,"7.12"
"1254","5","7",12,70,8.5,11.5,43,55.45,"7.12"
"1255","5","7",12,80,10,12.8,60,65.45,"7.12"
"1256","5","7",12,90,11.3,14.2,83,75.45,"7.12"
"1257","5","7",12,100,12.6,15.5,109,85.45,"7.12"
"1258","5","7",12,110,14.1,17.2,148,95.45,"7.12"
"1259","5","7",12,120,15.4,18.7,189,105.45,"7.12"
"1262","5","7",20,40,2,2.2,2,10,"7.20"
"1263","5","7",20,50,2.7,4,4,20,"7.20"
"1264","5","7",20,60,3.5,5.8,7,30,"7.20"
"1265","5","7",20,70,4.4,7.4,12,40,"7.20"
"1266","5","7",20,80,5.4,8.9,20,50,"7.20"
"1267","5","7",20,90,6.5,10.6,31,60,"7.20"
"1268","5","7",20,100,7.7,12.4,47,70,"7.20"
"1269","5","7",20,110,8.8,14.3,71,80,"7.20"
"1270","5","7",20,120,9.7,15.5,92,90,"7.20"
"1271","5","7",20,130,10.4,16.7,116,100,"7.20"
"1272","5","7",20,140,11.1,17.7,140,110,"7.20"
"1273","5","7",20,150,11.9,18.8,169,120,"7.20"
"1275","5","7",21,30,2.5,3.8,4,10,"7.21"
"1276","5","7",21,40,3.7,6.9,10,20,"7.21"
"1277","5","7",21,50,4.7,8.8,18,30,"7.21"
"1278","5","7",21,60,5.7,10.5,27,40,"7.21"
"1279","5","7",21,70,6.7,12.1,38,50,"7.21"
"1280","5","7",21,80,7.9,13.7,56,60,"7.21"
"1281","5","7",21,90,8.8,14.9,72,70,"7.21"
"1282","5","7",21,100,9.7,16.2,90,80,"7.21"
"1283","5","7",21,110,10.3,17.1,104,90,"7.21"
"1284","5","7",21,120,10.9,18.2,123,100,"7.21"
"1285","5","7",21,130,11.5,19.2,144,110,"7.21"
"1286","5","7",21,140,12.2,20.2,166,120,"7.21"
"1287","5","7",21,150,12.9,21.1,190,130,"7.21"
