"","Minute","X5","X7","X8","X10","X14","X15","X18","X23"
"859",859,656,130,242.6,481.75,944.6,31.4,248.3333333,180.6
"860",860,600.6,81.4,27.6,653.25,936,31.4,513.6666667,43.4
"861",861,442.8,51.2,83.8,332.5,792,46,737.3333333,21.6
"862",862,623.6,104,20.2,481.25,894.8,16.8,893.6666667,117
"863",863,743.4,30.8,57.6,798,434.8,9.6,576,108.6
"864",864,458.1,28.2,37.8,973,604.2,50.8,289.3333333,150.2
"865",865,817.6,41.6,49.6,707,521.2,7.2,310.6666667,81
"866",866,623.5,28,12.6,599.5,549.6,16.8,608.6666667,94.4
"867",867,873.1,48.8,2.6,719.5,722.6,28.8,692,62.8
"868",868,906.5,35.8,73.4,1051.25,861.8,33.8,615.3333333,65.4
"869",869,575.8,54.4,20.65696313,617.25,761.8,0,675,73.2
"870",870,649.5,35.8,58.2,357.75,1005,7.2,664.3333333,112.2
"871",871,745.9,105.2,58.2,733,1240.8,7.2,524.6666667,46
"872",872,828.8,45.6,45.2,872,1030.2,12,402.6666667,114.6
"873",873,522.3,28.2,242,438.75,852.8,36.2,447.3333333,109.2
"874",874,653.5,43.8,140.4,467.25,808.2,4.8,648.6666667,57.8
"875",875,418,36,7.6,362,804,0,328.6666667,99.4
"876",876,483.2,53.2,105,229.5,977,2.4,659,60.4
"877",877,657,25.6,186.4,323.25,923,43.4,475.3333333,147
"878",878,456,25.6,47.2,349.75,1829.2,38.6,425,82
"879",879,604.7,25.6,293.2,644.25,1410.8,26.4,341.3333333,175.2
"880",880,468.8,86,120.4,539,840.6,9.6,576,216.4
"881",881,710.9,115.2,103.8,346.75,1082.6,115.8,123.6666667,185
"882",882,524.5,23,97.4,492.5,1520.4,77.2,352.6666667,106.6
"883",883,644.9,23.2,143,713.75,1525.8,38.6,827,119.8
"884",884,758.9,71.8,181.8,444.25,2091.2,70.8,167.3333333,264.6
"885",885,619.6,66.2,179.6,465.5,1199.2,94.2,283.3333333,168.6
"886",886,738.7,51.2,77.4,540,1151.4,45.8,605,107.8
"887",887,384.2,69.6,87.8,319.5,1111.2,50.6,529,101.8
"888",888,639.2,33.2,27.6,501.5,1470.2,156,304.6666667,204.4
"889",889,422.2,7.8,30,558.5,1140,82.2,640.6666667,77.8
"890",890,536.9,25.6,35.2,537.75,1074,45.8,430,53.2
"891",891,763.2,28,0,374.5,1050,68.6,280,165.6
"892",892,405.2,52.2,65.2,548.25,953.6,236.2,152.6666667,45.8
"893",893,445.7,63.8,56.6,630.5,871.8,143,410.6666667,99.8
"894",894,413.4,46.6,62.4,594.75,1077.2,83,281.6666667,93.2
"895",895,371.2,38.4,32.6,521.75,906.4,48.4,612,78.8
"896",896,490.9,35.8,79.8,803,1137,62.8,443.6666667,51.6
"897",897,283.8,15.4,66.2,402.75,744,33.8,417,82
"898",898,378.9,10.4,76.8,252.25,853.4,12,499.3333333,128.6
"899",899,445.5,71.6,17.6,401.5,579.4,50.8,825.3333333,136.4
"900",900,722.9,15.4,40.2,768.5,717,33.6,791,26.6
"901",901,525.8,84.4,169.2,581,1181.6,101.4,392.6666667,72.4
"902",902,689.7,66.6,47.6,309.75,1722.4,36.2,315,40
"903",903,551.9,89.6,76.2,620,1866,7.2,337,59.4
"904",904,384.9,74.2,98.4,328.25,3395,45.8,236.3333333,45.8
"905",905,632.5,48.8,67.2,328.75,3904.2,95.6,579.6666667,70.8
"906",906,701.7,18,65.6,276.75,3111.6,56,547,100.4
"907",907,535.8,56.4,5,203.75,2201,93.2,716,150.6
"908",908,475.6,62.8,37.6,338,2241.8,236.6,654,299.8
"909",909,479.5,75.8,35.2,476.25,1769.8,94,715,317.2
"910",910,481.9,87,152.6,614,2670,305.8,873,317.8
"911",911,481.8,84.4,166.2,354.5,1141.4,99.6,587,238.6
"912",912,443.7,78.4,25.2,244,1385.4,58.2,394.3333333,192.2
"913",913,522.8,53.8,17.6,572.25,2037.8,302,661.3333333,172.8
"914",914,423.1,108,22.6,539,1798.4,111,588,121.2
"915",915,622.6,86.6,0,324.25,2072.6,65.6,532.6666667,114.6
"916",916,441.8,97.4,10,130.5,946.2,26.4,599,147.8
"917",917,407.6,49.6,56.6,339.5,1066.6,38.4,658.3333333,131
"918",918,361,87,191.2,129.75,609.2,19.2,784.3333333,68
"919",919,355.6,25.6,128.4,168.75,656,19.2,426,81.6
"920",920,306.3,60.8,53.8,280,625.6,12,559,89.4
"921",921,642.8,67.2,35.6,326.25,872.8,21.6,520,101.8
"922",922,556.4,51,60.4,300.5,1398.6,26.4,780,94.2
"923",923,985.3,43.6,247.4,553.25,2154.6,9.6,818.6666667,155.2
"924",924,680.4,54.8,373.4,661.5,2321,16.8,717.6666667,57.4
"925",925,1065.9,48.8,186.2,689.25,2540.4,14.4,403.6666667,68
"926",926,896.6,72.2,194.8,767,2361.8,2.4,853.3333333,156.4
"927",927,932.2,94.6,247,642.5,2268,17,462,143.2
"928",928,852.8,160.4,190.2,819.5,2867.8,46,441,48.2
"929",929,805.2,117.8,59.6,407.25,2372.4,21.6,415.6666667,114.2
"930",930,937.7,68.2,30.2,314.25,784.2,9.6,173,169
"931",931,904.6,43.6,5,631.75,631.4,4.8,187,124
"932",932,831.7,75.8,5.2,595.25,758,21.6,135,33.8
"933",933,771.7,116.8,76.4,350.75,596.2,9.6,367,85.4
"934",934,890.7,160.8,142,731,413,41,540.3333333,146.4
"935",935,700.2,141.4,279,1184.75,1196.2,60.4,364.6666667,269.2
"936",936,1572.4,63.4,30,910.5,1195.8,38.6,782.6666667,103.4
"937",937,1159.1,70.2,197.2,952,1374.4,28.8,473.6666667,125.4
"938",938,1061.8,35.8,169.8,628,1442.6,120.8,527.3333333,75.4
"939",939,1405.6,134.8,44.6,394,1402.6,186.4,621,120.8
"940",940,1105.5,75,17.6,678.5,1453.8,120.2,784.3333333,197.4
"941",941,378,195.4,0,647.5,594.8,172.8,688.6666667,58.8
"942",942,503,88.2,15.65696313,444,569.8,202.2,550.3333333,139.2
"943",943,478.5,125.4,117,484.5,503.2,120.4,372,233.8
"944",944,963.6,88.6,211.2,500,543,94.6,263.6666667,247.2
"945",945,407.8,113.6,546.6,396.3775499,502,77.2,559.6666667,53.2
"946",946,806.1,53.8,182.6,768,389.8,47.2,481.6666667,44.8
"947",947,1030.7,169,73,599.75,389,86.8,723,19.2
"948",948,1199.8,223.8,38.6,463.75,426.6,130.8,537.6666667,28.8
"949",949,889.8,99.8,161.2,606.75,530.4,60.6,504.6666667,101
"950",950,1128.6,135.6,127.4,508.75,510.8,112.4,409,31.2
"951",951,1238.7,191,210.2,365.25,403.6,76.4,326,118.8
"952",952,1113.7,85.2,220.8,518.75,294.6,26.6,147.6666667,97.2
"953",953,1574.3,38.4,120.4,424.25,572.6,9.6,128,89.4
"954",954,1500.4,28,32.8,674,594.6,43.4,383.3333333,154.4
"955",955,800,69.8,32.6,522,524.4,61.8,616.3333333,60.6
"956",956,1076.7,46,5.2,432.25,766.4,31.4,613.3333333,45.8
"957",957,938.3,66.6,41.6,394.5,973.2,50.6,420.6666667,110.6
"958",958,1063.9,43.6,0,400.25,1050,36.2,484.6666667,167.6
"959",959,1666.7,65,30.2,469.75,575.6,38.4,207,205.2
"960",960,906.4,51.2,27.6,374.75,763.4,104.2,617.6666667,103.8
"961",961,858.1,12.8,32.6,719.75,807.6,41,523,73.4
"962",962,1166.4,173.6,37.6,752.25,582.4,173,257.6666667,148.2
"963",963,1471.4,135.4,68.4,417.25,788.6,89.8,166.3333333,140
"964",964,773.6,137.6,25,283.5,1129.4,24,125.3333333,60.4
"965",965,850.7,79.4,7.6,408.5,330.2,65.6,151,31.4
"966",966,826.6,70.2,5,148,431.8,72.8,76.66666667,19.4
"967",967,883.1,116.8,10,158.5,391.4,59,393.3333333,14.4
"968",968,1076.3,120.4,32.6,124.75,327.2,29,445.6666667,92.8
"969",969,849.7,121,44.6,369,260.6,9.6,700,151
"970",970,898.5,15.4,30.2,428.25,653.2,42,757,85.8
"971",971,723.7,89.8,55.2,269.75,800.4,24.2,1005.333333,59.8
"972",972,1000.1,66.4,106.8,357.5,244.6,29,926,152.2
"973",973,906.1,125.4,126.4,320,266,41,1147.666667,100.6
"974",974,719.5,107.4,32.6,435.5,258.4,43.6,846.6666667,136.2
"975",975,1069.5,116.8,83.4,236,302.6,36.2,556.3333333,70
"976",976,1269.8,224.8,2.6,611,256.2,60.4,637.6666667,117.8
"977",977,911.9,242.4,27.6,875.75,556,92.2,525.6666667,74.8
"978",978,902.1,166.4,7.6,515,1003.6,76.2,776,95.6
"979",979,1129.9,105.6,22.6,276.75,1412.8,90.4,643.6666667,180
"980",980,1415,170,7.6,236,1432,122.6,532.6666667,82.2
"981",981,1181.3,58.8,0,479.25,1161,76.4,402,191.6
"982",982,1295.8,149,37.6,699,1210.4,12,1541.333333,168.6
"983",983,1617.1,148,25.2,453.75,1262,54.2,627.3333333,80.6
"984",984,1650.5,38.4,141.6,173.25,488.4,128,403.6666667,96
"985",985,1685.3,121,30.2,480.5,350.8,162.8,400.3333333,86.8
"986",986,930.6,149,20,879.5,352,79.2,638.3333333,100.2
"987",987,1226.9,130.6,56.4,791,215.2,79.6,587.3333333,87.8
"988",988,1263.8,152.6,62.8,799.25,225.4,104.8,661.3333333,60.8
"989",989,1436.2,337,47.6,694.5,211.8,62.8,613,164.8
"990",990,756.3,259.6,22.6,756.75,882.8,48.4,927.6666667,97.4
"991",991,708.1,290,37.6,600,1443.6,54.2,625,107.6
"992",992,1175.5,354.2,95.4,983.25,1316.6,62.6,1041,103.8
"993",993,1903.1,159.8,37.6,785,1220.8,55.6,635.6666667,16.8
"994",994,1453,175.6,56.2,862.75,1115.8,28.8,439.3333333,67.2
"995",995,1468.7,43.4,25,609.5,658.8,19.2,591.3333333,103
"996",996,1173.5,67,109,380.25,460.2,19.2,714.3333333,31.4
"997",997,1100.7,208.4,280.2,358.75,541.6,81.8,646.2299323,47.2
"998",998,773.7,166.4,99.4,699,526,112.6,461.6666667,82.2
"999",999,827.5,95.8,172,774.25,655.4,132.8,694.6666667,59.8
"1000",1000,590.4,154.2,207.4,763.5,641.4,68,862.6666667,128.2
"1001",1001,517.7,164.8,50.6,1057.25,498,68.6,953.3333333,120.4
"1002",1002,1046.7,191.6,15.2,867,321.2,53.2,572.6666667,143.4
"1003",1003,1045.9,275,25,812.75,709.6,105.2,246.6666667,128.6
"1004",1004,526.1,144.8,207.8,1028.25,512.4,82,96.33333333,131.2
"1005",1005,809.5,217,126.4,928,398.2,118.2,205,100.4
"1006",1006,767.2,86.4,50.6,812.5,196,85,187.6666667,14.4
"1007",1007,431.7,116.6,68.2,594.25,408,72,225.3333333,71.4
"1008",1008,744.6,145.8,15,776,347.2,38.6,188,141
"1009",1009,411.3,23,7.6,1418.75,337.6,138.6,427.6666667,132.8
"1010",1010,273.8,99.8,32.6,1278,514,218.8,221,157
"1011",1011,348.5,79.4,15,959.25,455.2,116,584.6666667,105.8
"1012",1012,579.9,66.2,30.2,424.5,280.2,166.6,195.3333333,112
"1013",1013,652.2,82,50.2,445.25,545.6,169.4,399.3333333,78.6
"1014",1014,771.9,100,5,480.25,339.2,62.6,114.3333333,74.8
"1015",1015,464.3,110,7.6,633,280.4,80.2,333.6666667,48.4
"1016",1016,572.6,49.2,15.2,612,371,58.4,769,38.6
"1017",1017,450.2,154.8,27.6,1391.25,279.2,60.6,331,21.8
"1018",1018,239.2,80.4,17.6,1175.75,334.2,64.2,304,80.6
"1019",1019,168,130.8,116,817.75,302,53.2,264.3333333,80.4
"1020",1020,365.7,102,2.6,900.25,422.6,63.2,423.3333333,74.8
"1021",1021,330.2,93,7.6,769,442.6,48.4,771.6666667,12
"1022",1022,247.7,134.6,0,723.25,442.2,29,558.3333333,98
"1023",1023,254.3,296.6,25.2,1017,290.6,62.4,1053,14.4
"1024",1024,341,173.6,10,925.25,462.2,45.8,919,108.6
"1025",1025,401.6,158.6,20,877,278.2,73.8,589,192.4
"1026",1026,243.3,162.8,42.6,924.5,312.2,157,532.6666667,251.6
"1027",1027,358.9,234.6,97.4,864.75,437.6,58,776.6666667,138
"1028",1028,362.8,272,79.2,819.75,429,82.2,706.6666667,96.6
"1029",1029,379.6,135.2,63.2,645,260.8,48.2,586.3333333,140
"1030",1030,263.8,349.2,35.2,740.25,232.2,48.81162871,724.896599,114.4
"1031",1031,247.3,169.6,22.6,932.25,360.8,19.2,996.6666667,137.2
"1032",1032,108.3,219.6,69.2,1123.25,236.6,21.8,510.3333333,79.6
"1033",1033,230.9,133.8,0,947.75,375.2,12,224.3333333,92.6
"1034",1034,86.6,195,0,1323.75,318.8,19.2,590.6666667,84.6
"1035",1035,225.7,119.8,171.2,1232.25,312.2,53,451.3333333,48.2
"1036",1036,303.4,133.2,206.4,1005,699.6,105.8,465.5632657,92.6
"1037",1037,358.5,172,47.2,711.5,283.6,138.6,434.3333333,128
"1038",1038,501.1,185.8,2.6,793.25,552.4,86.4,518.3333333,145.8
"1039",1039,242.3,186.8,15.2,1003.25,348.8,71,996.6666667,150.6
"1040",1040,197.1,129,37.6,859.5,232.2,76.2,439.3333333,33.6
"1041",1041,461.6,30.8,20,608.5,262.4,33.8,385.6666667,108.4
"1042",1042,718.4,10.2,10,487,255,116.4,340.6666667,67.6
"1043",1043,646,7.6,27.6,318,323,62.8,490.6666667,53.2
"1044",1044,567.2,23,60.6,232.25,389.6,46,329.6666667,100
"1045",1045,250.9,86.6,62.6,445.25,436.8,115.4,339.6666667,87.4
"1046",1046,479.4,103.4,90.8,812,399.6,163.2,1080.333333,98
"1047",1047,658.2,57.8,65.4,471,767.2,230,609.3333333,146.4
"1048",1048,726.7,81.4,54.8,568.5,715.8,491.4,569.3333333,143.8
"1049",1049,636.6,59,111,441.75,310.4,151.8,433.6666667,135.2
"1050",1050,705.7,69,68.2,804.25,701.6,124.6,221,81.6
"1051",1051,790.4,158.6,84.8,545.75,879.4,181.2,240,128
"1052",1052,449.7,128,15,275.75,837.6,33.8,343,163.8
"1053",1053,798,214,168.2,232.75,668.8,58.2,936,64.6
"1054",1054,603.3,97,159.6,427.25,744.4,79.6,973.6666667,91.8
"1055",1055,400,142.8,216.8,268.25,916,79.2,482.3333333,118
"1056",1056,454.9,95.8,184.6,269.5,960.2,234.2,634,109.6
"1057",1057,618.3,33.2,42.8,354.5,660.2,116.8,795.3333333,122.2
"1058",1058,570.5,33.2,323.2,556.5,693.2,88,487.3333333,187.4
"1059",1059,871.9,65,321,599.75,1222.6,16.8,394.3333333,91.6
"1060",1060,698.6,56.4,172.6,527.75,1065.6,48.2,282.3333333,74.4
"1061",1061,740.6,177,265.6,675.25,924.6,101.4,496.6666667,90.4
"1062",1062,866.6,129,234,506.25,964,29,390,72.4
"1063",1063,834.3,122.8,185.2,481.75,867.8,52.6,676.6666667,55.4
"1064",1064,624,130.8,158.2,979,841.4,50.6,232.3333333,161.8
"1065",1065,595.5,89.6,50.2,996.5,843.8,43.4,278.3333333,64.2
"1066",1066,365,73.2,139.8,649.25,801.6,48.6,265.6666667,129
"1067",1067,419.4,41,183.2,380.5,672,41,247.3333333,58
"1068",1068,573.8,66.6,135.2,463,484.6,75.8,299.3333333,112
"1069",1069,650.8,51.8,190.8,532.75,799.6,14.4,334.6666667,225.2
"1070",1070,868.3,20.6,167.8,461.25,774.4,51.21162871,374.3333333,166.2
"1071",1071,601.4,10.4,155.6,684.75,925.6,4.8,321,78.6
"1072",1072,909.9,23.2,97.4,591,983.2,9.6,282.6666667,169.8
"1073",1073,586.3,41,188.8,284.25,1189.4,9.6,570,131.4
"1074",1074,401.9,56.4,25.2,352,625,26.6,479.6666667,91.8
"1075",1075,571.3,167.4,65.8,194.75,399.4,132.8,365.3333333,146.2
"1076",1076,600.4,148.6,170.4,286.25,868.4,94.2,195.6666667,84
"1077",1077,470.4,13,202.2,808.25,868.4,21.6,586.3333333,115.8
"1078",1078,924.2,83.4,86.4,533.25,1027.6,36.2,500,158
"1079",1079,774.1,42.4,25,711,1007,16.8,697.3333333,152.2
"1080",1080,491.2,126,58,352.25,1027.4,48.2,496.6666667,361.6
"1081",1081,645.5,180.8,86.2,441.75,751.6,55.4,527.3333333,98
"1082",1082,410.9,78.4,196.8,339.5,997.6,21.6,609,90.4
"1083",1083,383.9,130.6,266.6,544,753,19.2,491.3333333,101
"1084",1084,508.1,110.2,15,504.5,381,26.4,428.3333333,189.4
"1085",1085,434.7,69,7.6,243.75,601.4,33.8,465,142.4
"1086",1086,506,117.4,108.4,212,476.4,53.2,419.6666667,53.2
"1087",1087,740.2,250.8,237.4,316.25,426.6,7.2,622,210.8
"1088",1088,731.6,188.8,236.2,451.75,344.4,141.2,414.6666667,228
"1089",1089,548.6,176.6,372.4,125.5,321,94.6,486.3333333,249.2
"1090",1090,432.5,223.2,159.6,244,476.6,125.2,548.6666667,170.6
"1091",1091,516.5,128.6,170.4,407.25,515.4,74.8,299.6666667,135.2
"1092",1092,586.9,97.8,240,539.5,537,62.8,431,90.4
"1093",1093,579.3,91,225.8,571.5,487.2,46,299.6666667,31.4
"1094",1094,684.6,28.2,169,493,411.6,95,450.6666667,157.4
"1095",1095,467.7,53.4,52.6,428.5,434,21.6,467,50.8
"1096",1096,509.7,89.6,102.4,258.5,745.4,19.2,346.3333333,174.8
"1097",1097,215.2,65,163.2,719,321.2,50.6,320.6666667,122.6
"1098",1098,239.4,33.4,17.6,476.75,144,31.2,359.3333333,158
"1099",1099,157,43.4,37.6,568.75,260.6,41.4,484,102.4
"1100",1100,289.7,63.6,25.2,448,488.2,51.6,370.3333333,72.4
"1101",1101,314.3,103.4,84,711.5,415.6,14.4,406,46
"1102",1102,334.1,41,222.4,587.25,510.4,155.6,356,105.2
"1103",1103,557.7,5.2,55.4,419.75,688.6,116.8,432.3333333,51.6
"1104",1104,598.1,25.6,15,468.25,360.8,127.6,490.6666667,41.2
"1105",1105,568.7,30.8,75.2,670,138.6,185,629,93.8
"1106",1106,543.2,10.2,58.2,584.25,219.8,103.8,605.3333333,109.2
"1107",1107,441.7,7.6,52.8,840.75,221.6,50.8,560.6666667,65.8
"1108",1108,428.3,0,128.6,1095.25,252.4,45.8,471,36.2
"1109",1109,723.4,0,22.6,461,247,82,486.6666667,65.6
"1110",1110,910.8,15.4,42.8,989.75,161.6,58,338,58
"1111",1111,890.4,58.8,25.2,809.25,368.8,16.8,620.3333333,43.6
"1112",1112,476.5,23,50.2,664.5,458,34.2,243.3333333,77.4
"1113",1113,617.7,28.2,42.6,977.5,424.2,31.4,248.3333333,51.6
"1114",1114,759.2,144.4,37.8,244.5,650.4,55.6,240.6666667,57.4
"1115",1115,611.3,146,100.4,440.75,1332,100.4,271.3333333,19.2
"1116",1116,478,180.2,243.2,393.75,1182.4,46.2,522.3333333,31.4
"1117",1117,458.7,162.8,223.4,575.25,1211.8,48.4,350.6666667,91.4
"1118",1118,644.4,170,47.6,714,467.6,73.4,493.3333333,7.2
"1119",1119,780.7,196.6,37.6,613.5,323.2,71.4,351.2299323,50.8
"1120",1120,543.1,105,109,812.5,187.4,83.4,688,98.6
"1121",1121,445,40.8,48.2,711.25,138.6,65.2,1070.333333,127.8
"1122",1122,449.8,7.6,27.8,735.75,220.2,91.2,735.6666667,24
"1123",1123,321.1,85,27.6,862,558.2,83,698.3333333,43.6
"1124",1124,243.3,28.2,70.2,757.75,933.6,77.2,979.6666667,41
"1125",1125,521.9,45,75.4,964.75,657.4,66.6,1038.333333,104.2
"1126",1126,275.2,61,128.2,862,395.4,72,1484,77.2
"1127",1127,291.4,89.2,111,576.5,312.6,29,1186.333333,81.6
"1128",1128,604.3,38.4,88,337,107.2,16.8,1183.666667,132.4
"1129",1129,249.5,88.6,25.2,475.75,35,26.4,683.6666667,149.2
"1130",1130,406.5,82,63.8,277.5,244,41,1171.666667,148.8
"1131",1131,348.1,192.6,284.6,457.5,137.6,38.6,924,97
"1132",1132,412.4,92.6,185.2,596.75,201.2,21.6,1188,128.4
"1133",1133,272,153.6,171,428,195.2,31.4,997.6666667,51
"1134",1134,252.4,88.6,163.6,501,163.2,4.8,1220.333333,142
"1135",1135,352.3,177.2,294,770.5,660.4,4.8,695.3333333,95.6
"1136",1136,479.4,89,118.6,547.75,381,12,1227,61.8
"1137",1137,462,89.4,188.2,553.5,252.4,68,789.3333333,89.8
"1138",1138,554.5,74.8,158.6,275,389,31.4,572.6666667,16.8
"1139",1139,300.4,57.8,269.4,387.75,263.4,24.2,808,74.8
"1140",1140,270.9,128.2,183.8,309.25,287.2,31.4,1539.666667,100
"1141",1141,334.1,65.6,130,329.25,382.4,59.4,1554.666667,200.8
"1142",1142,400.9,18,12.6,187.5,587.6,125.6,1019,90.6
"1143",1143,512.8,18,81.4,226,476.8,110.2,424.3333333,150.6
"1144",1144,799.6,12.8,57.2,479.25,332.8,45.8,849.3333333,78.8
"1145",1145,702.7,15.4,30.2,512.75,413.4,59.2,969.6666667,70
"1146",1146,508.1,84,244,520.25,236.8,41,830.3333333,154
"1147",1147,352.1,87.6,72.8,727.75,466.2,24.2,704.6666667,163.2
"1148",1148,450.9,38.6,40.4,522,461,21.6,792,68.4
"1149",1149,466.1,23,45.2,733,245.4,16.8,1004.333333,60.8
"1150",1150,383,30.6,17.6,451,467.2,62.6,1000.333333,16.8
"1151",1151,501.9,126.4,90.2,651.25,330.4,41,322.6666667,24
"1152",1152,607.2,101,144,566.5,214.4,46.8,687.6666667,84.6
"1153",1153,262.8,132.2,117.6,448,339.8,72.6,509.3333333,104.2
"1154",1154,391.9,132,42.8,707.25,233,67.4,647.6666667,105.2
"1155",1155,216.1,10.2,25.2,411,174,58.8,736.3333333,82.8
"1156",1156,145.9,53.8,88.8,530,203.4,56.4,588,132.8
"1157",1157,615.8,163.8,22.6,463.5,281,51,784.3333333,98.6
"1158",1158,302.1,207.6,17.6,352,359.8,24.2,355,126.6
"1159",1159,401.5,277.6,47.6,418.5,282.2,55.4,480.6666667,98
"1160",1160,294.4,144.4,101,672.75,462.8,36.6,305.6666667,29
"1161",1161,100.7,122,40.2,447.25,231.4,56.4,502.6666667,24.2
"1162",1162,254.1,207.8,160.8,414.75,238.8,33.8,531,58.4
"1163",1163,182,197.6,35.2,226.5,285.6,46.2,1475.333333,31.2
"1164",1164,216.4,296,111,450.5,72,96.2,1043.666667,123.8
"1165",1165,238,213.2,175.6,733.5,170.2,115.6,975.3333333,79.2
"1166",1166,411.7,159.8,266.2,692.75,107.4,53,406,77.2
"1167",1167,273.1,166.4,110,855.75,151.2,88.4,861,70.4
"1168",1168,228.1,219.2,281.6,893.5,341.6,9.6,709.3333333,55.4
"1169",1169,293.1,129.4,177.4,712.75,359.6,12,442.6666667,100.4
"1170",1170,416.6,150,55.4,409.75,195.8,12,262,67.6
"1171",1171,185.7,96.8,130.8,855.25,174.6,19.4,224.3333333,124.6
"1172",1172,199.1,107,97.8,904.25,194.8,211,304,88.4
"1173",1173,126.9,263.8,84,609.5,255,67.6,287.6666667,29
"1174",1174,307.6,97.8,74,844,661.8,7.2,653.6666667,19.2
"1175",1175,345.1,265.6,5.2,651.25,376.4,12,400.3333333,9.6
"1176",1176,395.3,426.6,20.2,898,75.8,68,363.3333333,59
"1177",1177,429.1,228,32.6,480,84.8,33.8,689.3333333,63.2
"1178",1178,389,192.6,134.4,855.75,30.2,43.8,543.6666667,82
"1179",1179,286.4,43.6,71.4,617.5,321.6,36.2,748.3333333,70.6
"1180",1180,320,56.4,35.2,951.75,634,50.8,1087.666667,52
"1181",1181,447,113.6,112.4,448.5,1124.2,14.4,724.3333333,91.6
"1182",1182,550.9,58.8,87.8,702,778.4,57.8,842.3333333,56
"1183",1183,615.9,168,63.2,694.5,858.2,297.6,318.3333333,12
"1184",1184,259.7,260,60.2,1068.25,803,160,385.6666667,33.8
"1185",1185,246.8,334.8,136.6,786.25,891,59,604,49.6
"1186",1186,265.6,234.2,53.6,720.25,1162.2,50.6,974.6666667,124.4
"1187",1187,297.5,237.6,40.2,777.25,812.2,26.6,395,151.6
"1188",1188,690.7,170,84,757.25,714.4,47.2,535,80.2
"1189",1189,376.4,178,161.6,575.75,333.2,24.2,626.3333333,96.2
"1190",1190,450.9,83.4,185.8,361,255.6,43.4,487.6666667,69
"1191",1191,485.6,195.2,119.4,528.25,159.6,43.4,491.6666667,86
"1192",1192,790.6,134.2,353.4,811.5,102,41,501,42.4
"1193",1193,674.5,119.8,150.4,218.25,258,103.8,749.6666667,53.6
"1194",1194,409.8,233.6,123.6,471.75,386.2,66.6,415.6666667,72.8
"1195",1195,575,62,40.2,908,304.2,46.2,792,86
"1196",1196,501.2,0,79.2,1261.25,366.2,38.6,342,93.2
"1197",1197,231.5,10.2,88.4,889.75,337.8,14.4,455,36.2
"1198",1198,397,2.6,77.8,321,273.2,71.4,541.3333333,14.4
"1199",1199,286.2,48.6,87,450,456.8,72.8,397,36.6
"1200",1200,249.5,43.6,67.6,676.25,699.2,56.8,694.6666667,40
"1201",1201,247,33.4,100.8,1083,803,49.6,512.3333333,60.4
"1202",1202,305.2,30.6,27.6,400.25,613,238.6,874,31.4
"1203",1203,359.7,7.6,12.6,63.25,340.4,183.8,750.3333333,0
"1204",1204,320,0,85.4,64.5,223.8,113,325.3333333,26.6
"1205",1205,141.6,10.4,50.8,198.75,568,241,644,0
"1206",1206,378.6,39.4,104.4,287.25,320.6,186.6,624.6666667,12
"1207",1207,180.4,2.6,107.4,235.75,207.6,39,1260.333333,26.6
"1208",1208,372.3,12.8,123,365.75,177.8,48.4,1138.333333,36.2
"1209",1209,187.1,0,314.8,272.25,403,14.4,633.3333333,29
"1210",1210,125.4,5.2,374,230.75,173,47.8,692.6666667,55
"1211",1211,131.3,18,299.2,106,288.4,36.2,880,42
"1212",1212,138.3,69.6,166,642.75,207.4,55.6,824.6666667,24.2
"1213",1213,259.5,36.4,128,377,223.2,33.8,794.6666667,121.2
"1214",1214,226.5,54.4,264,771,191.8,21.6,790.3333333,113
"1215",1215,155.1,67,108,668.75,438.2,59,764.6666667,134.8
"1216",1216,84.8,28.2,241.4,433,642.6,12,509.6666667,222.8
"1217",1217,121.5,96.8,179.6,624.25,631.4,53.6,536,155.2
"1218",1218,414.2,67,100.8,455,937.2,24.2,780.3333333,91.6
"1219",1219,308.6,12.90162885,65.2,542.25,667,58.4,1894.666667,101
"1220",1220,347.5,106.4,246.6,503.25,665.4,59.4,1433,203.8
"1221",1221,437.1,25.6,75.8,621,790,109.2,1012.333333,115.4
"1222",1222,320,25.6,47.8,310.5,807.8,79.8,440.3333333,77.2
"1223",1223,198.7,5.2,27.6,829.5,845.4,26.6,920,136.2
"1224",1224,411.6,0,5,694,1006.8,102.4,972,50.8
"1225",1225,368.8,0,32.6,670.25,670,50.6,852.3333333,31.4
"1226",1226,333.3,2.6,48.2,632.5,661.6,80.6,641,164.2
"1227",1227,299.7,0,7.6,628,700.2,31.4,623.6666667,84.8
"1228",1228,323.3,41,67.8,1217.75,686.4,19.4,985,50.6
"1229",1229,634.1,28.2,78.2,989.25,728.4,65.2,845.6666667,48.2
"1230",1230,353.6,7.6,47.8,929.75,996.6,45.8,1313.333333,52
"1231",1231,468,0,97.4,909.25,902.8,53.2,993,125.2
"1232",1232,618.9,2.6,25,1018.25,1084.2,280.2,584,54
"1233",1233,609.8,0,90.4,959.25,723,301,843,14.4
"1234",1234,447.9,2.6,27.8,1039.25,359.2,417.8,876.3333333,58
"1235",1235,273.9,5.2,57.6,1072.25,243.4,98.4,365,96
"1236",1236,317.5,0,47.6,783,183.6,99,572.3333333,97
"1237",1237,338.3,0,91.2,788,123.6,86,931,107.2
"1238",1238,289.5,7.6,150.2,1175,106.6,83,728.6666667,43.6
"1239",1239,132.3,0,96,1019.75,226.8,135.2,275,66
